rank	serverType	rewardItems	money	bindRMB	needScore	rankPreview	rankImg	rewardItemsPreview
100	2	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
1	3	[(27861,300),(26450,100),(26344,100),(25799,1),(26930,1)]	0	0	1200	1	KHPD_TextDYM	[(27861,300),(26450,100),(26344,100),(25799,1),(26930,1)]
2	3	[(27861,250),(26450,75),(26344,80),(25790,1),(26230,1)]	0	0	1200	2	KHPD_TextDRM	[(27861,250),(26450,75),(26344,80),(25790,1),(26230,1)]
3	3	[(27861,200),(26450,60),(26344,70),(25790,1),(26230,1)]	0	0	1200	3	KHPD_TextDSM	[(27861,200),(26450,60),(26344,70),(25790,1),(26230,1)]
4	3	[(27861,150),(26450,50),(26344,60),(25781,1),(26229,1)]	0	0	1000	4	KHPD_TextD4M	[(27861,150),(26450,50),(26344,60),(25781,1),(26229,1)]
5	3	[(27861,120),(26450,40),(26344,50),(25781,1),(26229,1)]	0	0	1000	5	KHPD_TextD5M	[(27861,120),(26450,40),(26344,50),(25781,1),(26229,1)]
6	3	[(27861,100),(26450,30),(26344,40),(25772,1)]	0	0	900	6	KHPD_Text6	[(27861,100),(26450,30),(26344,40),(25772,1)]
7	3	[(27861,100),(26450,30),(26344,40),(25772,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25772,1)]
8	3	[(27861,100),(26450,30),(26344,40),(25772,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25772,1)]
9	3	[(27861,100),(26450,30),(26344,40),(25772,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25772,1)]
10	3	[(27861,100),(26450,30),(26344,40),(25772,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25772,1)]
11	3	[(27861,80),(26450,20),(26344,30),(25772,1)]	0	0	570	7	KHPD_Text11	[(27861,80),(26450,20),(26344,30),(25772,1)]
12	3	[(27861,80),(26450,20),(26344,30),(25772,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25772,1)]
13	3	[(27861,80),(26450,20),(26344,30),(25772,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25772,1)]
14	3	[(27861,80),(26450,20),(26344,30),(25772,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25772,1)]
15	3	[(27861,80),(26450,20),(26344,30),(25772,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25772,1)]
16	3	[(27861,80),(26450,20),(26344,30),(25772,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25772,1)]
17	3	[(27861,80),(26450,20),(26344,30),(25772,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25772,1)]
18	3	[(27861,80),(26450,20),(26344,30),(25772,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25772,1)]
19	3	[(27861,80),(26450,20),(26344,30),(25772,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25772,1)]
20	3	[(27861,80),(26450,20),(26344,30),(25772,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25772,1)]
21	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	8	KHPD_Text21	[(27861,60),(26450,15),(26344,20),(25763,1)]
22	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
23	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
24	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
25	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
26	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
27	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
28	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
29	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
30	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
31	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
32	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
33	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
34	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
35	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
36	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
37	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
38	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
39	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
40	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
41	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
42	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
43	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
44	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
45	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
46	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
47	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
48	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
49	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
50	3	[(27861,60),(26450,15),(26344,20),(25763,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25763,1)]
51	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	9	KHPD_Text51	[(27861,40),(26450,10),(26344,10),(25754,1)]
52	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
53	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
54	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
55	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
56	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
57	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
58	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
59	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
60	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
61	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
62	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
63	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
64	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
65	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
66	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
67	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
68	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
69	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
70	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
71	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
72	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
73	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
74	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
75	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
76	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
77	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
78	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
79	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
80	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
81	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
82	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
83	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
84	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
85	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
86	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
87	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
88	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
89	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
90	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
91	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
92	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
93	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
94	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
95	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
96	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
97	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
98	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
99	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
100	3	[(27861,40),(26450,10),(26344,10),(25754,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25754,1)]
1	4	[(27861,300),(26450,100),(26344,100),(25955,1),(26930,1)]	0	0	1200	1	KHPD_TextDYM	[(27861,300),(26450,100),(26344,100),(25955,1),(26930,1)]
2	4	[(27861,250),(26450,75),(26344,80),(25943,1),(26230,1)]	0	0	1200	2	KHPD_TextDRM	[(27861,250),(26450,75),(26344,80),(25943,1),(26230,1)]
3	4	[(27861,200),(26450,60),(26344,70),(25943,1),(26230,1)]	0	0	1200	3	KHPD_TextDSM	[(27861,200),(26450,60),(26344,70),(25943,1),(26230,1)]
4	4	[(27861,150),(26450,50),(26344,60),(25931,1),(26229,1)]	0	0	1000	4	KHPD_TextD4M	[(27861,150),(26450,50),(26344,60),(25931,1),(26229,1)]
5	4	[(27861,120),(26450,40),(26344,50),(25931,1),(26229,1)]	0	0	1000	5	KHPD_TextD5M	[(27861,120),(26450,40),(26344,50),(25931,1),(26229,1)]
6	4	[(27861,100),(26450,30),(26344,40),(25919,1)]	0	0	900	6	KHPD_Text6	[(27861,100),(26450,30),(26344,40),(25919,1)]
7	4	[(27861,100),(26450,30),(26344,40),(25919,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25919,1)]
8	4	[(27861,100),(26450,30),(26344,40),(25919,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25919,1)]
9	4	[(27861,100),(26450,30),(26344,40),(25919,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25919,1)]
10	4	[(27861,100),(26450,30),(26344,40),(25919,1)]	0	0	900	0	0	[(27861,100),(26450,30),(26344,40),(25919,1)]
11	4	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	7	KHPD_Text11	[(27861,80),(26450,20),(26344,30),(25919,1)]
12	4	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
13	4	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
14	4	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
15	4	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
16	4	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
17	4	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
18	4	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
19	4	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
20	4	[(27861,80),(26450,20),(26344,30),(25919,1)]	0	0	570	0	0	[(27861,80),(26450,20),(26344,30),(25919,1)]
21	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	8	KHPD_Text21	[(27861,60),(26450,15),(26344,20),(25907,1)]
22	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
23	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
24	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
25	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
26	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
27	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
28	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
29	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
30	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
31	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
32	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
33	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
34	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
35	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
36	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
37	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
38	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
39	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
40	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
41	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
42	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
43	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
44	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
45	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
46	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
47	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
48	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
49	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
50	4	[(27861,60),(26450,15),(26344,20),(25907,1)]	0	0	340	0	0	[(27861,60),(26450,15),(26344,20),(25907,1)]
51	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	9	KHPD_Text51	[(27861,40),(26450,10),(26344,10),(25895,1)]
52	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
53	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
54	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
55	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
56	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
57	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
58	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
59	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
60	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
61	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
62	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
63	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
64	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
65	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
66	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
67	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
68	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
69	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
70	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
71	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
72	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
73	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
74	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
75	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
76	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
77	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
78	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
79	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
80	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
81	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
82	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
83	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
84	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
85	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
86	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
87	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
88	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
89	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
90	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
91	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
92	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
93	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
94	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
95	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
96	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
97	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
98	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
99	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
100	4	[(27861,40),(26450,10),(26344,10),(25895,1)]	0	0	240	0	0	[(27861,40),(26450,10),(26344,10),(25895,1)]
