zoneId	index	levelRange	rankRange	rewardItem
3	5	(160,179)	(5,6)	[(27905,50),(27066,100),(28277,1680),(26032,24),(28293,1)]
3	6	(160,179)	(7,10)	[(27905,40),(27066,80),(28277,1540),(26032,22),(28293,1)]
3	7	(160,179)	(11,20)	[(27905,35),(27066,70),(28277,1400),(26032,20),(28293,1)]
3	8	(160,179)	(21,30)	[(27905,30),(27066,60),(28277,1260),(26032,18),(28294,1)]
3	9	(160,179)	(31,40)	[(27905,25),(27066,50),(28277,1120),(26032,15),(28294,1)]
3	10	(160,179)	(41,50)	[(27905,20),(27066,40),(28277,980),(26032,12),(28294,1)]
3	11	(160,179)	(51,100)	[(27905,15),(27066,30),(28277,840),(26032,10),(28295,1)]
3	12	(160,179)	(101,101)	[(27905,10),(27066,20),(28277,700),(26032,8),(28295,1)]
4	1	(32,39)	(1,1)	[(25666,100),(25681,200),(28277,1800),(26032,35),(28292,3)]
4	2	(32,39)	(2,2)	[(25666,80),(25681,160),(28277,1500),(26032,30),(28292,2)]
4	3	(32,39)	(3,3)	[(25666,70),(25681,140),(28277,1400),(26032,28),(28292,1)]
4	4	(32,39)	(4,4)	[(25666,60),(25681,120),(28277,1300),(26032,26),(28292,1)]
4	5	(32,39)	(5,6)	[(25666,50),(25681,100),(28277,1200),(26032,24),(28293,1)]
4	6	(32,39)	(7,10)	[(25666,40),(25681,80),(28277,1100),(26032,22),(28293,1)]
4	7	(32,39)	(11,20)	[(25666,35),(25681,70),(28277,1000),(26032,20),(28293,1)]
4	8	(32,39)	(21,30)	[(25666,30),(25681,60),(28277,900),(26032,18),(28294,1)]
4	9	(32,39)	(31,40)	[(25666,25),(25681,50),(28277,800),(26032,15),(28294,1)]
4	10	(32,39)	(41,50)	[(25666,20),(25681,40),(28277,700),(26032,12),(28294,1)]
4	11	(32,39)	(51,100)	[(25666,15),(25681,30),(28277,600),(26032,10),(28295,1)]
4	12	(32,39)	(101,101)	[(25666,10),(25681,20),(28277,500),(26032,8),(28295,1)]
4	1	(40,59)	(1,1)	[(25666,100),(25682,200),(28277,1800),(26032,35),(28292,3)]
4	2	(40,59)	(2,2)	[(25666,80),(25682,160),(28277,1500),(26032,30),(28292,2)]
4	3	(40,59)	(3,3)	[(25666,70),(25682,140),(28277,1400),(26032,28),(28292,1)]
4	4	(40,59)	(4,4)	[(25666,60),(25682,120),(28277,1300),(26032,26),(28292,1)]
4	5	(40,59)	(5,6)	[(25666,50),(25682,100),(28277,1200),(26032,24),(28293,1)]
4	6	(40,59)	(7,10)	[(25666,40),(25682,80),(28277,1100),(26032,22),(28293,1)]
4	7	(40,59)	(11,20)	[(25666,35),(25682,70),(28277,1000),(26032,20),(28293,1)]
4	8	(40,59)	(21,30)	[(25666,30),(25682,60),(28277,900),(26032,18),(28294,1)]
4	9	(40,59)	(31,40)	[(25666,25),(25682,50),(28277,800),(26032,15),(28294,1)]
4	10	(40,59)	(41,50)	[(25666,20),(25682,40),(28277,700),(26032,12),(28294,1)]
4	11	(40,59)	(51,100)	[(25666,15),(25682,30),(28277,600),(26032,10),(28295,1)]
4	12	(40,59)	(101,101)	[(25666,10),(25682,20),(28277,500),(26032,8),(28295,1)]
4	1	(60,79)	(1,1)	[(25667,100),(25683,200),(28277,1800),(26032,35),(28292,3)]
4	2	(60,79)	(2,2)	[(25667,80),(25683,160),(28277,1500),(26032,30),(28292,2)]
4	3	(60,79)	(3,3)	[(25667,70),(25683,140),(28277,1400),(26032,28),(28292,1)]
4	4	(60,79)	(4,4)	[(25667,60),(25683,120),(28277,1300),(26032,26),(28292,1)]
4	5	(60,79)	(5,6)	[(25667,50),(25683,100),(28277,1200),(26032,24),(28293,1)]
4	6	(60,79)	(7,10)	[(25667,40),(25683,80),(28277,1100),(26032,22),(28293,1)]
4	7	(60,79)	(11,20)	[(25667,35),(25683,70),(28277,1000),(26032,20),(28293,1)]
4	8	(60,79)	(21,30)	[(25667,30),(25683,60),(28277,900),(26032,18),(28294,1)]
4	9	(60,79)	(31,40)	[(25667,25),(25683,50),(28277,800),(26032,15),(28294,1)]
4	10	(60,79)	(41,50)	[(25667,20),(25683,40),(28277,700),(26032,12),(28294,1)]
4	11	(60,79)	(51,100)	[(25667,15),(25683,30),(28277,600),(26032,10),(28295,1)]
4	12	(60,79)	(101,101)	[(25667,10),(25683,20),(28277,500),(26032,8),(28295,1)]
4	1	(80,99)	(1,1)	[(25668,100),(25684,200),(28277,1800),(26032,35),(28292,3)]
4	2	(80,99)	(2,2)	[(25668,80),(25684,160),(28277,1500),(26032,30),(28292,2)]
4	3	(80,99)	(3,3)	[(25668,70),(25684,140),(28277,1400),(26032,28),(28292,1)]
4	4	(80,99)	(4,4)	[(25668,60),(25684,120),(28277,1300),(26032,26),(28292,1)]
4	5	(80,99)	(5,6)	[(25668,50),(25684,100),(28277,1200),(26032,24),(28293,1)]
4	6	(80,99)	(7,10)	[(25668,40),(25684,80),(28277,1100),(26032,22),(28293,1)]
4	7	(80,99)	(11,20)	[(25668,35),(25684,70),(28277,1000),(26032,20),(28293,1)]
4	8	(80,99)	(21,30)	[(25668,30),(25684,60),(28277,900),(26032,18),(28294,1)]
4	9	(80,99)	(31,40)	[(25668,25),(25684,50),(28277,800),(26032,15),(28294,1)]
4	10	(80,99)	(41,50)	[(25668,20),(25684,40),(28277,700),(26032,12),(28294,1)]
4	11	(80,99)	(51,100)	[(25668,15),(25684,30),(28277,600),(26032,10),(28295,1)]
4	12	(80,99)	(101,101)	[(25668,10),(25684,20),(28277,500),(26032,8),(28295,1)]
4	1	(100,119)	(1,1)	[(25669,100),(25685,200),(28277,1980),(26032,35),(28292,3)]
4	2	(100,119)	(2,2)	[(25669,80),(25685,160),(28277,1650),(26032,30),(28292,2)]
4	3	(100,119)	(3,3)	[(25669,70),(25685,140),(28277,1540),(26032,28),(28292,1)]
4	4	(100,119)	(4,4)	[(25669,60),(25685,120),(28277,1430),(26032,26),(28292,1)]
4	5	(100,119)	(5,6)	[(25669,50),(25685,100),(28277,1320),(26032,24),(28293,1)]
4	6	(100,119)	(7,10)	[(25669,40),(25685,80),(28277,1210),(26032,22),(28293,1)]
4	7	(100,119)	(11,20)	[(25669,35),(25685,70),(28277,1100),(26032,20),(28293,1)]
4	8	(100,119)	(21,30)	[(25669,30),(25685,60),(28277,990),(26032,18),(28294,1)]
4	9	(100,119)	(31,40)	[(25669,25),(25685,50),(28277,880),(26032,15),(28294,1)]
4	10	(100,119)	(41,50)	[(25669,20),(25685,40),(28277,770),(26032,12),(28294,1)]
4	11	(100,119)	(51,100)	[(25669,15),(25685,30),(28277,660),(26032,10),(28295,1)]
4	12	(100,119)	(101,101)	[(25669,10),(25685,20),(28277,550),(26032,8),(28295,1)]
4	1	(120,139)	(1,1)	[(25670,100),(25686,200),(28277,2160),(26032,35),(28292,3)]
4	2	(120,139)	(2,2)	[(25670,80),(25686,160),(28277,1800),(26032,30),(28292,2)]
4	3	(120,139)	(3,3)	[(25670,70),(25686,140),(28277,1680),(26032,28),(28292,1)]
4	4	(120,139)	(4,4)	[(25670,60),(25686,120),(28277,1560),(26032,26),(28292,1)]
4	5	(120,139)	(5,6)	[(25670,50),(25686,100),(28277,1440),(26032,24),(28293,1)]
4	6	(120,139)	(7,10)	[(25670,40),(25686,80),(28277,1320),(26032,22),(28293,1)]
4	7	(120,139)	(11,20)	[(25670,35),(25686,70),(28277,1200),(26032,20),(28293,1)]
4	8	(120,139)	(21,30)	[(25670,30),(25686,60),(28277,1080),(26032,18),(28294,1)]
4	9	(120,139)	(31,40)	[(25670,25),(25686,50),(28277,960),(26032,15),(28294,1)]
4	10	(120,139)	(41,50)	[(25670,20),(25686,40),(28277,840),(26032,12),(28294,1)]
4	11	(120,139)	(51,100)	[(25670,15),(25686,30),(28277,720),(26032,10),(28295,1)]
4	12	(120,139)	(101,101)	[(25670,10),(25686,20),(28277,600),(26032,8),(28295,1)]
4	1	(140,159)	(1,1)	[(27049,100),(26607,200),(28277,2340),(26032,35),(28292,3)]
4	2	(140,159)	(2,2)	[(27049,80),(26607,160),(28277,1950),(26032,30),(28292,2)]
4	3	(140,159)	(3,3)	[(27049,70),(26607,140),(28277,1820),(26032,28),(28292,1)]
4	4	(140,159)	(4,4)	[(27049,60),(26607,120),(28277,1690),(26032,26),(28292,1)]
4	5	(140,159)	(5,6)	[(27049,50),(26607,100),(28277,1560),(26032,24),(28293,1)]
4	6	(140,159)	(7,10)	[(27049,40),(26607,80),(28277,1430),(26032,22),(28293,1)]
4	7	(140,159)	(11,20)	[(27049,35),(26607,70),(28277,1300),(26032,20),(28293,1)]
4	8	(140,159)	(21,30)	[(27049,30),(26607,60),(28277,1170),(26032,18),(28294,1)]
4	9	(140,159)	(31,40)	[(27049,25),(26607,50),(28277,1040),(26032,15),(28294,1)]
4	10	(140,159)	(41,50)	[(27049,20),(26607,40),(28277,910),(26032,12),(28294,1)]
4	11	(140,159)	(51,100)	[(27049,15),(26607,30),(28277,780),(26032,10),(28295,1)]
4	12	(140,159)	(101,101)	[(27049,10),(26607,20),(28277,650),(26032,8),(28295,1)]
4	1	(160,179)	(1,1)	[(27905,100),(27066,200),(28277,2520),(26032,35),(28292,3)]
4	2	(160,179)	(2,2)	[(27905,80),(27066,160),(28277,2100),(26032,30),(28292,2)]
4	3	(160,179)	(3,3)	[(27905,70),(27066,140),(28277,1960),(26032,28),(28292,1)]
4	4	(160,179)	(4,4)	[(27905,60),(27066,120),(28277,1820),(26032,26),(28292,1)]
4	5	(160,179)	(5,6)	[(27905,50),(27066,100),(28277,1680),(26032,24),(28293,1)]
4	6	(160,179)	(7,10)	[(27905,40),(27066,80),(28277,1540),(26032,22),(28293,1)]
4	7	(160,179)	(11,20)	[(27905,35),(27066,70),(28277,1400),(26032,20),(28293,1)]
4	8	(160,179)	(21,30)	[(27905,30),(27066,60),(28277,1260),(26032,18),(28294,1)]
4	9	(160,179)	(31,40)	[(27905,25),(27066,50),(28277,1120),(26032,15),(28294,1)]
4	10	(160,179)	(41,50)	[(27905,20),(27066,40),(28277,980),(26032,12),(28294,1)]
4	11	(160,179)	(51,100)	[(27905,15),(27066,30),(28277,840),(26032,10),(28295,1)]
4	12	(160,179)	(101,101)	[(27905,10),(27066,20),(28277,700),(26032,8),(28295,1)]
5	1	(32,39)	(1,1)	[(25666,100),(25681,200),(28277,1800),(26032,35),(28292,3)]
5	2	(32,39)	(2,2)	[(25666,80),(25681,160),(28277,1500),(26032,30),(28292,2)]
5	3	(32,39)	(3,3)	[(25666,70),(25681,140),(28277,1400),(26032,28),(28292,1)]
5	4	(32,39)	(4,4)	[(25666,60),(25681,120),(28277,1300),(26032,26),(28292,1)]
5	5	(32,39)	(5,6)	[(25666,50),(25681,100),(28277,1200),(26032,24),(28293,1)]
5	6	(32,39)	(7,10)	[(25666,40),(25681,80),(28277,1100),(26032,22),(28293,1)]
5	7	(32,39)	(11,20)	[(25666,35),(25681,70),(28277,1000),(26032,20),(28293,1)]
5	8	(32,39)	(21,30)	[(25666,30),(25681,60),(28277,900),(26032,18),(28294,1)]
5	9	(32,39)	(31,40)	[(25666,25),(25681,50),(28277,800),(26032,15),(28294,1)]
5	10	(32,39)	(41,50)	[(25666,20),(25681,40),(28277,700),(26032,12),(28294,1)]
5	11	(32,39)	(51,100)	[(25666,15),(25681,30),(28277,600),(26032,10),(28295,1)]
5	12	(32,39)	(101,101)	[(25666,10),(25681,20),(28277,500),(26032,8),(28295,1)]
5	1	(40,59)	(1,1)	[(25666,100),(25682,200),(28277,1800),(26032,35),(28292,3)]
5	2	(40,59)	(2,2)	[(25666,80),(25682,160),(28277,1500),(26032,30),(28292,2)]
5	3	(40,59)	(3,3)	[(25666,70),(25682,140),(28277,1400),(26032,28),(28292,1)]
5	4	(40,59)	(4,4)	[(25666,60),(25682,120),(28277,1300),(26032,26),(28292,1)]
5	5	(40,59)	(5,6)	[(25666,50),(25682,100),(28277,1200),(26032,24),(28293,1)]
5	6	(40,59)	(7,10)	[(25666,40),(25682,80),(28277,1100),(26032,22),(28293,1)]
5	7	(40,59)	(11,20)	[(25666,35),(25682,70),(28277,1000),(26032,20),(28293,1)]
5	8	(40,59)	(21,30)	[(25666,30),(25682,60),(28277,900),(26032,18),(28294,1)]
5	9	(40,59)	(31,40)	[(25666,25),(25682,50),(28277,800),(26032,15),(28294,1)]
5	10	(40,59)	(41,50)	[(25666,20),(25682,40),(28277,700),(26032,12),(28294,1)]
5	11	(40,59)	(51,100)	[(25666,15),(25682,30),(28277,600),(26032,10),(28295,1)]
5	12	(40,59)	(101,101)	[(25666,10),(25682,20),(28277,500),(26032,8),(28295,1)]
5	1	(60,79)	(1,1)	[(25667,100),(25683,200),(28277,1800),(26032,35),(28292,3)]
5	2	(60,79)	(2,2)	[(25667,80),(25683,160),(28277,1500),(26032,30),(28292,2)]
5	3	(60,79)	(3,3)	[(25667,70),(25683,140),(28277,1400),(26032,28),(28292,1)]
5	4	(60,79)	(4,4)	[(25667,60),(25683,120),(28277,1300),(26032,26),(28292,1)]
5	5	(60,79)	(5,6)	[(25667,50),(25683,100),(28277,1200),(26032,24),(28293,1)]
5	6	(60,79)	(7,10)	[(25667,40),(25683,80),(28277,1100),(26032,22),(28293,1)]
5	7	(60,79)	(11,20)	[(25667,35),(25683,70),(28277,1000),(26032,20),(28293,1)]
5	8	(60,79)	(21,30)	[(25667,30),(25683,60),(28277,900),(26032,18),(28294,1)]
5	9	(60,79)	(31,40)	[(25667,25),(25683,50),(28277,800),(26032,15),(28294,1)]
5	10	(60,79)	(41,50)	[(25667,20),(25683,40),(28277,700),(26032,12),(28294,1)]
5	11	(60,79)	(51,100)	[(25667,15),(25683,30),(28277,600),(26032,10),(28295,1)]
5	12	(60,79)	(101,101)	[(25667,10),(25683,20),(28277,500),(26032,8),(28295,1)]
5	1	(80,99)	(1,1)	[(25668,100),(25684,200),(28277,1800),(26032,35),(28292,3)]
5	2	(80,99)	(2,2)	[(25668,80),(25684,160),(28277,1500),(26032,30),(28292,2)]
5	3	(80,99)	(3,3)	[(25668,70),(25684,140),(28277,1400),(26032,28),(28292,1)]
5	4	(80,99)	(4,4)	[(25668,60),(25684,120),(28277,1300),(26032,26),(28292,1)]
5	5	(80,99)	(5,6)	[(25668,50),(25684,100),(28277,1200),(26032,24),(28293,1)]
5	6	(80,99)	(7,10)	[(25668,40),(25684,80),(28277,1100),(26032,22),(28293,1)]
5	7	(80,99)	(11,20)	[(25668,35),(25684,70),(28277,1000),(26032,20),(28293,1)]
5	8	(80,99)	(21,30)	[(25668,30),(25684,60),(28277,900),(26032,18),(28294,1)]
5	9	(80,99)	(31,40)	[(25668,25),(25684,50),(28277,800),(26032,15),(28294,1)]
5	10	(80,99)	(41,50)	[(25668,20),(25684,40),(28277,700),(26032,12),(28294,1)]
5	11	(80,99)	(51,100)	[(25668,15),(25684,30),(28277,600),(26032,10),(28295,1)]
5	12	(80,99)	(101,101)	[(25668,10),(25684,20),(28277,500),(26032,8),(28295,1)]
5	1	(100,119)	(1,1)	[(25669,100),(25685,200),(28277,1980),(26032,35),(28292,3)]
5	2	(100,119)	(2,2)	[(25669,80),(25685,160),(28277,1650),(26032,30),(28292,2)]
5	3	(100,119)	(3,3)	[(25669,70),(25685,140),(28277,1540),(26032,28),(28292,1)]
5	4	(100,119)	(4,4)	[(25669,60),(25685,120),(28277,1430),(26032,26),(28292,1)]
5	5	(100,119)	(5,6)	[(25669,50),(25685,100),(28277,1320),(26032,24),(28293,1)]
5	6	(100,119)	(7,10)	[(25669,40),(25685,80),(28277,1210),(26032,22),(28293,1)]
5	7	(100,119)	(11,20)	[(25669,35),(25685,70),(28277,1100),(26032,20),(28293,1)]
5	8	(100,119)	(21,30)	[(25669,30),(25685,60),(28277,990),(26032,18),(28294,1)]
5	9	(100,119)	(31,40)	[(25669,25),(25685,50),(28277,880),(26032,15),(28294,1)]
5	10	(100,119)	(41,50)	[(25669,20),(25685,40),(28277,770),(26032,12),(28294,1)]
5	11	(100,119)	(51,100)	[(25669,15),(25685,30),(28277,660),(26032,10),(28295,1)]
5	12	(100,119)	(101,101)	[(25669,10),(25685,20),(28277,550),(26032,8),(28295,1)]
5	1	(120,139)	(1,1)	[(25670,100),(25686,200),(28277,2160),(26032,35),(28292,3)]
5	2	(120,139)	(2,2)	[(25670,80),(25686,160),(28277,1800),(26032,30),(28292,2)]
5	3	(120,139)	(3,3)	[(25670,70),(25686,140),(28277,1680),(26032,28),(28292,1)]
5	4	(120,139)	(4,4)	[(25670,60),(25686,120),(28277,1560),(26032,26),(28292,1)]
5	5	(120,139)	(5,6)	[(25670,50),(25686,100),(28277,1440),(26032,24),(28293,1)]
5	6	(120,139)	(7,10)	[(25670,40),(25686,80),(28277,1320),(26032,22),(28293,1)]
5	7	(120,139)	(11,20)	[(25670,35),(25686,70),(28277,1200),(26032,20),(28293,1)]
5	8	(120,139)	(21,30)	[(25670,30),(25686,60),(28277,1080),(26032,18),(28294,1)]
5	9	(120,139)	(31,40)	[(25670,25),(25686,50),(28277,960),(26032,15),(28294,1)]
5	10	(120,139)	(41,50)	[(25670,20),(25686,40),(28277,840),(26032,12),(28294,1)]
5	11	(120,139)	(51,100)	[(25670,15),(25686,30),(28277,720),(26032,10),(28295,1)]
5	12	(120,139)	(101,101)	[(25670,10),(25686,20),(28277,600),(26032,8),(28295,1)]
5	1	(140,159)	(1,1)	[(27049,100),(26607,200),(28277,2340),(26032,35),(28292,3)]
5	2	(140,159)	(2,2)	[(27049,80),(26607,160),(28277,1950),(26032,30),(28292,2)]
5	3	(140,159)	(3,3)	[(27049,70),(26607,140),(28277,1820),(26032,28),(28292,1)]
5	4	(140,159)	(4,4)	[(27049,60),(26607,120),(28277,1690),(26032,26),(28292,1)]
5	5	(140,159)	(5,6)	[(27049,50),(26607,100),(28277,1560),(26032,24),(28293,1)]
5	6	(140,159)	(7,10)	[(27049,40),(26607,80),(28277,1430),(26032,22),(28293,1)]
5	7	(140,159)	(11,20)	[(27049,35),(26607,70),(28277,1300),(26032,20),(28293,1)]
5	8	(140,159)	(21,30)	[(27049,30),(26607,60),(28277,1170),(26032,18),(28294,1)]
5	9	(140,159)	(31,40)	[(27049,25),(26607,50),(28277,1040),(26032,15),(28294,1)]
5	10	(140,159)	(41,50)	[(27049,20),(26607,40),(28277,910),(26032,12),(28294,1)]
5	11	(140,159)	(51,100)	[(27049,15),(26607,30),(28277,780),(26032,10),(28295,1)]
5	12	(140,159)	(101,101)	[(27049,10),(26607,20),(28277,650),(26032,8),(28295,1)]
5	1	(160,179)	(1,1)	[(27905,100),(27066,200),(28277,2520),(26032,35),(28292,3)]
5	2	(160,179)	(2,2)	[(27905,80),(27066,160),(28277,2100),(26032,30),(28292,2)]
5	3	(160,179)	(3,3)	[(27905,70),(27066,140),(28277,1960),(26032,28),(28292,1)]
5	4	(160,179)	(4,4)	[(27905,60),(27066,120),(28277,1820),(26032,26),(28292,1)]
5	5	(160,179)	(5,6)	[(27905,50),(27066,100),(28277,1680),(26032,24),(28293,1)]
5	6	(160,179)	(7,10)	[(27905,40),(27066,80),(28277,1540),(26032,22),(28293,1)]
5	7	(160,179)	(11,20)	[(27905,35),(27066,70),(28277,1400),(26032,20),(28293,1)]
5	8	(160,179)	(21,30)	[(27905,30),(27066,60),(28277,1260),(26032,18),(28294,1)]
5	9	(160,179)	(31,40)	[(27905,25),(27066,50),(28277,1120),(26032,15),(28294,1)]
5	10	(160,179)	(41,50)	[(27905,20),(27066,40),(28277,980),(26032,12),(28294,1)]
5	11	(160,179)	(51,100)	[(27905,15),(27066,30),(28277,840),(26032,10),(28295,1)]
5	12	(160,179)	(101,101)	[(27905,10),(27066,20),(28277,700),(26032,8),(28295,1)]
6	1	(32,39)	(1,1)	[(25666,100),(25681,200),(28277,1800),(26032,35),(28292,3)]
6	2	(32,39)	(2,2)	[(25666,80),(25681,160),(28277,1500),(26032,30),(28292,2)]
6	3	(32,39)	(3,3)	[(25666,70),(25681,140),(28277,1400),(26032,28),(28292,1)]
6	4	(32,39)	(4,4)	[(25666,60),(25681,120),(28277,1300),(26032,26),(28292,1)]
6	5	(32,39)	(5,6)	[(25666,50),(25681,100),(28277,1200),(26032,24),(28293,1)]
6	6	(32,39)	(7,10)	[(25666,40),(25681,80),(28277,1100),(26032,22),(28293,1)]
6	7	(32,39)	(11,20)	[(25666,35),(25681,70),(28277,1000),(26032,20),(28293,1)]
6	8	(32,39)	(21,30)	[(25666,30),(25681,60),(28277,900),(26032,18),(28294,1)]
6	9	(32,39)	(31,40)	[(25666,25),(25681,50),(28277,800),(26032,15),(28294,1)]
6	10	(32,39)	(41,50)	[(25666,20),(25681,40),(28277,700),(26032,12),(28294,1)]
6	11	(32,39)	(51,100)	[(25666,15),(25681,30),(28277,600),(26032,10),(28295,1)]
6	12	(32,39)	(101,101)	[(25666,10),(25681,20),(28277,500),(26032,8),(28295,1)]
6	1	(40,59)	(1,1)	[(25666,100),(25682,200),(28277,1800),(26032,35),(28292,3)]
6	2	(40,59)	(2,2)	[(25666,80),(25682,160),(28277,1500),(26032,30),(28292,2)]
6	3	(40,59)	(3,3)	[(25666,70),(25682,140),(28277,1400),(26032,28),(28292,1)]
6	4	(40,59)	(4,4)	[(25666,60),(25682,120),(28277,1300),(26032,26),(28292,1)]
6	5	(40,59)	(5,6)	[(25666,50),(25682,100),(28277,1200),(26032,24),(28293,1)]
6	6	(40,59)	(7,10)	[(25666,40),(25682,80),(28277,1100),(26032,22),(28293,1)]
6	7	(40,59)	(11,20)	[(25666,35),(25682,70),(28277,1000),(26032,20),(28293,1)]
6	8	(40,59)	(21,30)	[(25666,30),(25682,60),(28277,900),(26032,18),(28294,1)]
6	9	(40,59)	(31,40)	[(25666,25),(25682,50),(28277,800),(26032,15),(28294,1)]
6	10	(40,59)	(41,50)	[(25666,20),(25682,40),(28277,700),(26032,12),(28294,1)]
6	11	(40,59)	(51,100)	[(25666,15),(25682,30),(28277,600),(26032,10),(28295,1)]
6	12	(40,59)	(101,101)	[(25666,10),(25682,20),(28277,500),(26032,8),(28295,1)]
6	1	(60,79)	(1,1)	[(25667,100),(25683,200),(28277,1800),(26032,35),(28292,3)]
6	2	(60,79)	(2,2)	[(25667,80),(25683,160),(28277,1500),(26032,30),(28292,2)]
6	3	(60,79)	(3,3)	[(25667,70),(25683,140),(28277,1400),(26032,28),(28292,1)]
6	4	(60,79)	(4,4)	[(25667,60),(25683,120),(28277,1300),(26032,26),(28292,1)]
6	5	(60,79)	(5,6)	[(25667,50),(25683,100),(28277,1200),(26032,24),(28293,1)]
6	6	(60,79)	(7,10)	[(25667,40),(25683,80),(28277,1100),(26032,22),(28293,1)]
6	7	(60,79)	(11,20)	[(25667,35),(25683,70),(28277,1000),(26032,20),(28293,1)]
6	8	(60,79)	(21,30)	[(25667,30),(25683,60),(28277,900),(26032,18),(28294,1)]
6	9	(60,79)	(31,40)	[(25667,25),(25683,50),(28277,800),(26032,15),(28294,1)]
6	10	(60,79)	(41,50)	[(25667,20),(25683,40),(28277,700),(26032,12),(28294,1)]
6	11	(60,79)	(51,100)	[(25667,15),(25683,30),(28277,600),(26032,10),(28295,1)]
6	12	(60,79)	(101,101)	[(25667,10),(25683,20),(28277,500),(26032,8),(28295,1)]
6	1	(80,99)	(1,1)	[(25668,100),(25684,200),(28277,1800),(26032,35),(28292,3)]
6	2	(80,99)	(2,2)	[(25668,80),(25684,160),(28277,1500),(26032,30),(28292,2)]
6	3	(80,99)	(3,3)	[(25668,70),(25684,140),(28277,1400),(26032,28),(28292,1)]
6	4	(80,99)	(4,4)	[(25668,60),(25684,120),(28277,1300),(26032,26),(28292,1)]
6	5	(80,99)	(5,6)	[(25668,50),(25684,100),(28277,1200),(26032,24),(28293,1)]
6	6	(80,99)	(7,10)	[(25668,40),(25684,80),(28277,1100),(26032,22),(28293,1)]
6	7	(80,99)	(11,20)	[(25668,35),(25684,70),(28277,1000),(26032,20),(28293,1)]
6	8	(80,99)	(21,30)	[(25668,30),(25684,60),(28277,900),(26032,18),(28294,1)]
6	9	(80,99)	(31,40)	[(25668,25),(25684,50),(28277,800),(26032,15),(28294,1)]
6	10	(80,99)	(41,50)	[(25668,20),(25684,40),(28277,700),(26032,12),(28294,1)]
6	11	(80,99)	(51,100)	[(25668,15),(25684,30),(28277,600),(26032,10),(28295,1)]
6	12	(80,99)	(101,101)	[(25668,10),(25684,20),(28277,500),(26032,8),(28295,1)]
6	1	(100,119)	(1,1)	[(25669,100),(25685,200),(28277,1980),(26032,35),(28292,3)]
6	2	(100,119)	(2,2)	[(25669,80),(25685,160),(28277,1650),(26032,30),(28292,2)]
6	3	(100,119)	(3,3)	[(25669,70),(25685,140),(28277,1540),(26032,28),(28292,1)]
6	4	(100,119)	(4,4)	[(25669,60),(25685,120),(28277,1430),(26032,26),(28292,1)]
6	5	(100,119)	(5,6)	[(25669,50),(25685,100),(28277,1320),(26032,24),(28293,1)]
6	6	(100,119)	(7,10)	[(25669,40),(25685,80),(28277,1210),(26032,22),(28293,1)]
6	7	(100,119)	(11,20)	[(25669,35),(25685,70),(28277,1100),(26032,20),(28293,1)]
6	8	(100,119)	(21,30)	[(25669,30),(25685,60),(28277,990),(26032,18),(28294,1)]
6	9	(100,119)	(31,40)	[(25669,25),(25685,50),(28277,880),(26032,15),(28294,1)]
6	10	(100,119)	(41,50)	[(25669,20),(25685,40),(28277,770),(26032,12),(28294,1)]
6	11	(100,119)	(51,100)	[(25669,15),(25685,30),(28277,660),(26032,10),(28295,1)]
6	12	(100,119)	(101,101)	[(25669,10),(25685,20),(28277,550),(26032,8),(28295,1)]
6	1	(120,139)	(1,1)	[(25670,100),(25686,200),(28277,2160),(26032,35),(28292,3)]
6	2	(120,139)	(2,2)	[(25670,80),(25686,160),(28277,1800),(26032,30),(28292,2)]
6	3	(120,139)	(3,3)	[(25670,70),(25686,140),(28277,1680),(26032,28),(28292,1)]
6	4	(120,139)	(4,4)	[(25670,60),(25686,120),(28277,1560),(26032,26),(28292,1)]
6	5	(120,139)	(5,6)	[(25670,50),(25686,100),(28277,1440),(26032,24),(28293,1)]
6	6	(120,139)	(7,10)	[(25670,40),(25686,80),(28277,1320),(26032,22),(28293,1)]
6	7	(120,139)	(11,20)	[(25670,35),(25686,70),(28277,1200),(26032,20),(28293,1)]
6	8	(120,139)	(21,30)	[(25670,30),(25686,60),(28277,1080),(26032,18),(28294,1)]
6	9	(120,139)	(31,40)	[(25670,25),(25686,50),(28277,960),(26032,15),(28294,1)]
6	10	(120,139)	(41,50)	[(25670,20),(25686,40),(28277,840),(26032,12),(28294,1)]
6	11	(120,139)	(51,100)	[(25670,15),(25686,30),(28277,720),(26032,10),(28295,1)]
6	12	(120,139)	(101,101)	[(25670,10),(25686,20),(28277,600),(26032,8),(28295,1)]
6	1	(140,159)	(1,1)	[(27049,100),(26607,200),(28277,2340),(26032,35),(28292,3)]
6	2	(140,159)	(2,2)	[(27049,80),(26607,160),(28277,1950),(26032,30),(28292,2)]
6	3	(140,159)	(3,3)	[(27049,70),(26607,140),(28277,1820),(26032,28),(28292,1)]
6	4	(140,159)	(4,4)	[(27049,60),(26607,120),(28277,1690),(26032,26),(28292,1)]
6	5	(140,159)	(5,6)	[(27049,50),(26607,100),(28277,1560),(26032,24),(28293,1)]
6	6	(140,159)	(7,10)	[(27049,40),(26607,80),(28277,1430),(26032,22),(28293,1)]
6	7	(140,159)	(11,20)	[(27049,35),(26607,70),(28277,1300),(26032,20),(28293,1)]
6	8	(140,159)	(21,30)	[(27049,30),(26607,60),(28277,1170),(26032,18),(28294,1)]
6	9	(140,159)	(31,40)	[(27049,25),(26607,50),(28277,1040),(26032,15),(28294,1)]
