zoneId	rank	levelRange	needScore	rewardMoney	rewardItem	reward
5	5	(32,39)	1200	320000	[(28278,520)]	[(28278,520),(25828,320000)]
5	6	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
5	7	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
5	8	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
5	9	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
5	10	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
5	1	(40,59)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
5	2	(40,59)	1200	560000	[(28278,680)]	[(28278,680),(25828,560000)]
5	3	(40,59)	1200	520000	[(28278,660)]	[(28278,660),(25828,520000)]
5	4	(40,59)	1200	480000	[(28278,640)]	[(28278,640),(25828,480000)]
5	5	(40,59)	1200	440000	[(28278,620)]	[(28278,620),(25828,440000)]
5	6	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
5	7	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
5	8	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
5	9	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
5	10	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
5	1	(60,79)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
5	2	(60,79)	1200	760000	[(28278,780)]	[(28278,780),(25828,760000)]
5	3	(60,79)	1200	720000	[(28278,760)]	[(28278,760),(25828,720000)]
5	4	(60,79)	1200	680000	[(28278,740)]	[(28278,740),(25828,680000)]
5	5	(60,79)	1200	640000	[(28278,720)]	[(28278,720),(25828,640000)]
5	6	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
5	7	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
5	8	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
5	9	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
5	10	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
5	1	(80,99)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
5	2	(80,99)	1200	960000	[(28278,880)]	[(28278,880),(25828,960000)]
5	3	(80,99)	1200	920000	[(28278,860)]	[(28278,860),(25828,920000)]
5	4	(80,99)	1200	880000	[(28278,840)]	[(28278,840),(25828,880000)]
5	5	(80,99)	1200	840000	[(28278,820)]	[(28278,820),(25828,840000)]
5	6	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
5	7	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
5	8	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
5	9	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
5	10	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
5	1	(100,119)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
5	2	(100,119)	1200	1160000	[(28278,980)]	[(28278,980),(25828,1160000)]
5	3	(100,119)	1200	1120000	[(28278,960)]	[(28278,960),(25828,1120000)]
5	4	(100,119)	1200	1080000	[(28278,940)]	[(28278,940),(25828,1080000)]
5	5	(100,119)	1200	1040000	[(28278,920)]	[(28278,920),(25828,1040000)]
5	6	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
5	7	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
5	8	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
5	9	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
5	10	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
5	1	(120,139)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
5	2	(120,139)	1200	1360000	[(28278,1080)]	[(28278,1080),(25828,1360000)]
5	3	(120,139)	1200	1320000	[(28278,1060)]	[(28278,1060),(25828,1320000)]
5	4	(120,139)	1200	1280000	[(28278,1040)]	[(28278,1040),(25828,1280000)]
5	5	(120,139)	1200	1240000	[(28278,1020)]	[(28278,1020),(25828,1240000)]
5	6	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
5	7	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
5	8	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
5	9	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
5	10	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
5	1	(140,159)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
5	2	(140,159)	1200	1560000	[(28278,1180)]	[(28278,1180),(25828,1560000)]
5	3	(140,159)	1200	1520000	[(28278,1160)]	[(28278,1160),(25828,1520000)]
5	4	(140,159)	1200	1480000	[(28278,1140)]	[(28278,1140),(25828,1480000)]
5	5	(140,159)	1200	1440000	[(28278,1120)]	[(28278,1120),(25828,1440000)]
5	6	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
5	7	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
5	8	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
5	9	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
5	10	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
5	1	(160,179)	1200	1800000	[(28278,1300)]	[(28278,1300),(25828,1800000)]
5	2	(160,179)	1200	1780000	[(28278,1280)]	[(28278,1280),(25828,1780000)]
5	3	(160,179)	1200	1720000	[(28278,1260)]	[(28278,1260),(25828,1720000)]
5	4	(160,179)	1200	1680000	[(28278,1240)]	[(28278,1240),(25828,1680000)]
5	5	(160,179)	1200	1640000	[(28278,1220)]	[(28278,1220),(25828,1640000)]
5	6	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
5	7	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
5	8	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
5	9	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
5	10	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
6	1	(32,39)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
6	2	(32,39)	1200	380000	[(28278,580)]	[(28278,580),(25828,380000)]
6	3	(32,39)	1200	360000	[(28278,560)]	[(28278,560),(25828,360000)]
6	4	(32,39)	1200	340000	[(28278,540)]	[(28278,540),(25828,340000)]
6	5	(32,39)	1200	320000	[(28278,520)]	[(28278,520),(25828,320000)]
6	6	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
6	7	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
6	8	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
6	9	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
6	10	(32,39)	1200	300000	[(28278,500)]	[(28278,500),(25828,300000)]
6	1	(40,59)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
6	2	(40,59)	1200	560000	[(28278,680)]	[(28278,680),(25828,560000)]
6	3	(40,59)	1200	520000	[(28278,660)]	[(28278,660),(25828,520000)]
6	4	(40,59)	1200	480000	[(28278,640)]	[(28278,640),(25828,480000)]
6	5	(40,59)	1200	440000	[(28278,620)]	[(28278,620),(25828,440000)]
6	6	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
6	7	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
6	8	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
6	9	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
6	10	(40,59)	1200	400000	[(28278,600)]	[(28278,600),(25828,400000)]
6	1	(60,79)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
6	2	(60,79)	1200	760000	[(28278,780)]	[(28278,780),(25828,760000)]
6	3	(60,79)	1200	720000	[(28278,760)]	[(28278,760),(25828,720000)]
6	4	(60,79)	1200	680000	[(28278,740)]	[(28278,740),(25828,680000)]
6	5	(60,79)	1200	640000	[(28278,720)]	[(28278,720),(25828,640000)]
6	6	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
6	7	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
6	8	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
6	9	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
6	10	(60,79)	1200	600000	[(28278,700)]	[(28278,700),(25828,600000)]
6	1	(80,99)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
6	2	(80,99)	1200	960000	[(28278,880)]	[(28278,880),(25828,960000)]
6	3	(80,99)	1200	920000	[(28278,860)]	[(28278,860),(25828,920000)]
6	4	(80,99)	1200	880000	[(28278,840)]	[(28278,840),(25828,880000)]
6	5	(80,99)	1200	840000	[(28278,820)]	[(28278,820),(25828,840000)]
6	6	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
6	7	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
6	8	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
6	9	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
6	10	(80,99)	1200	800000	[(28278,800)]	[(28278,800),(25828,800000)]
6	1	(100,119)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
6	2	(100,119)	1200	1160000	[(28278,980)]	[(28278,980),(25828,1160000)]
6	3	(100,119)	1200	1120000	[(28278,960)]	[(28278,960),(25828,1120000)]
6	4	(100,119)	1200	1080000	[(28278,940)]	[(28278,940),(25828,1080000)]
6	5	(100,119)	1200	1040000	[(28278,920)]	[(28278,920),(25828,1040000)]
6	6	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
6	7	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
6	8	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
6	9	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
6	10	(100,119)	1200	1000000	[(28278,900)]	[(28278,900),(25828,1000000)]
6	1	(120,139)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
6	2	(120,139)	1200	1360000	[(28278,1080)]	[(28278,1080),(25828,1360000)]
6	3	(120,139)	1200	1320000	[(28278,1060)]	[(28278,1060),(25828,1320000)]
6	4	(120,139)	1200	1280000	[(28278,1040)]	[(28278,1040),(25828,1280000)]
6	5	(120,139)	1200	1240000	[(28278,1020)]	[(28278,1020),(25828,1240000)]
6	6	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
6	7	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
6	8	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
6	9	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
6	10	(120,139)	1200	1200000	[(28278,1000)]	[(28278,1000),(25828,1200000)]
6	1	(140,159)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
6	2	(140,159)	1200	1560000	[(28278,1180)]	[(28278,1180),(25828,1560000)]
6	3	(140,159)	1200	1520000	[(28278,1160)]	[(28278,1160),(25828,1520000)]
6	4	(140,159)	1200	1480000	[(28278,1140)]	[(28278,1140),(25828,1480000)]
6	5	(140,159)	1200	1440000	[(28278,1120)]	[(28278,1120),(25828,1440000)]
6	6	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
6	7	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
6	8	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
6	9	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
6	10	(140,159)	1200	1400000	[(28278,1100)]	[(28278,1100),(25828,1400000)]
6	1	(160,179)	1200	1800000	[(28278,1300)]	[(28278,1300),(25828,1800000)]
6	2	(160,179)	1200	1780000	[(28278,1280)]	[(28278,1280),(25828,1780000)]
6	3	(160,179)	1200	1720000	[(28278,1260)]	[(28278,1260),(25828,1720000)]
6	4	(160,179)	1200	1680000	[(28278,1240)]	[(28278,1240),(25828,1680000)]
6	5	(160,179)	1200	1640000	[(28278,1220)]	[(28278,1220),(25828,1640000)]
6	6	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
6	7	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
6	8	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
6	9	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
6	10	(160,179)	1200	1600000	[(28278,1200)]	[(28278,1200),(25828,1600000)]
