dayIndex	rewardIndex	levelRangeId	rewardItems	rewardBindRMB	rewardMoney	rewardPreview	totalRewardItems
2	13	4	[(28375,60000),(27939,300),(27493,1),(27042,700),(27570,2100)]	120000	0	[(25829,120000),(28375,60000),(27939,300),(27493,1),(27042,700),(27570,2100)]	[(25829,360000),(28375,180000),(27939,900),(27493,3),(27042,2100),(27570,6300)]
2	14	4	[(28375,60000),(27939,325),(27493,1),(27042,700),(27570,2100)]	120000	0	[(25829,120000),(28375,60000),(27939,325),(27493,1),(27042,700),(27570,2100)]	[(25829,400000),(28375,200000),(27939,1000),(27493,4),(27042,2100),(27570,6400)]
2	15	4	[(28375,160000),(27939,750),(27493,2),(27042,2200),(27570,6000)]	320000	0	[(25829,320000),(28375,160000),(27939,750),(27493,2),(27042,2200),(27570,6000)]	[(25829,1000000),(28375,500000),(27939,2500),(27493,5),(27042,6800),(27570,20000)]
3	1	1	[(28375,150),(25600,7),(26344,7)]	300	0	[(25829,300),(28375,150),(25600,7),(26344,7)]	[(25829,700),(28375,350),(27939,3),(25600,17),(26344,17)]
3	2	1	[(28375,300),(25600,20),(26344,20)]	600	0	[(25829,600),(28375,300),(25600,20),(26344,20)]	[(25829,1600),(28375,800),(27939,5),(25600,40),(26344,40)]
3	3	1	[(28375,600),(25600,30),(26344,30)]	1200	0	[(25829,1200),(28375,600),(25600,30),(26344,30)]	[(25829,3600),(28375,1800),(27939,10),(25600,90),(26344,90)]
3	4	1	[(28375,1800),(25600,50),(26344,50)]	3600	0	[(25829,3600),(28375,1800),(25600,50),(26344,50)]	[(25829,10000),(28375,5000),(27939,25),(25600,150),(26344,150)]
3	5	1	[(28375,3000),(25600,50),(26344,50)]	6000	0	[(25829,6000),(28375,3000),(25600,50),(26344,50)]	[(25829,16000),(28375,8000),(27939,40),(26638,1),(25600,150),(26344,150)]
3	6	1	[(28375,4000),(25600,100),(26344,100)]	8000	0	[(25829,8000),(28375,4000),(25600,100),(26344,100)]	[(25829,20000),(28375,10000),(27939,50),(26638,1),(25600,250),(26344,250)]
3	7	1	[(28375,10000),(27939,50),(25600,300),(26344,300)]	20000	0	[(25829,20000),(28375,10000),(27939,50),(25600,300),(26344,300)]	[(25829,60000),(28375,30000),(27939,150),(26643,2),(25600,800),(26344,800)]
3	8	1	[(28375,18000),(27939,100),(25600,600),(26344,600)]	36000	0	[(25829,36000),(28375,18000),(27939,100),(25600,600),(26344,600)]	[(25829,100000),(28375,50000),(27939,250),(26643,2),(25600,1800),(26344,1800)]
3	9	1	[(28375,30000),(27939,160),(26643,1),(25600,1150),(26344,1150)]	60000	0	[(25829,60000),(28375,30000),(27939,160),(26643,1),(25600,1150),(26344,1150)]	[(25829,160000),(28375,80000),(27939,400),(26643,3),(25600,2950),(26344,2950)]
3	10	1	[(28375,40000),(27939,200),(26643,1),(25600,1550),(26344,1550)]	80000	0	[(25829,80000),(28375,40000),(27939,200),(26643,1),(25600,1550),(26344,1550)]	[(25829,200000),(28375,100000),(27939,500),(26643,3),(25600,3950),(26344,3950)]
3	11	1	[(28375,40000),(27939,200),(26644,1),(25600,1650),(26344,1650)]	80000	0	[(25829,80000),(28375,40000),(27939,200),(26644,1),(25600,1650),(26344,1650)]	[(25829,240000),(28375,120000),(27939,600),(26644,3),(25600,4650),(26344,4650)]
3	12	1	[(28375,50000),(27939,250),(26644,1),(25600,2150),(26344,2150)]	100000	0	[(25829,100000),(28375,50000),(27939,250),(26644,1),(25600,2150),(26344,2150)]	[(25829,300000),(28375,150000),(27939,750),(26644,3),(25600,6150),(26344,6150)]
3	13	1	[(28375,60000),(27939,300),(26644,1),(25600,2400),(26344,2400)]	120000	0	[(25829,120000),(28375,60000),(27939,300),(26644,1),(25600,2400),(26344,2400)]	[(25829,360000),(28375,180000),(27939,900),(26644,4),(25600,7200),(26344,7200)]
3	14	1	[(28375,80000),(27939,350),(26644,1),(25600,2750),(26344,2750)]	160000	0	[(25829,160000),(28375,80000),(27939,350),(26644,1),(25600,2750),(26344,2750)]	[(25829,400000),(28375,200000),(27939,1000),(26644,5),(25600,7750),(26344,7750)]
3	15	1	[(28375,180000),(27939,1000),(26644,3),(25600,7000),(26344,7000)]	360000	0	[(25829,360000),(28375,180000),(27939,1000),(26644,3),(25600,7000),(26344,7000)]	[(25829,1000000),(28375,500000),(27939,2500),(26644,9),(25600,20000),(26344,20000)]
3	1	2	[(28375,150)]	300	0	[(25829,300),(28375,150)]	[(25829,700),(28375,350),(27939,3),(26936,15),(26934,8)]
3	2	2	[(28375,300)]	600	0	[(25829,600),(28375,300)]	[(25829,1600),(28375,800),(27939,5),(26936,40),(26934,20)]
3	3	2	[(28375,600)]	1200	0	[(25829,1200),(28375,600)]	[(25829,3600),(28375,1800),(27939,10),(26936,90),(26934,45)]
3	4	2	[(28375,1800),(26936,50),(26934,40)]	3600	0	[(25829,3600),(28375,1800),(26936,50),(26934,40)]	[(25829,10000),(28375,5000),(27939,25),(26936,250),(26934,125)]
3	5	2	[(28375,3000),(26936,100),(26934,40)]	6000	0	[(25829,6000),(28375,3000),(26936,100),(26934,40)]	[(25829,16000),(28375,8000),(27939,40),(26608,1),(26936,300),(26934,125)]
3	6	2	[(28375,4000),(26936,160),(26934,70)]	8000	0	[(25829,8000),(28375,4000),(26936,160),(26934,70)]	[(25829,20000),(28375,10000),(27939,50),(26608,1),(26936,400),(26934,170)]
3	7	2	[(28375,10000),(27939,50),(26936,400),(26934,270)]	20000	0	[(25829,20000),(28375,10000),(27939,50),(26936,400),(26934,270)]	[(25829,60000),(28375,30000),(27939,150),(28253,1),(26936,1200),(26934,670)]
3	8	2	[(28375,18000),(27939,100),(26936,800),(26934,490)]	36000	0	[(25829,36000),(28375,18000),(27939,100),(26936,800),(26934,490)]	[(25829,100000),(28375,50000),(27939,250),(28253,1),(26936,2200),(26934,1090)]
3	9	2	[(28375,30000),(27939,160),(26936,1200),(26934,500)]	60000	0	[(25829,60000),(28375,30000),(27939,160),(26936,1200),(26934,500)]	[(25829,160000),(28375,80000),(27939,400),(28253,2),(26936,3400),(26934,1500)]
3	10	2	[(28375,40000),(27939,200),(26936,1600),(26934,600)]	80000	0	[(25829,80000),(28375,40000),(27939,200),(26936,1600),(26934,600)]	[(25829,200000),(28375,100000),(27939,500),(28253,2),(26936,4400),(26934,1600)]
3	11	2	[(28375,40000),(27939,200),(26936,1800),(26934,700)]	80000	0	[(25829,80000),(28375,40000),(27939,200),(26936,1800),(26934,700)]	[(25829,240000),(28375,120000),(27939,600),(28254,2),(26936,5200),(26934,2100)]
3	12	2	[(28375,50000),(27939,250),(28254,1),(26936,2100),(26934,1050)]	100000	0	[(25829,100000),(28375,50000),(27939,250),(28254,1),(26936,2100),(26934,1050)]	[(25829,300000),(28375,150000),(27939,750),(28254,3),(26936,6300),(26934,2850)]
3	13	2	[(28375,60000),(27939,300),(28254,1),(26936,2600),(26934,1150)]	120000	0	[(25829,120000),(28375,60000),(27939,300),(28254,1),(26936,2600),(26934,1150)]	[(25829,360000),(28375,180000),(27939,900),(28254,4),(26936,7400),(26934,3150)]
3	14	2	[(28375,80000),(27939,350),(28254,1),(26936,3000),(26934,1250)]	160000	0	[(25829,160000),(28375,80000),(27939,350),(28254,1),(26936,3000),(26934,1250)]	[(25829,400000),(28375,200000),(27939,1000),(28254,5),(26936,8000),(26934,3650)]
3	15	2	[(28375,180000),(27939,1000),(28254,2),(26936,7000),(26934,4000)]	360000	0	[(25829,360000),(28375,180000),(27939,1000),(28254,2),(26936,7000),(26934,4000)]	[(25829,1000000),(28375,500000),(27939,2500),(28254,8),(26936,21000),(26934,10000)]
3	1	3	[(28375,150)]	300	0	[(25829,300),(28375,150)]	[(25829,700),(28375,350),(27939,3),(26677,8),(26934,8)]
3	2	3	[(28375,300)]	600	0	[(25829,600),(28375,300)]	[(25829,1600),(28375,800),(27939,5),(26677,20),(26934,20)]
3	3	3	[(28375,600)]	1200	0	[(25829,1200),(28375,600)]	[(25829,3600),(28375,1800),(27939,10),(26677,45),(26934,45)]
3	4	3	[(28375,1800),(26677,40),(26934,40)]	3600	0	[(25829,3600),(28375,1800),(26677,40),(26934,40)]	[(25829,10000),(28375,5000),(27939,25),(26677,125),(26934,125)]
3	5	3	[(28375,3000),(26677,40),(26934,40)]	6000	0	[(25829,6000),(28375,3000),(26677,40),(26934,40)]	[(25829,16000),(28375,8000),(27939,40),(27492,1),(26677,125),(26934,125)]
3	6	3	[(28375,4000),(26677,70),(26934,70)]	8000	0	[(25829,8000),(28375,4000),(26677,70),(26934,70)]	[(25829,20000),(28375,10000),(27939,50),(27492,1),(26677,170),(26934,170)]
3	7	3	[(28375,10000),(27939,50),(26677,270),(26934,270)]	20000	0	[(25829,20000),(28375,10000),(27939,50),(26677,270),(26934,270)]	[(25829,60000),(28375,30000),(27939,150),(27492,1),(26677,670),(26934,670)]
3	8	3	[(28375,18000),(27939,100),(26677,490),(26934,490)]	36000	0	[(25829,36000),(28375,18000),(27939,100),(26677,490),(26934,490)]	[(25829,100000),(28375,50000),(27939,250),(27492,2),(26677,1090),(26934,1090)]
3	9	3	[(28375,30000),(27939,160),(26677,500),(26934,500)]	60000	0	[(25829,60000),(28375,30000),(27939,160),(26677,500),(26934,500)]	[(25829,160000),(28375,80000),(27939,400),(27492,2),(26677,1500),(26934,1500)]
3	10	3	[(28375,40000),(27939,200),(26677,600),(26934,600)]	80000	0	[(25829,80000),(28375,40000),(27939,200),(26677,600),(26934,600)]	[(25829,200000),(28375,100000),(27939,500),(27493,2),(26677,1600),(26934,1600)]
3	11	3	[(28375,40000),(27939,200),(26677,700),(26934,700)]	80000	0	[(25829,80000),(28375,40000),(27939,200),(26677,700),(26934,700)]	[(25829,240000),(28375,120000),(27939,600),(27493,2),(26677,2100),(26934,2100)]
3	12	3	[(28375,50000),(27939,250),(26677,1050),(26934,1050)]	100000	0	[(25829,100000),(28375,50000),(27939,250),(26677,1050),(26934,1050)]	[(25829,300000),(28375,150000),(27939,750),(27493,2),(26677,2850),(26934,2850)]
3	13	3	[(28375,60000),(27939,300),(27493,1),(26677,1150),(26934,1150)]	120000	0	[(25829,120000),(28375,60000),(27939,300),(27493,1),(26677,1150),(26934,1150)]	[(25829,360000),(28375,180000),(27939,900),(27493,3),(26677,3150),(26934,3150)]
3	14	3	[(28375,80000),(27939,350),(27493,1),(26677,1250),(26934,1250)]	160000	0	[(25829,160000),(28375,80000),(27939,350),(27493,1),(26677,1250),(26934,1250)]	[(25829,400000),(28375,200000),(27939,1000),(27493,4),(26677,3650),(26934,3650)]
3	15	3	[(28375,180000),(27939,1000),(27493,1),(26677,4000),(26934,4000)]	360000	0	[(25829,360000),(28375,180000),(27939,1000),(27493,1),(26677,4000),(26934,4000)]	[(25829,1000000),(28375,500000),(27939,2500),(27493,5),(26677,10000),(26934,10000)]
3	1	4	[(28375,150)]	300	0	[(25829,300),(28375,150)]	[(25829,700),(28375,350),(27939,3),(27042,5),(27570,15)]
3	2	4	[(28375,300)]	600	0	[(25829,600),(28375,300)]	[(25829,1600),(28375,800),(27939,5),(27042,12),(27570,40)]
3	3	4	[(28375,600)]	1200	0	[(25829,1200),(28375,600)]	[(25829,3600),(28375,1800),(27939,10),(27042,30),(27570,90)]
3	4	4	[(28375,1800),(27042,30),(27570,80)]	3600	0	[(25829,3600),(28375,1800),(27042,30),(27570,80)]	[(25829,10000),(28375,5000),(27939,25),(27042,80),(27570,240)]
3	5	4	[(28375,3000),(27042,30),(27570,80)]	6000	0	[(25829,6000),(28375,3000),(27042,30),(27570,80)]	[(25829,16000),(28375,8000),(27939,40),(27492,1),(27042,80),(27570,240)]
3	6	4	[(28375,4000),(27042,40),(27570,140)]	8000	0	[(25829,8000),(28375,4000),(27042,40),(27570,140)]	[(25829,20000),(28375,10000),(27939,50),(27492,1),(27042,110),(27570,340)]
3	7	4	[(28375,10000),(27939,50),(27042,150),(27570,540)]	20000	0	[(25829,20000),(28375,10000),(27939,50),(27042,150),(27570,540)]	[(25829,60000),(28375,30000),(27939,150),(27492,1),(27042,440),(27570,1340)]
3	8	4	[(28375,18000),(27939,100),(27042,245),(27570,780)]	36000	0	[(25829,36000),(28375,18000),(27939,100),(27042,245),(27570,780)]	[(25829,100000),(28375,50000),(27939,250),(27492,2),(27042,725),(27570,2180)]
3	9	4	[(28375,30000),(27939,160),(27042,350),(27570,1000)]	60000	0	[(25829,60000),(28375,30000),(27939,160),(27042,350),(27570,1000)]	[(25829,160000),(28375,80000),(27939,400),(27492,2),(27042,950),(27570,3000)]
3	10	4	[(28375,40000),(27939,200),(27042,350),(27570,1200)]	80000	0	[(25829,80000),(28375,40000),(27939,200),(27042,350),(27570,1200)]	[(25829,200000),(28375,100000),(27939,500),(27493,2),(27042,1050),(27570,3200)]
3	11	4	[(28375,40000),(27939,200),(27042,500),(27570,1400)]	80000	0	[(25829,80000),(28375,40000),(27939,200),(27042,500),(27570,1400)]	[(25829,240000),(28375,120000),(27939,600),(27493,2),(27042,1400),(27570,4200)]
3	12	4	[(28375,50000),(27939,250),(27042,700),(27570,1900)]	100000	0	[(25829,100000),(28375,50000),(27939,250),(27042,700),(27570,1900)]	[(25829,300000),(28375,150000),(27939,750),(27493,2),(27042,1900),(27570,5700)]
3	13	4	[(28375,60000),(27939,300),(27493,1),(27042,700),(27570,2100)]	120000	0	[(25829,120000),(28375,60000),(27939,300),(27493,1),(27042,700),(27570,2100)]	[(25829,360000),(28375,180000),(27939,900),(27493,3),(27042,2100),(27570,6300)]
3	14	4	[(28375,80000),(27939,350),(27493,1),(27042,700),(27570,2200)]	160000	0	[(25829,160000),(28375,80000),(27939,350),(27493,1),(27042,700),(27570,2200)]	[(25829,400000),(28375,200000),(27939,1000),(27493,4),(27042,2100),(27570,6400)]
3	15	4	[(28375,180000),(27939,1000),(27493,1),(27042,2400),(27570,8000)]	360000	0	[(25829,360000),(28375,180000),(27939,1000),(27493,1),(27042,2400),(27570,8000)]	[(25829,1000000),(28375,500000),(27939,2500),(27493,5),(27042,6800),(27570,20000)]
