mallType	tradeId	goodsId	goodsName	sortPriority	goodsType	sellType	needLevel	hideLevel	needVIP	needDay	startTime	endTime	isShow	dayLimitCnt	limitCnt	baseRMB	discountRMB	discountForever	discountCardCoding	VipLevelDiscount	activeTypeShow	viewItems	CanGiving	QRMB
DJDL2	1320	28313	50级等级大礼（二）	11	1	1	50	51	0	0			0	0	3	220	100	1	0	0		[(0,26042,1),(0,25682,40),(0,25828,300000)]	0	0
DJDL2	1321	28314	50级等级大礼（三）	12	1	1	50	51	0	0			0	0	1	400	188	1	0	0		[(2,22,1),(2,2,1),(0,25828,400000)]	0	0
DJDL2	1322	28315	54级等级大礼（一）	13	1	1	54	54	0	0			0	0	10	130	60	1	0	0		[(0,25829,100),(0,26450,1),(0,25682,20)]	0	0
DJDL2	1323	28316	54级等级大礼（二）	14	1	1	54	54	0	0			0	0	3	220	100	1	0	0		[(0,26042,1),(0,25682,40),(0,25828,300000)]	0	0
DJDL2	1324	28317	54级等级大礼（三）	15	1	1	54	54	0	0			0	0	1	400	188	1	0	0		[(2,23,1),(2,2,1),(0,25828,400000)]	0	0
DJDL2	1325	28318	57级等级大礼（一）	16	1	1	57	57	0	0			0	0	10	130	60	1	0	0		[(0,25829,100),(0,26450,1),(0,25682,20)]	0	0
DJDL2	1326	28319	57级等级大礼（二）	17	1	1	57	57	0	0			0	0	3	220	100	1	0	0		[(0,26042,1),(0,25682,40),(0,25828,300000)]	0	0
DJDL2	1327	28320	57级等级大礼（三）	18	1	1	57	57	0	0			0	0	1	400	188	1	0	0		[(2,21,1),(2,2,1),(0,25828,400000)]	0	0
DJDL2	1328	28321	60级等级大礼（一）	19	1	1	60	61	0	0			0	0	20	135	60	1	0	0		[(0,28351,1),(0,26267,1),(0,25683,30)]	0	0
DJDL2	1329	28322	60级等级大礼（二）	20	1	1	60	61	0	0			0	0	3	630	400	1	0	0		[(0,26933,25),(0,26450,5),(0,25683,60)]	0	0
DJDL2	1330	28323	60级等级大礼（三）	21	1	1	60	61	0	0			0	0	3	1398	1000	1	0	0		[(0,28352,1),(0,27623,1),(0,25683,300)]	0	0
DJDL2	1331	28324	63级等级大礼（一）	22	1	1	63	63	0	0			0	0	10	60	10	1	0	0		[(0,25667,25),(0,25662,25),(0,25683,30)]	0	0
DJDL2	1332	28325	63级等级大礼（二）	23	1	1	63	63	0	0			0	0	10	80	20	1	0	0		[(0,25672,25),(0,25662,25),(0,25683,60)]	0	0
DJDL2	1333	28326	63级等级大礼（三）	24	1	1	63	63	0	0			0	0	1	400	100	1	0	0		[(0,25672,125),(0,25667,125),(0,25683,300)]	0	0
DJDL2	1334	28327	65级等级大礼（一）	25	1	1	65	65	0	0			0	0	20	140	88	1	0	0		[(0,25837,10),(0,26450,1),(0,26933,1)]	0	0
DJDL2	1335	28328	65级等级大礼（二）	26	1	1	65	65	0	0			0	0	1	500	258	1	0	0		[(2,26,1),(2,2,1),(0,26934,5)]	0	0
DJDL2	1336	28329	65级等级大礼（三）	27	1	1	65	65	0	0			0	0	1	1788	1200	1	0	0		[(0,37011,1),(0,25837,50),(0,26934,20)]	0	0
DJDL2	1337	28330	70级等级大礼（一）	28	1	1	70	70	0	0			0	0	10	145	88	1	0	0		[(0,26144,10),(0,26450,1),(0,26925,1)]	0	0
DJDL2	1338	28331	70级等级大礼（二）	29	1	1	70	70	0	0			0	0	1	650	258	1	0	0		[(2,27,1),(2,2,1),(0,26924,10)]	0	0
DJDL2	1339	28332	70级等级大礼（三）	30	1	1	70	70	0	0			0	0	1	2120	1000	1	0	0		[(0,28354,1),(0,26144,100),(0,26446,20),(0,26449,10)]	0	0
DJDL2	1340	28333	75级等级大礼（一）	31	1	1	75	75	0	0			0	0	20	145	88	1	0	0		[(0,27167,1),(0,26450,1),(0,26484,1)]	0	0
DJDL2	1341	28334	75级等级大礼（二）	32	1	1	75	75	0	0			0	0	1	550	288	1	0	0		[(2,29,1),(2,2,1),(0,26485,3)]	0	0
DJDL2	1342	28335	75级等级大礼（三）	33	1	1	75	75	0	0			0	0	3	2000	1360	1	0	0		[(0,28353,1),(0,26221,100),(0,27709,1)]	0	0
DJDL2	1343	28336	80级等级大礼（一）	34	1	1	80	80	0	0			0	0	20	160	72	1	0	0		[(0,28035,1),(0,26450,1),(0,25684,40)]	0	0
DJDL2	1344	28337	80级等级大礼（二）	35	1	1	80	80	0	0			0	0	5	640	428	1	0	0		[(0,27167,5),(0,26450,5),(0,25684,80)]	0	0
DJDL2	1345	28338	80级等级大礼（三）	36	1	1	80	80	0	0			0	0	1	4000	1800	1	0	0		[(0,27880,1),(0,26450,10),(0,25684,400)]	0	0
DJDL2	1346	28339	83级等级大礼（一）	37	1	1	83	83	0	0			0	0	10	80	10	1	0	0		[(0,25663,30),(0,25668,30),(0,25684,40)]	0	0
DJDL2	1347	28340	83级等级大礼（二）	38	1	1	83	83	0	0			0	0	10	100	20	1	0	0		[(0,25663,30),(0,25673,30),(0,25684,80)]	0	0
DJDL2	1348	28341	83级等级大礼（三）	39	1	1	83	83	0	0			0	0	1	500	100	1	0	0		[(0,25668,150),(0,25673,150),(0,25684,400)]	0	0
DJDL2	1349	28342	85级等级大礼（一）	40	1	1	85	85	0	0			0	0	20	160	72	1	0	0		[(0,28035,1),(0,26450,1),(0,25684,40)]	0	0
DJDL2	1350	28343	85级等级大礼（二）	41	1	1	85	85	0	0			0	0	5	390	200	1	0	0		[(0,26298,5),(0,26302,10),(0,25684,80)]	0	0
DJDL2	1351	28344	85级等级大礼（三）	42	1	1	85	85	0	0			0	0	3	698	300	1	0	0		[(0,26676,1),(0,26677,10),(0,25684,400)]	0	0
DJDL2	1352	28345	90级等级大礼（一）	43	1	1	90	91	0	0			0	0	20	170	72	1	0	0		[(0,28035,1),(0,27041,1),(0,25684,40)]	0	0
DJDL2	1353	28346	90级等级大礼（二）	44	1	1	90	91	0	0			0	0	5	430	240	1	0	0		[(0,28030,1),(0,27042,5),(0,25684,80)]	0	0
DJDL2	1354	28347	90级等级大礼（三）	45	1	1	90	91	0	0			0	0	1	2160	1200	1	0	0		[(0,28032,1),(0,26298,20),(0,25684,400)]	0	0
DJDL2	1355	28348	100级等级大礼（一）	46	1	1	100	100	0	0			0	0	10	145	72	1	0	0		[(0,27587,10),(0,26450,1),(0,25685,50)]	0	0
DJDL2	1356	28349	100级等级大礼（二）	47	1	1	100	100	0	0			0	0	3	350	188	1	0	0		[(0,27587,20),(0,27669,10),(0,25685,100)]	0	0
DJDL2	1357	28350	100级等级大礼（三）	48	1	1	100	100	0	0			0	0	1	1750	1088	1	0	0		[(0,27587,50),(0,28234,20),(0,25685,500)]	0	0
