rewardId	needLevel	dayGettimes	mountEvolve	mountGrade	needFillRMB_D	needConsumeRMB	needItem	needPetStarNum	needPetGrade	wingLevel	dragonGrade	washCnt	zhanHunStar	StationSoulLevel	HallowsCnt	desc	StarGirlStar	rewardItems	rewardItemShow	money	bindRMB	rewardTarot	TempBless	activityScore
164	0	2	0	0	1500	0		0	0	0	0	0	0	0	0		0	[(26450,3),(28678,3)]	[(25829,100,0),(26450,3,0),(28678,3,0)]	0	100	0		0
165	0	1	0	0	2000	0		0	0	0	0	0	0	0	0		0	[(26450,3),(28678,3),(28466,4)]	[(25829,100,0),(26450,3,0),(28678,3,0),(28466,4,1)]	0	100	0		0
166	0	2	0	0	3000	0		0	0	0	0	0	0	0	0		0	[(26450,6),(28678,6)]	[(25829,200,0),(26450,6,0),(28678,6,0)]	0	200	0		0
167	0	2	0	0	4000	0		0	0	0	0	0	0	0	0		0	[(26450,10),(28678,10)]	[(25829,300,0),(26450,10,0),(28678,10,0)]	0	300	0		0
168	0	2	0	0	5000	0		0	0	0	0	0	0	0	0		0	[(26450,10),(28678,10),(28466,8)]	[(25829,300,0),(26450,10,0),(28678,10,0),(28466,8,1)]	0	300	0		0
169	0	1	0	0	0	0	(28466,10)	0	0	0	0	0	0	0	0	一星豪礼	0	[(28466,11),(25837,80)]	[(28466,11,1),(25837,80,1)]	0	0	0		0
170	0	1	0	0	0	0	(28466,18)	0	0	0	0	0	0	0	0	二星豪礼	0	[(28466,19),(25837,100)]	[(28466,19,1),(25837,100,1)]	0	0	0		0
171	0	1	0	0	0	0	(28466,28)	0	0	0	0	0	0	0	0	三星豪礼	0	[(25837,120),(27167,12)]	[(25837,120,1),(27167,12,1)]	0	0	0		0
172	0	1	0	0	100	0		0	0	0	0	0	0	0	0		0	[(26450,1),(28715,1)]	[(25829,30,0),(26450,1,0),(28715,1,0)]	0	30	0		0
173	0	1	0	0	300	0		0	0	0	0	0	0	0	0		0	[(26450,1),(28715,1)]	[(25829,50,0),(26450,1,0),(28715,1,0)]	0	50	0		0
174	0	3	0	0	500	0		0	0	0	0	0	0	0	0		0	[(26450,1),(28715,1),(28464,2)]	[(25829,50,0),(26450,1,0),(28715,1,0),(28464,2,1)]	0	50	0		0
175	0	2	0	0	1000	0		0	0	0	0	0	0	0	0		0	[(26450,2),(28715,3)]	[(25829,100,0),(26450,2,0),(28715,3,0)]	0	100	0		0
176	0	2	0	0	1500	0		0	0	0	0	0	0	0	0		0	[(26450,2),(28715,3)]	[(25829,100,0),(26450,2,0),(28715,3,0)]	0	100	0		0
177	0	2	0	0	2000	0		0	0	0	0	0	0	0	0		0	[(26450,2),(28715,3),(28464,4)]	[(25829,100,0),(26450,2,0),(28715,3,0),(28464,4,1)]	0	100	0		0
178	0	2	0	0	3000	0		0	0	0	0	0	0	0	0		0	[(26450,5),(28715,5)]	[(25829,200,0),(26450,5,0),(28715,5,0)]	0	200	0		0
179	0	1	0	0	0	0	(28464,10)	0	0	0	0	0	0	0	0	一星豪礼	0	[(28464,11),(26934,50)]	[(28464,11,1),(26934,50,1)]	0	0	0		0
180	0	1	0	0	0	0	(28464,21)	0	0	0	0	0	0	0	0	二星豪礼	0	[(28464,22),(26934,60)]	[(28464,22,1),(26934,60,1)]	0	0	0		0
181	0	1	0	0	0	0	(28464,28)	0	0	0	0	0	0	0	0	三星豪礼	0	[(26934,60),(26936,150)]	[(26934,60,1),(26936,150,1)]	0	0	0		0
182	0	1	0	0	0	0		0	0	0	1	0	0	0	0	当前拥有神龙最低品质为<font color='#00FF00'>普通</font>	0	[(28502,3)]	[(28502,3)]	0	0	0		0
183	0	1	0	0	0	0		0	0	0	2	0	0	0	0	当前拥有神龙最低品质为<font color='#00FF00'>优秀</font>	0	[(28504,5)]	[(28504,5)]	0	0	0		0
184	0	1	0	0	0	0		0	0	0	3	0	0	0	0	当前拥有神龙最低品质为<font color='#00FF00'>极品</font>	0	[(28506,10)]	[(28506,10)]	0	0	0		0
185	0	1	0	0	0	0		0	0	0	4	0	0	0	0	当前拥有神龙最低品质为<font color='#00FF00'>传说</font>	0	[(28508,15)]	[(28508,15)]	0	0	0		0
186	0	2	0	0	100	0		0	0	0	0	0	0	0	0		0	[(26450,1),(28717,1)]	[(26450,1,0),(28717,1,0)]	0	0	0		0
187	0	1	0	0	300	0		0	0	0	0	0	0	0	0		0	[(26450,1),(28717,1)]	[(26450,1,0),(28717,1,0)]	0	0	0		0
188	0	3	0	0	500	0		0	0	0	0	0	0	0	0		0	[(26450,2),(28717,2),(28496,2)]	[(26450,2,0),(28717,2,0),(28496,2,1)]	0	0	0		0
189	0	2	0	0	1000	0		0	0	0	0	0	0	0	0		0	[(26450,3),(28717,3)]	[(26450,3,0),(28717,3,0)]	0	0	0		0
190	0	2	0	0	1500	0		0	0	0	0	0	0	0	0		0	[(26450,3),(28717,3)]	[(26450,3,0),(28717,3,0)]	0	0	0		0
191	0	1	0	0	2000	0		0	0	0	0	0	0	0	0		0	[(26450,3),(28717,3),(28496,4)]	[(26450,3,0),(28717,3,0),(28496,4,1)]	0	0	0		0
192	0	2	0	0	3000	0		0	0	0	0	0	0	0	0		0	[(26450,6),(28717,6)]	[(26450,6,0),(28717,6,0)]	0	0	0		0
193	0	2	0	0	4000	0		0	0	0	0	0	0	0	0		0	[(26450,10),(28717,10)]	[(26450,10,0),(28717,10,0)]	0	0	0		0
194	0	2	0	0	5000	0		0	0	0	0	0	0	0	0		0	[(26450,10),(28717,10),(28496,8)]	[(26450,10,0),(28717,10,0),(28496,8,1)]	0	0	0		0
195	0	1	0	0	0	0	(28496,10)	0	0	0	0	0	0	0	0	一星豪礼	0	[(28496,11),(26924,20),(26925,20)]	[(28496,11,1),(26924,20,1),(26925,20,1)]	0	0	0		0
196	0	1	0	0	0	0	(28496,18)	0	0	0	0	0	0	0	0	二星豪礼	0	[(28496,19),(26924,25),(26925,25)]	[(28496,19,1),(26924,25,1),(26925,25,1)]	0	0	0		0
197	0	1	0	0	0	0	(28496,28)	0	0	0	0	0	0	0	0	三星豪礼	0	[(26924,40),(26925,40),(27171,10)]	[(26924,40,1),(26925,40,1),(27171,10,1)]	0	0	0		0
198	0	2	0	0	4000	0		0	0	0	0	0	0	0	0		0	[(26450,5),(28711,1)]	[(25829,200,0),(26450,5,0),(28711,1,0)]	0	200	0		0
199	0	2	0	0	5000	0		0	0	0	0	0	0	0	0		0	[(26450,5),(28711,1),(28500,6)]	[(25829,200,0),(26450,5,0),(28711,1,0),(28500,6,1)]	0	200	0		0
200	0	2	0	0	4000	0		0	0	0	0	0	0	0	0		0	[(26450,10),(28713,10)]	[(25829,300,0),(26450,10,0),(28713,10,0)]	0	300	0		0
201	0	2	0	0	5000	0		0	0	0	0	0	0	0	0		0	[(26450,10),(28713,10),(28470,6)]	[(25829,300,0),(26450,10,0),(28713,10,0),(28470,6,1)]	0	300	0		0
202	0	2	0	0	4000	0		0	0	0	0	0	0	0	0		0	[(26450,6),(28715,10)]	[(25829,300,0),(26450,6,0),(28715,10,0)]	0	300	0		0
203	0	2	0	0	5000	0		0	0	0	0	0	0	0	0		0	[(26450,6),(28715,10),(28464,6)]	[(25829,300,0),(26450,6,0),(28715,10,0),(28464,6,1)]	0	300	0		0
204	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	装备洗练石免费领！	0	[(28594,10)]	[(28594,10)]	0	0	0		0
205	100	1	0	0	0	0	0	0	0	0	0	50	0	0	0	装备洗练<font color='#00FF00'>50</font>次<br><font color='#FFFFFF'>已洗练:X次</font>	0	[(28594,20)]	[(28594,20)]	0	0	0		0
206	100	1	0	0	0	0	0	0	0	0	0	100	0	0	0	装备洗练<font color='#00FF00'>100</font>次<br><font color='#FFFFFF'>已洗练:X次</font>	0	[(28594,20)]	[(28594,20)]	0	0	0		0
207	100	1	0	0	0	0	0	0	0	0	0	200	0	0	0	装备洗练<font color='#00FF00'>200</font>次<br><font color='#FFFFFF'>已洗练:X次</font>	0	[(28594,50)]	[(28594,50)]	0	0	0		0
208	100	1	0	0	0	0	0	0	0	0	0	400	0	0	0	装备洗练<font color='#00FF00'>400</font>次<br><font color='#FFFFFF'>已洗练:X次</font>	0	[(28594,100)]	[(28594,100)]	0	0	0		0
209	100	1	0	0	0	0	0	0	0	0	0	700	0	0	0	装备洗练<font color='#00FF00'>700</font>次<br><font color='#FFFFFF'>已洗练:X次</font>	0	[(28594,150)]	[(28594,150)]	0	0	0		0
210	100	1	0	0	0	0	0	0	0	0	0	1000	0	0	0	装备洗练<font color='#00FF00'>1000</font>次<br><font color='#FFFFFF'>已洗练:X次</font>	0	[(28594,150)]	[(28594,150)]	0	0	0		0
211	100	1	0	0	0	0	0	0	0	0	0	1500	0	0	0	装备洗练<font color='#00FF00'>1500</font>次<br><font color='#FFFFFF'>已洗练:X次</font>	0	[(28594,250)]	[(28594,250)]	0	0	0		0
212	100	1	0	0	0	0	0	0	0	0	0	2000	0	0	0	装备洗练<font color='#00FF00'>2000</font>次<br><font color='#FFFFFF'>已洗练:X次</font>	0	[(28594,500)]	[(28594,500)]	0	0	0		0
213	100	1	0	0	0	0	0	0	0	0	0	3000	0	0	0	装备洗练<font color='#00FF00'>3000</font>次<br><font color='#FFFFFF'>已洗练:X次</font>	0	[(28587,1)]	[(28587,1)]	0	0	0		0
214	0	2	0	0	100	0		0	0	0	0	0	0	0	0		0	[(26450,1),(28605,1)]	[(25829,30,0),(26450,1,0),(28605,1,0)]	0	30	0		0
215	0	1	0	0	300	0		0	0	0	0	0	0	0	0		0	[(26450,1),(28605,1)]	[(25829,30,0),(26450,1,0),(28605,1,0)]	0	30	0		0
216	0	3	0	0	500	0		0	0	0	0	0	0	0	0		0	[(26450,2),(28605,2),(28498,2)]	[(25829,50,0),(26450,2,0),(28605,2,0),(28498,2,1)]	0	50	0		0
217	0	2	0	0	1000	0		0	0	0	0	0	0	0	0		0	[(26450,3),(28605,3)]	[(25829,100,0),(26450,3,0),(28605,3,0)]	0	100	0		0
218	0	2	0	0	1500	0		0	0	0	0	0	0	0	0		0	[(26450,3),(28605,3)]	[(25829,100,0),(26450,3,0),(28605,3,0)]	0	100	0		0
219	0	1	0	0	2000	0		0	0	0	0	0	0	0	0		0	[(26450,3),(28605,3),(28498,4)]	[(25829,100,0),(26450,3,0),(28605,3,0),(28498,4,1)]	0	100	0		0
220	0	2	0	0	3000	0		0	0	0	0	0	0	0	0		0	[(26450,6),(28605,6)]	[(25829,200,0),(26450,6,0),(28605,6,0)]	0	200	0		0
221	0	2	0	0	4000	0		0	0	0	0	0	0	0	0		0	[(26450,10),(28605,10)]	[(25829,300,0),(26450,10,0),(28605,10,0)]	0	300	0		0
222	0	2	0	0	5000	0		0	0	0	0	0	0	0	0		0	[(26450,10),(28605,10),(28498,8)]	[(25829,300,0),(26450,10,0),(28605,10,0),(28498,8,1)]	0	300	0		0
223	0	1	0	0	0	0	(28498,10)	0	0	0	0	0	0	0	0	一星豪礼	0	[(28498,11),(28594,80)]	[(28498,11,1),(28594,80,1)]	0	0	0		0
224	0	1	0	0	0	0	(28498,18)	0	0	0	0	0	0	0	0	二星豪礼	0	[(28498,19),(28594,100)]	[(28498,19,1),(28594,100,1)]	0	0	0		0
225	0	1	0	0	0	0	(28498,28)	0	0	0	0	0	0	0	0	三星豪礼	0	[(28594,120),(28587,1)]	[(28594,120,1),(28587,1,1)]	0	0	0		0
226	0	1	0	0	0	120		0	0	0	0	0	0	0	0		0	[(26450,1),(28588,1)]	[(25829,30,0),(26450,1,0),(28588,1,1)]	0	30	0		0
227	0	1	0	0	0	360		0	0	0	0	0	0	0	0		0	[(26450,1),(28588,1)]	[(25829,60,0),(26450,1,0),(28588,1,1)]	0	60	0		0
228	0	3	0	0	0	600		0	0	0	0	0	0	0	0		0	[(26450,1),(28588,1),(28613,2)]	[(25829,60,0),(26450,1,0),(28588,1,1),(28613,2,1)]	0	60	0		0
229	0	2	0	0	0	1200		0	0	0	0	0	0	0	0		0	[(26450,2),(28588,2)]	[(25829,150,0),(26450,2,0),(28588,2,1)]	0	150	0		0
230	0	2	0	0	0	1800		0	0	0	0	0	0	0	0		0	[(26450,2),(28588,2)]	[(25829,150,0),(26450,2,0),(28588,2,1)]	0	150	0		0
231	0	2	0	0	0	2400		0	0	0	0	0	0	0	0		0	[(26450,2),(28588,2),(28613,2)]	[(25829,150,0),(26450,2,0),(28588,2,1),(28613,2,1)]	0	150	0		0
232	0	2	0	0	0	3600		0	0	0	0	0	0	0	0		0	[(26450,4),(28588,4),(28613,2)]	[(25829,300,0),(26450,4,0),(28588,4,1),(28613,2,1)]	0	300	0		0
233	0	2	0	0	0	4800		0	0	0	0	0	0	0	0		0	[(26450,6),(28588,5)]	[(25829,450,0),(26450,6,0),(28588,5,1)]	0	450	0		0
234	0	2	0	0	0	6000		0	0	0	0	0	0	0	0		0	[(26450,8),(28588,6),(28613,6)]	[(25829,600,0),(26450,8,0),(28588,6,1),(28613,6,1)]	0	600	0		0
235	0	1	0	0	0	0	(28613,10)	0	0	0	0	0	0	0	0	一星豪礼	0	[(28613,11),(28565,30)]	[(28613,11,1),(28565,30,1)]	0	0	0		0
236	0	1	0	0	0	0	(28613,19)	0	0	0	0	0	0	0	0	二星豪礼	0	[(28613,20),(28588,5),(28565,40)]	[(28613,20,1),(28588,5,1),(28565,40,1)]	0	0	0		0
237	0	1	0	0	0	0	(28613,28)	0	0	0	0	0	0	0	0	三星豪礼	0	[(28588,15),(28565,50),(28566,20)]	[(28588,15,1),(28565,50,1),(28566,20,1)]	0	0	0		0
238	0	1	0	0	0	120		0	0	0	0	0	0	0	0		0	[(26450,1),(28617,1)]	[(25829,30,0),(26450,1,0),(28617,1,1)]	0	30	0		0
239	0	1	0	0	0	360		0	0	0	0	0	0	0	0		0	[(26450,1),(28617,1)]	[(25829,60,0),(26450,1,0),(28617,1,1)]	0	60	0		0
240	0	3	0	0	0	600		0	0	0	0	0	0	0	0		0	[(26450,1),(28617,1),(28615,2)]	[(25829,60,0),(26450,1,0),(28617,1,1),(28615,2,1)]	0	60	0		0
241	0	2	0	0	0	1200		0	0	0	0	0	0	0	0		0	[(26450,2),(28617,2)]	[(25829,150,0),(26450,2,0),(28617,2,1)]	0	150	0		0
242	0	2	0	0	0	1800		0	0	0	0	0	0	0	0		0	[(26450,2),(28617,2)]	[(25829,150,0),(26450,2,0),(28617,2,1)]	0	150	0		0
243	0	2	0	0	0	2400		0	0	0	0	0	0	0	0		0	[(26450,2),(28617,2),(28615,2)]	[(25829,150,0),(26450,2,0),(28617,2,1),(28615,2,1)]	0	150	0		0
244	0	2	0	0	0	3600		0	0	0	0	0	0	0	0		0	[(26450,4),(28617,4),(28615,2)]	[(25829,300,0),(26450,4,0),(28617,4,1),(28615,2,1)]	0	300	0		0
245	0	2	0	0	0	4800		0	0	0	0	0	0	0	0		0	[(26450,6),(28617,5)]	[(25829,450,0),(26450,6,0),(28617,5,1)]	0	450	0		0
246	0	2	0	0	0	6000		0	0	0	0	0	0	0	0		0	[(26450,8),(28617,6),(28615,6)]	[(25829,600,0),(26450,8,0),(28617,6,1),(28615,6,1)]	0	600	0		0
247	0	1	0	0	0	0	(28615,10)	0	0	0	0	0	0	0	0	一星豪礼	0	[(28615,11),(28573,30)]	[(28615,11,1),(28573,30,1)]	0	0	0		0
248	0	1	0	0	0	0	(28615,19)	0	0	0	0	0	0	0	0	二星豪礼	0	[(28615,20),(28617,5),(28573,40)]	[(28615,20,1),(28617,5,1),(28573,40,1)]	0	0	0		0
249	0	1	0	0	0	0	(28615,28)	0	0	0	0	0	0	0	0	三星豪礼	0	[(28617,15),(28573,50),(28574,20)]	[(28617,15,1),(28573,50,1),(28574,20,1)]	0	0	0		0
250	0	1	0	0	0	0		0	0	0	0	0	22	0	0	当前战魂等级达到<font color='#00FF00'>2级0星</font>可领取	0	[(28565,30),(28566,20)]	[(28565,30),(28566,20)]	0	0	0		0
251	0	1	0	0	0	0		0	0	0	0	0	33	0	0	当前战魂等级达到<font color='#00FF00'>3级0星</font>可领取	0	[(28565,30),(28566,20)]	[(28565,30),(28566,20)]	0	0	0		0
252	0	1	0	0	0	0		0	0	0	0	0	0	22	0	当前阵灵等级达到<font color='#00FF00'>2级0星</font>可领取	0	[(28573,30),(28574,20)]	[(28573,30),(28574,20)]	0	0	0		0
253	0	1	0	0	0	0		0	0	0	0	0	0	33	0	当前阵灵等级达到<font color='#00FF00'>3级0星</font>可领取	0	[(28573,30),(28574,20)]	[(28573,30),(28574,20)]	0	0	0		0
254	0	1	0	0	0	0		0	0	0	0	0	44	0	0	当前战魂等级达到<font color='#00FF00'>4级0星</font>可领取	0	[(28565,60),(28566,20)]	[(28565,60),(28566,20)]	0	0	0		0
255	0	1	0	0	0	0		0	0	0	0	0	55	0	0	当前战魂等级达到<font color='#00FF00'>5级0星</font>可领取	0	[(28565,100),(28566,20)]	[(28565,100),(28566,20)]	0	0	0		0
256	0	1	0	0	0	0		0	0	0	0	0	0	44	0	当前阵灵等级达到<font color='#00FF00'>4级0星</font>可领取	0	[(28573,60),(28574,20)]	[(28573,60),(28574,20)]	0	0	0		0
257	0	1	0	0	0	0		0	0	0	0	0	0	55	0	当前阵灵等级达到<font color='#00FF00'>5级0星</font>可领取	0	[(28573,100),(28574,20)]	[(28573,100),(28574,20)]	0	0	0		0
258	0	1	0	0	0	0		0	0	0	0	0	66	0	0	当前战魂等级达到<font color='#00FF00'>6级0星</font>可领取	0	[(28565,120),(28566,20)]	[(28565,120),(28566,20)]	0	0	0		0
259	0	1	0	0	0	0		0	0	0	0	0	0	66	0	当前阵灵等级达到<font color='#00FF00'>6级0星</font>可领取	0	[(28573,120),(28574,20)]	[(28573,120),(28574,20)]	0	0	0		0
260	0	1	0	0	0	0		0	0	0	0	0	77	0	0	当前战魂等级达到<font color='#00FF00'>7级0星</font>可领取	0	[(28565,150),(28566,30)]	[(28565,150),(28566,30)]	0	0	0		0
261	0	1	0	0	0	0		0	0	0	0	0	0	77	0	当前阵灵等级达到<font color='#00FF00'>7级0星</font>可领取	0	[(28573,150),(28574,30)]	[(28573,150),(28574,30)]	0	0	0		0
262	0	1	0	0	0	0		0	0	0	0	0	0	0	0	圣器洗练石免费领！	0	[(29428,10)]	[(29428,10)]	0	0	0		0
263	0	1	0	0	0	0		0	0	0	0	0	0	0	20	圣器洗练20次	0	[(29428,10)]	[(29428,10)]	0	0	0		0
264	0	1	0	0	0	0		0	0	0	0	0	0	0	50	圣器洗练50次	0	[(29428,15)]	[(29428,15)]	0	0	0		0
265	0	1	0	0	0	0		0	0	0	0	0	0	0	100	圣器洗练100次	0	[(29428,25),(29430,10)]	[(29428,25),(29430,10)]	0	0	0		0
266	0	1	0	0	0	0		0	0	0	0	0	0	0	200	圣器洗练200次	0	[(29428,50),(29430,25)]	[(29428,50),(29430,25)]	0	0	0		0
267	0	1	0	0	0	0		0	0	0	0	0	0	0	300	圣器洗练300次	0	[(29428,50),(29430,25)]	[(29428,50),(29430,25)]	0	0	0		0
268	0	1	0	0	0	0		0	0	0	0	0	0	0	400	圣器洗练400次	0	[(29428,50),(29430,25)]	[(29428,50),(29430,25)]	0	0	0		0
269	0	1	0	0	0	0		0	0	0	0	0	0	0	500	圣器洗练500次	0	[(29428,50),(29430,25)]	[(29428,50),(29430,25)]	0	0	0		0
270	0	1	0	0	0	0	(29439,10)	0	0	0	0	0	0	0	0	一星豪礼	0	[(29439,11),(29428,40),(26298,5)]	[(29439,11,1),(29428,40,1),(26298,5,1)]	0	0	0		0
271	0	1	0	0	0	0	(29439,18)	0	0	0	0	0	0	0	0	二星豪礼	0	[(29439,19),(29428,50),(26298,10)]	[(29439,19,1),(29428,50,1),(26298,10,1)]	0	0	0		0
272	0	1	0	0	0	0	(29439,28)	0	0	0	0	0	0	0	0	三星豪礼	0	[(29428,60),(26298,15),(27939,10)]	[(29428,60,1),(26298,15,1),(27939,10,1)]	0	0	0		0
273	0	2	0	0	100	0		0	0	0	0	0	0	0	0		0	[(26450,1),(29441,1)]	[(25829,30,0),(26450,1,0),(29441,1,0)]	0	30	0		0
274	0	1	0	0	300	0		0	0	0	0	0	0	0	0		0	[(26450,1),(29441,1)]	[(25829,30,0),(26450,1,0),(29441,1,0)]	0	30	0		0
275	0	3	0	0	500	0		0	0	0	0	0	0	0	0		0	[(26450,2),(29441,2),(29439,2)]	[(25829,50,0),(26450,2,0),(29441,2,0),(29439,2,1)]	0	50	0		0
276	0	2	0	0	1000	0		0	0	0	0	0	0	0	0		0	[(26450,3),(29441,3)]	[(25829,100,0),(26450,3,0),(29441,3,0)]	0	100	0		0
277	0	2	0	0	1500	0		0	0	0	0	0	0	0	0		0	[(26450,3),(29441,3)]	[(25829,100,0),(26450,3,0),(29441,3,0)]	0	100	0		0
278	0	1	0	0	2000	0		0	0	0	0	0	0	0	0		0	[(26450,3),(29441,3),(29439,4)]	[(25829,100,0),(26450,3,0),(29441,3,0),(29439,4,1)]	0	100	0		0
279	0	2	0	0	3000	0		0	0	0	0	0	0	0	0		0	[(26450,6),(29441,6)]	[(25829,200,0),(26450,6,0),(29441,6,0)]	0	200	0		0
280	0	2	0	0	4000	0		0	0	0	0	0	0	0	0		0	[(26450,10),(29441,10)]	[(25829,300,0),(26450,10,0),(29441,10,0)]	0	300	0		0
281	0	2	0	0	5000	0		0	0	0	0	0	0	0	0		0	[(26450,10),(29441,10),(29439,8)]	[(25829,300,0),(26450,10,0),(29441,10,0),(29439,8,1)]	0	300	0		0
