serverType	rank	needScore	rankPreview	rankImg	rewardItems	money	bindRMB	rewardItemsPreview
2	97	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
2	98	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
2	99	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
2	100	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	1	10000	1	SDJNH_TextDYM	[(27868,300),(26344,200),(26450,100),(25807,1),(27626,1)]	0	0	[(27868,300),(26344,200),(26450,100),(25807,1),(27626,1)]
3	2	10000	2	SDJNH_TextDRM	[(27868,250),(26344,150),(26450,75),(25798,1),(27625,1)]	0	0	[(27868,250),(26344,150),(26450,75),(25798,1),(27625,1)]
3	3	10000	3	SDJNH_TextDSM	[(27868,200),(26344,120),(26450,60),(25789,1),(27624,1)]	0	0	[(27868,200),(26344,120),(26450,60),(25789,1),(27624,1)]
3	4	10000	4	SDJNH_TextD4M	[(27868,150),(26344,100),(26450,50),(25780,1),(27623,1)]	0	0	[(27868,150),(26344,100),(26450,50),(25780,1),(27623,1)]
3	5	10000	5	SDJNH_TextD5M	[(27868,120),(26344,80),(26450,40),(25780,1),(27623,1)]	0	0	[(27868,120),(26344,80),(26450,40),(25780,1),(27623,1)]
3	6	8000	6	SDJNH_Text6	[(27868,100),(26344,60),(26450,30),(25771,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25771,1)]
3	7	8000	0	0	[(27868,100),(26344,60),(26450,30),(25771,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25771,1)]
3	8	8000	0	0	[(27868,100),(26344,60),(26450,30),(25771,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25771,1)]
3	9	8000	0	0	[(27868,100),(26344,60),(26450,30),(25771,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25771,1)]
3	10	8000	0	0	[(27868,100),(26344,60),(26450,30),(25771,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25771,1)]
3	11	6000	7	SDJNH_Text11	[(27868,80),(26344,40),(26450,20),(25771,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]
3	12	6000	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]
3	13	6000	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]
3	14	6000	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]
3	15	6000	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]
3	16	6000	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]
3	17	6000	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]
3	18	6000	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]
3	19	6000	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]
3	20	6000	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25771,1)]
3	21	4000	8	SDJNH_Text21	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	22	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	23	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	24	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	25	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	26	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	27	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	28	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	29	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	30	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	31	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	32	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	33	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	34	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	35	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	36	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	37	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	38	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	39	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	40	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	41	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	42	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	43	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	44	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	45	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	46	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	47	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	48	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	49	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	50	4000	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25762,1)]
3	51	3000	9	SDJNH_Text51	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	52	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	53	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	54	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	55	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	56	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	57	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	58	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	59	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	60	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	61	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	62	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	63	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	64	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	65	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	66	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	67	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	68	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	69	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	70	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	71	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	72	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	73	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	74	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	75	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	76	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	77	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	78	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	79	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	80	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	81	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	82	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	83	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	84	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	85	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	86	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	87	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	88	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	89	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	90	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	91	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	92	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	93	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	94	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	95	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	96	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	97	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	98	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	99	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
3	100	3000	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25753,1)]
4	1	10000	1	SDJNH_TextDYM	[(27868,300),(26344,200),(26450,100),(25961,1),(27626,1)]	0	0	[(27868,300),(26344,200),(26450,100),(25961,1),(27626,1)]
4	2	10000	2	SDJNH_TextDRM	[(27868,250),(26344,150),(26450,75),(25949,1),(27625,1)]	0	0	[(27868,250),(26344,150),(26450,75),(25949,1),(27625,1)]
4	3	10000	3	SDJNH_TextDSM	[(27868,200),(26344,120),(26450,60),(25937,1),(27624,1)]	0	0	[(27868,200),(26344,120),(26450,60),(25937,1),(27624,1)]
4	4	10000	4	SDJNH_TextD4M	[(27868,150),(26344,100),(26450,50),(25925,1),(27623,1)]	0	0	[(27868,150),(26344,100),(26450,50),(25925,1),(27623,1)]
4	5	10000	5	SDJNH_TextD5M	[(27868,120),(26344,80),(26450,40),(25925,1),(27623,1)]	0	0	[(27868,120),(26344,80),(26450,40),(25925,1),(27623,1)]
4	6	8000	6	SDJNH_Text6	[(27868,100),(26344,60),(26450,30),(25913,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]
4	7	8000	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]
4	8	8000	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]
4	9	8000	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]
4	10	8000	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]	0	0	[(27868,100),(26344,60),(26450,30),(25913,1)]
4	11	6000	7	SDJNH_Text11	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
4	12	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
4	13	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
4	14	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
4	15	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
4	16	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
4	17	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
4	18	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
4	19	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
4	20	6000	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]	0	0	[(27868,80),(26344,40),(26450,20),(25913,1)]
4	21	4000	8	SDJNH_Text21	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	22	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	23	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	24	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	25	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	26	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	27	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	28	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	29	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	30	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	31	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	32	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	33	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	34	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	35	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	36	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	37	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	38	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	39	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	40	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	41	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	42	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	43	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	44	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	45	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	46	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	47	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	48	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	49	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	50	4000	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]	0	0	[(27868,60),(26344,20),(26450,15),(25901,1)]
4	51	3000	9	SDJNH_Text51	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	52	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	53	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	54	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	55	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	56	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	57	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	58	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	59	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	60	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	61	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	62	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	63	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	64	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	65	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	66	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	67	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	68	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	69	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	70	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	71	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	72	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	73	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	74	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	75	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	76	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	77	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	78	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	79	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	80	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	81	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	82	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	83	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	84	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	85	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	86	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	87	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	88	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	89	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	90	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	91	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	92	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	93	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
4	94	3000	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]	0	0	[(27868,40),(26344,10),(26450,10),(25889,1)]
