level	vipType	exp_f_exp	exp_f_items	qna_f_money	qna_f_items	df_f_exp	df_f_money	hw_f_money	hw_f_reputation	hw_f_items	jjc_f_reputation	jjc_f_items	daytask_f_exp	daytask_f_money	daytask_f_items	dl_f_exp	cfb_f_items
35	2	147000	[(25636,60)]	211980		98400	137600	750000	3400	[(25661,40)]	2000	[(25681,60)]	90000	210000	[(26105,30)]	115200	[(26344,10),(25681,20)]
36	2	147000	[(25636,60)]	223980		98400	137600	750000	3400	[(25661,40)]	2000	[(25681,60)]	90000	210000	[(26105,30)]	115200	[(26344,10),(25681,20)]
37	2	147000	[(25636,60)]	235980		98400	137600	750000	3400	[(25661,40)]	2000	[(25681,60)]	90000	210000	[(26105,30)]	115200	[(26344,10),(25681,20)]
38	2	147000	[(25636,60)]	247980		98400	137600	750000	3400	[(25661,40)]	2000	[(25681,60)]	90000	210000	[(26105,30)]	115200	[(26344,10),(25681,20)]
39	2	147000	[(25636,60)]	259980		98400	137600	750000	3400	[(25661,40)]	2000	[(25681,60)]	90000	210000	[(26105,30)]	115200	[(26344,10),(25681,20)]
40	2	312000	[(25638,90)]	281220		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	132000	[(26344,10),(25682,20)]
41	2	312000	[(25638,90)]	284340		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	141600	[(26344,10),(25682,20)]
42	2	312000	[(25638,90)]	287460		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	158400	[(26344,10),(25682,20)]
43	2	312000	[(25638,90)]	290580		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	170400	[(26344,10),(25682,20)]
44	2	312000	[(25638,90)]	293700		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	170400	[(26344,10),(25682,20)]
45	2	312000	[(25638,90)]	296820		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	170400	[(26344,10),(25682,20)]
46	2	312000	[(25638,90)]	300000		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
47	2	312000	[(25638,90)]	303120		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
48	2	312000	[(25638,90)]	306240		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
49	2	312000	[(25638,90)]	309360		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
50	2	312000	[(25638,90)]	315600		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
51	2	312000	[(25638,90)]	318720		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
52	2	312000	[(25638,90)]	321840		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
53	2	312000	[(25638,90)]	324960		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
54	2	312000	[(25638,90)]	328080		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
55	2	312000	[(25638,90)]	331200		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
56	2	312000	[(25638,90)]	334320		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
57	2	312000	[(25638,90)]	337500		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
58	2	312000	[(25638,90)]	340620		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
59	2	312000	[(25638,90)]	343740		137800	186800	750000	3400	[(25661,40)]	2000	[(25682,60)]	150000	300000	[(26106,30)]	172800	[(26344,10),(25682,20)]
60	2	465000	[(25639,90)]	348720		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	220800	[(26344,16),(25683,20)]
61	2	465000	[(25639,90)]	352620		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	230400	[(26344,16),(25683,20)]
62	2	465000	[(25639,90)]	356460		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	249600	[(26344,16),(25683,20)]
63	2	465000	[(25639,90)]	360360		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	264000	[(26344,16),(25683,20)]
64	2	465000	[(25639,90)]	364200		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	264000	[(26344,16),(25683,20)]
65	2	465000	[(25639,90)]	368100		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	264000	[(26344,16),(25683,20)]
66	2	465000	[(25639,90)]	372000		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	264000	[(26344,16),(25683,20)]
67	2	465000	[(25639,90)]	375840		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	264000	[(26344,16),(25683,20)]
68	2	465000	[(25639,90)]	379740		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	264000	[(26344,16),(25683,20)]
69	2	465000	[(25639,90)]	383580		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	264000	[(26344,16),(25683,20)]
70	2	465000	[(25639,90)]	391320		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	266400	[(26344,16),(25683,20)]
71	2	465000	[(25639,90)]	395220		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	266400	[(26344,16),(25683,20)]
72	2	465000	[(25639,90)]	399120		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	266400	[(26344,16),(25683,20)]
73	2	465000	[(25639,90)]	402960		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	266400	[(26344,16),(25683,20)]
74	2	465000	[(25639,90)]	406860		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	266400	[(26344,16),(25683,20)]
75	2	465000	[(25639,90)]	410700		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	266400	[(26344,16),(25683,20)]
76	2	465000	[(25639,90)]	414600		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	266400	[(26344,16),(25683,20)]
77	2	465000	[(25639,90)]	418500		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	266400	[(26344,16),(25683,20)]
78	2	465000	[(25639,90)]	422340		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	266400	[(26344,16),(25683,20)]
79	2	465000	[(25639,90)]	426240		196800	236000	1450000	6650	[(25662,40)]	2000	[(25683,60)]	300000	600000	[(26107,60)]	266400	[(26344,16),(25683,20)]
80	2	618000	[(25640,90)]	430500		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	297600	[(26344,24),(25684,20)]
81	2	618000	[(25640,90)]	448920		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	309600	[(26344,24),(25684,20)]
82	2	618000	[(25640,90)]	467400		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	328800	[(26344,24),(25684,20)]
83	2	618000	[(25640,90)]	485820		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
84	2	618000	[(25640,90)]	504300		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
85	2	618000	[(25640,90)]	522720		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
86	2	618000	[(25640,90)]	541200		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
87	2	618000	[(25640,90)]	559620		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
88	2	618000	[(25640,90)]	578100		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
89	2	618000	[(25640,90)]	596520		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
90	2	618000	[(25640,90)]	633420		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
91	2	618000	[(25640,90)]	651900		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
92	2	618000	[(25640,90)]	670320		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
93	2	618000	[(25640,90)]	688800		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
94	2	618000	[(25640,90)]	707220		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
95	2	618000	[(25640,90)]	725700		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
96	2	618000	[(25640,90)]	744120		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
97	2	618000	[(25640,90)]	762600		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	343200	[(26344,24),(25684,20)]
98	2	618000	[(25640,90)]	781020		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	345600	[(26344,24),(25684,20)]
99	2	618000	[(25640,90)]	799500		240000	295000	2250000	12700	[(25663,40)]	2000	[(25684,60)]	480000	1200000	[(26108,60)]	345600	[(26344,24),(25684,20)]
100	2	780000	[(25641,90)]	819960		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	391200	[(26344,30),(25685,20)]
101	2	780000	[(25641,90)]	840480		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	420000	[(26344,30),(25685,20)]
102	2	780000	[(25641,90)]	861000		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	448800	[(26344,30),(25685,20)]
103	2	780000	[(25641,90)]	881460		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	475200	[(26344,30),(25685,20)]
104	2	780000	[(25641,90)]	901980		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	475200	[(26344,30),(25685,20)]
105	2	780000	[(25641,90)]	922500		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	475200	[(26344,30),(25685,20)]
106	2	780000	[(25641,90)]	942960		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	475200	[(26344,30),(25685,20)]
107	2	780000	[(25641,90)]	963480		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	475200	[(26344,30),(25685,20)]
108	2	780000	[(25641,90)]	984000		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	475200	[(26344,30),(25685,20)]
109	2	780000	[(25641,90)]	1004460		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	475200	[(26344,30),(25685,20)]
110	2	780000	[(25641,90)]	1045500		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	475200	[(26344,30),(25685,20)]
111	2	780000	[(25641,90)]	1065960		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	477600	[(26344,30),(25685,20)]
112	2	780000	[(25641,90)]	1086480		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	477600	[(26344,30),(25685,20)]
113	2	780000	[(25641,90)]	1107000		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	477600	[(26344,30),(25685,20)]
114	2	780000	[(25641,90)]	1127460		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	477600	[(26344,30),(25685,20)]
115	2	780000	[(25641,90)]	1147980		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	477600	[(26344,30),(25685,20)]
116	2	780000	[(25641,90)]	1168500		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	477600	[(26344,30),(25685,20)]
117	2	780000	[(25641,90)]	1188960		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	477600	[(26344,30),(25685,20)]
118	2	780000	[(25641,90)]	1209480		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	477600	[(26344,30),(25685,20)]
119	2	780000	[(25641,90)]	1230000		300000	353840	3720000	18200	[(25664,40)]	2000	[(25685,60)]	720000	1800000	[(26109,60)]	477600	[(26344,30),(25685,20)]
120	2	1080000	[(25641,108)]	1219980		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	542400	[(26344,30),(25686,20)]
121	2	1080000	[(25641,108)]	1236000		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	544800	[(26344,30),(25686,20)]
122	2	1080000	[(25641,108)]	1251960		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	549600	[(26344,30),(25686,20)]
123	2	1080000	[(25641,108)]	1267980		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
124	2	1080000	[(25641,108)]	1284000		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
125	2	1080000	[(25641,108)]	1299960		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
126	2	1080000	[(25641,108)]	1315980		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
127	2	1080000	[(25641,108)]	1332000		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
128	2	1080000	[(25641,108)]	1347960		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
129	2	1080000	[(25641,108)]	1363980		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
130	2	1080000	[(25641,108)]	1380000		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
131	2	1080000	[(25641,108)]	1395960		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
132	2	1080000	[(25641,108)]	1411980		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
133	2	1080000	[(25641,108)]	1428000		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
134	2	1080000	[(25641,108)]	1443960		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
135	2	1080000	[(25641,108)]	1459980		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
136	2	1080000	[(25641,108)]	1476000		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
137	2	1080000	[(25641,108)]	1491960		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
138	2	1080000	[(25641,108)]	1507980		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
139	2	1080000	[(25641,108)]	1524000		360000	400000	4320000	31400	[(25665,40)]	2000	[(25686,60)]	1080000	2400000	[(26615,60)]	554400	[(26344,30),(25686,20)]
140	2	1200000	[(25641,120)]	1539960		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	614400	[(26344,30),(26607,20)]
141	2	1200000	[(25641,120)]	1555980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	631200	[(26344,30),(26607,20)]
142	2	1200000	[(25641,120)]	1572000		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	648000	[(26344,30),(26607,20)]
143	2	1200000	[(25641,120)]	1587960		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
144	2	1200000	[(25641,120)]	1603980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
145	2	1200000	[(25641,120)]	1621980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
146	2	1200000	[(25641,120)]	1639980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
147	2	1200000	[(25641,120)]	1657980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
148	2	1200000	[(25641,120)]	1675980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
149	2	1200000	[(25641,120)]	1693980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
150	2	1200000	[(25641,120)]	1711980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
151	2	1200000	[(25641,120)]	1729980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
152	2	1200000	[(25641,120)]	1747980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
153	2	1200000	[(25641,120)]	1765980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
154	2	1200000	[(25641,120)]	1783980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
155	2	1200000	[(25641,120)]	1801980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
156	2	1200000	[(25641,120)]	1819980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	664800	[(26344,30),(26607,20)]
157	2	1200000	[(25641,120)]	1837980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	667200	[(26344,30),(26607,20)]
158	2	1200000	[(25641,120)]	1855980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	667200	[(26344,30),(26607,20)]
159	2	1200000	[(25641,120)]	1873980		430000	510000	5120000	38000	[(27048,40)]	2000	[(26607,60)]	1440000	3000000	[(27074,60)]	667200	[(26344,30),(26607,20)]
160	2	1200000	[(25641,120)]	1884000		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
161	2	1200000	[(25641,120)]	1893960		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
162	2	1200000	[(25641,120)]	1903980		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
163	2	1200000	[(25641,120)]	1914000		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
164	2	1200000	[(25641,120)]	1923960		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
165	2	1200000	[(25641,120)]	1933980		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
166	2	1200000	[(25641,120)]	1944000		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
167	2	1200000	[(25641,120)]	1953960		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
168	2	1200000	[(25641,120)]	1963980		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
169	2	1200000	[(25641,120)]	1974000		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
170	2	1200000	[(25641,120)]	1983960		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
171	2	1200000	[(25641,120)]	1993980		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
172	2	1200000	[(25641,120)]	2004000		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
173	2	1200000	[(25641,120)]	2013960		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
174	2	1200000	[(25641,120)]	2023980		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
175	2	1200000	[(25641,120)]	2034000		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
176	2	1200000	[(25641,120)]	2043960		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
177	2	1200000	[(25641,120)]	2053980		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
178	2	1200000	[(25641,120)]	2064000		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
179	2	1200000	[(25641,120)]	2073960		500000	558000	5520000	42000	[(27904,40)]	2000	[(27066,60)]	1680000	3600000	[(27925,60)]	729600	[(26344,30),(27066,20)]
