fIndex	name	level	needMoney
80	副本	151	225700
80	副本	152	228000
80	副本	153	230300
80	副本	154	232700
80	副本	155	235000
80	副本	156	237400
80	副本	157	239700
80	副本	158	242100
80	副本	159	244400
80	副本	160	245700
80	副本	161	247000
80	副本	162	248300
80	副本	163	249700
80	副本	164	251000
80	副本	165	252300
80	副本	166	253600
80	副本	167	254900
80	副本	168	256200
80	副本	169	257500
80	副本	170	258800
80	副本	171	260100
80	副本	172	261400
80	副本	173	262700
80	副本	174	264000
80	副本	175	265300
80	副本	176	266600
80	副本	177	267900
80	副本	178	269200
80	副本	179	270500
90	英灵神殿	80	28100
90	英灵神殿	81	31400
90	英灵神殿	82	32700
90	英灵神殿	83	34000
90	英灵神殿	84	35300
90	英灵神殿	85	36600
90	英灵神殿	86	37900
90	英灵神殿	87	39200
90	英灵神殿	88	40500
90	英灵神殿	89	41800
90	英灵神殿	90	44300
90	英灵神殿	91	45600
90	英灵神殿	92	46900
90	英灵神殿	93	48200
90	英灵神殿	94	49500
90	英灵神殿	95	50800
90	英灵神殿	96	52100
90	英灵神殿	97	53400
90	英灵神殿	98	54700
90	英灵神殿	99	56000
90	英灵神殿	100	57400
90	英灵神殿	101	80200
90	英灵神殿	102	82200
90	英灵神殿	103	84100
90	英灵神殿	104	86100
90	英灵神殿	105	88000
90	英灵神殿	106	90000
90	英灵神殿	107	92000
90	英灵神殿	108	93900
90	英灵神殿	109	95900
90	英灵神殿	110	99800
90	英灵神殿	111	101700
90	英灵神殿	112	103700
90	英灵神殿	113	105700
90	英灵神殿	114	107600
90	英灵神殿	115	109600
90	英灵神殿	116	111500
90	英灵神殿	117	113500
90	英灵神殿	118	115400
90	英灵神殿	119	117400
90	英灵神殿	120	119300
90	英灵神殿	121	161200
90	英灵神殿	122	163300
90	英灵神殿	123	165400
90	英灵神殿	124	167500
90	英灵神殿	125	169600
90	英灵神殿	126	171700
90	英灵神殿	127	173700
90	英灵神殿	128	175800
90	英灵神殿	129	177900
90	英灵神殿	130	180000
90	英灵神殿	131	182100
90	英灵神殿	132	184200
90	英灵神殿	133	186300
90	英灵神殿	134	188300
90	英灵神殿	135	190400
90	英灵神殿	136	192500
90	英灵神殿	137	194600
90	英灵神殿	138	196700
90	英灵神殿	139	198800
90	英灵神殿	140	200900
90	英灵神殿	141	203000
90	英灵神殿	142	205000
90	英灵神殿	143	207100
90	英灵神殿	144	209200
90	英灵神殿	145	211600
90	英灵神殿	146	213900
90	英灵神殿	147	216300
90	英灵神殿	148	218600
90	英灵神殿	149	221000
90	英灵神殿	150	223300
90	英灵神殿	151	225700
90	英灵神殿	152	228000
90	英灵神殿	153	230300
90	英灵神殿	154	232700
90	英灵神殿	155	235000
90	英灵神殿	156	237400
90	英灵神殿	157	239700
90	英灵神殿	158	242100
90	英灵神殿	159	244400
90	英灵神殿	160	245700
90	英灵神殿	161	247000
90	英灵神殿	162	248300
90	英灵神殿	163	249700
90	英灵神殿	164	251000
90	英灵神殿	165	252300
90	英灵神殿	166	253600
90	英灵神殿	167	254900
90	英灵神殿	168	256200
90	英灵神殿	169	257500
90	英灵神殿	170	258800
90	英灵神殿	171	260100
90	英灵神殿	172	261400
90	英灵神殿	173	262700
90	英灵神殿	174	264000
90	英灵神殿	175	265300
90	英灵神殿	176	266600
90	英灵神殿	177	267900
90	英灵神殿	178	269200
90	英灵神殿	179	270500
100	试练场	30	17000
100	试练场	31	18500
100	试练场	32	19900
100	试练场	33	21400
100	试练场	34	22900
100	试练场	35	24600
100	试练场	36	25200
100	试练场	37	26600
100	试练场	38	27900
100	试练场	39	29300
100	试练场	40	29500
100	试练场	41	29900
100	试练场	42	30200
100	试练场	43	30500
100	试练场	44	30800
100	试练场	45	31200
100	试练场	46	37800
100	试练场	47	38200
100	试练场	48	38600
100	试练场	49	39000
100	试练场	50	49700
100	试练场	51	50200
100	试练场	52	50700
100	试练场	53	51200
100	试练场	54	51700
100	试练场	55	52200
100	试练场	56	52700
100	试练场	57	53200
100	试练场	58	53600
100	试练场	59	54100
100	试练场	60	57900
100	试练场	61	68900
100	试练场	62	69600
100	试练场	63	70400
100	试练场	64	71200
100	试练场	65	71900
100	试练场	66	72700
100	试练场	67	73400
100	试练场	68	74200
100	试练场	69	74900
100	试练场	70	76500
100	试练场	71	77200
100	试练场	72	78000
100	试练场	73	78700
100	试练场	74	79500
100	试练场	75	80200
100	试练场	76	81000
100	试练场	77	81800
100	试练场	78	82500
100	试练场	79	83300
100	试练场	80	84200
100	试练场	81	94300
100	试练场	82	98100
100	试练场	83	102000
100	试练场	84	105900
100	试练场	85	109800
100	试练场	86	113600
100	试练场	87	117500
100	试练场	88	121400
100	试练场	89	125300
100	试练场	90	133000
100	试练场	91	136900
100	试练场	92	140800
100	试练场	93	144600
100	试练场	94	148500
100	试练场	95	152400
100	试练场	96	156200
100	试练场	97	160100
100	试练场	98	164000
100	试练场	99	167900
100	试练场	100	172200
100	试练场	101	240700
100	试练场	102	246500
100	试练场	103	252400
100	试练场	104	258300
100	试练场	105	264100
100	试练场	106	270000
100	试练场	107	275900
100	试练场	108	281700
100	试练场	109	287600
100	试练场	110	299300
100	试练场	111	305200
100	试练场	112	311100
100	试练场	113	317000
100	试练场	114	322800
100	试练场	115	328700
100	试练场	116	334600
100	试练场	117	340400
100	试练场	118	346300
100	试练场	119	352200
100	试练场	120	358000
100	试练场	121	483700
100	试练场	122	489900
100	试练场	123	496200
100	试练场	124	502400
100	试练场	125	508700
100	试练场	126	515000
100	试练场	127	521200
100	试练场	128	527500
100	试练场	129	533700
100	试练场	130	540000
100	试练场	131	546300
100	试练场	132	552500
100	试练场	133	558800
100	试练场	134	565000
100	试练场	135	571300
100	试练场	136	577600
100	试练场	137	583800
100	试练场	138	590100
100	试练场	139	596300
100	试练场	140	602600
100	试练场	141	608900
100	试练场	142	615100
100	试练场	143	621400
100	试练场	144	627700
100	试练场	145	634700
100	试练场	146	641700
100	试练场	147	648800
100	试练场	148	655800
100	试练场	149	662900
100	试练场	150	669900
100	试练场	151	677000
100	试练场	152	684000
100	试练场	153	691000
100	试练场	154	698100
100	试练场	155	705100
100	试练场	156	712200
100	试练场	157	719200
100	试练场	158	726300
100	试练场	159	733300
100	试练场	160	737200
100	试练场	161	741100
100	试练场	162	745000
100	试练场	163	749000
100	试练场	164	752900
100	试练场	165	756800
100	试练场	166	760700
100	试练场	167	764600
100	试练场	168	768500
100	试练场	169	772400
100	试练场	170	776300
100	试练场	171	780300
100	试练场	172	784200
100	试练场	173	788100
100	试练场	174	792000
100	试练场	175	795900
100	试练场	176	799800
100	试练场	177	803700
100	试练场	178	807700
100	试练场	179	811600
110	情缘副本	36	8400
110	情缘副本	37	8900
110	情缘副本	38	9300
110	情缘副本	39	9800
110	情缘副本	40	9800
110	情缘副本	41	10000
110	情缘副本	42	10100
110	情缘副本	43	10200
110	情缘副本	44	10300
110	情缘副本	45	10400
110	情缘副本	46	12600
110	情缘副本	47	12700
110	情缘副本	48	12900
110	情缘副本	49	13000
110	情缘副本	50	16600
110	情缘副本	51	16700
110	情缘副本	52	16900
110	情缘副本	53	17100
110	情缘副本	54	17200
110	情缘副本	55	17400
110	情缘副本	56	17600
110	情缘副本	57	17700
110	情缘副本	58	17900
110	情缘副本	59	18000
110	情缘副本	60	19300
110	情缘副本	61	23000
110	情缘副本	62	23200
110	情缘副本	63	23500
110	情缘副本	64	23700
110	情缘副本	65	24000
110	情缘副本	66	24200
110	情缘副本	67	24500
110	情缘副本	68	24700
110	情缘副本	69	25000
110	情缘副本	70	25500
110	情缘副本	71	25700
110	情缘副本	72	26000
110	情缘副本	73	26200
110	情缘副本	74	26500
110	情缘副本	75	26700
110	情缘副本	76	27000
110	情缘副本	77	27300
110	情缘副本	78	27500
110	情缘副本	79	27800
110	情缘副本	80	28100
110	情缘副本	81	31400
110	情缘副本	82	32700
110	情缘副本	83	34000
110	情缘副本	84	35300
110	情缘副本	85	36600
110	情缘副本	86	37900
110	情缘副本	87	39200
110	情缘副本	88	40500
110	情缘副本	89	41800
110	情缘副本	90	44300
110	情缘副本	91	45600
110	情缘副本	92	46900
110	情缘副本	93	48200
110	情缘副本	94	49500
110	情缘副本	95	50800
110	情缘副本	96	52100
110	情缘副本	97	53400
110	情缘副本	98	54700
110	情缘副本	99	56000
110	情缘副本	100	57400
110	情缘副本	101	80200
110	情缘副本	102	82200
110	情缘副本	103	84100
110	情缘副本	104	86100
110	情缘副本	105	88000
110	情缘副本	106	90000
110	情缘副本	107	92000
110	情缘副本	108	93900
110	情缘副本	109	95900
110	情缘副本	110	99800
110	情缘副本	111	101700
110	情缘副本	112	103700
110	情缘副本	113	105700
110	情缘副本	114	107600
110	情缘副本	115	109600
110	情缘副本	116	111500
110	情缘副本	117	113500
110	情缘副本	118	115400
110	情缘副本	119	117400
110	情缘副本	120	119300
110	情缘副本	121	161200
110	情缘副本	122	163300
110	情缘副本	123	165400
110	情缘副本	124	167500
110	情缘副本	125	169600
110	情缘副本	126	171700
110	情缘副本	127	173700
110	情缘副本	128	175800
110	情缘副本	129	177900
110	情缘副本	130	180000
110	情缘副本	131	182100
110	情缘副本	132	184200
110	情缘副本	133	186300
110	情缘副本	134	188300
110	情缘副本	135	190400
110	情缘副本	136	192500
110	情缘副本	137	194600
110	情缘副本	138	196700
110	情缘副本	139	198800
110	情缘副本	140	200900
110	情缘副本	141	203000
110	情缘副本	142	205000
110	情缘副本	143	207100
110	情缘副本	144	209200
110	情缘副本	145	211600
110	情缘副本	146	213900
110	情缘副本	147	216300
110	情缘副本	148	218600
110	情缘副本	149	221000
110	情缘副本	150	223300
110	情缘副本	151	225700
110	情缘副本	152	228000
110	情缘副本	153	230300
110	情缘副本	154	232700
110	情缘副本	155	235000
110	情缘副本	156	237400
110	情缘副本	157	239700
110	情缘副本	158	242100
110	情缘副本	159	244400
110	情缘副本	160	245700
110	情缘副本	161	247000
110	情缘副本	162	248300
110	情缘副本	163	249700
110	情缘副本	164	251000
110	情缘副本	165	252300
110	情缘副本	166	253600
110	情缘副本	167	254900
110	情缘副本	168	256200
110	情缘副本	169	257500
110	情缘副本	170	258800
110	情缘副本	171	260100
110	情缘副本	172	261400
110	情缘副本	173	262700
110	情缘副本	174	264000
110	情缘副本	175	265300
110	情缘副本	176	266600
110	情缘副本	177	267900
110	情缘副本	178	269200
110	情缘副本	179	270500
