posType	level	needMoney	pt1	pv1	pt2	pv2
6	157	15311520	1	2198	0	0
6	158	15569520	1	2212	0	0
6	159	15827520	1	2226	0	0
6	160	16085520	1	2240	0	0
6	161	16343520	1	2254	0	0
6	162	16601520	1	2268	0	0
6	163	16859520	1	2282	0	0
6	164	17117520	1	2296	0	0
6	165	17375520	1	2310	0	0
6	166	17633520	1	2324	0	0
6	167	17891520	1	2338	0	0
6	168	18149520	1	2352	0	0
6	169	18407520	1	2366	0	0
6	170	18665520	1	2380	0	0
6	171	18923520	1	2394	0	0
6	172	19181520	1	2408	0	0
6	173	19439520	1	2422	0	0
6	174	19697520	1	2436	0	0
6	175	19955520	1	2450	0	0
6	176	20213520	1	2464	0	0
6	177	20471520	1	2478	0	0
6	178	20729520	1	2492	0	0
6	179	20987520	1	2506	0	0
3	1	1200	1	2	4	5
3	2	1290	1	4	4	10
3	3	1386	1	6	4	15
3	4	1488	1	8	4	20
3	5	1596	1	10	4	25
3	6	1710	1	12	4	30
3	7	1830	1	14	4	35
3	8	1956	1	16	4	40
3	9	2088	1	18	4	45
3	10	2226	1	20	4	50
3	11	2370	1	22	4	55
3	12	2520	1	24	4	60
3	13	2676	1	26	4	65
3	14	2838	1	28	4	70
3	15	3006	1	30	4	75
3	16	3180	1	32	4	80
3	17	3360	1	34	4	85
3	18	3546	1	36	4	90
3	19	3738	1	38	4	95
3	20	4260	1	40	4	100
3	21	4380	1	42	4	105
3	22	4506	1	44	4	110
3	23	4638	1	46	4	115
3	24	4776	1	48	4	120
3	25	4920	1	50	4	125
3	26	5070	1	52	4	130
3	27	5226	1	54	4	135
3	28	5388	1	56	4	140
3	29	5556	1	58	4	145
3	30	5910	1	60	4	150
3	31	6180	1	62	4	155
3	32	6465	1	64	4	160
3	33	6765	1	66	4	165
3	34	7080	1	68	4	170
3	35	7410	1	70	4	175
3	36	7755	1	72	4	180
3	37	8520	1	74	4	185
3	38	8970	1	76	4	190
3	39	9450	1	78	4	195
3	40	9990	1	80	4	200
3	41	17500	1	82	4	205
3	42	18450	1	84	4	210
3	43	19700	1	86	4	215
3	44	21025	1	88	4	220
3	45	22425	1	90	4	225
3	46	23900	1	92	4	230
3	47	25900	1	94	4	235
3	48	28000	1	96	4	240
3	49	34200	1	98	4	245
3	50	43250	1	100	4	250
3	51	48250	1	102	4	255
3	52	53500	1	104	4	260
3	53	59000	1	106	4	265
3	54	64750	1	108	4	270
3	55	70750	1	110	4	275
3	56	77000	1	112	4	280
3	57	83500	1	114	4	285
3	58	90250	1	116	4	290
3	59	97250	1	118	4	295
3	60	125000	1	120	4	300
3	61	152000	1	122	4	305
3	62	181200	1	124	4	310
3	63	211650	1	126	4	315
3	64	243400	1	128	4	320
3	65	276500	1	130	4	325
3	66	311000	1	132	4	330
3	67	346950	1	134	4	335
3	68	384400	1	136	4	340
3	69	423400	1	138	4	345
3	70	464000	1	140	4	350
3	71	506250	1	142	4	355
3	72	550200	1	144	4	360
3	73	595900	1	146	4	365
3	74	643400	1	148	4	370
3	75	692750	1	150	4	375
3	76	744000	1	152	4	380
3	77	797200	1	154	4	385
3	78	852400	1	156	4	390
3	79	909650	1	158	4	395
3	80	969000	1	160	4	400
3	81	1069000	1	162	4	405
3	82	1171200	1	164	4	410
3	83	1278400	1	166	4	415
3	84	1391600	1	168	4	420
3	85	1511800	1	170	4	425
3	86	1640000	1	172	4	430
3	87	1777200	1	174	4	435
3	88	1924400	1	176	4	440
3	89	2082600	1	178	4	445
3	90	2252800	1	180	4	450
3	91	2436000	1	182	4	455
3	92	2633200	1	184	4	460
3	93	2845400	1	186	4	465
3	94	3073600	1	188	4	470
3	95	3318800	1	190	4	475
3	96	3582000	1	192	4	480
3	97	3864200	1	194	4	485
3	98	4166400	1	196	4	490
3	99	4489600	1	198	4	495
3	100	4494600	1	200	4	500
3	101	4499600	1	202	4	505
3	102	4504600	1	204	4	510
3	103	4509600	1	206	4	515
3	104	4514600	1	208	4	520
3	105	4519600	1	210	4	525
3	106	4524600	1	212	4	530
3	107	4529600	1	214	4	535
3	108	4534600	1	216	4	540
3	109	4539600	1	218	4	545
3	110	4544600	1	220	4	550
3	111	4549600	1	222	4	555
3	112	4554600	1	224	4	560
3	113	4559600	1	226	4	565
3	114	4564600	1	228	4	570
3	115	4569600	1	230	4	575
3	116	4574600	1	232	4	580
3	117	4579600	1	234	4	585
3	118	4584600	1	236	4	590
3	119	4589600	1	238	4	595
3	120	4804600	1	240	4	600
3	121	5019600	1	242	4	605
3	122	5234600	1	244	4	610
3	123	5449600	1	246	4	615
3	124	5664600	1	248	4	620
3	125	5879600	1	250	4	625
3	126	6094600	1	252	4	630
3	127	6309600	1	254	4	635
3	128	6524600	1	256	4	640
3	129	6739600	1	258	4	645
3	130	6954600	1	260	4	650
3	131	7169600	1	262	4	655
3	132	7384600	1	264	4	660
3	133	7599600	1	266	4	665
3	134	7814600	1	268	4	670
3	135	8029600	1	270	4	675
3	136	8244600	1	272	4	680
3	137	8459600	1	274	4	685
3	138	8674600	1	276	4	690
3	139	8889600	1	278	4	695
3	140	9104600	1	280	4	700
3	141	9319600	1	282	4	705
3	142	9534600	1	284	4	710
3	143	9749600	1	286	4	715
3	144	9964600	1	288	4	720
3	145	10179600	1	290	4	725
3	146	10394600	1	292	4	730
3	147	10609600	1	294	4	735
3	148	10824600	1	296	4	740
3	149	11039600	1	298	4	745
3	150	11254600	1	300	4	750
3	151	11469600	1	302	4	755
3	152	11684600	1	304	4	760
3	153	11899600	1	306	4	765
3	154	12114600	1	308	4	770
3	155	12329600	1	310	4	775
3	156	12544600	1	312	4	780
3	157	12759600	1	314	4	785
3	158	12974600	1	316	4	790
3	159	13189600	1	318	4	795
3	160	13404600	1	320	4	800
3	161	13619600	1	322	4	805
3	162	13834600	1	324	4	810
3	163	14049600	1	326	4	815
3	164	14264600	1	328	4	820
3	165	14479600	1	330	4	825
3	166	14694600	1	332	4	830
3	167	14909600	1	334	4	835
3	168	15124600	1	336	4	840
3	169	15339600	1	338	4	845
3	170	15554600	1	340	4	850
3	171	15769600	1	342	4	855
3	172	15984600	1	344	4	860
3	173	16199600	1	346	4	865
3	174	16414600	1	348	4	870
3	175	16629600	1	350	4	875
3	176	16844600	1	352	4	880
3	177	17059600	1	354	4	885
3	178	17274600	1	356	4	890
3	179	17489600	1	358	4	895
