artifact	level	coding	cnt	pt1	pv1	pt2	pv2
35718	16	25971	48	4	480	6	480
35718	17	25971	56	4	531	6	531
35718	18	25971	64	4	585	6	585
35718	19	25971	72	4	641	6	641
35718	20	25971	80	4	700	6	700
35718	21	25971	88	4	761	6	761
35718	22	25971	100	4	825	6	825
35718	23	25971	112	4	891	6	891
35718	24	25971	124	4	960	6	960
35718	25	25971	136	4	1031	6	1031
35718	26	25971	148	4	1105	6	1105
35718	27	25971	160	4	1181	6	1181
35718	28	25971	172	4	1260	6	1260
35718	29	25971	184	4	1341	6	1341
35718	30	25971	196	4	1425	6	1425
35718	31	25971	208	4	1511	6	1511
35718	32	25971	220	4	1600	6	1600
35718	33	25971	232	4	1691	6	1691
35718	34	25971	244	4	1785	6	1785
35718	35	25971	256	4	1881	6	1881
35718	36	25971	268	4	1980	6	1980
35718	37	25971	280	4	2081	6	2081
35718	38	25971	292	4	2185	6	2185
35718	39	25971	304	4	2291	6	2291
35718	40	25971	316	4	2400	6	2400
35718	41	25971	328	4	2511	6	2511
35718	42	25971	340	4	2625	6	2625
35718	43	25971	352	4	2741	6	2741
35718	44	25971	364	4	2860	6	2860
35718	45	25971	376	4	2981	6	2981
35718	46	25971	388	4	3105	6	3105
35718	47	25971	400	4	3231	6	3231
35718	48	25971	412	4	3360	6	3360
35718	49	25971	424	4	3491	6	3491
35718	50	25971	436	4	3625	6	3625
35718	51	25971	448	4	3761	6	3761
35718	52	25971	460	4	3900	6	3900
35718	53	25971	472	4	4041	6	4041
35718	54	25971	484	4	4185	6	4185
35718	55	25971	496	4	4331	6	4331
35718	56	25971	508	4	4480	6	4480
35718	57	25971	520	4	4631	6	4631
35718	58	25971	532	4	4785	6	4785
35718	59	25971	544	4	4941	6	4941
35718	60	25971	556	4	5100	6	5100
35719	1	25971	1	4	11	6	11
35719	2	25971	2	4	25	6	25
35719	3	25971	3	4	41	6	41
35719	4	25971	4	4	60	6	60
35719	5	25971	5	4	81	6	81
35719	6	25971	6	4	105	6	105
35719	7	25971	8	4	131	6	131
35719	8	25971	9	4	160	6	160
35719	9	25971	13	4	191	6	191
35719	10	25971	14	4	225	6	225
35719	11	25971	16	4	261	6	261
35719	12	25971	22	4	300	6	300
35719	13	25971	28	4	341	6	341
35719	14	25971	34	4	385	6	385
35719	15	25971	40	4	431	6	431
35719	16	25971	48	4	480	6	480
35719	17	25971	56	4	531	6	531
35719	18	25971	64	4	585	6	585
35719	19	25971	72	4	641	6	641
35719	20	25971	80	4	700	6	700
35719	21	25971	88	4	761	6	761
35719	22	25971	100	4	825	6	825
35719	23	25971	112	4	891	6	891
35719	24	25971	124	4	960	6	960
35719	25	25971	136	4	1031	6	1031
35719	26	25971	148	4	1105	6	1105
35719	27	25971	160	4	1181	6	1181
35719	28	25971	172	4	1260	6	1260
35719	29	25971	184	4	1341	6	1341
35719	30	25971	196	4	1425	6	1425
35719	31	25971	208	4	1511	6	1511
35719	32	25971	220	4	1600	6	1600
35719	33	25971	232	4	1691	6	1691
35719	34	25971	244	4	1785	6	1785
35719	35	25971	256	4	1881	6	1881
35719	36	25971	268	4	1980	6	1980
35719	37	25971	280	4	2081	6	2081
35719	38	25971	292	4	2185	6	2185
35719	39	25971	304	4	2291	6	2291
35719	40	25971	316	4	2400	6	2400
35719	41	25971	328	4	2511	6	2511
35719	42	25971	340	4	2625	6	2625
35719	43	25971	352	4	2741	6	2741
35719	44	25971	364	4	2860	6	2860
35719	45	25971	376	4	2981	6	2981
35719	46	25971	388	4	3105	6	3105
35719	47	25971	400	4	3231	6	3231
35719	48	25971	412	4	3360	6	3360
35719	49	25971	424	4	3491	6	3491
35719	50	25971	436	4	3625	6	3625
35719	51	25971	448	4	3761	6	3761
35719	52	25971	460	4	3900	6	3900
35719	53	25971	472	4	4041	6	4041
35719	54	25971	484	4	4185	6	4185
35719	55	25971	496	4	4331	6	4331
35719	56	25971	508	4	4480	6	4480
35719	57	25971	520	4	4631	6	4631
35719	58	25971	532	4	4785	6	4785
35719	59	25971	544	4	4941	6	4941
35719	60	25971	556	4	5100	6	5100
35720	1	25971	1	4	11	6	11
35720	2	25971	2	4	25	6	25
35720	3	25971	3	4	41	6	41
35720	4	25971	4	4	60	6	60
35720	5	25971	5	4	81	6	81
35720	6	25971	6	4	105	6	105
35720	7	25971	8	4	131	6	131
35720	8	25971	9	4	160	6	160
35720	9	25971	13	4	191	6	191
35720	10	25971	14	4	225	6	225
35720	11	25971	16	4	261	6	261
35720	12	25971	22	4	300	6	300
35720	13	25971	28	4	341	6	341
35720	14	25971	34	4	385	6	385
35720	15	25971	40	4	431	6	431
35720	16	25971	48	4	480	6	480
35720	17	25971	56	4	531	6	531
35720	18	25971	64	4	585	6	585
35720	19	25971	72	4	641	6	641
35720	20	25971	80	4	700	6	700
35720	21	25971	88	4	761	6	761
35720	22	25971	100	4	825	6	825
35720	23	25971	112	4	891	6	891
35720	24	25971	124	4	960	6	960
35720	25	25971	136	4	1031	6	1031
35720	26	25971	148	4	1105	6	1105
35720	27	25971	160	4	1181	6	1181
35720	28	25971	172	4	1260	6	1260
35720	29	25971	184	4	1341	6	1341
35720	30	25971	196	4	1425	6	1425
35720	31	25971	208	4	1511	6	1511
35720	32	25971	220	4	1600	6	1600
35720	33	25971	232	4	1691	6	1691
35720	34	25971	244	4	1785	6	1785
35720	35	25971	256	4	1881	6	1881
35720	36	25971	268	4	1980	6	1980
35720	37	25971	280	4	2081	6	2081
35720	38	25971	292	4	2185	6	2185
35720	39	25971	304	4	2291	6	2291
35720	40	25971	316	4	2400	6	2400
35720	41	25971	328	4	2511	6	2511
35720	42	25971	340	4	2625	6	2625
35720	43	25971	352	4	2741	6	2741
35720	44	25971	364	4	2860	6	2860
35720	45	25971	376	4	2981	6	2981
35720	46	25971	388	4	3105	6	3105
35720	47	25971	400	4	3231	6	3231
35720	48	25971	412	4	3360	6	3360
35720	49	25971	424	4	3491	6	3491
35720	50	25971	436	4	3625	6	3625
35720	51	25971	448	4	3761	6	3761
35720	52	25971	460	4	3900	6	3900
35720	53	25971	472	4	4041	6	4041
35720	54	25971	484	4	4185	6	4185
35720	55	25971	496	4	4331	6	4331
35720	56	25971	508	4	4480	6	4480
35720	57	25971	520	4	4631	6	4631
35720	58	25971	532	4	4785	6	4785
35720	59	25971	544	4	4941	6	4941
35720	60	25971	556	4	5100	6	5100
35721	1	25971	1	1	33	0	0
35721	2	25971	2	1	74	0	0
35721	3	25971	3	1	122	0	0
35721	4	25971	4	1	178	0	0
35721	5	25971	5	1	241	0	0
35721	6	25971	6	1	312	0	0
35721	7	25971	8	1	390	0	0
35721	8	25971	9	1	476	0	0
35721	9	25971	13	1	569	0	0
35721	10	25971	14	1	670	0	0
35721	11	25971	16	1	778	0	0
35721	12	25971	22	1	894	0	0
35721	13	25971	28	1	1017	0	0
35721	14	25971	34	1	1148	0	0
35721	15	25971	40	1	1286	0	0
35721	16	25971	48	1	1432	0	0
35721	17	25971	56	1	1585	0	0
35721	18	25971	64	1	1746	0	0
35721	19	25971	72	1	1914	0	0
35721	20	25971	80	1	2090	0	0
35721	21	25971	88	1	2273	0	0
35721	22	25971	100	1	2464	0	0
35721	23	25971	112	1	2662	0	0
35721	24	25971	124	1	2868	0	0
35721	25	25971	136	1	3081	0	0
35721	26	25971	148	1	3302	0	0
35721	27	25971	160	1	3530	0	0
35721	28	25971	172	1	3766	0	0
35721	29	25971	184	1	4009	0	0
35721	30	25971	196	1	4260	0	0
35721	31	25971	208	1	4518	0	0
35721	32	25971	220	1	4784	0	0
35721	33	25971	232	1	5057	0	0
35721	34	25971	244	1	5338	0	0
35721	35	25971	256	1	5626	0	0
35721	36	25971	268	1	5922	0	0
35721	37	25971	280	1	6225	0	0
35721	38	25971	292	1	6536	0	0
35721	39	25971	304	1	6854	0	0
35721	40	25971	316	1	7180	0	0
35721	41	25971	328	1	7513	0	0
35721	42	25971	340	1	7854	0	0
35721	43	25971	352	1	8202	0	0
35721	44	25971	364	1	8558	0	0
35721	45	25971	376	1	8921	0	0
35721	46	25971	388	1	9292	0	0
35721	47	25971	400	1	9670	0	0
35721	48	25971	412	1	10056	0	0
35721	49	25971	424	1	10449	0	0
35721	50	25971	436	1	10850	0	0
35721	51	25971	448	1	11258	0	0
35721	52	25971	460	1	11674	0	0
35721	53	25971	472	1	12097	0	0
35721	54	25971	484	1	12528	0	0
35721	55	25971	496	1	12966	0	0
35721	56	25971	508	1	13412	0	0
35721	57	25971	520	1	13865	0	0
35721	58	25971	532	1	14326	0	0
35721	59	25971	544	1	14794	0	0
35721	60	25971	556	1	15270	0	0
35722	1	25971	1	1	33	0	0
35722	2	25971	2	1	74	0	0
35722	3	25971	3	1	122	0	0
35722	4	25971	4	1	178	0	0
35722	5	25971	5	1	241	0	0
35722	6	25971	6	1	312	0	0
35722	7	25971	8	1	390	0	0
35722	8	25971	9	1	476	0	0
35722	9	25971	13	1	569	0	0
35722	10	25971	14	1	670	0	0
35722	11	25971	16	1	778	0	0
35722	12	25971	22	1	894	0	0
35722	13	25971	28	1	1017	0	0
35722	14	25971	34	1	1148	0	0
35722	15	25971	40	1	1286	0	0
35722	16	25971	48	1	1432	0	0
35722	17	25971	56	1	1585	0	0
35722	18	25971	64	1	1746	0	0
35722	19	25971	72	1	1914	0	0
35722	20	25971	80	1	2090	0	0
35722	21	25971	88	1	2273	0	0
35722	22	25971	100	1	2464	0	0
35722	23	25971	112	1	2662	0	0
35722	24	25971	124	1	2868	0	0
35722	25	25971	136	1	3081	0	0
35722	26	25971	148	1	3302	0	0
35722	27	25971	160	1	3530	0	0
35722	28	25971	172	1	3766	0	0
35722	29	25971	184	1	4009	0	0
35722	30	25971	196	1	4260	0	0
35722	31	25971	208	1	4518	0	0
35722	32	25971	220	1	4784	0	0
35722	33	25971	232	1	5057	0	0
35722	34	25971	244	1	5338	0	0
35722	35	25971	256	1	5626	0	0
35722	36	25971	268	1	5922	0	0
35722	37	25971	280	1	6225	0	0
35722	38	25971	292	1	6536	0	0
35722	39	25971	304	1	6854	0	0
35722	40	25971	316	1	7180	0	0
35722	41	25971	328	1	7513	0	0
35722	42	25971	340	1	7854	0	0
35722	43	25971	352	1	8202	0	0
35722	44	25971	364	1	8558	0	0
35722	45	25971	376	1	8921	0	0
35722	46	25971	388	1	9292	0	0
35722	47	25971	400	1	9670	0	0
35722	48	25971	412	1	10056	0	0
35722	49	25971	424	1	10449	0	0
35722	50	25971	436	1	10850	0	0
35722	51	25971	448	1	11258	0	0
35722	52	25971	460	1	11674	0	0
35722	53	25971	472	1	12097	0	0
35722	54	25971	484	1	12528	0	0
35722	55	25971	496	1	12966	0	0
35722	56	25971	508	1	13412	0	0
35722	57	25971	520	1	13865	0	0
35722	58	25971	532	1	14326	0	0
35722	59	25971	544	1	14794	0	0
35722	60	25971	556	1	15270	0	0
35723	1	25971	1	1	33	0	0
35723	2	25971	2	1	74	0	0
35723	3	25971	3	1	122	0	0
35723	4	25971	4	1	178	0	0
35723	5	25971	5	1	241	0	0
35723	6	25971	6	1	312	0	0
35723	7	25971	8	1	390	0	0
35723	8	25971	9	1	476	0	0
35723	9	25971	13	1	569	0	0
35723	10	25971	14	1	670	0	0
35723	11	25971	16	1	778	0	0
35723	12	25971	22	1	894	0	0
35723	13	25971	28	1	1017	0	0
35723	14	25971	34	1	1148	0	0
35723	15	25971	40	1	1286	0	0
35723	16	25971	48	1	1432	0	0
35723	17	25971	56	1	1585	0	0
35723	18	25971	64	1	1746	0	0
35723	19	25971	72	1	1914	0	0
35723	20	25971	80	1	2090	0	0
35723	21	25971	88	1	2273	0	0
35723	22	25971	100	1	2464	0	0
35723	23	25971	112	1	2662	0	0
35723	24	25971	124	1	2868	0	0
35723	25	25971	136	1	3081	0	0
35723	26	25971	148	1	3302	0	0
35723	27	25971	160	1	3530	0	0
35723	28	25971	172	1	3766	0	0
35723	29	25971	184	1	4009	0	0
35723	30	25971	196	1	4260	0	0
35723	31	25971	208	1	4518	0	0
35723	32	25971	220	1	4784	0	0
35723	33	25971	232	1	5057	0	0
35723	34	25971	244	1	5338	0	0
35723	35	25971	256	1	5626	0	0
35723	36	25971	268	1	5922	0	0
35723	37	25971	280	1	6225	0	0
35723	38	25971	292	1	6536	0	0
35723	39	25971	304	1	6854	0	0
35723	40	25971	316	1	7180	0	0
35723	41	25971	328	1	7513	0	0
35723	42	25971	340	1	7854	0	0
35723	43	25971	352	1	8202	0	0
35723	44	25971	364	1	8558	0	0
35723	45	25971	376	1	8921	0	0
35723	46	25971	388	1	9292	0	0
35723	47	25971	400	1	9670	0	0
35723	48	25971	412	1	10056	0	0
35723	49	25971	424	1	10449	0	0
35723	50	25971	436	1	10850	0	0
35723	51	25971	448	1	11258	0	0
35723	52	25971	460	1	11674	0	0
35723	53	25971	472	1	12097	0	0
35723	54	25971	484	1	12528	0	0
35723	55	25971	496	1	12966	0	0
35723	56	25971	508	1	13412	0	0
35723	57	25971	520	1	13865	0	0
35723	58	25971	532	1	14326	0	0
35723	59	25971	544	1	14794	0	0
35723	60	25971	556	1	15270	0	0
35724	1	25971	1	4	11	6	11
35724	2	25971	2	4	25	6	25
35724	3	25971	3	4	41	6	41
35724	4	25971	4	4	60	6	60
35724	5	25971	5	4	81	6	81
35724	6	25971	6	4	104	6	104
35724	7	25971	8	4	130	6	130
35724	8	25971	9	4	158	6	158
35724	9	25971	13	4	188	6	188
35724	10	25971	14	4	220	6	220
35724	11	25971	16	4	255	6	255
35724	12	25971	22	4	292	6	292
35724	13	25971	28	4	331	6	331
35724	14	25971	34	4	373	6	373
35724	15	25971	40	4	417	6	417
35724	16	25971	48	4	463	6	463
35724	17	25971	56	4	512	6	512
35724	18	25971	64	4	563	6	563
35724	19	25971	72	4	616	6	616
35724	20	25971	80	4	671	6	671
35724	21	25971	88	4	729	6	729
35724	22	25971	100	4	789	6	789
35724	23	25971	112	4	851	6	851
35724	24	25971	124	4	916	6	916
35724	25	25971	136	4	983	6	983
35724	26	25971	148	4	1052	6	1052
35724	27	25971	160	4	1124	6	1124
35724	28	25971	172	4	1198	6	1198
35724	29	25971	184	4	1274	6	1274
35724	30	25971	196	4	1352	6	1352
35724	31	25971	208	4	1433	6	1433
35724	32	25971	220	4	1516	6	1516
35724	33	25971	232	4	1601	6	1601
35724	34	25971	244	4	1689	6	1689
35724	35	25971	256	4	1779	6	1779
35724	36	25971	268	4	1871	6	1871
35724	37	25971	280	4	1966	6	1966
35724	38	25971	292	4	2063	6	2063
35724	39	25971	304	4	2162	6	2162
35724	40	25971	316	4	2263	6	2263
35724	41	25971	328	4	2367	6	2367
35724	42	25971	340	4	2473	6	2473
35724	43	25971	352	4	2581	6	2581
35724	44	25971	364	4	2692	6	2692
35724	45	25971	376	4	2805	6	2805
35724	46	25971	388	4	2920	6	2920
35724	47	25971	400	4	3038	6	3038
35724	48	25971	412	4	3158	6	3158
35724	49	25971	424	4	3280	6	3280
35724	50	25971	436	4	3404	6	3404
35724	51	25971	448	4	3531	6	3531
35724	52	25971	460	4	3660	6	3660
35724	53	25971	472	4	3791	6	3791
35724	54	25971	484	4	3925	6	3925
35724	55	25971	496	4	4061	6	4061
35724	56	25971	508	4	4199	6	4199
35724	57	25971	520	4	4340	6	4340
35724	58	25971	532	4	4483	6	4483
35724	59	25971	544	4	4628	6	4628
35724	60	25971	556	4	4775	6	4775
35724	61	25971	568	4	4925	6	4925
35724	62	25971	580	4	5077	6	5077
35724	63	25971	592	4	5231	6	5231
35724	64	25971	604	4	5388	6	5388
35724	65	25971	616	4	5547	6	5547
35724	66	25971	628	4	5708	6	5708
35724	67	25971	640	4	5872	6	5872
35724	68	25971	652	4	6038	6	6038
35724	69	25971	664	4	6206	6	6206
35724	70	25971	676	4	6376	6	6376
35724	71	25971	688	4	6549	6	6549
35724	72	25971	700	4	6724	6	6724
35724	73	25971	712	4	6901	6	6901
35724	74	25971	724	4	7081	6	7081
35724	75	25971	736	4	7263	6	7263
35724	76	25971	748	4	7447	6	7447
35724	77	25971	760	4	7634	6	7634
35724	78	25971	772	4	7823	6	7823
35724	79	25971	784	4	8014	6	8014
35724	80	25971	796	4	8207	6	8207
35725	1	25971	1	4	11	6	11
35725	2	25971	2	4	25	6	25
35725	3	25971	3	4	41	6	41
35725	4	25971	4	4	60	6	60
35725	5	25971	5	4	81	6	81
35725	6	25971	6	4	104	6	104
35725	7	25971	8	4	130	6	130
35725	8	25971	9	4	158	6	158
35725	9	25971	13	4	188	6	188
35725	10	25971	14	4	220	6	220
35725	11	25971	16	4	255	6	255
35725	12	25971	22	4	292	6	292
35725	13	25971	28	4	331	6	331
35725	14	25971	34	4	373	6	373
35725	15	25971	40	4	417	6	417
35725	16	25971	48	4	463	6	463
35725	17	25971	56	4	512	6	512
35725	18	25971	64	4	563	6	563
35725	19	25971	72	4	616	6	616
35725	20	25971	80	4	671	6	671
35725	21	25971	88	4	729	6	729
35725	22	25971	100	4	789	6	789
35725	23	25971	112	4	851	6	851
35725	24	25971	124	4	916	6	916
35725	25	25971	136	4	983	6	983
35725	26	25971	148	4	1052	6	1052
35725	27	25971	160	4	1124	6	1124
35725	28	25971	172	4	1198	6	1198
35725	29	25971	184	4	1274	6	1274
35725	30	25971	196	4	1352	6	1352
35725	31	25971	208	4	1433	6	1433
35725	32	25971	220	4	1516	6	1516
35725	33	25971	232	4	1601	6	1601
35725	34	25971	244	4	1689	6	1689
35725	35	25971	256	4	1779	6	1779
35725	36	25971	268	4	1871	6	1871
35725	37	25971	280	4	1966	6	1966
35725	38	25971	292	4	2063	6	2063
35725	39	25971	304	4	2162	6	2162
35725	40	25971	316	4	2263	6	2263
35725	41	25971	328	4	2367	6	2367
35725	42	25971	340	4	2473	6	2473
35725	43	25971	352	4	2581	6	2581
35725	44	25971	364	4	2692	6	2692
35725	45	25971	376	4	2805	6	2805
35725	46	25971	388	4	2920	6	2920
35725	47	25971	400	4	3038	6	3038
35725	48	25971	412	4	3158	6	3158
35725	49	25971	424	4	3280	6	3280
35725	50	25971	436	4	3404	6	3404
35725	51	25971	448	4	3531	6	3531
35725	52	25971	460	4	3660	6	3660
35725	53	25971	472	4	3791	6	3791
35725	54	25971	484	4	3925	6	3925
35725	55	25971	496	4	4061	6	4061
35725	56	25971	508	4	4199	6	4199
35725	57	25971	520	4	4340	6	4340
35725	58	25971	532	4	4483	6	4483
35725	59	25971	544	4	4628	6	4628
35725	60	25971	556	4	4775	6	4775
35725	61	25971	568	4	4925	6	4925
35725	62	25971	580	4	5077	6	5077
35725	63	25971	592	4	5231	6	5231
35725	64	25971	604	4	5388	6	5388
35725	65	25971	616	4	5547	6	5547
35725	66	25971	628	4	5708	6	5708
35725	67	25971	640	4	5872	6	5872
35725	68	25971	652	4	6038	6	6038
35725	69	25971	664	4	6206	6	6206
35725	70	25971	676	4	6376	6	6376
35725	71	25971	688	4	6549	6	6549
35725	72	25971	700	4	6724	6	6724
35725	73	25971	712	4	6901	6	6901
35725	74	25971	724	4	7081	6	7081
35725	75	25971	736	4	7263	6	7263
35725	76	25971	748	4	7447	6	7447
35725	77	25971	760	4	7634	6	7634
35725	78	25971	772	4	7823	6	7823
35725	79	25971	784	4	8014	6	8014
35725	80	25971	796	4	8207	6	8207
35726	1	25971	1	4	11	6	11
35726	2	25971	2	4	25	6	25
35726	3	25971	3	4	41	6	41
35726	4	25971	4	4	60	6	60
35726	5	25971	5	4	81	6	81
35726	6	25971	6	4	104	6	104
35726	7	25971	8	4	130	6	130
35726	8	25971	9	4	158	6	158
35726	9	25971	13	4	188	6	188
35726	10	25971	14	4	220	6	220
35726	11	25971	16	4	255	6	255
35726	12	25971	22	4	292	6	292
35726	13	25971	28	4	331	6	331
35726	14	25971	34	4	373	6	373
35726	15	25971	40	4	417	6	417
35726	16	25971	48	4	463	6	463
35726	17	25971	56	4	512	6	512
35726	18	25971	64	4	563	6	563
35726	19	25971	72	4	616	6	616
35726	20	25971	80	4	671	6	671
35726	21	25971	88	4	729	6	729
35726	22	25971	100	4	789	6	789
35726	23	25971	112	4	851	6	851
35726	24	25971	124	4	916	6	916
35726	25	25971	136	4	983	6	983
35726	26	25971	148	4	1052	6	1052
35726	27	25971	160	4	1124	6	1124
35726	28	25971	172	4	1198	6	1198
35726	29	25971	184	4	1274	6	1274
35726	30	25971	196	4	1352	6	1352
35726	31	25971	208	4	1433	6	1433
35726	32	25971	220	4	1516	6	1516
35726	33	25971	232	4	1601	6	1601
35726	34	25971	244	4	1689	6	1689
35726	35	25971	256	4	1779	6	1779
35726	36	25971	268	4	1871	6	1871
35726	37	25971	280	4	1966	6	1966
35726	38	25971	292	4	2063	6	2063
35726	39	25971	304	4	2162	6	2162
35726	40	25971	316	4	2263	6	2263
35726	41	25971	328	4	2367	6	2367
35726	42	25971	340	4	2473	6	2473
35726	43	25971	352	4	2581	6	2581
35726	44	25971	364	4	2692	6	2692
35726	45	25971	376	4	2805	6	2805
35726	46	25971	388	4	2920	6	2920
35726	47	25971	400	4	3038	6	3038
35726	48	25971	412	4	3158	6	3158
35726	49	25971	424	4	3280	6	3280
35726	50	25971	436	4	3404	6	3404
35726	51	25971	448	4	3531	6	3531
35726	52	25971	460	4	3660	6	3660
35726	53	25971	472	4	3791	6	3791
35726	54	25971	484	4	3925	6	3925
35726	55	25971	496	4	4061	6	4061
35726	56	25971	508	4	4199	6	4199
35726	57	25971	520	4	4340	6	4340
35726	58	25971	532	4	4483	6	4483
35726	59	25971	544	4	4628	6	4628
35726	60	25971	556	4	4775	6	4775
35726	61	25971	568	4	4925	6	4925
35726	62	25971	580	4	5077	6	5077
35726	63	25971	592	4	5231	6	5231
35726	64	25971	604	4	5388	6	5388
35726	65	25971	616	4	5547	6	5547
35726	66	25971	628	4	5708	6	5708
35726	67	25971	640	4	5872	6	5872
35726	68	25971	652	4	6038	6	6038
35726	69	25971	664	4	6206	6	6206
35726	70	25971	676	4	6376	6	6376
35726	71	25971	688	4	6549	6	6549
35726	72	25971	700	4	6724	6	6724
35726	73	25971	712	4	6901	6	6901
35726	74	25971	724	4	7081	6	7081
35726	75	25971	736	4	7263	6	7263
35726	76	25971	748	4	7447	6	7447
35726	77	25971	760	4	7634	6	7634
35726	78	25971	772	4	7823	6	7823
35726	79	25971	784	4	8014	6	8014
35726	80	25971	796	4	8207	6	8207
35727	1	25971	1	1	33	0	0
35727	2	25971	2	1	74	0	0
35727	3	25971	3	1	122	0	0
35727	4	25971	4	1	177	0	0
35727	5	25971	5	1	239	0	0
35727	6	25971	6	1	308	0	0
35727	7	25971	8	1	384	0	0
35727	8	25971	9	1	467	0	0
35727	9	25971	13	1	556	0	0
35727	10	25971	14	1	652	0	0
35727	11	25971	16	1	755	0	0
35727	12	25971	22	1	865	0	0
35727	13	25971	28	1	982	0	0
35727	14	25971	34	1	1106	0	0
35727	15	25971	40	1	1237	0	0
35727	16	25971	48	1	1375	0	0
35727	17	25971	56	1	1520	0	0
35727	18	25971	64	1	1672	0	0
35727	19	25971	72	1	1830	0	0
35727	20	25971	80	1	1995	0	0
35727	21	25971	88	1	2167	0	0
35727	22	25971	100	1	2346	0	0
35727	23	25971	112	1	2532	0	0
35727	24	25971	124	1	2725	0	0
35727	25	25971	136	1	2925	0	0
35727	26	25971	148	1	3132	0	0
35727	27	25971	160	1	3346	0	0
35727	28	25971	172	1	3567	0	0
35727	29	25971	184	1	3794	0	0
35727	30	25971	196	1	4028	0	0
35727	31	25971	208	1	4269	0	0
35727	32	25971	220	1	4517	0	0
35727	33	25971	232	1	4772	0	0
35727	34	25971	244	1	5034	0	0
35727	35	25971	256	1	5303	0	0
35727	36	25971	268	1	5579	0	0
35727	37	25971	280	1	5862	0	0
35727	38	25971	292	1	6152	0	0
35727	39	25971	304	1	6448	0	0
35727	40	25971	316	1	6751	0	0
35727	41	25971	328	1	7061	0	0
35727	42	25971	340	1	7378	0	0
35727	43	25971	352	1	7702	0	0
35727	44	25971	364	1	8033	0	0
35727	45	25971	376	1	8371	0	0
35727	46	25971	388	1	8716	0	0
35727	47	25971	400	1	9068	0	0
35727	48	25971	412	1	9427	0	0
35727	49	25971	424	1	9792	0	0
35727	50	25971	436	1	10164	0	0
35727	51	25971	448	1	10543	0	0
35727	52	25971	460	1	10929	0	0
35727	53	25971	472	1	11322	0	0
35727	54	25971	484	1	11722	0	0
35727	55	25971	496	1	12129	0	0
35727	56	25971	508	1	12543	0	0
35727	57	25971	520	1	12964	0	0
35727	58	25971	532	1	13392	0	0
35727	59	25971	544	1	13826	0	0
35727	60	25971	556	1	14267	0	0
35727	61	25971	568	1	14715	0	0
35727	62	25971	580	1	15170	0	0
35727	63	25971	592	1	15632	0	0
35727	64	25971	604	1	16101	0	0
35727	65	25971	616	1	16577	0	0
35727	66	25971	628	1	17060	0	0
35727	67	25971	640	1	17550	0	0
35727	68	25971	652	1	18047	0	0
35727	69	25971	664	1	18550	0	0
35727	70	25971	676	1	19060	0	0
35727	71	25971	688	1	19577	0	0
35727	72	25971	700	1	20101	0	0
35727	73	25971	712	1	20632	0	0
35727	74	25971	724	1	21170	0	0
35727	75	25971	736	1	21715	0	0
35727	76	25971	748	1	22267	0	0
35727	77	25971	760	1	22826	0	0
35727	78	25971	772	1	23392	0	0
35727	79	25971	784	1	23964	0	0
35727	80	25971	796	1	24543	0	0
35728	1	25971	1	1	33	0	0
35728	2	25971	2	1	74	0	0
35728	3	25971	3	1	122	0	0
35728	4	25971	4	1	177	0	0
35728	5	25971	5	1	239	0	0
35728	6	25971	6	1	308	0	0
35728	7	25971	8	1	384	0	0
35728	8	25971	9	1	467	0	0
35728	9	25971	13	1	556	0	0
35728	10	25971	14	1	652	0	0
35728	11	25971	16	1	755	0	0
35728	12	25971	22	1	865	0	0
35728	13	25971	28	1	982	0	0
35728	14	25971	34	1	1106	0	0
35728	15	25971	40	1	1237	0	0
35728	16	25971	48	1	1375	0	0
35728	17	25971	56	1	1520	0	0
35728	18	25971	64	1	1672	0	0
35728	19	25971	72	1	1830	0	0
35728	20	25971	80	1	1995	0	0
35728	21	25971	88	1	2167	0	0
35728	22	25971	100	1	2346	0	0
35728	23	25971	112	1	2532	0	0
35728	24	25971	124	1	2725	0	0
35728	25	25971	136	1	2925	0	0
35728	26	25971	148	1	3132	0	0
35728	27	25971	160	1	3346	0	0
35728	28	25971	172	1	3567	0	0
35728	29	25971	184	1	3794	0	0
35728	30	25971	196	1	4028	0	0
35728	31	25971	208	1	4269	0	0
35728	32	25971	220	1	4517	0	0
35728	33	25971	232	1	4772	0	0
35728	34	25971	244	1	5034	0	0
35728	35	25971	256	1	5303	0	0
35728	36	25971	268	1	5579	0	0
35728	37	25971	280	1	5862	0	0
35728	38	25971	292	1	6152	0	0
35728	39	25971	304	1	6448	0	0
35728	40	25971	316	1	6751	0	0
35728	41	25971	328	1	7061	0	0
35728	42	25971	340	1	7378	0	0
35728	43	25971	352	1	7702	0	0
35728	44	25971	364	1	8033	0	0
35728	45	25971	376	1	8371	0	0
35728	46	25971	388	1	8716	0	0
35728	47	25971	400	1	9068	0	0
35728	48	25971	412	1	9427	0	0
35728	49	25971	424	1	9792	0	0
35728	50	25971	436	1	10164	0	0
35728	51	25971	448	1	10543	0	0
35728	52	25971	460	1	10929	0	0
35728	53	25971	472	1	11322	0	0
35728	54	25971	484	1	11722	0	0
35728	55	25971	496	1	12129	0	0
35728	56	25971	508	1	12543	0	0
35728	57	25971	520	1	12964	0	0
35728	58	25971	532	1	13392	0	0
35728	59	25971	544	1	13826	0	0
35728	60	25971	556	1	14267	0	0
35728	61	25971	568	1	14715	0	0
35728	62	25971	580	1	15170	0	0
35728	63	25971	592	1	15632	0	0
35728	64	25971	604	1	16101	0	0
35728	65	25971	616	1	16577	0	0
35728	66	25971	628	1	17060	0	0
