coding	name	icon	bigIcon	bigIcon70	iconBackgroundColor	needlevel	grade	posType	suitId	StrengthRate	sortLevel	Strength	UpGrade	forging	ZhuanShengLevel	needZhuanSheng	evolve	zhuanSheng	canSell	salePrice	pt1	pv1	pt2	pv2	needLog	kinds	propsType	use	nameColor	showGoods	holeNum	Mosaic	IsRole	jiaMi	FreeWash	UnlockWash	WashLevel
36007	圣·灭世头盔	120htoukui	120htoukuida		4	120	4	2	[23,24]	2100	111	1	1	0	0	0	0	0	1	50000	1	1350	5	4500	1	7	3	其现世之时伴随着赤焰惊雷，其声势之大仿佛要吞噬这天地	黄色	1	8	1	0	1	2	4	120
36008	圣·灭世铠甲	120hyifu	120hyifuda		4	120	4	4	[23,24]	2100	112	1	1	0	0	0	0	0	1	50000	1	1350	7	4500	1	7	3	其现世之时伴随着赤焰惊雷，其声势之大仿佛要吞噬这天地	黄色	1	8	1	0	1	2	4	120
36009	圣·灭世战靴	120hxuezi	120hxuezida		4	120	4	6	[23,24]	2100	113	1	1	0	0	0	0	0	1	50000	1	6300	0	0	1	7	3	其现世之时伴随着赤焰惊雷，其声势之大仿佛要吞噬这天地	黄色	1	8	1	0	1	2	4	120
36010	圣·灭世戒指	120hjiezhi	120hjiezhida		4	120	4	5	[22]	2100	114	1	1	0	0	0	0	0	1	50000	1	2250	6	900	1	7	4	其现世之时伴随着赤焰惊雷，其声势之大仿佛要吞噬这天地	黄色	1	8	1	0	1	2	4	120
36011	圣·灭世手镯	120hshouzu	120hshouzuda		4	120	4	3	[22]	2100	115	1	1	0	0	0	0	0	1	50000	1	2250	4	900	1	7	4	其现世之时伴随着赤焰惊雷，其声势之大仿佛要吞噬这天地	黄色	1	8	1	0	1	2	4	120
36012	幻·灭神剑	80chwuqi	80chwuqida		5	80	5	1	[27,28]	2750	116	1	1	0	0	0	0	1	1	50000	4	4480	6	4480	1	7	2	问天地之势，谁与争锋？唯弑神之力，敢与天争	橙色	1	8	1	1	1	2	6	140
36013	幻·灭神头盔	80chtoukui	80chtoukuida		5	80	5	2	[27,28]	2750	117	1	1	0	0	0	0	1	1	50000	1	1680	5	5600	1	7	3	问天地之势，谁与争锋？唯弑神之力，敢与天争	橙色	1	8	1	1	1	2	6	140
36014	幻·灭神铠甲	80chyifu	80chyifuda		5	80	5	4	[27,28]	2750	118	1	1	0	0	0	0	1	1	50000	1	1680	7	5600	1	7	3	问天地之势，谁与争锋？唯弑神之力，敢与天争	橙色	1	8	1	1	1	2	6	140
36015	幻·灭神战靴	80chxuezi	80chxuezida		5	80	5	6	[27,28]	2750	119	1	1	0	0	0	0	1	1	50000	1	7840	0	0	1	7	3	问天地之势，谁与争锋？唯弑神之力，敢与天争	橙色	1	8	1	1	1	2	6	140
36016	幻·灭神戒指	80chjiezhi	80chjiezhida		5	80	5	5	[25,26]	2750	120	1	1	0	0	0	0	1	1	50000	1	2800	6	1120	1	7	4	问天地之势，谁与争锋？唯弑神之力，敢与天争	橙色	1	8	1	1	1	2	6	140
36017	幻·灭神手镯	80chshouzhuo	80chshouzhuoda		5	80	5	3	[25,26]	2750	121	1	1	0	0	0	0	1	1	50000	1	2800	4	1120	1	7	4	问天地之势，谁与争锋？唯弑神之力，敢与天争	橙色	1	8	1	1	1	2	6	140
36018	狂暴·龙魂剑	140ziwuqi	140ziwuqida		3	140	3	1	[30,31]	2200	122	1	1	1	0	0	0	0	1	50000	4	3760	6	3760	1	7	2	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	紫色	1	8	1	0	1	2	6	140
36019	狂暴·龙魂头盔	140zitoukui	140zitoukuida		3	140	3	2	[30,31]	2200	123	1	1	1	0	0	0	0	1	50000	1	1410	5	4700	1	7	3	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	紫色	1	8	1	0	1	2	6	140
36020	狂暴·龙魂铠甲	140ziyifu	140ziyifuda		3	140	3	4	[30,31]	2200	124	1	1	1	0	0	0	0	1	50000	1	1410	7	4700	1	7	3	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	紫色	1	8	1	0	1	2	6	140
36021	狂暴·龙魂战靴	140zixuezi	140zixuezida		3	140	3	6	[30,31]	2200	125	1	1	1	0	0	0	0	1	50000	1	6580	0	0	1	7	3	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	紫色	1	8	1	0	1	2	6	140
36022	狂暴·龙魂戒指	140zijiezhi	140zijiezhida		3	140	3	5	[29]	2200	126	1	1	1	0	0	0	0	1	50000	1	2350	6	940	1	7	4	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	紫色	1	8	1	0	1	2	6	140
36023	狂暴·龙魂手镯	140zishouzu	140zishouzuda		3	140	3	3	[29]	2200	127	1	1	1	0	0	0	0	1	50000	1	2350	4	940	1	7	4	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	紫色	1	8	1	0	1	2	6	140
36024	圣·龙魂剑	140hwuqi	140hwuqida		4	140	4	1	[30,31]	2400	128	1	1	0	0	0	0	0	1	50000	4	4000	6	4000	1	7	2	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	黄色	1	8	1	0	1	2	6	140
36025	圣·龙魂头盔	140htoukui	140htoukuida		4	140	4	2	[30,31]	2400	129	1	1	0	0	0	0	0	1	50000	1	1500	5	5000	1	7	3	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	黄色	1	8	1	0	1	2	6	140
36026	圣·龙魂铠甲	140hyifu	140hyifuda		4	140	4	4	[30,31]	2400	130	1	1	0	0	0	0	0	1	50000	1	1500	7	5000	1	7	3	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	黄色	1	8	1	0	1	2	6	140
36027	圣·龙魂战靴	140hxuezi	140hxuezida		4	140	4	6	[30,31]	2400	131	1	1	0	0	0	0	0	1	50000	1	7000	0	0	1	7	3	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	黄色	1	8	1	0	1	2	6	140
36028	圣·龙魂戒指	140hjiezhi	140hjiezhida		4	140	4	5	[29]	2400	132	1	1	0	0	0	0	0	1	50000	1	2500	6	1000	1	7	4	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	黄色	1	8	1	0	1	2	6	140
36029	圣·龙魂手镯	140hshouzu	140hshouzuda		4	140	4	3	[29]	2400	133	1	1	0	0	0	0	0	1	50000	1	2500	4	1000	1	7	4	蕴含着上古恶龙灵魂，经常发出狂暴的龙吼，凡人完全无法驾驭龙的灵魂。	黄色	1	8	1	0	1	2	6	140
36030	银魂·耀光剑	160ziwuqi	160ziwuqida		3	160	3	1	[33,34]	2500	134	1	0	1	0	0	0	1	1	50000	4	4160	6	4160	1	7	2	无所畏惧，充满一往无前的勇气	紫色	1	8	1	0	1	2	8	160
36031	银魂·耀光头盔	160zitoukui	160zitoukuida		3	160	3	2	[33,34]	2500	135	1	0	1	0	0	0	1	1	50000	1	1560	5	5200	1	7	3	无所畏惧，充满一往无前的勇气	紫色	1	8	1	0	1	2	8	160
36032	银魂·耀光铠甲	160ziyifu	160ziyifuda		3	160	3	4	[33,34]	2500	136	1	0	1	0	0	0	1	1	50000	1	1560	7	5200	1	7	3	无所畏惧，充满一往无前的勇气	紫色	1	8	1	0	1	2	8	160
36033	银魂·耀光战靴	160zixuezi	160zixuezida		3	160	3	6	[33,34]	2500	137	1	0	1	0	0	0	1	1	50000	1	7280	0	0	1	7	3	无所畏惧，充满一往无前的勇气	紫色	1	8	1	0	1	2	8	160
36034	银魂·耀光戒指	160zijiezhi	160zijiezhida		3	160	3	5	[32]	2500	138	1	0	1	0	0	0	1	1	50000	1	2600	6	1040	1	7	4	无所畏惧，充满一往无前的勇气	紫色	1	8	1	0	1	2	8	160
36035	银魂·耀光手镯	160zishouzu	160zishouzuda		3	160	3	3	[32]	2500	139	1	0	1	0	0	0	1	1	50000	1	2600	4	1040	1	7	4	无所畏惧，充满一往无前的勇气	紫色	1	8	1	0	1	2	8	160
36036	圣·耀光剑	160hwuqi	160hwuqida		4	160	4	1	[33,34]	2700	140	1	0	0	0	0	0	1	1	50000	4	4400	6	4400	1	7	2	无所畏惧，充满一往无前的勇气	黄色	1	8	1	0	1	2	8	160
36037	圣·耀光头盔	160htoukui	160htoukuida		4	160	4	2	[33,34]	2700	141	1	0	0	0	0	0	1	1	50000	1	1650	5	5500	1	7	3	无所畏惧，充满一往无前的勇气	黄色	1	8	1	0	1	2	8	160
36038	圣·耀光铠甲	160hyifu	160hyifuda		4	160	4	4	[33,34]	2700	142	1	0	0	0	0	0	1	1	50000	1	1650	7	5500	1	7	3	无所畏惧，充满一往无前的勇气	黄色	1	8	1	0	1	2	8	160
36039	圣·耀光战靴	160hxuezi	160hxuezida		4	160	4	6	[33,34]	2700	143	1	0	0	0	0	0	1	1	50000	1	7700	0	0	1	7	3	无所畏惧，充满一往无前的勇气	黄色	1	8	1	0	1	2	8	160
36040	圣·耀光戒指	160hjiezhi	160hjiezhida		4	160	4	5	[32]	2700	144	1	0	0	0	0	0	1	1	50000	1	2750	6	1100	1	7	4	无所畏惧，充满一往无前的勇气	黄色	1	8	1	0	1	2	8	160
36041	圣·耀光手镯	160hshouzu	160hshouzuda		4	160	4	3	[32]	2700	145	1	0	0	0	0	0	1	1	50000	1	2750	4	1100	1	7	4	无所畏惧，充满一往无前的勇气	黄色	1	8	1	0	1	2	8	160
36042	一转·魔殒剑	1zhuanziwuqi	1zhuanziwuqida		3	179	3	1	[33,34]	2750	146	1	0	0	1	1	1	1	1	50000	4	4960	6	4960	1	7	2	九星连珠，日月同现，傲世独立，魔殒于天	紫色	1	8	1	0	1	2	8	160
36043	一转·魔殒头盔	1zhuanzitoukui	1zhuanzitoukuida		3	179	3	2	[33,34]	2750	147	1	0	0	1	1	1	1	1	50000	1	1860	5	6200	1	7	3	九星连珠，日月同现，傲世独立，魔殒于天	紫色	1	8	1	0	1	2	8	160
36044	一转·魔殒铠甲	1zhuanziyifu	1zhuanziyifuda		3	179	3	4	[33,34]	2750	148	1	0	0	1	1	1	1	1	50000	1	1860	7	6200	1	7	3	九星连珠，日月同现，傲世独立，魔殒于天	紫色	1	8	1	0	1	2	8	160
36045	一转·魔殒战靴	1zhuanzixuezi	1zhuanzixuezida		3	179	3	6	[33,34]	2750	149	1	0	0	1	1	1	1	1	50000	1	9300	0	0	1	7	3	九星连珠，日月同现，傲世独立，魔殒于天	紫色	1	8	1	0	1	2	8	160
36046	一转·魔殒戒指	1zhuanzijiezhi	1zhuanzijiezhida		3	179	3	5	[32]	2750	150	1	0	0	1	1	1	1	1	50000	1	3100	6	1240	1	7	4	九星连珠，日月同现，傲世独立，魔殒于天	紫色	1	8	1	0	1	2	8	160
36047	一转·魔殒手镯	1zhuanzishouzu	1zhuanzishouzuda		3	179	3	3	[32]	2750	151	1	0	0	1	1	1	1	1	50000	1	3100	4	1240	1	7	4	九星连珠，日月同现，傲世独立，魔殒于天	紫色	1	8	1	0	1	2	8	160
36048	神·魔殒剑	1zhuanhwuqi	1zhuanhwuqida		4	179	4	1	[33,34]	2850	152	1	0	0	1	1	0	1	1	50000	4	5200	6	5200	1	7	2	九星连珠，日月同现，傲世独立，魔殒于天	黄色	1	8	1	0	1	2	8	160
36049	神·魔殒头盔	1zhuanhtoukui	1zhuanhtoukuida		4	179	4	2	[33,34]	2850	153	1	0	0	1	1	0	1	1	50000	1	1950	5	6500	1	7	3	九星连珠，日月同现，傲世独立，魔殒于天	黄色	1	8	1	0	1	2	8	160
36050	神·魔殒铠甲	1zhuanhyifu	1zhuanhyifuda		4	179	4	4	[33,34]	2850	154	1	0	0	1	1	0	1	1	50000	1	1950	7	6500	1	7	3	九星连珠，日月同现，傲世独立，魔殒于天	黄色	1	8	1	0	1	2	8	160
36051	神·魔殒战靴	1zhuanhxueh	1zhuanhxuehda		4	179	4	6	[33,34]	2850	155	1	0	0	1	1	0	1	1	50000	1	9750	0	0	1	7	3	九星连珠，日月同现，傲世独立，魔殒于天	黄色	1	8	1	0	1	2	8	160
36052	神·魔殒戒指	1zhuanhjiezhi	1zhuanhjiezhida		4	179	4	5	[32]	2850	156	1	0	0	1	1	0	1	1	50000	1	3250	6	1300	1	7	4	九星连珠，日月同现，傲世独立，魔殒于天	黄色	1	8	1	0	1	2	8	160
36053	神·魔殒手镯	1zhuanhshouzu	1zhuanhshouzuda		4	179	4	3	[32]	2850	157	1	0	0	1	1	0	1	1	50000	1	3250	4	1300	1	7	4	九星连珠，日月同现，傲世独立，魔殒于天	黄色	1	8	1	0	1	2	8	160
36054	幻·诛魔剑	1zhuanchwuqi	1zhuanchwuqida		5	179	5	1	[27,28]	2900	158	1	0	0	1	1	0	1	1	50000	4	5600	6	5600	1	7	2	星空之下，唯我独尊，神挡灭神，魔挡诛魔	橙色	1	8	1	1	1	2	8	160
36055	幻·诛魔头盔	1zhuanchtoukui	1zhuanchtoukuida		5	179	5	2	[27,28]	2900	159	1	0	0	1	1	0	1	1	50000	1	2100	5	7000	1	7	3	星空之下，唯我独尊，神挡灭神，魔挡诛魔	橙色	1	8	1	1	1	2	8	160
36056	幻·诛魔铠甲	1zhuanchyifu	1zhuanchyifuda		5	179	5	4	[27,28]	2900	160	1	0	0	1	1	0	1	1	50000	1	2100	7	7000	1	7	3	星空之下，唯我独尊，神挡灭神，魔挡诛魔	橙色	1	8	1	1	1	2	8	160
36057	幻·诛魔战靴	1zhuanchxuezi	1zhuanchxuezida		5	179	5	6	[27,28]	2900	161	1	0	0	1	1	0	1	1	50000	1	10500	0	0	1	7	3	星空之下，唯我独尊，神挡灭神，魔挡诛魔	橙色	1	8	1	1	1	2	8	160
36058	幻·诛魔戒指	1zhuanchjiezhi	1zhuanchjiezhida		5	179	5	5	[25,26]	2900	162	1	0	0	1	1	0	1	1	50000	1	3500	6	1400	1	7	4	星空之下，唯我独尊，神挡灭神，魔挡诛魔	橙色	1	8	1	1	1	2	8	160
36059	幻·诛魔手镯	1zhuanchshouzhuo	1zhuanchshouzhuoda		5	179	5	3	[25,26]	2900	163	1	0	0	1	1	0	1	1	50000	1	3500	4	1400	1	7	4	星空之下，唯我独尊，神挡灭神，魔挡诛魔	橙色	1	8	1	1	1	2	8	160
36060	二转·圣魂剑	2zhuanziwuqi	2zhuanziwuqida		3	179	3	1	[33,34]	2900	164	1	0	0	2	2	1	0	1	50000	4	5760	6	5760	1	7	2	浴火重生，圣魂重铸	紫色	1	8	1	0	1	2	8	160
36061	二转·圣魂头盔	2zhuanzitoukui	2zhuanzitoukuida		3	179	3	2	[33,34]	2900	165	1	0	0	2	2	1	0	1	50000	1	2160	5	7200	1	7	3	浴火重生，圣魂重铸	紫色	1	8	1	0	1	2	8	160
36062	二转·圣魂铠甲	2zhuanziyifu	2zhuanziyifuda		3	179	3	4	[33,34]	2900	166	1	0	0	2	2	1	0	1	50000	1	2160	7	7200	1	7	3	浴火重生，圣魂重铸	紫色	1	8	1	0	1	2	8	160
36063	二转·圣魂战靴	2zhuanzixuezi	2zhuanzixuezida		3	179	3	6	[33,34]	2900	167	1	0	0	2	2	1	0	1	50000	1	10800	0	0	1	7	3	浴火重生，圣魂重铸	紫色	1	8	1	0	1	2	8	160
36064	二转·圣魂戒指	2zhuanzijiezhi	2zhuanzijiezhida		3	179	3	5	[32]	2900	168	1	0	0	2	2	1	0	1	50000	1	3600	6	1440	1	7	4	浴火重生，圣魂重铸	紫色	1	8	1	0	1	2	8	160
36065	二转·圣魂手镯	2zhuanzishouzu	2zhuanzishouzuda		3	179	3	3	[32]	2900	169	1	0	0	2	2	1	0	1	50000	1	3600	4	1440	1	7	4	浴火重生，圣魂重铸	紫色	1	8	1	0	1	2	8	160
36066	神·圣魂剑	2zhuanhwuqi	2zhuanhwuqida		4	179	4	1	[33,34]	3000	170	1	0	0	2	2	0	0	1	50000	4	6000	6	6000	1	7	2	浴火重生，圣魂重铸	黄色	1	8	1	0	1	2	8	160
36067	神·圣魂头盔	2zhuanhtoukui	2zhuanhtoukuida		4	179	4	2	[33,34]	3000	171	1	0	0	2	2	0	0	1	50000	1	2250	5	7500	1	7	3	浴火重生，圣魂重铸	黄色	1	8	1	0	1	2	8	160
36068	神·圣魂铠甲	2zhuanhyifu	2zhuanhyifuda		4	179	4	4	[33,34]	3000	172	1	0	0	2	2	0	0	1	50000	1	2250	7	7500	1	7	3	浴火重生，圣魂重铸	黄色	1	8	1	0	1	2	8	160
36069	神·圣魂战靴	2zhuanhxueh	2zhuanhxuehda		4	179	4	6	[33,34]	3000	173	1	0	0	2	2	0	0	1	50000	1	11250	0	0	1	7	3	浴火重生，圣魂重铸	黄色	1	8	1	0	1	2	8	160
36070	神·圣魂戒指	2zhuanhjiezhi	2zhuanhjiezhida		4	179	4	5	[32]	3000	174	1	0	0	2	2	0	0	1	50000	1	3750	6	1500	1	7	4	浴火重生，圣魂重铸	黄色	1	8	1	0	1	2	8	160
36071	神·圣魂手镯	2zhuanhshouzu	2zhuanhshouzuda		4	179	4	3	[32]	3000	175	1	0	0	2	2	0	0	1	50000	1	3750	4	1500	1	7	4	浴火重生，圣魂重铸	黄色	1	8	1	0	1	2	8	160
36072	幻·弑天剑	2zhuanchwuqi	2zhuanchwuqida		5	179	5	1	[27,28]	3050	176	1	0	0	2	2	0	0	1	50000	4	6720	6	6720	1	7	2	守望千年，只为一朝迸发，弑天毁地	橙色	1	8	1	1	1	2	8	160
36073	幻·弑天头盔	2zhuanchtoukui	2zhuanchtoukuida		5	179	5	2	[27,28]	3050	177	1	0	0	2	2	0	0	1	50000	1	2520	5	8400	1	7	3	守望千年，只为一朝迸发，弑天毁地	橙色	1	8	1	1	1	2	8	160
36074	幻·弑天铠甲	2zhuanchyifu	2zhuanchyifuda		5	179	5	4	[27,28]	3050	178	1	0	0	2	2	0	0	1	50000	1	2520	7	8400	1	7	3	守望千年，只为一朝迸发，弑天毁地	橙色	1	8	1	1	1	2	8	160
36075	幻·弑天战靴	2zhuanchxuezi	2zhuanchxuezida		5	179	5	6	[27,28]	3050	179	1	0	0	2	2	0	0	1	50000	1	12600	0	0	1	7	3	守望千年，只为一朝迸发，弑天毁地	橙色	1	8	1	1	1	2	8	160
36076	幻·弑天戒指	2zhuanchjiezhi	2zhuanchjiezhida		5	179	5	5	[25,26]	3050	180	1	0	0	2	2	0	0	1	50000	1	4200	6	1680	1	7	4	守望千年，只为一朝迸发，弑天毁地	橙色	1	8	1	1	1	2	8	160
36077	幻·弑天手镯	2zhuanchshouzhuo	2zhuanchshouzhuoda		5	179	5	3	[25,26]	3050	181	1	0	0	2	2	0	0	1	50000	1	4200	4	1680	1	7	4	守望千年，只为一朝迸发，弑天毁地	橙色	1	8	1	1	1	2	8	160
