coding	name	Des	propsType	kinds	useLevel	useNeedItem	iconBackgroundColor	canSell	canOverlap	canUse	canUseSome	needLog	sortLevel	icon	bigIcon70	icon_FT	icon_US	icon_SA	icon_RU	icon_TK	icon_PL	icon_Fr	icon_EN	icon_Esp	icon_Rutt	use	nameColor	saleBack	salePrice	saleBack2	salePrice2	doubleclick	minutes	timeoutCoding	invaluable	pbp	showGoods	kuaFuUse	jiaMi	title
26310	金牛座女神·碎片	道具	1	11	80		3	1	1	1	0	1	4680	xztfksui8					xztfksui8_RU	xztfksui8_Turkish	xztfksui8_PL	xztfksui8_Fr	xztfksui8_en	xztfksui8_Esp	xztfksui8_Rutt	用于兑换紫色金牛座女神天赋卡	紫色	26341	3	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26311	天秤座女神·碎片	道具	1	11	80		3	1	1	1	0	1	4680	xztfksui9					xztfksui9_RU	xztfksui9_Turkish	xztfksui9_PL	xztfksui9_Fr	xztfksui9_en	xztfksui9_Esp	xztfksui9_Rutt	用于兑换紫色天秤座女神天赋卡	紫色	26341	3	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26312	天蝎座女神·碎片	道具	1	11	80		3	1	1	1	0	1	4680	xztfksui10					xztfksui10_RU	xztfksui10_Turkish	xztfksui10_PL	xztfksui10_Fr	xztfksui10_en	xztfksui10_Esp	xztfksui10_Rutt	用于兑换紫色天蝎座女神天赋卡	紫色	26341	3	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26313	射手座女神·碎片	道具	1	11	80		3	1	1	1	0	1	4680	xztfksui11					xztfksui11_RU	xztfksui11_Turkish	xztfksui11_PL	xztfksui11_Fr	xztfksui11_en	xztfksui11_Esp	xztfksui11_Rutt	用于兑换紫色射手座女神天赋卡	紫色	26341	3	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26314	摩羯座女神·碎片	道具	1	11	80		3	1	1	1	0	1	4680	xztfksui12					xztfksui12_RU	xztfksui12_Turkish	xztfksui12_PL	xztfksui12_Fr	xztfksui12_en	xztfksui12_Esp	xztfksui12_Rutt	用于兑换紫色摩羯座女神天赋卡	紫色	26341	3	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26315	天琴座女神·碎片	道具	1	11	80		3	1	1	1	0	1	4680	xztfksui13					xztfksui13_RU	xztfksui13_Turkish	xztfksui13_PL	xztfksui13_Fr	xztfksui13_en	xztfksui13_Esp	xztfksui13_Rutt	用于兑换紫色天琴座女神天赋卡	紫色	26341	3	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26316	天鹅座女神·碎片	道具	1	11	80		3	1	1	1	0	1	4680	xztfksui14					xztfksui14_RU	xztfksui14_Turkish	xztfksui14_PL	xztfksui14_Fr	xztfksui14_en	xztfksui14_Esp	xztfksui14_Rutt	用于兑换紫色天鹅座女神天赋卡	紫色	26341	3	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26317	飞马座女神·碎片	道具	1	11	80		3	1	1	1	0	1	4680	xztfksui15					xztfksui15_RU	xztfksui15_Turkish	xztfksui15_PL	xztfksui15_Fr	xztfksui15_en	xztfksui15_Esp	xztfksui15_Rutt	用于兑换紫色飞马座女神天赋卡	紫色	26341	3	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26318	仙女座女神·碎片	道具	1	11	80		3	1	1	1	0	1	4680	xztfksui16					xztfksui16_RU	xztfksui16_Turkish	xztfksui16_PL	xztfksui16_Fr	xztfksui16_en	xztfksui16_Esp	xztfksui16_Rutt	用于兑换紫色仙女座女神天赋卡	紫色	26341	3	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26319	凤凰座女神·碎片	道具	1	11	80		3	1	1	1	0	1	4680	xztfksui17					xztfksui17_RU	xztfksui17_Turkish	xztfksui17_PL	xztfksui17_Fr	xztfksui17_en	xztfksui17_Esp	xztfksui17_Rutt	用于兑换紫色凤凰座女神天赋卡	紫色	26341	3	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26320	天鹰座女神·碎片	道具	1	11	80		3	1	1	1	0	1	4680	xztfksui18					xztfksui18_RU	xztfksui18_Turkish	xztfksui18_PL	xztfksui18_Fr	xztfksui18_en	xztfksui18_Esp	xztfksui18_Rutt	用于兑换紫色天鹰座女神天赋卡	紫色	26341	3	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26321	水瓶座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu1					xztfkyu1_RU	xztfkyu1_Turkish	xztfkyu1_PL	xztfkyu1_Fr	xztfkyu1_en	xztfkyu1_Esp	xztfkyu1_Rutt	用于兑换橙色水瓶座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26322	双鱼座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu2					xztfkyu2_RU	xztfkyu2_Turkish	xztfkyu2_PL	xztfkyu2_Fr	xztfkyu2_en	xztfkyu2_Esp	xztfkyu2_Rutt	用于兑换橙色双鱼座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26323	双子座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu3					xztfkyu3_RU	xztfkyu3_Turkish	xztfkyu3_PL	xztfkyu3_Fr	xztfkyu3_en	xztfkyu3_Esp	xztfkyu3_Rutt	用于兑换橙色双子座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26324	巨蟹座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu4					xztfkyu4_RU	xztfkyu4_Turkish	xztfkyu4_PL	xztfkyu4_Fr	xztfkyu4_en	xztfkyu4_Esp	xztfkyu4_Rutt	用于兑换橙色巨蟹座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26325	狮子座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu5					xztfkyu5_RU	xztfkyu5_Turkish	xztfkyu5_PL	xztfkyu5_Fr	xztfkyu5_en	xztfkyu5_Esp	xztfkyu5_Rutt	用于兑换橙色狮子座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26326	处女座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu6					xztfkyu6_RU	xztfkyu6_Turkish	xztfkyu6_PL	xztfkyu6_Fr	xztfkyu6_en	xztfkyu6_Esp	xztfkyu6_Rutt	用于兑换橙色处女座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26327	白羊座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu7					xztfkyu7_RU	xztfkyu7_Turkish	xztfkyu7_PL	xztfkyu7_Fr	xztfkyu7_en	xztfkyu7_Esp	xztfkyu7_Rutt	用于兑换橙色白羊座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26328	金牛座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu8					xztfkyu8_RU	xztfkyu8_Turkish	xztfkyu8_PL	xztfkyu8_Fr	xztfkyu8_en	xztfkyu8_Esp	xztfkyu8_Rutt	用于兑换橙色金牛座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26329	天秤座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu9					xztfkyu9_RU	xztfkyu9_Turkish	xztfkyu9_PL	xztfkyu9_Fr	xztfkyu9_en	xztfkyu9_Esp	xztfkyu9_Rutt	用于兑换橙色天秤座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26330	天蝎座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu10					xztfkyu10_RU	xztfkyu10_Turkish	xztfkyu10_PL	xztfkyu10_Fr	xztfkyu10_en	xztfkyu10_Esp	xztfkyu10_Rutt	用于兑换橙色天蝎座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26331	射手座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu11					xztfkyu11_RU	xztfkyu11_Turkish	xztfkyu11_PL	xztfkyu11_Fr	xztfkyu11_en	xztfkyu11_Esp	xztfkyu11_Rutt	用于兑换橙色射手座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26332	摩羯座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu12					xztfkyu12_RU	xztfkyu12_Turkish	xztfkyu12_PL	xztfkyu12_Fr	xztfkyu12_en	xztfkyu12_Esp	xztfkyu12_Rutt	用于兑换橙色摩羯座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26333	天琴座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu13					xztfkyu13_RU	xztfkyu13_Turkish	xztfkyu13_PL	xztfkyu13_Fr	xztfkyu13_en	xztfkyu13_Esp	xztfkyu13_Rutt	用于兑换橙色天琴座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26334	天鹅座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu14					xztfkyu14_RU	xztfkyu14_Turkish	xztfkyu14_PL	xztfkyu14_Fr	xztfkyu14_en	xztfkyu14_Esp	xztfkyu14_Rutt	用于兑换橙色天鹅座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26335	飞马座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu15					xztfkyu15_RU	xztfkyu15_Turkish	xztfkyu15_PL	xztfkyu15_Fr	xztfkyu15_en	xztfkyu15_Esp	xztfkyu15_Rutt	用于兑换橙色飞马座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26336	仙女座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu16					xztfkyu16_RU	xztfkyu16_Turkish	xztfkyu16_PL	xztfkyu16_Fr	xztfkyu16_en	xztfkyu16_Esp	xztfkyu16_Rutt	用于兑换橙色仙女座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26337	凤凰座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu17					xztfkyu17_RU	xztfkyu17_Turkish	xztfkyu17_PL	xztfkyu17_Fr	xztfkyu17_en	xztfkyu17_Esp	xztfkyu17_Rutt	用于兑换橙色凤凰座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26338	天鹰座女神·灵玉	道具	1	11	80		5	1	1	1	0	1	4680	xztfkyu18					xztfkyu18_RU	xztfkyu18_Turkish	xztfkyu18_PL	xztfkyu18_Fr	xztfkyu18_en	xztfkyu18_Esp	xztfkyu18_Rutt	用于兑换橙色天鹰座女神天赋卡	橙色	26341	10	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26339	天赋卡钥匙碎片	道具	1	1	80		3	1	1	1	0	1	4680	zhaohuanling5													紫色	0	0	0	0	OPEN_SKY_DUIHUAN			0	0	0	1	1	0
26340	天赋卡钥匙	道具	1	1	80		3	1	1	1	0	1	4680	xztfkyaoshi												可用于开启星座天赋卡卡槽	紫色	0	1000	0	0	OPEN_SKYCARD_PANEL			0	0	0	1	1	0
26341	星魂	道具	1	1	80		3	1	1	1	0	1	4680	xztfkxinghun												星座天赋卡升级需要消耗的重要材料#H获得途径：分解天赋卡。	紫色	0	1000	0	0	OPEN_SKYCARD_PANEL			0	0	0	1	1	0
26342	精炼石	道具	1	1	36		3	1	1	1	0	1	4680	jiehunjinglianshi												可用于戒灵#H获得途径：情缘副本、全城热恋活动	紫色	0	1000	0	0	JHXTJL			0	0	0	1	1	0
26343	三生锁	道具	1	1	36		4	0	1	1	0	1	4680	jiehunsanshengsuo												可用于锁定戒灵指定属性#H获得途径：天马行空活动	橙色	0	0	0	0	JHXTJL			0	0	0	1	1	0
26344	姻缘石	道具	1	1	36		3	1	1	1	0	1	4680	jiehunyinyuanshi												可用于婚戒锻造#H获得途径：情缘副本、全城热恋活动、黄金宝箱活动	紫色	0	1000	0	0	JHXTHJ			0	0	0	1	1	0
26345	角色变性卡	道具	1	1	1		4	0	0	1	0	1	4680	juesebianxingka												使用后进行一次角色变性操作	黄色	0	0	0	0	SYJSBXK			0	0	0	1	1	0
26346	新婚礼盒	礼包	1	1	1		3	0	1	0	1	1	4990	jiehunlihe												来自新婚夫妻的祝福礼盒,打开有几率获得一级宝石礼盒,坐骑培养石、姻缘石、精炼石	紫色	0	0	0	0	0			0	0	0	1	1	0
26347	新婚贺卡	道具	1	1	1		3	0	1	0	0	1	4680	xinhunheka												在好友婚礼中用于代替神石庆祝新人结婚	紫色	0	1000	0	0	0			0	0	0	1	1	0
26348	新婚贺礼	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunheli												来自好友的新婚祝福,打开有几率获得一级宝石礼盒,坐骑培养石、姻缘石、精炼石	紫色	0	0	0	0	0			0	0	0	1	1	0
26349	闯宫证	道具	1	1	80		5	0	1	1	0	1	4680	chuanggongzheng												用于开启勇闯十二宫，每开启一次勇闯十二宫消耗一个闯宫证	橙色	0	0	0	0	open12Palace			0	0	0	1	1	0
26350	勇闯十二宫礼包	礼包	1	1	80		5	0	1	1	1	1	4990	jiehunlihe												打开获得880000金币，闯宫证×1	橙色	0	0	0	0	0			0	0	0	1	1	0
26351	十二宫协助宝箱	礼包	1	1	80		5	0	1	1	1	1	4990	baoxianghezi3												打开可获得以下之一：三级符文礼盒，二级符文礼盒，三级宝石礼盒，四级宝石礼盒，羽翼培养石×5，宠物圣果×5，宝石封印石×10，符文封印石×10	橙色	0	0	0	0	0			0	0	0	1	1	0
26352	十二宫宝箱	礼包	1	1	80		5	0	1	1	1	1	4990	baoxianghezi4												打开可获得以下之一：紫色水瓶座女神，橙色水瓶座女神，紫色处女座女神，橙色处女座女神，星魂，6级符文礼盒，符文封印石，宠物圣果	橙色	0	0	0	0	0			0	0	0	1	1	0
26353	黄金暑期特权礼包	礼包	1	1	1		3	0	1	1	1	1	4990	lihejingxi1												打开后获得魔晶+50，三级宝石礼盒×2,坐骑培养石×15，一星召唤令×1	紫色	0	0	0	0	0			0	0	0	1	1	0
26354	水晶暑期特权礼包	礼包	1	1	1		3	0	1	1	1	1	4990	lihejingxi2												打开后获得魔晶+100，三级宝石礼盒×4,坐骑培养石×20，羽翼培养石×10，二星召唤令×1，大经验酒×30	紫色	0	0	0	0	0			0	0	0	1	1	0
26355	钻石暑期特权礼包	礼包	1	1	1		3	0	1	1	1	1	4990	lihejingxi3												打开后获得魔晶+250，三级宝石礼盒×6,坐骑培养石×30，羽翼培养石×10，三星召唤令×1，超经验酒×30	紫色	0	0	0	0	0			0	0	0	1	1	0
26356	普通新婚礼包	礼包	1	1	30		2	0	1	1	1	1	4990	jiehunlibao1												打开后获得坐骑培养石×10	蓝色	0	0	0	0	0			0	0	0	1	0	0
26357	贵族新婚礼包	礼包	1	1	30		3	0	1	1	1	1	4990	jiehunlibao2												打开后获得坐骑培养石×10，精炼石×5，姻缘石×20	紫色	0	0	0	0	0			0	0	0	1	1	0
26358	皇室新婚礼包	礼包	1	1	30		4	0	1	1	1	1	4990	jiehunlibao3												打开后获得坐骑培养石×10，精炼石×10，姻缘石×50	黄色	0	0	0	0	0			0	0	0	1	1	0
26359	英雄助力礼包	礼包	1	1	15		3	0	1	1	1	1	4990	lihejingxi2												打开后可获得小经验卡×30，每张小经验卡使用后可获得400000英雄经验，需要消耗400000金币。	紫色	0	0	0	0	0			0	0	0	1	1	0
26360	英雄贵族礼包	礼包	1	1	15		3	0	1	1	1	1	4990	lihejingxi3												打开后可获得小经验卡×18，每张小经验卡使用后可获得400000英雄经验，需要消耗400000金币。	紫色	0	0	0	0	0			0	0	0	1	1	0
26361	姻缘石欢喜礼包	礼包	1	1	36		3	0	1	1	1	1	4990	jiehunlihe												打开后可获得姻缘石×50	紫色	0	0	0	0	0			0	0	0	1	1	0
26362	姻缘石礼盒	礼包	1	1	1		4	1	0	1	0	1	4990	lihebaoshi1												开启需花费888神石,开启后可获得姻缘石×120，金币+1880000	黄色	0	10000	0	0	0	4320		0	0	0	1	1	0
26363	宝石礼盒	礼包	1	1	1		4	1	0	1	0	1	4990	lihebaoshi2												开启需花费888神石,开启后可获得四级生命宝石×3，四级物攻宝石×3，四级法攻宝石×3，四级物防宝石×2，四级法防宝石×2，三级生命宝石×1，金币+1880000	黄色	0	10000	0	0	0	4320		0	0	0	1	1	0
26364	占卜礼盒	礼包	1	1	50		4	1	0	1	0	1	4990	lihejingxi1												开启需花费888神石,开启后可获得占卜令×6，金币+1880000	黄色	0	10000	0	0	0	4320		0	0	0	1	1	0
26365	符文礼盒	礼包	1	1	1		4	1	0	1	0	1	4990	lihejingxi2												开启需花费888神石,开启后可获得四级符文礼盒×10，金币+1880000	黄色	0	10000	0	0	0	4320		0	0	0	1	1	0
26366	夫妻谢礼	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunheli												新婚夫妻用来答谢来宾,打开有几率获得一级宝石礼盒,坐骑培养石、姻缘石、精炼石	紫色	0	0	0	0	0			0	0	0	1	1	0
26367	微信关注礼包（一）	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao2												打开后获得魔晶+20，坐骑培养石+5，姻缘石+5	紫色	0	0	0	0	0			0	0	0	1	1	0
26368	微信关注礼包（二）	礼包	1	1	1		3	0	1	1	1	1	4990	jiehunlibao3												打开后获得魔晶+50，坐骑培养石+10，姻缘石+10	紫色	0	0	0	0	0			0	0	0	1	1	0
26369	心心相印	道具	1	1	1		3	0	1	1	0	1	4680	yanhua												使用后在所在场景释放心形烟花，表达自己对情人的祝福，只能在世界地图上使用	紫色	0	1000	0	0	0			0	0	0	1	1	0
26370	一级龙魄（废）	材料兑换	1	1	1		3	1	1	0	0	1	4930	longjing1												用于兑换1星进阶材料。#H获得途径：组队副本	紫色	0	1000	0	0	0			0	0	0	1	1	0
26371	二级龙魄（废）	材料兑换	1	1	40		3	1	1	0	0	1	4930	longjing2												用于兑换2星进阶材料。#H获得途径：组队副本	紫色	0	2000	0	0	0			0	0	0	1	1	0
26372	三级龙魄（废）	材料兑换	1	1	60		3	1	1	0	0	1	4930	longjing3												用于兑换3星进阶材料。#H获得途径：组队副本	紫色	0	3000	0	0	0			0	0	0	1	1	0
26373	四级龙魄（废）	材料兑换	1	1	80		3	1	1	0	0	1	4930	longjing4												用于兑换4星进阶材料。#H获得途径：组队副本	紫色	0	4000	0	0	0			0	0	0	1	1	0
26374	五级龙魄（废）	材料兑换	1	1	100		3	1	1	0	0	1	4930	longjing5												用于兑换5星进阶材料。#H获得途径：组队副本	紫色	0	5000	0	0	0			0	0	0	1	1	0
26375	六级龙魄（废）	材料兑换	1	1	120		3	1	1	0	0	1	4930	longjing6												用于兑换6星进阶材料。#H获得途径：组队副本	紫色	0	6000	0	0	0			0	0	0	1	1	0
26376	一阶龙心（废）	养龙培养	1	4	1		4	1	1	0	0	1	4810	gulongxue1												1阶龙神进阶材料	黄色	0	1000	0	0	0			0	0	0	1	1	0
26377	二阶龙心（废）	养龙培养	1	4	40		4	1	1	0	0	1	4810	gulongxue2												2阶龙神进阶材料	黄色	0	2000	0	0	0			0	0	0	1	1	0
26378	三阶龙心（废）	养龙培养	1	4	60		4	1	1	0	0	1	4810	gulongxue3												3阶龙神进阶材料	黄色	0	3000	0	0	0			0	0	0	1	1	0
26379	四阶龙心（废）	养龙培养	1	4	80		4	1	1	0	0	1	4810	gulongxue4												4阶龙神进阶材料	黄色	0	4000	0	0	0			0	0	0	1	1	0
26380	五阶龙心（废）	养龙培养	1	4	100		4	1	1	0	0	1	4810	gulongxue5												5阶龙神进阶材料	黄色	0	5000	0	0	0			0	0	0	1	1	0
26381	六阶龙心（废）	养龙培养	1	4	120		4	1	1	0	0	1	4810	gulongxue5												6阶龙神进阶材料	黄色	0	5000	0	0	0			0	0	0	1	1	0
26382	全民大礼包（1）	礼包	1	1	1		4	0	1	1	1	1	4990	tuangoulibao03												打开后获得二级宝石礼盒×1	黄色	0	0	0	0	0			0	0	0	1	1	0
26383	全民大礼包（2）	礼包	1	1	1		4	0	1	1	1	1	4990	tuangoulibao03												打开后获得二级符文礼盒×1	黄色	0	0	0	0	0			0	0	0	1	1	0
26384	全民大礼包（3）	礼包	1	1	1		4	0	1	1	1	1	4990	tuangoulibao01												打开后获得四级宝石礼盒×1,三级生命宝石×1	黄色	0	0	0	0	0			0	0	0	1	1	0
26385	全民大礼包（4）	礼包	1	1	1		4	0	1	1	1	1	4990	tuangoulibao01												打开后获得四级符文礼盒×1	黄色	0	0	0	0	0			0	0	0	1	1	0
26386	全民大礼包（5）	礼包	1	1	1		4	0	1	1	1	1	4990	tuangoulibao02												打开后获得紫色天蝎座女神·碎片×30	黄色	0	0	0	0	0			0	0	0	1	1	0
26387	全民大礼包（6）	礼包	1	1	1		4	0	1	1	1	1	4990	tuangoulibao02												打开后获得紫色摩羯座女神·碎片×30	黄色	0	0	0	0	0			0	0	0	1	1	0
26388	全民大礼包（7）	礼包	1	1	1		4	0	1	1	1	1	4990	tuangoulibao02												打开后获得天赋卡钥匙	黄色	0	0	0	0	0			0	0	0	1	1	0
26389	（一）福利宝箱01	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang1												打开后获得金币+50000	紫色	0	0	0	0	0			0	0	0	1	0	0
26390	（一）福利宝箱02	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang2												打开后获得金币+100000，坐骑培养石*1	紫色	0	0	0	0	0			0	0	0	1	0	0
26391	（一）福利宝箱03	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang3												打开后获得金币+150000，坐骑培养石*1	紫色	0	0	0	0	0			0	0	0	1	0	0
26392	（一）福利宝箱04	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang4												打开后获得金币+200000，坐骑培养石*1，龙晶*10	紫色	0	0	0	0	0			0	0	0	1	0	0
26393	（一）福利宝箱05	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang5												打开后获得金币+250000，坐骑培养石*1，龙晶*15	紫色	0	0	0	0	0			0	0	0	1	0	0
26394	（一）福利宝箱06	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang6												打开后获得金币+300000，坐骑培养石*1，龙晶*20	紫色	0	0	0	0	0			0	0	0	1	0	0
26395	（一）福利宝箱07	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang7												打开后获得金币+500000，坐骑培养石*2，龙晶*30	紫色	0	0	0	0	0			0	0	0	1	0	0
26396	（二）福利宝箱01	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang1												打开后获得金币+50000	紫色	0	0	0	0	0			0	0	0	1	0	0
26397	（二）福利宝箱02	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang2												打开后获得金币+100000，坐骑培养石*1	紫色	0	0	0	0	0			0	0	0	1	0	0
26398	（二）福利宝箱03	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang3												打开后获得金币+150000，坐骑培养石*1	紫色	0	0	0	0	0			0	0	0	1	0	0
26399	（二）福利宝箱04	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang4												打开后获得金币+200000，坐骑培养石*1，龙晶*10	紫色	0	0	0	0	0			0	0	0	1	0	0
26400	（二）福利宝箱05	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang5												打开后获得金币+250000，坐骑培养石*1，龙晶*15	紫色	0	0	0	0	0			0	0	0	1	0	0
26401	（二）福利宝箱06	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang6												打开后获得金币+300000，坐骑培养石*1，龙晶*20	紫色	0	0	0	0	0			0	0	0	1	0	0
26402	（二）福利宝箱07	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang7												打开后获得金币+500000，坐骑培养石*2，龙晶*30	紫色	0	0	0	0	0			0	0	0	1	0	0
26403	（三）福利宝箱01	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang1												打开后获得金币+100000	紫色	0	0	0	0	0			0	0	0	1	0	0
26404	（三）福利宝箱02	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang2												打开后获得金币+200000，龙晶*20	紫色	0	0	0	0	0			0	0	0	1	0	0
26405	（三）福利宝箱03	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang3												打开后获得金币+300000，龙晶*30	紫色	0	0	0	0	0			0	0	0	1	0	0
26406	（三）福利宝箱04	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang4												打开后获得金币+500000，龙晶*60	紫色	0	0	0	0	0			0	0	0	1	0	0
26407	（三）福利宝箱05	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang5												打开后获得金币+750000，龙晶*80	紫色	0	0	0	0	0			0	0	0	1	0	0
26408	（三）福利宝箱06	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang6												打开后获得金币+1000000，龙晶*100	紫色	0	0	0	0	0			0	0	0	1	0	0
26409	（三）福利宝箱07	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang7												打开后获得金币+1500000，龙晶*120	紫色	0	0	0	0	0			0	0	0	1	0	0
26410	（四）福利宝箱01	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang1												打开后获得金币+100000	紫色	0	0	0	0	0			0	0	0	1	0	0
26411	（四）福利宝箱02	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang2												打开后获得金币+200000，龙晶*20	紫色	0	0	0	0	0			0	0	0	1	0	0
26412	（四）福利宝箱03	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang3												打开后获得金币+300000，龙晶*30	紫色	0	0	0	0	0			0	0	0	1	0	0
26413	（四）福利宝箱04	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang4												打开后获得金币+500000，龙晶*60	紫色	0	0	0	0	0			0	0	0	1	0	0
26414	（四）福利宝箱05	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang5												打开后获得金币+750000，龙晶*80	紫色	0	0	0	0	0			0	0	0	1	0	0
26415	（四）福利宝箱06	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang6												打开后获得金币+1000000，龙晶*100	紫色	0	0	0	0	0			0	0	0	1	0	0
26416	（四）福利宝箱07	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang7												打开后获得金币+1500000，龙晶*120	紫色	0	0	0	0	0			0	0	0	1	0	0
26417	（五）福利宝箱01	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang1												打开后获得金币+1000000	紫色	0	0	0	0	0			0	0	0	1	0	0
26418	（五）福利宝箱02	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang2												打开后获得金币+1000000，天灵石*10	紫色	0	0	0	0	0			0	0	0	1	0	0
26419	（五）福利宝箱03	宝箱	1	1	1		2	0	1	1	1	1	4900	wusuobaoxiang3												打开后获得金币+1500000，天灵石*20	紫色	0	0	0	0	0			0	0	0	1	0	0
