goodId	rangeId	levelRange	item	des	itemCnt	rateValue	originalUnbindRMB	needUnbindRMB	RMBType	needScore	discountFlag	isLowestPrice
295	4	65,79	(26676,1)	时装之魄	1	1000	298	120	1	300	SDJNH_4z	1
296	5	80,89	(26676,1)	时装之魄	1	1000	298	120	1	300	SDJNH_4z	1
297	6	90,99	(26676,1)	时装之魄	1	1000	298	120	1	300	SDJNH_4z	1
298	7	100,119	(26676,1)	时装之魄	1	1000	298	120	1	300	SDJNH_4z	1
299	8	120,139	(26676,1)	时装之魄	1	1000	298	120	1	300	SDJNH_4z	1
300	9	140,179	(26676,1)	时装之魄	1	1000	298	120	1	300	SDJNH_4z	1
301	5	80,89	(26298,5)	圣器附魔石	1	1000	250	112	1	200	SDJNH_4z	1
302	6	90,99	(26298,5)	圣器附魔石	1	1000	250	112	1	200	SDJNH_4z	1
303	7	100,119	(26298,5)	圣器附魔石	1	1000	250	112	1	200	SDJNH_4z	1
304	8	120,139	(26298,5)	圣器附魔石	1	1000	250	112	1	200	SDJNH_4z	1
305	9	140,179	(26298,5)	圣器附魔石	1	1000	250	112	1	200	SDJNH_4z	1
306	3	60,64	(26936,10)	魂炼之石	1	1000	100	60	1	60	SDJNH_6z	1
307	4	65,79	(26936,10)	魂炼之石	1	1000	100	60	1	60	SDJNH_6z	1
308	5	80,89	(26936,10)	魂炼之石	1	1000	100	60	1	60	SDJNH_6z	1
309	6	90,99	(26936,10)	魂炼之石	1	1000	100	60	1	60	SDJNH_6z	1
310	7	100,119	(26936,10)	魂炼之石	1	1000	100	60	1	60	SDJNH_6z	1
311	8	120,139	(26936,10)	魂炼之石	1	1000	100	60	1	60	SDJNH_6z	1
312	9	140,179	(26936,10)	魂炼之石	1	1000	100	60	1	60	SDJNH_6z	1
313	2	40,59	(26925,5)	生命之源	1	1000	125	50	1	50	SDJNH_4z	1
314	3	60,64	(26925,5)	生命之源	1	1000	125	50	1	50	SDJNH_4z	1
315	4	65,79	(26925,5)	生命之源	1	1000	125	50	1	50	SDJNH_4z	1
316	5	80,89	(26925,5)	生命之源	1	1000	125	50	1	50	SDJNH_4z	1
317	6	90,99	(26925,5)	生命之源	1	1000	125	50	1	50	SDJNH_4z	1
318	7	100,119	(26925,5)	生命之源	1	1000	125	50	1	50	SDJNH_4z	1
319	8	120,139	(26925,5)	生命之源	1	1000	125	50	1	50	SDJNH_4z	1
320	9	140,179	(26925,5)	生命之源	1	1000	125	50	1	50	SDJNH_4z	1
321	2	40,59	(26924,5)	生命结晶	1	1000	125	50	1	50	SDJNH_4z	1
322	3	60,64	(26924,5)	生命结晶	1	1000	125	50	1	50	SDJNH_4z	1
323	4	65,79	(26924,5)	生命结晶	1	1000	125	50	1	50	SDJNH_4z	1
324	5	80,89	(26924,5)	生命结晶	1	1000	125	50	1	50	SDJNH_4z	1
325	6	90,99	(26924,5)	生命结晶	1	1000	125	50	1	50	SDJNH_4z	1
326	7	100,119	(26924,5)	生命结晶	1	1000	125	50	1	50	SDJNH_4z	1
327	8	120,139	(26924,5)	生命结晶	1	1000	125	50	1	50	SDJNH_4z	1
328	9	140,179	(26924,5)	生命结晶	1	1000	125	50	1	50	SDJNH_4z	1
329	5	80,89	(27041,5)	龙脉精华	1	1000	150	75	1	75	SDJNH_5z	1
330	6	90,99	(27041,5)	龙脉精华	1	1000	150	75	1	75	SDJNH_5z	1
331	7	100,119	(27041,5)	龙脉精华	1	1000	150	75	1	75	SDJNH_5z	1
332	8	120,139	(27041,5)	龙脉精华	1	1000	150	75	1	75	SDJNH_5z	1
333	9	140,179	(27041,5)	龙脉精华	1	1000	150	75	1	75	SDJNH_5z	1
334	5	80,89	(27042,5)	龙脉精魄	1	1000	150	75	1	75	SDJNH_5z	1
335	6	90,99	(27042,5)	龙脉精魄	1	1000	150	75	1	75	SDJNH_5z	1
336	7	100,119	(27042,5)	龙脉精魄	1	1000	150	75	1	75	SDJNH_5z	1
337	8	120,139	(27042,5)	龙脉精魄	1	1000	150	75	1	75	SDJNH_5z	1
338	9	140,179	(27042,5)	龙脉精魄	1	1000	150	75	1	75	SDJNH_5z	1
339	1	30,39	(26026,1)	四级宝石礼盒	1	1000	120	25	1	50	SDJNH_2z	1
340	2	40,59	(26026,1)	四级宝石礼盒	1	1000	120	25	1	50	SDJNH_2z	1
341	3	60,64	(26026,1)	四级宝石礼盒	1	1000	120	25	1	50	SDJNH_2z	1
342	4	65,79	(26026,1)	四级宝石礼盒	1	1000	120	25	1	50	SDJNH_2z	1
343	5	80,89	(26026,1)	四级宝石礼盒	1	1000	120	25	1	50	SDJNH_2z	1
344	6	90,99	(26026,1)	四级宝石礼盒	1	1000	120	25	1	50	SDJNH_2z	1
345	7	100,119	(26026,1)	四级宝石礼盒	1	1000	120	25	1	50	SDJNH_2z	1
346	8	120,139	(26026,1)	四级宝石礼盒	1	1000	120	25	1	50	SDJNH_2z	1
347	9	140,179	(26026,1)	四级宝石礼盒	1	1000	120	25	1	50	SDJNH_2z	1
348	3	60,64	(26227,1)	四级符文礼盒	1	1000	120	36	1	50	SDJNH_3z	1
349	4	65,79	(26227,1)	四级符文礼盒	1	1000	120	36	1	50	SDJNH_3z	1
350	5	80,89	(26227,1)	四级符文礼盒	1	1000	120	36	1	50	SDJNH_3z	1
351	6	90,99	(26227,1)	四级符文礼盒	1	1000	120	36	1	50	SDJNH_3z	1
352	7	100,119	(26227,1)	四级符文礼盒	1	1000	120	36	1	50	SDJNH_3z	1
353	8	120,139	(26227,1)	四级符文礼盒	1	1000	120	36	1	50	SDJNH_3z	1
354	9	140,179	(26227,1)	四级符文礼盒	1	1000	120	36	1	50	SDJNH_3z	1
355	1	30,39	(25656,1)	一星召唤令	1	1000	250	25	1	50	SDJNH_1z	1
356	2	40,59	(25657,1)	二星召唤令	1	1000	250	25	1	50	SDJNH_1z	1
357	3	60,64	(25658,1)	三星召唤令	1	1000	250	25	1	50	SDJNH_1z	1
358	4	65,79	(25658,1)	三星召唤令	1	1000	250	25	1	50	SDJNH_1z	1
359	5	80,89	(25659,1)	四星召唤令	1	1000	250	25	1	50	SDJNH_1z	1
360	6	90,99	(25659,1)	四星召唤令	1	1000	250	25	1	50	SDJNH_1z	1
361	7	100,119	(25660,1)	五星召唤令	1	1000	250	25	1	50	SDJNH_1z	1
362	8	120,139	(26525,1)	六星召唤令	1	1000	250	25	1	50	SDJNH_1z	1
363	9	140,179	(27047,1)	七星召唤令	1	1000	250	25	1	50	SDJNH_1z	1
364	1	30,39	(26033,1)	二级宝石礼盒	1	1000	30	1	1	20	SDJNH_1z	1
365	2	40,59	(26033,1)	二级宝石礼盒	1	1000	30	1	1	20	SDJNH_1z	1
366	3	60,64	(26033,1)	二级宝石礼盒	1	1000	30	1	1	20	SDJNH_1z	1
367	4	65,79	(26033,1)	二级宝石礼盒	1	1000	30	1	1	20	SDJNH_1z	1
368	5	80,89	(26033,1)	二级宝石礼盒	1	1000	30	1	1	20	SDJNH_1z	1
369	6	90,99	(26033,1)	二级宝石礼盒	1	1000	30	1	1	20	SDJNH_1z	1
370	7	100,119	(26033,1)	二级宝石礼盒	1	1000	30	1	1	20	SDJNH_1z	1
371	8	120,139	(26033,1)	二级宝石礼盒	1	1000	30	1	1	20	SDJNH_1z	1
372	9	140,179	(26033,1)	二级宝石礼盒	1	1000	30	1	1	20	SDJNH_1z	1
373	3	60,64	(26119,1)	二级符文礼盒	1	1000	30	2	1	20	SDJNH_1z	1
374	4	65,79	(26119,1)	二级符文礼盒	1	1000	30	2	1	20	SDJNH_1z	1
375	5	80,89	(26119,1)	二级符文礼盒	1	1000	30	2	1	20	SDJNH_1z	1
376	6	90,99	(26119,1)	二级符文礼盒	1	1000	30	2	1	20	SDJNH_1z	1
377	7	100,119	(26119,1)	二级符文礼盒	1	1000	30	2	1	20	SDJNH_1z	1
378	8	120,139	(26119,1)	二级符文礼盒	1	1000	30	2	1	20	SDJNH_1z	1
379	9	140,179	(26119,1)	二级符文礼盒	1	1000	30	2	1	20	SDJNH_1z	1
380	2	40,59	(26042,5)	占卜令	1	1000	1000	300	1	500	SDJNH_3z	1
381	3	60,64	(26042,5)	占卜令	1	1000	1000	300	1	500	SDJNH_3z	1
382	2	40,59	(26042,1)	占卜令	1	1000	200	80	1	100	SDJNH_4z	1
383	3	60,64	(26042,1)	占卜令	1	1000	200	80	1	100	SDJNH_4z	1
384	1	30,39	(27648,1)	新年大礼包	1	1000	240	100	1	20	SDJNH_4z	1
385	2	40,59	(27648,1)	新年大礼包	1	1000	240	100	1	20	SDJNH_4z	1
386	3	60,64	(27648,1)	新年大礼包	1	1000	240	100	1	20	SDJNH_4z	1
387	4	65,79	(27648,1)	新年大礼包	1	1000	240	100	1	20	SDJNH_4z	1
388	5	80,89	(27648,1)	新年大礼包	1	1000	240	100	1	20	SDJNH_4z	1
389	6	90,99	(27648,1)	新年大礼包	1	1000	240	100	1	20	SDJNH_4z	1
390	7	100,119	(27648,1)	新年大礼包	1	1000	240	100	1	20	SDJNH_4z	1
391	8	120,139	(27648,1)	新年大礼包	1	1000	240	100	1	20	SDJNH_4z	1
392	9	140,179	(27648,1)	新年大礼包	1	1000	240	100	1	20	SDJNH_4z	1
393	4	65,79	(37011,1)	青衣之恋	1	1000	1000	268	1	500	SDJNH_3z	1
394	5	80,89	(37011,1)	青衣之恋	1	1000	1000	268	1	500	SDJNH_3z	1
395	6	90,99	(37011,1)	青衣之恋	1	1000	1000	268	1	500	SDJNH_3z	1
396	7	100,119	(37011,1)	青衣之恋	1	1000	1000	268	1	500	SDJNH_3z	1
397	8	120,139	(37011,1)	青衣之恋	1	1000	1000	268	1	500	SDJNH_3z	1
398	9	140,179	(37011,1)	青衣之恋	1	1000	1000	268	1	500	SDJNH_3z	1
399	4	65,79	(37013,1)	紫陌倾城	1	1000	1000	268	1	500	SDJNH_3z	1
400	5	80,89	(37013,1)	紫陌倾城	1	1000	1000	268	1	500	SDJNH_3z	1
401	6	90,99	(37013,1)	紫陌倾城	1	1000	1000	268	1	500	SDJNH_3z	1
402	7	100,119	(37013,1)	紫陌倾城	1	1000	1000	268	1	500	SDJNH_3z	1
403	8	120,139	(37013,1)	紫陌倾城	1	1000	1000	268	1	500	SDJNH_3z	1
404	9	140,179	(37013,1)	紫陌倾城	1	1000	1000	268	1	500	SDJNH_3z	1
405	2	40,59	(37018,1)	幽影	1	1000	488	179	1	400	SDJNH_4z	1
406	3	60,64	(37018,1)	幽影	1	1000	488	179	1	400	SDJNH_4z	1
407	4	65,79	(37018,1)	幽影	1	1000	488	179	1	400	SDJNH_4z	1
408	5	80,89	(37018,1)	幽影	1	1000	488	179	1	400	SDJNH_4z	1
409	6	90,99	(37018,1)	幽影	1	1000	488	179	1	400	SDJNH_4z	1
410	7	100,119	(37018,1)	幽影	1	1000	488	179	1	400	SDJNH_4z	1
411	8	120,139	(37018,1)	幽影	1	1000	488	179	1	400	SDJNH_4z	1
412	9	140,179	(37018,1)	幽影	1	1000	488	179	1	400	SDJNH_4z	1
413	2	40,59	(37019,1)	幽灵	1	1000	488	179	1	400	SDJNH_4z	1
414	3	60,64	(37019,1)	幽灵	1	1000	488	179	1	400	SDJNH_4z	1
415	4	65,79	(37019,1)	幽灵	1	1000	488	179	1	400	SDJNH_4z	1
416	5	80,89	(37019,1)	幽灵	1	1000	488	179	1	400	SDJNH_4z	1
417	6	90,99	(37019,1)	幽灵	1	1000	488	179	1	400	SDJNH_4z	1
418	7	100,119	(37019,1)	幽灵	1	1000	488	179	1	400	SDJNH_4z	1
419	8	120,139	(37019,1)	幽灵	1	1000	488	179	1	400	SDJNH_4z	1
420	9	140,179	(37019,1)	幽灵	1	1000	488	179	1	400	SDJNH_4z	1
421	2	40,59	(37020,1)	幽鬼	1	1000	388	149	1	400	SDJNH_4z	1
422	3	60,64	(37020,1)	幽鬼	1	1000	388	149	1	400	SDJNH_4z	1
423	4	65,79	(37020,1)	幽鬼	1	1000	388	149	1	400	SDJNH_4z	1
424	5	80,89	(37020,1)	幽鬼	1	1000	388	149	1	400	SDJNH_4z	1
425	6	90,99	(37020,1)	幽鬼	1	1000	388	149	1	400	SDJNH_4z	1
426	7	100,119	(37020,1)	幽鬼	1	1000	388	149	1	400	SDJNH_4z	1
427	8	120,139	(37020,1)	幽鬼	1	1000	388	149	1	400	SDJNH_4z	1
428	9	140,179	(37020,1)	幽鬼	1	1000	388	149	1	400	SDJNH_4z	1
429	1	30,39	(26226,1)	七级宝石礼盒	1	1000	960	298	1	1000	SDJNH_3z	1
430	2	40,59	(26226,1)	七级宝石礼盒	1	1000	960	298	1	1000	SDJNH_3z	1
431	3	60,64	(26226,1)	七级宝石礼盒	1	1000	960	298	1	1000	SDJNH_3z	1
432	4	65,79	(26226,1)	七级宝石礼盒	1	1000	960	298	1	1000	SDJNH_3z	1
433	5	80,89	(26226,1)	七级宝石礼盒	1	1000	960	298	1	1000	SDJNH_3z	1
434	6	90,99	(26226,1)	七级宝石礼盒	1	1000	960	298	1	1000	SDJNH_3z	1
435	7	100,119	(26226,1)	七级宝石礼盒	1	1000	960	298	1	1000	SDJNH_3z	1
436	8	120,139	(26226,1)	七级宝石礼盒	1	1000	960	298	1	1000	SDJNH_3z	1
437	9	140,179	(26226,1)	七级宝石礼盒	1	1000	960	298	1	1000	SDJNH_3z	1
438	3	60,64	(26230,1)	七级符文礼盒	1	1000	960	384	1	1000	SDJNH_4z	1
439	4	65,79	(26230,1)	七级符文礼盒	1	1000	960	384	1	1000	SDJNH_4z	1
440	5	80,89	(26230,1)	七级符文礼盒	1	1000	960	384	1	1000	SDJNH_4z	1
441	6	90,99	(26230,1)	七级符文礼盒	1	1000	960	384	1	1000	SDJNH_4z	1
442	7	100,119	(26230,1)	七级符文礼盒	1	1000	960	384	1	1000	SDJNH_4z	1
443	8	120,139	(26230,1)	七级符文礼盒	1	1000	960	384	1	1000	SDJNH_4z	1
444	9	140,179	(26230,1)	七级符文礼盒	1	1000	960	384	1	1000	SDJNH_4z	1
445	3	60,64	(25797,1)	九级暴击宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
446	4	65,79	(25797,1)	九级暴击宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
447	5	80,89	(25797,1)	九级暴击宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
448	6	90,99	(25797,1)	九级暴击宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
449	7	100,119	(25797,1)	九级暴击宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
450	8	120,139	(25797,1)	九级暴击宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
451	9	140,179	(25797,1)	九级暴击宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
452	3	60,64	(25948,1)	九级英勇符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
453	4	65,79	(25948,1)	九级英勇符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
454	5	80,89	(25948,1)	九级英勇符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
455	6	90,99	(25948,1)	九级英勇符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
456	7	100,119	(25948,1)	九级英勇符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
457	8	120,139	(25948,1)	九级英勇符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
458	9	140,179	(25948,1)	九级英勇符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
459	3	60,64	(37007,1)	恶魔之翼	1	1000	1888	888	1	20000	SDJNH_5z	1
460	4	65,79	(37007,1)	恶魔之翼	1	1000	1888	888	1	20000	SDJNH_5z	1
461	5	80,89	(37007,1)	恶魔之翼	1	1000	1888	888	1	20000	SDJNH_5z	1
462	6	90,99	(37007,1)	恶魔之翼	1	1000	1888	888	1	20000	SDJNH_5z	1
463	7	100,119	(37007,1)	恶魔之翼	1	1000	1888	888	1	20000	SDJNH_5z	1
464	8	120,139	(37007,1)	恶魔之翼	1	1000	1888	888	1	20000	SDJNH_5z	1
465	9	140,179	(37007,1)	恶魔之翼	1	1000	1888	888	1	20000	SDJNH_5z	1
466	5	80,89	(26458,1)	射手座女神（紫）	1	1000	5888	1998	1	20000	SDJNH_3z	1
467	6	90,99	(26458,1)	射手座女神（紫）	1	1000	5888	1998	1	20000	SDJNH_3z	1
468	7	100,119	(26458,1)	射手座女神（紫）	1	1000	5888	1998	1	20000	SDJNH_3z	1
469	8	120,139	(26458,1)	射手座女神（紫）	1	1000	5888	1998	1	20000	SDJNH_3z	1
470	9	140,179	(26458,1)	射手座女神（紫）	1	1000	5888	1998	1	20000	SDJNH_3z	1
471	5	80,89	(26459,1)	射手座女神（橙）	1	1000	25888	8888	1	50000	SDJNH_3z	1
472	6	90,99	(26459,1)	射手座女神（橙）	1	1000	25888	8888	1	50000	SDJNH_3z	1
473	7	100,119	(26459,1)	射手座女神（橙）	1	1000	25888	8888	1	50000	SDJNH_3z	1
474	8	120,139	(26459,1)	射手座女神（橙）	1	1000	25888	8888	1	50000	SDJNH_3z	1
475	9	140,179	(26459,1)	射手座女神（橙）	1	1000	25888	8888	1	50000	SDJNH_3z	1
476	7	100,119	(27587,10)	装备洗练石	1	1000	100	50	1	50	SDJNH_5z	1
477	8	120,139	(27587,10)	装备洗练石	1	1000	100	50	1	50	SDJNH_5z	1
478	9	140,179	(27587,10)	装备洗练石	1	1000	100	50	1	50	SDJNH_5z	1
479	1	30,39	(25793,1)	九级物攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
480	2	40,59	(25793,1)	九级物攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
481	3	60,64	(25793,1)	九级物攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
482	4	65,79	(25793,1)	九级物攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
483	5	80,89	(25793,1)	九级物攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
484	6	90,99	(25793,1)	九级物攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
485	7	100,119	(25793,1)	九级物攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
486	8	120,139	(25793,1)	九级物攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
487	9	140,179	(25793,1)	九级物攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
488	1	30,39	(25794,1)	九级法攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
489	2	40,59	(25794,1)	九级法攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
490	3	60,64	(25794,1)	九级法攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
491	4	65,79	(25794,1)	九级法攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
492	5	80,89	(25794,1)	九级法攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
493	6	90,99	(25794,1)	九级法攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
494	7	100,119	(25794,1)	九级法攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
495	8	120,139	(25794,1)	九级法攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
496	9	140,179	(25794,1)	九级法攻宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
497	3	60,64	(25798,1)	九级免暴宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
498	4	65,79	(25798,1)	九级免暴宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
499	5	80,89	(25798,1)	九级免暴宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
500	6	90,99	(25798,1)	九级免暴宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
501	7	100,119	(25798,1)	九级免暴宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
502	8	120,139	(25798,1)	九级免暴宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
503	9	140,179	(25798,1)	九级免暴宝石	1	1000	3840	1536	1	3000	SDJNH_4z	1
504	3	60,64	(25950,1)	九级信仰符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
505	4	65,79	(25950,1)	九级信仰符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
506	5	80,89	(25950,1)	九级信仰符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
507	6	90,99	(25950,1)	九级信仰符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
508	7	100,119	(25950,1)	九级信仰符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
509	8	120,139	(25950,1)	九级信仰符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
510	9	140,179	(25950,1)	九级信仰符文	1	1000	3840	1920	1	3000	SDJNH_5z	1
511	6	90,99	(27570,10)	时装水晶石	1	1000	100	50	1	50	SDJNH_5z	1
512	7	100,119	(27570,10)	时装水晶石	1	1000	100	50	1	50	SDJNH_5z	1
513	8	120,139	(27570,10)	时装水晶石	1	1000	100	50	1	50	SDJNH_5z	1
514	9	140,179	(27570,10)	时装水晶石	1	1000	100	50	1	50	SDJNH_5z	1
