roundId	opponentCnt	rewardItem	needReset
8537	4	()	0
8538	3	()	0
8539	2	()	0
8540	1	()	1
8541	5	()	0
8542	4	()	0
8543	3	()	0
8544	2	()	0
8545	1	()	1
8546	5	()	0
8547	4	()	0
8548	3	()	0
8549	2	()	0
8550	1	()	1
8551	5	()	0
8552	4	()	0
8553	3	()	0
8554	2	()	0
8555	1	()	1
8556	5	()	0
8557	4	()	0
8558	3	()	0
8559	2	()	0
8560	1	()	1
8561	5	()	0
8562	4	()	0
8563	3	()	0
8564	2	()	0
8565	1	()	1
8566	5	()	0
8567	4	()	0
8568	3	()	0
8569	2	()	0
8570	1	()	1
8571	5	()	0
8572	4	()	0
8573	3	()	0
8574	2	()	0
8575	1	()	1
8576	5	()	0
8577	4	()	0
8578	3	()	0
8579	2	()	0
8580	1	()	1
8581	5	()	0
8582	4	()	0
8583	3	()	0
8584	2	()	0
8585	1	()	1
8586	5	()	0
8587	4	()	0
8588	3	()	0
8589	2	()	0
8590	1	()	1
8591	5	()	0
8592	4	()	0
8593	3	()	0
8594	2	()	0
8595	1	()	1
8596	5	()	0
8597	4	()	0
8598	3	()	0
8599	2	()	0
8600	1	()	1
8601	5	()	0
8602	4	()	0
8603	3	()	0
8604	2	()	0
8605	1	()	1
8606	5	()	0
8607	4	()	0
8608	3	()	0
8609	2	()	0
8610	1	()	1
8611	5	()	0
8612	4	()	0
8613	3	()	0
8614	2	()	0
8615	1	()	1
8616	5	()	0
8617	4	()	0
8618	3	()	0
8619	2	()	0
8620	1	()	1
8621	5	()	0
8622	4	()	0
8623	3	()	0
8624	2	()	0
8625	1	()	1
8626	5	()	0
8627	4	()	0
8628	3	()	0
8629	2	()	0
8630	1	()	1
8631	5	()	0
8632	4	()	0
8633	3	()	0
8634	2	()	0
8635	1	()	1
8636	5	()	0
8637	4	()	0
8638	3	()	0
8639	2	()	0
8640	1	()	1
8641	5	()	0
8642	4	()	0
8643	3	()	0
8644	2	()	0
8645	1	()	1
8646	5	()	0
8647	4	()	0
8648	3	()	0
8649	2	()	0
8650	1	()	1
8651	5	()	0
8652	4	()	0
8653	3	()	0
8654	2	()	0
8655	1	()	1
8656	5	()	0
8657	4	()	0
8658	3	()	0
8659	2	()	0
8660	1	()	1
8661	5	()	0
8662	4	()	0
8663	3	()	0
8664	2	()	0
8665	1	()	1
8666	5	()	0
8667	4	()	0
8668	3	()	0
8669	2	()	0
8670	1	()	1
8671	5	()	0
8672	4	()	0
8673	3	()	0
8674	2	()	0
8675	1	()	1
8676	5	()	0
8677	4	()	0
8678	3	()	0
8679	2	()	0
8680	1	()	1
8681	5	()	0
8682	4	()	0
8683	3	()	0
8684	2	()	0
8685	1	()	1
8686	5	()	0
8687	4	()	0
8688	3	()	0
8689	2	()	0
8690	1	()	1
8691	5	()	0
8692	4	()	0
8693	3	()	0
8694	2	()	0
8695	1	()	1
8696	5	()	0
8697	4	()	0
8698	3	()	0
8699	2	()	0
8700	1	()	1
8701	5	()	0
8702	4	()	0
8703	3	()	0
8704	2	()	0
8705	1	()	1
8706	5	()	0
8707	4	()	0
8708	3	()	0
8709	2	()	0
8710	1	()	1
8711	5	()	0
8712	4	()	0
8713	3	()	0
8714	2	()	0
8715	1	()	1
8716	5	()	0
8717	4	()	0
8718	3	()	0
8719	2	()	0
8720	1	()	1
8721	5	()	0
8722	4	()	0
8723	3	()	0
8724	2	()	0
8725	1	()	1
8726	5	()	0
8727	4	()	0
8728	3	()	0
8729	2	()	0
8730	1	()	1
8731	5	()	0
8732	4	()	0
8733	3	()	0
8734	2	()	0
8735	1	()	1
8736	5	()	0
8737	4	()	0
8738	3	()	0
8739	2	()	0
8740	1	()	1
8741	5	()	0
8742	4	()	0
8743	3	()	0
8744	2	()	0
8745	1	()	1
8746	5	()	0
8747	4	()	0
8748	3	()	0
8749	2	()	0
8750	1	()	1
8751	5	()	0
8752	4	()	0
8753	3	()	0
8754	2	()	0
8755	1	()	1
8756	5	()	0
8757	4	()	0
8758	3	()	0
8759	2	()	0
8760	1	()	1
8761	5	()	0
8762	4	()	0
8763	3	()	0
8764	2	()	0
8765	1	()	1
8766	5	()	0
8767	4	()	0
8768	3	()	0
8769	2	()	0
8770	1	()	1
8771	5	()	0
8772	4	()	0
8773	3	()	0
8774	2	()	0
8775	1	()	1
8776	5	()	0
8777	4	()	0
8778	3	()	0
8779	2	()	0
8780	1	()	1
8781	5	()	0
8782	4	()	0
8783	3	()	0
8784	2	()	0
8785	1	()	1
8786	5	()	0
8787	4	()	0
8788	3	()	0
8789	2	()	0
8790	1	()	1
8791	5	()	0
8792	4	()	0
8793	3	()	0
8794	2	()	0
8795	1	()	1
8796	5	()	0
8797	4	()	0
8798	3	()	0
8799	2	()	0
8800	1	()	1
8801	5	()	0
8802	4	()	0
8803	3	()	0
8804	2	()	0
8805	1	()	1
8806	5	()	0
8807	4	()	0
8808	3	()	0
8809	2	()	0
8810	1	()	1
8811	5	()	0
8812	4	()	0
8813	3	()	0
8814	2	()	0
8815	1	()	1
8816	5	()	0
8817	4	()	0
8818	3	()	0
8819	2	()	0
8820	1	()	1
8821	5	()	0
8822	4	()	0
8823	3	()	0
8824	2	()	0
8825	1	()	1
8826	5	()	0
8827	4	()	0
8828	3	()	0
8829	2	()	0
8830	1	()	1
8831	5	()	0
8832	4	()	0
8833	3	()	0
8834	2	()	0
8835	1	()	1
8836	5	()	0
8837	4	()	0
8838	3	()	0
8839	2	()	0
8840	1	()	1
8841	5	()	0
8842	4	()	0
8843	3	()	0
8844	2	()	0
8845	1	()	1
8846	5	()	0
8847	4	()	0
8848	3	()	0
8849	2	()	0
8850	1	()	1
8851	5	()	0
8852	4	()	0
8853	3	()	0
8854	2	()	0
8855	1	()	1
8856	5	()	0
8857	4	()	0
8858	3	()	0
8859	2	()	0
8860	1	()	1
8861	5	()	0
8862	4	()	0
8863	3	()	0
8864	2	()	0
8865	1	()	1
8866	5	()	0
8867	4	()	0
8868	3	()	0
8869	2	()	0
8870	1	()	1
8871	5	()	0
8872	4	()	0
8873	3	()	0
8874	2	()	0
8875	1	()	1
8876	5	()	0
8877	4	()	0
8878	3	()	0
8879	2	()	0
8880	1	()	1
8881	5	()	0
8882	4	()	0
8883	3	()	0
8884	2	()	0
8885	1	()	1
8886	5	()	0
8887	4	()	0
8888	3	()	0
8889	2	()	0
8890	1	()	1
8891	5	()	0
8892	4	()	0
8893	3	()	0
8894	2	()	0
8895	1	()	1
8896	5	()	0
8897	4	()	0
8898	3	()	0
8899	2	()	0
8900	1	()	1
8901	5	()	0
8902	4	()	0
8903	3	()	0
8904	2	()	0
8905	1	()	1
8906	5	()	0
8907	4	()	0
8908	3	()	0
8909	2	()	0
8910	1	()	1
8911	5	()	0
8912	4	()	0
8913	3	()	0
8914	2	()	0
8915	1	()	1
8916	5	()	0
8917	4	()	0
8918	3	()	0
8919	2	()	0
8920	1	()	1
8921	5	()	0
8922	4	()	0
8923	3	()	0
8924	2	()	0
8925	1	()	1
8926	5	()	0
8927	4	()	0
8928	3	()	0
8929	2	()	0
8930	1	()	1
8931	5	()	0
8932	4	()	0
8933	3	()	0
8934	2	()	0
8935	1	()	1
8936	5	()	0
8937	4	()	0
8938	3	()	0
8939	2	()	0
8940	1	()	1
8941	5	()	0
8942	4	()	0
8943	3	()	0
8944	2	()	0
8945	1	()	1
8946	5	()	0
8947	4	()	0
8948	3	()	0
8949	2	()	0
8950	1	()	1
8951	5	()	0
8952	4	()	0
8953	3	()	0
8954	2	()	0
8955	1	()	1
8956	5	()	0
8957	4	()	0
8958	3	()	0
8959	2	()	0
8960	1	()	1
8961	5	()	0
8962	4	()	0
8963	3	()	0
8964	2	()	0
8965	1	()	1
8966	5	()	0
8967	4	()	0
8968	3	()	0
8969	2	()	0
8970	1	()	1
8971	5	()	0
8972	4	()	0
8973	3	()	0
8974	2	()	0
8975	1	()	1
8976	5	()	0
8977	4	()	0
8978	3	()	0
8979	2	()	0
8980	1	()	1
8981	5	()	0
8982	4	()	0
8983	3	()	0
8984	2	()	0
8985	1	()	1
8986	5	()	0
8987	4	()	0
8988	3	()	0
8989	2	()	0
8990	1	()	1
8991	5	()	0
8992	4	()	0
8993	3	()	0
8994	2	()	0
8995	1	()	1
8996	5	()	0
8997	4	()	0
8998	3	()	0
8999	2	()	0
9000	1	()	1
9001	5	()	0
9002	4	()	0
9003	3	()	0
9004	2	()	0
9005	1	()	1
9006	5	()	0
9007	4	()	0
9008	3	()	0
9009	2	()	0
9010	1	()	1
9011	5	()	0
9012	4	()	0
9013	3	()	0
9014	2	()	0
9015	1	()	1
9016	5	()	0
9017	4	()	0
9018	3	()	0
9019	2	()	0
9020	1	()	1
9021	5	()	0
9022	4	()	0
9023	3	()	0
9024	2	()	0
9025	1	()	1
9026	5	()	0
9027	4	()	0
9028	3	()	0
9029	2	()	0
9030	1	()	1
9031	5	()	0
9032	4	()	0
9033	3	()	0
9034	2	()	0
9035	1	()	1
9036	5	()	0
9037	4	()	0
9038	3	()	0
9039	2	()	0
9040	1	()	1
9041	5	()	0
9042	4	()	0
9043	3	()	0
9044	2	()	0
9045	1	()	1
9046	5	()	0
9047	4	()	0
9048	3	()	0
9049	2	()	0
9050	1	()	1
9051	5	()	0
9052	4	()	0
9053	3	()	0
9054	2	()	0
9055	1	()	1
9056	5	()	0
9057	4	()	0
9058	3	()	0
9059	2	()	0
9060	1	()	1
9061	5	()	0
9062	4	()	0
9063	3	()	0
9064	2	()	0
9065	1	()	1
9066	5	()	0
9067	4	()	0
9068	3	()	0
9069	2	()	0
9070	1	()	1
9071	5	()	0
9072	4	()	0
9073	3	()	0
9074	2	()	0
9075	1	()	1
9076	5	()	0
9077	4	()	0
9078	3	()	0
9079	2	()	0
9080	1	()	1
9081	5	()	0
9082	4	()	0
9083	3	()	0
9084	2	()	0
9085	1	()	1
9086	5	()	0
9087	4	()	0
9088	3	()	0
9089	2	()	0
9090	1	()	1
9091	5	()	0
9092	4	()	0
9093	3	()	0
9094	2	()	0
9095	1	()	1
9096	5	()	0
9097	4	()	0
9098	3	()	0
9099	2	()	0
9100	1	()	1
9101	5	()	0
9102	4	()	0
9103	3	()	0
9104	2	()	0
9105	1	()	1
9106	5	()	0
9107	4	()	0
9108	3	()	0
9109	2	()	0
9110	1	()	1
9111	5	()	0
9112	4	()	0
9113	3	()	0
9114	2	()	0
9115	1	()	1
9116	5	()	0
9117	4	()	0
9118	3	()	0
9119	2	()	0
9120	1	()	1
9121	5	()	0
9122	4	()	0
9123	3	()	0
9124	2	()	0
9125	1	()	1
9126	5	()	0
9127	4	()	0
9128	3	()	0
9129	2	()	0
9130	1	()	1
9131	5	()	0
9132	4	()	0
9133	3	()	0
9134	2	()	0
9135	1	()	1
9136	5	()	0
9137	4	()	0
9138	3	()	0
9139	2	()	0
9140	1	()	1
9141	5	()	0
9142	4	()	0
9143	3	()	0
9144	2	()	0
9145	1	()	1
9146	5	()	0
9147	4	()	0
9148	3	()	0
9149	2	()	0
9150	1	()	1
9151	5	()	0
9152	4	()	0
9153	3	()	0
9154	2	()	0
9155	1	()	1
9156	5	()	0
9157	4	()	0
9158	3	()	0
9159	2	()	0
9160	1	()	1
9161	5	()	0
9162	4	()	0
9163	3	()	0
9164	2	()	0
9165	1	()	1
9166	5	()	0
9167	4	()	0
9168	3	()	0
9169	2	()	0
9170	1	()	1
9171	5	()	0
9172	4	()	0
9173	3	()	0
9174	2	()	0
9175	1	()	1
9176	5	()	0
9177	4	()	0
9178	3	()	0
9179	2	()	0
9180	1	()	1
9181	5	()	0
9182	4	()	0
9183	3	()	0
9184	2	()	0
9185	1	()	1
9186	5	()	0
9187	4	()	0
9188	3	()	0
9189	2	()	0
9190	1	()	1
9191	5	()	0
9192	4	()	0
9193	3	()	0
9194	2	()	0
9195	1	()	1
9196	5	()	0
9197	4	()	0
9198	3	()	0
9199	2	()	0
9200	1	()	1
9201	5	()	0
9202	4	()	0
9203	3	()	0
9204	2	()	0
9205	1	()	1
9206	5	()	0
9207	4	()	0
9208	3	()	0
9209	2	()	0
9210	1	()	1
9211	5	()	0
9212	4	()	0
9213	3	()	0
9214	2	()	0
9215	1	()	1
9216	5	()	0
9217	4	()	0
9218	3	()	0
9219	2	()	0
9220	1	()	1
9221	5	()	0
9222	4	()	0
9223	3	()	0
9224	2	()	0
9225	1	()	1
9226	5	()	0
9227	4	()	0
9228	3	()	0
9229	2	()	0
9230	1	()	1
9231	5	()	0
9232	4	()	0
9233	3	()	0
9234	2	()	0
9235	1	()	1
9236	5	()	0
9237	4	()	0
9238	3	()	0
9239	2	()	0
9240	1	()	1
9241	5	()	0
9242	4	()	0
9243	3	()	0
9244	2	()	0
9245	1	()	1
9246	5	()	0
9247	4	()	0
9248	3	()	0
9249	2	()	0
9250	1	()	1
9251	5	()	0
9252	4	()	0
9253	3	()	0
9254	2	()	0
9255	1	()	1
9256	5	()	0
9257	4	()	0
9258	3	()	0
9259	2	()	0
9260	1	()	1
9261	5	()	0
9262	4	()	0
9263	3	()	0
9264	2	()	0
9265	1	()	1
9266	5	()	0
9267	4	()	0
9268	3	()	0
9269	2	()	0
9270	1	()	1
9271	5	()	0
9272	4	()	0
9273	3	()	0
9274	2	()	0
9275	1	()	1
9276	5	()	0
9277	4	()	0
9278	3	()	0
9279	2	()	0
9280	1	()	1
9281	5	()	0
9282	4	()	0
9283	3	()	0
9284	2	()	0
9285	1	()	1
9286	5	()	0
9287	4	()	0
9288	3	()	0
9289	2	()	0
9290	1	()	1
9291	5	()	0
9292	4	()	0
9293	3	()	0
9294	2	()	0
9295	1	()	1
9296	5	()	0
9297	4	()	0
9298	3	()	0
9299	2	()	0
9300	1	()	1
9301	5	()	0
9302	4	()	0
9303	3	()	0
9304	2	()	0
9305	1	()	1
9306	5	()	0
9307	4	()	0
9308	3	()	0
9309	2	()	0
9310	1	()	1
9311	5	()	0
9312	4	()	0
9313	3	()	0
9314	2	()	0
9315	1	()	1
9316	5	()	0
9317	4	()	0
9318	3	()	0
9319	2	()	0
9320	1	()	1
9321	5	()	0
9322	4	()	0
9323	3	()	0
9324	2	()	0
9325	1	()	1
9326	5	()	0
9327	4	()	0
9328	3	()	0
9329	2	()	0
9330	1	()	1
9331	5	()	0
9332	4	()	0
9333	3	()	0
9334	2	()	0
9335	1	()	1
9336	5	()	0
9337	4	()	0
9338	3	()	0
9339	2	()	0
9340	1	()	1
9341	5	()	0
9342	4	()	0
9343	3	()	0
9344	2	()	0
9345	1	()	1
9346	5	()	0
9347	4	()	0
9348	3	()	0
9349	2	()	0
9350	1	()	1
9351	5	()	0
9352	4	()	0
9353	3	()	0
9354	2	()	0
9355	1	()	1
9356	5	()	0
9357	4	()	0
9358	3	()	0
9359	2	()	0
9360	1	()	1
9361	5	()	0
9362	4	()	0
9363	3	()	0
9364	2	()	0
9365	1	()	1
9366	5	()	0
9367	4	()	0
9368	3	()	0
9369	2	()	0
9370	1	()	1
9371	5	()	0
9372	4	()	0
9373	3	()	0
9374	2	()	0
9375	1	()	1
9376	5	()	0
9377	4	()	0
9378	3	()	0
9379	2	()	0
9380	1	()	1
9381	5	()	0
9382	4	()	0
9383	3	()	0
9384	2	()	0
9385	1	()	1
9386	5	()	0
9387	4	()	0
9388	3	()	0
9389	2	()	0
9390	1	()	1
9391	5	()	0
9392	4	()	0
9393	3	()	0
9394	2	()	0
9395	1	()	1
9396	5	()	0
9397	4	()	0
9398	3	()	0
9399	2	()	0
9400	1	()	1
9401	5	()	0
9402	4	()	0
9403	3	()	0
9404	2	()	0
9405	1	()	1
9406	5	()	0
9407	4	()	0
9408	3	()	0
9409	2	()	0
9410	1	()	1
9411	5	()	0
9412	4	()	0
9413	3	()	0
9414	2	()	0
9415	1	()	1
9416	5	()	0
9417	4	()	0
9418	3	()	0
9419	2	()	0
9420	1	()	1
9421	5	()	0
9422	4	()	0
9423	3	()	0
9424	2	()	0
9425	1	()	1
9426	5	()	0
9427	4	()	0
9428	3	()	0
9429	2	()	0
9430	1	()	1
9431	5	()	0
9432	4	()	0
9433	3	()	0
9434	2	()	0
9435	1	()	1
9436	5	()	0
9437	4	()	0
9438	3	()	0
9439	2	()	0
9440	1	()	1
9441	5	()	0
9442	4	()	0
9443	3	()	0
9444	2	()	0
9445	1	()	1
9446	5	()	0
9447	4	()	0
9448	3	()	0
9449	2	()	0
9450	1	()	1
9451	5	()	0
9452	4	()	0
9453	3	()	0
9454	2	()	0
9455	1	()	1
9456	5	()	0
9457	4	()	0
9458	3	()	0
9459	2	()	0
9460	1	()	1
9461	5	()	0
9462	4	()	0
9463	3	()	0
9464	2	()	0
9465	1	()	1
9466	5	()	0
9467	4	()	0
9468	3	()	0
9469	2	()	0
9470	1	()	1
9471	5	()	0
9472	4	()	0
9473	3	()	0
9474	2	()	0
9475	1	()	1
9476	5	()	0
9477	4	()	0
9478	3	()	0
9479	2	()	0
9480	1	()	1
9481	5	()	0
9482	4	()	0
9483	3	()	0
9484	2	()	0
9485	1	()	1
9486	5	()	0
9487	4	()	0
9488	3	()	0
9489	2	()	0
9490	1	()	1
9491	5	()	0
9492	4	()	0
9493	3	()	0
9494	2	()	0
9495	1	()	1
9496	5	()	0
9497	4	()	0
9498	3	()	0
9499	2	()	0
9500	1	()	1
9501	5	()	0
9502	4	()	0
9503	3	()	0
9504	2	()	0
9505	1	()	1
9506	5	()	0
9507	4	()	0
9508	3	()	0
9509	2	()	0
9510	1	()	1
9511	5	()	0
9512	4	()	0
9513	3	()	0
9514	2	()	0
9515	1	()	1
9516	5	()	0
9517	4	()	0
9518	3	()	0
9519	2	()	0
9520	1	()	1
9521	5	()	0
9522	4	()	0
9523	3	()	0
9524	2	()	0
9525	1	()	1
9526	5	()	0
9527	4	()	0
9528	3	()	0
9529	2	()	0
9530	1	()	1
9531	5	()	0
9532	4	()	0
9533	3	()	0
9534	2	()	0
9535	1	()	1
9536	5	()	0
9537	4	()	0
9538	3	()	0
9539	2	()	0
9540	1	()	1
9541	5	()	0
9542	4	()	0
9543	3	()	0
9544	2	()	0
9545	1	()	1
9546	5	()	0
9547	4	()	0
9548	3	()	0
9549	2	()	0
9550	1	()	1
9551	5	()	0
9552	4	()	0
9553	3	()	0
9554	2	()	0
9555	1	()	1
9556	5	()	0
9557	4	()	0
9558	3	()	0
9559	2	()	0
9560	1	()	1
9561	5	()	0
9562	4	()	0
9563	3	()	0
9564	2	()	0
9565	1	()	1
9566	5	()	0
9567	4	()	0
9568	3	()	0
9569	2	()	0
9570	1	()	1
9571	5	()	0
9572	4	()	0
9573	3	()	0
9574	2	()	0
9575	1	()	1
9576	5	()	0
9577	4	()	0
9578	3	()	0
9579	2	()	0
9580	1	()	1
9581	5	()	0
9582	4	()	0
9583	3	()	0
9584	2	()	0
9585	1	()	1
9586	5	()	0
9587	4	()	0
9588	3	()	0
9589	2	()	0
9590	1	()	1
9591	5	()	0
9592	4	()	0
9593	3	()	0
9594	2	()	0
9595	1	()	1
9596	5	()	0
9597	4	()	0
9598	3	()	0
9599	2	()	0
9600	1	()	1
9601	5	()	0
9602	4	()	0
9603	3	()	0
9604	2	()	0
9605	1	()	1
9606	5	()	0
9607	4	()	0
9608	3	()	0
9609	2	()	0
9610	1	()	1
9611	5	()	0
9612	4	()	0
9613	3	()	0
9614	2	()	0
9615	1	()	1
9616	5	()	0
9617	4	()	0
9618	3	()	0
9619	2	()	0
9620	1	()	1
9621	5	()	0
9622	4	()	0
9623	3	()	0
9624	2	()	0
9625	1	()	1
9626	5	()	0
9627	4	()	0
9628	3	()	0
9629	2	()	0
9630	1	()	1
9631	5	()	0
9632	4	()	0
9633	3	()	0
9634	2	()	0
9635	1	()	1
9636	5	()	0
9637	4	()	0
9638	3	()	0
9639	2	()	0
9640	1	()	1
9641	5	()	0
9642	4	()	0
9643	3	()	0
9644	2	()	0
9645	1	()	1
9646	5	()	0
9647	4	()	0
9648	3	()	0
9649	2	()	0
9650	1	()	1
9651	5	()	0
9652	4	()	0
9653	3	()	0
9654	2	()	0
9655	1	()	1
9656	5	()	0
9657	4	()	0
9658	3	()	0
9659	2	()	0
9660	1	()	1
9661	5	()	0
9662	4	()	0
9663	3	()	0
9664	2	()	0
9665	1	()	1
9666	5	()	0
9667	4	()	0
9668	3	()	0
9669	2	()	0
9670	1	()	1
9671	5	()	0
9672	4	()	0
9673	3	()	0
9674	2	()	0
9675	1	()	1
9676	5	()	0
9677	4	()	0
9678	3	()	0
9679	2	()	0
9680	1	()	1
9681	5	()	0
9682	4	()	0
9683	3	()	0
9684	2	()	0
9685	1	()	1
9686	5	()	0
9687	4	()	0
9688	3	()	0
9689	2	()	0
9690	1	()	1
9691	5	()	0
9692	4	()	0
9693	3	()	0
9694	2	()	0
9695	1	()	1
9696	5	()	0
9697	4	()	0
9698	3	()	0
9699	2	()	0
9700	1	()	1
9701	5	()	0
9702	4	()	0
9703	3	()	0
9704	2	()	0
9705	1	()	1
9706	5	()	0
9707	4	()	0
9708	3	()	0
9709	2	()	0
9710	1	()	1
9711	5	()	0
9712	4	()	0
9713	3	()	0
9714	2	()	0
9715	1	()	1
9716	5	()	0
9717	4	()	0
9718	3	()	0
9719	2	()	0
9720	1	()	1
9721	5	()	0
9722	4	()	0
9723	3	()	0
9724	2	()	0
9725	1	()	1
9726	5	()	0
9727	4	()	0
9728	3	()	0
9729	2	()	0
9730	1	()	1
9731	5	()	0
9732	4	()	0
9733	3	()	0
9734	2	()	0
9735	1	()	1
9736	5	()	0
9737	4	()	0
9738	3	()	0
9739	2	()	0
9740	1	()	1
9741	5	()	0
9742	4	()	0
9743	3	()	0
9744	2	()	0
9745	1	()	1
9746	5	()	0
9747	4	()	0
9748	3	()	0
9749	2	()	0
9750	1	()	1
9751	5	()	0
9752	4	()	0
9753	3	()	0
9754	2	()	0
9755	1	()	1
9756	5	()	0
9757	4	()	0
9758	3	()	0
9759	2	()	0
9760	1	()	1
9761	5	()	0
9762	4	()	0
9763	3	()	0
9764	2	()	0
9765	1	()	1
9766	5	()	0
9767	4	()	0
9768	3	()	0
9769	2	()	0
9770	1	()	1
9771	5	()	0
9772	4	()	0
9773	3	()	0
9774	2	()	0
9775	1	()	1
9776	5	()	0
9777	4	()	0
9778	3	()	0
9779	2	()	0
9780	1	()	1
9781	5	()	0
9782	4	()	0
9783	3	()	0
9784	2	()	0
9785	1	()	1
9786	5	()	0
9787	4	()	0
9788	3	()	0
9789	2	()	0
9790	1	()	1
9791	5	()	0
9792	4	()	0
9793	3	()	0
9794	2	()	0
9795	1	()	1
9796	5	()	0
9797	4	()	0
9798	3	()	0
9799	2	()	0
9800	1	()	1
9801	5	()	0
9802	4	()	0
9803	3	()	0
9804	2	()	0
9805	1	()	1
9806	5	()	0
9807	4	()	0
9808	3	()	0
9809	2	()	0
9810	1	()	1
9811	5	()	0
9812	4	()	0
9813	3	()	0
9814	2	()	0
9815	1	()	1
9816	5	()	0
9817	4	()	0
9818	3	()	0
9819	2	()	0
9820	1	()	1
9821	5	()	0
9822	4	()	0
9823	3	()	0
9824	2	()	0
9825	1	()	1
9826	5	()	0
9827	4	()	0
9828	3	()	0
9829	2	()	0
9830	1	()	1
9831	5	()	0
9832	4	()	0
9833	3	()	0
9834	2	()	0
9835	1	()	1
9836	5	()	0
9837	4	()	0
9838	3	()	0
9839	2	()	0
9840	1	()	1
9841	5	()	0
9842	4	()	0
9843	3	()	0
9844	2	()	0
9845	1	()	1
9846	5	()	0
9847	4	()	0
9848	3	()	0
9849	2	()	0
9850	1	()	1
9851	5	()	0
9852	4	()	0
9853	3	()	0
9854	2	()	0
9855	1	()	1
9856	5	()	0
9857	4	()	0
9858	3	()	0
9859	2	()	0
9860	1	()	1
9861	5	()	0
9862	4	()	0
9863	3	()	0
9864	2	()	0
9865	1	()	1
9866	5	()	0
9867	4	()	0
9868	3	()	0
9869	2	()	0
9870	1	()	1
9871	5	()	0
9872	4	()	0
9873	3	()	0
9874	2	()	0
9875	1	()	1
9876	5	()	0
9877	4	()	0
9878	3	()	0
9879	2	()	0
9880	1	()	1
9881	5	()	0
9882	4	()	0
9883	3	()	0
9884	2	()	0
9885	1	()	1
9886	5	()	0
9887	4	()	0
9888	3	()	0
9889	2	()	0
9890	1	()	1
9891	5	()	0
9892	4	()	0
9893	3	()	0
9894	2	()	0
9895	1	()	1
9896	5	()	0
9897	4	()	0
9898	3	()	0
9899	2	()	0
9900	1	()	1
9901	5	()	0
9902	4	()	0
9903	3	()	0
9904	2	()	0
9905	1	()	1
9906	5	()	0
9907	4	()	0
9908	3	()	0
9909	2	()	0
9910	1	()	1
9911	5	()	0
9912	4	()	0
9913	3	()	0
9914	2	()	0
9915	1	()	1
9916	5	()	0
9917	4	()	0
9918	3	()	0
9919	2	()	0
9920	1	()	1
9921	5	()	0
9922	4	()	0
9923	3	()	0
9924	2	()	0
9925	1	()	1
9926	5	()	0
9927	4	()	0
9928	3	()	0
9929	2	()	0
9930	1	()	1
9931	5	()	0
9932	4	()	0
9933	3	()	0
9934	2	()	0
9935	1	()	1
9936	5	()	0
9937	4	()	0
9938	3	()	0
9939	2	()	0
9940	1	()	1
9941	5	()	0
9942	4	()	0
9943	3	()	0
9944	2	()	0
9945	1	()	1
9946	5	()	0
9947	4	()	0
9948	3	()	0
9949	2	()	0
9950	1	()	1
9951	5	()	0
9952	4	()	0
9953	3	()	0
9954	2	()	0
9955	1	()	1
9956	5	()	0
9957	4	()	0
9958	3	()	0
9959	2	()	0
9960	1	()	1
9961	5	()	0
9962	4	()	0
9963	3	()	0
9964	2	()	0
9965	1	()	1
9966	5	()	0
9967	4	()	0
9968	3	()	0
9969	2	()	0
9970	1	()	1
9971	5	()	0
9972	4	()	0
9973	3	()	0
9974	2	()	0
9975	1	()	1
9976	5	()	0
9977	4	()	0
9978	3	()	0
9979	2	()	0
9980	1	()	1
9981	5	()	0
9982	4	()	0
9983	3	()	0
9984	2	()	0
9985	1	()	1
9986	5	()	0
9987	4	()	0
9988	3	()	0
9989	2	()	0
9990	1	()	1
9991	5	()	0
9992	4	()	0
9993	3	()	0
9994	2	()	0
9995	1	()	1
9996	5	()	0
9997	4	()	0
9998	3	()	0
9999	2	()	0
10000	1	()	1
10001	5	()	0
10002	4	()	0
10003	3	()	0
10004	2	()	0
10005	1	()	1
10006	5	()	0
10007	4	()	0
10008	3	()	0
10009	2	()	0
10010	1	()	1
10011	5	()	0
10012	4	()	0
10013	3	()	0
10014	2	()	0
10015	1	()	1
10016	5	()	0
10017	4	()	0
10018	3	()	0
10019	2	()	0
10020	1	()	1
10021	5	()	0
10022	4	()	0
10023	3	()	0
10024	2	()	0
10025	1	()	1
10026	5	()	0
10027	4	()	0
10028	3	()	0
10029	2	()	0
10030	1	()	1
10031	5	()	0
10032	4	()	0
10033	3	()	0
10034	2	()	0
10035	1	()	1
10036	5	()	0
10037	4	()	0
10038	3	()	0
10039	2	()	0
10040	1	()	1
10041	5	()	0
10042	4	()	0
10043	3	()	0
10044	2	()	0
10045	1	()	1
10046	5	()	0
10047	4	()	0
10048	3	()	0
10049	2	()	0
10050	1	()	1
10051	5	()	0
10052	4	()	0
10053	3	()	0
10054	2	()	0
10055	1	()	1
10056	5	()	0
10057	4	()	0
10058	3	()	0
10059	2	()	0
10060	1	()	1
10061	5	()	0
10062	4	()	0
10063	3	()	0
10064	2	()	0
10065	1	()	1
10066	5	()	0
10067	4	()	0
10068	3	()	0
10069	2	()	0
10070	1	()	1
10071	5	()	0
10072	4	()	0
10073	3	()	0
10074	2	()	0
10075	1	()	1
10076	5	()	0
10077	4	()	0
10078	3	()	0
10079	2	()	0
10080	1	()	1
10081	5	()	0
10082	4	()	0
10083	3	()	0
10084	2	()	0
10085	1	()	1
10086	5	()	0
10087	4	()	0
10088	3	()	0
10089	2	()	0
