monster_camp_id	Des	pos1	pos2	pos3	pos4	pos5	pos6
3072	心魔炼狱	5512	5512	5512	5519	5512	5512
3073	心魔炼狱	5513	5513	5513	5513	5513	5513
3074	心魔炼狱	5514	5514	5514	5514	5514	5514
3075	心魔炼狱	5515	5515	5515	5520	5515	5515
3076	心魔炼狱140-159	5601	5601	5601	5601	5601	5601
3077	心魔炼狱140-159	5602	5602	5602	5602	5602	5602
3078	心魔炼狱140-159	5603	5603	5603	5617	5603	5603
3079	心魔炼狱140-159	5604	5604	5604	5604	5604	5604
3080	心魔炼狱140-159	5605	5605	5605	5605	5605	5605
3081	心魔炼狱140-159	5606	5606	5606	5618	5606	5606
3082	心魔炼狱140-159	5607	5607	5607	5607	5607	5607
3083	心魔炼狱140-159	5608	5608	5608	5608	5608	5608
3084	心魔炼狱140-159	5609	5609	5609	5619	5609	5609
3085	心魔炼狱140-159	5610	5610	5610	5610	5610	5610
3086	心魔炼狱140-159	5611	5611	5611	5611	5611	5611
3087	心魔炼狱140-159	5612	5612	5612	5620	5612	5612
3088	心魔炼狱140-159	5613	5613	5613	5613	5613	5613
3089	心魔炼狱140-159	5614	5614	5614	5614	5614	5614
3090	心魔炼狱140-159	5615	5529	5615	5616	5615	5530
3091	心魔炼狱160-179	5701	5701	5701	5701	5701	5701
3092	心魔炼狱160-179	5702	5702	5702	5702	5702	5702
3093	心魔炼狱160-179	5703	5703	5703	5717	5703	5703
3094	心魔炼狱160-179	5704	5704	5704	5704	5704	5704
3095	心魔炼狱160-179	5705	5705	5705	5705	5705	5705
3096	心魔炼狱160-179	5706	5706	5706	5718	5706	5706
3097	心魔炼狱160-179	5707	5707	5707	5707	5707	5707
3098	心魔炼狱160-179	5708	5708	5708	5708	5708	5708
3099	心魔炼狱160-179	5709	5709	5709	5719	5709	5709
3100	心魔炼狱160-179	5710	5710	5710	5710	5710	5710
3101	心魔炼狱160-179	5711	5711	5711	5711	5711	5711
3102	心魔炼狱160-179	5712	5712	5712	5720	5712	5712
3103	心魔炼狱160-179	5713	5713	5713	5713	5713	5713
3104	心魔炼狱160-179	5714	5714	5714	5714	5714	5714
3105	心魔炼狱160-179	5715	5715	5715	5716	5715	5715
4000	主线1		3001				3001
4001	主线2		3002				3002
4002	主线3		3003				3003
4003	主线4				3004		
4004	主线5		3006		3006		3006
4005	主线6	3012			3011	3012	
4006	主线7	3017			3016	3017	
4007	主线8		3021				3021
4008	主线9		3026				3026
4009	主线10				3031		
4010	主线11	3037			3036	3037	
4011	主线12				3041		
4012	主线13	3047		3047	3046	3047	
4013	主线14	3052		3052	3051	3052	
4014	主线15		3056		3056		3056
4015	主线16	3062		3062	3061	3062	
4016	主线17		3066		3066		3066
4017	主线18	3072		3072	3071	3072	
4018	主线19		3076		3076		3076
4019	主线20	3082		3082	3081	3082	
4020	主线21	3087			3086	3087	
4021	主线22	3092			3091	3092	
4022	主线23	3097			3096	3097	
4023	主线24	3102			3101	3102	
4024	主线25	3107			3106	3107	
4025	主线26		3112		3112		3112
4026	主线27		3117		3117		3117
4027	主线28		3122		3122		3122
4028	主线29	3127		3127	3126	3127	
4029	主线30				3131		
4030	主线31	3137		3137	3136	3137	
4031	主线32	3142	3142	3142	3142	3142	3142
4032	主线33		3147		3147		3147
4033	主线34		3152		3152		3152
4034	主线35		3157		3157		3157
4035	主线36	3162		3162	3161	3162	
4036	主线37		3167		3167		3167
4037	主线38	3172		3172	3171	3172	
4038	主线39		3177		3177		3177
4039	主线40	3182	3182	3182	3182	3182	3182
4040	主线41		3187		3187		3187
4041	主线42	3192		3192	3191	3192	
4042	主线43		3197		3197		3197
4043	主线44		3202		3202		3202
4044	主线45	3207		3207	3206	3207	
4045	主线46		3212		3212		3212
4046	主线47	3217		3217	3216	3217	
4047	主线48	3222		3222	3221	3222	
4048	主线49	3227			3226	3227	
4049	主线50		3232		3232		3232
4050	主线51		3237		3237		3237
4051	主线52	3242		3242	3241	3242	
4052	主线53		3247		3247		3247
4053	主线54		3252		3252		3252
4054	主线55		3257		3257		3257
4055	主线56		3262		3262		3262
4056	主线57		3267		3267		3267
4057	主线58		3272		3272		3272
4058	主线59				3276		
4059	主线60	3282		3282	3281	3282	
4060	主线61	3287		3287	3286	3287	
4061	主线62	3292		3292	3291	3292	
4062	主线63		3297		3296		3297
4063	主线64		3302		3301		3302
4064	主线65	3307		3307	3306	3307	
4065	主线66		3312		3311		3312
4066	主线67	3317		3317	3316	3317	
4067	主线68	3322		3322	3321	3322	
4068	主线69		3327		3326		3327
4069	主线70	3332		3332	3331	3332	
4070	主线71		3337		3336		3337
4071	主线72		3342		3341		3342
4072	主线73	3347		3347	3346	3347	
4073	主线74		3352		3351		3352
4074	主线75	3357		3357	3356	3357	
4075	主线76		3361		3361		3361
4076	主线77		3367		3366		3367
4077	主线78	3372		3372	3371	3372	
4078	主线79		3377		3376		3377
4079	主线80	3382		3382	3381	3382	
4080	主线81	3387		3387	3386	3387	
4081	主线82	3392		3392	3391	3392	
4082	主线83		3397		3396		3397
4083	主线84	3407		3408	3406	3409	
4084	主线85	3412		3413	3411	3414	
4085	主线86	3417		3418	3416	3419	
4086	主线87	3422		3423	3421	3424	
4087	主线88	3427		3428	3426	3429	
4088	主线89	3432		3433	3431	3434	
4089	主线90	3437		3438	3436	3439	
4090	主线91	3442		3443	3441	3444	
4091	主线92	3447		3448	3446	3449	
4092	主线93	3452		3453	3451	3454	
4093	主线94	3457		3458	3456	3459	
4094	主线95	3462		3463	3461	3464	
4095	主线96	3467		3468	3466	3469	
4096	主线97	3472		3473	3471	3474	
4097	主线98	3477		3478	3476	3479	
4098	主线99	3482		3483	3481	3484	
4099	主线100	3487		3487	3486	3487	
4100	主线101	3492		3492	3491	3492	
4101	主线102	3497		3497	3496	3497	
4102	主线103	3502		3502	3501	3502	
4103	主线104	3507		3507	3506	3507	
4104	主线105	3512		3512	3511	3512	
4105	主线106	3517		3517	3516	3517	
4106	主线107	3522		3522	3521	3522	
4107	主线108	3527		3527	3526	3527	
4108	主线109	3532		3532	3531	3532	
4109	主线110	3537		3537	3536	3537	
4110	主线111	3542		3542	3541	3542	
4111	主线112	3547		3547	3546	3547	
4112	主线113	3552		3552	3551	3552	
4113	主线114	3557		3557	3556	3557	
4114	主线115	3562		3562	3561	3562	
4115	主线116	3567		3567	3566	3567	
4116	主线117	3572		3572	3571	3572	
4117	主线118	3577		3577	3576	3577	
4118	主线119	3582		3582	3581	3582	
4119	主线120	3587		3587	3586	3587	
4120	主线121	3592		3592	3591	3592	
4121	主线122	3597		3597	3596	3597	
4122	主线123	3602		3602	3601	3602	
4123	主线124	3607		3607	3606	3607	
4124	主线125	3612		3612	3611	3612	
4125	主线126	3617		3617	3616	3617	
4126	主线127	3622		3622	3621	3622	
4127	主线128	3627		3627	3626	3627	
4128	主线129	3632		3632	3631	3632	
4129	主线130	3637		3637	3636	3637	
4130	主线131	3642		3642	3641	3642	
4131	主线132	3647		3647	3646	3647	
4132	主线133	3652		3652	3651	3652	
4133	主线134	3657		3657	3656	3657	
4134	主线135	3662		3662	3661	3662	
6500	体力日常		3801		3801		3801
6501	体力日常		3802		3802		3802
6502	体力日常		3803		3803		3803
6503	体力日常		3804		3804		3804
6504	体力日常		3805		3805		3805
6505	体力日常		3806		3806		3806
6506	体力日常		3807		3807		3807
6507	体力日常		3808		3808		3808
6508	体力日常		3809		3809		3809
6509	体力日常		3810		3810		3810
6510	体力日常		3811		3811		3811
6511	体力日常		3812		3812		3812
6512	体力日常	3813	3813	3813	3813	3813	3813
6513	体力日常	3814	3814	3814	3814	3814	3814
6514	体力日常	3815	3815	3815	3815	3815	3815
6515	体力日常	3816	3816	3816	3816	3816	3816
6516	体力日常	3817	3817	3817	3817	3817	3817
6517	体力日常	3818	3818	3818	3818	3818	3818
6518	体力日常	3819	3819	3819	3819	3819	3819
6519	体力日常	3820	3820	3820	3820	3820	3820
6520	体力日常	3821	3821	3821	3821	3821	3821
6521	体力日常	3822	3822	3822	3822	3822	3822
6522	体力日常	3823	3823	3823	3823	3823	3823
6523	体力日常	3824	3824	3824	3824	3824	3824
6524	体力日常	3825	3825	3825	3825	3825	3825
6525	体力日常	3826	3826	3826	3826	3826	3826
6526	体力日常	3827	3827	3827	3827	3827	3827
6527	体力日常	3828	3828	3828	3828	3828	3828
6528	体力日常	3829	3829	3829	3829	3829	3829
6529	体力日常	3830	3830	3830	3830	3830	3830
6530	体力日常	3831	3831	3831	3831	3831	3831
6531	体力日常	3832	3832	3832	3832	3832	3832
6532	体力日常	3833	3833	3833	3833	3833	3833
6533	体力日常	3834	3834	3834	3834	3834	3834
6534	体力日常	3835	3835	3835	3835	3835	3835
6535	体力日常	3836	3836	3836	3836	3836	3836
6536	体力日常	3837	3837	3837	3837	3837	3837
6537	体力日常	3838	3838	3838	3838	3838	3838
6538	体力日常	3839	3839	3839	3839	3839	3839
6539	体力日常	3840	3840	3840	3840	3840	3840
6540	体力日常	3841	3841	3841	3841	3841	3841
6541	体力日常	3842	3842	3842	3842	3842	3842
6542	体力日常	3843	3843	3843	3843	3843	3843
6543	体力日常	3844	3844	3844	3844	3844	3844
6544	体力日常	3845	3845	3845	3845	3845	3845
6545	体力日常	3846	3846	3846	3846	3846	3846
6546	体力日常	3847	3847	3847	3847	3847	3847
6547	体力日常	3848	3848	3848	3848	3848	3848
6548	体力日常	3849	3849	3849	3849	3849	3849
6549	体力日常	3850	3850	3850	3850	3850	3850
6550	体力日常	3851	3851	3851	3851	3851	3851
6551	体力日常	3852	3852	3852	3852	3852	3852
6552	体力日常	3853	3853	3853	3853	3853	3853
6553	体力日常	3854	3854	3854	3854	3854	3854
6554	体力日常	3855	3855	3855	3855	3855	3855
6555	体力日常	3856	3856	3856	3856	3856	3856
6556	体力日常	3857	3857	3857	3857	3857	3857
6557	体力日常	3858	3858	3858	3858	3858	3858
6558	体力日常	3859	3859	3859	3859	3859	3859
6559	体力日常	3860	3860	3860	3860	3860	3860
6560	体力日常	3861	3861	3861	3861	3861	3861
6561	体力日常	3862	3862	3862	3862	3862	3862
6562	体力日常	3863	3863	3863	3863	3863	3863
6563	体力日常	3864	3864	3864	3864	3864	3864
6564	体力日常	3865	3865	3865	3865	3865	3865
6565	体力日常	3866	3866	3866	3866	3866	3866
6566	体力日常	3867	3867	3867	3867	3867	3867
6567	体力日常	3868	3868	3868	3868	3868	3868
6568	体力日常	3869	3869	3869	3869	3869	3869
6569	体力日常	3870	3870	3870	3870	3870	3870
6570	体力日常	3871	3871	3871	3871	3871	3871
6571	体力日常	3872	3872	3872	3872	3872	3872
6572	体力日常	3873	3873	3873	3873	3873	3873
6573	体力日常	3874	3874	3874	3874	3874	3874
6574	体力日常	3875	3875	3875	3875	3875	3875
6575	体力日常	3876	3876	3876	3876	3876	3876
6576	体力日常	3877	3877	3877	3877	3877	3877
6577	体力日常	3878	3878	3878	3878	3878	3878
6578	体力日常	3879	3879	3879	3879	3879	3879
6579	体力日常	3880	3880	3880	3880	3880	3880
6580	体力日常	3881	3881	3881	3881	3881	3881
6581	体力日常	3882	3882	3882	3882	3882	3882
6582	体力日常	3883	3883	3883	3883	3883	3883
6583	体力日常	3884	3884	3884	3884	3884	3884
6584	体力日常	3885	3885	3885	3885	3885	3885
6585	体力日常	3886	3886	3886	3886	3886	3886
6586	体力日常	3887	3887	3887	3887	3887	3887
6587	体力日常	3888	3888	3888	3888	3888	3888
6588	体力日常	3889	3889	3889	3889	3889	3889
6589	体力日常	3890	3890	3890	3890	3890	3890
6590	体力日常	3891	3891	3891	3891	3891	3891
6591	体力日常	3892	3892	3892	3892	3892	3892
6592	体力日常	3893	3893	3893	3893	3893	3893
6593	体力日常	3894	3894	3894	3894	3894	3894
6594	体力日常	3895	3895	3895	3895	3895	3895
6595	体力日常	3896	3896	3896	3896	3896	3896
6900	劫宝		3900		3900		3900
6901	劫宝		3901		3901		3901
6902	劫宝		3902		3902		3902
6903	劫宝		3903		3903		3903
6904	劫宝		3904		3904		3904
6905	劫宝		3905		3905		3905
6906	劫宝		3906		3906		3906
6907	劫宝		3907		3907		3907
6908	劫宝		3908		3908		3908
6909	劫宝		3909		3909		3909
6910	劫宝		3910		3910		3910
6911	劫宝		3911		3911		3911
6912	劫宝		3912		3912		3912
6913	劫宝		3913		3913		3913
6914	劫宝		3914		3914		3914
6915	劫宝		3915		3915		3915
6916	劫宝		3916		3916		3916
6917	劫宝		3917		3917		3917
6918	劫宝		3918		3918		3918
6919	劫宝		3919		3919		3919
6920	劫宝		3920		3920		3920
6921	劫宝		3921		3921		3921
6922	劫宝		3922		3922		3922
6923	劫宝		3923		3923		3923
6924	劫宝		3924		3924		3924
6925	劫宝		3925		3925		3925
6926	劫宝		3926		3926		3926
6927	劫宝		3927		3927		3927
6928	劫宝		3928		3928		3928
6929	劫宝		3929		3929		3929
6930	劫宝		3930		3930		3930
6931	劫宝		3931		3931		3931
7001	魔·天空射手		7002	7002	7001		7002
7002	神·天空射手		7004	7004	7003		7004
7003	魔·太阳神	7006	7006	7006	7005	7006	7006
7004	神·太阳神	7008	7008	7008	7007	7008	7008
7005	魔·死神	7010	7010	7010	7009	7010	7010
7006	神·死神	7012	7012	7012	7011	7012	7012
7007	魔·血族剑姬	7014	7014	7014	7013	7014	7014
7008	神·血族剑姬	7016	7016	7016	7015	7016	7016
7009	魔·海盗船长	7018	7018	7018	7017	7018	7018
7010	神·海盗船长	7020	7020	7020	7019	7020	7020
7011	魔·战争之王	7022	7022	7022	7021	7022	7022
7012	神·战争之王	7024	7024	7024	7023	7024	7024
7013	魔·众神之王	7026	7026	7026	7025	7026	7026
7014	神·众神之王	7028	7028	7028	7027	7028	7028
7015	魔·红袍女巫	7030	7030	7121	7029	7030	7030
7016	神·红袍女巫	7032	7122	7032	7031	7032	7122
7017	公会夺宝铜宝箱	7036	7036	7036	7033	7036	7036
7018	公会夺宝银宝箱	7036	7036	7036	7034	7036	7036
7019	公会夺宝金宝箱	7036	7036	7036	7035	7036	7036
7020	龙骑将	7038	7038	7038	7037	7038	7038
7021	龙族魔法师		7038		7038		7038
7022	龙骑兵	7040	7040	7040	7039	7040	7040
7023	龙族卫士		7040		7040		7040
7024	双足飞龙	7042	7042	7042	7041	7042	7042
7025	幼龙		7042		7042		7042
7026	骨龙	7044	7044	7044	7043	7044	7044
7027	龙族魔法师		7044		7044		7044
7028	骨龙	7046	7046	7046	7045	7046	7046
7029	龙族魔法师		7046		7046		7046
7030	紫霞	7048	7048	7048	7047	7048	7048
7031	猪八戒	7050	7050	7050	7049	7050	7050
7032	小龙女	7052	7052	7052	7051	7052	7052
7033	天蓬元帅	7054	7054	7054	7053	7054	7054
7034	哪吒	7056	7056	7056	7055	7056	7056
7035	托塔大王	7058	7058	7058	7057	7058	7058
7036	玉面狐狸	7060	7060	7060	7059	7060	7060
7037	沙和尚	7062	7062	7062	7061	7062	7062
7038	青毛狮王	7064	7064	7064	7063	7064	7064
7039	铁扇公主	7067	7067	7066	7065	7067	7067
7040	红孩儿	7069	7069	7069	7068	7069	7069
7041	沙和尚	7071	7071	7071	7070	7071	7071
7042	猪八戒	7073	7073	7073	7072	7073	7073
7043	紫霞	7075	7075	7075	7074	7075	7075
7044	小龙女	7078	7078	7077	7076	7078	7078
7045	铁扇公主	7080	7080	7080	7079	7080	7080
7046	红孩儿	7082	7083	7082	7081	7082	7083
7047	六耳猕猴	7085	7085	7085	7084	7085	7085
7048	嫦娥	7087	7087	7087	7086	7087	7087
7049	铁扇公主	7090	7090	7089	7088	7090	7090
7050	沙和尚	7092	7093	7092	7091	7092	7093
7051	白晶晶	7095	7096	7095	7094	7095	7096
7052	迦楼罗王	7098	7099	7098	7097	7098	7099
7053	牛魔王	7101	7101	7101	7100	7101	7101
7054	青毛狮王	7103	7104	7103	7102	7103	7104
7055	小龙女	7106	7106	7106	7105	7106	7106
7056	紫霞	7109	7109	7108	7107	7109	7109
7057	铁扇公主	7111	7112	7111	7110	7111	7112
7058	地涌夫人	7114	7115	7114	7113	7114	7115
7059	黑山老妖	7118	7118	7117	7116	7118	7118
7060	黑山老妖·精英	7120	7120	7120	7119	7120	7120
7061	猪八戒	7124	7124	7124	7123	7124	7124
7062	青毛狮王	7126	7126	7126	7125	7126	7126
7063	春三十娘	7128	7128	7128	7127	7128	7128
7064	青霞	7130	7130	7130	7129	7130	7130
7065	托塔天王	7132	7132	7132	7131	7132	7132
7066	青毛狮王	7134	7134	7134	7133	7134	7134
7067	哪吒	7136	7136	7136	7135	7136	7136
7068	小龙女	7138	7138	7138	7137	7138	7138
7069	铁齿象王	7140	7140	7140	7139	7140	7140
7070	白晶晶	7143	7143	7142	7141	7143	7143
7071	红孩儿	7145	7145	7145	7144	7145	7145
7072	托塔天王	7147	7147	7147	7146	7147	7147
7073	牛魔王	7149	7149	7149	7148	7149	7149
7074	地涌夫人	7151	7151	7151	7150	7151	7151
7075	迦罗楼王	7154	7154	7153	7152	7154	7154
7076	铁扇公主	7156	7156	7156	7155	7156	7156
7077	青毛狮王	7158	7159	7158	7157	7158	7159
7078	沙和尚	7161	7161	7161	7160	7161	7161
7079	白晶晶	7163	7163	7163	7162	7163	7163
7080	地涌夫人	7166	7166	7165	7164	7166	7166
7081	托塔天王	7168	7169	7168	7167	7168	7169
7082	铁扇公主	7171	7172	7171	7170	7171	7172
7083	迦楼罗王	7174	7175	7174	7173	7174	7175
7084	六耳猕猴	7177	7177	7177	7176	7177	7177
7085	青毛狮王	7179	7180	7179	7178	7179	7180
7086	黑山老妖	7182	7182	7182	7181	7182	7182
7087	红孩儿	7185	7185	7184	7183	7185	7185
7088	铁扇公主	7187	7188	7187	7186	7187	7188
7089	地涌夫人	7190	7191	7190	7189	7190	7191
7090	观音	7194	7194	7193	7192	7194	7194
7091	精英怪天空射手	7196	7196	7196	7195	7196	7196
7092	牛魔王	7198	7198	7198	7197	7198	7198
7093	哪吒	7200	7200	7200	7199	7200	7200
7094	白晶晶	7202	7202	7202	7201	7202	7202
7095	红孩儿	7204	7204	7204	7203	7204	7204
7096	铁齿象王	7206	7206	7206	7205	7206	7206
7097	铁扇公主	7208	7208	7208	7207	7208	7208
7098	玉面狐狸	7210	7210	7210	7209	7210	7210
7099	牛魔王	7212	7212	7212	7211	7212	7212
7100	春三十娘	7214	7214	7214	7213	7214	7214
7101	白晶晶	7217	7217	7216	7215	7217	7217
7102	六耳猕猴	7219	7219	7219	7218	7219	7219
7103	迦罗楼王	7221	7221	7221	7220	7221	7221
7104	玉面狐狸	7223	7223	7223	7222	7223	7223
7105	嫦娥	7225	7225	7225	7224	7225	7225
7106	黑山老妖	7228	7228	7227	7226	7228	7228
7107	小龙女	7230	7230	7230	7229	7230	7230
7108	春三十娘	7232	7233	7232	7231	7232	7233
7109	六耳猕猴	7235	7235	7235	7234	7235	7235
7110	铁扇公主	7237	7237	7237	7236	7237	7237
7111	铁扇公主	7240	7240	7239	7238	7240	7240
7112	沙和尚	7242	7243	7242	7241	7242	7243
7113	观音	7245	7246	7245	7244	7245	7246
7114	迦楼罗王	7248	7249	7248	7247	7248	7249
7115	铁齿象王	7251	7251	7251	7250	7251	7251
7116	地涌夫人	7253	7254	7253	7252	7253	7254
7117	嫦娥	7256	7256	7256	7255	7256	7256
7118	铁扇公主	7259	7259	7258	7257	7259	7259
7119	玉面狐狸	7261	7262	7261	7260	7261	7262
7120	黑山老妖	7264	7265	7264	7263	7264	7265
7121	观音	7268	7268	7267	7266	7268	7268
7122	精英怪铁扇公主	7270	7270	7270	7269	7270	7270
7123	烈焰女神	7272	7272	7272	7271	7272	7272
7124	圣辉护卫	7274	7274	7274	7273	7274	7274
7125	天空射手	7276	7276	7276	7275	7276	7276
7126	女祭祀	7278	7278	7278	7277	7278	7278
7127	冠军骑士	7280	7280	7280	7279	7280	7280
7128	死神	7282	7282	7282	7281	7282	7282
7129	卡牌女王	7284	7284	7284	7283	7284	7284
7130	众神之王	7286	7286	7286	7285	7286	7286
7131	血族剑姬	7288	7288	7288	7287	7288	7288
7132	屠龙剑圣	7291	7291	7290	7289	7291	7291
7133	死神	7293	7293	7293	7292	7293	7293
7134	太阳神	7295	7295	7295	7294	7295	7295
7135	圣辉护卫	7297	7297	7297	7296	7297	7297
7136	绝美艳后	7299	7299	7299	7298	7299	7299
7137	天空射手	7302	7302	7301	7300	7302	7302
7138	血族剑姬	7304	7304	7304	7303	7304	7304
7139	红袍女巫	7306	7307	7306	7305	7306	7307
7140	地狱斧王	7309	7309	7309	7308	7309	7309
7141	寒冰女巫	7311	7311	7311	7310	7311	7311
7142	血族剑姬	7314	7314	7313	7312	7314	7314
7143	冠军骑士	7316	7317	7316	7315	7316	7317
7144	众神之王	7319	7320	7319	7318	7319	7320
7145	太阳神	7322	7323	7322	7321	7322	7323
7146	战争之王	7325	7325	7325	7324	7325	7325
7147	烈焰女神	7327	7328	7327	7326	7327	7328
7148	天空射手	7330	7330	7330	7329	7330	7330
7149	绝美艳后	7333	7333	7332	7331	7333	7333
7150	血族剑姬	7335	7336	7335	7334	7335	7336
7151	幻术妖姬	7338	7339	7338	7337	7338	7339
7152	龙人卫士	7342	7342	7341	7340	7342	7342
7153	精英血族剑姬	7344	7344	7344	7343	7344	7344
7154	烈焰女神	7409	7409	7409	7408	7409	7409
7155	圣辉护卫	7411	7411	7411	7410	7411	7411
7156	天空射手	7413	7413	7413	7412	7413	7413
7157	女祭祀	7415	7415	7415	7414	7415	7415
7158	冠军骑士	7417	7417	7417	7416	7417	7417
7159	死神	7419	7419	7419	7418	7419	7419
7160	卡牌女王	7421	7421	7421	7420	7421	7421
7161	众神之王	7423	7423	7423	7422	7423	7423
7162	血族剑姬	7425	7425	7425	7424	7425	7425
7163	屠龙剑圣	7428	7428	7427	7426	7428	7428
7164	死神	7430	7430	7429	7428	7430	7430
7165	太阳神	7432	7432	7432	7431	7432	7432
7166	圣辉护卫	7434	7434	7434	7433	7434	7434
7167	绝美艳后	7436	7436	7436	7435	7436	7436
7168	天空射手	7439	7439	7438	7437	7439	7439
7169	血族剑姬	7441	7441	7442	7440	7441	7441
7170	红袍女巫	7443	7444	7444	7445	7443	7444
7171	地狱斧王	7446	7446	7446	7447	7446	7446
7172	寒冰女巫	7448	7448	7448	7449	7448	7448
7173	血族剑姬	7451	7451	7451	7447	7451	7451
7174	冠军骑士	7453	7454	7453	7452	7453	7454
7175	众神之王	7456	7457	7456	7455	7456	7457
7176	太阳神	7459	7460	7459	7458	7459	7460
7177	战争之王	7462	7462	7462	7461	7462	7462
7178	烈焰女神	7464	7465	7464	7463	7464	7465
7179	天空射手	7467	7467	7467	7466	7467	7467
7180	绝美艳后	7470	7470	7469	7468	7470	7470
7181	血族剑姬	7472	7473	7472	7471	7472	7473
7182	幻术妖姬	7475	7476	7475	7474	7475	7476
7183	龙人卫士	7479	7479	7478	7477	7479	7479
7184	血族剑姬	7481	7481	7478	7480	7481	7481
7185	精英天堂圣使	7483	7483	7483	7482	7483	7483
7201	魔神17·魔骷髅王	7403	7403	7402	7401	7403	7403
7202	魔神18·神骷髅王	7407	7405	7407	7404	7407	7406
7203	魔神19·魔死亡骑士	20002	20001	20002	20000	20002	20002
7204	魔神20·神死亡骑士	20006	20004	20006	20003	20006	20005
7205	魔神21·堕落天使			20008	20007		
7206	魔神22·堕落天使			20010	20009		
7300	卡牌女王	7485	7485	7485	7484	7485	7485
7301	圣辉护卫	7487	7487	7487	7486	7487	7487
7302	天空射手	7489	7489	7489	7488	7489	7489
7303	女祭祀	7491	7491	7491	7490	7491	7491
7304	冠军骑士	7493	7493	7493	7492	7493	7493
7305	死神	7495	7495	7495	7494	7495	7495
7306	卡牌女王	7497	7497	7497	7496	7497	7497
7307	众神之王	7499	7499	7500	7498	7499	7499
7308	血族剑姬	7501	7501	7501	7500	7501	7501
7309	屠龙剑圣	7504	7504	7503	7502	7504	7504
7310	死神	7506	7506	7506	7505	7506	7506
7311	太阳神	7508	7508	7508	7507	7508	7508
7312	圣辉护卫	7510	7510	7510	7509	7510	7510
7313	绝美艳后	7512	7512	7512	7511	7512	7512
7314	天空射手	7515	7515	7514	7513	7515	7515
7315	血族剑姬	7517	7517	7517	7516	7517	7517
7316	红袍女巫	7520	7520	7519	7518	7520	7520
7317	地狱斧王	7522	7522	7522	7521	7522	7522
7318	寒冰女巫	7524	7524	7524	7523	7524	7524
7319	血族剑姬	7527	7527	7526	7525	7527	7527
7320	冠军骑士	7530	7530	7529	7528	7530	7530
7321	众神之王	7533	7533	7532	7531	7533	7533
7322	太阳神	7536	7536	7535	7534	7536	7536
7323	战争之王	7538	7538	7538	7537	7538	7538
7324	烈焰女神	7541	7541	7540	7539	7541	7541
7325	天空射手	7543	7543	7543	7542	7543	7543
7326	绝美艳后	7546	7546	7545	7544	7546	7546
7327	血族剑姬	7549	7549	7548	7547	7549	7549
7328	幻术妖姬	7552	7552	7551	7550	7552	7552
7329	龙人卫士	7555	7555	7554	7553	7555	7555
7330	精英大天使	7557	7557	7557	7556	7557	7557
7900	1阶狮虎兽				7900		
7901	2阶狮虎兽				7901		
7902	3阶狮虎兽				7902		
7903	4阶狮虎兽				7903		
7904	5阶狮虎兽				7904		
7905	6阶狮虎兽				7905		
7906	7阶狮虎兽				7906		
7907	8阶狮虎兽				7907		
7908	9阶狮虎兽				7908		
7909	10阶狮虎兽				7909		
8001	一阶·剑狂	8025	8025	8025	8001	8025	8025
8002	一阶·精灵射手	8026	8026	8026	8002	8026	8026
8003	一阶·飞马骑士	8027	8027	8027	8003	8027	8027
8004	一阶·凶猛蓝胖	8028	8028	8028	8004	8028	8028
8005	一阶·食人魔	8029	8029	8029	8005	8029	8029
8006	一阶·狂剑士	8030	8030	8030	8006	8030	8030
8007	二阶·剑狂	8031	8031	8031	8007	8031	8031
8008	二阶·精灵射手	8032	8032	8032	8008	8032	8032
8009	二阶·飞马骑士	8033	8033	8033	8009	8033	8033
8010	二阶·凶猛蓝胖	8034	8034	8034	8010	8034	8034
8011	二阶·食人魔	8035	8035	8035	8011	8035	8035
8012	二阶·狂剑士	8036	8036	8036	8012	8036	8036
8013	三阶·剑狂	8037	8037	8037	8013	8037	8037
8014	三阶·精灵射手	8038	8038	8038	8014	8038	8038
8015	三阶·飞马骑士	8039	8039	8039	8015	8039	8039
8016	三阶·凶猛蓝胖	8040	8040	8040	8016	8040	8040
8017	三阶·食人魔	8041	8041	8041	8017	8041	8041
8018	三阶·狂剑士	8042	8042	8042	8018	8042	8042
8019	四阶·剑狂	8043	8043	8043	8019	8043	8043
8020	四阶·精灵射手	8044	8044	8044	8020	8044	8044
8021	四阶·飞马骑士	8045	8045	8045	8021	8045	8045
8022	四阶·凶猛蓝胖	8046	8046	8046	8022	8046	8046
8023	四阶·食人魔	8047	8047	8047	8023	8047	8047
8024	四阶·狂剑士	8048	8048	8048	8024	8048	8048
8025	五阶·剑狂	8049	8049	8049	8055	8049	8049
8026	五阶·精灵射手	8050	8050	8050	8056	8050	8050
8027	五阶·飞马骑士	8051	8051	8051	8057	8051	8051
8028	五阶·凶猛蓝胖	8052	8052	8052	8058	8052	8052
8029	五阶·食人魔	8053	8053	8053	8059	8053	8053
8030	五阶·狂剑士	8054	8054	8054	8060	8054	8054
8031	六阶·剑狂	8061	8061	8061	8067	8061	8061
8032	六阶·精灵射手	8062	8062	8062	8068	8062	8062
8033	六阶·飞马骑士	8063	8063	8063	8069	8063	8063
8034	六阶·凶猛蓝胖	8064	8064	8064	8070	8064	8064
8035	六阶·食人魔	8065	8065	8065	8071	8065	8065
8036	六阶·狂剑士	8066	8066	8066	8072	8066	8066
8037	七阶·剑狂	8073	8073	8073	8079	8073	8073
8038	七阶·精灵射手	8074	8074	8074	8080	8074	8074
8039	七阶·飞马骑士	8075	8075	8075	8081	8075	8075
