monster_id	npcType	npcRes	npcName	bossImg	isBoss	hpCount	level	AttackType	career	max_hp	speed	attack_p	attack_m	defence_p	defence_m	crit	crit_press	puncture	parry	anti_broken	not_broken	damage_upgrade	damage_reduce	normal_skill	active_skill	passive_skills
10924	3826	30047	皇家守卫				100	1	1	1780000	100	218238	218238	0	0	40000	40000	40000	40000	5000	5000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10925	3827	30047	皇家守卫	30047	1	3	100	1	1	7910000	100	425400	425400	0	0	40000	40000	40000	40000	5000	5000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10926	3826	30047	皇家守卫				100	1	1	1810000	100	222238	222238	0	0	40000	40000	40000	40000	5000	5000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10927	3827	30047	皇家守卫	30047	1	3	100	1	1	8040000	100	433200	433200	0	0	40000	40000	40000	40000	5000	5000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10928	3826	30047	皇家守卫				100	1	1	1840000	100	226238	226238	0	0	40000	40000	40000	40000	5000	5000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10929	3828	5018	骷髅王	5018	1	3	100	1	1	8170000	100	441000	441000	0	0	40000	40000	40000	40000	5000	5000	0	0	("MonsterNormalSkill",272)	("SevenStarAttackHero",2)	[]
1093	4021	20044	剑魔				126	1	1	576000	100	80000	80000	0	0	56000	56000	56000	56000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10930	3829	30047	皇家守卫				100	1	1	1870000	100	230238	230238	0	0	40000	40000	40000	40000	7500	7500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10931	3830	30047	皇家守卫	30047	1	3	100	1	1	8300000	100	448800	448800	0	0	50000	50000	50000	50000	7500	7500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10932	3829	30047	皇家守卫				100	1	1	1900000	100	234238	234238	0	0	50000	50000	50000	50000	7500	7500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10933	3830	30047	皇家守卫	30047	1	3	100	1	1	8430000	100	456600	456600	0	0	50000	50000	50000	50000	7500	7500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10934	3829	30047	皇家守卫				100	1	1	1930000	100	238238	238238	0	0	50000	50000	50000	50000	7500	7500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10935	3830	30047	皇家守卫	30047	1	3	100	1	1	8560000	100	464400	464400	0	0	50000	50000	50000	50000	7500	7500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10936	3829	30047	皇家守卫				100	1	1	1960000	100	242238	242238	0	0	50000	50000	50000	50000	7500	7500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10937	3830	30047	皇家守卫	30047	1	3	100	1	1	8690000	100	472200	472200	0	0	50000	50000	50000	50000	7500	7500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10938	3829	30047	皇家守卫				100	1	1	1990000	100	246238	246238	0	0	50000	50000	50000	50000	7500	7500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10939	3831	5016	神王之子	5016	1	3	100	1	1	8820000	100	480000	480000	0	0	50000	50000	50000	50000	7500	7500	0	0	("MonsterNormalSkill",274)	("SevenStarDefendHero",2)	[]
1094	4021	20044	剑魔				126	1	1	584000	100	80000	80000	0	0	56000	56000	56000	56000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10940	3832	30048	灵魂剑士				100	1	1	2020000	100	250238	250238	0	0	50000	50000	50000	50000	10000	10000	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10941	3833	30048	灵魂剑士	30048	1	3	100	1	1	8950000	100	487800	487800	0	0	60000	60000	60000	60000	10000	10000	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10942	3832	30048	灵魂剑士				100	1	1	2050000	100	254238	254238	0	0	60000	60000	60000	60000	10000	10000	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10943	3833	30048	灵魂剑士	30048	1	3	100	1	1	9080000	100	495600	495600	0	0	60000	60000	60000	60000	10000	10000	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10944	3832	30048	灵魂剑士				100	1	1	2080000	100	258238	258238	0	0	60000	60000	60000	60000	10000	10000	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10945	3833	30048	灵魂剑士	30048	1	3	100	1	1	9210000	100	503400	503400	0	0	60000	60000	60000	60000	10000	10000	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10946	3832	30048	灵魂剑士				100	1	1	2110000	100	262238	262238	0	0	60000	60000	60000	60000	10000	10000	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10947	3833	30048	灵魂剑士	30048	1	3	100	1	1	9340000	100	511200	511200	0	0	60000	60000	60000	60000	10000	10000	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10948	3832	30048	灵魂剑士				100	1	1	2140000	100	266238	266238	0	0	60000	60000	60000	60000	10000	10000	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10949	3834	5009	地狱斧王	5009	1	3	100	1	1	9470000	100	519000	519000	0	0	60000	60000	60000	60000	10000	10000	0	0	("MonsterNormalSkill",266)	("FiveStarDefendHero", 2)	[]
1095	4131	5005	红衣祭司				126	1	1	584000	100	80000	80000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",260)	("NoneSkill", 0)	[]
10950	3835	30048	灵魂剑士				100	1	1	2170000	100	270238	270238	0	0	60000	60000	60000	60000	12500	12500	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10951	3836	30048	灵魂剑士	30048	1	3	100	1	1	9600000	100	526800	526800	0	0	75000	75000	75000	75000	12500	12500	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10952	3835	30048	灵魂剑士				100	1	1	2200000	100	274238	274238	0	0	75000	75000	75000	75000	12500	12500	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10953	3836	30048	灵魂剑士	30048	1	3	100	1	1	9730000	100	534600	534600	0	0	75000	75000	75000	75000	12500	12500	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10954	3835	30048	灵魂剑士				100	1	1	2230000	100	278238	278238	0	0	75000	75000	75000	75000	12500	12500	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10955	3836	30048	灵魂剑士	30048	1	3	100	1	1	9860000	100	542400	542400	0	0	75000	75000	75000	75000	12500	12500	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10956	3835	30048	灵魂剑士				100	1	1	2260000	100	282238	282238	0	0	75000	75000	75000	75000	12500	12500	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10957	3836	30048	灵魂剑士	30048	1	3	100	1	1	9990000	100	550200	550200	0	0	75000	75000	75000	75000	12500	12500	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10958	3835	30048	灵魂剑士				100	1	1	2290000	100	286238	286238	0	0	75000	75000	75000	75000	12500	12500	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
10959	3837	5013	卡牌女王	5013	1	3	100	2	1	10120000	100	558000	558000	0	0	75000	75000	75000	75000	12500	12500	0	0	("MonsterNormalSkill",271)	("SixStarAuxiliaryHero", 2)	[]
10960	3838	30049	龙裔守护者				100	1	1	2320000	100	290238	290238	0	0	75000	75000	75000	75000	15000	15000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10961	3839	30049	龙裔守护者	30049	1	3	100	1	1	10250000	100	565800	565800	0	0	90000	90000	90000	90000	15000	15000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10962	3838	30049	龙裔守护者				100	1	1	2350000	100	294238	294238	0	0	90000	90000	90000	90000	15000	15000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10963	3839	30049	龙裔守护者	30049	1	3	100	1	1	10380000	100	573600	573600	0	0	90000	90000	90000	90000	15000	15000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10964	3838	30049	龙裔守护者				100	1	1	2380000	100	298238	298238	0	0	90000	90000	90000	90000	15000	15000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10965	3839	30049	龙裔守护者	30049	1	3	100	1	1	10510000	100	581400	581400	0	0	90000	90000	90000	90000	15000	15000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10966	3838	30049	龙裔守护者				100	1	1	2410000	100	302238	302238	0	0	90000	90000	90000	90000	15000	15000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10967	3839	30049	龙裔守护者	30049	1	3	100	1	1	10640000	100	589200	589200	0	0	90000	90000	90000	90000	15000	15000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10968	3838	30049	龙裔守护者				100	1	1	2440000	100	306238	306238	0	0	90000	90000	90000	90000	15000	15000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10969	3840	5020	熊猫画魂	5020	1	3	100	1	1	10770000	100	597000	597000	0	0	90000	90000	90000	90000	15000	15000	0	0	("MonsterNormalSkill",277)	("EightStarDefendkHero",2)	[]
10970	3841	30049	龙裔守护者				100	1	1	2470000	100	310238	310238	0	0	90000	90000	90000	90000	17500	17500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10971	3842	30049	龙裔守护者	30049	1	3	100	1	1	10900000	100	604800	604800	0	0	105000	105000	105000	105000	17500	17500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10972	3841	30049	龙裔守护者				100	1	1	2500000	100	314238	314238	0	0	105000	105000	105000	105000	17500	17500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10973	3842	30049	龙裔守护者	30049	1	3	100	1	1	11030000	100	612600	612600	0	0	105000	105000	105000	105000	17500	17500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10974	3841	30049	龙裔守护者				100	1	1	2530000	100	318238	318238	0	0	105000	105000	105000	105000	17500	17500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10975	3842	30049	龙裔守护者	30049	1	3	100	1	1	11160000	100	620400	620400	0	0	105000	105000	105000	105000	17500	17500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10976	3841	30049	龙裔守护者				100	1	1	2560000	100	322238	322238	0	0	105000	105000	105000	105000	17500	17500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10977	3842	30049	龙裔守护者	30049	1	3	100	1	1	11290000	100	628200	628200	0	0	105000	105000	105000	105000	17500	17500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10978	3841	30049	龙裔守护者				100	1	1	2590000	100	326238	326238	0	0	105000	105000	105000	105000	17500	17500	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10979	3843	5022	堕落天使	5022	1	3	100	2	1	11420000	100	636000	636000	0	0	105000	105000	105000	105000	17500	17500	0	0	("MonsterNormalSkill",276)	("EightStarAuxiliaryHeroA",2)	[]
10980	3844	30049	龙裔守护者				100	1	1	3055000	100	371738	371738	0	0	105000	105000	105000	105000	20000	20000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10981	3845	30049	龙裔守护者	30049	1	3	100	1	1	12500000	100	744000	744000	0	0	120000	120000	120000	120000	20000	20000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10982	3844	30049	龙裔守护者				100	1	1	3090000	100	376238	376238	0	0	120000	120000	120000	120000	20000	20000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10983	3845	30049	龙裔守护者	30049	1	3	100	1	1	12640000	100	753000	753000	0	0	120000	120000	120000	120000	20000	20000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10984	3844	30049	龙裔守护者				100	1	1	3125000	100	380738	380738	0	0	120000	120000	120000	120000	20000	20000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10985	3845	30049	龙裔守护者	30049	1	3	100	1	1	12780000	100	762000	762000	0	0	120000	120000	120000	120000	20000	20000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10986	3844	30049	龙裔守护者				100	1	1	3160000	100	385238	385238	0	0	120000	120000	120000	120000	20000	20000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10987	3845	30049	龙裔守护者	30049	1	3	100	1	1	12920000	100	771000	771000	0	0	120000	120000	120000	120000	20000	20000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10988	3844	30049	龙裔守护者				100	1	1	3195000	100	389738	389738	0	0	120000	120000	120000	120000	20000	20000	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
10989	3846	5003	大法师	5003	1	3	100	2	1	13060000	100	780000	780000	0	0	120000	120000	120000	120000	20000	20000	0	0	("MonsterNormalSkill",262)	("FourStarAttackHeroB", 2)	[]
10990	3847	30050	龙裔使者				100	2	1	3230000	100	394238	394238	0	0	120000	120000	120000	120000	22500	22500	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10991	3848	30050	龙裔使者	30050	1	3	100	2	1	13200000	100	789000	789000	0	0	135000	135000	135000	135000	22500	22500	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10992	3847	30050	龙裔使者				100	2	1	3265000	100	398738	398738	0	0	135000	135000	135000	135000	22500	22500	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10993	3848	30050	龙裔使者	30050	1	3	100	2	1	13340000	100	798000	798000	0	0	135000	135000	135000	135000	22500	22500	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10994	3847	30050	龙裔使者				100	2	1	3300000	100	403238	403238	0	0	135000	135000	135000	135000	22500	22500	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10995	3848	30050	龙裔使者	30050	1	3	100	2	1	13480000	100	807000	807000	0	0	135000	135000	135000	135000	22500	22500	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10996	3847	30050	龙裔使者				100	2	1	3335000	100	407738	407738	0	0	135000	135000	135000	135000	22500	22500	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10997	3848	30050	龙裔使者	30050	1	3	100	2	1	13620000	100	816000	816000	0	0	135000	135000	135000	135000	22500	22500	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10998	3847	30050	龙裔使者				100	2	1	3370000	100	412238	412238	0	0	135000	135000	135000	135000	22500	22500	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
10999	3849	5021	死亡骑士	5021	1	3	100	1	1	13760000	100	825000	825000	0	0	135000	135000	135000	135000	22500	22500	0	0	("MonsterNormalSkill",275)	("EightStarDefendkHero",2)	[]
11	4001	30050	龙裔使者				10	2	1	600	100	40	40	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",102)	("NoneSkill", 0)	[]
11000	10002	4028	太阳神	4028	1	3	100	1	1	20000	10	20000	20000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",258)	("NoneSkill", 0)	[]
11001	10004	30033	红龙刺客	30033	1	3	100	1	1	1000000	10	20000	20000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("TwoStarAttackHero", 2)	[]
11002	10005	20046	弓箭手	20046			100	1	1	10	10	10	10	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
11003	10006	4028	太阳神	4028			100	1	1	300000	10	20000	20000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",258)	("NoneSkill", 0)	[]
1101	4022	20046	箭手学徒				127	1	1	608000	100	88000	88000	0	0	57000	57000	57000	57000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1102	4132	4018	天空射手	4018	1	3	127	1	1	3200000	100	144000	144000	0	0	57000	57000	57000	57000	0	0	0	0	("MonsterNormalSkill",251)	("OneStarAttackHero", 2)	[]
1103	4022	20046	箭手学徒				127	1	1	608000	100	88000	88000	0	0	57000	57000	57000	57000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1104	4022	20046	箭手学徒				127	1	1	608000	100	88000	88000	0	0	57000	57000	57000	57000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1105	4132	4018	天空射手				127	1	1	608000	100	88000	88000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",251)	("NoneSkill", 0)	[]
111	4011	30047	皇家守卫				29	1	1	9500	100	650	650	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1111	4001	30050	龙裔使者				128	1	1	648000	100	88000	88000	0	0	58000	58000	58000	58000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1112	4133	20002	圣辉护卫	20002	1	3	128	1	1	3200000	100	152000	152000	0	0	58000	58000	58000	58000	0	0	0	0	("MonsterNormalSkill",253)	("OneStarDefendHero", 2)	[]
1113	4001	30050	龙裔使者				128	1	1	648000	100	88000	88000	0	0	58000	58000	58000	58000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1114	4001	30050	龙裔使者				128	1	1	648000	100	88000	88000	0	0	58000	58000	58000	58000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1115	4001	30050	龙裔使者				128	1	1	648000	100	88000	88000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
112	4033	4016	迷之雷神	4016	1	3	29	1	1	50000	100	1000	1000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",259)	("NoneSkill", 0)	[]
1121	4002	30003	守卫者				129	1	1	688000	100	96000	96000	0	0	59000	59000	59000	59000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1122	4134	30003	哈雷	30003	1	3	129	1	1	3360000	100	152000	152000	0	0	59000	59000	59000	59000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1123	4002	30003	守卫者				129	1	1	688000	100	96000	96000	0	0	59000	59000	59000	59000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1124	4002	30003	守卫者				129	1	1	688000	100	96000	96000	0	0	59000	59000	59000	59000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1125	4002	30003	守卫者				129	1	1	688000	100	96000	96000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
113	4011	30047	皇家守卫				29	1	1	9500	100	650	650	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1131	4003	30047	皇家守卫				130	1	1	720000	100	96000	96000	0	0	60000	60000	60000	60000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1132	4135	5006	绝美艳后	5006	1	3	130	1	1	3360000	100	160000	160000	0	0	60000	60000	60000	60000	0	0	0	0	("MonsterNormalSkill",252)	("OneStarAuxiliaryHero", 2)	[]
1133	4003	30047	皇家守卫				130	1	1	720000	100	96000	96000	0	0	60000	60000	60000	60000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1134	4003	30047	皇家守卫				130	1	1	720000	100	96000	96000	0	0	60000	60000	60000	60000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1135	4003	30047	皇家守卫				130	1	1	720000	100	96000	96000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
114	4011	30047	皇家守卫				29	1	1	9500	100	650	650	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1141	4004	20046	箭手护卫				131	1	1	760000	100	104000	104000	0	0	61000	61000	61000	61000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1142	4136	20006	执法士兵	20006	1	3	131	1	1	3600000	100	160000	160000	0	0	61000	61000	61000	61000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1143	4004	20046	箭手护卫				131	1	1	760000	100	104000	104000	0	0	61000	61000	61000	61000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1144	4004	20046	箭手护卫				131	1	1	760000	100	104000	104000	0	0	61000	61000	61000	61000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1145	4004	20046	箭手护卫				131	1	1	760000	100	104000	104000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
115	4033	4016	迷之雷神				29	1	1	100	100	100	100	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",259)	("NoneSkill", 0)	[]
1151	4005	30048	灵魂剑士				132	1	1	800000	100	104000	104000	0	0	62000	62000	62000	62000	0	0	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
1152	4137	20006	城中士兵	20006	1	3	132	1	1	3360000	100	160000	160000	0	0	62000	62000	62000	62000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1153	4005	30048	灵魂剑士				132	1	1	800000	100	104000	104000	0	0	62000	62000	62000	62000	0	0	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
1154	4005	30048	灵魂剑士				132	1	1	800000	100	104000	104000	0	0	62000	62000	62000	62000	0	0	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
1155	4005	30048	灵魂剑士				132	1	1	800000	100	104000	104000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",307)	("NoneSkill", 0)	[]
1161	4006	20006	圣城护卫				133	1	1	800000	100	108000	108000	0	0	63000	63000	63000	63000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1162	4138	20006	刀锋战士	20006	1	3	133	1	1	3360000	100	160000	160000	0	0	63000	63000	63000	63000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1163	4006	20006	圣城护卫				133	1	1	800000	100	108000	108000	0	0	63000	63000	63000	63000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1164	4006	20006	圣城护卫				133	1	1	800000	100	108000	108000	0	0	63000	63000	63000	63000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1165	4006	20006	圣城护卫				133	1	1	800000	100	108000	108000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1171	4007	20002	雇佣兵				134	1	1	840000	100	112000	112000	0	0	64000	64000	64000	64000	0	0	0	0	("MonsterNormalSkill",253)	("NoneSkill", 0)	[]
1172	4139	5014	屠龙剑圣	5014	1	3	134	1	1	3600000	100	168000	168000	0	0	64000	64000	64000	64000	0	0	0	0	("MonsterNormalSkill",268)	("SixStarAttackHeroA", 2)	[]
1173	4007	20002	雇佣兵				134	1	1	840000	100	112000	112000	0	0	64000	64000	64000	64000	0	0	0	0	("MonsterNormalSkill",253)	("NoneSkill", 0)	[]
1174	4007	20002	雇佣兵				134	1	1	840000	100	112000	112000	0	0	64000	64000	64000	64000	0	0	0	0	("MonsterNormalSkill",253)	("NoneSkill", 0)	[]
1175	4007	20002	雇佣兵				134	1	1	840000	100	112000	112000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",253)	("NoneSkill", 0)	[]
1181	4008	20121	刺客护卫				135	1	1	880000	100	116000	116000	0	0	65000	65000	65000	65000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1182	4140	20006	放哨者	20006	1	3	135	1	1	3600000	100	176000	176000	0	0	65000	65000	65000	65000	0	0	0	0	("MonsterNormalSkill",101)	("TwoStarDefendHero", 2)	[]
1183	4008	20121	刺客护卫				135	1	1	880000	100	116000	116000	0	0	65000	65000	65000	65000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1184	4008	20121	刺客护卫				135	1	1	880000	100	116000	116000	0	0	65000	65000	65000	65000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1185	4008	20121	刺客护卫				135	1	1	880000	100	116000	116000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1191	4009	20006	护卫兵				136	1	1	920000	100	120000	120000	0	0	66000	66000	66000	66000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1192	4141	5001	夺命手	5001	1	3	136	1	1	3600000	100	180000	180000	0	0	66000	66000	66000	66000	0	0	0	0	("MonsterNormalSkill",257)	("NoneSkill", 0)	[]
1193	4009	20006	护卫兵				136	1	1	920000	100	120000	120000	0	0	66000	66000	66000	66000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1194	4009	20006	护卫兵				136	1	1	920000	100	120000	120000	0	0	66000	66000	66000	66000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1195	4009	20006	护卫兵				136	1	1	920000	100	120000	120000	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
12	4023	30001	龙人队长	30001	1	2	10	1	1	3200	100	80	80	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
12001	11001	4023	死神				1	2	1	3000	100	100	100	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",254)	("NoneSkill", 0)	[]
12002	11022	30031	绿龙	30031	1	3	1	1	1	63750	100	200	200	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("OneStarAuxiliaryHero", 2)	[]
12003	11001	4023	死神				1	2	1	3000	100	100	100	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",254)	("NoneSkill", 0)	[]
12004	11001	4023	死神				1	2	1	3500	100	100	100	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",254)	("NoneSkill", 0)	[]
12005	11022	30031	绿龙				1	1	1	250	100	100	100	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1201	4010	20044	剑狂学徒				137	1	1	920000	100	124000	124000	0	0	67000	67000	67000	67000	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
12011	11002	4027	太阳神				20	1	1	30000	100	800	800	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
12012	11023	30032	白龙	30032	1	3	20	1	1	450000	100	1600	1600	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
12013	11002	4027	太阳神				20	1	1	30000	100	800	800	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
12014	11002	4027	太阳神				20	1	1	30000	100	800	800	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
12015	11023	30032	白龙				20	1	1	250	100	100	100	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",101)	("NoneSkill", 0)	[]
1202	4142	20002	守卫者	20002	1	3	137	1	1	3600000	100	184000	184000	0	0	67000	67000	67000	67000	0	0	0	0	("MonsterNormalSkill",253)	("NoneSkill", 0)	[]
12021	11003	40051	审判天使				30	2	1	42500	100	1300	1300	0	0	0	0	0	0	0	0	0	0	("MonsterNormalSkill",305)	("NoneSkill", 0)	[]
