boxType	level	money	itemList	money_fcm	itemList_fcm
3	99	800000	[(25683,120),(25667,60)]	400000	[(25683,60),(25667,30)]
3	100	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	101	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	102	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	103	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	104	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	105	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	106	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	107	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	108	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	109	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	110	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	111	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	112	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	113	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	114	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	115	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	116	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	117	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	118	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	119	1200000	[(25684,180),(25668,90)]	600000	[(25684,90),(25668,45)]
3	120	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	121	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	122	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	123	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	124	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	125	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	126	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	127	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	128	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	129	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	130	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	131	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	132	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	133	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	134	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	135	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	136	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	137	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	138	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	139	1600000	[(25685,240),(25669,120)]	800000	[(25685,120),(25669,60)]
3	140	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	141	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	142	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	143	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	144	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	145	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	146	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	147	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	148	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	149	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	150	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	151	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	152	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	153	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	154	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	155	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	156	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	157	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	158	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	159	2000000	[(25686,300),(25670,150)]	1000000	[(25686,150),(25670,75)]
3	160	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	161	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	162	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	163	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	164	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	165	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	166	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	167	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	168	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	169	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	170	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	171	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	172	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	173	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	174	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	175	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	176	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	177	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	178	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
3	179	2000000	[(26607,300),(27049,150)]	1000000	[(26607,150),(27049,75)]
