idx	level	leveMax	name	roleLevel	maxProcess	needMagicTowerLevel	processPerHour	continueTime	needContriLearn	needMoney	needContriActive	needResorcePerHour	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce	icon
4	37	50	物防(37级)	30	380	37	10	172800	4290	19305000	1850	339	0	0	0	0	2640	0	0	0	0	0	0	0	0	0	0	ghwufang
4	38	50	物防(38级)	30	390	38	10	172800	4400	19800000	1900	339	0	0	0	0	2760	0	0	0	0	0	0	0	0	0	0	ghwufang
4	39	50	物防(39级)	30	400	39	10	172800	4510	20317500	1950	338	0	0	0	0	2880	0	0	0	0	0	0	0	0	0	0	ghwufang
4	40	50	物防(40级)	30	410	40	10	172800	4630	20812500	2000	338	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	ghwufang
4	41	50	物防(41级)	30	420	41	10	172800	5060	25300000	2050	337	0	0	0	0	3150	0	0	0	0	0	0	0	0	0	0	ghwufang
4	42	50	物防(42级)	30	430	42	10	172800	5180	25900000	2100	337	0	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	ghwufang
4	43	50	物防(43级)	30	440	43	10	172800	5300	26500000	2150	337	0	0	0	0	3450	0	0	0	0	0	0	0	0	0	0	ghwufang
4	44	50	物防(44级)	30	450	44	10	172800	5420	27100000	2200	336	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	ghwufang
4	45	50	物防(45级)	30	460	45	10	172800	5540	27700000	2250	336	0	0	0	0	3750	0	0	0	0	0	0	0	0	0	0	ghwufang
4	46	50	物防(46级)	30	470	46	10	172800	5660	31157500	2300	336	0	0	0	0	3900	0	0	0	0	0	0	0	0	0	0	ghwufang
4	47	50	物防(47级)	30	480	47	10	172800	5780	31817500	2350	335	0	0	0	0	4050	0	0	0	0	0	0	0	0	0	0	ghwufang
4	48	50	物防(48级)	30	490	48	10	172800	5900	32477500	2400	335	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	0	ghwufang
4	49	50	物防(49级)	30	500	49	10	172800	6020	33137500	2450	335	0	0	0	0	4350	0	0	0	0	0	0	0	0	0	0	ghwufang
4	50	50	物防(50级)	30	510	50	10	172800	6140	33797500	2500	334	0	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	ghwufang
5	1	50	法防(1级)	30	20	1	10	172800	240	240000	50	665	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	ghfafang
5	2	50	法防(2级)	30	30	2	10	172800	330	330000	100	550	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	ghfafang
5	3	50	法防(3级)	30	40	3	10	172800	420	420000	150	493	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	ghfafang
5	4	50	法防(4级)	30	50	4	10	172800	510	505000	200	458	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	ghfafang
5	5	50	法防(5级)	30	60	5	10	172800	590	595000	250	435	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	ghfafang
5	6	50	法防(6级)	30	70	6	10	172800	680	1027500	300	419	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	ghfafang
5	7	50	法防(7级)	30	80	7	10	172800	770	1155000	350	407	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	ghfafang
5	8	50	法防(8级)	30	90	8	10	172800	860	1290000	400	397	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	ghfafang
5	9	50	法防(9级)	30	100	9	10	172800	950	1425000	450	389	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	ghfafang
5	10	50	法防(10级)	30	110	10	10	172800	1040	1552500	500	383	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	ghfafang
5	11	50	法防(11级)	30	120	11	10	172800	1200	2410000	550	378	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	ghfafang
5	12	50	法防(12级)	30	130	12	10	172800	1300	2600000	600	374	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	ghfafang
5	13	50	法防(13级)	30	140	13	10	172800	1400	2800000	650	370	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	ghfafang
5	14	50	法防(14级)	30	150	14	10	172800	1490	2990000	700	367	0	0	0	0	0	0	540	0	0	0	0	0	0	0	0	ghfafang
5	15	50	法防(15级)	30	160	15	10	172800	1590	3180000	750	364	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	ghfafang
5	16	50	法防(16级)	30	170	16	10	172800	1690	4212500	800	362	0	0	0	0	0	0	660	0	0	0	0	0	0	0	0	ghfafang
5	17	50	法防(17级)	30	180	17	10	172800	1780	4462500	850	359	0	0	0	0	0	0	720	0	0	0	0	0	0	0	0	ghfafang
5	18	50	法防(18级)	30	190	18	10	172800	1880	4700000	900	357	0	0	0	0	0	0	780	0	0	0	0	0	0	0	0	ghfafang
5	19	50	法防(19级)	30	200	19	10	172800	1980	4937500	950	355	0	0	0	0	0	0	840	0	0	0	0	0	0	0	0	ghfafang
5	20	50	法防(20级)	30	210	20	10	172800	2070	5175000	1000	354	0	0	0	0	0	0	900	0	0	0	0	0	0	0	0	ghfafang
5	21	50	法防(21级)	30	220	21	10	172800	2330	6990000	1050	352	0	0	0	0	0	0	990	0	0	0	0	0	0	0	0	ghfafang
5	22	50	法防(22级)	30	230	22	10	172800	2430	7305000	1100	351	0	0	0	0	0	0	1080	0	0	0	0	0	0	0	0	ghfafang
5	23	50	法防(23级)	30	240	23	10	172800	2540	7620000	1150	350	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	ghfafang
5	24	50	法防(24级)	30	250	24	10	172800	2640	7935000	1200	348	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	ghfafang
5	25	50	法防(25级)	30	260	25	10	172800	2750	8235000	1250	347	0	0	0	0	0	0	1350	0	0	0	0	0	0	0	0	ghfafang
5	26	50	法防(26级)	30	270	26	10	172800	2850	9975000	1300	346	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	ghfafang
5	27	50	法防(27级)	30	280	27	10	172800	2960	10342500	1350	345	0	0	0	0	0	0	1530	0	0	0	0	0	0	0	0	ghfafang
5	28	50	法防(28级)	30	290	28	10	172800	3060	10710000	1400	345	0	0	0	0	0	0	1620	0	0	0	0	0	0	0	0	ghfafang
5	29	50	法防(29级)	30	300	29	10	172800	3160	11077500	1450	344	0	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	ghfafang
5	30	50	法防(30级)	30	310	30	10	172800	3270	11445000	1500	343	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	ghfafang
5	31	50	法防(31级)	30	320	31	10	172800	3610	14460000	1550	342	0	0	0	0	0	0	1920	0	0	0	0	0	0	0	0	ghfafang
5	32	50	法防(32级)	30	330	32	10	172800	3730	14900000	1600	342	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	ghfafang
5	33	50	法防(33级)	30	340	33	10	172800	3840	15360000	1650	341	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	ghfafang
5	34	50	法防(34级)	30	350	34	10	172800	3950	15800000	1700	340	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	ghfafang
5	35	50	法防(35级)	30	360	35	10	172800	4060	16260000	1750	340	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	ghfafang
5	36	50	法防(36级)	30	370	36	10	172800	4180	18787500	1800	339	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	ghfafang
5	37	50	法防(37级)	30	380	37	10	172800	4290	19305000	1850	339	0	0	0	0	0	0	2640	0	0	0	0	0	0	0	0	ghfafang
5	38	50	法防(38级)	30	390	38	10	172800	4400	19800000	1900	339	0	0	0	0	0	0	2760	0	0	0	0	0	0	0	0	ghfafang
5	39	50	法防(39级)	30	400	39	10	172800	4510	20317500	1950	338	0	0	0	0	0	0	2880	0	0	0	0	0	0	0	0	ghfafang
5	40	50	法防(40级)	30	410	40	10	172800	4630	20812500	2000	338	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	ghfafang
5	41	50	法防(41级)	30	420	41	10	172800	5060	25300000	2050	337	0	0	0	0	0	0	3150	0	0	0	0	0	0	0	0	ghfafang
5	42	50	法防(42级)	30	430	42	10	172800	5180	25900000	2100	337	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	0	ghfafang
5	43	50	法防(43级)	30	440	43	10	172800	5300	26500000	2150	337	0	0	0	0	0	0	3450	0	0	0	0	0	0	0	0	ghfafang
5	44	50	法防(44级)	30	450	44	10	172800	5420	27100000	2200	336	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	ghfafang
5	45	50	法防(45级)	30	460	45	10	172800	5540	27700000	2250	336	0	0	0	0	0	0	3750	0	0	0	0	0	0	0	0	ghfafang
5	46	50	法防(46级)	30	470	46	10	172800	5660	31157500	2300	336	0	0	0	0	0	0	3900	0	0	0	0	0	0	0	0	ghfafang
5	47	50	法防(47级)	30	480	47	10	172800	5780	31817500	2350	335	0	0	0	0	0	0	4050	0	0	0	0	0	0	0	0	ghfafang
5	48	50	法防(48级)	30	490	48	10	172800	5900	32477500	2400	335	0	0	0	0	0	0	4200	0	0	0	0	0	0	0	0	ghfafang
5	49	50	法防(49级)	30	500	49	10	172800	6020	33137500	2450	335	0	0	0	0	0	0	4350	0	0	0	0	0	0	0	0	ghfafang
5	50	50	法防(50级)	30	510	50	10	172800	6140	33797500	2500	334	0	0	0	0	0	0	4500	0	0	0	0	0	0	0	0	ghfafang
6	1	50	暴击(1级)	60	20	1	10	172800	240	240000	50	665	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	ghbaoji
6	2	50	暴击(2级)	60	30	2	10	172800	330	330000	100	550	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	ghbaoji
6	3	50	暴击(3级)	60	40	3	10	172800	420	420000	150	493	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	ghbaoji
6	4	50	暴击(4级)	60	50	4	10	172800	510	505000	200	458	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	ghbaoji
6	5	50	暴击(5级)	60	60	5	10	172800	590	595000	250	435	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	ghbaoji
6	6	50	暴击(6级)	60	70	6	10	172800	680	1027500	300	419	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	ghbaoji
6	7	50	暴击(7级)	60	80	7	10	172800	770	1155000	350	407	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	ghbaoji
6	8	50	暴击(8级)	60	90	8	10	172800	860	1290000	400	397	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	ghbaoji
6	9	50	暴击(9级)	60	100	9	10	172800	950	1425000	450	389	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	ghbaoji
6	10	50	暴击(10级)	60	110	10	10	172800	1040	1552500	500	383	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	ghbaoji
6	11	50	暴击(11级)	60	120	11	10	172800	1200	2410000	550	378	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	ghbaoji
6	12	50	暴击(12级)	60	130	12	10	172800	1300	2600000	600	374	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	ghbaoji
6	13	50	暴击(13级)	60	140	13	10	172800	1400	2800000	650	370	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	ghbaoji
6	14	50	暴击(14级)	60	150	14	10	172800	1490	2990000	700	367	0	0	0	0	0	0	0	540	0	0	0	0	0	0	0	ghbaoji
6	15	50	暴击(15级)	60	160	15	10	172800	1590	3180000	750	364	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	ghbaoji
6	16	50	暴击(16级)	60	170	16	10	172800	1690	4212500	800	362	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	ghbaoji
6	17	50	暴击(17级)	60	180	17	10	172800	1780	4462500	850	359	0	0	0	0	0	0	0	720	0	0	0	0	0	0	0	ghbaoji
6	18	50	暴击(18级)	60	190	18	10	172800	1880	4700000	900	357	0	0	0	0	0	0	0	780	0	0	0	0	0	0	0	ghbaoji
6	19	50	暴击(19级)	60	200	19	10	172800	1980	4937500	950	355	0	0	0	0	0	0	0	840	0	0	0	0	0	0	0	ghbaoji
6	20	50	暴击(20级)	60	210	20	10	172800	2070	5175000	1000	354	0	0	0	0	0	0	0	900	0	0	0	0	0	0	0	ghbaoji
6	21	50	暴击(21级)	60	220	21	10	172800	2330	6990000	1050	352	0	0	0	0	0	0	0	990	0	0	0	0	0	0	0	ghbaoji
6	22	50	暴击(22级)	60	230	22	10	172800	2430	7305000	1100	351	0	0	0	0	0	0	0	1080	0	0	0	0	0	0	0	ghbaoji
6	23	50	暴击(23级)	60	240	23	10	172800	2540	7620000	1150	350	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	ghbaoji
6	24	50	暴击(24级)	60	250	24	10	172800	2640	7935000	1200	348	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	ghbaoji
6	25	50	暴击(25级)	60	260	25	10	172800	2750	8235000	1250	347	0	0	0	0	0	0	0	1350	0	0	0	0	0	0	0	ghbaoji
6	26	50	暴击(26级)	60	270	26	10	172800	2850	9975000	1300	346	0	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	ghbaoji
6	27	50	暴击(27级)	60	280	27	10	172800	2960	10342500	1350	345	0	0	0	0	0	0	0	1530	0	0	0	0	0	0	0	ghbaoji
6	28	50	暴击(28级)	60	290	28	10	172800	3060	10710000	1400	345	0	0	0	0	0	0	0	1620	0	0	0	0	0	0	0	ghbaoji
6	29	50	暴击(29级)	60	300	29	10	172800	3160	11077500	1450	344	0	0	0	0	0	0	0	1710	0	0	0	0	0	0	0	ghbaoji
6	30	50	暴击(30级)	60	310	30	10	172800	3270	11445000	1500	343	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	ghbaoji
6	31	50	暴击(31级)	60	320	31	10	172800	3610	14460000	1550	342	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	0	ghbaoji
6	32	50	暴击(32级)	60	330	32	10	172800	3730	14900000	1600	342	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	ghbaoji
6	33	50	暴击(33级)	60	340	33	10	172800	3840	15360000	1650	341	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	ghbaoji
6	34	50	暴击(34级)	60	350	34	10	172800	3950	15800000	1700	340	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	ghbaoji
6	35	50	暴击(35级)	60	360	35	10	172800	4060	16260000	1750	340	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	ghbaoji
6	36	50	暴击(36级)	60	370	36	10	172800	4180	18787500	1800	339	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	ghbaoji
6	37	50	暴击(37级)	60	380	37	10	172800	4290	19305000	1850	339	0	0	0	0	0	0	0	2640	0	0	0	0	0	0	0	ghbaoji
6	38	50	暴击(38级)	60	390	38	10	172800	4400	19800000	1900	339	0	0	0	0	0	0	0	2760	0	0	0	0	0	0	0	ghbaoji
6	39	50	暴击(39级)	60	400	39	10	172800	4510	20317500	1950	338	0	0	0	0	0	0	0	2880	0	0	0	0	0	0	0	ghbaoji
6	40	50	暴击(40级)	60	410	40	10	172800	4630	20812500	2000	338	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	ghbaoji
6	41	50	暴击(41级)	60	420	41	10	172800	5060	25300000	2050	337	0	0	0	0	0	0	0	3150	0	0	0	0	0	0	0	ghbaoji
6	42	50	暴击(42级)	60	430	42	10	172800	5180	25900000	2100	337	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	0	ghbaoji
6	43	50	暴击(43级)	60	440	43	10	172800	5300	26500000	2150	337	0	0	0	0	0	0	0	3450	0	0	0	0	0	0	0	ghbaoji
6	44	50	暴击(44级)	60	450	44	10	172800	5420	27100000	2200	336	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	ghbaoji
6	45	50	暴击(45级)	60	460	45	10	172800	5540	27700000	2250	336	0	0	0	0	0	0	0	3750	0	0	0	0	0	0	0	ghbaoji
6	46	50	暴击(46级)	60	470	46	10	172800	5660	31157500	2300	336	0	0	0	0	0	0	0	3900	0	0	0	0	0	0	0	ghbaoji
6	47	50	暴击(47级)	60	480	47	10	172800	5780	31817500	2350	335	0	0	0	0	0	0	0	4050	0	0	0	0	0	0	0	ghbaoji
6	48	50	暴击(48级)	60	490	48	10	172800	5900	32477500	2400	335	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	0	ghbaoji
6	49	50	暴击(49级)	60	500	49	10	172800	6020	33137500	2450	335	0	0	0	0	0	0	0	4350	0	0	0	0	0	0	0	ghbaoji
6	50	50	暴击(50级)	60	510	50	10	172800	6140	33797500	2500	334	0	0	0	0	0	0	0	4500	0	0	0	0	0	0	0	ghbaoji
7	1	50	免暴(1级)	60	20	1	10	172800	240	240000	50	665	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	ghmianbao
7	2	50	免暴(2级)	60	30	2	10	172800	330	330000	100	550	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	ghmianbao
7	3	50	免暴(3级)	60	40	3	10	172800	420	420000	150	493	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	ghmianbao
7	4	50	免暴(4级)	60	50	4	10	172800	510	505000	200	458	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	ghmianbao
7	5	50	免暴(5级)	60	60	5	10	172800	590	595000	250	435	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	ghmianbao
7	6	50	免暴(6级)	60	70	6	10	172800	680	1027500	300	419	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	ghmianbao
7	7	50	免暴(7级)	60	80	7	10	172800	770	1155000	350	407	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	ghmianbao
7	8	50	免暴(8级)	60	90	8	10	172800	860	1290000	400	397	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	ghmianbao
7	9	50	免暴(9级)	60	100	9	10	172800	950	1425000	450	389	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	ghmianbao
7	10	50	免暴(10级)	60	110	10	10	172800	1040	1552500	500	383	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	ghmianbao
7	11	50	免暴(11级)	60	120	11	10	172800	1200	2410000	550	378	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	ghmianbao
7	12	50	免暴(12级)	60	130	12	10	172800	1300	2600000	600	374	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	ghmianbao
7	13	50	免暴(13级)	60	140	13	10	172800	1400	2800000	650	370	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	ghmianbao
7	14	50	免暴(14级)	60	150	14	10	172800	1490	2990000	700	367	0	0	0	0	0	0	0	0	540	0	0	0	0	0	0	ghmianbao
7	15	50	免暴(15级)	60	160	15	10	172800	1590	3180000	750	364	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	ghmianbao
7	16	50	免暴(16级)	60	170	16	10	172800	1690	4212500	800	362	0	0	0	0	0	0	0	0	660	0	0	0	0	0	0	ghmianbao
7	17	50	免暴(17级)	60	180	17	10	172800	1780	4462500	850	359	0	0	0	0	0	0	0	0	720	0	0	0	0	0	0	ghmianbao
7	18	50	免暴(18级)	60	190	18	10	172800	1880	4700000	900	357	0	0	0	0	0	0	0	0	780	0	0	0	0	0	0	ghmianbao
7	19	50	免暴(19级)	60	200	19	10	172800	1980	4937500	950	355	0	0	0	0	0	0	0	0	840	0	0	0	0	0	0	ghmianbao
7	20	50	免暴(20级)	60	210	20	10	172800	2070	5175000	1000	354	0	0	0	0	0	0	0	0	900	0	0	0	0	0	0	ghmianbao
7	21	50	免暴(21级)	60	220	21	10	172800	2330	6990000	1050	352	0	0	0	0	0	0	0	0	990	0	0	0	0	0	0	ghmianbao
7	22	50	免暴(22级)	60	230	22	10	172800	2430	7305000	1100	351	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	0	ghmianbao
7	23	50	免暴(23级)	60	240	23	10	172800	2540	7620000	1150	350	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	ghmianbao
7	24	50	免暴(24级)	60	250	24	10	172800	2640	7935000	1200	348	0	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	ghmianbao
7	25	50	免暴(25级)	60	260	25	10	172800	2750	8235000	1250	347	0	0	0	0	0	0	0	0	1350	0	0	0	0	0	0	ghmianbao
7	26	50	免暴(26级)	60	270	26	10	172800	2850	9975000	1300	346	0	0	0	0	0	0	0	0	1440	0	0	0	0	0	0	ghmianbao
7	27	50	免暴(27级)	60	280	27	10	172800	2960	10342500	1350	345	0	0	0	0	0	0	0	0	1530	0	0	0	0	0	0	ghmianbao
7	28	50	免暴(28级)	60	290	28	10	172800	3060	10710000	1400	345	0	0	0	0	0	0	0	0	1620	0	0	0	0	0	0	ghmianbao
7	29	50	免暴(29级)	60	300	29	10	172800	3160	11077500	1450	344	0	0	0	0	0	0	0	0	1710	0	0	0	0	0	0	ghmianbao
7	30	50	免暴(30级)	60	310	30	10	172800	3270	11445000	1500	343	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	ghmianbao
7	31	50	免暴(31级)	60	320	31	10	172800	3610	14460000	1550	342	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	ghmianbao
7	32	50	免暴(32级)	60	330	32	10	172800	3730	14900000	1600	342	0	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	ghmianbao
7	33	50	免暴(33级)	60	340	33	10	172800	3840	15360000	1650	341	0	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	ghmianbao
7	34	50	免暴(34级)	60	350	34	10	172800	3950	15800000	1700	340	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	ghmianbao
7	35	50	免暴(35级)	60	360	35	10	172800	4060	16260000	1750	340	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	ghmianbao
7	36	50	免暴(36级)	60	370	36	10	172800	4180	18787500	1800	339	0	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	ghmianbao
7	37	50	免暴(37级)	60	380	37	10	172800	4290	19305000	1850	339	0	0	0	0	0	0	0	0	2640	0	0	0	0	0	0	ghmianbao
7	38	50	免暴(38级)	60	390	38	10	172800	4400	19800000	1900	339	0	0	0	0	0	0	0	0	2760	0	0	0	0	0	0	ghmianbao
7	39	50	免暴(39级)	60	400	39	10	172800	4510	20317500	1950	338	0	0	0	0	0	0	0	0	2880	0	0	0	0	0	0	ghmianbao
7	40	50	免暴(40级)	60	410	40	10	172800	4630	20812500	2000	338	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	ghmianbao
7	41	50	免暴(41级)	60	420	41	10	172800	5060	25300000	2050	337	0	0	0	0	0	0	0	0	3150	0	0	0	0	0	0	ghmianbao
7	42	50	免暴(42级)	60	430	42	10	172800	5180	25900000	2100	337	0	0	0	0	0	0	0	0	3300	0	0	0	0	0	0	ghmianbao
7	43	50	免暴(43级)	60	440	43	10	172800	5300	26500000	2150	337	0	0	0	0	0	0	0	0	3450	0	0	0	0	0	0	ghmianbao
7	44	50	免暴(44级)	60	450	44	10	172800	5420	27100000	2200	336	0	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	ghmianbao
7	45	50	免暴(45级)	60	460	45	10	172800	5540	27700000	2250	336	0	0	0	0	0	0	0	0	3750	0	0	0	0	0	0	ghmianbao
7	46	50	免暴(46级)	60	470	46	10	172800	5660	31157500	2300	336	0	0	0	0	0	0	0	0	3900	0	0	0	0	0	0	ghmianbao
7	47	50	免暴(47级)	60	480	47	10	172800	5780	31817500	2350	335	0	0	0	0	0	0	0	0	4050	0	0	0	0	0	0	ghmianbao
7	48	50	免暴(48级)	60	490	48	10	172800	5900	32477500	2400	335	0	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	ghmianbao
7	49	50	免暴(49级)	60	500	49	10	172800	6020	33137500	2450	335	0	0	0	0	0	0	0	0	4350	0	0	0	0	0	0	ghmianbao
7	50	50	免暴(50级)	60	510	50	10	172800	6140	33797500	2500	334	0	0	0	0	0	0	0	0	4500	0	0	0	0	0	0	ghmianbao
8	1	50	格挡(1级)	60	20	1	10	172800	240	240000	50	665	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	ghgedang
8	2	50	格挡(2级)	60	30	2	10	172800	330	330000	100	550	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	ghgedang
8	3	50	格挡(3级)	60	40	3	10	172800	420	420000	150	493	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	ghgedang
8	4	50	格挡(4级)	60	50	4	10	172800	510	505000	200	458	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	ghgedang
8	5	50	格挡(5级)	60	60	5	10	172800	590	595000	250	435	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	ghgedang
8	6	50	格挡(6级)	60	70	6	10	172800	680	1027500	300	419	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	ghgedang
8	7	50	格挡(7级)	60	80	7	10	172800	770	1155000	350	407	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	ghgedang
8	8	50	格挡(8级)	60	90	8	10	172800	860	1290000	400	397	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	ghgedang
8	9	50	格挡(9级)	60	100	9	10	172800	950	1425000	450	389	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	ghgedang
8	10	50	格挡(10级)	60	110	10	10	172800	1040	1552500	500	383	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	ghgedang
8	11	50	格挡(11级)	60	120	11	10	172800	1200	2410000	550	378	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	ghgedang
8	12	50	格挡(12级)	60	130	12	10	172800	1300	2600000	600	374	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	ghgedang
8	13	50	格挡(13级)	60	140	13	10	172800	1400	2800000	650	370	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	ghgedang
8	14	50	格挡(14级)	60	150	14	10	172800	1490	2990000	700	367	0	0	0	0	0	0	0	0	0	0	0	540	0	0	0	ghgedang
8	15	50	格挡(15级)	60	160	15	10	172800	1590	3180000	750	364	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	ghgedang
8	16	50	格挡(16级)	60	170	16	10	172800	1690	4212500	800	362	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	ghgedang
8	17	50	格挡(17级)	60	180	17	10	172800	1780	4462500	850	359	0	0	0	0	0	0	0	0	0	0	0	720	0	0	0	ghgedang
8	18	50	格挡(18级)	60	190	18	10	172800	1880	4700000	900	357	0	0	0	0	0	0	0	0	0	0	0	780	0	0	0	ghgedang
8	19	50	格挡(19级)	60	200	19	10	172800	1980	4937500	950	355	0	0	0	0	0	0	0	0	0	0	0	840	0	0	0	ghgedang
8	20	50	格挡(20级)	60	210	20	10	172800	2070	5175000	1000	354	0	0	0	0	0	0	0	0	0	0	0	900	0	0	0	ghgedang
8	21	50	格挡(21级)	60	220	21	10	172800	2330	6990000	1050	352	0	0	0	0	0	0	0	0	0	0	0	990	0	0	0	ghgedang
8	22	50	格挡(22级)	60	230	22	10	172800	2430	7305000	1100	351	0	0	0	0	0	0	0	0	0	0	0	1080	0	0	0	ghgedang
8	23	50	格挡(23级)	60	240	23	10	172800	2540	7620000	1150	350	0	0	0	0	0	0	0	0	0	0	0	1170	0	0	0	ghgedang
8	24	50	格挡(24级)	60	250	24	10	172800	2640	7935000	1200	348	0	0	0	0	0	0	0	0	0	0	0	1260	0	0	0	ghgedang
8	25	50	格挡(25级)	60	260	25	10	172800	2750	8235000	1250	347	0	0	0	0	0	0	0	0	0	0	0	1350	0	0	0	ghgedang
