index	layer	name	scene0	x0	y0	scenePos	hasFirst	firstItems	firstItems_fcm	firstMoney	firstRMB	firstRMB_fcm	yuLan	yuLan_fcm	Monster1	x1	y1	face1	camp1	fight1	reward1	Monster2	x2	y2	face2	camp2	fight2	reward2	Monster3	x3	y3	face3	camp3	fight3	reward3	m1	m2	boss	jumpRound	doornpc	door
2	29	天空之塔	221	609	1009	(221,609,1009)	0								14204	768	916	0	15174	145	175	14205	1152	669	0	15175	145	176	14238	1434	515	0	15176	145	177	(14204,768,916,0,15174,145,175)	(14205,1152,669,0,15175,145,176)	(14238,1434,515,0,15176,145,177)	3	15028	(15028,1618,427,0)
2	30	天空之塔	222	609	1009	(222,609,1009)	1	[(25683,150)]	[(25683,75)]		400	200	[(25683,150),(25829,400)]	[(25683,75),(25829,200)]	14207	768	916	0	15177	145	178	14208	1152	669	0	15178	145	179	14239	1434	515	0	15179	144	180			(14239,1434,515,0,15179,144,180)			
3	1	失落之塔	223	444	1104	(223,444,1104)	0								14240	772	942	0	15180	147	181	14241	1178	670	0	15181	147	182	14330	1463	524	0	15182	147	183	(14240,772,942,0,15180,147,181)	(14241,1178,670,0,15181,147,182)	(14330,1463,524,0,15182,147,183)	0	15000	(15000,1653,431,0)
3	2	失落之塔	224	444	1104	(224,444,1104)	0								14243	772	942	0	15183	147	184	14244	1178	670	0	15184	147	185	14331	1463	524	0	15185	147	186	(14243,772,942,0,15183,147,184)	(14244,1178,670,0,15184,147,185)	(14331,1463,524,0,15185,147,186)	3	15001	(15001,1653,431,0)
3	3	失落之塔	225	444	1104	(225,444,1104)	0								14246	772	942	0	15186	147	187	14247	1178	670	0	15187	147	188	14332	1463	524	0	15188	147	189	(14246,772,942,0,15186,147,187)	(14247,1178,670,0,15187,147,188)	(14332,1463,524,0,15188,147,189)	3	15002	(15002,1653,431,0)
3	4	失落之塔	226	444	1104	(226,444,1104)	0								14249	772	942	0	15189	147	190	14250	1178	670	0	15190	147	191	14333	1463	524	0	15191	147	192	(14249,772,942,0,15189,147,190)	(14250,1178,670,0,15190,147,191)	(14333,1463,524,0,15191,147,192)	3	15003	(15003,1653,431,0)
3	5	失落之塔	227	444	1104	(227,444,1104)	1	[(25684,20)]	[(25684,10)]		100	50	[(25684,20),(25829,100)]	[(25684,10),(25829,50)]	14252	772	942	0	15192	147	193	14253	1178	670	0	15193	147	194	14334	1463	524	0	15194	146	195			(14334,1463,524,0,15194,146,195)		15004	(15004,1653,431,0)
3	6	失落之塔	228	444	1104	(228,444,1104)	0								14255	772	942	0	15195	147	196	14256	1178	670	0	15196	147	197	14335	1463	524	0	15197	147	198	(14255,772,942,0,15195,147,196)	(14256,1178,670,0,15196,147,197)	(14335,1463,524,0,15197,147,198)	3	15005	(15005,1653,431,0)
3	7	失落之塔	229	444	1104	(229,444,1104)	0								14258	772	942	0	15198	147	199	14259	1178	670	0	15199	147	200	14336	1463	524	0	15200	147	201	(14258,772,942,0,15198,147,199)	(14259,1178,670,0,15199,147,200)	(14336,1463,524,0,15200,147,201)	3	15006	(15006,1653,431,0)
3	8	失落之塔	230	444	1104	(230,444,1104)	0								14261	772	942	0	15201	147	202	14262	1178	670	0	15202	147	203	14337	1463	524	0	15203	147	204	(14261,772,942,0,15201,147,202)	(14262,1178,670,0,15202,147,203)	(14337,1463,524,0,15203,147,204)	3	15007	(15007,1653,431,0)
3	9	失落之塔	231	444	1104	(231,444,1104)	0								14264	772	942	0	15204	147	205	14265	1178	670	0	15205	147	206	14338	1463	524	0	15206	147	207	(14264,772,942,0,15204,147,205)	(14265,1178,670,0,15205,147,206)	(14338,1463,524,0,15206,147,207)	3	15008	(15008,1653,431,0)
3	10	失落之塔	232	444	1104	(232,444,1104)	1	[(25684,40)]	[(25684,20)]		150	75	[(25684,40),(25829,150)]	[(25684,20),(25829,75)]	14267	772	942	0	15207	147	208	14268	1178	670	0	15208	147	209	14339	1463	524	0	15209	146	210			(14339,1463,524,0,15209,146,210)		15009	(15009,1653,431,0)
3	11	失落之塔	233	444	1104	(233,444,1104)	0								14270	772	942	0	15210	147	211	14271	1178	670	0	15211	147	212	14340	1463	524	0	15212	147	213	(14270,772,942,0,15210,147,211)	(14271,1178,670,0,15211,147,212)	(14340,1463,524,0,15212,147,213)	3	15010	(15010,1653,431,0)
3	12	失落之塔	234	444	1104	(234,444,1104)	0								14273	772	942	0	15213	147	214	14274	1178	670	0	15214	147	215	14341	1463	524	0	15215	147	216	(14273,772,942,0,15213,147,214)	(14274,1178,670,0,15214,147,215)	(14341,1463,524,0,15215,147,216)	3	15011	(15011,1653,431,0)
3	13	失落之塔	235	444	1104	(235,444,1104)	0								14276	772	942	0	15216	147	217	14277	1178	670	0	15217	147	218	14342	1463	524	0	15218	147	219	(14276,772,942,0,15216,147,217)	(14277,1178,670,0,15217,147,218)	(14342,1463,524,0,15218,147,219)	3	15012	(15012,1653,431,0)
3	14	失落之塔	236	444	1104	(236,444,1104)	0								14279	772	942	0	15219	147	220	14280	1178	670	0	15220	147	221	14343	1463	524	0	15221	147	222	(14279,772,942,0,15219,147,220)	(14280,1178,670,0,15220,147,221)	(14343,1463,524,0,15221,147,222)	3	15013	(15013,1653,431,0)
3	15	失落之塔	237	444	1104	(237,444,1104)	1	[(25684,60)]	[(25684,30)]		200	100	[(25684,60),(25829,200)]	[(25684,30),(25829,100)]	14282	772	942	0	15222	147	223	14283	1178	670	0	15223	147	224	14344	1463	524	0	15224	146	225			(14344,1463,524,0,15224,146,225)		15014	(15014,1653,431,0)
3	16	失落之塔	238	444	1104	(238,444,1104)	0								14285	772	942	0	15225	147	226	14286	1178	670	0	15226	147	227	14345	1463	524	0	15227	147	228	(14285,772,942,0,15225,147,226)	(14286,1178,670,0,15226,147,227)	(14345,1463,524,0,15227,147,228)	3	15015	(15015,1653,431,0)
3	17	失落之塔	239	444	1104	(239,444,1104)	0								14288	772	942	0	15228	147	229	14289	1178	670	0	15229	147	230	14346	1463	524	0	15230	147	231	(14288,772,942,0,15228,147,229)	(14289,1178,670,0,15229,147,230)	(14346,1463,524,0,15230,147,231)	3	15016	(15016,1653,431,0)
3	18	失落之塔	240	444	1104	(240,444,1104)	0								14291	772	942	0	15231	147	232	14292	1178	670	0	15232	147	233	14347	1463	524	0	15233	147	234	(14291,772,942,0,15231,147,232)	(14292,1178,670,0,15232,147,233)	(14347,1463,524,0,15233,147,234)	3	15017	(15017,1653,431,0)
3	19	失落之塔	241	444	1104	(241,444,1104)	0								14294	772	942	0	15234	147	235	14295	1178	670	0	15235	147	236	14348	1463	524	0	15236	147	237	(14294,772,942,0,15234,147,235)	(14295,1178,670,0,15235,147,236)	(14348,1463,524,0,15236,147,237)	3	15018	(15018,1653,431,0)
3	20	失落之塔	242	444	1104	(242,444,1104)	1	[(25684,80)]	[(25684,40)]		250	125	[(25684,80),(25829,250)]	[(25684,40),(25829,125)]	14297	772	942	0	15237	147	238	14298	1178	670	0	15238	147	239	14349	1463	524	0	15239	146	240			(14349,1463,524,0,15239,146,240)		15019	(15019,1653,431,0)
3	21	失落之塔	243	444	1104	(243,444,1104)	0								14300	772	942	0	15240	147	241	14301	1178	670	0	15241	147	242	14350	1463	524	0	15242	147	243	(14300,772,942,0,15240,147,241)	(14301,1178,670,0,15241,147,242)	(14350,1463,524,0,15242,147,243)	3	15020	(15020,1653,431,0)
3	22	失落之塔	244	444	1104	(244,444,1104)	0								14303	772	942	0	15243	147	244	14304	1178	670	0	15244	147	245	14351	1463	524	0	15245	147	246	(14303,772,942,0,15243,147,244)	(14304,1178,670,0,15244,147,245)	(14351,1463,524,0,15245,147,246)	3	15021	(15021,1653,431,0)
3	23	失落之塔	245	444	1104	(245,444,1104)	0								14306	772	942	0	15246	147	247	14307	1178	670	0	15247	147	248	14352	1463	524	0	15248	147	249	(14306,772,942,0,15246,147,247)	(14307,1178,670,0,15247,147,248)	(14352,1463,524,0,15248,147,249)	3	15022	(15022,1653,431,0)
3	24	失落之塔	246	444	1104	(246,444,1104)	0								14309	772	942	0	15249	147	250	14310	1178	670	0	15250	147	251	14353	1463	524	0	15251	147	252	(14309,772,942,0,15249,147,250)	(14310,1178,670,0,15250,147,251)	(14353,1463,524,0,15251,147,252)	3	15023	(15023,1653,431,0)
3	25	失落之塔	247	444	1104	(247,444,1104)	1	[(25684,100)]	[(25684,50)]		300	150	[(25684,100),(25829,300)]	[(25684,50),(25829,150)]	14312	772	942	0	15252	147	253	14313	1178	670	0	15253	147	254	14354	1463	524	0	15254	146	255			(14354,1463,524,0,15254,146,255)		15024	(15024,1653,431,0)
3	26	失落之塔	248	444	1104	(248,444,1104)	0								14315	772	942	0	15255	147	256	14316	1178	670	0	15256	147	257	14355	1463	524	0	15257	147	258	(14315,772,942,0,15255,147,256)	(14316,1178,670,0,15256,147,257)	(14355,1463,524,0,15257,147,258)	3	15025	(15025,1653,431,0)
3	27	失落之塔	249	444	1104	(249,444,1104)	0								14318	772	942	0	15258	147	259	14319	1178	670	0	15259	147	260	14356	1463	524	0	15260	147	261	(14318,772,942,0,15258,147,259)	(14319,1178,670,0,15259,147,260)	(14356,1463,524,0,15260,147,261)	3	15026	(15026,1653,431,0)
3	28	失落之塔	250	444	1104	(250,444,1104)	0								14321	772	942	0	15261	147	262	14322	1178	670	0	15262	147	263	14357	1463	524	0	15263	147	264	(14321,772,942,0,15261,147,262)	(14322,1178,670,0,15262,147,263)	(14357,1463,524,0,15263,147,264)	3	15027	(15027,1653,431,0)
3	29	失落之塔	251	444	1104	(251,444,1104)	0								14324	772	942	0	15264	147	265	14325	1178	670	0	15265	147	266	14358	1463	524	0	15266	147	267	(14324,772,942,0,15264,147,265)	(14325,1178,670,0,15265,147,266)	(14358,1463,524,0,15266,147,267)	3	15028	(15028,1653,431,0)
3	30	失落之塔	252	444	1104	(252,444,1104)	1	[(25684,150)]	[(25684,75)]		400	200	[(25684,150),(25829,400)]	[(25684,75),(25829,200)]	14327	772	942	0	15267	147	268	14328	1178	670	0	15268	147	269	14359	1463	524	0	15269	146	270			(14359,1463,524,0,15269,146,270)			
4	1	梦魇之塔	253	395	1126	(253,395,1126)	0								14360	648	1003	0	15486	154	271	14361	901	792	0	15487	154	272	14450	1165	663	0	15488	154	273	(14360,648,1003,0,15486,154,271)	(14361,901,792,0,15487,154,272)	(14450,1165,663,0,15488,154,273)	0	15000	(15000,1613,436,0)
4	2	梦魇之塔	254	395	1126	(254,395,1126)	0								14363	648	1003	0	15489	154	274	14364	901	792	0	15490	154	275	14451	1165	663	0	15491	154	276	(14363,648,1003,0,15489,154,274)	(14364,901,792,0,15490,154,275)	(14451,1165,663,0,15491,154,276)	3	15001	(15001,1613,436,0)
4	3	梦魇之塔	255	395	1126	(255,395,1126)	0								14366	648	1003	0	15492	154	277	14367	901	792	0	15493	154	278	14452	1165	663	0	15494	154	279	(14366,648,1003,0,15492,154,277)	(14367,901,792,0,15493,154,278)	(14452,1165,663,0,15494,154,279)	3	15002	(15002,1613,436,0)
4	4	梦魇之塔	256	395	1126	(256,395,1126)	0								14369	648	1003	0	15495	154	280	14370	901	792	0	15496	154	281	14453	1165	663	0	15497	154	282	(14369,648,1003,0,15495,154,280)	(14370,901,792,0,15496,154,281)	(14453,1165,663,0,15497,154,282)	3	15003	(15003,1613,436,0)
4	5	梦魇之塔	257	395	1126	(257,395,1126)	1	[(25685,20)]	[(25685,10)]		100	50	[(25685,20),(25829,100)]	[(25685,10),(25829,50)]	14372	648	1003	0	15498	154	283	14373	901	792	0	15499	154	284	14454	1165	663	0	15500	153	285			(14454,1165,663,0,15500,153,285)		15004	(15004,1613,436,0)
4	6	梦魇之塔	258	395	1126	(258,395,1126)	0								14375	648	1003	0	15501	154	286	14376	901	792	0	15502	154	287	14455	1165	663	0	15503	154	288	(14375,648,1003,0,15501,154,286)	(14376,901,792,0,15502,154,287)	(14455,1165,663,0,15503,154,288)	3	15005	(15005,1613,436,0)
4	7	梦魇之塔	259	395	1126	(259,395,1126)	0								14378	648	1003	0	15504	154	289	14379	901	792	0	15505	154	290	14456	1165	663	0	15506	154	291	(14378,648,1003,0,15504,154,289)	(14379,901,792,0,15505,154,290)	(14456,1165,663,0,15506,154,291)	3	15006	(15006,1613,436,0)
4	8	梦魇之塔	260	395	1126	(260,395,1126)	0								14381	648	1003	0	15507	154	292	14382	901	792	0	15508	154	293	14457	1165	663	0	15509	154	294	(14381,648,1003,0,15507,154,292)	(14382,901,792,0,15508,154,293)	(14457,1165,663,0,15509,154,294)	3	15007	(15007,1613,436,0)
4	9	梦魇之塔	261	395	1126	(261,395,1126)	0								14384	648	1003	0	15510	154	295	14385	901	792	0	15511	154	296	14458	1165	663	0	15512	154	297	(14384,648,1003,0,15510,154,295)	(14385,901,792,0,15511,154,296)	(14458,1165,663,0,15512,154,297)	3	15008	(15008,1613,436,0)
4	10	梦魇之塔	262	395	1126	(262,395,1126)	1	[(25685,40)]	[(25685,20)]		150	75	[(25685,40),(25829,150)]	[(25685,20),(25829,75)]	14387	648	1003	0	15513	154	298	14388	901	792	0	15514	154	299	14459	1165	663	0	15515	153	300			(14459,1165,663,0,15515,153,300)		15009	(15009,1613,436,0)
4	11	梦魇之塔	263	395	1126	(263,395,1126)	0								14390	648	1003	0	15516	154	301	14391	901	792	0	15517	154	302	14460	1165	663	0	15518	154	303	(14390,648,1003,0,15516,154,301)	(14391,901,792,0,15517,154,302)	(14460,1165,663,0,15518,154,303)	3	15010	(15010,1613,436,0)
4	12	梦魇之塔	264	395	1126	(264,395,1126)	0								14393	648	1003	0	15519	154	304	14394	901	792	0	15520	154	305	14461	1165	663	0	15521	154	306	(14393,648,1003,0,15519,154,304)	(14394,901,792,0,15520,154,305)	(14461,1165,663,0,15521,154,306)	3	15011	(15011,1613,436,0)
4	13	梦魇之塔	265	395	1126	(265,395,1126)	0								14396	648	1003	0	15522	154	307	14397	901	792	0	15523	154	308	14462	1165	663	0	15524	154	309	(14396,648,1003,0,15522,154,307)	(14397,901,792,0,15523,154,308)	(14462,1165,663,0,15524,154,309)	3	15012	(15012,1613,436,0)
4	14	梦魇之塔	266	395	1126	(266,395,1126)	0								14399	648	1003	0	15525	154	310	14400	901	792	0	15526	154	311	14463	1165	663	0	15527	154	312	(14399,648,1003,0,15525,154,310)	(14400,901,792,0,15526,154,311)	(14463,1165,663,0,15527,154,312)	3	15013	(15013,1613,436,0)
4	15	梦魇之塔	267	395	1126	(267,395,1126)	1	[(25685,60)]	[(25685,30)]		200	100	[(25685,60),(25829,200)]	[(25685,30),(25829,100)]	14402	648	1003	0	15528	154	313	14403	901	792	0	15529	154	314	14464	1165	663	0	15530	153	315			(14464,1165,663,0,15530,153,315)		15014	(15014,1613,436,0)
4	16	梦魇之塔	268	395	1126	(268,395,1126)	0								14405	648	1003	0	15531	154	316	14406	901	792	0	15532	154	317	14465	1165	663	0	15533	154	318	(14405,648,1003,0,15531,154,316)	(14406,901,792,0,15532,154,317)	(14465,1165,663,0,15533,154,318)	3	15015	(15015,1613,436,0)
4	17	梦魇之塔	269	395	1126	(269,395,1126)	0								14408	648	1003	0	15534	154	319	14409	901	792	0	15535	154	320	14466	1165	663	0	15536	154	321	(14408,648,1003,0,15534,154,319)	(14409,901,792,0,15535,154,320)	(14466,1165,663,0,15536,154,321)	3	15016	(15016,1613,436,0)
4	18	梦魇之塔	270	395	1126	(270,395,1126)	0								14411	648	1003	0	15537	154	322	14412	901	792	0	15538	154	323	14467	1165	663	0	15539	154	324	(14411,648,1003,0,15537,154,322)	(14412,901,792,0,15538,154,323)	(14467,1165,663,0,15539,154,324)	3	15017	(15017,1613,436,0)
4	19	梦魇之塔	271	395	1126	(271,395,1126)	0								14414	648	1003	0	15540	154	325	14415	901	792	0	15541	154	326	14468	1165	663	0	15542	154	327	(14414,648,1003,0,15540,154,325)	(14415,901,792,0,15541,154,326)	(14468,1165,663,0,15542,154,327)	3	15018	(15018,1613,436,0)
4	20	梦魇之塔	272	395	1126	(272,395,1126)	1	[(25685,80)]	[(25685,40)]		250	125	[(25685,80),(25829,250)]	[(25685,40),(25829,125)]	14417	648	1003	0	15543	154	328	14418	901	792	0	15544	154	329	14469	1165	663	0	15545	153	330			(14469,1165,663,0,15545,153,330)		15019	(15019,1613,436,0)
4	21	梦魇之塔	273	395	1126	(273,395,1126)	0								14420	648	1003	0	15546	154	331	14421	901	792	0	15547	154	332	14470	1165	663	0	15548	154	333	(14420,648,1003,0,15546,154,331)	(14421,901,792,0,15547,154,332)	(14470,1165,663,0,15548,154,333)	3	15020	(15020,1613,436,0)
4	22	梦魇之塔	274	395	1126	(274,395,1126)	0								14423	648	1003	0	15549	154	334	14424	901	792	0	15550	154	335	14471	1165	663	0	15551	154	336	(14423,648,1003,0,15549,154,334)	(14424,901,792,0,15550,154,335)	(14471,1165,663,0,15551,154,336)	3	15021	(15021,1613,436,0)
4	23	梦魇之塔	275	395	1126	(275,395,1126)	0								14426	648	1003	0	15552	154	337	14427	901	792	0	15553	154	338	14472	1165	663	0	15554	154	339	(14426,648,1003,0,15552,154,337)	(14427,901,792,0,15553,154,338)	(14472,1165,663,0,15554,154,339)	3	15022	(15022,1613,436,0)
4	24	梦魇之塔	276	395	1126	(276,395,1126)	0								14429	648	1003	0	15555	154	340	14430	901	792	0	15556	154	341	14473	1165	663	0	15557	154	342	(14429,648,1003,0,15555,154,340)	(14430,901,792,0,15556,154,341)	(14473,1165,663,0,15557,154,342)	3	15023	(15023,1613,436,0)
4	25	梦魇之塔	277	395	1126	(277,395,1126)	1	[(25685,100)]	[(25685,50)]		300	150	[(25685,100),(25829,300)]	[(25685,50),(25829,150)]	14432	648	1003	0	15558	154	343	14433	901	792	0	15559	154	344	14474	1165	663	0	15560	153	345			(14474,1165,663,0,15560,153,345)		15024	(15024,1613,436,0)
4	26	梦魇之塔	278	395	1126	(278,395,1126)	0								14435	648	1003	0	15561	154	346	14436	901	792	0	15562	154	347	14475	1165	663	0	15563	154	348	(14435,648,1003,0,15561,154,346)	(14436,901,792,0,15562,154,347)	(14475,1165,663,0,15563,154,348)	3	15025	(15025,1613,436,0)
4	27	梦魇之塔	279	395	1126	(279,395,1126)	0								14438	648	1003	0	15564	154	349	14439	901	792	0	15565	154	350	14476	1165	663	0	15566	154	351	(14438,648,1003,0,15564,154,349)	(14439,901,792,0,15565,154,350)	(14476,1165,663,0,15566,154,351)	3	15026	(15026,1613,436,0)
4	28	梦魇之塔	280	395	1126	(280,395,1126)	0								14441	648	1003	0	15567	154	352	14442	901	792	0	15568	154	353	14477	1165	663	0	15569	154	354	(14441,648,1003,0,15567,154,352)	(14442,901,792,0,15568,154,353)	(14477,1165,663,0,15569,154,354)	3	15027	(15027,1613,436,0)
4	29	梦魇之塔	281	395	1126	(281,395,1126)	0								14444	648	1003	0	15570	154	355	14445	901	792	0	15571	154	356	14478	1165	663	0	15572	154	357	(14444,648,1003,0,15570,154,355)	(14445,901,792,0,15571,154,356)	(14478,1165,663,0,15572,154,357)	3	15028	(15028,1613,436,0)
4	30	梦魇之塔	282	395	1126	(282,395,1126)	1	[(25685,150)]	[(25685,75)]		400	200	[(25685,150),(25829,400)]	[(25685,75),(25829,200)]	14447	648	1003	0	15573	154	358	14448	901	792	0	15574	154	359	14479	1165	663	0	15575	153	360			(14479,1165,663,0,15575,153,360)			
5	1	圣域之塔	401	385	1057	(401,385,1057)	0								14480	629	908	0	15576	163	361	14481	872	766	0	15577	163	362	14570	1130	658	0	15578	163	363	(14480,629,908,0,15576,163,361)	(14481,872,766,0,15577,163,362)	(14570,1130,658,0,15578,163,363)	0	15000	(15000,1461,508,0)
5	2	圣域之塔	402	385	1057	(402,385,1057)	0								14483	629	908	0	15579	163	364	14484	872	766	0	15580	163	365	14571	1130	658	0	15581	163	366	(14483,629,908,0,15579,163,364)	(14484,872,766,0,15580,163,365)	(14571,1130,658,0,15581,163,366)	3	15001	(15001,1461,508,0)
5	3	圣域之塔	403	385	1057	(403,385,1057)	0								14486	629	908	0	15582	163	367	14487	872	766	0	15583	163	368	14572	1130	658	0	15584	163	369	(14486,629,908,0,15582,163,367)	(14487,872,766,0,15583,163,368)	(14572,1130,658,0,15584,163,369)	3	15002	(15002,1461,508,0)
5	4	圣域之塔	404	385	1057	(404,385,1057)	0								14489	629	908	0	15585	163	370	14490	872	766	0	15586	163	371	14573	1130	658	0	15587	163	372	(14489,629,908,0,15585,163,370)	(14490,872,766,0,15586,163,371)	(14573,1130,658,0,15587,163,372)	3	15003	(15003,1461,508,0)
5	5	圣域之塔	405	385	1057	(405,385,1057)	1	[(25686,20)]	[(25686,10)]		100	50	[(25686,20),(25829,100)]	[(25686,10),(25829,50)]	14492	629	908	0	15588	163	373	14493	872	766	0	15589	163	374	14574	1130	658	0	15590	162	375			(14574,1130,658,0,15590,162,375)		15004	(15004,1461,508,0)
5	6	圣域之塔	406	385	1057	(406,385,1057)	0								14495	629	908	0	15591	163	376	14496	872	766	0	15592	163	377	14575	1130	658	0	15593	163	378	(14495,629,908,0,15591,163,376)	(14496,872,766,0,15592,163,377)	(14575,1130,658,0,15593,163,378)	3	15005	(15005,1461,508,0)
5	7	圣域之塔	407	385	1057	(407,385,1057)	0								14498	629	908	0	15594	163	379	14499	872	766	0	15595	163	380	14576	1130	658	0	15596	163	381	(14498,629,908,0,15594,163,379)	(14499,872,766,0,15595,163,380)	(14576,1130,658,0,15596,163,381)	3	15006	(15006,1461,508,0)
5	8	圣域之塔	408	385	1057	(408,385,1057)	0								14501	629	908	0	15597	163	382	14502	872	766	0	15598	163	383	14577	1130	658	0	15599	163	384	(14501,629,908,0,15597,163,382)	(14502,872,766,0,15598,163,383)	(14577,1130,658,0,15599,163,384)	3	15007	(15007,1461,508,0)
5	9	圣域之塔	409	385	1057	(409,385,1057)	0								14504	629	908	0	15600	163	385	14505	872	766	0	15601	163	386	14578	1130	658	0	15602	163	387	(14504,629,908,0,15600,163,385)	(14505,872,766,0,15601,163,386)	(14578,1130,658,0,15602,163,387)	3	15008	(15008,1461,508,0)
5	10	圣域之塔	410	385	1057	(410,385,1057)	1	[(25686,40)]	[(25686,20)]		150	75	[(25686,40),(25829,150)]	[(25686,20),(25829,75)]	14507	629	908	0	15603	163	388	14508	872	766	0	15604	163	389	14579	1130	658	0	15605	162	390			(14579,1130,658,0,15605,162,390)		15009	(15009,1461,508,0)
5	11	圣域之塔	411	385	1057	(411,385,1057)	0								14510	629	908	0	15606	163	391	14511	872	766	0	15607	163	392	14580	1130	658	0	15608	163	393	(14510,629,908,0,15606,163,391)	(14511,872,766,0,15607,163,392)	(14580,1130,658,0,15608,163,393)	3	15010	(15010,1461,508,0)
5	12	圣域之塔	412	385	1057	(412,385,1057)	0								14513	629	908	0	15609	163	394	14514	872	766	0	15610	163	395	14581	1130	658	0	15611	163	396	(14513,629,908,0,15609,163,394)	(14514,872,766,0,15610,163,395)	(14581,1130,658,0,15611,163,396)	3	15011	(15011,1461,508,0)
5	13	圣域之塔	413	385	1057	(413,385,1057)	0								14516	629	908	0	15612	163	397	14517	872	766	0	15613	163	398	14582	1130	658	0	15614	163	399	(14516,629,908,0,15612,163,397)	(14517,872,766,0,15613,163,398)	(14582,1130,658,0,15614,163,399)	3	15012	(15012,1461,508,0)
5	14	圣域之塔	414	385	1057	(414,385,1057)	0								14519	629	908	0	15615	163	400	14520	872	766	0	15616	163	401	14583	1130	658	0	15617	163	402	(14519,629,908,0,15615,163,400)	(14520,872,766,0,15616,163,401)	(14583,1130,658,0,15617,163,402)	3	15013	(15013,1461,508,0)
5	15	圣域之塔	415	385	1057	(415,385,1057)	1	[(25686,60)]	[(25686,30)]		200	100	[(25686,60),(25829,200)]	[(25686,30),(25829,100)]	14522	629	908	0	15618	163	403	14523	872	766	0	15619	163	404	14584	1130	658	0	15620	162	405			(14584,1130,658,0,15620,162,405)		15014	(15014,1461,508,0)
5	16	圣域之塔	416	385	1057	(416,385,1057)	0								14525	629	908	0	15621	163	406	14526	872	766	0	15622	163	407	14585	1130	658	0	15623	163	408	(14525,629,908,0,15621,163,406)	(14526,872,766,0,15622,163,407)	(14585,1130,658,0,15623,163,408)	3	15015	(15015,1461,508,0)
5	17	圣域之塔	417	385	1057	(417,385,1057)	0								14528	629	908	0	15624	163	409	14529	872	766	0	15625	163	410	14586	1130	658	0	15626	163	411	(14528,629,908,0,15624,163,409)	(14529,872,766,0,15625,163,410)	(14586,1130,658,0,15626,163,411)	3	15016	(15016,1461,508,0)
5	18	圣域之塔	418	385	1057	(418,385,1057)	0								14531	629	908	0	15627	163	412	14532	872	766	0	15628	163	413	14587	1130	658	0	15629	163	414	(14531,629,908,0,15627,163,412)	(14532,872,766,0,15628,163,413)	(14587,1130,658,0,15629,163,414)	3	15017	(15017,1461,508,0)
5	19	圣域之塔	419	385	1057	(419,385,1057)	0								14534	629	908	0	15630	163	415	14535	872	766	0	15631	163	416	14588	1130	658	0	15632	163	417	(14534,629,908,0,15630,163,415)	(14535,872,766,0,15631,163,416)	(14588,1130,658,0,15632,163,417)	3	15018	(15018,1461,508,0)
5	20	圣域之塔	420	385	1057	(420,385,1057)	1	[(25686,80)]	[(25686,40)]		250	125	[(25686,80),(25829,250)]	[(25686,40),(25829,125)]	14537	629	908	0	15633	163	418	14538	872	766	0	15634	163	419	14589	1130	658	0	15635	162	420			(14589,1130,658,0,15635,162,420)		15019	(15019,1461,508,0)
5	21	圣域之塔	421	385	1057	(421,385,1057)	0								14540	629	908	0	15636	163	421	14541	872	766	0	15637	163	422	14590	1130	658	0	15638	163	423	(14540,629,908,0,15636,163,421)	(14541,872,766,0,15637,163,422)	(14590,1130,658,0,15638,163,423)	3	15020	(15020,1461,508,0)
5	22	圣域之塔	422	385	1057	(422,385,1057)	0								14543	629	908	0	15639	163	424	14544	872	766	0	15640	163	425	14591	1130	658	0	15641	163	426	(14543,629,908,0,15639,163,424)	(14544,872,766,0,15640,163,425)	(14591,1130,658,0,15641,163,426)	3	15021	(15021,1461,508,0)
5	23	圣域之塔	423	385	1057	(423,385,1057)	0								14546	629	908	0	15642	163	427	14547	872	766	0	15643	163	428	14592	1130	658	0	15644	163	429	(14546,629,908,0,15642,163,427)	(14547,872,766,0,15643,163,428)	(14592,1130,658,0,15644,163,429)	3	15022	(15022,1461,508,0)
5	24	圣域之塔	424	385	1057	(424,385,1057)	0								14549	629	908	0	15645	163	430	14550	872	766	0	15646	163	431	14593	1130	658	0	15647	163	432	(14549,629,908,0,15645,163,430)	(14550,872,766,0,15646,163,431)	(14593,1130,658,0,15647,163,432)	3	15023	(15023,1461,508,0)
5	25	圣域之塔	425	385	1057	(425,385,1057)	1	[(25686,100)]	[(25686,50)]		300	150	[(25686,100),(25829,300)]	[(25686,50),(25829,150)]	14552	629	908	0	15648	163	433	14553	872	766	0	15649	163	434	14594	1130	658	0	15650	162	435			(14594,1130,658,0,15650,162,435)		15024	(15024,1461,508,0)
5	26	圣域之塔	426	385	1057	(426,385,1057)	0								14555	629	908	0	15651	163	436	14556	872	766	0	15652	163	437	14595	1130	658	0	15653	163	438	(14555,629,908,0,15651,163,436)	(14556,872,766,0,15652,163,437)	(14595,1130,658,0,15653,163,438)	3	15025	(15025,1461,508,0)
5	27	圣域之塔	427	385	1057	(427,385,1057)	0								14558	629	908	0	15654	163	439	14559	872	766	0	15655	163	440	14596	1130	658	0	15656	163	441	(14558,629,908,0,15654,163,439)	(14559,872,766,0,15655,163,440)	(14596,1130,658,0,15656,163,441)	3	15026	(15026,1461,508,0)
5	28	圣域之塔	428	385	1057	(428,385,1057)	0								14561	629	908	0	15657	163	442	14562	872	766	0	15658	163	443	14597	1130	658	0	15659	163	444	(14561,629,908,0,15657,163,442)	(14562,872,766,0,15658,163,443)	(14597,1130,658,0,15659,163,444)	3	15027	(15027,1461,508,0)
