rewardID	money	soul	items	money_fcm	soul_fcm	items_fcm
161	0	12	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	6	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
162	0	60	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26945, 1, 4000)]	0	30	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26945, 1, 4000)]
163	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
164	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
165	309600	120	[(25600, 1, 2500),(26344, 1, 2500),(26032, 1, 1500),(26709, 1, 2500),(26945, 1, 4000)]	154800	60	[(25600, 1, 2500),(25600, 1, 2500),(26032, 1, 1500),(26709, 1, 2500),(26945, 1, 4000)]
166	0	24	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	12	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
167	0	12	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	6	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
168	0	60	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26945, 1, 4000)]	0	30	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26945, 1, 4000)]
169	0	24	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	12	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
170	0	12	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	6	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
171	0	60	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26945, 1, 4000)]	0	30	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26945, 1, 4000)]
172	0	24	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	12	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
173	0	12	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	6	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
174	0	60	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26945, 1, 4000)]	0	30	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26945, 1, 4000)]
175	0	24	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	12	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
176	0	12	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	6	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
177	0	60	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26945, 1, 4000)]	0	30	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26945, 1, 4000)]
178	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
179	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
180	344000	120	[(25600, 1, 2500),(26344, 1, 2500),(26032, 1, 1500),(26710, 1, 2500),(26945, 1, 4000)]	172000	60	[(25600, 1, 2500),(25600, 1, 2500),(26032, 1, 1500),(26710, 1, 2500),(26945, 1, 4000)]
181	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
182	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
183	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]
184	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
185	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
186	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]
187	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
188	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
189	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]
190	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
191	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
192	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]
193	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
194	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
195	255000	140	[(25600, 1, 2500),(26344, 1, 2500),(26032, 1, 1500),(26729, 1, 2500),(26946, 1, 4000)]	127500	70	[(25600, 1, 2500),(25600, 1, 2500),(26032, 1, 1500),(26729, 1, 2500),(26946, 1, 4000)]
196	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
197	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
198	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]
199	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
200	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
201	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]
202	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
203	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
204	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]
205	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
206	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
207	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26946, 1, 4000)]
208	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
209	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
210	306000	140	[(25600, 1, 2500),(26344, 1, 2500),(26032, 1, 1500),(26730, 1, 2500),(26946, 1, 4000)]	153000	70	[(25600, 1, 2500),(25600, 1, 2500),(26032, 1, 1500),(26730, 1, 2500),(26946, 1, 4000)]
211	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
212	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
213	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]
214	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
215	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
216	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]
217	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
218	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
219	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]
220	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
221	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
222	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]
223	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
224	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
225	357000	140	[(25600, 1, 2500),(26344, 1, 2500),(26032, 1, 1500),(26731, 1, 2500),(26947, 1, 4000)]	178500	70	[(25600, 1, 2500),(25600, 1, 2500),(26032, 1, 1500),(26731, 1, 2500),(26947, 1, 4000)]
226	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
227	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
228	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]
229	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
230	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
231	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]
232	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
233	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
234	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]
235	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
236	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
237	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26947, 1, 4000)]
238	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
239	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
240	408000	140	[(25600, 1, 2500),(26344, 1, 2500),(26032, 1, 1500),(26732, 1, 2500),(26947, 1, 4000)]	204000	70	[(25600, 1, 2500),(25600, 1, 2500),(26032, 1, 1500),(26732, 1, 2500),(26947, 1, 4000)]
241	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
242	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
243	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]
244	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
245	0	14	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	7	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
246	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]
247	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
248	0	14	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	7	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
249	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]
250	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
251	0	14	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	7	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
252	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]
253	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
254	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
255	459000	140	[(25600, 1, 2500),(26344, 1, 2500),(26032, 1, 1500),(26733, 1, 2500),(26948, 1, 4000)]	229500	70	[(25600, 1, 2500),(25600, 1, 2500),(26032, 1, 1500),(26733, 1, 2500),(26948, 1, 4000)]
256	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
257	0	14	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	7	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
258	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]
259	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
260	0	14	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	7	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
261	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]
262	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
263	0	14	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	7	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
264	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]
265	0	28	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	14	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
266	0	14	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	7	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
267	0	70	[(25600, 1, 1500),(26344, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]	0	35	[(25600, 1, 1500),(25600, 1, 1500),(26032, 1, 1000),(26948, 1, 4000)]
268	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
269	0	0	[(25600, 1, 0),(26344, 1, 0),(26032, 1, 0)]	0	0	[(25600, 1, 0),(25600, 1, 0),(26032, 1, 0)]
270	510000	140	[(25600, 1, 2500),(26344, 1, 2500),(26032, 1, 1500),(26734, 1, 2500),(26948, 1, 4000)]	255000	70	[(25600, 1, 2500),(25600, 1, 2500),(26032, 1, 1500),(26734, 1, 2500),(26948, 1, 4000)]
271	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
272	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
273	0	72	[(27194,3,10000)]	0	36	[(27194,3,10000)]
274	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
275	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
276	0	72	[(27194,3,10000)]	0	36	[(27194,3,10000)]
277	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
278	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
279	0	72	[(27194,3,10000)]	0	36	[(27194,3,10000)]
280	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
281	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
282	0	72	[(27194,3,10000)]	0	36	[(27194,3,10000)]
283	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
284	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
285	303000	150	[(27359,1,10000),(27365,1,10000),(27197,1,1000)]	151500	75	[(27359,1,10000),(27365,1,10000),(27197,1,1000)]
286	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
287	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
288	0	72	[(27194,4,10000)]	0	36	[(27194,4,10000)]
289	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
290	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
291	0	72	[(27194,4,10000)]	0	36	[(27194,4,10000)]
292	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
293	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
294	0	72	[(27194,4,10000)]	0	36	[(27194,4,10000)]
295	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
296	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
297	0	72	[(27194,4,10000)]	0	36	[(27194,4,10000)]
298	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
299	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
300	363600	150	[(27360,1,10000),(27365,1,10000),(27198,1,1000)]	181800	75	[(27360,1,10000),(27365,1,10000),(27198,1,1000)]
301	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
302	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
303	0	72	[(27194,5,10000)]	0	36	[(27194,5,10000)]
304	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
305	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
306	0	72	[(27194,5,10000)]	0	36	[(27194,5,10000)]
307	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
308	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
309	0	72	[(27194,5,10000)]	0	36	[(27194,5,10000)]
310	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
311	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
312	0	72	[(27194,5,10000)]	0	36	[(27194,5,10000)]
313	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
314	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
315	424200	150	[(27361,1,10000),(27366,1,10000),(27199,1,1000)]	212100	75	[(27361,1,10000),(27366,1,10000),(27199,1,1000)]
316	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
317	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
318	0	72	[(27194,6,10000)]	0	36	[(27194,6,10000)]
319	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
320	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
321	0	72	[(27194,6,10000)]	0	36	[(27194,6,10000)]
322	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
323	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
324	0	72	[(27194,6,10000)]	0	36	[(27194,6,10000)]
325	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
326	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
327	0	72	[(27194,6,10000)]	0	36	[(27194,6,10000)]
328	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
329	0	0	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	0	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
330	484800	150	[(27362,1,10000),(27366,1,10000),(27200,1,1000)]	242400	75	[(27362,1,10000),(27366,1,10000),(27200,1,1000)]
331	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
332	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
333	0	72	[(27194,7,10000)]	0	36	[(27194,7,10000)]
334	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
335	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
336	0	72	[(27194,7,10000)]	0	36	[(27194,7,10000)]
337	0	30	[(25600, 1, 750),(26344, 1, 750),(26032, 1, 500)]	0	15	[(25600, 1, 750),(25600, 1, 750),(26032, 1, 500)]
