value	name	zs
3468	ElementBrand_OnShenJi	元素印记_请求印记升级
3593	ElementBrand_OnTransmit	元素印记_请求继承
3467	ElementBrand_OnUnEquip	元素印记_请求印记卸载
3591	ElementBrand_OnWashPro	元素印记_请求印记洗练
3473	ElementBrand_UnEquipBrand_S	元素印记_卸载一个印记_同步
3474	ElementBrand_UpdateDataByKey_S	元素印记_部分数据_同步
3628	ElementSoul_OnChangeTalentSkill	元素之灵_请求改变天赋技能
3626	ElementSoul_OnChangeVision	元素之灵_请求改变幻化外形
3627	ElementSoul_OnSwitchFollow	元素之灵_请求改变幻化跟随
3625	ElementSoul_OnZhuLing	元素之灵_请求铸灵
3427	ElementSpirit_OnBreak	元素之灵_请求元素之灵突破
3480	ElementSpirit_OnChangeFollow	元素之灵_请求元素之灵改变跟随状态
3425	ElementSpirit_OnChooseSpiritType	元素之灵_请求选择元素之灵类型
3426	ElementSpirit_OnCultivate	元素之灵_请求元素之灵培养
3420	ElementalEssenceDate	元素精炼数据
3445	ElementalEssenceMgr_jinglian	进行元素精炼
3456	ElementalEssence_jinglian	进行元素精炼
3269	ElevenMallConsumeData	商城消费数据
3251	ElevenPointExchangeClosePanel	双十一积分兑换商店关闭面板
3248	ElevenPointExchangeData	双十一积分兑换个人数据
3250	ElevenPointExchangeOpenPanel	双十一积分兑换商店打开面板
3249	ElevenPointExchangeRecordData	双十一积分兑换兑本服记录
3262	ElevenRechargeData	双十一充值大放返利数据
3290	ElevenRechargeRMBData	双十一充值累计充值神石数据
3263	ElevenRechargeReward	双十一充值大放送请求充值奖励
3253	ElevenTunableRewardData	同步双十一转盘奖励
3289	EndPuzzle	客户端处理隔天的情况
1774	EquipmentForing_EnchantEquipment	请求附魔装备
3092	EquipmentForing_Evolve	请求装备进化
1104	EquipmentForing_GodcastEquipment	请求神铸装备
1099	EquipmentForing_OnStrengthen1	强化装备
3159	EquipmentForing_OneKeyWash	请求装备自动洗练
1967	EquipmentForing_OnekeyOnStrengthen	请求一键强化装备
1100	EquipmentForing_QuickCD	请求加速冷却
1101	EquipmentForing_UpGradeEquipment	请求进阶装备
2344	EquipmentForing_Wash	请求装备洗练
2346	EquipmentForing_WashInheritance	请求继承装备洗练属性
2345	EquipmentForing_WashSave	请求装备洗练保存
3020	EquipmentForing_WashStone	请求使用升星石的装备洗练
2347	EquipmentForing_WashUnlock	请求解锁装备的洗练锁
3093	EquipmentForing_ZhuanSheng	请求装备转生
1775	Equipment_EnchantOK	装备附魔成功
3106	Equipment_EvolveOK	装备进化成功
1098	Equipment_GodcastOK	装备神铸成功
1226	Equipment_HeroPutOn	英雄穿上装备
1222	Equipment_HeroPutOn_OK	英雄成功穿上一件装备
1227	Equipment_HeroTakeOff	英雄脱下装备
3158	Equipment_OnekeyWashStop	装备自动洗练停止
1223	Equipment_RolePutOn	角色穿上装备
1168	Equipment_RolePutOn_OK	角色成功穿上一件装备
1225	Equipment_RoleTakeOff	角色脱下装备
1097	Equipment_UpGradeOK	装备进阶成功
1095	Equipment_UpdateStrengthenLevel	更新装备强化等级
2343	Equipment_WashData	同步装备洗练属性
3105	Equipment_ZhuanShengOK	装备转生成功
1452	EvilHole_S_FightRound	恶魔深渊战斗回合
1269	EvilHole_S_Finish	同步通关恶魔深渊
1683	FB_Already_Pass	通知客户端通关情缘副本
1681	FB_Del_Obstacles	通知客户端消除世界情缘副本boss障碍物
1217	FB_FBBuyCD	请求清除副本挂机CD
1212	FB_FBBuyTimes	请求购买副本次数
1219	FB_FBGetZJ3StarReward	领取章节3星通关奖励
1218	FB_FBGetZJReward	请求领取章节通关奖励
1216	FB_FBGuaJi	请求请求副本挂机
1220	FB_FBRequestFBData	请求获取副本全部数据
1215	FB_FBReset	请求重置副本进度
1342	FB_GetFBStarReward	请求领取副本通关翻牌奖励
1210	FB_JoinFB	请求进入副本
1715	FB_Lucky_Draw	通知客户端幸运挖宝
1039	FB_S_FBJoinCntData	同步副本挑战今天的次数
1054	FB_S_FBStarData	同步副本通关星级
1056	FB_S_FB_Progress	同步未完成的副本数据
1055	FB_S_FB_ZJReward	同步副本章节奖励数据
1439	FB_S_FightRound	同步副本战斗回合数
1341	FB_S_StarReward	同步副本通关星级和翻牌奖励
1399	FB_S_SyncFBRound	同步副本回合数
1126	FB_S_UpdataStar	同步更新一个副本星级
1712	FB_Show_Invite	通知客户端显示情缘组队邀请信息
1682	FB_Syn_Buffs	同步情缘副本玩家的buff
1679	FB_Syn_Join	通知客户端进入情缘副本
1714	FB_Syn_Rank	同步情缘副本排行榜数据
1680	FB_SyncInfo	通知情缘副本各种信息
1717	FB_Sys_OpenPanel	通知客户端打开组队面吧
1702	FB_Team_Info	同步情缘大厅组队信息
1711	FB_Team_SyncInfo	通知客户端情缘副本队伍信息
1710	FB_Team_SyncQuit	通知客户端退出情缘副本队伍
3602	FaceBook_Like_Get_DrawTimes	客户端请求领取facebooklike抽奖次数
1861	FaceBook_Like_Get_Reward	客户端请求领取facebooklike奖励
1911	FashionIdeCost	时装鉴定消耗
1910	FashionOrderCost	时装升阶消耗
1904	FashionOrderSuc	时装升阶成功
1909	FashionStarCost	时装升星消耗
1903	FashionStarSuc	时装升星成功
1914	Fashion_BackInfo	返回时装界面相关信息
1931	Fashion_Check	玩家勾选了显示或关闭时装
1896	Fashion_HeroPutOn_OK	英雄成功穿上一件时装
1913	Fashion_Putoff	玩家脱时装
1912	Fashion_Puton	玩家穿时装
1906	Fashion_RolePutOff_OK	角色成功脱下一件时装
1895	Fashion_RolePutOn_OK	角色成功穿上一件时装
2143	Fashion_SaveFashion	玩家保存时装
1908	Fashion_UpOrder_Ok	时装升阶成功或失败回调
1907	Fashion_UpStar_Ok	时装升星成功或失败回调
2242	FeastWheel_LotteryResult_SB	盛宴摩天轮抽奖结果
2244	FeastWheel_OnClosePanel	关闭盛宴摩天轮面板
2246	FeastWheel_OnGetRechargeReward	盛宴摩天轮充值奖励请求
2245	FeastWheel_OnLottery	盛宴摩天轮抽奖请求
2243	FeastWheel_OnOpenPanel	打开盛宴摩天轮面板
2241	FeastWheel_PreciousRecord_S	盛宴摩天轮珍贵奖励记录
3535	FestivalRebate_ActiveState_S	春节大回馈_活动状态同步
3536	FestivalRebate_DayIndex_S	春节大回馈_天数索引同步
3538	FestivalRebate_OnGetReward	春节大回馈_请求领取奖励
3537	FestivalRebate_RoleActiveData_S	春节大回馈_角色活动数据同步
1347	Fight_BuyLife	是否购买复活
2941	Fight_End	战斗强行结束
1078	Fight_Init	初始化战场
1232	Fight_List	战斗列表
2940	Fight_SelectSkill	选择技能
2515	FindBack_BindRMBFindBack	请求魔晶找回
1996	FindBack_CancleTimeFindBack	请求取消一个时间找回
3010	FindBack_MoneyFindBack	请求金币找回
2516	FindBack_OneKeyBindRMBFindBack	请求一键魔晶找回
3011	FindBack_OneKeyMoneyFindBack	请求一键金币找回
1993	FindBack_OneKeyRMBFindBack	请求一键神石找回
1995	FindBack_OneKeyTimeFindBack	请求一键时间找回
1992	FindBack_RMBFindBack	请求神石找回
1990	FindBack_S_Data	同步当前找回系统次数数据
1991	FindBack_S_TimeData	同步当前找回系统正在时间找回的数据
1994	FindBack_TimeFindBack	请求时间找回
1515	FirstPayBox_Open	请求领取超值首充宝箱奖励
2830	FiveOneCostReward_Sync_reward	同步已领取的五一消费送惊喜奖励ID
2829	FiveOne_Get_CostReward	客户端请求领取五一消费
2828	FiveOne_Get_LogionReward	客户端请求领取五一登录奖励
1372	Five_Gift_Get_Reward	客户端请求领取五重礼奖励
1373	Five_Gift_Lucky_Draw	客户端请求五重礼福缘抽奖
3119	FlowerDonghua	播放飘花动画
3117	FlowerManData	护花榜数据
3121	FlowerMeili	魅力值
3116	FlowerReceive	收到鲜花
3132	FlowerSendSuccess	赠送成功
3118	FlowerWomenData	鲜花榜数据
3123	Flower_FeedbackKiss	请求回吻
3124	Flower_ManRank	请求护花榜
3122	Flower_Send	请求赠送鲜花
3125	Flower_WomenRank	请求鲜花榜
1077	Fly_FlyWorld	请求世界地图传送
1248	Fresh_GetItem_for_client	同步已获取的挖宝奖励ID列表
1247	Fresh_Precious_for_client	同步巨龙宝藏获取珍贵道具的玩家和道具信息
1245	Fresh_event_for_client	同步特殊事件
1244	Fresh_scene_for_client	同步刷新后的场景
2144	GBC_ActiveState_S	同步团购嘉年华活动开关状态
2146	GBC_GlobalBuyCnt_S	同步上一个整点全局购买总数
2136	GBC_OnBuyItem	团购嘉年华购买物品
2135	GBC_OnOpenPanel	团购嘉年华打开面板
2145	GBC_WaveCount_S	同步团购嘉年华活动最新波次
3601	GM_Power	请求禁言玩家
2947	GSMall_LimitData	同步限购数据
2341	GS_GameMSG	游戏后台消息提示
2497	GS_GetBirthDayData	获取自己的生日数据
2499	GS_GetBirthDayReward	获取生日礼包
2500	GS_GetGSLiBao	获取GS节日礼包
3063	GS_NotifyMSG	游戏后台客服系统回复了
2342	GS_RequestGSQQ	请求获取客服QQ
2498	GS_SetBirthday	客户端请求设置生日
1257	GTRobBeginOrEnd	劫宝开始
1258	GTRobMsg	劫宝信息
1259	GT_Exchange	请求兑换宝物
1264	GT_Fly	请求飞到劫宝npc旁边
1656	GVE_Buy_Cnt	客户端请求GVE购买次数
1647	GVE_Choose_FB	客户端请求选择GVE副本
1029	GVE_Fight	客户端请求GVE战斗
1625	GVE_Finish_Card_Reward	客户端请求GVE通关翻牌奖励
1606	GVE_Invite_Friend	客户端请求GVE邀请好友
1751	GVE_Open_Invite_Panel	客户端请求打开GVE邀请面板
1644	GVE_Open_Main_Panel	客户端请求打开GVE主面板
1534	GVE_Random_Join_Team	客户端请求GVE随缘组队
1753	GVE_Set_No_Reward	客户端请求GVE设置无奖励模式
1617	GVE_Show_Fight_Round	通知客户端显示GVE副本战斗回合数
1624	GVE_Show_Finish_Data	通知客户端显示GVE通关数据
1600	GVE_Show_Invite_Data	通知客户端显示GVE邀请信息
1750	GVE_Show_Invite_Panel	通知客户端显示GVE邀请面板
1646	GVE_Show_Main_Panel	通知客户端显示GVE主面板
1754	GVE_Start	客户端请求GVE开始
1752	GVE_World_Call	客户端请求GVE世界邀请
1124	GW_CampScore	荣耀之战阵营积分
1087	GW_FastFightPveData	荣耀之战Pve快速战斗数据
1082	GW_FastFightPvpData	荣耀之战Pvp快速战斗数据
1086	GW_FastFightPvpOwnData	荣耀之战Pvp自己的数据
1133	GW_KillRecord	荣耀之战击杀记录
1094	GW_RoleScore	荣耀之战个人积分
1093	GW_ScoreRankData	荣耀之战积分排行榜数据
3470	Game2048Goal	通知客户端2048完成目标
3476	Game2048GoalState	通知客户端2048当前目标完成状态
3459	Game2048Init	通知客户端2048初始化
3460	Game2048Move	通知客户端2048移动结果
3464	Game2048Reward	通知客户端2048可领取奖励
3478	Game2048ScoreRank	通知客户端2048跨服排名
3585	GashaponAddRecordData	扭蛋获奖增加记录
3584	GashaponRecordData	扭蛋获奖记录
3199	Gem_OnForge	宝石_请求宝石锻造
3200	Gem_OnTransform	宝石_请求转换锻造石
3406	GetAllCalculus	打开捕鱼达人排行榜
3407	GetCatchingFishBox	获得捕鱼达人积分宝箱
3436	GetEggAward	砸金旦
3454	GetNewYearDayPigAmount	领取元旦金猪
3434	GetOnLineAward	领取在线锤子奖励
3285	GetPuzzleReward	领取奖励
3435	GetRMBAward	领取充值锤子奖励
3343	GetShouChongState	首冲状态
1542	Get_3366Days_Rewards	客户端请求获取3366每日礼包
1853	Get_Beta_Legion_Seven_Open	客户端请求打开北美封测七日礼包界面
1852	Get_Beta_Legion_Seven_Rewards	客户端请求获取北美封测七日礼包奖励
1524	Get_Duke_Rank_Data	客户端请求获取轮值积分榜
1374	Get_Legion_Rewards	客户端请求获取登录奖励
1285	Get_Legion_Rewards_Open	客户端请求打开登录奖励界面
1371	Get_Legion_Seven_Open	客户端请求打开七日礼包界面
1370	Get_Legion_Seven_Rewards	客户端请求获取七日礼包奖励
2736	Get_QQHZ_Title	客户端请求获取黄钻称号
1102	Get_QQHZdaliy_Rewards	客户端请求获取每日黄钻礼包
1107	Get_QQHZlevel_Rewards	客户端请求获取黄钻等级礼包
1103	Get_QQHZnovice_Rewards	客户端请求获取黄钻新手礼包
1552	Get_QQLZdaliy_Rewards	客户端请求获取每日蓝钻礼包
1555	Get_QQLZlevel_Rewards	客户端请求获取蓝钻等级礼包
1554	Get_QQLZnovice_Rewards	客户端请求获取蓝钻新手礼包
2554	GlamourCoinExchange_ExchangeRecord_S	魅力币兑换_兑换记录同步
2555	GlamourCoinExchange_OnExchange	魅力币兑换_请求兑换
2556	GlamourCoinExchange_OnOpenPanel	魅力币兑换_请求打开兑换面板
2564	GlamourParty_OnGetTargetReward	魅力派对_请求领取目标奖励
2565	GlamourParty_TargetRewardRecord_S	魅力派对_同步目标奖励领取记录
2613	GlamourRank_ActiveStatus_S	魅力排行_同步活动状态
2614	GlamourRank_KuafuTodayRank_S	魅力排行_同步今日跨服排行榜 
2615	GlamourRank_KuafuYesterdayRank_S	魅力排行_同步昨日跨服排行榜
2616	GlamourRank_LocalTodayRank_S	魅力排行_同步今日本地排行榜 
2617	GlamourRank_LocalYesterdayRank_S	魅力排行_同步今日本地排行榜
2618	GlamourRank_OnGetConsolationReward	魅力排行_请求领取安慰奖
2619	GlamourRank_OnViewTodayRank	魅力排行_请求查看今日排行榜数据
2620	GlamourRank_OnViewYesterdayRank	魅力排行_请求查看昨日排行榜数据
1136	GloryWar_Join	请求进入荣耀之战
1139	GloryWar_Leave	请求离开荣耀之战
1231	GloryWar_OpenPanel	请求荣耀之战打开快速战斗面板
1203	GloryWar_PveFight	请求荣耀之战pve战斗
1202	GloryWar_PvpFight	请求荣耀之战pvp战斗
1208	GloryWar_Votes	请求荣耀之战投票
3411	GoCatchingFish	播放捕鱼动画
1256	GoblinTreasureData	地精宝库兑换数据
3168	GodTreeClosePanel	神树探秘关闭面板
3172	GodTreeExchange	国庆神树兑换商店请求兑换
3174	GodTreeExchangeClosePanel	国庆神树兑换商店关闭面板
3170	GodTreeExchangeData	神树兑换个人数据
3173	GodTreeExchangeOpenPanel	国庆神树兑换商店打开面板
3171	GodTreeExchangeRecord	神树兑换全服数据记录
3169	GodTreeExplor	神树探秘请求探秘
3167	GodTreeOpenPanel	神树探秘打开面板
3166	GodTreeRecord	神树探秘全服数据记录
2472	Goddess_Card_Get_Treasure	客户端请求领取女神卡牌宝箱
2463	Goddess_Card_Open_Panel	客户端请求打开女神卡牌面板
2466	Goddess_Card_Reset	客户端请求女神卡牌重置
2462	Goddess_Card_Show_Panel	通知客户端显示女神卡牌面板
2474	Goddess_Card_Trigger_Group	通知客户端触发女神卡牌组合
2473	Goddess_Card_Turn_Over_Final	客户端请求女神卡牌终极翻牌
2465	Goddess_Card_Turn_Over_Five	客户端请求女神卡牌翻牌5次
2464	Goddess_Card_Turn_Over_One	客户端请求女神卡牌翻牌1次
2188	Gods_Treasure_Fast_Search	客户端请求众神秘宝一键探宝
2192	Gods_Treasure_Open_Panel	客户端请求打开众神秘宝面板
2187	Gods_Treasure_Search	客户端请求众神秘宝探宝
2190	Gods_Treasure_Show_Panel	通知客户端显示众神秘宝面板
1740	GoldMirror_GetGold	同步金币副本获取金币数
1739	GoldMirror_lastgold	同步客户端弹出接金币玩法
1741	GoldStage_OnRoleJoinStage	请求挑战金币副本
1169	Gold_Client_Suc	炼金界面状态
1738	Gold_Drop_Get_Award	客户端请求打开领取金币掉落奖励
1260	Gold_Get_Suc	炼金收获成功
2266	GroupBuyParty_ActiveStatus_Sync	同步团购派对活动状态
2270	GroupBuyParty_BuyCount_Sync	团购派对同步购买总数
2269	GroupBuyParty_DayIndex_Sync	同步团购团购开启天数
2272	GroupBuyParty_OnBuyGood	团购派对请求购买商品
2271	GroupBuyParty_OnOpenPanel	团购派对打开面板
3079	GuBaoTanMi_ActiveState_S	古堡探秘_活动状态同步
3083	GuBaoTanMi_OnClosePanel	古堡探秘_客户端请求关闭操作面板
3087	GuBaoTanMi_OnGetSpeciousBox	古堡探秘_客户端请求领取特殊宝箱
3088	GuBaoTanMi_OnGetUnlockReward	古堡探秘_客户端请求领取累计探秘解锁奖励
3082	GuBaoTanMi_OnOpenPanel	古堡探秘_客户端请求打开操作面板
3085	GuBaoTanMi_OnTanMiShiCi	古堡探秘_客户端请求探秘十次
3086	GuBaoTanMi_OnTanMiWuShiCi	古堡探秘_客户端请求探秘五十次
3084	GuBaoTanMi_OnTanMiYiCi	古堡探秘_客户端请求探秘一次
3081	GuBaoTanMi_PreciousRecord_S	古堡探秘_大奖记录同步
3080	GuBaoTanMi_UnlockRewardData_S	古堡探秘_累计探秘解锁奖励数据
2047	Halloween_Buff_Operation	客户端请求开启/关闭buff
2049	Halloween_Exit	客户端请求退出万圣节宴会
2041	Halloween_Fire_Work	通知客户端万圣节播放烟花
2037	Halloween_Get_Reward	客户端请求领取变身卡收集奖励
2040	Halloween_Get_TaskReward	客户端请求领取任务奖励
2038	Halloween_Join_Scene	客户端请求进入宴会场景
2036	Halloween_Kill_Ghost	客户端请求打鬼
2039	Halloween_Open_Light	客户端请求点灯
2035	Halloween_collect_reward	通知客户端万圣节有收集奖励可以领取
1639	HallowsSyncData	同步圣器属性
1590	Hallows_HeroPutOff	英雄脱下圣器
1589	Hallows_HeroPutOn	英雄装备圣器
1586	Hallows_HeroPutOn_OK	英雄成功装备一件圣器
1588	Hallows_RolePutOff	角色脱下圣器
1587	Hallows_RolePutOn	角色装备圣器
1580	Hallows_RolePutOn_OK	角色成功装备一件圣器
2106	HaoqiClose	豪气冲天活动关闭
2107	HaoqiKuafuTodayRank	豪气冲天今日跨服排行榜
2108	HaoqiKuafuYesterdayRank	豪气冲天昨日跨服排行榜
2109	HaoqiLocalTodayRank	豪气冲天今日本地排行榜
2110	HaoqiLocalYesterdayRank	豪气冲天昨日本地排行榜
2105	HaoqiOpen	豪气冲天活动开启
2111	HaoqiRMBData	豪气冲天今日充值
2112	Haoqi_OpenPanel	请求打开面板
2115	Haoqi_Reward	请求领取今日充值奖励
2113	Haoqi_WatchToday	请求查看今日排名
2114	Haoqi_WatchYesterday	请求查看昨日排名
1574	HeavenUnRMB_CallBack_For_client	天降神石回调
2303	HeavenUnRMB_Extend_Data	同步获得额外神石记录
1830	HefuBoss_Get_Teams	客户端请求获取合服boss当前队伍信息
1827	HefuBoss_Team_Apply_Leader	客户端请求申请合服boss队长
1828	HefuBoss_Team_Change_Pos	客户端请求请求改变合服boss队伍队员位置
1821	HefuBoss_Team_Create	客户端请求创建合服boss队伍
1822	HefuBoss_Team_Dismiss	客户端请求解散合服boss队伍
1829	HefuBoss_Team_Invite	客户端请求邀请玩家加入合服boss队伍
1823	HefuBoss_Team_Join	客户端请求加入合服boss队伍
1825	HefuBoss_Team_Kick	客户端请求踢人出合服boss队伍
1824	HefuBoss_Team_Quit	客户端请求离开合服boss队伍
1826	HefuBoss_Team_Transfer_Leader	客户端请求转让合服boss队长
1064	Help_Station_Show_Change	通知客户端显示助阵位变化
1397	HeroAltarRecord	英雄祭坛获得英雄记录
1438	HeroAltarSingleRecord	英雄祭坛获得英雄单条记录
2718	HeroShengdianRecord	英雄圣殿通关记录
2722	HeroShengdian_BuyCnt	请求购买英雄圣殿行动次数
2720	HeroShengdian_Fight	请求英雄圣殿挑战
2719	HeroShengdian_OpenPanel	请求打开英雄圣殿面板
2721	HeroShengdian_SaoDang	请求英雄圣殿扫荡
1127	HeroTempleRecord	英灵神殿通关记录
1141	HeroTemple_BuyCnt	请求购买英灵神殿行动次数
1138	HeroTemple_Fight	请求英灵神殿挑战
1135	HeroTemple_OpenPanel	请求打开英灵神殿面板
1140	HeroTemple_SaoDang	请求英灵神殿扫荡
1395	Hero_Call	请求开启祭坛
1396	Hero_Change	请求兑换英雄
1401	Hero_CloseAltar	请求关闭祭坛
1449	Hero_Exp	更新英雄经验
1448	Hero_Level	同步英雄等级
2725	Hero_OnAwakenHero	觉醒英雄
2724	Hero_OnAwaken_Ok	英雄觉醒成功
3064	Hero_OnCuiLianHero	英雄使用淬炼石
3065	Hero_OnCuiLianRole	主角使用淬炼石
1049	Hero_OnFire	辞退英雄
1043	Hero_OnFire_Ok	英雄辞退成功
3061	Hero_OnHeroUseStone	英雄使用淬炼石
3062	Hero_OnRoleUseStone	主角使用淬炼石
1053	Hero_OnSetFollowHero	设置英雄跟随
1051	Hero_OnUpgradeHero	进阶英雄
1052	Hero_OnUpgradeRole	请求主角进阶
1045	Hero_OnUpgrade_Ok	英雄进阶成功
1050	Hero_OnUseHeroExpItem	使用英雄经验丹物品
1398	Hero_OpenAltar	请求打开祭坛
1390	Hero_Pet_ID	同步英雄宠物ID
1766	Hero_Pet_Shape	同步英雄宠物外观
1377	Hero_Pet_Type	同步英雄宠物类型
1036	Hero_SyncAllData	同步所有英雄数据
1047	Hero_Tavern	请求打开酒馆面板
1046	Hero_ZhaoMo_CD	英雄招募CD
1042	Hero_ZhaoMo_Ok	英雄招募成功
1048	Hero_ZhaoMu	招募英雄
2375	HolidayMoneyWish_Open	请求打开元旦金币祈福
2369	HolidayMoneyWish_Wish	请求元旦金币祈福
2352	HolidayOnlineReward_OnGetReward	元旦在线奖励_领奖
2355	HolidayRechargeReward_OnClosePanel	元旦充值奖励_关闭面板
2356	HolidayRechargeReward_OnGetLotteryTimes	元旦充值奖励_请求兑换抽奖次数
2357	HolidayRechargeReward_OnLotteryReward	元旦充值奖励_请求抽奖
2354	HolidayRechargeReward_OnOpenPanel	元旦充值奖励_打开面板
2353	HolidayRechargeReward_PreciousRecord_S	元旦充值抽奖_珍贵奖励记录同步
2350	HolidayShopping_Buy	请求元旦购物节购物
2351	HolidayShopping_Reward	请求领取元旦购物节积分奖励
2374	HolidayWishRecord	元旦祈福奖励记录
3388	HongBaoChangedData	红包状态改变
3380	HongBaoDetailData	幸运红包数据
3383	HongBaoOpenPanelData	打开红包面板数据
2065	HunluanSpaceCountdown	混乱时空公会击杀倒计时
2117	HunluanSpaceDirect	混乱时空传送路径
2066	HunluanSpaceMonsterLevel	混乱时空怪物信息
2059	HunluanSpacePersonData	混乱时空个人信息
2057	HunluanSpacePersonRank	混乱时空个人积分榜
2064	HunluanSpaceUnionBuff	混乱时空公会是否有伤害buff
2083	HunluanSpaceUnionDamage	混乱时空公会伤害值
2058	HunluanSpaceUnionData	混乱时空公会数据
2056	HunluanSpaceUnionRank	混乱时空公会积分榜
2063	HunluanSpaceUnionScore	混乱时空公会积分
2060	HunluanSpace_Join	请求进入混乱时空
2061	HunluanSpace_Leave	请求离开混乱时空
3114	HuoYueDaLi_OnMove	活跃大礼_请求前进
3115	HuoYueDaLi_OnOnKeyMove	活跃大礼_请求一键前进
1538	IFAS_FriendShare	分享好友
1535	IFAS_InviteFriend	邀请好友
1564	IFAS_InviteReward	抽奖
1539	IFAS_OpenPanel	打开好友邀请和分享面板
1473	IFAS_Reward	抽奖回调
1453	IFAS_Share	分享好友状态
1037	Item_Open_PackageGrid	请求开启背包格子
1038	Item_SellItem	请求出售物品
1035	Item_SyncDel	同步删除一个物品
1929	Item_SyncDragonEquipmentData	同步所有驯龙装备数据
1406	Item_SyncHeroArtifactData	同步英雄所有神器数据
1032	Item_SyncHeroEquipmentData	同步英雄所有装备数据
1579	Item_SyncHeroHallowsData	同步英雄所有圣器数据
2786	Item_SyncHeroMagicSpiritData	同步英雄魔灵数据
1034	Item_SyncItemCnt	同步更新一个物品数量
1033	Item_SyncItemData	同步单个物品数据
1116	Item_SyncItem_Package	更新一个物品移动到包裹
1028	Item_SyncPackItemData	同步背包所有物品数据
1405	Item_SyncRoleArtifactData	同步角色所有神器数据
1030	Item_SyncRoleEquipmentData	同步角色所有装备数据
1915	Item_SyncRoleFashionData	同步角色所有时装数据
1578	Item_SyncRoleHallowsData	同步角色所有圣器数据
2785	Item_SyncRoleMagicSpiritData	同步角色魔灵数据
2558	Item_SyncRoleRingData	同步角色订婚戒指数据
1027	Item_Use	使用物品
1282	JJC_Buy_Cnt	客户端请求购买竞技场次数
1281	JJC_Challenge	客户端请求挑战竞技场
1283	JJC_Exchange	客户端请求竞技场积分兑换
1280	JJC_Open_Exchange_Panel	客户端请求打开竞技场兑换面板
1278	JJC_Open_Main_Panel	客户端请求打开竞技场主面板
1279	JJC_Open_Rank_Panel	客户端请求打开竞技场排行榜
1287	JJC_Reset_Challenge_CD	客户端请求重置竞技场挑战
1235	JJC_Show_Exchange_Panel	通知客户端显示竞技场兑换面板
1270	JJC_Show_Fight_Msg	通知客户端显示竞技场战斗提示信息
1261	JJC_Show_First_Fight_Rank	通知客户端显示竞技场第一次战斗排名
1233	JJC_Show_Main_Panel	通知客户端显示竞技场主面板
1234	JJC_Show_Rank_Panel	通知客户端显示竞技场排行榜面板
3367	JTCheersCntData	跨服争霸赛喝彩数量数据
3180	JTCheersPoolValue	跨服争霸赛喝彩奖池神石数
3181	JTCheersTeamData	跨服争霸赛喝彩战队数据
2154	JTStore_RequestOpenPanel	跨服竞技场金券兑换商店打开面板
2449	JTStore_RequestRefresh	跨服竞技场金券兑换商店刷新
2091	JT_AcceptJoin	请求处理战队申请
2097	JT_ChangeInfo	请求修改战队信息
2096	JT_ChangeLeader	请求战队转让队长
2100	JT_CheckJTeamInfo	请求查询其他战队详细信息
3019	JT_CheckOtherJTeams	请求查询其他战队列表
3176	JT_Cheers	跨服争霸赛一次喝彩
3229	JT_ClosePanel	跨服争霸赛关闭喝彩面板
2089	JT_CreateJTeam	请求创建战队
3024	JT_Cross_RequestChangeFightHero	修改战队战斗时上阵的英雄
3026	JT_Cross_RequestChangeJTeamLeader	转让战队匹配队伍的队长
3025	JT_Cross_RequestChangeJTeamPos	修改战队队员出战的位置
3027	JT_Cross_RequestToBeJTeamLeader	申请成为战队匹配的队长
2509	JT_CrystalInlay	跨服竞技场勋章系统请求镶嵌晶石
2512	JT_CrystalSealing	跨服竞技场勋章系统请求封灵
2510	JT_CrystalUpLevel	跨服竞技场勋章系统请求升级晶石
2098	JT_DismissJTeam	请求解散战队
2095	JT_InviteBack	请求邀请回复
3129	JT_InviteJoinCross	客户端邀请战队队员进入跨服
2094	JT_InviteMember	请求邀请加入战队
2090	JT_JoinJTeam	请求申请加入战队
2093	JT_KickMember	请求踢掉战队成员
2092	JT_LeaveJTeam	请求离开战队
3226	JT_NZBRequestChangeFightHero	改变英雄上阵
3242	JT_NZBRequestChangeJTeamLeader	转让战队匹配队伍的队长
3241	JT_NZBRequestChangeJTeamPos	修改战队队员出战的位置
3187	JT_NZBRequestGroupLeave	请求离开新版跨服争霸小组赛(总决赛也是同一个)
3243	JT_NZBRequestToBeJTeamLeader	申请成为战队匹配的队长
2099	JT_OpenJTeamPanel	请求打开战队主面板
3182	JT_OpenPanel	跨服争霸赛打开喝彩面板
2101	JT_RequeseJoinJT	请求进入跨服组队竞技场
2204	JT_RequesrJoinGroupFight	请求进入跨服争霸小组赛
2128	JT_RequestCancleMatch	请求跨服组队竞技场取消匹配
2130	JT_RequestCrossJT	请求获取跨服组队竞技场的本服队伍列表
2103	JT_RequestExchange	跨服竞技场金券兑换商店请求兑换物品
2220	JT_RequestFinalData	请求查看跨服争霸总决赛数据(1天榜,2,地榜)
2274	JT_RequestGetChampionReward	请求领取冠军奖励
3035	JT_RequestGetDayReward	客户端请求领取日结奖励
2384	JT_RequestGetServerReward	请求领取争霸赛服务器奖励
2212	JT_RequestGroupInfo	请求查看跨服争霸分组数据(已经分好组的数据)
2213	JT_RequestGroupRank	请求查看跨服争霸分组排行榜
2129	JT_RequestInviteFriend	请求跨服组队竞技场邀请好友组队
2156	JT_RequestJTRank	请求查看组队竞技排行榜
2205	JT_RequestJoinFinalFight	请求进入跨服争霸总决赛
2126	JT_RequestLeaveJT	请求离开跨服组队竞技场
