module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.GT_Mail_Send	系统	sistem	0
Common.Other.GlobalPrompt.GT_Mail_Title	劫宝奖励	Çanta dolu.	0
Common.Other.GlobalPrompt.GT_NA_No_Reward_Cnt	您今日已经成功劫宝4次，请把机会留给其他人吧	4 kez yağma yapıldı ve bugün başka yağma hakkı kalmadı.	0
Common.Other.GlobalPrompt.GT_Open_Tips	劫宝活动30级开启	Yağma seviye 30da açılır.	0
Common.Other.GlobalPrompt.GT_Rob_Name	劫宝者-	yağmacı-	0
Common.Other.GlobalPrompt.GT_Rob_Success	#C(#EE7600)【劫宝】#C(#00EE00)%s#n劫获了#C(#FF0000)%s#n运送的宝物#Z(%s,%s)	#C(#EE7600)【Yağma】#C(#00EE00)%s#n şunu yağmaladı:#C(#FF0000)%s#n's #Z(%s,%s).	0
Common.Other.GlobalPrompt.GVE_NEED_CAREER_PROMPT	您的队伍中尚缺#C(#FFFF00)%s#n人，无法进入副本	Zindana #C(#FFFF00)%s#n olmadığı için giremezsiniz.	0
Common.Other.GlobalPrompt.GVE_NEED_DRAGON_LEVEL_PROMPT	队友神龙等级不足#C(#00EE00)%s#n，无法进入该副本。	Takım üyeniz  #C(#00EE00)%s#n seviyeden geri olduğu için zindana giremezsiniz.	0
Common.Other.GlobalPrompt.GVE_TEAM_FULL_CANT_INVITE_PROMPT	当前组队人数已满，无法发送邀请	Takım dolu, davet edilemez.	0
Common.Other.GlobalPrompt.GVE_WORLD_CALL	#C(#4169e1)组队副本，#C(#FFFF00)%s#n队伍尚缺#C(#FFFF00)%s#n人，等待你的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#4169e1) Zindan ekibine giriş, #C(#FFFF00)%s#n takımına #C(#FFFF00)%s#n lazım. Siz de katılın! #C(#00ff00)#U#T(#K(YQZD,%s, şimdi katıl,))	0
Common.Other.GlobalPrompt.GameUnionAward_tips	恭喜你，获得：	Tebrikler! Kazandınız:	0
Common.Other.GlobalPrompt.GlamourParty_Tips_Head	成功领取目标奖励，获得：#H	Hedef ödülleri başarıyla alındı, kazanılan: #H	0
Common.Other.GlobalPrompt.GlamourParty_Tips_PartyGlamour	#C(#EE7600)【【魅力情人节】#n活动期间，举办派对获得了#C(#00EE00)%s#n点魅力值	#C(#EE7600) [[Cazibeli Sevgililer Günü] #n etkinliği süresince, parti düzenlenerek #C(#00EE00)%s#n puan cazibe değeri kazanılır	0
Common.Other.GlobalPrompt.GlamourParty_Tips_PartyQinmi	#C(#EE7600)【【魅力情人节】#n活动期间，获得额外加成#C(#00EE00)%s#n点亲密值	#C(#EE7600) [[Cazibeli Sevgililer Günü] #n etkinliği süresince, fazladan #C(#00EE00)%s#n yakınlık değeri kazanılır	0
Common.Other.GlobalPrompt.GlamourRank_Content	恭喜！您在【魅力排行】活动中跨服排名第#C(#00EE00)%s#n，达到了排名奖励标准，获得了丰厚奖励！	Tebrikler! [Cazibe Sıralaması] etkinliğinde #C(#00EE00)%s#n. oldun, belirtilen sıralama hedefine ulaşarak zengin hediyeler kazan!	0
Common.Other.GlobalPrompt.GlamourRank_Local_Content	恭喜！您在#C(#E87D22)【魅力情人节-魅力排行】#n活动中本服排名第#C(#00EE00)%s#n，达到了排名奖励标准，获得了丰厚奖励！	Tebrikler! 您在#C(#E87D22)[Cazibeli Sevgililer Günü-Cazibe Sıralaması] #n etkiliğinde bu sunucuda #C(#00EE00)%s#n. oldun, sıralama hedefine ulaşarak, zengin hediyeler kazanabilirsin!	0
Common.Other.GlobalPrompt.GlamourRank_Local_Sender	系统	Sistem	0
Common.Other.GlobalPrompt.GlamourRank_Local_Title	【魅力排行】本服排名奖励	[Cazibe Sıralaması] bu sunucunun sıralama ödülü	0
Common.Other.GlobalPrompt.GlamourRank_Sender	系统	Sistem	0
Common.Other.GlobalPrompt.GlamourRank_Tips_Head	成功领取奖励，获得：#H	Ödüller başarıyla alındı, kazanılan: #H	0
Common.Other.GlobalPrompt.GlamourRank_Title	【魅力排行】跨服排名奖励	[Cazibe Sıralaması] sunuculararası sıralama ödülü	0
Common.Other.GlobalPrompt.GloryWar_CampFail	失败	Hata	0
Common.Other.GlobalPrompt.GloryWar_CampName_1	烈阳城	Yang şehri	0
Common.Other.GlobalPrompt.GloryWar_CampName_2	暗月郡	Yin şehri	0
Common.Other.GlobalPrompt.GloryWar_CampWin	胜利	zafer	0
Common.Other.GlobalPrompt.GloryWar_EightKill	#C(#00EE00)%s#n已经连续击杀#C(#ffff37)%s#n人了！真可谓是勇冠三军！	#C(#00EE00)%s#n #C(#ffff37)%s#n kişiyi etkisizleştirdi.	0
Common.Other.GlobalPrompt.GloryWar_End	魔兽将领的突袭已被击退, 本次#C(#EE7600)【荣耀之战】#n活动结束。	PVE LİDER yenildi.  Bu #C(#EE7600)【Şeref savaşı】#n bitti.	0
Common.Other.GlobalPrompt.GloryWar_EndKill	双拳难敌四手，好汉也怕人多，#C(#00EE00)%s#n终结#C(#00EE00)%s#n的#C(#ffff37)%s#n连杀	#C(#00EE00)%s#n  #C(#00EE00)%s#n's #C(#ffff37)%s#n kıyımı sona erdirdi.	0
Common.Other.GlobalPrompt.GloryWar_FifteenKill	#C(#00EE00)%s#n已经连续击杀#C(#ffff37)15#n人了！新一代的战神就此出现了！	#C(#00EE00)%s#n bir seferde #C(#ffff37)15#n kişiyi etkisizleştirdi. 	0
Common.Other.GlobalPrompt.GloryWar_FightTips_1	你攻击了%s, 你胜利了，获得%s积分	 %s kişisine saldırdınız ve yendiniz. %s puan aldınız.	0
Common.Other.GlobalPrompt.GloryWar_FightTips_2	你攻击了%s, 你战败了，获得3积分	%s kişisine saldırdınız ve yenildiniz. 3 puan aldınız.	0
Common.Other.GlobalPrompt.GloryWar_FightTips_3	%s攻击了你, 你胜利了，获得了%s积分	%s size saldırdı ve yenlidiniz.  %s puan aldınız.	0
Common.Other.GlobalPrompt.GloryWar_FightTips_4	%s攻击了你, 你战败了，获得了3积分	%s size saldırdı ve siz yendiniz. 3 puan aldınız.	0
Common.Other.GlobalPrompt.GloryWar_Has_Join	您今天已经参与过1次荣耀之战，每天只能参与1次。	Bugün birlik savaşına bir kez katıldınız ve hakkınız kalmadı.	0
Common.Other.GlobalPrompt.GloryWar_KillNpc_1	#C(#EE7600)【%s】#n阵营的#C(#00EE00)【%s】#n公会的#C(#00EE00)【%s】#n成功击败了【%s】！#C(#EE7600)【%s】#n阵营的玩家攻击它时将会获得强力BUFF！！	#C(#EE7600)【%s】#n#C(#00EE00)【%s】#n, birlik #C(#00EE00)【%s】#n yendi 【%s】! oyuncular #C(#EE7600)【%s】#n saldırırken güçlü  ETKİ kazandılar.	0
Common.Other.GlobalPrompt.GloryWar_KillNpc_2	#C(#EE7600)【%s】#n阵营的#C(#00EE00)【%s】#n成功击败了【%s】！#C(#EE7600)【%s】#n阵营的玩家攻击它时将会获得强力BUFF！！	#C(#EE7600)【%s】#n #C(#00EE00)【%s】#n yenildi【%s】!  #C(#EE7600)【%s】#n saldırırken güçlü ETKİ kazandılar.	0
Common.Other.GlobalPrompt.GloryWar_Mail_Content	亲爱的玩家：#H    您的背包已满，荣耀之战的奖励我们已经通过邮件发送给您了。您可以先整理背包，然后提取附件获得奖励	Değerli oyuncu, çantanız dolu. Şeref savaşı ödülleri posta kutunuza gönderildi. Postanın geçerlilik süresi dolmada önce çantada yer açarak ödülleri alın. 	0
Common.Other.GlobalPrompt.GloryWar_Mail_Send	系统	sistem	0
Common.Other.GlobalPrompt.GloryWar_Mail_Title	【荣耀之战】	【Şeref savaşı】	0
Common.Other.GlobalPrompt.GloryWar_OneMinuteReady	#C(#EE7600)【荣耀之战】#n将于1分钟后开始, 各位勇士可以提前入场准备了	#C(#EE7600)【Şeref savaşı】#n başlamasına 1 dakika. Lütfen Şeref savaşına.	0
Common.Other.GlobalPrompt.GloryWar_OtherCD	该玩家当前不可以挑战, 请先挑战其他玩家	Bu oyuncuyla şimdi dövüşemezsiniz. Lütfen başka oyuncuyla dövüşün.	0
Common.Other.GlobalPrompt.GloryWar_OwnCD	你正在战斗冷却时间中, 请稍后再进行挑战	Dövüş bekleme süresi. Lütfen daha sonra!	0
Common.Other.GlobalPrompt.GloryWar_PveBegin	#C(#00EE00)魔兽将领#n突袭营地, 请勇士们速速返回营地救援	#C(#00EE00)PVE LİDER#n kampı bastı. Herkes kampa!	0
Common.Other.GlobalPrompt.GloryWar_PvpBegin	#C(#EE7600)【荣耀之战】#n已经开始, 勇士们请速速进入战场	#C(#EE7600)【Şeref savaşı】#n başladı. Silahları kap ve katıl.	0
Common.Other.GlobalPrompt.GloryWar_TenMinuteReady	#C(#EE7600)【荣耀之战】#n将于5分钟后开始, 请各位勇士做好准备	#C(#EE7600)【Şeref savaşı】#n başlamasına 1 dakika. lütfen hazırlanın!	0
Common.Other.GlobalPrompt.GloryWar_TwentyKill	#C(#00EE00)%s#n已经连续击杀#C(#ffff37)%s#n人了！战场上还有人能阻挡他吗？？	#C(#00EE00)%s#n  #C(#ffff37)%s#n kişiyi etkisizleştirdi.	0
Common.Other.GlobalPrompt.GongXun_Tips	功勋+%s#H	İtibar+%s#H	0
Common.Other.GlobalPrompt.GroupBuyParty_Tips_FirstOneMinute_Limit	本轮团购未开始	Bu toplu alım açılmadı	0
Common.Other.GlobalPrompt.GroupBuyParty_Tips_Head	购买成功，获得：#H	Hediye satın alındı, kazanılan: #H	0
Common.Other.GlobalPrompt.GroupBuyParty_Tips_LastFiveMinute_Limit	本轮团购已结束	Bu toplu alım sona erdi	0
Common.Other.GlobalPrompt.GuBaoTanMi_MSg_Special	【古堡探秘】玩家#C(#00FF00)%s#n集齐3把%s，获得#Z(%s,%s)	[Kale Keşfi] sonra  #C(#00FF00)%s#n oyuncu 3 anahtar topladı%s,alabilirsiniz#Z(%s,%s)	0
Common.Other.GlobalPrompt.GuBaoTanMi_Msg_Precious	【古堡探秘】玩家#C(#00FF00)%s#n在探索中获得#Z(%s,%s)，运气真是好到没朋友！	[Kale Keşfi] #C(#00FF00)%s#n oyuncu aldı #Z(%s,%s), çok şanslısın!	0
Common.Other.GlobalPrompt.GuBaoTanMi_Tips_Head	恭喜获得:	Elde edilen:	0
Common.Other.GlobalPrompt.HERO_IS_FULL	英雄已满，无法领取	Kahraman doldu, teslim alınamaz	0
Common.Other.GlobalPrompt.HS_1	左神卫	Sol Muhafız	0
Common.Other.GlobalPrompt.HS_2	右神卫	Sağ Muhafız	0
Common.Other.GlobalPrompt.HS_3	神卫	Tanrılar Gardiyan	0
Common.Other.GlobalPrompt.HShoppingMailContent_1	由于您的背包已满，您在元旦跨年购物节中购买的物品通过邮件发放。	Çantan dolu olduğu için, Yeni Yıl Alışveriş Bayramında aldığın eşyalar posta kutuna gönderildi.	0
Common.Other.GlobalPrompt.HShoppingMailContent_2	由于您的背包已满，您在元旦跨年购物节中领取的积分奖励礼包通过邮件发放。	Çantan dolu olduğu için, Yeni Yıl Alışveriş Bayramında kazandığın puan hediyeleri posta kutuna gönderildi.	0
Common.Other.GlobalPrompt.HShoppingMailSender_1	系统	Sistem	0
Common.Other.GlobalPrompt.HShoppingMailSender_2	系统	Sistem	0
Common.Other.GlobalPrompt.HShoppingMailTitle_1	元旦跨年购物节	Yeni Yıl Alışveriş Bayramı	0
Common.Other.GlobalPrompt.HShoppingMailTitle_2	元旦跨年购物节	Yeni Yıl Alışveriş Bayramı	0
Common.Other.GlobalPrompt.HT_1	少将	Tuğgeneral	0
Common.Other.GlobalPrompt.HT_2	中将	Tümgeneral	0
Common.Other.GlobalPrompt.HT_3	上将	Korgeneral	0
Common.Other.GlobalPrompt.HT_4	大将	General	0
Common.Other.GlobalPrompt.HT_5	元帅	Orgeneral	0
Common.Other.GlobalPrompt.HWishMailContent	由于您的背包已满，您在元旦金币祈福礼许愿获得的物品通过邮件发放。	Çantan dolu olduğu için, Yeni Yıl Altın Dileğinden kazandığın eşyalar posta kutuna gönderildi.	0
Common.Other.GlobalPrompt.HWishMailSender	系统	Sistem	0
Common.Other.GlobalPrompt.HWishMailTitle	元旦金币祈福礼	Yeni Yıl Altın Dilek Ödülü	0
Common.Other.GlobalPrompt.HallowCardOverTime	变身卡已过期	Mustasyon kartının süresi doldu	0
Common.Other.GlobalPrompt.HallowCollect	#C(#E87D22)【万圣节】#n#C(#00EE00)%s#n在变身卡收集活动中成功达到收集条件，获得:	#C(#E87D22) [Cadılar Bayramı] #n#C(#00EE00)%s#n Mutasyon kartı toplama etkinliğinde başarıyla gerkeen miktarı topladın, kazanılan:	0
Common.Other.GlobalPrompt.HallowCollect2	获得#Z(%s,%s)，真是太霸气了！	#Z(%s,%s) kazandın, bugün çok şanslısın!	0
Common.Other.GlobalPrompt.HallowDesc	亲爱的玩家，因%s在宴会中使用了万紫千红烟花，你额外获得#Z(%s,%s)，现邮件发放给你，请查收。	Sevgili oyuncumuz, %s ziyafette sayısız havaifişek attı, fazladan #Z(%s,%s) kazandın, az sonra posta kutunu kontrol et.	0
Common.Other.GlobalPrompt.HallowFire	#C(#E87D22)【万圣节】#n#C(#00EE00)%s#n在万圣节宴会活动中放烟花成功获得#Z(%s,%s)，真是太霸气了！	#C(#E87D22) [Cadılar Bayramı] #n#C(#00EE00)%s#n cadılar bayramı ziyafetinde havaifişek patlatarak #Z(%s,%s) kazandı, bu büyük bir şans!	0
Common.Other.GlobalPrompt.HallowFire2	#C(#E87D22)【万圣节】#n#C(#00EE00)%s#n在万圣节宴会活动中放烟花成功获得#t(#K(sTT,%s,%s))#H，真是太霸气了！	#C(#E87D22) [Cadılar Bayramı] #n#C(#00EE00)%s#n cadılar bayramı ziyafetinde havaifişek patlatarak #t(#K(sTT,%s,%s))#H kazandı, bu büyük bir şans!	0
Common.Other.GlobalPrompt.HallowFireGlobal	#C(#E87D22)【万圣节】#n#C(#00EE00)%s#n在万圣节宴会活动中使用了万紫千红烟花，宴会中的玩家都获得了#Z(%s,%s)奖励，快来膜拜吧！	#C(#E87D22) [Cadılar Bayramı] #n#C(#00EE00)%s#n cadılar bayramı ziyafetinde sayısız havaifişek patlattı ve ziyafetteki tüm oyuncular #Z(%s,%s) ödülü kazandı, hemen gidip teşekkür etmelisin!	0
Common.Other.GlobalPrompt.HallowKillMsg	成功打鬼%s次，获得:	%s kez başarılı ruh avından kazanılan: 	0
Common.Other.GlobalPrompt.HallowMailTitle	宴会烟花额外奖励	Ziyafet havaifişek fazladan hediyesi	0
Common.Other.GlobalPrompt.HallowNotChange	在婚礼场景中不能变身	Düğün sahnesinde mutasyon yapılamaz	0
Common.Other.GlobalPrompt.HallowTaskMsg	当前形象不符合宴会任务要求变身形象，无法领取奖励。	Bu görünüş ziyafet görevi görünüş gerekliliklerine uygun değil, ödüller alınamaz.	0
Common.Other.GlobalPrompt.HalloweenKillMsg	#C(#E87D22)【万圣节】#n#C(#00EE00)%s#n在万圣节打鬼活动中成功获得 #Z(%s,%s)，真是太霸气了！	#C(#E87D22) [Cadılar Bayramı] #n#C(#00EE00)%s#n cadılar bayramı ruh avında #Z(%s,%s) kazandı, bu gerçekten büyük bir başarı!	0
Common.Other.GlobalPrompt.HalloweenKillMsg2	%s在万圣节打鬼活动中成功获得 #t(#K(sTT,%s,%s))，真是太霸气了！	%s cadılar bayramı ruh avında #t(#K(sTT,%s,%s)) kazandı, bu gerçekten büyük bir başarı!	0
Common.Other.GlobalPrompt.HalloweenLightMsg	你成功消耗%s神石，释放了%s次烟花，获得:	%s kristal tüketerek başarıyla %s kez havaifişek patlatıldı, kazanılanlar: 	0
Common.Other.GlobalPrompt.HalloweenNA_CONTENT	内容	İçerik	0
Common.Other.GlobalPrompt.HalloweenNA_SENDER	发邮人	Gönderen	0
Common.Other.GlobalPrompt.HalloweenNA_TITLE	题目	Başlık	0
Common.Other.GlobalPrompt.Hallows_InheritanceSuccessfully	继承成功	Miras başarılı.	0
Common.Other.GlobalPrompt.Hallows_OneKeyShenzaoOkay	神造成功，经验值加+%s	Üretim başarılı, kazanılan TEC+%s	0
Common.Other.GlobalPrompt.Hallows_ShenzaoOkay	神造成功，经验值加1	Üretim başarılı, kazanılan TEC 1	0
Common.Other.GlobalPrompt.HaoqiLocal_Content	恭喜！您在#C(#E87D22)【豪气冲天】#n活动中本服排名第%s，达到了排名奖励标准，获得了丰厚奖励！	Tebrikler! #C(#E87D22)[Gökyüzü Hücumu] #n etkinliğinde bu sunucuda %s. oldun, sıralamada belirtilen yerlere ulaşarak, zengin hediyeler kazan!	0
Common.Other.GlobalPrompt.HaoqiLocal_Sender	系统	Sistem	0
Common.Other.GlobalPrompt.HaoqiLocal_Title	【豪气冲天】本服排名奖励	[Gökyüzü Hücumu] bu sunucunun sıralama ödülü	0
Common.Other.GlobalPrompt.HaoqiReward_Content	由于您的背包已满, 系统已将【豪气冲天】充值奖励暂时保存于邮件附件中。请尽快整理您的背包，预留足够的背包格子，并且在7天内提取附件中的物品。	Çantan dolu olduğu için, sistem [Gökyüzü Hücumu] etkinliği ödeme hediyesini posta kutuna gönderdi. Hemen çantanı düzenleyip hediye paketi için bir yer aç ve hediyeni 7 gün içerisinde posta kutusundan teslim al.	0
Common.Other.GlobalPrompt.HaoqiReward_Sender	系统	Sistem	0
Common.Other.GlobalPrompt.HaoqiReward_Title	【豪气冲天】充值奖励	[Gökyüzü Hücumu] ödeme hediyesi	0
Common.Other.GlobalPrompt.Haoqi_Content	恭喜！您在#C(#E87D22)【豪气冲天】#n活动中跨服排名第%s，达到了排名奖励标准，获得了丰厚奖励！	Tebrikler! #C(#E87D22)[Gökyüzü Hücumu] #n etkinliğinde bu sunuculararasında %s. oldun, sıralamada belirtilen yerlere ulaşarak, zengin hediyeler kazan!	0
Common.Other.GlobalPrompt.Haoqi_Sender	系统	Sistem	0
Common.Other.GlobalPrompt.Haoqi_Title	【豪气冲天】跨服排名奖励	[Gökyüzü Hücumu] sunuculararası sıralama ödülü	0
Common.Other.GlobalPrompt.HeavenUpRMB_MSG	#C(#EE7600)【神石转转乐】#n#C(#00EE00)%s#n拿出#C(#00EE00)%s#n神石接受神灵的恩泽，圣光一闪，掉落#C(#00EE00)%s#n神石。真是福星高照，好运连连啊！	#C(#EE7600)【Kristale Hücum】#n#C(#00EE00)%s#n  #C(#00EE00)%s#n kristal toplamaya. Gökten #C(#00EE00)%s#n kristal yağıyor!	0
Common.Other.GlobalPrompt.HeavenUpRMB_MSG2	#C(#EE7600)【神石转转乐】#n#C(#00EE00)%s#n拿出#C(#00EE00)%s#n神石接受神灵的恩泽，圣光一闪，掉落#C(#00EE00)%s#n神石。还未来得及回神，只见神灵现形小手一抖，又有#C(#00EE00)%s#n神石掉落手中，幸福来得真是太突然！	#C(#EE7600) [Kristal Çarkıfeleği] #n#C(#00EE00)%s#n #C(#00EE00)%s#n kristali alıp ejder şövalyeye verdi, bir ışıkla süzülen hediyelerden #C(#00EE00)%s#n kristal düştü. Kahramanımızın yanına gitmeye fırsat bile olmadan, o buralardan ayrıldı ve biz sadece el sallayabildik, bu sefer #C(#00EE00)%s#n kristal düştü, mutluluk gerçekten çok erken geldi!	0
Common.Other.GlobalPrompt.HefuBossActiveSeverAward	并且为全服激活了合服BOSS奖励。#C(#00FF00)#U#A(#K(OPEN_KAIFU_BOSS_PANEL))前往领取#n#n	 sunucu birleşme  LİDERi ödülleri aktivasyonu . #C(#00FF00)#U#A(#K(OPEN_KAIFU_BOSS_PANEL)) Git ve al #n#n	0
Common.Other.GlobalPrompt.HefuBossServerTips1	#C(#FFFF00)%s#n领取了	#C(#FFFF00)%s#n aldı	0
Common.Other.GlobalPrompt.HefuBossServerTips2	奖励，感谢	ödüller. Teşekkür eder.	0
Common.Other.GlobalPrompt.HefuBossServerTips3	击败了合服BOSS中的#C(#FF6600)%s#n。	sunucu birleşme LİDERlerinden birini yendi - #C(#FF6600)%s#n.	0
Common.Other.GlobalPrompt.HefuBossSingleAwardTips	，独自获得了奖励	, ödülleri kendisi aldı.	0
Common.Other.GlobalPrompt.HefuBossSingleTips	独自一人成功击败了合服BOSS中的#C(#FF6600)%s#n	sunucu birleşme LİDERlerinden birini yendi  - #C(#FF6600)%s#n alone.	0
Common.Other.GlobalPrompt.HefuBossTeamAwardTips	，分别获得了奖励	, ödülleri sırayla aldı.	0
Common.Other.GlobalPrompt.HefuBossTeamTips	齐心协力共同成功击败了合服BOSS中的#C(#FF6600)%s#n	sunucu birleşme LİDERi - #C(#FF6600)%s#n büyük çabalarla yenildi.	0
Common.Other.GlobalPrompt.HefuBossWorshipTip	你膜拜了大神	Takdiriniz gönderildi.	0
Common.Other.GlobalPrompt.HeroAltar_AddHero_Tips_1	#C(#ffffff)#U#A(#K(playerMenu,%s,%s,%s,TYPE8,%s,0,%s,%s))#C(#0099cc)%s#n#n#n在#C(#0099cc)[%s]#n幸运召唤到[#C(#FF33CC)%s#n]前来效力, 这是要称霸全服的节奏啊。	#C(#ffffff)#U#A(#K(OyuncuMenu,%s,%s,%s,TYPE8,%s,0,%s,%s))#C(#0099cc)%s#n#n#n  #C(#0099cc)[%s]#n yanında savaşmaya [#C(#FF33CC)%s#n] çağırdı.	0
Common.Other.GlobalPrompt.HeroAltar_AddHero_Tips_2	#C(#ffffff)#U#A(#K(playerMenu,%s,%s,%s,TYPE8,%s,0,%s,%s))#C(#0099cc)%s#n#n#n在[#C(#0099cc)%s#n]幸运召唤到[#C(#FF33CC)%s#n]和[#C(#FF33CC)%s#n]前来效力, 这是要称霸全服的节奏啊。	#C(#ffffff)#U#A(#K(OyuncuMenu,%s,%s,%s,TYPE8,%s,0,%s,%s))#C(#0099cc)%s#n#n#n  #C(#0099cc)[%s]#n yanında savaşmaya [#C(#FF33CC)%s#n]   [#C(#FF33CC)%s#n] çağırdı. 	0
Common.Other.GlobalPrompt.HeroAltar_Change	兑换成功	Değiştirildi!	0
Common.Other.GlobalPrompt.HeroAwaken_Msg_Succeed	#C(#fefb00)%s#n#C(#66FF00)不畏艰辛，克服重重阻碍，终于将英雄#C(#FF0000)%s#n成功觉醒为#C(#FF0000)%s#n，这是要逆天的节奏啊！	#C(#fefb00)%s#n#C(#66FF00) zorluklardan asla korkma, tüm engellerin üstesinden geleceksin, kahraman #C(#FF0000)%s#n başarıyla #C(#FF0000)%s#n uyandırdı, artık dünyanın seyri değişecek!	0
Common.Other.GlobalPrompt.HeroDataExcept	英雄数据异常	Kahraman veri hatası	0
Common.Other.GlobalPrompt.HeroFire_Tips	解雇成功：#H#Z(%s,%s)	Atış başarılı: #H#Z(%s,%s)	0
Common.Other.GlobalPrompt.HeroGradeTips_1	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将紫色英雄#C(#FF33CC)%s#n进化为成为橙色英雄#C(#FF6600)%s#n, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00) mor kahramanı #C(#FF33CC)%s#n turuncuya #C(#FF6600)%s#n yükseltti. #n	0
Common.Other.GlobalPrompt.HeroGradeTips_2	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将橙色英雄#C(#FF6600)%s#n进化为成为红色英雄#C(#FF0000)%s#n, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00) turuncu kahramanı #C(#FF6600)%s#n kırmızıya #C(#FF0000)%s#n yükseltti. #n	0
Common.Other.GlobalPrompt.HeroIsFull_Tips	英雄位置已满，请先解雇多余的英雄	Kahraman yeri dolu, önce fazla kahramanları işten at	0
Common.Other.GlobalPrompt.HeroShengdian_Fast	#C(#00EE00)%s#n仅用#C(#00EE00)%s#n回合便通关了英雄圣殿的#C(#ffff37)%s[%s]#n！还有更快的吗？	#C(#00EE00)%s#n sadece #C(#00EE00)%s#n turda kahraman sunağında #C(#ffff37)%s[%s]#n geçti! Daha hızlısı var mı?	0
Common.Other.GlobalPrompt.HeroShengdian_First	#C(#00EE00)%s#n率先通关了英雄圣殿的#C(#ffff37)%s[%s]#n！所谓兵贵神速啊！	#C(#00EE00)%s#n önderliğinde kahraman sunağı #C(#ffff37)%s[%s]#n geçildi! İşte gerçekten çok hızlı birisi!	0
Common.Other.GlobalPrompt.HeroShengdian_LevelLimit	等级不足，该副本尚未开启	Seviye yetersiz, bu zindan henüz açılmadı!	0
Common.Other.GlobalPrompt.HeroShengdian_Mail_Content	你的背包空间不足，已将本次英雄圣殿获得的奖励通过邮件发放。请您及时提取。	Çantanda boş yer yok, bu kahraman sunağında kazandıkların posta kutuna gönderildi. Hemen hediyelerini al.	0
Common.Other.GlobalPrompt.HeroShengdian_Mail_Sender	系统	Sistem	0
Common.Other.GlobalPrompt.HeroShengdian_Mail_Title	背包空间不足	Çantadaki boş yer yetersiz	0
Common.Other.GlobalPrompt.HeroTemple_Fast	#C(#00EE00)%s#n仅用#C(#00EE00)%s#n回合便通关了英灵神殿的#C(#ffff37)%s[%s]#n！还有更快的吗？	#C(#00EE00)%s#n sadece #C(#00EE00)%s#n turda kahramanlar yolunu #C(#ffff37)%s[%s]#n geçtin! Ateş gibisin!	0
Common.Other.GlobalPrompt.HeroTemple_First	#C(#00EE00)%s#n率先通关了英灵神殿的#C(#ffff37)%s[%s]#n！所谓兵贵神速啊！	#C(#00EE00)%s#n  #C(#ffff37)%s[%s]#n kahramanlar yolunu geçti!  Cayır cayır!	0
Common.Other.GlobalPrompt.HeroTemple_LevelLimit	等级不足，该副本尚未开启	Zindanı açmak için seviye yetersiz.	0
Common.Other.GlobalPrompt.HeroTemple_Mail_Content	你的背包空间不足，已将本次英灵神殿获得的奖励通过邮件发放。请您及时提取。	Çantanız dolu. Kahramanlar yolu ödülleri postanıza gönderildi. Lütfen ödülleri bir an önce al.	0
Common.Other.GlobalPrompt.HeroTemple_Mail_Sender	系统	sistem	0
Common.Other.GlobalPrompt.HeroTemple_Mail_Title	背包空间不足	Çanta dolu	0
Common.Other.GlobalPrompt.HeroUpStar_1	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将3星英雄#C(#FF6600)%s#n进化为成为4星, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00)  kahramanını #C(#FF6600)%s#n  3 yıldızdan 4 yıldıza yükseltti.#n	0
Common.Other.GlobalPrompt.HeroUpStar_2	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将4星英雄#C(#FF0000)%s#n进化为成为5星, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00) kahramanını #C(#FF0000)%s#n 4 yıldızdan 5 yıldıza yükseltti. Oyunun kralı mübarek.#n	0
Common.Other.GlobalPrompt.HeroUpStar_3	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将5星英雄#C(#FF0000)%s#n进化为成为6星, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00) Bir çok zorlu aşamalardan geçerek en sonunda 5 yıldız kahraman #C(#FF0000)%s#n 6 yıldıza yükseltildi, artık bundan sonra bu sunucuda kimse seni tutamaz#n	0
Common.Other.GlobalPrompt.HeroUpStar_4	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻, 终于将6星英雄#C(#FF0000)%s#n进化为成为7星, 这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00) Bir çok zorlu aşamalardan geçerek en sonunda 6 yıldız kahraman #C(#FF0000)%s#n 7 yıldıza yükseltildi, artık bundan sonra bu sunucuda kimse seni tutamaz#n	0
