module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.FlowerKuafuRank_ManTitle	【跨服护花榜】跨服排名奖励	Nagroda [Rankingu Straży Cross-server]	0
Common.Other.GlobalPrompt.FlowerKuafuRank_Sender	系统	System	0
Common.Other.GlobalPrompt.FlowerKuafuRank_WomenContent	恭喜！您在【跨服鲜花榜】活动中排名第%s，达到了排名奖励标准，获得了丰厚奖励！	Gratulacje! Zdobyłeś miejsce %s w [Rankingu Kwiatów Cross-server]. Otrzymasz nagrodę.	0
Common.Other.GlobalPrompt.FlowerKuafuRank_WomenTitle	【跨服鲜花榜】跨服排名奖励	Nagroda [Rankingu Kwiatów Cross-server]	0
Common.Other.GlobalPrompt.Flower_AnonymousSend	#C(#FF0000)神秘人物#n给#C(#FFFF00)%s#n赠送了%s朵鲜花，并对TA说：“%s”	#C(#FF0000)Ktoś#nwysłał #C(#FFFF00)%s#n %s kwiaty i powiedział: “%s”.	0
Common.Other.GlobalPrompt.Flower_FeedbackKiss	%s嘟起小嘴儿，狠狠地啵了一个，说：谢谢你的鲜花哦！	%s dziękuje za kwiaty i bardzo się z nich cieszy!	0
Common.Other.GlobalPrompt.Flower_Mail_Content	根据上周魅力值排行，你获得了本周排行榜第一，这是你的奖励，请收好！。	W ubiegłym tygodniu zająłeś 1 miejsce w Ranking Czaru. Oto Twoja nagroda!	0
Common.Other.GlobalPrompt.Flower_Mail_Sender	系统	System	0
Common.Other.GlobalPrompt.Flower_ManMail_Title	护花榜结算奖励	Obliczenia rankingu Straży.	0
Common.Other.GlobalPrompt.Flower_Outline	该玩家不在线，无法送花。	Gracz nie jest online, więc nie może teraz przyjąć kwiatów.	0
Common.Other.GlobalPrompt.Flower_Send	#C(#FFFF00)%s#n给#C(#FFFF00)%s#n赠送了%s朵鲜花，并对TA说：“%s”	#C(#FFFF00)%s#n wysłał #C(#FFFF00)%s#n %s kwiatów i powiedział: "%s".	0
Common.Other.GlobalPrompt.Flower_SendSuccess	鲜花已经送到#C(#FFFF00)%s#n手里，等待Ta的回吻吧^_^	#C(#FFFF00)%s#n otrzymał kwiaty.	0
Common.Other.GlobalPrompt.Flower_WomenMail_Title	鲜花榜结算奖励	Obliczenia rankingu Kwiatów.	0
Common.Other.GlobalPrompt.Flower_WorshipSuccess	膜拜成功， 获得金币%s	Pogratulowałeś graczowi i zdobyłeś %s złota.	0
Common.Other.GlobalPrompt.GBC_Tips_LastFiveMinute_Limit	本轮团购已结束	Zbiorowy zakup dobiegł końca.	0
Common.Other.GlobalPrompt.GBC_Tips_Reward_Head	恭喜你获得#H	Gratulacje, zdobyłeś #H	0
Common.Other.GlobalPrompt.GEM_GET_OFF_MSG	拆卸成功	Wyjęto pomyślnie!	0
Common.Other.GlobalPrompt.GEM_NO_ENOUGH_MSG	装备孔数不足，无法进行镶嵌	Brak miejsca, nie możesz umieścić klejnotów teraz.	0
Common.Other.GlobalPrompt.GEM_NO_HOLE_MSG	该装备没有镶嵌孔，不能镶嵌	Nie można umieścić klejnotów w tym ekwipunku.	0
Common.Other.GlobalPrompt.GEM_SAME_TYPE_MSG	已经镶嵌了同类型的宝石	Nie można umieścić 2 klejnotów tego samego typu w jednym ekwipunku.	0
Common.Other.GlobalPrompt.GLOBAL_NotOnlineRole	该角色不在线或者在跨服中！	Gracz jest offline.	0
Common.Other.GlobalPrompt.GODDESS_CARD_ALREADY_FINAL_PROMPT	本轮已进行终极开启	Ostatnia szansa w tej rundzie została wykorzystana	0
Common.Other.GlobalPrompt.GODDESS_CARD_REWARD_HEARSAY	#C(#FF6600)【女神卡牌】#C(#FFFFFF)恭喜玩家#C(#66FF00)%s#C(#FFFFFF)受到女神的青睐,在女神卡牌中获得#Z(%s,%s)	#C(#FF6600) [Karta Bogini] #C(#FFFFFF) Gratulacje graczu #C(#66FF00)%s#C(#FFFFFF), zdobyłeś #Z(%s,%s) z Kart Bogini.	0
Common.Other.GlobalPrompt.GODS_TREASURE_GOOD_ITEM_HEARSAY	#C(#E87D22)【众神秘宝】#C(#00FF00)%s#C(#FFFFFF)在神殿探宝千百度，默默的找到神灵埋下的秘宝：#Z(%s,%s)。#C(#00ff00)#U#A(#K(openZSMB))前往探宝#n#n	#C(#E87D22) [Ukryty Skarb] #C(#00FF00)%s#C(#FFFFFF) dokonując niebezpiecznych poszukiwań w świątyni, znalazł skarb antycznych dusz i zdobył: #Z(%s,%s)。#C(#00ff00)#U#A(#K(openZSMB)) Idź i Szukaj skarbu#n#n	0
Common.Other.GlobalPrompt.GODS_TREASURE_ONE_SUCCESS_PROMPT	探宝成功，获得#Z(%s,%s)	Poszukiwanie Skarbu powiodło się, zdobyto: #Z(%s,%s)	0
Common.Other.GlobalPrompt.GODS_TREASURE_SUCCESS_PROMPT	探宝成功，获得%s	Poszukiwanie Skarbu powiodło się, zdobyto: %s	0
Common.Other.GlobalPrompt.GOLD_END_MSG	这次炼金已结束	Praktyka Alchemii skończona.	0
Common.Other.GlobalPrompt.GOLD_FULL_MSG	协助人数已满	Liczba graczy asystujących wystarczająca.	0
Common.Other.GlobalPrompt.GOLD_HELP_DESC_MSG	#C(#EE7600)【炼金】#n#C(#FFFFFF)#C(#00FF00)%s#n玩家开启炼金炉，朋友们快来协助炼金，获取更多的奖励。  #C(#00ff00)#U#A(#K(OPEN_HELP_LIANJIN,%s))立即协助#n#n#n	#C(#FFFFFF)#C(#00FF00)%s#n praktykuje Alchemię. Pomóż mu zdobyć Złoto.#C(#00ff00)#U#A(#K(OPEN_HELP_LIANJIN,%s))Pomóż teraz#n#n#n	0
Common.Other.GlobalPrompt.GOLD_HELP_LEVEL_MSG	等级达到30级可协助炼金。	Możesz pomóc graczom w Alchemii po osiągnięciu lvl 30.	0
Common.Other.GlobalPrompt.GOLD_HELP_SUC_MSG	协助炼金成功，金币+%s	Pomogłeś! Zdobyte Złoto +%s.	0
Common.Other.GlobalPrompt.GOLD_HELP_SUC_MSG2	协助炼金成功，您今日已经没有协助炼金收益次数了。	Pomogłeś! Wykorzystałeś dzisiejszy przydział na pomoc.	0
Common.Other.GlobalPrompt.GOLD_INIT_MSG	你已经在协助队列中	Już pomogłeś w tej Alchemii.	0
Common.Other.GlobalPrompt.GOLD_SUC_MSG	炼金成功，金币+%s。#H	Praktykowano Alchemię i otrzymano Złoto +%s.	0
Common.Other.GlobalPrompt.GS_Birthday_0	我还不知道你的生日日期，先把你的生日告诉我吧。	Nie znam twojej daty urodzenia, najpierw mi ją podaj.	0
Common.Other.GlobalPrompt.GS_Birthday_1	你已经领取过今年的生日礼包	Pakiet urodzinowy tego roku został już pobrany.	0
Common.Other.GlobalPrompt.GS_Birthday_2	当前不是生日	Teraz nie są twoje urodziny.	0
Common.Other.GlobalPrompt.GS_Birthday_Ok	设置成功	Ustawienie powiodło się	0
Common.Other.GlobalPrompt.GS_LiBao_None	当前不是节日时间	Teraz nie ma urodzin	0
Common.Other.GlobalPrompt.GT_Begin_Tips	#C(#EE7600)【劫宝】神秘的地精族人带着稀世珍宝行走在#C(#00FF00)%s、%s，#n只有智勇双全的勇士们才有实力劫得珍宝。勇士你还等什么？夺得圣灵碎片，可兑换惊世奇珍，机不可失！#n	#C(#EE7600)[Grabież]Tajemnicze Gobliny przenoszą rzadki skarb podróżując przez #C(#00FF00)%s i %s.#n Tylko odwaga i mądrośc pomoże w pokonaniu ich. Na co czekasz? Możesz spróbować wymienić zrabowaną skorupę duszy na inne rzadkie przedmioty. Nie strać okazji.#n	0
Common.Other.GlobalPrompt.GT_End_Tips	#C(#EE7600)神秘的地精族人回到了各自的种族继续准备下一次运宝。#n	#C(#EE7600)Magiczne Gobliny powróciły do swojego obozu, by przygotować się na kolejny transport skarbu .#n	0
Common.Other.GlobalPrompt.GT_Exchang_S	兑换成功	Wymieniono!	0
Common.Other.GlobalPrompt.GT_Fight_CD	战斗冷却中：%s秒	Odliczanie: %s sekund	0
Common.Other.GlobalPrompt.GT_Fly	前往%s需要等级%s	Aby wejśc do %s potrzebujesz być przynajmniej na lvl %s.	0
Common.Other.GlobalPrompt.GT_LimitLevel	等级不足	Niewystarczający poziom	0
Common.Other.GlobalPrompt.GT_Mail_Content	亲爱的玩家：#H    地精宝库的奖励我们已经通过邮件发送给您了。您可以提取附件获得奖励。	Drogi Graczu, twój plecak jest pełny. Nagrody ze Sklepu Goblinów zostały wysłane na twoją pocztę w grze. Opróżnij plecak i pobierz nagrody, nim poczta wygaśnie.	0
Common.Other.GlobalPrompt.GT_Mail_Send	系统	system	0
Common.Other.GlobalPrompt.GT_Mail_Title	劫宝奖励	Plecak pełny.	0
Common.Other.GlobalPrompt.GT_NA_No_Reward_Cnt	您今日已经成功劫宝4次，请把机会留给其他人吧	Dokonałeś grabieży już 4 razy dzisiaj. Nie możesz więcej.	0
Common.Other.GlobalPrompt.GT_Open_Tips	劫宝活动30级开启	Grabież otworzy się na lvl 30.	0
Common.Other.GlobalPrompt.GT_Rob_Name	劫宝者-	Grabieżca-	0
Common.Other.GlobalPrompt.GT_Rob_Success	#C(#EE7600)【劫宝】#C(#00EE00)%s#n劫获了#C(#FF0000)%s#n运送的宝物#Z(%s,%s)	#C(#EE7600)[Grabież]#C(#00EE00)%s#n zrabował #C(#FF0000)%s#n's #Z(%s,%s).	0
Common.Other.GlobalPrompt.GVE_NEED_CAREER_PROMPT	您的队伍中尚缺#C(#FFFF00)%s#n人，无法进入副本	Nie możesz wejśc do Lochu, brakuje postaci #C(#FFFF00)%s#n.	0
Common.Other.GlobalPrompt.GVE_NEED_DRAGON_LEVEL_PROMPT	队友神龙等级不足#C(#00EE00)%s#n，无法进入该副本。	Członek twojej grupy nie osiągnął lvl #C(#00EE00)%s#n. Nie możesz wejśc do Lochu.	0
Common.Other.GlobalPrompt.GVE_TEAM_FULL_CANT_INVITE_PROMPT	当前组队人数已满，无法发送邀请	Grupa pełna, nie możesz zaprosić.	0
Common.Other.GlobalPrompt.GVE_WORLD_CALL	#C(#4169e1)组队副本，#C(#FFFF00)%s#n队伍尚缺#C(#FFFF00)%s#n人，等待你的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#4169e1)By wejśc do Lochu Drużynowego, grupa #C(#FFFF00)%s#n wciąż potrzebuje postaci #C(#FFFF00)%s#n. Dołącz! #C(#00ff00)#U#T(#K(YQZD,%s,Dołącz teraz,))	0
Common.Other.GlobalPrompt.Game2048Content	由于你出色的表现，恭喜你在宝石2048获得了全服第%s名，请收下丰厚的奖励，希望你再接再厉，取得更好的成绩！	Zajmujesz miejsce %s w evencie 2048 (Cross-server)! Oto Twoja nagroda!	0
Common.Other.GlobalPrompt.Game2048Title	宝石2048个人跨服排名奖励	Nagroda Cross-server 2048	0
Common.Other.GlobalPrompt.GameUnionAward_tips	恭喜你，获得：	Gratulacje! Wygrałeś:	0
Common.Other.GlobalPrompt.GashaponGoodTip	#C(#E87D22)【幸运扭蛋】#n#C(#FFFF00)%s#n在高级扭蛋时获得了珍稀奖励#Z(%s,%s)，下一个幸运者会是谁？	#C(#E87D22)[Szczęśliwe Jajo]#n#C(#FFFF00)%s#nOtrzymujesz #Z(%s,%s) z zaawansowanego szczęśliwego jaja.	0
Common.Other.GlobalPrompt.GashaponSuperTip	#C(#E87D22)【幸运扭蛋】#n#C(#FFFF00)%s#n在超级扭蛋时获得了珍稀奖励#Z(%s,%s)，下一个幸运者会是谁？	#C(#E87D22)[Szczęśliwe Jajo]#n#C(#FFFF00)%s#nOtrzymujesz #Z(%s,%s) z super szczęśliwego jaja.	0
Common.Other.GlobalPrompt.GemForge_Tips_FotrgeSuccess	恭喜您，锻造成功,获得:#Z(%s,%s)	Gratulacje! Otrzymałeś: #Z(%s,%s)	0
Common.Other.GlobalPrompt.GemForge_Tips_TransformSuccess	恭喜您，转换成功,获得:#Z(%s,%s)	Gratulacje! Otrzymałeś: #Z(%s,%s)	0
Common.Other.GlobalPrompt.GlamourParty_Tips_Head	成功领取目标奖励，获得：#H	Nagrody za cel pobrane pomyślnie, zdobyto: #H	0
Common.Other.GlobalPrompt.GlamourParty_Tips_PartyGlamour	#C(#EE7600)【【魅力情人节】#n活动期间，举办派对获得了#C(#00EE00)%s#n点魅力值	#C(#EE7600) Podczas eventu [[Czarujące Walentynki] #n, przygotowując przyjęcie zdobywasz punkty wartości wdzięku #C(#00EE00)%s#n.	0
Common.Other.GlobalPrompt.GlamourParty_Tips_PartyQinmi	#C(#EE7600)【【魅力情人节】#n活动期间，获得额外加成#C(#00EE00)%s#n点亲密值	#C(#EE7600) Podczas eventu [[Czarujące Walentynki] #n, zdobywasz dużo wartości intymności #C(#00EE00)%s#n	0
Common.Other.GlobalPrompt.GlamourRank_Content	恭喜！您在【魅力排行】活动中跨服排名第#C(#00EE00)%s#n，达到了排名奖励标准，获得了丰厚奖励！	Gratulacje! W evencie [Ranking Wdzięku] jesteś #C(#00EE00)%s#n., zdobądź wartościowe nagrody osiągając określoną pozycję w rankingu.	0
Common.Other.GlobalPrompt.GlamourRank_Local_Content	恭喜！您在#C(#E87D22)【魅力情人节-魅力排行】#n活动中本服排名第#C(#00EE00)%s#n，达到了排名奖励标准，获得了丰厚奖励！	Gratulacje! 您在#C(#E87D22) w evencie[Czarujące Walentynki-Ranking Wdzięku] #n  na tym serwerze jesteś #C(#00EE00)%s#n., zdobądź wartościowe nagrody osiągając określoną pozycję w rankingu!	0
Common.Other.GlobalPrompt.GlamourRank_Local_Sender	系统	System	0
Common.Other.GlobalPrompt.GlamourRank_Local_Title	【魅力排行】本服排名奖励	Nagroda za [Ranking Wdzięku] na tym serwerze	0
Common.Other.GlobalPrompt.GlamourRank_Sender	系统	System	0
Common.Other.GlobalPrompt.GlamourRank_Tips_Head	成功领取奖励，获得：#H	Pomyślnie pobrano nagrody, zdobyto: #H	0
Common.Other.GlobalPrompt.GlamourRank_Title	【魅力排行】跨服排名奖励	Nagroda za [Ranking Wdzięku] cross-server	0
Common.Other.GlobalPrompt.GloryWar_CampFail	失败	Błąd	0
Common.Other.GlobalPrompt.GloryWar_CampName_1	烈阳城	Miasto Yang	0
Common.Other.GlobalPrompt.GloryWar_CampName_2	暗月郡	Miasto Yin	0
Common.Other.GlobalPrompt.GloryWar_CampWin	胜利	Zwycięstwo	0
Common.Other.GlobalPrompt.GloryWar_EightKill	#C(#00EE00)%s#n已经连续击杀#C(#ffff37)%s#n人了！真可谓是勇冠三军！	#C(#00EE00)%s#n zabił #C(#ffff37)%s#n dusz! Jest niepokonany.	0
Common.Other.GlobalPrompt.GloryWar_End	魔兽将领的突袭已被击退, 本次#C(#EE7600)【荣耀之战】#n活动结束。	Boss PVE został pokonany. #C(#EE7600)[Bitwa Gildii]#n skończona.	0
Common.Other.GlobalPrompt.GloryWar_EndKill	双拳难敌四手，好汉也怕人多，#C(#00EE00)%s#n终结#C(#00EE00)%s#n的#C(#ffff37)%s#n连杀	#C(#00EE00)%s#n ukończył #C(#00EE00)%s#n #C(#ffff37)%s#n szaleństwo zabijania.	0
Common.Other.GlobalPrompt.GloryWar_FifteenKill	#C(#00EE00)%s#n已经连续击杀#C(#ffff37)15#n人了！新一代的战神就此出现了！	#C(#00EE00)%s#n zabił #C(#ffff37)15#n dusz na raz. Chyba możemy go nazywać Bogiem Wojny.	0
Common.Other.GlobalPrompt.GloryWar_FightTips_1	你攻击了%s, 你胜利了，获得%s积分	Zaatakowałeś %s i wygrałeś. Otrzymałeś %s pkt.	0
Common.Other.GlobalPrompt.GloryWar_FightTips_2	你攻击了%s, 你战败了，获得3积分	Zaatakowałeś %s i przegrałeś. Otrzymałeś 3 pkt.	0
Common.Other.GlobalPrompt.GloryWar_FightTips_3	%s攻击了你, 你胜利了，获得了%s积分	%s zaatakował cię i przegrał. Otrzymałeś %s pkt.	0
Common.Other.GlobalPrompt.GloryWar_FightTips_4	%s攻击了你, 你战败了，获得了3积分	%s zaatakował cię i wygrał. Otrzymałeś 3 pkt.	0
Common.Other.GlobalPrompt.GloryWar_Has_Join	您今天已经参与过1次荣耀之战，每天只能参与1次。	Wszedłeś już do Bitwy Gildii 3 razy dzisiaj. Nie możesz więcej.	0
Common.Other.GlobalPrompt.GloryWar_KillNpc_1	#C(#EE7600)【%s】#n阵营的#C(#00EE00)【%s】#n公会的#C(#00EE00)【%s】#n成功击败了【%s】！#C(#EE7600)【%s】#n阵营的玩家攻击它时将会获得强力BUFF！！	#C(#00EE00)[%s]#n z #C(#EE7600)[%s]#n, gildii #C(#00EE00)[%s]#n pokonał[%s]! Gracze z #C(#EE7600)[%s]#n dostaną silny BUFF podczas ataku.	0
Common.Other.GlobalPrompt.GloryWar_KillNpc_2	#C(#EE7600)【%s】#n阵营的#C(#00EE00)【%s】#n成功击败了【%s】！#C(#EE7600)【%s】#n阵营的玩家攻击它时将会获得强力BUFF！！	#C(#00EE00)[%s]#n z #C(#EE7600)[%s]#n pokonał[%s]! Gracze #C(#EE7600)[%s]#n otrzymają silny BUFF podczas ataku.	0
Common.Other.GlobalPrompt.GloryWar_Mail_Content	亲爱的玩家：#H    您的背包已满，荣耀之战的奖励我们已经通过邮件发送给您了。您可以先整理背包，然后提取附件获得奖励	Drogi Graczu, twój plecak jest pełny. Nagrody z Bitwy Lądu zostały wysłane na twoją pocztę w grze. Opróżnij plecak i pobierz nagrody, zanim poczta wygaśnie.	0
Common.Other.GlobalPrompt.GloryWar_Mail_Send	系统	system	0
Common.Other.GlobalPrompt.GloryWar_Mail_Title	【荣耀之战】	[Bitwa Lądu]	0
Common.Other.GlobalPrompt.GloryWar_OneMinuteReady	#C(#EE7600)【荣耀之战】#n将于1分钟后开始, 各位勇士可以提前入场准备了	#C(#EE7600)[Bitwa Lądu]#n zaczyna się za minutę. Śpiesz się.	0
Common.Other.GlobalPrompt.GloryWar_OtherCD	该玩家当前不可以挑战, 请先挑战其他玩家	Nie możesz walczyć z tym graczem.Wybierz innego.	0
Common.Other.GlobalPrompt.GloryWar_OwnCD	你正在战斗冷却时间中, 请稍后再进行挑战	Oczekuje na bitwę.Spróbuj póżniej!	0
Common.Other.GlobalPrompt.GloryWar_PveBegin	#C(#00EE00)魔兽将领#n突袭营地, 请勇士们速速返回营地救援	#C(#00EE00)PVE Boss#n najechał obóz. Wszyscy wracajcie do obozu!	0
Common.Other.GlobalPrompt.GloryWar_PvpBegin	#C(#EE7600)【荣耀之战】#n已经开始, 勇士们请速速进入战场	#C(#EE7600)[Bitwa Lądu]#n zaczeła się. Weż broń i dołącz do bitwy.	0
Common.Other.GlobalPrompt.GloryWar_TenMinuteReady	#C(#EE7600)【荣耀之战】#n将于5分钟后开始, 请各位勇士做好准备	#C(#EE7600)[Bitwa Lądu]#n zaczyna się za minutę. Bądź gotowy!	0
Common.Other.GlobalPrompt.GloryWar_TwentyKill	#C(#00EE00)%s#n已经连续击杀#C(#ffff37)%s#n人了！战场上还有人能阻挡他吗？？	#C(#00EE00)%s#n zabił #C(#ffff37)%s#n dusz. Niech ktoś go powstrzyma!	0
Common.Other.GlobalPrompt.GongXun_Tips	功勋+%s#H	Osiągnięcie+%s#H	0
Common.Other.GlobalPrompt.GroupBuyParty_Tips_FirstOneMinute_Limit	本轮团购未开始	Ten zbiorowy zakup nie uaktywnił się	0
Common.Other.GlobalPrompt.GroupBuyParty_Tips_Head	购买成功，获得：#H	Prezent został kupiony, zdobyto: #H	0
Common.Other.GlobalPrompt.GroupBuyParty_Tips_LastFiveMinute_Limit	本轮团购已结束	Ten zbiorowy zakup dobiegł końca	0
Common.Other.GlobalPrompt.GuBaoTanMi_MSg_Special	【古堡探秘】玩家#C(#00FF00)%s#n集齐3把%s，获得#Z(%s,%s)	[Starożytny Zamek] Gracz #C(#00FF00)%s#n zdobył 3 %s, otrzymując #Z(%s,%s).	0
Common.Other.GlobalPrompt.GuBaoTanMi_Msg_Precious	【古堡探秘】玩家#C(#00FF00)%s#n在探索中获得#Z(%s,%s)，运气真是好到没朋友！	[Starożytny Zamek] Gracz #C(#00FF00)%s#n zdobył #Z(%s,%s).	0
Common.Other.GlobalPrompt.GuBaoTanMi_Tips_Head	恭喜获得:	Otrzymałeś:	0
Common.Other.GlobalPrompt.HERO_IS_FULL	英雄已满，无法领取	Posiadasz wszystkich bohaterów, więc nie możesz odebrać.	0
Common.Other.GlobalPrompt.HS_1	左神卫	Lewy Strażnik	0
Common.Other.GlobalPrompt.HS_2	右神卫	Prawy Strażnik	0
Common.Other.GlobalPrompt.HS_3	神卫	Straż	0
Common.Other.GlobalPrompt.HShoppingMailContent_1	由于您的背包已满，您在元旦跨年购物节中购买的物品通过邮件发放。	Ponieważ twój plecak jest pełny przedmioty zdobyte podczas zakupów świątecznych zostały wysłane na pocztę.	0
Common.Other.GlobalPrompt.HShoppingMailContent_2	由于您的背包已满，您在元旦跨年购物节中领取的积分奖励礼包通过邮件发放。	Ponieważ twój plecak jest pełny nagrody punktowe zdobyte podczas zakupów świątecznych zostały wysłane na pocztę.	0
Common.Other.GlobalPrompt.HShoppingMailSender_1	系统	System	0
Common.Other.GlobalPrompt.HShoppingMailSender_2	系统	System	0
Common.Other.GlobalPrompt.HShoppingMailTitle_1	元旦跨年购物节	Zakupy Świąteczne	0
Common.Other.GlobalPrompt.HShoppingMailTitle_2	元旦跨年购物节	Zakupy Świąteczne	0
Common.Other.GlobalPrompt.HT_1	少将	Generał Brygady	0
Common.Other.GlobalPrompt.HT_2	中将	Generał Dywizji	0
Common.Other.GlobalPrompt.HT_3	上将	Porucznik	0
Common.Other.GlobalPrompt.HT_4	大将	Generał	0
Common.Other.GlobalPrompt.HT_5	元帅	Generał Armii	0
Common.Other.GlobalPrompt.HWishMailContent	由于您的背包已满，您在元旦金币祈福礼许愿获得的物品通过邮件发放。	Ponieważ twój plecak jest pełny przedmioty zdobyte ze Złotych Życzeń Świątecznych zostały wysłane na pocztę.	0
Common.Other.GlobalPrompt.HWishMailSender	系统	System	0
Common.Other.GlobalPrompt.HWishMailTitle	元旦金币祈福礼	Nagroda za Złote Życzenie Świąteczne	0
Common.Other.GlobalPrompt.HallowCardOverTime	变身卡已过期	Ważnośc Karty Mutacji dobiegła końca.	0
Common.Other.GlobalPrompt.HallowCollect	#C(#E87D22)【万圣节】#n#C(#00EE00)%s#n在变身卡收集活动中成功达到收集条件，获得:	#C(#E87D22) [Halloween] #n#C(#00EE00)%s#n pomyślnie zebrałeś odpowiednią ilość kart w evencie zbierania Kart Mutacji, zdobyto:	0
Common.Other.GlobalPrompt.HallowCollect2	获得#Z(%s,%s)，真是太霸气了！	zdobyłeś #Z(%s,%s), masz dzisiaj szczęście!	0
Common.Other.GlobalPrompt.HallowDesc	亲爱的玩家，因%s在宴会中使用了万紫千红烟花，你额外获得#Z(%s,%s)，现邮件发放给你，请查收。	Drodzy gracze, %s odpalił mnóstwo petard na przyjęciu, zdobyłeś dużo #Z(%s,%s), sprawdż swoją pocztę w grze.	0
Common.Other.GlobalPrompt.HallowFire	#C(#E87D22)【万圣节】#n#C(#00EE00)%s#n在万圣节宴会活动中放烟花成功获得#Z(%s,%s)，真是太霸气了！	#C(#E87D22) [Halloween] #n#C(#00EE00)%s#n wystrzelił petardy i zdobył #Z(%s,%s), co za szczęście!	0
Common.Other.GlobalPrompt.HallowFire2	#C(#E87D22)【万圣节】#n#C(#00EE00)%s#n在万圣节宴会活动中放烟花成功获得#t(#K(sTT,%s,%s))#H，真是太霸气了！	#C(#E87D22) [Halloween] #n#C(#00EE00)%s#n wystrzelił petardy i zdobył #t(#K(sTT,%s,%s))#H, co za szczęście!	0
Common.Other.GlobalPrompt.HallowFireGlobal	#C(#E87D22)【万圣节】#n#C(#00EE00)%s#n在万圣节宴会活动中使用了万紫千红烟花，宴会中的玩家都获得了#Z(%s,%s)奖励，快来膜拜吧！	#C(#E87D22) [Halloween] #n#C(#00EE00)%s#n wystrzelił mnóstwo petard i wszyscy gracze na przyjęciu zdobyli nagrodę #Z(%s,%s), powinieneś podziękować!	0
Common.Other.GlobalPrompt.HallowKillMsg	成功打鬼%s次，获得:	Zdobyto podczas pomyślnego polowania na dusze %s razy: 	0
Common.Other.GlobalPrompt.HallowMailTitle	宴会烟花额外奖励	Nagroda za petardy	0
Common.Other.GlobalPrompt.HallowNotChange	在婚礼场景中不能变身	Nie można dokonać mutacji podzcas sceny ślubnej.	0
Common.Other.GlobalPrompt.HallowTaskMsg	当前形象不符合宴会任务要求变身形象，无法领取奖励。	Ten wygląd nie spełnia wymagań wyglądu przyjęcia, nie można pobrać nagrody.	0
Common.Other.GlobalPrompt.HalloweenKillMsg	#C(#E87D22)【万圣节】#n#C(#00EE00)%s#n在万圣节打鬼活动中成功获得 #Z(%s,%s)，真是太霸气了！	#C(#E87D22) [Halloween] #n#C(#00EE00)%s#n w polowaniu na dusze Halloween wygrał #Z(%s,%s) , to naprawdę wielki sukces!	0
Common.Other.GlobalPrompt.HalloweenKillMsg2	%s在万圣节打鬼活动中成功获得 #t(#K(sTT,%s,%s))，真是太霸气了！	%s w polowaniu na dusze Halloween wygrał #t(#K(sTT,%s,%s)) , to naprawdę wielki sukces!	0
Common.Other.GlobalPrompt.HalloweenLightMsg	你成功消耗%s神石，释放了%s次烟花，获得:	Używając %s diamentów odpaliłeś petardy %s razy, zdobyto: 	0
Common.Other.GlobalPrompt.HalloweenNA_CONTENT	内容	Zawartość	0
Common.Other.GlobalPrompt.HalloweenNA_SENDER	发邮人	Wysłane	0
Common.Other.GlobalPrompt.HalloweenNA_TITLE	题目	Nagłówek	0
Common.Other.GlobalPrompt.Hallows_InheritanceSuccessfully	继承成功	Przekazano.	0
Common.Other.GlobalPrompt.Hallows_OneKeyShenzaoOkay	神造成功，经验值加+%s	Sukces. +%s EXP.	0
Common.Other.GlobalPrompt.Hallows_ShenzaoOkay	神造成功，经验值加1	Sukces. +1 EXP.	0
Common.Other.GlobalPrompt.HaoqiLocal_Content	恭喜！您在#C(#E87D22)【豪气冲天】#n活动中本服排名第%s，达到了排名奖励标准，获得了丰厚奖励！	Gratulacje! #C(#E87D22)w evencie [Atak Niebios] #n na tym serwerze jesteś %s., zdobądź wartościowe nagrody osiągając określoną pozycję w rankingu!	0
Common.Other.GlobalPrompt.HaoqiLocal_Sender	系统	System	0
Common.Other.GlobalPrompt.HaoqiLocal_Title	【豪气冲天】本服排名奖励	Nagroda na tym serwerze za [Atak Niebios]	0
Common.Other.GlobalPrompt.HaoqiReward_Content	由于您的背包已满, 系统已将【豪气冲天】充值奖励暂时保存于邮件附件中。请尽快整理您的背包，预留足够的背包格子，并且在7天内提取附件中的物品。	Ponieważ twój plecak jest pełny, system wysłał nagrody za event [Atak Niebios] na twoją pocztę. Zrób miejsce w plecaku i pobierz prezent z poczty w ciągu 7 dni.	0
Common.Other.GlobalPrompt.HaoqiReward_Sender	系统	System	0
Common.Other.GlobalPrompt.HaoqiReward_Title	【豪气冲天】充值奖励	Prezent zakupu [Atak Niebios]	0
Common.Other.GlobalPrompt.Haoqi_Content	恭喜！您在#C(#E87D22)【豪气冲天】#n活动中跨服排名第%s，达到了排名奖励标准，获得了丰厚奖励！	Gratulacje! #C(#E87D22)w evencie cross-server [Atak Niebios] #n jesteś %s., zdobądź wartościowe nagrody osiągając określoną pozycję w rankingu!	0
Common.Other.GlobalPrompt.Haoqi_Sender	系统	System	0
Common.Other.GlobalPrompt.Haoqi_Title	【豪气冲天】跨服排名奖励	Nagroda za ranking [Atak Niebios] cross-server	0
