level	minRank	maxRank	money	itemList	titleId	title
71	4	4	361763	[(25683,300),(25667,45)]	5	称号:不灭战神
71	3	3	368763	[(25683,350),(25667,50)]	5	称号:不灭战神
71	2	2	376763	[(25683,400),(25667,55)]	5	称号:不灭战神
71	1	1	391763	[(25683,500),(25667,60)]	1	称号:灭世主宰
72	1001	2000	399125	[(25683,50),(25667,6)]	0	
72	201	1000	400125	[(25683,75),(25667,6)]	0	
72	51	200	348763	[(25683,100),(25667,10)]	0	
72	21	50	349763	[(25683,125),(25667,10)]	0	
72	11	20	348764	[(25683,150),(25667,20)]	0	
72	6	10	350764	[(25683,200),(25667,30)]	6	称号:不朽的屠龙者
72	5	5	355764	[(25683,250),(25667,40)]	6	称号:不朽的屠龙者
72	4	4	361764	[(25683,300),(25667,45)]	5	称号:不灭战神
72	3	3	368764	[(25683,350),(25667,50)]	5	称号:不灭战神
72	2	2	376764	[(25683,400),(25667,55)]	5	称号:不灭战神
72	1	1	391764	[(25683,500),(25667,60)]	1	称号:灭世主宰
73	1001	2000	403000	[(25683,50),(25667,6)]	0	
73	201	1000	404000	[(25683,75),(25667,6)]	0	
73	51	200	348764	[(25683,100),(25667,10)]	0	
73	21	50	349764	[(25683,125),(25667,10)]	0	
73	11	20	348765	[(25683,150),(25667,20)]	0	
73	6	10	350765	[(25683,200),(25667,30)]	6	称号:不朽的屠龙者
73	5	5	355765	[(25683,250),(25667,40)]	6	称号:不朽的屠龙者
73	4	4	361765	[(25683,300),(25667,45)]	5	称号:不灭战神
73	3	3	368765	[(25683,350),(25667,50)]	5	称号:不灭战神
73	2	2	376765	[(25683,400),(25667,55)]	5	称号:不灭战神
73	1	1	391765	[(25683,500),(25667,60)]	1	称号:灭世主宰
74	1001	2000	406875	[(25683,50),(25667,6)]	0	
74	201	1000	407875	[(25683,75),(25667,6)]	0	
74	51	200	348765	[(25683,100),(25667,10)]	0	
74	21	50	349765	[(25683,125),(25667,10)]	0	
74	11	20	348766	[(25683,150),(25667,20)]	0	
74	6	10	350766	[(25683,200),(25667,30)]	6	称号:不朽的屠龙者
74	5	5	355766	[(25683,250),(25667,40)]	6	称号:不朽的屠龙者
74	4	4	361766	[(25683,300),(25667,45)]	5	称号:不灭战神
74	3	3	368766	[(25683,350),(25667,50)]	5	称号:不灭战神
74	2	2	376766	[(25683,400),(25667,55)]	5	称号:不灭战神
74	1	1	391766	[(25683,500),(25667,60)]	1	称号:灭世主宰
75	1001	2000	410750	[(25683,50),(25667,6)]	0	
75	201	1000	411750	[(25683,75),(25667,6)]	0	
75	51	200	348766	[(25683,100),(25667,10)]	0	
75	21	50	349766	[(25683,125),(25667,10)]	0	
75	11	20	348767	[(25683,150),(25667,20)]	0	
75	6	10	350767	[(25683,200),(25667,30)]	6	称号:不朽的屠龙者
75	5	5	355767	[(25683,250),(25667,40)]	6	称号:不朽的屠龙者
75	4	4	361767	[(25683,300),(25667,45)]	5	称号:不灭战神
75	3	3	368767	[(25683,350),(25667,50)]	5	称号:不灭战神
75	2	2	376767	[(25683,400),(25667,55)]	5	称号:不灭战神
75	1	1	391767	[(25683,500),(25667,60)]	1	称号:灭世主宰
76	1001	2000	414625	[(25683,50),(25667,6)]	0	
76	201	1000	415625	[(25683,75),(25667,6)]	0	
76	51	200	348767	[(25683,100),(25667,10)]	0	
76	21	50	349767	[(25683,125),(25667,10)]	0	
76	11	20	348768	[(25683,150),(25667,20)]	0	
76	6	10	350768	[(25683,200),(25667,30)]	6	称号:不朽的屠龙者
76	5	5	355768	[(25683,250),(25667,40)]	6	称号:不朽的屠龙者
76	4	4	361768	[(25683,300),(25667,45)]	5	称号:不灭战神
76	3	3	368768	[(25683,350),(25667,50)]	5	称号:不灭战神
76	2	2	376768	[(25683,400),(25667,55)]	5	称号:不灭战神
76	1	1	391768	[(25683,500),(25667,60)]	1	称号:灭世主宰
77	1001	2000	418500	[(25683,50),(25667,6)]	0	
77	201	1000	419500	[(25683,75),(25667,6)]	0	
77	51	200	348768	[(25683,100),(25667,10)]	0	
77	21	50	349768	[(25683,125),(25667,10)]	0	
77	11	20	348769	[(25683,150),(25667,20)]	0	
77	6	10	350769	[(25683,200),(25667,30)]	6	称号:不朽的屠龙者
77	5	5	355769	[(25683,250),(25667,40)]	6	称号:不朽的屠龙者
77	4	4	361769	[(25683,300),(25667,45)]	5	称号:不灭战神
77	3	3	368769	[(25683,350),(25667,50)]	5	称号:不灭战神
77	2	2	376769	[(25683,400),(25667,55)]	5	称号:不灭战神
77	1	1	391769	[(25683,500),(25667,60)]	1	称号:灭世主宰
78	1001	2000	422375	[(25683,50),(25667,6)]	0	
78	201	1000	423375	[(25683,75),(25667,6)]	0	
78	51	200	348769	[(25683,100),(25667,10)]	0	
78	21	50	349769	[(25683,125),(25667,10)]	0	
78	11	20	348770	[(25683,150),(25667,20)]	0	
78	6	10	350770	[(25683,200),(25667,30)]	6	称号:不朽的屠龙者
78	5	5	355770	[(25683,250),(25667,40)]	6	称号:不朽的屠龙者
78	4	4	361770	[(25683,300),(25667,45)]	5	称号:不灭战神
78	3	3	368770	[(25683,350),(25667,50)]	5	称号:不灭战神
78	2	2	376770	[(25683,400),(25667,55)]	5	称号:不灭战神
78	1	1	391770	[(25683,500),(25667,60)]	1	称号:灭世主宰
79	1001	2000	426250	[(25683,50),(25667,6)]	0	
79	201	1000	427250	[(25683,75),(25667,6)]	0	
79	51	200	348770	[(25683,100),(25667,10)]	0	
79	21	50	349770	[(25683,125),(25667,10)]	0	
79	11	20	348771	[(25683,150),(25667,20)]	0	
79	6	10	350771	[(25683,200),(25667,30)]	6	称号:不朽的屠龙者
79	5	5	355771	[(25683,250),(25667,40)]	6	称号:不朽的屠龙者
79	4	4	361771	[(25683,300),(25667,45)]	5	称号:不灭战神
79	3	3	368771	[(25683,350),(25667,50)]	5	称号:不灭战神
79	2	2	376771	[(25683,400),(25667,55)]	5	称号:不灭战神
79	1	1	391771	[(25683,500),(25667,60)]	1	称号:灭世主宰
80	1001	2000	430500	[(25684,50),(25668,6)]	0	
80	201	1000	431500	[(25684,75),(25668,6)]	0	
80	51	200	432500	[(25684,100),(25668,10)]	0	
80	21	50	434500	[(25684,125),(25668,10)]	0	
80	11	20	436500	[(25684,150),(25668,20)]	0	
80	6	10	438500	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
80	5	5	442500	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
80	4	4	447500	[(25684,300),(25668,45)]	5	称号:不灭战神
80	3	3	453500	[(25684,350),(25668,50)]	5	称号:不灭战神
80	2	2	460500	[(25684,400),(25668,55)]	5	称号:不灭战神
80	1	1	470500	[(25684,500),(25668,60)]	1	称号:灭世主宰
81	1001	2000	448950	[(25684,50),(25668,6)]	0	
81	201	1000	449950	[(25684,75),(25668,6)]	0	
81	51	200	450950	[(25684,100),(25668,10)]	0	
81	21	50	452950	[(25684,125),(25668,10)]	0	
81	11	20	454950	[(25684,150),(25668,20)]	0	
81	6	10	456950	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
81	5	5	460950	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
81	4	4	465950	[(25684,300),(25668,45)]	5	称号:不灭战神
81	3	3	471950	[(25684,350),(25668,50)]	5	称号:不灭战神
81	2	2	478950	[(25684,400),(25668,55)]	5	称号:不灭战神
81	1	1	488950	[(25684,500),(25668,60)]	1	称号:灭世主宰
82	1001	2000	467400	[(25684,50),(25668,6)]	0	
82	201	1000	468400	[(25684,75),(25668,6)]	0	
82	51	200	469400	[(25684,100),(25668,10)]	0	
82	21	50	471400	[(25684,125),(25668,10)]	0	
82	11	20	473400	[(25684,150),(25668,20)]	0	
82	6	10	475400	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
82	5	5	479400	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
82	4	4	484400	[(25684,300),(25668,45)]	5	称号:不灭战神
82	3	3	490400	[(25684,350),(25668,50)]	5	称号:不灭战神
82	2	2	497400	[(25684,400),(25668,55)]	5	称号:不灭战神
82	1	1	507400	[(25684,500),(25668,60)]	1	称号:灭世主宰
83	1001	2000	485850	[(25684,50),(25668,6)]	0	
83	201	1000	486850	[(25684,75),(25668,6)]	0	
83	51	200	487850	[(25684,100),(25668,10)]	0	
83	21	50	489850	[(25684,125),(25668,10)]	0	
83	11	20	491850	[(25684,150),(25668,20)]	0	
83	6	10	493850	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
83	5	5	497850	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
83	4	4	502850	[(25684,300),(25668,45)]	5	称号:不灭战神
83	3	3	508850	[(25684,350),(25668,50)]	5	称号:不灭战神
83	2	2	515850	[(25684,400),(25668,55)]	5	称号:不灭战神
83	1	1	525850	[(25684,500),(25668,60)]	1	称号:灭世主宰
84	1001	2000	504300	[(25684,50),(25668,6)]	0	
84	201	1000	505300	[(25684,75),(25668,6)]	0	
84	51	200	506300	[(25684,100),(25668,10)]	0	
84	21	50	508300	[(25684,125),(25668,10)]	0	
84	11	20	510300	[(25684,150),(25668,20)]	0	
84	6	10	512300	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
84	5	5	516300	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
84	4	4	521300	[(25684,300),(25668,45)]	5	称号:不灭战神
84	3	3	527300	[(25684,350),(25668,50)]	5	称号:不灭战神
84	2	2	534300	[(25684,400),(25668,55)]	5	称号:不灭战神
84	1	1	544300	[(25684,500),(25668,60)]	1	称号:灭世主宰
85	1001	2000	522750	[(25684,50),(25668,6)]	0	
85	201	1000	523750	[(25684,75),(25668,6)]	0	
85	51	200	524750	[(25684,100),(25668,10)]	0	
85	21	50	526750	[(25684,125),(25668,10)]	0	
85	11	20	528750	[(25684,150),(25668,20)]	0	
85	6	10	530750	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
85	5	5	534750	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
85	4	4	539750	[(25684,300),(25668,45)]	5	称号:不灭战神
85	3	3	545750	[(25684,350),(25668,50)]	5	称号:不灭战神
85	2	2	552750	[(25684,400),(25668,55)]	5	称号:不灭战神
85	1	1	562750	[(25684,500),(25668,60)]	1	称号:灭世主宰
86	1001	2000	541200	[(25684,50),(25668,6)]	0	
86	201	1000	542200	[(25684,75),(25668,6)]	0	
86	51	200	543200	[(25684,100),(25668,10)]	0	
86	21	50	545200	[(25684,125),(25668,10)]	0	
86	11	20	547200	[(25684,150),(25668,20)]	0	
86	6	10	549200	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
86	5	5	553200	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
86	4	4	558200	[(25684,300),(25668,45)]	5	称号:不灭战神
86	3	3	564200	[(25684,350),(25668,50)]	5	称号:不灭战神
86	2	2	571200	[(25684,400),(25668,55)]	5	称号:不灭战神
86	1	1	581200	[(25684,500),(25668,60)]	1	称号:灭世主宰
87	1001	2000	559650	[(25684,50),(25668,6)]	0	
87	201	1000	560650	[(25684,75),(25668,6)]	0	
87	51	200	561650	[(25684,100),(25668,10)]	0	
87	21	50	563650	[(25684,125),(25668,10)]	0	
87	11	20	565650	[(25684,150),(25668,20)]	0	
87	6	10	567650	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
87	5	5	571650	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
87	4	4	576650	[(25684,300),(25668,45)]	5	称号:不灭战神
87	3	3	582650	[(25684,350),(25668,50)]	5	称号:不灭战神
87	2	2	589650	[(25684,400),(25668,55)]	5	称号:不灭战神
87	1	1	599650	[(25684,500),(25668,60)]	1	称号:灭世主宰
88	1001	2000	578100	[(25684,50),(25668,6)]	0	
88	201	1000	579100	[(25684,75),(25668,6)]	0	
88	51	200	580100	[(25684,100),(25668,10)]	0	
88	21	50	582100	[(25684,125),(25668,10)]	0	
88	11	20	584100	[(25684,150),(25668,20)]	0	
88	6	10	586100	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
88	5	5	590100	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
88	4	4	595100	[(25684,300),(25668,45)]	5	称号:不灭战神
88	3	3	601100	[(25684,350),(25668,50)]	5	称号:不灭战神
88	2	2	608100	[(25684,400),(25668,55)]	5	称号:不灭战神
88	1	1	618100	[(25684,500),(25668,60)]	1	称号:灭世主宰
89	1001	2000	596550	[(25684,50),(25668,6)]	0	
89	201	1000	597550	[(25684,75),(25668,6)]	0	
89	51	200	598550	[(25684,100),(25668,10)]	0	
89	21	50	600550	[(25684,125),(25668,10)]	0	
89	11	20	602550	[(25684,150),(25668,20)]	0	
89	6	10	604550	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
89	5	5	608550	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
89	4	4	613550	[(25684,300),(25668,45)]	5	称号:不灭战神
89	3	3	619550	[(25684,350),(25668,50)]	5	称号:不灭战神
89	2	2	626550	[(25684,400),(25668,55)]	5	称号:不灭战神
89	1	1	636550	[(25684,500),(25668,60)]	1	称号:灭世主宰
90	1001	2000	633450	[(25684,50),(25668,6)]	0	
90	201	1000	634450	[(25684,75),(25668,6)]	0	
90	51	200	635450	[(25684,100),(25668,10)]	0	
90	21	50	637450	[(25684,125),(25668,10)]	0	
90	11	20	639450	[(25684,150),(25668,20)]	0	
90	6	10	641450	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
90	5	5	645450	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
90	4	4	650450	[(25684,300),(25668,45)]	5	称号:不灭战神
90	3	3	656450	[(25684,350),(25668,50)]	5	称号:不灭战神
90	2	2	663450	[(25684,400),(25668,55)]	5	称号:不灭战神
90	1	1	673450	[(25684,500),(25668,60)]	1	称号:灭世主宰
91	1001	2000	651900	[(25684,50),(25668,6)]	0	
91	201	1000	652900	[(25684,75),(25668,6)]	0	
91	51	200	653900	[(25684,100),(25668,10)]	0	
91	21	50	655900	[(25684,125),(25668,10)]	0	
91	11	20	657900	[(25684,150),(25668,20)]	0	
91	6	10	659900	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
91	5	5	663900	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
91	4	4	668900	[(25684,300),(25668,45)]	5	称号:不灭战神
91	3	3	674900	[(25684,350),(25668,50)]	5	称号:不灭战神
91	2	2	681900	[(25684,400),(25668,55)]	5	称号:不灭战神
91	1	1	691900	[(25684,500),(25668,60)]	1	称号:灭世主宰
92	1001	2000	670350	[(25684,50),(25668,6)]	0	
92	201	1000	671350	[(25684,75),(25668,6)]	0	
92	51	200	672350	[(25684,100),(25668,10)]	0	
92	21	50	674350	[(25684,125),(25668,10)]	0	
92	11	20	676350	[(25684,150),(25668,20)]	0	
92	6	10	678350	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
92	5	5	682350	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
92	4	4	687350	[(25684,300),(25668,45)]	5	称号:不灭战神
92	3	3	693350	[(25684,350),(25668,50)]	5	称号:不灭战神
92	2	2	700350	[(25684,400),(25668,55)]	5	称号:不灭战神
92	1	1	710350	[(25684,500),(25668,60)]	1	称号:灭世主宰
93	1001	2000	688800	[(25684,50),(25668,6)]	0	
93	201	1000	689800	[(25684,75),(25668,6)]	0	
93	51	200	690800	[(25684,100),(25668,10)]	0	
93	21	50	692800	[(25684,125),(25668,10)]	0	
93	11	20	694800	[(25684,150),(25668,20)]	0	
93	6	10	696800	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
93	5	5	700800	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
93	4	4	705800	[(25684,300),(25668,45)]	5	称号:不灭战神
93	3	3	711800	[(25684,350),(25668,50)]	5	称号:不灭战神
93	2	2	718800	[(25684,400),(25668,55)]	5	称号:不灭战神
93	1	1	728800	[(25684,500),(25668,60)]	1	称号:灭世主宰
94	1001	2000	707250	[(25684,50),(25668,6)]	0	
94	201	1000	708250	[(25684,75),(25668,6)]	0	
94	51	200	709250	[(25684,100),(25668,10)]	0	
94	21	50	711250	[(25684,125),(25668,10)]	0	
94	11	20	713250	[(25684,150),(25668,20)]	0	
94	6	10	715250	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
94	5	5	719250	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
94	4	4	724250	[(25684,300),(25668,45)]	5	称号:不灭战神
94	3	3	730250	[(25684,350),(25668,50)]	5	称号:不灭战神
94	2	2	737250	[(25684,400),(25668,55)]	5	称号:不灭战神
94	1	1	747250	[(25684,500),(25668,60)]	1	称号:灭世主宰
95	1001	2000	725700	[(25684,50),(25668,6)]	0	
95	201	1000	726700	[(25684,75),(25668,6)]	0	
95	51	200	727700	[(25684,100),(25668,10)]	0	
95	21	50	729700	[(25684,125),(25668,10)]	0	
95	11	20	731700	[(25684,150),(25668,20)]	0	
95	6	10	733700	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
95	5	5	737700	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
95	4	4	742700	[(25684,300),(25668,45)]	5	称号:不灭战神
95	3	3	748700	[(25684,350),(25668,50)]	5	称号:不灭战神
95	2	2	755700	[(25684,400),(25668,55)]	5	称号:不灭战神
95	1	1	765700	[(25684,500),(25668,60)]	1	称号:灭世主宰
96	1001	2000	744150	[(25684,50),(25668,6)]	0	
96	201	1000	745150	[(25684,75),(25668,6)]	0	
96	51	200	746150	[(25684,100),(25668,10)]	0	
96	21	50	748150	[(25684,125),(25668,10)]	0	
96	11	20	750150	[(25684,150),(25668,20)]	0	
96	6	10	752150	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
96	5	5	756150	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
96	4	4	761150	[(25684,300),(25668,45)]	5	称号:不灭战神
96	3	3	767150	[(25684,350),(25668,50)]	5	称号:不灭战神
96	2	2	774150	[(25684,400),(25668,55)]	5	称号:不灭战神
96	1	1	784150	[(25684,500),(25668,60)]	1	称号:灭世主宰
97	1001	2000	762600	[(25684,50),(25668,6)]	0	
97	201	1000	763600	[(25684,75),(25668,6)]	0	
97	51	200	764600	[(25684,100),(25668,10)]	0	
97	21	50	766600	[(25684,125),(25668,10)]	0	
97	11	20	768600	[(25684,150),(25668,20)]	0	
97	6	10	770600	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
97	5	5	774600	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
97	4	4	779600	[(25684,300),(25668,45)]	5	称号:不灭战神
97	3	3	785600	[(25684,350),(25668,50)]	5	称号:不灭战神
97	2	2	792600	[(25684,400),(25668,55)]	5	称号:不灭战神
97	1	1	802600	[(25684,500),(25668,60)]	1	称号:灭世主宰
98	1001	2000	781050	[(25684,50),(25668,6)]	0	
98	201	1000	782050	[(25684,75),(25668,6)]	0	
98	51	200	783050	[(25684,100),(25668,10)]	0	
98	21	50	785050	[(25684,125),(25668,10)]	0	
98	11	20	787050	[(25684,150),(25668,20)]	0	
98	6	10	789050	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
98	5	5	793050	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
98	4	4	798050	[(25684,300),(25668,45)]	5	称号:不灭战神
98	3	3	804050	[(25684,350),(25668,50)]	5	称号:不灭战神
98	2	2	811050	[(25684,400),(25668,55)]	5	称号:不灭战神
98	1	1	821050	[(25684,500),(25668,60)]	1	称号:灭世主宰
99	1001	2000	799500	[(25684,50),(25668,6)]	0	
99	201	1000	800500	[(25684,75),(25668,6)]	0	
99	51	200	801500	[(25684,100),(25668,10)]	0	
99	21	50	803500	[(25684,125),(25668,10)]	0	
99	11	20	805500	[(25684,150),(25668,20)]	0	
99	6	10	807500	[(25684,200),(25668,30)]	6	称号:不朽的屠龙者
99	5	5	811500	[(25684,250),(25668,40)]	6	称号:不朽的屠龙者
99	4	4	816500	[(25684,300),(25668,45)]	5	称号:不灭战神
99	3	3	822500	[(25684,350),(25668,50)]	5	称号:不灭战神
99	2	2	829500	[(25684,400),(25668,55)]	5	称号:不灭战神
99	1	1	839500	[(25684,500),(25668,60)]	1	称号:灭世主宰
100	1001	2000	861000	[(25685,50),(25669,6)]	0	
100	201	1000	862000	[(25685,75),(25669,6)]	0	
100	51	200	861000	[(25685,100),(25669,10)]	0	
100	21	50	862000	[(25685,125),(25669,10)]	0	
100	11	20	861000	[(25685,150),(25669,20)]	0	
100	6	10	863000	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
100	5	5	868000	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
100	4	4	874000	[(25685,300),(25669,45)]	5	称号:不灭战神
100	3	3	881000	[(25685,350),(25669,50)]	5	称号:不灭战神
100	2	2	889000	[(25685,400),(25669,55)]	5	称号:不灭战神
100	1	1	904000	[(25685,500),(25669,60)]	1	称号:灭世主宰
101	1001	2000	897900	[(25685,50),(25669,6)]	0	
101	201	1000	898900	[(25685,75),(25669,6)]	0	
101	51	200	897900	[(25685,100),(25669,10)]	0	
101	21	50	898900	[(25685,125),(25669,10)]	0	
101	11	20	897900	[(25685,150),(25669,20)]	0	
101	6	10	899900	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
101	5	5	904900	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
101	4	4	910900	[(25685,300),(25669,45)]	5	称号:不灭战神
101	3	3	917900	[(25685,350),(25669,50)]	5	称号:不灭战神
101	2	2	925900	[(25685,400),(25669,55)]	5	称号:不灭战神
101	1	1	940900	[(25685,500),(25669,60)]	1	称号:灭世主宰
102	1001	2000	934800	[(25685,50),(25669,6)]	0	
102	201	1000	935800	[(25685,75),(25669,6)]	0	
102	51	200	934800	[(25685,100),(25669,10)]	0	
102	21	50	935800	[(25685,125),(25669,10)]	0	
102	11	20	934800	[(25685,150),(25669,20)]	0	
102	6	10	936800	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
102	5	5	941800	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
102	4	4	947800	[(25685,300),(25669,45)]	5	称号:不灭战神
102	3	3	954800	[(25685,350),(25669,50)]	5	称号:不灭战神
102	2	2	962800	[(25685,400),(25669,55)]	5	称号:不灭战神
102	1	1	977800	[(25685,500),(25669,60)]	1	称号:灭世主宰
103	1001	2000	971700	[(25685,50),(25669,6)]	0	
103	201	1000	972700	[(25685,75),(25669,6)]	0	
103	51	200	971700	[(25685,100),(25669,10)]	0	
103	21	50	972700	[(25685,125),(25669,10)]	0	
103	11	20	971700	[(25685,150),(25669,20)]	0	
103	6	10	973700	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
103	5	5	978700	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
103	4	4	984700	[(25685,300),(25669,45)]	5	称号:不灭战神
103	3	3	991700	[(25685,350),(25669,50)]	5	称号:不灭战神
103	2	2	999700	[(25685,400),(25669,55)]	5	称号:不灭战神
103	1	1	1014700	[(25685,500),(25669,60)]	1	称号:灭世主宰
104	1001	2000	1008600	[(25685,50),(25669,6)]	0	
104	201	1000	1009600	[(25685,75),(25669,6)]	0	
104	51	200	1008600	[(25685,100),(25669,10)]	0	
104	21	50	1009600	[(25685,125),(25669,10)]	0	
104	11	20	1008600	[(25685,150),(25669,20)]	0	
104	6	10	1010600	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
104	5	5	1015600	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
104	4	4	1021600	[(25685,300),(25669,45)]	5	称号:不灭战神
104	3	3	1028600	[(25685,350),(25669,50)]	5	称号:不灭战神
104	2	2	1036600	[(25685,400),(25669,55)]	5	称号:不灭战神
104	1	1	1051600	[(25685,500),(25669,60)]	1	称号:灭世主宰
105	1001	2000	1045500	[(25685,50),(25669,6)]	0	
105	201	1000	1046500	[(25685,75),(25669,6)]	0	
105	51	200	1045500	[(25685,100),(25669,10)]	0	
105	21	50	1046500	[(25685,125),(25669,10)]	0	
105	11	20	1045500	[(25685,150),(25669,20)]	0	
105	6	10	1047500	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
105	5	5	1052500	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
105	4	4	1058500	[(25685,300),(25669,45)]	5	称号:不灭战神
105	3	3	1065500	[(25685,350),(25669,50)]	5	称号:不灭战神
105	2	2	1073500	[(25685,400),(25669,55)]	5	称号:不灭战神
105	1	1	1088500	[(25685,500),(25669,60)]	1	称号:灭世主宰
106	1001	2000	1082400	[(25685,50),(25669,6)]	0	
106	201	1000	1083400	[(25685,75),(25669,6)]	0	
106	51	200	1082400	[(25685,100),(25669,10)]	0	
106	21	50	1083400	[(25685,125),(25669,10)]	0	
106	11	20	1082400	[(25685,150),(25669,20)]	0	
106	6	10	1084400	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
106	5	5	1089400	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
106	4	4	1095400	[(25685,300),(25669,45)]	5	称号:不灭战神
106	3	3	1102400	[(25685,350),(25669,50)]	5	称号:不灭战神
106	2	2	1110400	[(25685,400),(25669,55)]	5	称号:不灭战神
106	1	1	1125400	[(25685,500),(25669,60)]	1	称号:灭世主宰
107	1001	2000	1119300	[(25685,50),(25669,6)]	0	
107	201	1000	1120300	[(25685,75),(25669,6)]	0	
107	51	200	1119300	[(25685,100),(25669,10)]	0	
107	21	50	1120300	[(25685,125),(25669,10)]	0	
107	11	20	1119300	[(25685,150),(25669,20)]	0	
107	6	10	1121300	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
107	5	5	1126300	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
107	4	4	1132300	[(25685,300),(25669,45)]	5	称号:不灭战神
107	3	3	1139300	[(25685,350),(25669,50)]	5	称号:不灭战神
107	2	2	1147300	[(25685,400),(25669,55)]	5	称号:不灭战神
107	1	1	1162300	[(25685,500),(25669,60)]	1	称号:灭世主宰
108	1001	2000	1156200	[(25685,50),(25669,6)]	0	
108	201	1000	1157200	[(25685,75),(25669,6)]	0	
108	51	200	1156200	[(25685,100),(25669,10)]	0	
108	21	50	1157200	[(25685,125),(25669,10)]	0	
108	11	20	1156200	[(25685,150),(25669,20)]	0	
108	6	10	1158200	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
108	5	5	1163200	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
108	4	4	1169200	[(25685,300),(25669,45)]	5	称号:不灭战神
108	3	3	1176200	[(25685,350),(25669,50)]	5	称号:不灭战神
108	2	2	1184200	[(25685,400),(25669,55)]	5	称号:不灭战神
108	1	1	1199200	[(25685,500),(25669,60)]	1	称号:灭世主宰
109	1001	2000	1193100	[(25685,50),(25669,6)]	0	
109	201	1000	1194100	[(25685,75),(25669,6)]	0	
109	51	200	1193100	[(25685,100),(25669,10)]	0	
109	21	50	1194100	[(25685,125),(25669,10)]	0	
109	11	20	1193100	[(25685,150),(25669,20)]	0	
109	6	10	1195100	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
109	5	5	1200100	[(25685,250),(25669,40)]	6	称号:不朽的屠龙者
109	4	4	1206100	[(25685,300),(25669,45)]	5	称号:不灭战神
109	3	3	1213100	[(25685,350),(25669,50)]	5	称号:不灭战神
109	2	2	1221100	[(25685,400),(25669,55)]	5	称号:不灭战神
109	1	1	1236100	[(25685,500),(25669,60)]	1	称号:灭世主宰
110	1001	2000	1266900	[(25685,50),(25669,6)]	0	
110	201	1000	1267900	[(25685,75),(25669,6)]	0	
110	51	200	1266900	[(25685,100),(25669,10)]	0	
110	21	50	1267900	[(25685,125),(25669,10)]	0	
110	11	20	1266900	[(25685,150),(25669,20)]	0	
110	6	10	1268900	[(25685,200),(25669,30)]	6	称号:不朽的屠龙者
