dragonId	position	grade	needDragonSoul	needPreBallData	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce
2	1	21	50000	(8,20)	4620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	22	54000	(8,21)	4917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	23	58000	(8,22)	5220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	24	62000	(8,23)	5532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	25	66000	(8,24)	5850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	26	70000	(8,25)	6174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	27	74000	(8,26)	6507	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	28	78000	(8,27)	6846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	29	82000	(8,28)	7191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	30	86000	(8,29)	7545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	31	90000	(8,30)	7905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	32	94000	(8,31)	8271	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	33	98000	(8,32)	8646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	34	102000	(8,33)	9027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	35	106000	(8,34)	9414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	1	2415	(1,1)	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
2	2	2	3335	(1,2)	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0
2	2	3	4255	(1,3)	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0
2	2	4	5175	(1,4)	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0
2	2	5	6095	(1,5)	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0
2	2	6	7015	(1,6)	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0
2	2	7	7935	(1,7)	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0
2	2	8	8855	(1,8)	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0
2	2	9	9775	(1,9)	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0
2	2	10	10925	(1,10)	0	0	0	605	0	0	0	0	0	0	0	0	0	0	0
2	2	11	12765	(1,11)	0	0	0	678	0	0	0	0	0	0	0	0	0	0	0
2	2	12	14605	(1,12)	0	0	0	754	0	0	0	0	0	0	0	0	0	0	0
2	2	13	16445	(1,13)	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0
2	2	14	18285	(1,14)	0	0	0	912	0	0	0	0	0	0	0	0	0	0	0
2	2	15	20815	(1,15)	0	0	0	995	0	0	0	0	0	0	0	0	0	0	0
2	2	16	25415	(1,16)	0	0	0	1080	0	0	0	0	0	0	0	0	0	0	0
2	2	17	30015	(1,17)	0	0	0	1167	0	0	0	0	0	0	0	0	0	0	0
2	2	18	34615	(1,18)	0	0	0	1257	0	0	0	0	0	0	0	0	0	0	0
2	2	19	39215	(1,19)	0	0	0	1349	0	0	0	0	0	0	0	0	0	0	0
2	2	20	43815	(1,20)	0	0	0	1443	0	0	0	0	0	0	0	0	0	0	0
2	2	21	50500	(1,21)	0	0	0	1540	0	0	0	0	0	0	0	0	0	0	0
2	2	22	54500	(1,22)	0	0	0	1639	0	0	0	0	0	0	0	0	0	0	0
2	2	23	58500	(1,23)	0	0	0	1740	0	0	0	0	0	0	0	0	0	0	0
2	2	24	62500	(1,24)	0	0	0	1844	0	0	0	0	0	0	0	0	0	0	0
2	2	25	66500	(1,25)	0	0	0	1950	0	0	0	0	0	0	0	0	0	0	0
2	2	26	70500	(1,26)	0	0	0	2058	0	0	0	0	0	0	0	0	0	0	0
2	2	27	74500	(1,27)	0	0	0	2169	0	0	0	0	0	0	0	0	0	0	0
2	2	28	78500	(1,28)	0	0	0	2282	0	0	0	0	0	0	0	0	0	0	0
2	2	29	82500	(1,29)	0	0	0	2397	0	0	0	0	0	0	0	0	0	0	0
2	2	30	86500	(1,30)	0	0	0	2515	0	0	0	0	0	0	0	0	0	0	0
2	2	31	90500	(1,31)	0	0	0	2635	0	0	0	0	0	0	0	0	0	0	0
2	2	32	94500	(1,32)	0	0	0	2757	0	0	0	0	0	0	0	0	0	0	0
2	2	33	98500	(1,33)	0	0	0	2882	0	0	0	0	0	0	0	0	0	0	0
2	2	34	102500	(1,34)	0	0	0	3009	0	0	0	0	0	0	0	0	0	0	0
2	2	35	106500	(1,35)	0	0	0	3138	0	0	0	0	0	0	0	0	0	0	0
2	3	1	2530	(2,1)	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0
2	3	2	3450	(2,2)	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0
2	3	3	4370	(2,3)	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0
2	3	4	5290	(2,4)	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0
2	3	5	6210	(2,5)	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0
2	3	6	7130	(2,6)	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0
2	3	7	8050	(2,7)	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0
2	3	8	8970	(2,8)	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0
2	3	9	9890	(2,9)	0	0	0	0	534	0	0	0	0	0	0	0	0	0	0
2	3	10	11155	(2,10)	0	0	0	0	605	0	0	0	0	0	0	0	0	0	0
2	3	11	12995	(2,11)	0	0	0	0	678	0	0	0	0	0	0	0	0	0	0
2	3	12	14835	(2,12)	0	0	0	0	754	0	0	0	0	0	0	0	0	0	0
2	3	13	16675	(2,13)	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0
2	3	14	18515	(2,14)	0	0	0	0	912	0	0	0	0	0	0	0	0	0	0
2	3	15	21390	(2,15)	0	0	0	0	995	0	0	0	0	0	0	0	0	0	0
2	3	16	25990	(2,16)	0	0	0	0	1080	0	0	0	0	0	0	0	0	0	0
2	3	17	30590	(2,17)	0	0	0	0	1167	0	0	0	0	0	0	0	0	0	0
2	3	18	35190	(2,18)	0	0	0	0	1257	0	0	0	0	0	0	0	0	0	0
2	3	19	39790	(2,19)	0	0	0	0	1349	0	0	0	0	0	0	0	0	0	0
2	3	20	44390	(2,20)	0	0	0	0	1443	0	0	0	0	0	0	0	0	0	0
2	3	21	51000	(2,21)	0	0	0	0	1540	0	0	0	0	0	0	0	0	0	0
2	3	22	55000	(2,22)	0	0	0	0	1639	0	0	0	0	0	0	0	0	0	0
2	3	23	59000	(2,23)	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	0
2	3	24	63000	(2,24)	0	0	0	0	1844	0	0	0	0	0	0	0	0	0	0
2	3	25	67000	(2,25)	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	0
2	3	26	71000	(2,26)	0	0	0	0	2058	0	0	0	0	0	0	0	0	0	0
2	3	27	75000	(2,27)	0	0	0	0	2169	0	0	0	0	0	0	0	0	0	0
2	3	28	79000	(2,28)	0	0	0	0	2282	0	0	0	0	0	0	0	0	0	0
2	3	29	83000	(2,29)	0	0	0	0	2397	0	0	0	0	0	0	0	0	0	0
2	3	30	87000	(2,30)	0	0	0	0	2515	0	0	0	0	0	0	0	0	0	0
2	3	31	91000	(2,31)	0	0	0	0	2635	0	0	0	0	0	0	0	0	0	0
2	3	32	95000	(2,32)	0	0	0	0	2757	0	0	0	0	0	0	0	0	0	0
2	3	33	99000	(2,33)	0	0	0	0	2882	0	0	0	0	0	0	0	0	0	0
2	3	34	103000	(2,34)	0	0	0	0	3009	0	0	0	0	0	0	0	0	0	0
2	3	35	107000	(2,35)	0	0	0	0	3138	0	0	0	0	0	0	0	0	0	0
2	4	1	2645	(3,1)	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0
2	4	2	3565	(3,2)	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
2	4	3	4485	(3,3)	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
2	4	4	5405	(3,4)	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0
2	4	5	6325	(3,5)	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0
2	4	6	7245	(3,6)	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0
2	4	7	8165	(3,7)	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0
2	4	8	9085	(3,8)	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0
2	4	9	10005	(3,9)	0	0	0	0	0	0	534	0	0	0	0	0	0	0	0
2	4	10	11385	(3,10)	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0
2	4	11	13225	(3,11)	0	0	0	0	0	0	678	0	0	0	0	0	0	0	0
2	4	12	15065	(3,12)	0	0	0	0	0	0	754	0	0	0	0	0	0	0	0
2	4	13	16905	(3,13)	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0
2	4	14	18745	(3,14)	0	0	0	0	0	0	912	0	0	0	0	0	0	0	0
2	4	15	21965	(3,15)	0	0	0	0	0	0	995	0	0	0	0	0	0	0	0
2	4	16	26565	(3,16)	0	0	0	0	0	0	1080	0	0	0	0	0	0	0	0
2	4	17	31165	(3,17)	0	0	0	0	0	0	1167	0	0	0	0	0	0	0	0
2	4	18	35765	(3,18)	0	0	0	0	0	0	1257	0	0	0	0	0	0	0	0
2	4	19	40365	(3,19)	0	0	0	0	0	0	1349	0	0	0	0	0	0	0	0
2	4	20	44965	(3,20)	0	0	0	0	0	0	1443	0	0	0	0	0	0	0	0
2	4	21	51500	(3,21)	0	0	0	0	0	0	1540	0	0	0	0	0	0	0	0
2	4	22	55500	(3,22)	0	0	0	0	0	0	1639	0	0	0	0	0	0	0	0
2	4	23	59500	(3,23)	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0
2	4	24	63500	(3,24)	0	0	0	0	0	0	1844	0	0	0	0	0	0	0	0
2	4	25	67500	(3,25)	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	0
2	4	26	71500	(3,26)	0	0	0	0	0	0	2058	0	0	0	0	0	0	0	0
2	4	27	75500	(3,27)	0	0	0	0	0	0	2169	0	0	0	0	0	0	0	0
2	4	28	79500	(3,28)	0	0	0	0	0	0	2282	0	0	0	0	0	0	0	0
2	4	29	83500	(3,29)	0	0	0	0	0	0	2397	0	0	0	0	0	0	0	0
2	4	30	87500	(3,30)	0	0	0	0	0	0	2515	0	0	0	0	0	0	0	0
2	4	31	91500	(3,31)	0	0	0	0	0	0	2635	0	0	0	0	0	0	0	0
2	4	32	95500	(3,32)	0	0	0	0	0	0	2757	0	0	0	0	0	0	0	0
2	4	33	99500	(3,33)	0	0	0	0	0	0	2882	0	0	0	0	0	0	0	0
2	4	34	103500	(3,34)	0	0	0	0	0	0	3009	0	0	0	0	0	0	0	0
2	4	35	107500	(3,35)	0	0	0	0	0	0	3138	0	0	0	0	0	0	0	0
2	5	1	2760	(4,1)	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0
2	5	2	3680	(4,2)	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0
2	5	3	4600	(4,3)	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0
2	5	4	5520	(4,4)	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0
2	5	5	6440	(4,5)	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0
2	5	6	7360	(4,6)	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0
2	5	7	8280	(4,7)	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0
2	5	8	9200	(4,8)	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0
2	5	9	10120	(4,9)	0	0	0	0	0	0	0	0	534	0	0	0	0	0	0
2	5	10	11615	(4,10)	0	0	0	0	0	0	0	0	605	0	0	0	0	0	0
2	5	11	13455	(4,11)	0	0	0	0	0	0	0	0	678	0	0	0	0	0	0
2	5	12	15295	(4,12)	0	0	0	0	0	0	0	0	754	0	0	0	0	0	0
2	5	13	17135	(4,13)	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0
2	5	14	18975	(4,14)	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0
2	5	15	22540	(4,15)	0	0	0	0	0	0	0	0	995	0	0	0	0	0	0
2	5	16	27140	(4,16)	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	0
2	5	17	31740	(4,17)	0	0	0	0	0	0	0	0	1167	0	0	0	0	0	0
2	5	18	36340	(4,18)	0	0	0	0	0	0	0	0	1257	0	0	0	0	0	0
2	5	19	40940	(4,19)	0	0	0	0	0	0	0	0	1349	0	0	0	0	0	0
2	5	20	45540	(4,20)	0	0	0	0	0	0	0	0	1443	0	0	0	0	0	0
2	5	21	52000	(4,21)	0	0	0	0	0	0	0	0	1540	0	0	0	0	0	0
2	5	22	56000	(4,22)	0	0	0	0	0	0	0	0	1639	0	0	0	0	0	0
2	5	23	60000	(4,23)	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0
2	5	24	64000	(4,24)	0	0	0	0	0	0	0	0	1844	0	0	0	0	0	0
2	5	25	68000	(4,25)	0	0	0	0	0	0	0	0	1950	0	0	0	0	0	0
2	5	26	72000	(4,26)	0	0	0	0	0	0	0	0	2058	0	0	0	0	0	0
2	5	27	76000	(4,27)	0	0	0	0	0	0	0	0	2169	0	0	0	0	0	0
2	5	28	80000	(4,28)	0	0	0	0	0	0	0	0	2282	0	0	0	0	0	0
2	5	29	84000	(4,29)	0	0	0	0	0	0	0	0	2397	0	0	0	0	0	0
2	5	30	88000	(4,30)	0	0	0	0	0	0	0	0	2515	0	0	0	0	0	0
2	5	31	92000	(4,31)	0	0	0	0	0	0	0	0	2635	0	0	0	0	0	0
2	5	32	96000	(4,32)	0	0	0	0	0	0	0	0	2757	0	0	0	0	0	0
2	5	33	100000	(4,33)	0	0	0	0	0	0	0	0	2882	0	0	0	0	0	0
2	5	34	104000	(4,34)	0	0	0	0	0	0	0	0	3009	0	0	0	0	0	0
2	5	35	108000	(4,35)	0	0	0	0	0	0	0	0	3138	0	0	0	0	0	0
2	6	1	2875	(5,1)	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0
2	6	2	3795	(5,2)	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
2	6	3	4715	(5,3)	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0
2	6	4	5635	(5,4)	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0
2	6	5	6555	(5,5)	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0
2	6	6	7475	(5,6)	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0
2	6	7	8395	(5,7)	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0
2	6	8	9315	(5,8)	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0
2	6	9	10235	(5,9)	0	0	0	0	0	0	0	534	0	0	0	0	0	0	0
2	6	10	11845	(5,10)	0	0	0	0	0	0	0	605	0	0	0	0	0	0	0
2	6	11	13685	(5,11)	0	0	0	0	0	0	0	678	0	0	0	0	0	0	0
2	6	12	15525	(5,12)	0	0	0	0	0	0	0	754	0	0	0	0	0	0	0
2	6	13	17365	(5,13)	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0
2	6	14	19205	(5,14)	0	0	0	0	0	0	0	912	0	0	0	0	0	0	0
2	6	15	23115	(5,15)	0	0	0	0	0	0	0	995	0	0	0	0	0	0	0
2	6	16	27715	(5,16)	0	0	0	0	0	0	0	1080	0	0	0	0	0	0	0
2	6	17	32315	(5,17)	0	0	0	0	0	0	0	1167	0	0	0	0	0	0	0
2	6	18	36915	(5,18)	0	0	0	0	0	0	0	1257	0	0	0	0	0	0	0
2	6	19	41515	(5,19)	0	0	0	0	0	0	0	1349	0	0	0	0	0	0	0
2	6	20	46115	(5,20)	0	0	0	0	0	0	0	1443	0	0	0	0	0	0	0
2	6	21	52500	(5,21)	0	0	0	0	0	0	0	1540	0	0	0	0	0	0	0
2	6	22	56500	(5,22)	0	0	0	0	0	0	0	1639	0	0	0	0	0	0	0
2	6	23	60500	(5,23)	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0
2	6	24	64500	(5,24)	0	0	0	0	0	0	0	1844	0	0	0	0	0	0	0
2	6	25	68500	(5,25)	0	0	0	0	0	0	0	1950	0	0	0	0	0	0	0
2	6	26	72500	(5,26)	0	0	0	0	0	0	0	2058	0	0	0	0	0	0	0
2	6	27	76500	(5,27)	0	0	0	0	0	0	0	2169	0	0	0	0	0	0	0
2	6	28	80500	(5,28)	0	0	0	0	0	0	0	2282	0	0	0	0	0	0	0
2	6	29	84500	(5,29)	0	0	0	0	0	0	0	2397	0	0	0	0	0	0	0
2	6	30	88500	(5,30)	0	0	0	0	0	0	0	2515	0	0	0	0	0	0	0
2	6	31	92500	(5,31)	0	0	0	0	0	0	0	2635	0	0	0	0	0	0	0
2	6	32	96500	(5,32)	0	0	0	0	0	0	0	2757	0	0	0	0	0	0	0
2	6	33	100500	(5,33)	0	0	0	0	0	0	0	2882	0	0	0	0	0	0	0
2	6	34	104500	(5,34)	0	0	0	0	0	0	0	3009	0	0	0	0	0	0	0
2	6	35	108500	(5,35)	0	0	0	0	0	0	0	3138	0	0	0	0	0	0	0
2	7	1	2990	(6,1)	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
2	7	2	3910	(6,2)	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
2	7	3	4830	(6,3)	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
2	7	4	5750	(6,4)	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0
2	7	5	6670	(6,5)	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0
2	7	6	7590	(6,6)	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0
2	7	7	8510	(6,7)	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0
2	7	8	9430	(6,8)	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0
2	7	9	10350	(6,9)	0	0	0	0	0	0	0	0	0	0	0	534	0	0	0
2	7	10	12075	(6,10)	0	0	0	0	0	0	0	0	0	0	0	605	0	0	0
2	7	11	13915	(6,11)	0	0	0	0	0	0	0	0	0	0	0	678	0	0	0
2	7	12	15755	(6,12)	0	0	0	0	0	0	0	0	0	0	0	754	0	0	0
2	7	13	17595	(6,13)	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0
2	7	14	19435	(6,14)	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0
2	7	15	23690	(6,15)	0	0	0	0	0	0	0	0	0	0	0	995	0	0	0
2	7	16	28290	(6,16)	0	0	0	0	0	0	0	0	0	0	0	1080	0	0	0
2	7	17	32890	(6,17)	0	0	0	0	0	0	0	0	0	0	0	1167	0	0	0
2	7	18	37490	(6,18)	0	0	0	0	0	0	0	0	0	0	0	1257	0	0	0
2	7	19	42090	(6,19)	0	0	0	0	0	0	0	0	0	0	0	1349	0	0	0
2	7	20	46690	(6,20)	0	0	0	0	0	0	0	0	0	0	0	1443	0	0	0
2	7	21	53000	(6,21)	0	0	0	0	0	0	0	0	0	0	0	1540	0	0	0
2	7	22	57000	(6,22)	0	0	0	0	0	0	0	0	0	0	0	1639	0	0	0
2	7	23	61000	(6,23)	0	0	0	0	0	0	0	0	0	0	0	1740	0	0	0
2	7	24	65000	(6,24)	0	0	0	0	0	0	0	0	0	0	0	1844	0	0	0
2	7	25	69000	(6,25)	0	0	0	0	0	0	0	0	0	0	0	1950	0	0	0
2	7	26	73000	(6,26)	0	0	0	0	0	0	0	0	0	0	0	2058	0	0	0
2	7	27	77000	(6,27)	0	0	0	0	0	0	0	0	0	0	0	2169	0	0	0
2	7	28	81000	(6,28)	0	0	0	0	0	0	0	0	0	0	0	2282	0	0	0
2	7	29	85000	(6,29)	0	0	0	0	0	0	0	0	0	0	0	2397	0	0	0
2	7	30	89000	(6,30)	0	0	0	0	0	0	0	0	0	0	0	2515	0	0	0
2	7	31	93000	(6,31)	0	0	0	0	0	0	0	0	0	0	0	2635	0	0	0
2	7	32	97000	(6,32)	0	0	0	0	0	0	0	0	0	0	0	2757	0	0	0
2	7	33	101000	(6,33)	0	0	0	0	0	0	0	0	0	0	0	2882	0	0	0
2	7	34	105000	(6,34)	0	0	0	0	0	0	0	0	0	0	0	3009	0	0	0
2	7	35	109000	(6,35)	0	0	0	0	0	0	0	0	0	0	0	3138	0	0	0
2	8	1	3105	(7,1)	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
2	8	2	4025	(7,2)	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0
2	8	3	4945	(7,3)	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0
2	8	4	5865	(7,4)	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0
2	8	5	6785	(7,5)	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0
2	8	6	7705	(7,6)	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0
2	8	7	8625	(7,7)	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0
2	8	8	9545	(7,8)	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0
2	8	9	10465	(7,9)	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0
2	8	10	12305	(7,10)	0	0	0	0	0	0	0	0	0	0	0	0	605	0	0
2	8	11	14145	(7,11)	0	0	0	0	0	0	0	0	0	0	0	0	678	0	0
2	8	12	15985	(7,12)	0	0	0	0	0	0	0	0	0	0	0	0	754	0	0
2	8	13	17825	(7,13)	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0
2	8	14	19665	(7,14)	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0
2	8	15	24265	(7,15)	0	0	0	0	0	0	0	0	0	0	0	0	995	0	0
2	8	16	28865	(7,16)	0	0	0	0	0	0	0	0	0	0	0	0	1080	0	0
2	8	17	33465	(7,17)	0	0	0	0	0	0	0	0	0	0	0	0	1167	0	0
2	8	18	38065	(7,18)	0	0	0	0	0	0	0	0	0	0	0	0	1257	0	0
2	8	19	42665	(7,19)	0	0	0	0	0	0	0	0	0	0	0	0	1349	0	0
2	8	20	47265	(7,20)	0	0	0	0	0	0	0	0	0	0	0	0	1443	0	0
2	8	21	53500	(7,21)	0	0	0	0	0	0	0	0	0	0	0	0	1540	0	0
2	8	22	57500	(7,22)	0	0	0	0	0	0	0	0	0	0	0	0	1639	0	0
2	8	23	61500	(7,23)	0	0	0	0	0	0	0	0	0	0	0	0	1740	0	0
2	8	24	65500	(7,24)	0	0	0	0	0	0	0	0	0	0	0	0	1844	0	0
2	8	25	69500	(7,25)	0	0	0	0	0	0	0	0	0	0	0	0	1950	0	0
2	8	26	73500	(7,26)	0	0	0	0	0	0	0	0	0	0	0	0	2058	0	0
2	8	27	77500	(7,27)	0	0	0	0	0	0	0	0	0	0	0	0	2169	0	0
2	8	28	81500	(7,28)	0	0	0	0	0	0	0	0	0	0	0	0	2282	0	0
2	8	29	85500	(7,29)	0	0	0	0	0	0	0	0	0	0	0	0	2397	0	0
2	8	30	89500	(7,30)	0	0	0	0	0	0	0	0	0	0	0	0	2515	0	0
2	8	31	93500	(7,31)	0	0	0	0	0	0	0	0	0	0	0	0	2635	0	0
2	8	32	97500	(7,32)	0	0	0	0	0	0	0	0	0	0	0	0	2757	0	0
2	8	33	101500	(7,33)	0	0	0	0	0	0	0	0	0	0	0	0	2882	0	0
2	8	34	105500	(7,34)	0	0	0	0	0	0	0	0	0	0	0	0	3009	0	0
2	8	35	109500	(7,35)	0	0	0	0	0	0	0	0	0	0	0	0	3138	0	0
3	1	1	2600		150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	2	3640	(8,1)	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	3	4680	(8,2)	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	4	5720	(8,3)	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	5	6760	(8,4)	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	6	7800	(8,5)	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	7	8840	(8,6)	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	8	9880	(8,7)	1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	9	10920	(8,8)	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	10	12090	(8,9)	1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	11	14170	(8,10)	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	12	16250	(8,11)	2262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	13	18330	(8,12)	2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	14	20410	(8,13)	2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	15	22880	(8,14)	2985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	16	28080	(8,15)	3240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	17	33280	(8,16)	3501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	18	38480	(8,17)	3771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	19	43680	(8,18)	4047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	20	48880	(8,19)	4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	21	54080	(8,20)	4620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	22	58080	(8,21)	4917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	23	62080	(8,22)	5220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	24	66080	(8,23)	5532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	25	70080	(8,24)	5850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	26	74080	(8,25)	6174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	27	78080	(8,26)	6507	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	28	82080	(8,27)	6846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	29	86080	(8,28)	7191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	30	90080	(8,29)	7545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	31	94080	(8,30)	7905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	32	98080	(8,31)	8271	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	33	102080	(8,32)	8646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	34	106080	(8,33)	9027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	35	110080	(8,34)	9414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	1	2730	(1,1)	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
3	2	2	3770	(1,2)	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0
3	2	3	4810	(1,3)	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0
3	2	4	5850	(1,4)	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0
3	2	5	6890	(1,5)	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0
3	2	6	7930	(1,6)	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0
3	2	7	8970	(1,7)	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0
3	2	8	10010	(1,8)	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0
3	2	9	11050	(1,9)	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0
3	2	10	12350	(1,10)	0	0	0	605	0	0	0	0	0	0	0	0	0	0	0
