killCnt	minLevel	maxLevel	rewardMoney	rewardExp	rewardMoney_fcm	rewardExp_fcm
271	40	59	283400	189900	141700	94950
272	40	59	283900	190200	141950	95100
273	40	59	284400	190500	142200	95250
274	40	59	284900	190800	142450	95400
275	40	59	285400	191100	142700	95550
276	40	59	285900	191400	142950	95700
277	40	59	286400	191700	143200	95850
278	40	59	286900	192000	143450	96000
279	40	59	287400	192300	143700	96150
280	40	59	287900	192600	143950	96300
281	40	59	288400	192900	144200	96450
282	40	59	288900	193200	144450	96600
283	40	59	289400	193500	144700	96750
284	40	59	289900	193800	144950	96900
285	40	59	290400	194100	145200	97050
286	40	59	290900	194400	145450	97200
287	40	59	291400	194700	145700	97350
288	40	59	291900	195000	145950	97500
289	40	59	292400	195300	146200	97650
290	40	59	292900	195600	146450	97800
291	40	59	293400	195900	146700	97950
292	40	59	293900	196200	146950	98100
293	40	59	294400	196500	147200	98250
294	40	59	294900	196800	147450	98400
295	40	59	295400	197100	147700	98550
296	40	59	295900	197400	147950	98700
297	40	59	296400	197700	148200	98850
298	40	59	296900	198000	148450	99000
299	40	59	297400	198300	148700	99150
300	40	59	297900	198600	148950	99300
301	40	59	298400	198900	149200	99450
302	40	59	298900	199200	149450	99600
303	40	59	299400	199500	149700	99750
304	40	59	299900	199800	149950	99900
305	40	59	300400	200100	150200	100050
306	40	59	300900	200400	150450	100200
307	40	59	301400	200700	150700	100350
308	40	59	301900	201000	150950	100500
309	40	59	302400	201300	151200	100650
310	40	59	302900	201600	151450	100800
311	40	59	303400	201900	151700	100950
312	40	59	303900	202200	151950	101100
313	40	59	304400	202500	152200	101250
314	40	59	304900	202800	152450	101400
315	40	59	305400	203100	152700	101550
316	40	59	305900	203400	152950	101700
317	40	59	306400	203700	153200	101850
318	40	59	306900	204000	153450	102000
319	40	59	307400	204300	153700	102150
320	40	59	307900	204600	153950	102300
321	40	59	308400	204900	154200	102450
322	40	59	308900	205200	154450	102600
323	40	59	309400	205500	154700	102750
324	40	59	309900	205800	154950	102900
325	40	59	310400	206100	155200	103050
326	40	59	310900	206400	155450	103200
327	40	59	311400	206700	155700	103350
328	40	59	311900	207000	155950	103500
329	40	59	312400	207300	156200	103650
330	40	59	312900	207600	156450	103800
331	40	59	313400	207900	156700	103950
332	40	59	313900	208200	156950	104100
333	40	59	314400	208500	157200	104250
334	40	59	314900	208800	157450	104400
335	40	59	315400	209100	157700	104550
336	40	59	315900	209400	157950	104700
337	40	59	316400	209700	158200	104850
338	40	59	316900	210000	158450	105000
339	40	59	317400	210300	158700	105150
340	40	59	317900	210600	158950	105300
341	40	59	318400	210900	159200	105450
342	40	59	318900	211200	159450	105600
343	40	59	319400	211500	159700	105750
344	40	59	319900	211800	159950	105900
345	40	59	320400	212100	160200	106050
346	40	59	320900	212400	160450	106200
347	40	59	321400	212700	160700	106350
348	40	59	321900	213000	160950	106500
349	40	59	322400	213300	161200	106650
350	40	59	322900	213600	161450	106800
351	40	59	323400	213900	161700	106950
352	40	59	323900	214200	161950	107100
353	40	59	324400	214500	162200	107250
354	40	59	324900	214800	162450	107400
355	40	59	325400	215100	162700	107550
356	40	59	325900	215400	162950	107700
357	40	59	326400	215700	163200	107850
358	40	59	326900	216000	163450	108000
359	40	59	327400	216300	163700	108150
360	40	59	327900	216600	163950	108300
361	40	59	328400	216900	164200	108450
362	40	59	328900	217200	164450	108600
363	40	59	329400	217500	164700	108750
364	40	59	329900	217800	164950	108900
365	40	59	330400	218100	165200	109050
366	40	59	330900	218400	165450	109200
367	40	59	331400	218700	165700	109350
368	40	59	331900	219000	165950	109500
369	40	59	332400	219300	166200	109650
370	40	59	332900	219600	166450	109800
371	40	59	333400	219900	166700	109950
372	40	59	333900	220200	166950	110100
373	40	59	334400	220500	167200	110250
374	40	59	334900	220800	167450	110400
375	40	59	335400	221100	167700	110550
376	40	59	335900	221400	167950	110700
377	40	59	336400	221700	168200	110850
378	40	59	336900	222000	168450	111000
379	40	59	337400	222300	168700	111150
380	40	59	337900	222600	168950	111300
381	40	59	338400	222900	169200	111450
382	40	59	338900	223200	169450	111600
383	40	59	339400	223500	169700	111750
384	40	59	339900	223800	169950	111900
385	40	59	340400	224100	170200	112050
386	40	59	340900	224400	170450	112200
387	40	59	341400	224700	170700	112350
388	40	59	341900	225000	170950	112500
389	40	59	342400	225300	171200	112650
390	40	59	342900	225600	171450	112800
391	40	59	343400	225900	171700	112950
392	40	59	343900	226200	171950	113100
393	40	59	344400	226500	172200	113250
394	40	59	344900	226800	172450	113400
395	40	59	345400	227100	172700	113550
396	40	59	345900	227400	172950	113700
397	40	59	346400	227700	173200	113850
398	40	59	346900	228000	173450	114000
399	40	59	347400	228300	173700	114150
400	40	59	347900	228600	173950	114300
401	40	59	348400	228900	174200	114450
402	40	59	348900	229200	174450	114600
403	40	59	349400	229500	174700	114750
404	40	59	349900	229800	174950	114900
405	40	59	350400	230100	175200	115050
406	40	59	350900	230400	175450	115200
407	40	59	351400	230700	175700	115350
408	40	59	351900	231000	175950	115500
409	40	59	352400	231300	176200	115650
410	40	59	352900	231600	176450	115800
411	40	59	353400	231900	176700	115950
412	40	59	353900	232200	176950	116100
413	40	59	354400	232500	177200	116250
414	40	59	354900	232800	177450	116400
415	40	59	355400	233100	177700	116550
416	40	59	355900	233400	177950	116700
417	40	59	356400	233700	178200	116850
418	40	59	356900	234000	178450	117000
419	40	59	357400	234300	178700	117150
420	40	59	357900	234600	178950	117300
421	40	59	358400	234900	179200	117450
422	40	59	358900	235200	179450	117600
423	40	59	359400	235500	179700	117750
424	40	59	359900	235800	179950	117900
425	40	59	360400	236100	180200	118050
426	40	59	360900	236400	180450	118200
427	40	59	361400	236700	180700	118350
428	40	59	361900	237000	180950	118500
429	40	59	362400	237300	181200	118650
430	40	59	362900	237600	181450	118800
431	40	59	363400	237900	181700	118950
432	40	59	363900	238200	181950	119100
433	40	59	364400	238500	182200	119250
434	40	59	364900	238800	182450	119400
435	40	59	365400	239100	182700	119550
436	40	59	365900	239400	182950	119700
437	40	59	366400	239700	183200	119850
438	40	59	366900	240000	183450	120000
439	40	59	367400	240300	183700	120150
440	40	59	367900	240600	183950	120300
441	40	59	368400	240900	184200	120450
442	40	59	368900	241200	184450	120600
443	40	59	369400	241500	184700	120750
444	40	59	369900	241800	184950	120900
445	40	59	370400	242100	185200	121050
446	40	59	370900	242400	185450	121200
447	40	59	371400	242700	185700	121350
448	40	59	371900	243000	185950	121500
449	40	59	372400	243300	186200	121650
450	40	59	372900	243600	186450	121800
451	40	59	373400	243900	186700	121950
452	40	59	373400	243900	186700	121950
453	40	59	373400	243900	186700	121950
454	40	59	373400	243900	186700	121950
455	40	59	373400	243900	186700	121950
456	40	59	373400	243900	186700	121950
457	40	59	373400	243900	186700	121950
458	40	59	373400	243900	186700	121950
459	40	59	373400	243900	186700	121950
460	40	59	373400	243900	186700	121950
461	40	59	373400	243900	186700	121950
462	40	59	373400	243900	186700	121950
463	40	59	373400	243900	186700	121950
464	40	59	373400	243900	186700	121950
465	40	59	373400	243900	186700	121950
466	40	59	373400	243900	186700	121950
467	40	59	373400	243900	186700	121950
468	40	59	373400	243900	186700	121950
469	40	59	373400	243900	186700	121950
470	40	59	373400	243900	186700	121950
471	40	59	373400	243900	186700	121950
472	40	59	373400	243900	186700	121950
473	40	59	373400	243900	186700	121950
474	40	59	373400	243900	186700	121950
475	40	59	373400	243900	186700	121950
476	40	59	373400	243900	186700	121950
477	40	59	373400	243900	186700	121950
478	40	59	373400	243900	186700	121950
479	40	59	373400	243900	186700	121950
480	40	59	373400	243900	186700	121950
481	40	59	373400	243900	186700	121950
482	40	59	373400	243900	186700	121950
483	40	59	373400	243900	186700	121950
484	40	59	373400	243900	186700	121950
485	40	59	373400	243900	186700	121950
486	40	59	373400	243900	186700	121950
487	40	59	373400	243900	186700	121950
488	40	59	373400	243900	186700	121950
489	40	59	373400	243900	186700	121950
490	40	59	373400	243900	186700	121950
491	40	59	373400	243900	186700	121950
492	40	59	373400	243900	186700	121950
493	40	59	373400	243900	186700	121950
494	40	59	373400	243900	186700	121950
495	40	59	373400	243900	186700	121950
496	40	59	373400	243900	186700	121950
497	40	59	373400	243900	186700	121950
498	40	59	373400	243900	186700	121950
499	40	59	373400	243900	186700	121950
500	40	59	373400	243900	186700	121950
1	60	79	118000	98400	59000	49200
2	60	79	120000	100000	60000	50000
3	60	79	122000	101600	61000	50800
4	60	79	124000	103200	62000	51600
5	60	79	126000	104800	63000	52400
6	60	79	128000	106400	64000	53200
7	60	79	130000	108000	65000	54000
8	60	79	132000	109600	66000	54800
9	60	79	134000	111200	67000	55600
10	60	79	136000	112800	68000	56400
11	60	79	138000	114400	69000	57200
12	60	79	140000	116000	70000	58000
13	60	79	142000	117600	71000	58800
14	60	79	144000	119200	72000	59600
15	60	79	146000	120800	73000	60400
16	60	79	148000	122400	74000	61200
17	60	79	150000	124000	75000	62000
18	60	79	152000	125600	76000	62800
19	60	79	154000	127200	77000	63600
20	60	79	156000	128800	78000	64400
21	60	79	158000	130400	79000	65200
22	60	79	160000	132000	80000	66000
23	60	79	162000	133600	81000	66800
24	60	79	164000	135200	82000	67600
25	60	79	166000	136800	83000	68400
26	60	79	168000	138400	84000	69200
27	60	79	170000	140000	85000	70000
28	60	79	172000	141600	86000	70800
29	60	79	174000	143200	87000	71600
30	60	79	176000	144800	88000	72400
31	60	79	178000	146400	89000	73200
32	60	79	180000	148000	90000	74000
33	60	79	182000	149600	91000	74800
34	60	79	184000	151200	92000	75600
35	60	79	186000	152800	93000	76400
36	60	79	188000	154400	94000	77200
37	60	79	190000	156000	95000	78000
38	60	79	192000	157600	96000	78800
39	60	79	194000	159200	97000	79600
40	60	79	196000	160800	98000	80400
41	60	79	198000	162400	99000	81200
42	60	79	200000	164000	100000	82000
43	60	79	202000	165600	101000	82800
44	60	79	204000	167200	102000	83600
45	60	79	206000	168800	103000	84400
46	60	79	208000	170400	104000	85200
47	60	79	210000	172000	105000	86000
48	60	79	212000	173600	106000	86800
49	60	79	214000	175200	107000	87600
50	60	79	216000	176800	108000	88400
51	60	79	218000	178400	109000	89200
52	60	79	218700	178800	109350	89400
53	60	79	219400	179200	109700	89600
54	60	79	220100	179600	110050	89800
55	60	79	220800	180000	110400	90000
56	60	79	221500	180400	110750	90200
57	60	79	222200	180800	111100	90400
58	60	79	222900	181200	111450	90600
59	60	79	223600	181600	111800	90800
60	60	79	224300	182000	112150	91000
61	60	79	225000	182400	112500	91200
62	60	79	225700	182800	112850	91400
63	60	79	226400	183200	113200	91600
64	60	79	227100	183600	113550	91800
65	60	79	227800	184000	113900	92000
66	60	79	228500	184400	114250	92200
67	60	79	229200	184800	114600	92400
68	60	79	229900	185200	114950	92600
69	60	79	230600	185600	115300	92800
70	60	79	231300	186000	115650	93000
71	60	79	232000	186400	116000	93200
72	60	79	232700	186800	116350	93400
73	60	79	233400	187200	116700	93600
74	60	79	234100	187600	117050	93800
75	60	79	234800	188000	117400	94000
76	60	79	235500	188400	117750	94200
77	60	79	236200	188800	118100	94400
78	60	79	236900	189200	118450	94600
79	60	79	237600	189600	118800	94800
80	60	79	238300	190000	119150	95000
81	60	79	239000	190400	119500	95200
82	60	79	239700	190800	119850	95400
83	60	79	240400	191200	120200	95600
84	60	79	241100	191600	120550	95800
85	60	79	241800	192000	120900	96000
86	60	79	242500	192400	121250	96200
87	60	79	243200	192800	121600	96400
88	60	79	243900	193200	121950	96600
89	60	79	244600	193600	122300	96800
90	60	79	245300	194000	122650	97000
91	60	79	246000	194400	123000	97200
92	60	79	246700	194800	123350	97400
93	60	79	247400	195200	123700	97600
94	60	79	248100	195600	124050	97800
95	60	79	248800	196000	124400	98000
96	60	79	249500	196400	124750	98200
97	60	79	250200	196800	125100	98400
98	60	79	250900	197200	125450	98600
99	60	79	251600	197600	125800	98800
100	60	79	252300	198000	126150	99000
101	60	79	253000	198400	126500	99200
102	60	79	253700	198800	126850	99400
103	60	79	254400	199200	127200	99600
104	60	79	255100	199600	127550	99800
105	60	79	255800	200000	127900	100000
106	60	79	256500	200400	128250	100200
107	60	79	257200	200800	128600	100400
108	60	79	257900	201200	128950	100600
109	60	79	258600	201600	129300	100800
110	60	79	259300	202000	129650	101000
111	60	79	260000	202400	130000	101200
112	60	79	260700	202800	130350	101400
113	60	79	261400	203200	130700	101600
114	60	79	262100	203600	131050	101800
115	60	79	262800	204000	131400	102000
116	60	79	263500	204400	131750	102200
117	60	79	264200	204800	132100	102400
118	60	79	264900	205200	132450	102600
119	60	79	265600	205600	132800	102800
120	60	79	266300	206000	133150	103000
121	60	79	267000	206400	133500	103200
122	60	79	267700	206800	133850	103400
123	60	79	268400	207200	134200	103600
124	60	79	269100	207600	134550	103800
125	60	79	269800	208000	134900	104000
126	60	79	270500	208400	135250	104200
127	60	79	271200	208800	135600	104400
128	60	79	271900	209200	135950	104600
129	60	79	272600	209600	136300	104800
130	60	79	273300	210000	136650	105000
131	60	79	274000	210400	137000	105200
132	60	79	274700	210800	137350	105400
133	60	79	275400	211200	137700	105600
134	60	79	276100	211600	138050	105800
135	60	79	276800	212000	138400	106000
136	60	79	277500	212400	138750	106200
137	60	79	278200	212800	139100	106400
138	60	79	278900	213200	139450	106600
139	60	79	279600	213600	139800	106800
140	60	79	280300	214000	140150	107000
141	60	79	281000	214400	140500	107200
142	60	79	281700	214800	140850	107400
143	60	79	282400	215200	141200	107600
144	60	79	283100	215600	141550	107800
145	60	79	283800	216000	141900	108000
146	60	79	284500	216400	142250	108200
147	60	79	285200	216800	142600	108400
148	60	79	285900	217200	142950	108600
149	60	79	286600	217600	143300	108800
150	60	79	287300	218000	143650	109000
151	60	79	288000	218400	144000	109200
152	60	79	288700	218800	144350	109400
153	60	79	289400	219200	144700	109600
154	60	79	290100	219600	145050	109800
155	60	79	290800	220000	145400	110000
156	60	79	291500	220400	145750	110200
157	60	79	292200	220800	146100	110400
158	60	79	292900	221200	146450	110600
159	60	79	293600	221600	146800	110800
160	60	79	294300	222000	147150	111000
161	60	79	295000	222400	147500	111200
162	60	79	295700	222800	147850	111400
163	60	79	296400	223200	148200	111600
164	60	79	297100	223600	148550	111800
165	60	79	297800	224000	148900	112000
166	60	79	298500	224400	149250	112200
167	60	79	299200	224800	149600	112400
168	60	79	299900	225200	149950	112600
169	60	79	300600	225600	150300	112800
170	60	79	301300	226000	150650	113000
171	60	79	302000	226400	151000	113200
172	60	79	302700	226800	151350	113400
173	60	79	303400	227200	151700	113600
174	60	79	304100	227600	152050	113800
175	60	79	304800	228000	152400	114000
176	60	79	305500	228400	152750	114200
177	60	79	306200	228800	153100	114400
178	60	79	306900	229200	153450	114600
179	60	79	307600	229600	153800	114800
180	60	79	308300	230000	154150	115000
181	60	79	309000	230400	154500	115200
182	60	79	309700	230800	154850	115400
183	60	79	310400	231200	155200	115600
184	60	79	311100	231600	155550	115800
185	60	79	311800	232000	155900	116000
186	60	79	312500	232400	156250	116200
187	60	79	313200	232800	156600	116400
188	60	79	313900	233200	156950	116600
189	60	79	314600	233600	157300	116800
190	60	79	315300	234000	157650	117000
191	60	79	316000	234400	158000	117200
192	60	79	316700	234800	158350	117400
193	60	79	317400	235200	158700	117600
194	60	79	318100	235600	159050	117800
195	60	79	318800	236000	159400	118000
196	60	79	319500	236400	159750	118200
197	60	79	320200	236800	160100	118400
198	60	79	320900	237200	160450	118600
199	60	79	321600	237600	160800	118800
200	60	79	322300	238000	161150	119000
201	60	79	323000	238400	161500	119200
202	60	79	323700	238800	161850	119400
203	60	79	324400	239200	162200	119600
204	60	79	325100	239600	162550	119800
205	60	79	325800	240000	162900	120000
206	60	79	326500	240400	163250	120200
207	60	79	327200	240800	163600	120400
208	60	79	327900	241200	163950	120600
209	60	79	328600	241600	164300	120800
210	60	79	329300	242000	164650	121000
211	60	79	330000	242400	165000	121200
212	60	79	330700	242800	165350	121400
213	60	79	331400	243200	165700	121600
214	60	79	332100	243600	166050	121800
215	60	79	332800	244000	166400	122000
216	60	79	333500	244400	166750	122200
217	60	79	334200	244800	167100	122400
218	60	79	334900	245200	167450	122600
219	60	79	335600	245600	167800	122800
220	60	79	336300	246000	168150	123000
221	60	79	337000	246400	168500	123200
222	60	79	337700	246800	168850	123400
223	60	79	338400	247200	169200	123600
224	60	79	339100	247600	169550	123800
225	60	79	339800	248000	169900	124000
226	60	79	340500	248400	170250	124200
227	60	79	341200	248800	170600	124400
228	60	79	341900	249200	170950	124600
229	60	79	342600	249600	171300	124800
230	60	79	343300	250000	171650	125000
231	60	79	344000	250400	172000	125200
232	60	79	344700	250800	172350	125400
233	60	79	345400	251200	172700	125600
234	60	79	346100	251600	173050	125800
235	60	79	346800	252000	173400	126000
236	60	79	347500	252400	173750	126200
237	60	79	348200	252800	174100	126400
238	60	79	348900	253200	174450	126600
239	60	79	349600	253600	174800	126800
240	60	79	350300	254000	175150	127000
241	60	79	351000	254400	175500	127200
242	60	79	351700	254800	175850	127400
243	60	79	352400	255200	176200	127600
244	60	79	353100	255600	176550	127800
245	60	79	353800	256000	176900	128000
246	60	79	354500	256400	177250	128200
247	60	79	355200	256800	177600	128400
248	60	79	355900	257200	177950	128600
249	60	79	356600	257600	178300	128800
250	60	79	357300	258000	178650	129000
251	60	79	358000	258400	179000	129200
252	60	79	358700	258800	179350	129400
253	60	79	359400	259200	179700	129600
254	60	79	360100	259600	180050	129800
255	60	79	360800	260000	180400	130000
256	60	79	361500	260400	180750	130200
257	60	79	362200	260800	181100	130400
258	60	79	362900	261200	181450	130600
259	60	79	363600	261600	181800	130800
260	60	79	364300	262000	182150	131000
261	60	79	365000	262400	182500	131200
262	60	79	365700	262800	182850	131400
263	60	79	366400	263200	183200	131600
264	60	79	367100	263600	183550	131800
265	60	79	367800	264000	183900	132000
266	60	79	368500	264400	184250	132200
267	60	79	369200	264800	184600	132400
268	60	79	369900	265200	184950	132600
269	60	79	370600	265600	185300	132800
270	60	79	371300	266000	185650	133000
271	60	79	372000	266400	186000	133200
272	60	79	372700	266800	186350	133400
273	60	79	373400	267200	186700	133600
274	60	79	374100	267600	187050	133800
275	60	79	374800	268000	187400	134000
276	60	79	375500	268400	187750	134200
277	60	79	376200	268800	188100	134400
278	60	79	376900	269200	188450	134600
279	60	79	377600	269600	188800	134800
280	60	79	378300	270000	189150	135000
281	60	79	379000	270400	189500	135200
282	60	79	379700	270800	189850	135400
283	60	79	380400	271200	190200	135600
284	60	79	381100	271600	190550	135800
285	60	79	381800	272000	190900	136000
286	60	79	382500	272400	191250	136200
287	60	79	383200	272800	191600	136400
288	60	79	383900	273200	191950	136600
289	60	79	384600	273600	192300	136800
290	60	79	385300	274000	192650	137000
291	60	79	386000	274400	193000	137200
292	60	79	386700	274800	193350	137400
293	60	79	387400	275200	193700	137600
294	60	79	388100	275600	194050	137800
295	60	79	388800	276000	194400	138000
296	60	79	389500	276400	194750	138200
297	60	79	390200	276800	195100	138400
298	60	79	390900	277200	195450	138600
299	60	79	391600	277600	195800	138800
300	60	79	392300	278000	196150	139000
301	60	79	393000	278400	196500	139200
302	60	79	393700	278800	196850	139400
303	60	79	394400	279200	197200	139600
304	60	79	395100	279600	197550	139800
305	60	79	395800	280000	197900	140000
306	60	79	396500	280400	198250	140200
307	60	79	397200	280800	198600	140400
308	60	79	397900	281200	198950	140600
309	60	79	398600	281600	199300	140800
310	60	79	399300	282000	199650	141000
311	60	79	400000	282400	200000	141200
312	60	79	400700	282800	200350	141400
313	60	79	401400	283200	200700	141600
314	60	79	402100	283600	201050	141800
315	60	79	402800	284000	201400	142000
316	60	79	403500	284400	201750	142200
317	60	79	404200	284800	202100	142400
318	60	79	404900	285200	202450	142600
319	60	79	405600	285600	202800	142800
320	60	79	406300	286000	203150	143000
321	60	79	407000	286400	203500	143200
322	60	79	407700	286800	203850	143400
323	60	79	408400	287200	204200	143600
324	60	79	409100	287600	204550	143800
325	60	79	409800	288000	204900	144000
326	60	79	410500	288400	205250	144200
327	60	79	411200	288800	205600	144400
328	60	79	411900	289200	205950	144600
329	60	79	412600	289600	206300	144800
330	60	79	413300	290000	206650	145000
331	60	79	414000	290400	207000	145200
332	60	79	414700	290800	207350	145400
333	60	79	415400	291200	207700	145600
334	60	79	416100	291600	208050	145800
335	60	79	416800	292000	208400	146000
336	60	79	417500	292400	208750	146200
337	60	79	418200	292800	209100	146400
338	60	79	418900	293200	209450	146600
339	60	79	419600	293600	209800	146800
340	60	79	420300	294000	210150	147000
341	60	79	421000	294400	210500	147200
342	60	79	421700	294800	210850	147400
343	60	79	422400	295200	211200	147600
344	60	79	423100	295600	211550	147800
345	60	79	423800	296000	211900	148000
346	60	79	424500	296400	212250	148200
347	60	79	425200	296800	212600	148400
348	60	79	425900	297200	212950	148600
349	60	79	426600	297600	213300	148800
350	60	79	427300	298000	213650	149000
351	60	79	428000	298400	214000	149200
352	60	79	428700	298800	214350	149400
353	60	79	429400	299200	214700	149600
354	60	79	430100	299600	215050	149800
355	60	79	430800	300000	215400	150000
356	60	79	431500	300400	215750	150200
357	60	79	432200	300800	216100	150400
358	60	79	432900	301200	216450	150600
359	60	79	433600	301600	216800	150800
360	60	79	434300	302000	217150	151000
361	60	79	435000	302400	217500	151200
362	60	79	435700	302800	217850	151400
363	60	79	436400	303200	218200	151600
364	60	79	437100	303600	218550	151800
365	60	79	437800	304000	218900	152000
366	60	79	438500	304400	219250	152200
367	60	79	439200	304800	219600	152400
368	60	79	439900	305200	219950	152600
369	60	79	440600	305600	220300	152800
370	60	79	441300	306000	220650	153000
371	60	79	442000	306400	221000	153200
372	60	79	442700	306800	221350	153400
373	60	79	443400	307200	221700	153600
374	60	79	444100	307600	222050	153800
375	60	79	444800	308000	222400	154000
376	60	79	445500	308400	222750	154200
377	60	79	446200	308800	223100	154400
378	60	79	446900	309200	223450	154600
379	60	79	447600	309600	223800	154800
380	60	79	448300	310000	224150	155000
381	60	79	449000	310400	224500	155200
382	60	79	449700	310800	224850	155400
383	60	79	450400	311200	225200	155600
384	60	79	451100	311600	225550	155800
385	60	79	451800	312000	225900	156000
386	60	79	452500	312400	226250	156200
387	60	79	453200	312800	226600	156400
388	60	79	453900	313200	226950	156600
389	60	79	454600	313600	227300	156800
390	60	79	455300	314000	227650	157000
391	60	79	456000	314400	228000	157200
392	60	79	456700	314800	228350	157400
393	60	79	457400	315200	228700	157600
394	60	79	458100	315600	229050	157800
395	60	79	458800	316000	229400	158000
396	60	79	459500	316400	229750	158200
397	60	79	460200	316800	230100	158400
398	60	79	460900	317200	230450	158600
399	60	79	461600	317600	230800	158800
400	60	79	462300	318000	231150	159000
401	60	79	463000	318400	231500	159200
402	60	79	463700	318800	231850	159400
403	60	79	464400	319200	232200	159600
404	60	79	465100	319600	232550	159800
405	60	79	465800	320000	232900	160000
406	60	79	466500	320400	233250	160200
407	60	79	467200	320800	233600	160400
408	60	79	467900	321200	233950	160600
409	60	79	468600	321600	234300	160800
410	60	79	469300	322000	234650	161000
411	60	79	470000	322400	235000	161200
412	60	79	470700	322800	235350	161400
413	60	79	471400	323200	235700	161600
414	60	79	472100	323600	236050	161800
415	60	79	472800	324000	236400	162000
416	60	79	473500	324400	236750	162200
417	60	79	474200	324800	237100	162400
418	60	79	474900	325200	237450	162600
419	60	79	475600	325600	237800	162800
420	60	79	476300	326000	238150	163000
421	60	79	477000	326400	238500	163200
422	60	79	477700	326800	238850	163400
423	60	79	478400	327200	239200	163600
424	60	79	479100	327600	239550	163800
425	60	79	479800	328000	239900	164000
426	60	79	480500	328400	240250	164200
427	60	79	481200	328800	240600	164400
428	60	79	481900	329200	240950	164600
429	60	79	482600	329600	241300	164800
430	60	79	483300	330000	241650	165000
431	60	79	484000	330400	242000	165200
432	60	79	484700	330800	242350	165400
433	60	79	485400	331200	242700	165600
434	60	79	486100	331600	243050	165800
435	60	79	486800	332000	243400	166000
436	60	79	487500	332400	243750	166200
437	60	79	488200	332800	244100	166400
438	60	79	488900	333200	244450	166600
439	60	79	489600	333600	244800	166800
440	60	79	490300	334000	245150	167000
441	60	79	491000	334400	245500	167200
442	60	79	491700	334800	245850	167400
443	60	79	492400	335200	246200	167600
444	60	79	493100	335600	246550	167800
445	60	79	493800	336000	246900	168000
446	60	79	494500	336400	247250	168200
447	60	79	495200	336800	247600	168400
448	60	79	495900	337200	247950	168600
449	60	79	496600	337600	248300	168800
450	60	79	497300	338000	248650	169000
451	60	79	498000	338400	249000	169200
452	60	79	498000	338400	249000	169200
453	60	79	498000	338400	249000	169200
454	60	79	498000	338400	249000	169200
455	60	79	498000	338400	249000	169200
456	60	79	498000	338400	249000	169200
457	60	79	498000	338400	249000	169200
458	60	79	498000	338400	249000	169200
459	60	79	498000	338400	249000	169200
460	60	79	498000	338400	249000	169200
461	60	79	498000	338400	249000	169200
462	60	79	498000	338400	249000	169200
463	60	79	498000	338400	249000	169200
464	60	79	498000	338400	249000	169200
465	60	79	498000	338400	249000	169200
466	60	79	498000	338400	249000	169200
467	60	79	498000	338400	249000	169200
468	60	79	498000	338400	249000	169200
469	60	79	498000	338400	249000	169200
470	60	79	498000	338400	249000	169200
471	60	79	498000	338400	249000	169200
472	60	79	498000	338400	249000	169200
473	60	79	498000	338400	249000	169200
474	60	79	498000	338400	249000	169200
475	60	79	498000	338400	249000	169200
476	60	79	498000	338400	249000	169200
477	60	79	498000	338400	249000	169200
478	60	79	498000	338400	249000	169200
479	60	79	498000	338400	249000	169200
480	60	79	498000	338400	249000	169200
481	60	79	498000	338400	249000	169200
482	60	79	498000	338400	249000	169200
483	60	79	498000	338400	249000	169200
484	60	79	498000	338400	249000	169200
485	60	79	498000	338400	249000	169200
486	60	79	498000	338400	249000	169200
487	60	79	498000	338400	249000	169200
488	60	79	498000	338400	249000	169200
489	60	79	498000	338400	249000	169200
490	60	79	498000	338400	249000	169200
491	60	79	498000	338400	249000	169200
492	60	79	498000	338400	249000	169200
493	60	79	498000	338400	249000	169200
494	60	79	498000	338400	249000	169200
495	60	79	498000	338400	249000	169200
496	60	79	498000	338400	249000	169200
497	60	79	498000	338400	249000	169200
498	60	79	498000	338400	249000	169200
499	60	79	498000	338400	249000	169200
500	60	79	498000	338400	249000	169200
1	80	99	147500	123000	73750	61500
2	80	99	150000	125000	75000	62500
3	80	99	152500	127000	76250	63500
4	80	99	155000	129000	77500	64500
5	80	99	157500	131000	78750	65500
6	80	99	160000	133000	80000	66500
7	80	99	162500	135000	81250	67500
8	80	99	165000	137000	82500	68500
9	80	99	167500	139000	83750	69500
10	80	99	170000	141000	85000	70500
11	80	99	172500	143000	86250	71500
12	80	99	175000	145000	87500	72500
13	80	99	177500	147000	88750	73500
14	80	99	180000	149000	90000	74500
15	80	99	182500	151000	91250	75500
16	80	99	185000	153000	92500	76500
17	80	99	187500	155000	93750	77500
18	80	99	190000	157000	95000	78500
19	80	99	192500	159000	96250	79500
20	80	99	195000	161000	97500	80500
21	80	99	197500	163000	98750	81500
22	80	99	200000	165000	100000	82500
23	80	99	202500	167000	101250	83500
24	80	99	205000	169000	102500	84500
25	80	99	207500	171000	103750	85500
26	80	99	210000	173000	105000	86500
27	80	99	212500	175000	106250	87500
28	80	99	215000	177000	107500	88500
29	80	99	217500	179000	108750	89500
30	80	99	220000	181000	110000	90500
31	80	99	222500	183000	111250	91500
32	80	99	225000	185000	112500	92500
33	80	99	227500	187000	113750	93500
34	80	99	230000	189000	115000	94500
35	80	99	232500	191000	116250	95500
36	80	99	235000	193000	117500	96500
37	80	99	237500	195000	118750	97500
38	80	99	240000	197000	120000	98500
39	80	99	242500	199000	121250	99500
40	80	99	245000	201000	122500	100500
41	80	99	247500	203000	123750	101500
42	80	99	250000	205000	125000	102500
43	80	99	252500	207000	126250	103500
44	80	99	255000	209000	127500	104500
45	80	99	257500	211000	128750	105500
