messageId	desc	EspDesc
chat18	点击解锁消息滚动	Haz clic para abrir el mensaje
zhanbu1	点击花费{0}金币获取命魂。	Haz clic para pasar {0} Oro para capturar Astral.
chat29	点击展开聊天窗口	Hax click para mostrar.
ghfb26	点击向队长发出申请队长请求，若队长60秒内没有选择同意或者拒绝则自动同意。	Haz clic para enviar la aplicación líder del equipo para el líder del equipo. Si el líder del equipo no está de acuerdo o se niega, será considerado como aceptado.
tubiao2	点击展开界面图标	Haz clic para mostrar los iconos.
chat27	点击常态	Haz click para volver a lo normal.
petfarm8	点击种植	Haz clic para plantar.
chat26	点击缩小	Haz clic para
chat17	点击锁定消息滚动	Haz clic para
chat28	点击收起聊天窗口	Haz clic para
petfarm11	点击收获	Haz clic para cosechar.
chat25	点击扩大	Haz clic para agrandar.
tubiao1	点击收起界面图标	Haz clic para ocualtar los iconos
chat9	点击清除	Haz clic para limpiar.
friend29	点击开始和#C(#FFFF00){0}#n聊天	Haz clic para chatear con  #C(#FFFF00){0}#n
friend9	点击添加分组	Haz clic para añadir grupo.
zdfb9	勾选后开启无奖励模式，#H不消耗次数，也不会获得任何奖励。#H用于帮助队友通关组队副本	Haz clic en éste para activar ningún modo de recompensa, #H jugadores no perderán intentos, pero no tienen recompensas. #H utiliza para ayudar a los miembros del equipo a superar Partido Mazmorras
qyfb14	点击Buff图标可直接使用，每次只能有一次Buff生效，Buff效果会互相覆盖。	Haz clic en el icono de mejora para activar la bonificación. Sólo la mejora activada más recientemente funciona.
zbxt26	点此选择装备进行强化	Haz clic aquí para elegir el equipo para la mejora.
zbfm10	点此选择装备进行附魔	Haz clic aquí para elegir el equipo para la mejora.
petfarm10	点击收获领取奖励	Haz clic en la cosecha para reclamar la recompensa.
ClickAndStopTip	再次点击取消自动寻路	Haz clic de nuevo para desactivar el modo AFK
zzyk011	点击打开【至尊周卡】面板，可选择关闭对应的特权	Haz clic en la interfaz [tarjeta de 7-día ] y se puede optar por cerrar el privilegio.
union51	已通关第{0}关	Nivel despejado {0}
fb_023	先通关前面副本	Desactiva la Mazmorra anterior primero.
ylsd2	需先通关地狱斧王副本	Supera la mazmorra del Caballero Arco Iris primero.
friend39	清除搜索列表	Borrar lista de búsqueda.
shxb5	通关副本或英灵神殿可获得道具	Desactivar Mazmorras o Sala de los Héroes para conseguir artículos
zdpt5	通关{0}次数开启下一层，当前本服通关次数为{1}	Claro intento (s) de todo el servidor: {1}
fb_027	先通关{0}副本	Desactivar {0} primero
fb_017	通过{0}所有副本后可领取奖励。	Desactivar {0} todas las mazmorras para recibir revompensas.
zxjl1	今日已领奖：{0}/5次	Desactivado : {0}/5 veces
huoyuexitong005	已领取{0}/{1}次	Desactivado : {0}/{1} veces
emsy12	已领取#H三星通关第{0}层{1}副本可领取#H奖励#C(#FFFF00){2}#n	Recibido #H Claro {1} de lvl {0} con 3 estrellas con la reivindicación #H recompensas #C(#FFFF00) {2} #n.
emsy11	领取成功，你获得了#C(#FFFF00){0}#n	Recibido correctamente! Has obtenido #C(#FFFF00){0}#n.
union1	已领	Recibido
mzbz006	已领取	Recibido
kfboss8	已领取	Recibido
backgift002	已领取	Recibido
emsy10	可领取#H三星通关第{0}层{1}副本可领取#H奖励#C(#FFFF00){2}#n	Exigible#H Borrar {1} del nvl {0} con 3 estrellas para recibir#H recompensas#C(#FFFF00){2}#n.
kelingqu	可领取	Exigible
zxjl3	可领奖	Exigible
award001	领奖成功获得：#H{0}	Recibir recompensas correctamente y recibido: #H{0}
union28	领取奖励	Recibir recompensas
huangzuanle02	可用领奖次数：{0}次	Oportunidad de Recibir recompensa :{0}
zxjl2	{0}分钟后可领奖	Recibir Recompensa después de {0} min (s)
mail3	提取物品	Recibir objeto
union2	领取	Recibir
jchd11	领取	Recibir
backgift001	领取	Recibir
ywdb1	是否确定离开活动场景?	Salir o no?
zdfb14	需选择组队副本才能开始副本	Seleccione Equipo Mazmorra para empezar.
friend17	查看信息	Comprueba Información
zhujue	主角	Personaje
skyCardPanel009	主角	Personaje
fb_tip1	达到{0}级才能开启该章节	El capítulo abre cuando llegues al nvl {0}.
djz	第{0}章	Capítulo {0}
yzyxt005	当前时间段不可进行挑战	Desafío no disponible al período de tiempo actual.
mount29	幻化成不同坐骑外形不影响坐骑属性，培养坐骑可以激活更多坐骑外形。	Cambio de montajes no afecta a los atributos de la cantidad total. Entrenar montura para desbloquear más montajes.
wzgc005	可领奖次数：{0}次	Oportunidad: {0}
godessCard99	本轮剩余开启次数：{0}	Oportunidades de esta ronda:{0}
jjc008	距离下次挑战还剩 {0}	Desafío CD {0}
pack4	背包容量：	Células:
gold9	冷却时间：{0}	CD:{0}
yiqiuchengming6	倒计时：{0}	CD:{0}
magic7	携带	llevar
hzhd10	当前已领奖：{0}	Capturado:{0}
nuli35	抓捕	Capturar
zdpt12	队长或队员点此可发送组队到好友	Capitán o miembros del equipo pueden hacer clic aquí para invitar a tus amigos.
wed28	容纳人数:{0}人	Capacidad: {0} audiencias
kfts3	跨服中不能使用这个物品。	No se puede usar este objeto en Servidor Global.
fwxt12	不能镶嵌相同类型的符文	No se puede unir Piedras Runa del mismo tipo en el mismo equipamiento!
zbxt25	无法出售，请先卸除装备上的宝石	No se puede vender. Por favor, quita la Piedra Runa antes de venderla.
fb_004	当前没有进度，不能重置	No se puede reiniciar.
zhanbu11	已经装备了同类型的命魂。	No se puede poner en dos astrales del mismo tipo.
kfts2	跨服中不能购买体力，请回本服购买。	No se puede comprar de CA en el servidor global, se vende en el servidor original.
kfts1	跨服中不能购买神石，请回本服购买。	No se puede comprar Balens en servidor global, se vende en el servidor original.
mount28	在不可走区域不能下坐骑	No se puede desmontar en terrenos intransitables.
formation6	当前位置不能放置高于{0}星的英雄	No se puede desplegar el héroe con más de {0} estrellas en la posición actual.
bkcs	不可出售	No se puede vender!
fb_010	已达可以挂机的时间上限，不能继续挂机	No se puede atacar por sorpresa de nuevo, mientras que ya lo estás haciendo.
wzgc011	{0}时{1}分后可领取	Puede ser reclamado después de {0} hora {1} minutos.
sz_034	华丽度总和不足，购买新的时装，也可以时装鉴定，时装升星以及时装进阶哟！	Comprar nueva moda y también se puede identificar, mejorar y evolucionar.
huoyuexitong016	再充值{0}神石，即可领取下一次	Comprar {0} más Balens para recibir la siguiente
wzgc031	购买#C(#fbfe00){0}#n个#C(#fbfe00){1}#n	Comprar #C(#fbfe00){0}#n #C(#fbfe00){1}#n
goumai	购买	Comprar
chat16	喇叭	Megáfono
buff1	城主特权#H主角经验加成{0}%，对恶魔深渊生效。#H金币加成{1}%，对心魔炼狱，副本，炼金生效。	Mejora #H personaje EXP impulso {0}%, pero esto no funciona en la cripta. #Impulso H Oro {1}%. Esto funciona en la Cripta, Mazmorra y Alquimia.
duke19	Buff等级：{0}级	Mejora Nvl: Nvl{0}
tz1	{0}件效果({1}/{2})	Mejora de equipar {0} fragmento ({1} / {2})
qyfb13	当前Buff剩余有效时间。	Mejora CD:
union36	铜宝箱：{0}次	Cofre de Bronce: {0} veces
antibroken	破防	Descanso-defensa
PropertyEnum10	破防	Descanso-defensa
puncture	破挡	Descanso-bloqueo
PropertyEnum13	破挡	Descanso-bloqueo
rmbBank019	魔晶：#C(#3299cc){0}#n	Diamantes：#C(#3299cc){0}#n
mojin	魔晶	Diamantes
mzbz007	魔晶+{0}#H	Diamante +{0}+H
mojing001	魔晶：+{0}	Diamante: +{0}
mail8	魔晶：{0}	Diamante: {0}
mojing2	魔晶：{0}	Diamante: {0}
jjc011	魔晶：{0}	Diamante: {0}
member3	魔晶：#C(#3299cc){0}#H#C(#FFFFFF)魔晶：可以通过月卡每日领取、巨龙宝藏玩法获得。#H部分玩法中，可代替神石使用。	Diamante: #C(#3299cc){0}#H#C(#FFFFFF) Diamante: puede ser obtenido desde eventos en el juego.
award03	魔晶+{0}	Diamante +{0}
zzqhs001	战魂强化属性加成:#H	Estadísticas Bono Espíritu de Guerra +{0}
wed22	夫妻双方额外奖励：<font color='#00FF00'>{0}</font>	Bono para la pareja: <font color='#00FF00'>{0}</font>
lzbx01	您当前拥有的蓝钻秘钥数量：{0}	Tienes la llave del diamante azul: {0}
parry_t	格挡百分比:	Porcentaje de bloqueo:
parry	格挡	Bloquear
PropertyEnum12	格挡	Bloquear
emsy6	扫荡中	Atacando por sorpresa
fb_011	挂机是按照历史最高通关评分为玩家结算奖励	Ataque por sorpresa le da al jugador la mejor recompensa alguna vez ya en la limpieza de esa mazmorra.
emsy13	副本通关可使用扫荡	El botón de Ataque por sorpresa estará disponible después de que se borre la mazmorra de una vez.
chat8	加入黑名单	Lista negra
friend8	黑名单	Lista negra
syzb14	圣域争霸暂未开启	Bitwa Chwały aún no se ha abierto.
ylsd17	等级不足80,无法开启	Al ser menor que Nvl 80, no podrá desbloquearlo.
shortZdl	战斗力不足	Calificaciones Batalla insatisfecha
duke16	激活需战斗力：{0}	Clasificación de Batalla es necesaria para activar: {0}
duke14	未达到激活BUFF所需战斗力	Clasificación de Batalla es necesaria para activar la mejora no alcanzada.
zdl	战斗力	Clasificación de Batalla
PropertyEnum16	战斗力	Clasificación de Batalla
qrmb4	我的战力：{0}	Poder de la Batalla : {0}
newKF009	战力：{0}	Poder de la Batalla : {0}
qrmb9	总战力榜	Clasificación Poder de la Batalla
zhanzhen024	战阵属性:#H	Estadísticas de La Batalla del Aura: #H
msrq3	基础奖励：{0}金币	Recompensa Básica:{0} Oro
xmly1	当前贵族等级每场挑战可购买复活次数：{0}	Basado en tu Nvl VIP, en cada desafío, usted puede comprar revivir intentos: {0}
LQLanguage1698	神石不足，无法购买	Balens no suficientes, no puedes comprar.
shenshi	神石	Balens
mail7	神石：{0}	Balen：{0}
shengji2	神石：{0}	Balen：{0}
jjc013	神石：{0}	Balen：{0}
member2	充值神石：#C(#FFff37){0}#H#C(#FFFFFF)奖励神石：#C(#FFff37){1}#H#C(#FFFFFF)充值神石：可以通过商城购买获得。#H奖励神石：其他途径获得。	Recarga Balens: #C(#FFff37) {0} #H#C(#FFFFFF)Recompensa Balens:#C(#FFff37){1}#H#C(#FFFFFF) Recarga Balens: recarga para obtener#H Recompensa Balens:obtenidos de otras maneras.
msrq7	回城({0})	Atrás ({0})
propsType8	战斧	Hacha
luckWheel002	成为贵族成员开启	Disponible para jugadores VIP.
gaojizhanbu5	贵族3或者以上可以使用	Disponible para 3 VIP o más.
mall3	达到贵族{0}可购买	Disponible para VIP {0} o arriba.
kfboss4	贵族{0}可领	Disponible para VIP {0} 
yc12g8	加入公会后可使用	Disponible después que te incluyas al clan.
wed17	可预约	Disponible 
hang008	该自动特权已开启，若需要手动操作，可先关闭自动特权	Auto-privilegio está abierto, si quieres usarlo manualmente, puedes cerrarlo.
zhanbu22	将会自动吞噬#C(#FF0000)所有未锁定以及未满级#n的命魂，给予#C(#FF0000)等级与品阶最高#n并且#C(#FF0000)未满级#n的命魂。	Automáticamente el Astral con #C(#FF0000) la mejor calidad y más alto nvl #n pero #C(#FF0000) nvl no superior #n se envolverá #C(#FF0000) todo desbloqueado y nvl no superior#n astrales.
zhanbu5	自动获取命魂至命魂格满或者金币不足。	Capturar automáticamente Astral hasta que las células están llenas o se quedan sin oro.
zdmhzb01	自动高级占卜至命魂格满或神石不足	Auto Avanzado Astro hasta que los astrales estén completos o Balens inadecuados.
zhanzhen021	战阵系统:#H	Sistema Aura: #H
zhanzhen001	战阵（P）	Aura
newKF033	总次数：{0}次	Intentos: {0}
learnSkillTip2	攻击两次敌方单体目标，使用需消耗怒气	Ataque dos objetivos al azar de la fila delantera o un solo objetivo dos veces y aumenta la rabia.
learnSkillTip12	攻击两次敌方单体目标，使用需消耗怒气	Ataque dos objetivos al azar de la fila delantera o un solo objetivo dos veces y consume la rabia.
learnSkillTip11	单体技能，使用后可以增加怒气	Ataca a un objetivo aleatorio y aumenta la rabia.
attackspeed	攻击速度	Velocidad de ataque.
zszz5	攻击CD中，{0}秒后可发起下次攻击	Ataque está enfriando. Por favor, inténtalo de nuevo {0} segundos después.
PropertyEnum-16	攻击加成	Estímulo de Ataque
zxtype4	攻击辅助	Asistencia de Ataque
attack	攻击	Ataque
gongji	攻击	Ataque
zxtype1	攻击	Ataque
zhanbuTips	占卜（J）	Astro(J)
OtherRolePanelTip6	占卜光环等级:{0}	Astro Aureola Nvl: {0}
tarot001	占 卜	Astro 
tarot17	命力：{0}	Puntos Astrales: {0}
tarot14	命力+{0}	Puntos Astrales +{0}
zhanbu13	命魂背包已满，请整理。	Paquete Astral completo! Por favor, limpia primero.
ywdb4	助攻({0})	Ayudar ({0)}
formation11	辅助	Ayudando
zxtype2	辅助	Asistencia
fuzhu	辅助	Ayudar
nuli31	公会求救	Pregunta gremio para ayudar
yc12g9	召唤帮手冷却剩余<font color='#FFFF00'>{0}</font>秒	Pide ayuda CD <font color = "#FFFF00"> {0} </ font> segundo (s)
gold8	招募炼金术士	Pedir ayuda
union25	你是会长不能退出公会，请先转让会长	A medida que el Clan domina, tienes que transferir el clan a otro miembro antes de poder salir de la alianza.
propsType3	防具	Armadura
yxjj1	1、可以在相同分组内选择要挑战的玩家#H2、挑战胜利可提升排名，分组排名达到标准可以参加晋级挑战#H3、晋级成功可进入更高级分组，钻石组无法继续晋级#H4、每天22:00发放英雄竞技奖励，可以获得大量声望和金币	Recompensas Arena, incluyendo pérdida de Prestigio y Oro, distribuído diariamente a las 22:00.
jjc001	英雄竞技积分：+{0}	Puntos Arena: +{0}
arena002	英雄竞技信息	Detalle Arena
us_en_yk3	英雄竞技挑战	Desafío Arena 
arena001	英雄竞技	Arena
yuyi2	是否消耗1个羽翼培养石进行培养？	¿Seguro que deseas usar una pluma Alas Sastrería para adaptar las alas?
gaojizhanbu4	是否消耗1个占卜令进行高级占卜？	¿Seguro que deseas usar un sínbolo de Astro para utilizar Captura Avanzada?
yuyi7	是否消耗50个羽翼培养石进行50次培养？	¿Seguro que deseas usar 50 Alas de sastrería pluma para adaptar las alas?
yuyi9	是否消耗{0}个羽翼培养石和{1}神石进行50次培养？	¿Seguro que deseas utilizar {0} Alas Adaptación de Pluma y {1} Balens para adaptar 50 veces?
zhanbu16	是否消耗{0}个强化石，提升光环等级。	¿Seguro que deseas utilizar {0} Mejora de Cristal para Mejorar?
zdfbgmcs1	是否使用{0}魔晶（魔晶不足时，消耗神石），兑换一次挑战次数?	¿Seguro que deseas utilizar {0} Balens para coprar un intento de desafío? (Primero usa Diamantes)
xztfk4	确定消耗{0}个{1}兑换1张{2}么？	¿Seguro que deseas utilizar {0} {1} para intercambiar por un {2}?
yxjt17	是否确定消耗{0}个#C({1}){2}#n进行兑换?	¿Seguro que deseas utilizar {0} #C({1}){2}#n para intercambiar?
union26	确定将会长转让给{0}吗?	¿Seguro que deseas transferir el clan a {0}?
xztfk5	确定将{0}升级到{1}星么？	¿Seguro que deseas actualizar {0} a {1} Estrella?
xianshiLB	确认消耗1神石打开限时礼包吗？	¿Seguro que deseas pasar un Balen para abrir el paquete programado?
gaojizhanbu3	是否花费200神石进行高级占卜？	¿Seguro que quieres gastar 200 Balens para utilizar la Captura Avanzada?
fwbl5	是否是使用2250神石50次宝轮	¿Seguro que quieres gastar 2250 Balens para hacer girar la rueda 50 veces?
fwbl6	是否是使用50个符文宝珠进行50次宝轮	¿Seguro que quieres gastar 50 Runas simbólicas para hacer girar la ruleta 50 veces?
yuyi4	是否花费10神石进行培养？	¿Seguro que quieres gastar 10 Balens para adaptar las alas?
petfarm5	是否消耗6神石加速2小时	¿Seguro que quieres gastar 6 Balens para acelerar y saltar las 2 horas?
yuyi10	是否花费500神石进行50次培养？	¿Seguro que quieres gastar 500 Balens para adaptar 50 veces?
pet15	是否花费48神石开启转转乐?	¿Seguro que quieres gastar 48 Balens para hacer girar la ruleta?
xztfk3	是否消耗{0}个天赋卡钥匙开启第{1}个天赋卡槽？天赋卡钥匙可以在商城中购买或活动中获得。	¿Seguro Que Quieres gastar {0} varilla por la ranura para abrir {1} ranura Tarjeta Talento? Puede obtener ranurando Vara de Tienda o algunos eventos.
wed42	是否确定花费{0}金币离婚，离婚后部分夫妻技能失效且今日无法进行求婚或被求婚	¿Seguro que quieres gastar {0} Oro para divorciarse? La habilidad de pareja desaparecerá después del divorcio.
ld4	是否消耗{0}金币砸龙蛋	¿Seguro que quieres gastar {0} de oro para romper el huevo?
emsy15	是否消耗{0}魔晶加速扫荡（魔晶不足时消耗神石），月卡可免CD扫荡哟	¿Seguro que quieres gastar {0} Diamantes o Balens (usa Diamantes primero) para acelerar el ataque sorpresa? Utiliza el Pacto del  Espíritu para Cancelar ataque sorpresa CD.
pet2	是否花费10神石进行培养？	¿Seguro que quieres gastar {0} Balens para entrenar?
xyzp003	是否花费{0}神石，开启转转乐	¿Seguro que quieres gastar {0} Balens para hacer girar la ruleta?
fwbl2	是否使用{0}神石开启宝轮1次？优先使用符文宝珠	¿Seguro que quieres gastar {0} Balens para hacer girar la ruleta una vez?
petfarm4	是否消耗{0}神石一键收获	¿Seguro que quieres gastar {0} Balens para cosechar ahora?
sky008	确定花费{0}神石开启领取奖励吗？	¿Seguro que quieres gastar {0} Balens para llamar la tarjeta?
ld3	是否使用{0}神石砸龙蛋	¿Seguro que quieres gastar {0} Balens para romper el huevo?
xingyubaodian1	确定要花费{0}神石购买行动力吗？ 	¿Seguro que quieres gastar {0} Balens para comprar intentos?
yk6	是否花费{0}神石，购买{1}	¿Seguro que quieres gastar {0} Balens para comprar {1}?
zbxt10	是否确定消耗{0}神石或魔晶进行加速	¿Seguro que quieres gastar {0} Balens o Diamantes para ganar velocidad?
daytask1	     是否花费{0}神石或魔晶立即完成，#H           贵族7及以上的玩家免费	¿Seguro que quieres gastar {0} Balens o Diamantes para completar ahora? #H Gratis para VIP 7 o superior.
nuli30	是否消耗{0}神石或魔晶购买一次反抗(求救)次数	¿Seguro que quieres gastar {0} Balens o Diamantes para comprar una resistencia (pedir ayuda) intento?
nuli29	是否消耗{0}神石或魔晶购买一次解救次数	¿Seguro que quieres gastar {0} Balens o Diamantes para comprar un intento de rescate?
nuli28	是否消耗{0}神石或魔晶购买一次抓捕次数	¿Seguro que quieres gastar {0} Balens o Diamantes para comprar un intento de captura?
ylsd7	是否使用{0}神石或魔晶，购买1点行动力。	¿Seguro que quieres gastar {0} Balens o Diamantes para comprar un intento?
pack6	是否消耗{0}神石或魔晶，扩展5个背包格子?	¿Seguro que quieres gastar {0} Balens o Diamantes para añadir 5 células?
jjc005	是否使用{0}神石或魔晶，增加一次挑战机会?	¿Seguro que quieres gastar {0} Balens o Diamantes para añadir 1 intento de desafío?
fwbl4	是否是使用{0}神石和{1}个符文宝珠进行50次宝轮	¿Seguro que quieres gastar {0} Balens y {1} Runa simbólica para hacer girar la ruleta 50 veces?
wed33	是否花费{0}神石燃放1次烟花	¿Seguro que quieres gastar {0} Balen para hacer estallar los fuegos artificiales?
wed81	是否花费{0}神石进行回赠	¿Seguro que quieres gastar {0} Balen para enviar un regalo de regreso?
wed32	是否花费{0}神石进行1次表白	¿Seguro que quieres gastar {0} Balen para expresar tu amor?
wed39	是否花费{0}神石赠送新婚夫妇贺礼	¿Seguro que quieres gastar {0} Balen para comprar un regalo para los recién casados?
wed40	是否花费{0}神石购买{1}个{2}	¿Seguro que quieres gastar {0} Balen para comprar {1} {2}?
gold4	是否花费#C(#FFFF00){0}#n神石或者魔晶开启炼金炉？	¿Seguro que quieres gastar #C(#FFFF00){0}#n Balens o Diamantes para practicar Alquimia?
gold1	是否花费#C(#FFFF00){0}#n神石或者魔晶开启炼金炉10次？	¿Seguro que quieres gastar #C(#FFFF00){0}#n Balens o Diamantes para practicar Alquimia 10 veces?
yc12g7	是否花费#C(#FFFF00){0}#n神石或魔晶，提前闯宫?	¿Seguro que quieres gastar #C(#FFFF00){0}#n Balens o Diamantes premio rápida?
dailyPayGift001	是否花费#C(#FF0000){0}神石#n开启#C({1}){2}	¿Seguro que quieres gastar #C(#FFFF00)888Balens para abrir#C({0}){1}?
bxxt1	是否确定消耗#C(#fefb00){0}*1#n进行更改性别	¿Seguro que quieres gastar #C(#fefb00){0}*1#n para cambiar el género?
qyfb9	是否确定消耗#C(#fefb00){0}#n神石进行加速	¿Seguro que quieres gastar #C(#fefb00){0}#n Balens para aumentar velocidad?
yxjt11	是否消耗#C(#fefb00){0}神石#n进入祭坛?	¿Seguro que quieres gastar #C(#fefb00){0} Balens#n para entar en el Altar Divino?
wzgc029	是否花费#C(#fbfe00){0}#n神石	¿Seguro que quieres gastar #C(#fefb00){0}#n Balens?
wed38	是否使用#C(#FF33CC)新婚贺卡#n*1向新婚夫妻赠送贺礼	¿Seguro que quieres enviar el regalo a los recién casados?
changeName6	是否确定进行改名操作?	¿Seguro que desea cambiar el nombre?
changeName17	是否确定进行改名操作	¿Seguro que desea cambiar el nombre?
nuli12	是否确定是否奴隶#C(#FF6600){0}#n，让他恢复自由身	¿Seguro que deseas liberar #C(#FF6600) {0} #n?
wed11	确定拒绝求婚？请认真对待，不要让自己抱憾终身哦	¿Seguro que deseas rechazar la propuesta? Piensa dos veces antes de tomar una decisión.
llsr1	是否确定花费#C(#fbfe00){0}神石#n手动刷新？	¿Seguro que desea actualizar usando #C(#fbfe00) {0} Balens #n?
xztfk6	确定要将此天赋卡分解么？	¿Seguro que quieres reciclar esta tarjeta de Talento?
wed6	是否确定向美女<font color='#00EE00'>{0}</font>求婚。	¿Seguro que quieres proponer a <font color = "#00EE00 '> {0} </ font>?
wed19	是否确定预约婚礼	¿Seguro que desea hacer una cita ceremonia de la boda?
union24	退出公会将丢失#C(#00FF00)未完成的公会任务#n和#C(#00FF00)已抓战俘#n，是否确认退出	¿Seguro que quieres salir de la Alianza?
union22	确定将{0}请离公会吗？	¿Seguro que quieres patear {0} de la Alianza?
wed41	是否确定取消婚约	¿Seguro que quieres cancelar la ceremonia de la boda?
SuperInvestBuy	确定使用{0}充值神石进行投资	¿Seguro que quieres invertir {0} Balens?
lzxb003	是否确认回到起点，达到终点可获得珍稀奖励。	¿Seguro que quieres volver? Si terminas, recibirás recompensas preciosas?
syzb16	您确定切换到{0}进行攻击#H#H#C(#ff0000)(只有满血才能切换至其他城门战斗)#n	¿Seguro que quieres ir al ataque en {0}? #H #H #C(#ff0000) (Sólo con plena HP se puede cambiar a otra puerta) #n
wed34	是否确定发放结婚礼盒	¿Seguro que deseas regalar el paquete de boda?
gold5	是否提前收获并且获得一半的收益？	¿Seguro que deseas terminar la práctica de la alquimia antes con la mitad de las mejores recompensas?
jbfb003	是否进入金币宝藏。	¿Seguro que quieres ingresar Tesoro de Oro, sí / no.
qyfb7	确定去勇闯情缘副本吗？	¿Seguro que deseas ingresar Mazmorra Pareja?
jinbiFB5	是否进入{0}副本	¿Seguro que deseas ingresar {0} Mazmorra?
fund010	是否花费{0}神石投资（活动期间只能进行1次投资，请慎重选择）	¿Seguro que deseas depositar {0} Balens? (Tenga en cuenta que sólo puedes hacer esto una vez.)
friend5	你确定要删除该好友?	¿Seguro que quieres eliminar el amigo?
friend41	确定删除勾选的好友吗？	¿Seguro que quieres eliminar el amigo (s) elegido?
yzyxt003	是否花费{0}神石购买行动力#H#C(#FF0000)提示：消耗神石和购买次数有关#n	¿Seguro que quieres comprar intentos de desafío usando{0} Balens?
syzb9	您确定对{0}进行攻击#H#H#C(#ff0000)（只有满血才能切换至其他城门战斗）#n	¿Seguro que quieres atacar {0}#H#H#C(#ff0000)(Sólo con HP completo se puede cambiar otra puertas) #n?
wed10	确定接受求婚？接受后将无法取消。	¿Seguro que desea aceptar la propuesta? No se puede arrepentir si lo hace.
zdpt14	确定将队长转让给{0}么？	¿Seguro que quieres transferir el capitán a {0}?
LQLanguage1700	是否花费{0}充值神石购买礼包	¿Seguro de gastar {0} recargue Balens en la compra del Pack?
shxb14	确定消耗{0}金币和10个破旧羊皮卷	¿Seguro de gastar {0} Oros y 10 Rollos desgastados?
shxb13	确定消耗{0}金币和1个破旧羊皮卷	¿Seguro de gastar {0} Oros y 1 Rollo desgastado?
zdpt17	是否使用{0}魔晶（魔晶不足时，消耗神石），兑换一次收益次数	¿Seguro de gastar {0} Diamantes (Balens se consumen cuando los Diamantes no son suficientes) para intercambiar unos intentos de recompensa?
slxt006	是否花费#C(#FFff37){0}#n神石开启一次聚灵#H#C(#FF0000)提示：消耗神石与每日聚灵次数有关#n	¿Seguro de gastar#C(#FFff37){0}#n Balens para jugar una vez a la reunión del Espíritu?
LQLanguage1697	是否花费{0}神石购买礼包	¿Seguro de comprar un paquete con {0} Balens?
xcbx4	是否消耗{0}神石开启宝箱	¿Seguro de abrir cofre usando {0} Balens?
xyc015	是否确认花费{0}许愿币进行{1}次许愿？	¿Seguro que gastar{0}crédito deseo parar hacer{1}deseo?
xyc017	是否确认花费{0}神石和{1}许愿币进行{2}次许愿？	¿Seguro que gastar{0}balens y{1}crédito deseo parar hacer{2}deseo?
zdpt7	确定要将该玩家请离队伍吗？	¿Seguro de expulsar al jugador?
shxb15	确定消耗{0}金币和50个破旧羊皮卷	¿Seguro de consumir {0} Oro y 50 Rollos desgastados?
zdfb12	 确定要将该玩家请离队伍吗？	¿Seguro de pedir al jugador que salga?
union9	申请	Aplicar
ghfb16	已发出申请队长	Solicitud de líder del equipo enviado.
guitian	膜拜	Manzana de Refinación 
critpress	免暴	Anti-crit
PropertyEnum9	免暴	Anti-crit
notbroken	免破	Anti-descanso
PropertyEnum11	免破	Anti-descanso
puncture_t	破挡百分比:	Porcentaje Anti-bloqueo:
antibroken_t	破防百分比:	Porcentaje Anti-bloqueo:
wzgc030	和#C(#fbfe00){0}#n魔力	y #C(#fbfe00){0}#n
yxjt3	和	y
shxb4	数量：{0}	Cantidad:{0}
skyCardPanel0012	数量：	Cantidad:
yxhzsd3	剩余购买数量:{0}	Cantidad restante para comprar: {0}
qrmb5	期间累计消费：{0}	Cantidad gastada: {0}
qrmb6	期间累计充值：{0}	Cantidad comprada: {0}
newKF019	已达最高段位	Ya alcanzado la fase máx.
herostore008	已到达上限	Ya alcanzado el nivel máximo
union12	部落	Alianza
zhanbu21	自动合成至品阶最高的命魂	Todos los demás astrales serán engullidos por el Astral de la más alta calidad.
marry6	所有的属性都被锁定	Todas las estadísticas se han bloqueado.
shouchong11	所有礼包已领取	Todos los paquetes reclamados.
ghfb2	全部通关	Todos los nvls claros.
zdpt2	全部通关	Todos los nvls claros.
skyCardPanel008	全体角色	Todos los héroes.
us_en_yk7	炼金收益加成	Recompensa de Estímulos Alquimia 
gold10	炼金次数不足10次，是否花费{0}神石或魔晶开启炼金炉{1}次？	Intentos Alquimia menores de 10 años ¿Quieres pasar {0} Balens o Diamantes para comprar {1} intento (s)?
hang006	同意({0})	De acuerdo ({0})
tongyi	同意	De acuerdo 
zzyk003	加入公会后可一键收益！	Después de unirse a la alianza, puede desbloquear la recompensa instantánea.
hang007	购买至尊周卡特权后，可使用该功能！	Después de comprar la tarjeta de 7 días, usted puede utilizar la función.
union50	同公会成员通过后可获得提升攻击力的BUFF	Después de un miembro de la hermandad borra los nvl, puedes recibir el ataque impulso de mejora.
fb_006	{0}级开启挂机功能	Modo AFK Desbloqueado en nvl {0}
zdzd1	25级开启自动战斗功能，充值任意神石可提前开启	Modo AFK activado en el nvl 25.
chat4	加为好友	Añadir amigos.
huoyuexitong008	活跃度达到:{0}	Actividad : {0}
sl11	主动技能，只能在组队副本中生效。	Habilidad activa. Sólo funciona en multijugador mazmorra.
recruit10	主动技能	Habilidad activa. 
shouchong1	开启石数量：	Activando cantidad piedra :
slxt009	神龙部位激活成功	Activado el Organo de Dragón con éxito.
emsy19	月卡特权，可免CD扫荡	Activar Espíritu Pacto para cancelar ataque sorpresa CD.
marry21	完成结婚后激活	Activar después del matrimonio.
zdzd2	开启自动战斗	Activar modo AFK
