messageId	desc	PLdesc
tjzs	推荐指数	Rekomendowany stopień:
zdlpf	等级不足，系统尚未开放	Nie osiągnięto wymaganego poziomu! Cecha nie została odblokowana.
djdlb001	剩余购买次数：{0}	Możesz jeszcze kupić: {0}
fund001	需充值<font color='#00EE00'>{0}</font>神石	Musisz dokukpić <font color='#00EE00'>{0}</font> Diamentów.
fund002	该活动已结束，请尽快领取您的神石	Event dobiegł końca.Jak najszybciej odbierz swoje Diamenty.
fund003	已累计充值：{0}神石	Kupiłeś w sumie: {0} Diamentów
fund004	本金：{0}神石	Główne: {0} Diamentów
fund005	利息：{0}神石	Zysk: {0} Diamentów
fund006	已存{0}天	Twoje Diamenty są w depozycie od {0} dni
fund007	利息{0}神石	Zysk: {0} Diamentów
fund008	共可获得#C(#00EE00){0}#n神石	Możesz zdobyć w sumie #C(#00EE00){0}#n Diamentów.
fund009	不在活动时间内	Event dobiegł końca.
fund010	是否花费{0}神石投资（活动期间只能进行1次投资，请慎重选择）	Na pewno chcesz oddać do depozytu {0} Diamentów?(Pamiętaj, że możesz to zrobić tylko raz.)
fund011	未达成条件	Nie spełniono warunków!
fund012	活动期间只能存取一次，是否确定提取<font color='#00EE00'>{0}</font>神石？	Możesz wypłacić swoje Diamenty tylko raz. Na pewno chcesz wypłacić  <font color='#00EE00'>{0}</font> Diamentów?
fund013	1、活动期间内只能进行一次存取操作。#H2、每档储蓄金额需要活动开启时间内累计达到充值数量才可开启。#H3、存储天数达到需满足要求时才进行对应利息计算，领取时按照以满足最大条件计算利息。#H4、不满足第一档利息时间时，领取时只能领取本金。#H5、活动结束后未进行领取奖励的玩家，则需要玩家领取奖励后，面板关闭。#H6、存储后第一天不可领取。	1. Możesz oddać do depozytu i wypłacić Diamenty tylko raz.#H2. Limit depozytu to kwota jaką doładowujesz podczas eventu. #H3.Możesz uzyskać zysk z depozytu tylko, kiedy odczekałeś do jego końca. Zysk jaki uzyskasz będzie równy temu, na jaki zasłużyłeś.#H4. Jeśli nie należy ci się żaden zysk, wypłacisz kwotę główną.#H5. Po odebraniu nagrody, ikonka zniknie.#H6. Możesz wypłacić Diamenty pierwszego dnia depozytu.
lz1	#C(#00EE00)蓝钻特权#n#H蓝钻用户享受以下特权：#H1、  蓝钻每日礼包#H2、  蓝钻新手礼包#H3、  蓝钻成长礼包#H4、  商城独享八折优惠	Do not need to translate 
lz2	更多蓝钻特权，请关注蓝钻官网>>	Do not need to translate 
lz3	您的3366成长等级是：#C(#EE7600)LV{0}#n	Twój 3366 lvl wzrostu： #C(#EE7600)LV{0}#n
lz4	#C(#00EE00)蓝钻特权#n#H当前蓝钻贵族为#C(#00EE00)LV{0}#n，享受以下特权：#H1、  蓝钻每日礼包#H2、  蓝钻新手礼包#H3、  蓝钻成长礼包#H4、  商城独享八折优惠	Do not need to translate 
xingyubaodian1	确定要花费{0}神石购买行动力吗？	Na pewno chcesz wydać {0} Diamentów, by kupić przydział?
xingyubaodian2	神石不足	Zbyt mało Diamentów!
xingyubaodian3	今日已没有剩余的行动力购买次数了。	Nie możesz kupić dzisiaj więcej przydziałów.
xingyubaodian4	剩余购买次数：{0}#H本次购买需花费：{1}神石	Możesz dokupić jeszcze: {0}#H Tym razem będzie to kosztować {1} Diamentów.
xingyubaodian5	{0}级开启	Otworzy się na lvl {0}.
xingyubaodian6	你的等级不足{0}级，无法挑战此魔域。	Nie możesz walczyć w tej części Konstelacji dopóki nie osiągniesz lvl {0}.
xingyubaodian7	行动力不足。	Brak przydziału!
xingyubaodian8	本魔域关卡已全部通关，请选择挑战其他魔域吧。	Ukończono tę część Konstelacji.Wybierz inną część, by walczyć.
xingyubaodian9	你当前就处在最高的进度，不能使用一键挑战。	Ponieważ osiągnąłeś najwyższy poziom, nie możesz  więcej robić nalotu.
xingyubaodian10	一键挑战获得：{0}{1} 。	Otrzymano z nalotu: {0}{1}
xingyubaodian11	当前已是本魔域第1关，无需重置。	Nie musisz resetować.Obecnie znajdujesz się na poziomie 1 w tej części Konstelacji.
xingyubaodian12	重置后将清空当前挑战进度，若要再次挑战本魔域关卡，需消耗1点行动力，请慎重选择。	Postęp bitwy zostanie wyzerowany po zrestartowaniu i będzie kosztować cię jeden przydział, by walczyć ponownie. Na pewno resetować?
xingyubaodian13	当前行动力:{0}	Bieżący przydział: {0}
xingyubaodian14	最高历史记录为第{0}关	Twój zapis ma lvl {0}.
xingyubaodian15	第{0}关	Lvl {0}
xingyubaodian16	尚未挑战	Nie walczyłeś jeszcze.
dropss1	拿出<font color='#00EE00'>{0}</font>神石，接受神灵恩泽变出更多神石！	Użyj <font color='#00EE00'>{0}</font> Diamentów, by poprosić Legendarnego Rycerza o więcej Diamentów.
dropss2	至少可获得<font color='#00EE00'>{0}</font>神石	Możesz zdobyć najmniej <font color='#00EE00'>{0}</font>Diamentów.
dropss3	您已完成了所有抽奖	Zużyłeś cały przydział na kręcenie kołem.
dropss4	1、每次投入指定数量的神石，会在对应范围内随机返还玩家神石；#H2、神石不足无法参与抽奖；#H3、每个档次的抽奖只能抽取一次；#H4、玩法开启后持续至所有抽奖完成，然后该玩法结束。	1. Wydaj określoną ilość Diamentów, by poprosić i otrzymać w zamian losową ilość Diamentów.#H2. Potrzebujesz wystarczającej ilości Diamentów, by dołączyć.#H3. Każda prośba wymaga innej ilości Diamentów.#H4. Event będzie skończony, gdy zużyjesz cały przydział próśb.
propsType13	圣器	Święta Broń
buf_1	生命加成	Wzrost HP
buf_4	物攻加成	Wzrost fiz.
buf_6	法攻加成	Wzrost mag.
sq001	{0}星	{0} Gwiazd
sq002	极品	Poziom 11
sl1	#C(#00ff00)#U#A(#K(hqjy))[前往获取]#n#n	#C(#00ff00)#U#A(#K(hqjy))[Idź i zdobądź]#n#n
sl2	需要龙神到达{0}级	Wymagany lvl Duszy Smoka: {0}
sl3	等级不足{0}，无法进化	Nie osiągnięto lvl {0}.Nie można ulepszyć.
sl4	道具不足，无法进化	Zbyt mało przedmiotów! Nie można ulepszyć.
sl5	奖励技能点:	Nagrodzone pkt. Umiejętn.:
sl6	前置条件未达成	Nie spełniono warunków!
sl7	#C(#00ff00)#U#A(#K(hqjy))[点击获取经验]#n#n	#C(#00ff00)#U#A(#K(hqjy))[Kliknij i zdobądź EXP]#n#n
sl8	神龙等级：	Lvl Duszy Smoka:
sl9	需要进化后才能继续升级	Aby podnieść poziom musisz najpierw ulepszyć.
sl10	再获得{0}点技能点数奖励PVP属性：	Zdobądź {0} pkt.Umiejętności więcej, by zdobyć cechę PVP:
sl11	主动技能，只能在组队副本中生效。	Aktywna Umiej.działa tylko w lochu w trybie multi-player.
sl12	被动技能，只能在组队副本战斗中生效。	Pasywna Umiej.działa tylko w lochu w trybie multi-player.
sl13	学习条件#H	Warunek wstępny#H
sl14	#C(#00ff00)需要神龙等级{0}	#C(#00ff00)wymagany lvl {0} Duszy Smoka
sl15	#C(#00ff00)需要{0}达到{1}级	#C(#00ff00){0} lvl {1} wymagany
sl16	#C(#00ff00)需要技能点数{0}点	#C(#00ff00){0} pkt.umiejętn. wymagane.
sl17	所选职业相同无法转职	Nie możesz zamienić klasy na taką samą.
sl18	这是您第{0}次转职，需要消耗{1}魔晶。	Zmieniasz obowiązek po raz {0} i kosztuje cię to {1} Zablok.Diamentów.
sl19	选择组队职业成功	Obowiązki drużyny wybrane!
ld1	砸龙蛋获得：	Rozbiłeś jajo i zdobyłeś:
ld2	您的金龙蛋数量不够,可在副本和英灵神殿玩法中获得	Masz zbyt mało Złotych Jaj. Możesz zdobyć je w Lochu i Sali Bohaterów.
ld3	是否使用{0}神石砸龙蛋	Na pewno chcesz wydać {0} Diamentów, by rozbić jajo?
ld4	是否消耗{0}金币砸龙蛋	Na pewno chcesz wydać {0} Złoto, by robić jajo?
ld5	砸龙蛋成功，获得：{0}	Rozbiłeś jajo i zdobyłeś: {0}
ld6	个	.
ld7	您的银龙蛋数量不够,可在副本和英灵神殿玩法中获得	Masz zbyt mało Srebrnych Jaj.Możesz zdobyć je w Lochu lub Sali Bohaterów.
ld8	砸龙蛋活动尚未开始	Rozbijanie Jaj jeszcze się nie zaczęło.
sq003	随机生成	Losowo
hallowsTips	圣器	Święta Broń
shengqixf1	装备0-2个部件#H可激活圣器第一阶形象	Wyposaż w 0-2 części#H, by aktywować pierwszy wygląd Świętej Broni.
shengqixf2	装备3-5个部件#H可激活圣器第二阶形象	Wyposaż w 3-5 części#H, by aktywować drugi wygląd Świętej Broni.
shengqixf3	装备6个部件#H可激活圣器第三阶形象	Wyposaż w 6 części#H, by aktywować trzeci wygląd Świętej Broni.
hallows001	圣器附魔石：{0}个	Kamień Udoskonalający: {0}
hallows002	附魔等级：{0}	Poziom Udoskonalenia: {0}
hallows003	当前附魔加成{0}%	Obecny wzrost udoskonalenia: {0}%
hallows004	已达顶级	Osiągnięto max poziom.
hallows005	没有足够的圣器附魔石，无法附魔	Nie można udoskonalić, brak Kamieni Udoskonalających.
hallows006	请先选择要附魔的圣器	Wybierz Świętą Broń, którą chcesz udoskonalić.
hallows007	{0}个	{0}
hallows008	未放置圣器部件	Nie zmontowałeś Świętej Broni.
hallows009	请选择被继承的圣器部件！	Wybierz Świętą Broń, którą chcesz zdemontować.
hallows010	请选择继承的圣器部件！	Wybierz cel Świętej Broni.
hallows011	请先选择被继承的圣器部件	Najpierw wybierz Świętą Broń do zdemontowania.
hallows012	已放置圣器部件	Święta Broń zamontowana!
hallows013	没有足够的神石，无法洗练。	Nie możesz rafinować, masz zbyt mało Diamentów.
hallows014	没有足够的洗练石，无法洗练。	Nie możesz rafinować, masz zbyt mało Kryształów Rafinujących.
hallows015	新属性中有高级属性，确定要继续洗练吗？	Są nowe, dobre opcje. Na pewno chcesz kontynuować rafinowanie?
hallows016	原属性中有高级属性，确定要保留新属性吗？	Są lepsze, stare opcje. Na pewno chcesz zamienić stare cechy?
hallows017	等级不足	Nie osiągnięto wymaganego poziomu!
hallows018	没有足够的神石，无法锁定	Nie możesz zablokować, masz zbyt mało Diamentów.
hallows019	没有足够的洗练锁，无法锁定	Nie możesz zablokować, masz zbyt mało Kluczy Rafinujących.
fb_030	当前副本挑战次数不足	Nie masz więcej bitew w tym lochu.
marry1	已达最高级	Osiągnięto max poziom!
marry2	当前{0}：	Aktualny {0}:
marry3	消耗#C(#fbfe00){0}*1#n进行#C(#fbfe00)1#n次锻造获得#C(#fbfe00){1}#n经验值#H有一定几率获得#C(#fbfe00)双倍#n经验	Użyj #C(#fbfe00){0}*1#n by wykonać pierścień #C(#fbfe00)1#n razy i otrzymać #C(#fbfe00){1}#n EXP#H Masz szansę na zdobycie #C(#fbfe00)podwójnego#n EXP.
marry4	消耗#C(#fbfe00){0}*50#n进行#C(#fbfe00)50#n次锻造操作	Użyj #C(#fbfe00){0}*50#n by wykonać pierścień #C(#fbfe00)50#n razy.
marry5	{0}阶{1}星	Etap {0} {1} Gwiazdy
marry6	所有的属性都被锁定	Wszystkie opcje zostały zablokowane.
marry7	神石不足，无法精炼	Nie możesz oczyścić, masz zbyt mało Diamentów.
marry8	精炼石不足，无法精炼	Nie możesz oczyścić, masz zbyt mało Kryształów Czyszczących.
marry9	新属性中有极品属性，确定要继续精炼吗？	Są nowe, rewelacyjne opcje. Na pewno chcesz kontynuować oczyszczanie?
marry10	新属性中有高级属性，确定要继续精炼吗？	Są nowe, dobre opcje. Na pewno chcesz kontynuować oczyszczanie?
marry11	{0}{1}={2}神石	{0}{1}={2} Diamentów
marry12	没有足够的神石，无法锁定	Nie możesz zablokować, masz zbyt mało Diamentów.
marry13	没有足够的三生锁，无法锁定	Nie możesz zablokować, masz zbyt mało Kluczy Oczyszczających.
marry14	（极品）	（poziom 11）
marry15	（{0}星）	({0} Gwiazd)
marry16	请先提升婚戒等阶	Najpierw podnieś poziom Obrączki.
marry17	道具不足	Zbyt mało przedmiotów!
marry18	贵族4可使用	Dostępne dla graczy VIP 4.
marry19	婚戒升阶成功	Obrączka ulepszona!
marry20	主角{0}级可进阶	Wymagany {0} poziom postaci, by dojść do następnego etapu.
marry21	完成结婚后激活	Aktywuj po ślubie.
marry22	已离婚，当前无法进行婚戒相关操作	Jesteś rozwiedziony, nie możesz tego zrobić.
marry23	等级{0}级可进阶	Można ulepszyć, gdy obrączka osiągnie lvl {0}
marry24	(婚戒{0}阶激活)	(Uaktywni się, gdy obrączka osiągnie lvl {0})
marry25	戒灵激活后随机生成{0}条属性	Gdy Dusza Pierścienia jest aktywna, cechy pojawią się losowo.
wed1	结婚玩法说明:#H1、男方可向等级36级以上的未婚女性好友发起求婚，女方可选择同意或拒绝#H2、女方同意求婚后，男方选择适当时间预约婚礼#H3、婚礼开始后，新婚夫妻可邀请玩家前往参与#H4、婚礼时新婚夫妻可向参与的玩家发放礼盒，发放后，其他玩家点击宝箱可进行#H抢礼盒，每人每日最多可抢30次#H5、参与玩家可向新婚夫妻赠送贺礼进行祝福#H6、夫妻双方可进行宣誓进行深情表白#H7、完成婚礼后激活婚戒和戒灵系统，可进行锻造以及精炼操作#H8、玩家可前往圣辉城NPC神父处花费200000金币进行离婚	Pomoc: #H1. Postacie mężczyzn mogą oświadczać się postaciom kobiet od lvl 36. Postacie kobiece mogą się zgodzić lub odmówić.#H2. Gdy oświadczyny zostaną zaakceptowane, postać męska może zorganizować ceremonie weselną.#H3. Gdy ceremonia się rozpocznie, para może zaprosić na nią innych graczy.#H4. Para da graczom możliwość schwytania paczki. Każdy gracz może schwytać dziennie 30 razy.#H5. Gracze mogą ofiarować młodej parze prezent.#H6. Para może wygłosić mowe weselną.#H7. Po ceremonii uaktywni się system Duszy Pierścienia i Obrączki.#H8. Gdy para chce się rozwieść, musi udać się do Kapłana NPC w Mieście Chwały i zapłacić 20,0000 Złota.
wed2	当前已是第一页	To jest pierwsza strona.
wed3	当前已是最后页	To jest ostatnia strona.
wed4	女孩子家要矜持，在家等着高富帅就是了	Kobiety nie mogą się oświadczać!
wed5	当前状态无法求婚，请先离婚或取消订婚	Musisz się rozwieść lub odwołać ślub zanim ponownie się oświadczysz.
wed6	是否确定向美女<font color='#00EE00'>{0}</font>求婚。	Na pewno chcesz się oświadczyć <font color='#00EE00'>{0}</font>?
wed7	你已向美女<font color='#00EE00'><a href='event:'><u>{0}</u></a></font>发起求婚	Oświadczyłeś się już <font color='#00EE00'><a href='event:'><u>{0}</u></a></font>.
wed8	{0}年{1}月{2}日{3}:{4}	{3}:{4}, {1}/{2}/{0}
wed9	你收到帅哥<font color='#00EE00'><a href='event:'><u>{0}</u></a></font>的求婚	<font color='#00EE00'><a href='event:'><u>{0}</u></a></font> oświadczył ci się.
wed10	确定接受这位帅哥的求婚吗？接受后将无法取消。	Na pewno chcesz przyjąć oświadczyny? Nie pożałujesz…
wed11	确定拒绝这位帅哥的求婚吗？请认真对待，不要让自己抱憾终身哦	Na pewno chcesz odrzucić oświadczyny? Przemyśl to jeszcze.
wed12	有位帅哥#C(#00EE00){0}#n向你发起求婚。是否前往查看？	#C(#00EE00){0}#n oświadczył ci się. Chcesz to sprawdzić?
wed13	<font color='#00EE00'>{0}</font>拒绝了你的求婚申请！	<font color='#00EE00'>{0}</font> odrzuciła twoje oświadczyny.
wed14	<font color='#00EE00'>{0}</font>接受了你的求婚申请，你确定要与她预约婚礼吗？	<font color='#00EE00'>{0}</font> przyjęła twoje oświadczyny. Chcesz zorganizować ceremonię ślubną?
wed15	{0}:{1}-{2}:{3}	{0}:{1}-{2}:{3}
wed16	时间已过	Czas minął.
wed17	可预约	Dostępny.
wed18	<font color='#FFFF00'>皇室专用</font>	<font color='#FFFF00'>zarezerwoane tylko dla śłubów królewskich</font>
wed19	是否确定预约婚礼	Na pewno chcesz zorganizować ceremonię ślubną?
wed20	请选择婚期	Wybierz datę ślubu.
wed21	该婚期仅皇室婚礼可选择	Zarezerwowane dla ślubów królewskich.
wed22	夫妻双方额外奖励：<font color='#00FF00'>{0}</font>	Bonus dla pary: <font color='#00FF00'>{0}</font>
wed23	你还没有取消婚礼的资格	Nie masz prawa odwołać ceremonii ślubnej.
wed24	你还没有离婚的资格	Nie masz jeszcze prawa do rozwodu.
wed25	你已预约过时间，请按时参加婚礼！	Już zorganizowałeś ceremonię. Przybądź na nią na czas.
wed26	婚礼费用:{0}魔晶	Wydatki ślubne: {0} Zablok.Diamentów
wed27	婚礼费用:{0}神石	Wydatki ślubne: {0} Diamentów
wed28	容纳人数:{0}人	Pojemność: {0} widzów
wed29	婚礼道具:表白x{0},烟花x{1},礼盒x{2}	Przedmioty weselne: Wyznanie miłościx{0}, Petardyx{1}, Paczkix{2}
wed30	{0}神石	{0} Diamentów
wed31	请先加入公会	Najpierw dołącz do Gildii.
wed32	是否花费{0}神石进行1次表白	Na pewno chcesz wydać {0} Diamentów na wyznanie miłości?
wed33	是否花费{0}神石燃放1次烟花	Na pewno chcesz wydać {0} Diamentów na odpalenie petard?
wed34	是否确定发放结婚礼盒	Na pewno chcesz rozdać paczki weselne?
wed35	内容为空，请大胆说出来	Nie możesz zostawić pustego miejsca.
wed36	含有非法字符	Zawiera niedozwolone znaki!
wed37	冷却中，请稍后继续领取	Oczekuje.Pobierz później!
wed38	是否向该对夫妻赠送贺礼	Na pewno chcesz wysłać prezent młodej parze?
wed39	是否花费{0}神石购买1个贺礼赠送新婚夫妇	Na pewno chcesz wydać {0} Diamentów, by kupić prezent ślubny?
wed40	是否花费{0}神石购买{1}个{2}	Na pewno chcesz wydać {0} Diamentów, by kupić {1} {2}
wed41	是否确定取消婚约	Na pewno chcesz odwołać ceremonię ślubną?
wed42	是否确定花费{0}金币离婚，离婚后部分夫妻技能失效	Na pewno chcesz wydać {0} Złota na rozwód? Umiejętności pary skasują się po rozwodzie.
wed43	无	N/A
wed44	礼盒剩余数量:{0}	Pozostało paczek: {0}
wed45	美女<font color='#00EE00'>{0}</font>已接受了你的求婚	<font color='#00EE00'>{0}</font> przyjęła twoje oświadczyny.
wed46	<font color='#00FF00'><a href='event:'><u>请预约婚礼</u></a></font>	<font color='#00FF00'><a href='event:'><u>Zorganizuj  ceremonię ślubną</u></a></font>
wed47	你已经成功预约了{0}{1}	Już zamówiłeś ceremonię {0}{1}.
wed48	<font color='#00FF00'><a href='event:'><u>请及时前往婚礼</u></a></font>	<font color='#00FF00'><a href='event:'><u>Przybądź na ceremonię ślubną o czasie.</u></a></font>
wed49	普通婚礼	Zwykła ceremonia ślubna
wed50	贵族婚礼	Luksusowa ceremonia ślubna
wed51	皇室婚礼	Królewska ceremonia ślubna
wed52	你接受了<font color='#00EE00'>{0}</font>的求婚，对方正在预约婚礼中，请稍等。	Przyjełaś oświadczyny<font color='#00EE00'>{0}</font>. Organizuje ceremonię ślubną.Czekaj.
wed53	你的未婚夫<font color='#00EE00'>{0}</font>已成功预约了{1}({2})。	Twój narzeczony/a <font color='#00EE00'>{0}</font> zamówił/a {1}({2}) ceremonię.
wed54	你拒绝了<font color='#00EE00'>{0}</font>的求婚	Odrzuciłaś oświadczyny <font color='#00EE00'>{0}</font>.
wed55	你目前处于订婚状态无法再求婚，请先取消订婚！	Jesteś zaręczony i nie możesz się znów oświadczyć.Najpierw odwołaj zaręczyny.
wed56	你目前处于预定婚礼状态无法再求婚，请先取消订婚！	Jesteś już zaręczony i nie możesz się ponownie oświadczyć.Jeśli chcesz, możesz odwołać obecną ceremonię.
wed57	你目前处于结婚状态无法再求婚，请先离婚！	Jesteś po ślubie, nie możesz się oświadczyć.Najpierw musisz się rozwieść.
wed58	你目前处于婚礼阶段无法再求婚！	Zamówiłeś ceremonię ślubną, nie możesz się znów oświadczyć.
wed59	你目前处于未婚状态无法预约婚礼！	Nie możesz zorganizować ceremonii ślubnej, nie jesteś zaręczony.
wed60	你目前处于结婚状态无法预约婚礼！	Nie możesz zorganizować ceremonii ślubnej, jesteś już po ślubie.
wed61	你目前处于婚礼阶段无法预约婚礼！	Jesteś w trakcie ceremonii ślubnej, nie możesz zorganizować kolejnej.
wed62	你目前处于未婚状态无法取消订婚！	Jesteś singlem, nie masz żadnej ceremonii do odwołania.
wed63	你目前处于结婚状态无法取消订婚！	Jesteś po ślubie, nie możesz odwołać ceremonii ślubnej.
wed64	你目前处于婚礼阶段无法取消订婚！	Jesteś w trakcie ślubu, nie możesz odwołać ceremonii.
wed65	你目前处于未婚状态无法离婚！	Jesteś singlem, nie możesz się rozwieść.
wed66	你目前处于订婚状态无法离婚！	Nie możesz się rozwieść, zamówiłeś ceremonię ślubną.
wed67	你目前处于预定婚礼状态无法离婚！	Właśnie organizujesz ceremonię ślubną, nie możesz się rozwieść.
wed68	你目前处于婚礼阶段无法离婚，请耐心等待婚礼结束后再离婚！	Jesteś na ślubie, nie możesz się rozwieść. Poczekaj, aż ceremonia się skończy.
wed69	普通新婚大礼：#H1、完成婚礼后夫妻双方可获得普通新婚礼包，#H内含#C(#FF33CC)坐骑培养石#n*10#H2、激活夫妻技能天长地久(普通),#H全队成员生命+150，物攻+50，法攻+50	Zwykła ceremonia ślubna: #H1. Po ślubie para otrzyma Zwykłą Paczkę Ślubną, która #Hzawiera #C(#FF33CC)Bat treningowy #n*10#H2. aktywną umiejętność pary Na zawsze(zwykłą) #Każdy otrzyma wzrost: HP+150, Atak fiz.+50, Atak mag.+50
wed70	贵族新婚大礼：#H1、完成婚礼后夫妻双方可获得贵族新婚礼包，#H内含#C(#FF33CC)姻缘石#n*20，#C(#FF33CC)精炼石#n*5，#C(#FF33CC)坐骑培养石#n*10#H2、激活夫妻技能天长地久(贵族),#H全队成员生命+600，物攻+200，法攻+200	Luksusowa ceremonia ślubna: #H1. Po ślubie para ptrzyma Luksusową Paczkę Ślubną, która#H zawiera Kamień Tworzący#n*20, #C(#FF33CC)Kryształ Oczyszczający#n*5, #C(#FF33CC)Bat treningowy #n*10#H2. Aktywną umiejętność pary Na zawsze(luksusową) #Każdy otrzyma wzrost: HP+600, Atak fiz.+200, Atak mag.+200
wed71	皇室新婚大礼：#H1、完成婚礼后夫妻双方可获得皇室新婚礼包，#H内含#C(#FF33CC)姻缘石#n*50，#C(#FF33CC)精炼石#n*10，#C(#FF33CC)坐骑培养石#n*10#H2、激活夫妻技能天长地久(皇室),#H全队成员生命+1500，物攻+500，法攻+500	Królewska ceremonia ślubna: #H1. Po ślubie para otrzyma Królewską Paczkę Ślubną, która#H zawiera Kamień Tworzący#n*50, #C(#FF33CC)Kryształ Oczyszczający#n*10, #C(#FF33CC)Bat treningowy #n*10#H2. Aktywną umiejętność pary Na zawsze(królewską) #Każdy otrzyma wzrost: HP+1500, Atak fiz.+500, Atak mag.+500
wed72	结婚礼盒已被抢光，请向新郎或新娘要！	Paczki weselne się skończyły.Spytaj nowożeńców o więcej.
wed73	你的等级不足30，无法参加婚礼。	Nie doszedłeś jeszcze do lvl 30, nie możesz dołączyć do ceremonii ślubnej.
wed74	仅男方可预约婚礼	Tylko mężczyzna może zamówić ceremonię ślubną.
wed75	{0}和{1}的婚礼	Ceremonia ślubna dla {0} i {1}
wed76	今日已达最大收益次数，无法继续获得奖励	Nie możesz otrzymać dzisiaj więcej nagród.
wed77	组队状态无法前往，请先退出队伍	Nie możesz tego zrobić będąc w drużynie. Najpierw opuść drużynę.
wed78	你收到{0}的新婚贺礼	Dostałeś prezent ślubny od {0}.
wed79	#C(#66FF00){0}的伴侣	 #C(#66FF00)partner/ka{0}
wed80	{0}的伴侣	partner/ka {0}
wed81	是否花费{0}神石进行回赠	Na pewno chcesz wydać {0} Diamentów, by wysłać prezent w zamian?
bxxt1	是否确定消耗#C(#fefb00){0}*1#n进行更改性别	Na pewno chcesz użyć #C(#fefb00){0}*1#n, by zmienić płeć?
bxxt2	有家室的人无法进行变性操作	Jesteś po ślubie, nie możesz zmienić płci.
zxbdb1	幻术妖姬：告诉你一件有趣的事情，我最近学会了一种新的妖术，这个妖术非常好玩，它可以改变人的性别，这位英雄你要见识一下我的新妖术吗？	Magiczna Banshee: Wiesz co? Nauczułam się nowej umiejętności, by zmieniać ludzką płeć. Chcesz spróbować?
zxbdb2	刚好我想变成女性，那就让我见识一下你的妖术吧！	Zastanawiam się, czy nie zostać kobietą!
zxbdb3	刚好我想变成男性，那就让我见识一下你的妖术吧！	Zastanawiam się, czy nie zostać mężczyzną!
zxbdb4	这种妖术太可怕了，我还是不跟你玩了！	To jest nienormalne. Chyba podziękuję.
qyfb1	触发副本中所有的机关并击杀所有的小怪才可清除boss周围的障碍	Zanim powalczysz z Boss'em, musisz zabić potwory i usunąć wszystkie przeszkody.
qyfb2	行动CD冷却中	Oczekuje
qyfb3	您的恋人邀请你加入TA的队伍。	Twój partner/ka zaprosił/a cię do drużyny.
qyfb4	加入队伍成功。	Dołączono!
qyfb5	今日已没有剩余的购买次数了。	Nie możesz dzisiaj więcej kupić.
qyfb6	您当前的收益次数为{0}#H是否使用{1}神石购买1次收益次数？	Masz {0} przydziałów nagród.#H Na pewno chcesz wydać {1} Diamentów, by dokupić jeden?
qyfb7	确定去勇闯情缘副本吗？	Na pewno chesz wejść do Lochu Pary?
qyfb8	行动CD为红色时不能进行任何行动，只能花费神石清除	Nie możesz kontynuować, gdy odliczanie jest czerwone.Użyj Diamentów,by anulować odliczanie.
qyfb9	是否确定消耗#C(#fefb00){0}#n神石进行加速	Na pewno chcesz użyć #C(#fefb00){0}#n Diamentów, by  przyśpieszyć?
qyfb10	击杀副本中所有可见怪物后才可攻击boss。	Możesz walczyć z Boss'em, jeśli pokonasz potwory i wszystkie przeszkody.
qyfb11	触发副本中所有机关并击杀所有小怪才可清除BOSS身边的障碍。	Zanim powalczysz z Boss'em, musisz zabić potwory i usunąć wszystkie przeszkody.
qyfb12	当前正在起作用的Buff。	Aktywny Buff.
qyfb13	当前Buff剩余有效时间。	Buff odliczanie:
qyfb14	点击Buff图标可直接使用，每次只能有一次Buff生效，Buff效果会互相覆盖。	Kliknij na ikonę Buff, by aktywować Buff. Działa tylko ostatnio aktywowany Buff.
qyfb15	可移动	Gotów do ruchu
qyfb16	1、只能情侣之间可以组队，不可和他人组队。#H2、最多2人组队，1人亦可进入战斗。1人战斗会用时较长，请慎重选择。#H3、击杀BOSS即可通关。通关总耗时越短，通关评价越高，通关奖励越多。#H4、需触发副本中所有机关并击杀所有的小怪才可清除BOSS身边的障碍物。#H5、当行动CD超过30秒时，不可走动，需等行动CD变为0，可继续走动。#H6、情缘组队中玩家行走、进行战斗、触发事件都会增加不同的CD。#H7、战斗若失败直接CD变为31秒不可移动哟。#H8、不要忘了地图可以拖动位置哟！！	1. Możesz stworzyć grupę tylko z mężem/żoną.#H2. Możesz wejść sam lub z mężem/żoną.#H3. Pokonaj Boss'a, by przejść Loch. Im szybciej to zrobisz, tym lepsze nagrody.#H4. Musisz zabić wszystkie potwory i usunąć przeszkody, by walczyć z Boss'em.#H5. Jeśli odliczanie jest powyżej 30 sek. nie możesz zrobić ruchu zanim nie dojdzie do 0.#H6. Ruch,bitwa,usuwanie barier itp. podniesie czas odliczania.#H7. Jeśli przegrasz bitwę, odliczanie osiągnie 31 sek. i nie będziesz mógł wykonać ruchu.#H8. Możesz przeciągnąć mapę, by zobaczyć cały obraz mapy.
qyfb17	贵族等级越高，可以购买更多的挑战次数！	Im wyższy poziom VIP, tym więcej możesz kupić przydziału na bitwy.
qyfb18	您已经在队伍当中了哟！	Już jesteś w drużynie.
qyfb19	您已经创建队伍了哟！	Już stworzyłeś drużynę.
qyfb20	邀请成功，恋人正在换衣服，稍等下哟	Zaproszenie wysłane.Czekaj.
qyfb21	您的爱人不在，一个人也可以去闯关哟	Twój partner/ka nie odpowiada.Możesz wejść sam.
qyfb22	获得Buff：#C(#fefb00){0}#n	Otrzymany Buff: #C(#fefb00){0}#n
