messageId	desc	RussiaDesc
friend42	移动好友	Переместить друга.
friend43	移出黑名单	Убрать из черного списка.
reputation1	声望达到{0}	Престиж достиг {0}.
WingState1	未激活	Неактивно
WingState2	已装备	Экипировано
WingState3	未装备	Снято
WingPro1	<font color='#00ff00' size='12'>物攻：+{0}({1})</font><br><font color='#ffffff' size='12'>下一级：{2}</font>	<font color='#00ff00' size='12'>Физ.а.: +{0}({1})</font><br><font color='#ffffff' size='12'>Следующий ур.: {2}</font>
WingPro2	<font color='#00ff00' size='12'>法攻：+{0}({1})</font><br><font color='#ffffff' size='12'>下一级：{2}</font>	<font color='#00ff00' size='12'>Маг.а.: +{0}({1})</font><br><font color='#ffffff' size='12'>Следующий ур.: {2}</font>
WingPro3	<font color='#00ff00' size='12'>生命：+{0}({1})</font><br><font color='#ffffff' size='12'>下一级：{2}</font>	<font color='#00ff00' size='12'> Макс. Хп: +{0}({1})</font><br><font color='#ffffff' size='12'> Следующий ур.: {2}</font>
WingPro4	<font color='#00ff00' size='12'>暴击：+{0}({1})</font><br><font color='#ffffff' size='12'>下一级：{2}</font>	<font color='#00ff00' size='12'>Крит: +{0}({1})</font><br><font color='#ffffff' size='12'>Следующий ур.: {2}</font>
WingPro5	<font color='#00ff00' size='12'>免暴：+{0}({1})</font><br><font color='#ffffff' size='12'>下一级：{2}</font>	<font color='#00ff00' size='12'>А.Крит: +{0}({1})</font><br><font color='#ffffff' size='12'>Следующий ур.: {2}</font>
WingPro6	<font color='#00ff00' size='12'>格挡：+{0}({1})</font><br><font color='#ffffff' size='12'>下一级：{2}</font>	<font color='#00ff00' size='12'>Блок: +{0}({1})</font><br><font color='#ffffff' size='12'>Следующий ур.: {2}</font>
WingPro7	<font color='#00ff00' size='12'>破挡：+{0}({1})</font><br><font color='#ffffff' size='12'>下一级：{2}</font>	<font color='#00ff00' size='12'>Пробой: +{0}({1})</font><br><font color='#ffffff' size='12'>Следующий ур.: {2}</font>
WinProMaxLv	<font color='#00ff00' size='12'>已顶级</font>	<font color='#00ff00' size='12'>Максимальный уровень достигнут.</font>
tarot001	占 卜	Астро
map1	[第一章,第二章]	[Глава 1, Глава 2]
mall1	优惠价:	Цена со скидкой:
mall2	购买总价：	Полная стоимость:
mall3	达到贵族{0}可购买	Доступно для VIP{0} и выше.
mall4	原价：{0}	Обычно: {0}
mall5	现价：{0}	Сейчас: {0}
mall6	剩余购买数量：{0}	Вы все еще можете купить: {0}
mall7	购买等级限制	Уровень, необходимый для покупки
mall8	购买VIP等级限制	VIP уровень, необходимый для покупки
mall9	剩余购买数量限制	Лимит покупок
mall10	购买时间限制	Лимит времени на покупку
mall11	无法连接至Q点支付平台，暂时无法处理这个订单，请刷新页面或者重新登录游戏后再试	Невозможно пополнить счет, пожалуйста, обновите страницу или заново войдите в игру для повторной попытки.
mall12	{0}天{1}小时{2}分钟	{0} д. {1} ч. {2} мин.
mall13	黄钻：{0}	Желтый алмаз
mall14	没有可购买的外观	Стиль недоступен.
mall15	请先勾选需购买的时装	Пожалуйста, сначала выберите стиль.
mall16	#C(#E87D22)您确定要花费#C(#00FF00){0}#n神石赠送#C(#00FF00){1}#n个#C(#00FF00){2}#n给#C(#00FF00){3}#n吗？#n	#C(#E87D22) Вы уверены, что хотите потратить #C(#00FF00){0}#n баленов, чтобы послать #C(#00FF00){1}#n шт. #C(#00FF00){2}#n (кому) #C(#00FF00){3}#n? #n
mall17	请先输入赠送数量	Пожалуйста, сначала введите кол-во подарков
mall18	请选择好友	Пожалуйста, выберите друга
tarot002	【占卜令数量：<font color='#66FF00'>{0}</font>】	【Астральный знак: <font color='#66FF00'>{0}</font>】
denglu1	今日剩余领奖次数:{0}	Попыток: {0}
PropertyEnum1ZiTi	Fighting_SX_SM	Fighting_SX_SM
PropertyEnum2ZiTi	Fighting_SX_GS	Fighting_SX_GS
PropertyEnum3ZiTi	Fighting_SX_NQ	Fighting_SX_NQ
PropertyEnum4ZiTi	Fighting_SX_WG	Fighting_SX_WG
PropertyEnum5ZiTi	Fighting_SX_WF	Fighting_SX_WF
PropertyEnum6ZiTi	Fighting_SX_FG	Fighting_SX_FG
PropertyEnum7ZiTi	Fighting_SX_FF	Fighting_SX_FF
PropertyEnum8ZiTi	Fighting_SX_BJ	Fighting_SX_BJ
PropertyEnum9ZiTi	Fighting_SX_MB	Fighting_SX_MB
PropertyEnum10ZiTi	Fighting_SX_PF	Fighting_SX_PF
PropertyEnum11ZiTi	Fighting_SX_MP	Fighting_SX_MP
PropertyEnum12ZiTi	Fighting_SX_GD	Fighting_SX_GD
PropertyEnum13ZiTi	Fighting_SX_PD	Fighting_SX_PG
PropertyEnum14ZiTi	Fighting_SX_ZS	Fighting_SX_ZS
PropertyEnum15ZiTi	Fighting_SX_MS	Fighting_SX_MS
ProPertyAdd	Fighting_SX_Jia	Fighting_SX_Jia
fwbl1	花费{0}神石进行1次宝轮	Потратить {0} баленов, чтобы вращать один раз
fwbl2	是否使用{0}神石开启宝轮1次？优先使用符文宝珠	Вы уверены, что хотите потратить {0} баленов, чтобы крутить колесо один раз? (Сначала используются драгоценные руны.)
fwbl3	花费2250神石进行50次宝轮	Потратить 9000 баленов, чтобы крутить 50 раз
fwbl4	是否是使用{0}神石和{1}个符文宝珠进行50次宝轮	Вы уверены, что хотите потратить {0} баленов и {1} драгоценных рун, чтобы крутить колесо 50 раз?
fwbl5	是否是使用2250神石50次宝轮	Вы уверены, что хотите потратить 9000 баленов, чтобы крутить колесо 50 раз?
fwbl6	是否是使用50个符文宝珠进行50次宝轮	Вы уверены, что хотите потратить 50 драгоценных рун, чтобы крутить колесо 50 раз?
fwbl7	#C(#00c0ff){0}#n#C(#fffadb)获得#C(#66FF00){1}#n种相同的符文，获得【#C(#66FF00){2}#n】倍奖励，#A(#K(xxx))#U#C(#00c0ff)奖励明细#n#n#n	#C(#00c0ff){0}#n#C(#fffadb) получил #C(#66FF00){1}#n рун одного вида и заработал 【#C(#66FF00){2}#n】-кратную награду,#A(#K(xxx))#U#C(#00c0ff)Награда#n#n#n
fwbl8	#C(#00c0ff){0}#n#C(#fffadb)进行了50次宝轮，获得#C(#66FF00)1#n倍奖励#C(#66FF00){1}#n次，#C(#66FF00)6#n倍奖励#C(#66FF00){2}#n次，#C(#66FF00)30#n倍奖励#C(#66FF00){3}#n次，#n#A(#K(xxx))#U#C(#00c0ff)奖励明细#n#n#n	#C(#00c0ff){0}#n#C(#fffadb) крутил 50 раз и получил #C(#66FF00)1#n-кратную награду #C(#66FF00){1}#n раз, #C(#66FF00)6#n-кратную награду #C(#66FF00){2}#n раз, #C(#66FF00)30#n-кратную награду #C(#66FF00){3}#n раз, #n#A(#K(xxx))#U#C(#00c0ff)Награда#n#n#n
fwbl9	符文宝珠不足	Не хватает драгоценных рун!
fwbl10	#C(#ffffff)#C(#00FF00){0}#n+{1}	#C(#ffffff)#C(#00FF00){0}#n+{1}
fwbl11	1、符文宝轮活动使用神石进行开启，每天第一次开启半价。每天24时重置。#H2、50次宝轮需要贵族4以上才可以使用。#H3、获得3个不同物品时，三个物品全部获得，每种1件。#H4、获得2个相同物品时，相同物品翻6倍，剩下物品获得1件。#H5、获得3个相同物品时，相同物品翻30倍。	1. Чтобы вращать колесо рун, надо потратить балены. #H Первое вращение колеса стоит вдвое меньше один раз за сутки.#H Рекорд по вращениям обнуляется ежедневно в 00:00.#H2.VIP 4 и выше имеют доступ к кнопке "Крутить 50 раз".#H3.Если после вращения у вас выпадут три разные руны,#H то в качестве награды вы получите по одной из них.#H4.Если у вас выпадут 2 одинаковые руны, то в качестве награды получите 6 таких рун.#H5.Если выпадут 3 одинаковые руны, то в качестве награды получите 30 таких рун.
fwbl12	贵族等级4开启50次宝轮	Кнопка "Крутить 50 раз" доступна только VIP4 и выше.
zhujue	主角	Персонаж
fangyu	防御	Защита
gongji	攻击	Атака
fuzhu	辅助	Помощь
jchd1	活动时间截止	Ивент закончился.
jchd2	当前领先：	№1:
jchd3	永久	Постоянно
jchd4	活动时间：	Длительность:
jchd5	剩余时间：	Оставшееся время:
jchd6	贵族{0}可领取	Для VIP {0}.
jchd7	{0}年{1}月{2}日	{1}.{2}.{0} в
jchd8	剩余：	Осталось:
jchd9	限时{0}天	Длительность {0} дней
jchd10	已合服第{0}天	Прошло {0} дней с момента объединения серверов.
jchd11	领取	Принять
jchd12	已过期	Срок истек
zxhd1	当前增加了临时经验值<font color='#00FF00'>{0}</font>点，临时经验值在<font color='#FF0000'>{1}</font>后消失。	На данный момент прибавилось <font color='#00FF00'>{0}</font> временных очков опыта, временные очки опыта исчезнут через <font color='#FF0000'>{1}</font>
zxhd2	当前坐骑：{0}阶{1}星{2}	Текущий маунт: {0} ур. {1} звезд {2}
zxhd3	{0}<font color='#00FF00'>(+{1})</font>/{2}({3}%)	{0}<font color='#00FF00'>(+{1})</font>/{2}({3}%)
zxhd4	当前拥有坐骑最低品质：{0}	Минимальное качество имеющегося маунта: {0}
zxhd5	当前临时进化石<font color='#00FF00'>{0}</font>个，临时进化石在<font color='#FF0000'>{1}</font>后消失。	Текущих временных кристаллов улучшения <font color='#00FF00'>{0}</font> шт., временные кристаллы улучшения исчезнут через <font color='#FF0000'>{1}</font>
zxhd6	当前临时属性将会在<font color='#FF0000'>{0}</font>后消失。	Текущие временные характеристики исчезнут через <font color='#FF0000'>{0}</font>
zxhd7	{0}<font color='#00FF00'>(+{1})</font>/{2}	{0}<font color='#00FF00'>(+{1})</font>/{2}
zxhd8	{0}+{1}  	{0}+{1}
zxhd9	{0}星宠物：	{0} звезд. Питомец:
zxhd10	#C(#FF0000)当前拥有宠物临时值：#H#n	#C(#FF0000) Текущие временные очки питомца: #H#n
zxhd11	#C(#FF0000)活动规则：#n#H1、活动期间，根据玩家#C(#00FF00)当前拥有宠物星数#n返还超级圣果奖励。#H2、使用超级圣果增加当前拥有#C(#00FF00)对应星级所有宠物#n的临时属性值。#H3、活动期间，宠物属性条培养满时，临时属性值则会转化为永久属性值。#H4、临时属性值未成功转化时，则会在当天#C(#00FF00)0点清空#n。#H#H	#C(#FF0000)Правила ивента: #n#H1. В ходе ивента, на основании уровня звезд #C(#00FF00) нынешнего питомца #n возвращаются награды в виде супер свистка.#H2. Использовать супер свисток для увеличения временных очков характеристики #C(#00FF00) питомцев с соответсвующим уровнем звезд #n #H3. В ходе ивента, когда рост характеристик питомца отвечает условиям, временные очки характеристики могут стать постоянными. #H4. Если временные очки характеристик не удалось преобразовать, то они исчезают #C(#00FF00) в 00:00 часов того же дня#n.#H#H
zxhd12	#C(#FF0000)注意事项：#n#H1、临时属性值#C(#00FF00)不增加战力#n。#H2、临时属性值和永久属性值#C(#00FF00)总和#n不超过最大值。#H3、临时属性值只对#C(#00FF00)当前星级#n有效，不累积到下一星级。#H4、当前拥有#C(#00FF00)多个相同的星级#n的宠物时，若其中一只宠物的某一条临时属性已转化成永久属性值，则会清除其他宠物该条属性的临时值。	#C(#FF0000)Особые указания: #n#H1. Временные очки характеристик #C(#00FF00) не повышают боевой рейтинг#n #H2. Временные очки характеристики и постоянные #C(#00FF00)в совокупности #n не превышают максимального значения#H3. Временные очки характеристик эффективны только для #C(#00FF00) текущего ур. звезд#n , не накапливаются до следующего. #H4. Когда вы имеете #C(#00FF00) несколько питомцев с одинаковым уровнем звезд #n если все временные характеристики одного из них, стали постоянными очками характеристик, то могут очиститься временные очки данной характеристики у других питомцем.
zxhd13	#C(#FF0000)活动规则：#n#H1、活动期间，根据玩家当前#C(#00FF00)坐骑最低品质#n返还#C(#00FF00)坐骑进化石（临时）#n奖励。#H2、#C(#00FF00)坐骑进化石（临时）#n可与坐骑进化石一同使用，提升坐骑品质。#H3、优先消耗#C(#00FF00)坐骑进化石（临时）#n。	#C(#FF0000)Правила ивента: #n#H1. В ходе ивента, на основании минимального качества нынешнего #C(#00FF00)маунта игрока #n возвращаются награды #C(#00FF00)в виде кристалла улучшения маунта (временный) #n #H2. #C(#00FF00)кристалл улучшения маунта (временный)#n можно использовать вместе с кристаллом улучшения маунта, повысить качество маунта.#H3. В первую очередь затратьте #C(#00FF00) кристалл улучшения маунта (временный)#n.
zxhd14	#C(#FF0000)活动规则：#n#H1、活动期间，根据玩家当前#C(#00FF00)最高级星灵等级#n返还临时祝福值奖励。#H2、临时祝福值未成功转化时，则会在#C(#00FF00)24小时后清空#n。	#C(#FF0000)Правила ивента: #n#H1. В ходе ивента, на основании самого максимального уровня богини #C(#00FF00) игрока #n возвращаются награды в виде временных очков желаний.#H2. Если временные очки желаний не удалось преобразовать, то они исчезнут #C(#00FF00) через 24 часа#n.
zxhd15	#C(#FF0000)活动规则：#n#H1、活动期间，根据玩家当前#C(#00FF00)已激羽翼中等级最低的羽翼#n返还#C(#00FF00)羽翼经验石#n奖励。#H2、使用羽翼经验石增加当前#C(#00FF00)所有羽翼#n临时经验值。#H3、活动期间，羽翼培养满时，临时经验值则会转化为永久经验值。#H4、临时经验值未成功转化时，则会在当天#C(#00FF00)0点清空#n。#H#H	#C(#FF0000)Правила ивента: #n#H1. В ходе ивента, на основании крыльев самого минимального уровня#C(#00FF00) среди уже ативированных крыльев игрока #n возвращаются награды #C(#00FF00) в виде кристаллов опыта крыльев #n. #H2. Используйте кристалл опыта крыльев, для увеличения временных очков опыта#C(#00FF00) всех крыльев#n #H3. В ходе ивента, когда рост (тренировка) крыльев отвечает условиям, временные очки опыта становятся постоянными. #H4. Если временные очки опыта не удалось преобразовать, то они исчезают #C(#00FF00)в 00:00 часов того же дня#n.#H#H
zxhd16	#C(#FF0000)注意事项：#n#H1、临时经验值只对#C(#00FF00)当前等级#n有效，不累积到下一级。#H2、若其中一个羽翼的临时经验已转化成永久经验值，则会清除其他羽翼的临时值。	#C(#FF0000)Особые указания: #n#H1. Временные очки опыта эффективны только для #C(#00FF00) текущего уровня#n не накапливаются до следующего.#H2. Если временный опыт одних крыльев стал постоянным, то могут очиститься временные очки других крыльев.
zxhd17	#C(#FF0000)活动规则：#n#H1、活动期间，根据玩家当前#C(#00FF00)已激神龙中品质最低的神龙#n返还#C(#00FF00)神龙进化石#n奖励。#H2、神龙进化石分为：初级神龙进化石、中级神龙进化石、高级神龙进化石、顶级神龙进化石。#H3、使用神龙进化石增加当前#C(#00FF00)所有同一品质神龙的#n临时祝福值。#H4、当前品质的临时祝福值未成功转化时，则会在当天#C(#00FF00)0点清空#n。#H#H	#C(#FF0000)Правила ивента: #n#H1. В ходе ивента, основываясь на драконе с самым низким качеством среди текущих, уже активированных игроком #C(#00FF00)драконах#n возвращаются награды в виде #C(#00FF00) кристаллов прогресса (роста) дракона #n. #H2. Кристаллы прогресса (роста) дракона подразделяются на: кристалл прогресса (роста) дракона начального уровня, кристалл прогресса (роста) дракона среднего уровня, кристалл прогресса (роста) дракона высокого уровня, кристалл прогресса (роста) дракона наивысшего уровня. #H3. Использование кристалл прогресса (роста) дракона увеличивает временные желания текущих #C(#00FF00) драконов с одинаковым качеством #n. #H4. Если временные желания текущего качества не были успешно изменены, то в тот же день #C(#00FF00)0 очков, могут очиститься #n。#H#H
zxhd18	#C(#FF0000)注意事项：#n#H1、临时祝福值只对#C(#00FF00)当前品质#n有效，不累积到下一品质。#H2、若其中一只#C(#00FF00)拥有临时祝福值的神龙#n成功进化，则会清除其他同一品质神龙的祝福值。	#C(#FF0000)Особые указания: #n#H1. Временные желания эффективны только для #C(#00FF00) текущего качества #n, не накапливаются до достижения следующего качества #H2. Если среди них есть #C(#00FF00) обладающий временными желаниями дракон #n, который успешно эволюционировал, то он может очистить временные желания других драконов с таким же качеством.
zxhd19	当前增加了临时祝福值<font color='#00FF00'>{0}</font>点，临时祝福值在<font color='#FF0000'>{1}</font>后消失。	Текущиий прирост временных очков желаний составляет <font color='#00FF00'>{0}</font>, временные очки желаний исчезнут после <font color='#FF0000'>{1}</font>.
jchdchongzhikuangren	30000	30000
ghfb1	第{0}关	{0} ур.
ghfb2	全部通关	Все уровни зачищены.
ghfb3	您当前的行动力为{0}#H是否使用{1}神石或魔晶购买1次行动力？	У вас сейчас {0} попыток#H. Вы уверены, что хотите потратить {1} баленов или сапфиров, чтобы купить 1 попытку?
ghfb4	购买次数不足	Вы купили максимальное количество!
ghfb5	今日已没有剩余的购买次数了。	Вы купили максимальное количество попыток.
ghfb6	悬浮信息	Информация
ghfb7	仅允许与同公会的成员组队。	Объединение в команду возможно только с членами вашей гильдии.
ghfb8	你的队伍已解散。	Ваша команда расформирована.
ghfb9	发出邀请成功。	Приглашение отправлено!
ghfb10	【{0}】邀请你加入TA的队伍#H所在场景：{1}	【{0}】 пригласил вас в свою команду. #HВаше местоположение: {1}
ghfb11	队伍已满，无法加入	Команда полна, невозможно присоединиться.
ghfb12	队伍已开始战斗	Команда в бою.
ghfb13	队伍不存在。	Команды не существует.
ghfb14	加入队伍成功。	Вы успешно присоединились к команде.
ghfb15	退出队伍成功	Вы ушли из команды.
ghfb16	已发出申请队长	Выслана заявка на смену лидера команды.
ghfb17	已有替换队长的请求。	Запрос на смену лидера.
ghfb18	【{0}】申请成为队长	【{0}】 хочет стать лидером команды.
ghfb19	转让成功。	Лидер успешно назначен.
ghfb20	必须组队才能挑战副本BOSS。	Объединитесь в команду, чтобы бросить вызов боссу.
ghfb21	该副本BOSS尚未解锁，请先占领前一个副本BOSS关卡。	Босс не разблокирован. Пожалуйста, сначала одолейте предыдущего босса.
ghfb22	只有队长才能开始挑战	Только лидер может решить, когда идти в атаку.
ghfb23	加入公会后可进入该玩法	Вы сможете поучаствовать в ивенте, если вступите в гильдию.
ghfb24	1、战斗胜利则消耗1次行动力并且增加对应的副本BOSS关卡占领进度1点。#H2、当行动力为0时，战斗胜利不增加副本关卡占领进度，也无法获得奖励。#H3、提升贵族等级可额外购买更多的行动力。	1. Победа в битве засчитается как 1 попытка и добавит 1 очко к прогрессу завоевания соответствующего подземелья босса. #H2. Когда попыток не останется, победа в бою не дает никаких очков и наград. #H3. Повысьте уровень VIP, чтобы иметь больше попыток.
ghfb25	1、 不消耗行动力#H勾选后，即使战斗胜利也不会扣除玩家的行动力，同时也无法获得奖励和增加BOSS的占领度。#H战斗失败也不扣除行动力。该设置仅对自己生效。#H2、 行动力为0时自动购买#H默认勾选此项，勾选后当行动力为0时自动提示玩家购买。#H若玩家没有剩余的购买次数则不再提示。	1. Не использовать попытки #H Если эта опция выбрана, то при победе попытки не будут вычитаться, но при этом вы не будете получать награду за победу и не добавите очков прогресса завоевания.#H Ваши попытки не будут уменьшаться, когда вы проиграете битву. #H2. Купить попытки автоматически, когда их уже не осталось. #H Галочка по умолчанию. Если вы поставите галочку, система будет напоминать вам, что нужно купить попытки, когда их не останется. #H Если у игрока не осталось времени на покупку, оповещения не будет.
ghfb26	点击向队长发出申请队长请求，若队长60秒内没有选择同意或者拒绝则自动同意。	Нажмите, чтобы отправить заявку на смену лидера команды. Если лидер команды не подтвердит вашу заявку или откажется, то это будет расценено как подтверждение.
ghfb27	该关卡占领度:{0}/{1}(占领度满额外解除障碍)	Прогресс завоевания: {0}/{1} (Следующий уровень разблокируется, когда прогресс завоевания будет на максимуме)
OtherRolePanelTip1	未获得坐骑加成属性	Вы не получили прироста параметра для маунта.
OtherRolePanelTip2	{0}  {1}阶 {2}星 #H物攻：+{3}#H法攻：+{4}#H生命：+{5}	{0} {1}ур. {2}зв. #H Физ.а.: +{3}#H Маг.а.: +{4}#H Хп: +{5}
OtherRolePanelTip3	未获得宝石加成	Вы еще не получили бонуса гема.
OtherRolePanelTip4	宝石封印等级：{0}	Уровень духовной гравировки гема: {0}
OtherRolePanelTip5	未获得占卜光环加成	Вы еще не получили бонуса астро.
OtherRolePanelTip6	占卜光环等级:{0}	Уровень духовной гравировки астро: {0}
OtherRolePanelTip7	未获得符文加成	Вы еще не получили бонуса руны.
OtherRolePanelTip8	符文封印等级:{0}	Уровень духовной гравировки руны: {0}
OtherRolePanelTip9	未获得翅膀加成属性	Вы еще не получили бонуса крыльев.
OtherRolePanelTip10	等级：	Уровень:
OtherRolePanelTip11	未进行宠物附灵	Отсутствует
OtherRolePanelTip12	宠物附灵属性：#H{0}	Параметр обучения питомца: #H{0}
OtherRolePanelTip13	未激活婚戒	свадебное кольцо не активировано.
OtherRolePanelTip14	未装备天赋卡	Нет
OtherRolePanelTip15	宝石等级总和：{0}	Уровень гемов: {0}
ryzz1	你攻击了{0}，你获胜了，获得了{1}点积分	Вы атаковали {0} и победили. Вы получаете {1} очков.
ryzz2	你攻击了{0}，你战败了，获得{1}积分	Вы атаковали {0} и проиграли. Вы получаете {1} очков.
ryzz3	{0}攻击了你，你获胜了，获得了{1}点积分	{0} атаковал вас, и вы победили. Вы получаете {1} очков.
ryzz4	{0}攻击了你，你战败了，获得了{1}积分	{0} атаковал вас, и вы проиграли. Вы получаете {1} очков.
ryzz5	{0}级开启荣耀之战	Поле боя разблокируется на {0} уровне.
ryzz6	1、#C(#00FF00)世界等级＜80且服务器开服时间≤30天时，荣耀之战每日定时开启；世界等级≥80且服务器开服时间>30天时，每周二、周五的荣耀之战将替换为跨服圣域争霸#n#H2、击败的玩家战斗力越高可获得的积分也越高#H3、连续击杀玩家还会有特别加成#H4、获得的积分越高奖励也会越高	1. Игрок может получить очки, атакуя игроков иной фракции. #H2. Чем выше боевой рейтинг игрока, которого вы победили, относительно вашего рейтинга, тем больше очков вы получите. #H3. Беспроигрышная серия побед над игроками даст специальные награды.#H4. Чем больше очков вы наберете, тем выше будет награда.
ryzz7	#H5、积分排名前10还会获得特别奖励#H6、战胜BOSS也会获得特别积分奖励#H7、击杀BOSS后，同阵营玩家攻击该BOSS，可以获得增伤及免伤的加成#H8、服务器开启圣域争霸活动时，荣耀之战不开启	#H5. Топ-10 игроков по очкам рейтинга также получат специальные награды. #H6. Топ-10 по общему количеству очков получат специальные награды. #H7. Одолевшие босса также получат призы и дополнительные очки. #H8. После того как один игрок одолеет босса, другие игроки получают бонус к наносимому и получаемому урону в битве с боссом.
ryzz8	{0}积分	{0} очков
ryzz9	无	Нет
ryzz10	荣耀之战积分：+{0}	Очки поля боя: +{0}
ryzz11	点击“顶”可提升该玩家对抗魔兽将领的实力，一个玩家在一次活动中只可以使用一次“顶”哦	Вдохновить игрока, чтобы дать ему бонус при сражении с боссом. Каждый игрок может нажать "Вдохновить" только один раз за время ивента.
ryzz12	你正在战斗冷却时间中，请稍后再进行挑战	Вызов не восстановился. Пожалуйста, попробуйте позже!
cjpm1	#C(#FFFFFF)活动开启时间内，达到指定等级的玩家均可获得奖励一份。活动结束时，#H主角#C(#00FF00)44级以上#n且等级排名第一的玩家将额外获得丰厚大奖一份！#n	#C(#FFFFFF)Во время ивента игроки, достигшие указанного уровня, получат награду. После окончания ивента первые игроки, чей персонаж #C(#00FF00) достигнет 44 уровняе#n, получат бонус!#n
cjpm2	#C(#66FF00)#U#A(#K(OPEN_ACTIVITY,1))更多奖励尽在疯狂冲级#n#n#n	#C(#66FF00)#U#A(#K(OPEN_ACTIVITY,1))Вас ждет множество наград за повышение уровня.#n#n#n
buff2	您的等级低于世界等级，获得经验额外加成{0}	Ваш уровень ниже, чем средний уровень топ-20, поэтому воспользуйтесь усилением опыта {0}.
learnSkillTip1	单体技能，使用后可以增加怒气	Атакует случайную цель. Накапливает ярость.
learnSkillTip2	攻击两次敌方单体目标，使用需消耗怒气	Атакует две случайные цели в переднем ряду или одну цель дважды. Расходует ярость.
learnSkillTip3	单体必杀技，需消耗大量怒气	Уникальный навык. Атакует случайную цель. Расходует большое количество ярости.
learnSkillTip11	单体技能，使用后可以增加怒气	Атакует случайную цель. Накапливает ярость.
learnSkillTip12	攻击两次敌方单体目标，使用需消耗怒气	Атакует две случайные цели в переднем ряду или одну цель дважды. Расходует ярость.
learnSkillTip13	单体必杀技，需消耗大量怒气	Уникальный навык. Атакует случайную цель. Расходует большое количество гнева.
luckWheel001	【<font color='#66FF00'>{0}</font>】 在奖池中获得<font color='#66FF00'>{1}</font>神石奖励	【<font color='#66FF00'>{0}</font>】Получил(а) <font color='#66FF00'>{1}</font> баленов.
tarot003	吞噬成功	Успешно поглощено!
luckWheel002	成为贵族成员开启	Доступно для VIP-игроков.
jjc001	英雄竞技积分：+{0}	Очки арены: +{0}
jingbi001	金币：+{0}	Золото: +{0}
mojing001	魔晶：+{0}	Сапфиры: +{0}
jingyan001	经验：+{0}	Опыт: +{0}
chengzhujifen001	城主轮值显示积分：+{0}	Очки битвы гильдий: +{0}
arena002	英雄竞技信息	Информация по арене
arena003	神石不足，请前往购买神石	Не хватает баленов. Пожалуйста, пополните счет.
msrq2	等级不足！	Ваш уровень слишком мал!
msrq3	基础奖励：{0}金币	Основная награда: {0} золота
msrq4	剩余领奖次数:{0}	Оставшееся время для счастливого жребия:{0}
msrq5	恭喜你获得：金币+{0}	Поздравляем! Вы получили: +{0} золота.
msrq6	领奖次数已用完	Вы использовали все счастливые жребии
msrq7	回城({0})	Обратно ({0})
shengji2	神石：{0}	Балены: {0}
jinbi2	金币：{0}	Золото: {0}
mojing2	魔晶：{0}	Сапфиры: {0}
wan2	{0}万	{0}0к
msrq8	全场共击杀{0}个魔兽	Убито {0} монстров.
msrq9	未上榜	Не в списке
msrq10	第{0}名	№{0}
tarot004	价格：{0}	Цена: {0}
tarot005	英雄没有出阵不能装备命魂	Экипировать астралы могут только рекруты группы.
tarot006	该命魂不可装备	Этот астрал нельзя вставить в персонажа или героев.
tarot007	占卜强化石：{0}	Кристалл гравировки астрала: {0}
tarot008	等级：{0}	Уровень: {0}
tarot009	生命：{0}	Хп: {0}
tarot10	速度：{0}	Скорость: {0}
tarot11	将获取{0}经验	получит {0} опыта.
tarot12	该命魂不可以锁定	Этот астрал нельзя заблокировать.
tarot13	没有可合成的命魂	Нет подходящих астралов!
tarot14	命力+{0}	Астральные очки +{0}
tarot15	等级不足	Требуемый уровень не достигнут.
tarot16	锁定命魂，不被出售和合成	Заблокируйте астрал, чтобы избежать его продажи или синтеза.
tarot17	命力：{0}	Астральные очки: {0}
tarot18	将获取{0}金币	Получено {0} золота.
tarot19	将获取{0}命力	Получено {0} астральных очков.
dhsd001	梦幻森林	Сказочный лес
dhsd002	圣辉城	Великолепный город
dhsd003	龙骑神殿	Драконий храм
dhsd004	精灵大陆	Лес эльфов
dhsd005	亡灵圣域	Царство нежити
dhsd006	镜·梦幻森林	Зеркальный сказочный лес
csm	等级不够，达不到传送条件！	Требуемый уровень не достигнут, невозможно телепортироваться!
djsy1	等级不足，无法使用	Требуемый уровень не достигнут.
fb001	<font color='{0}'>{1}</font><font color='#66FF00'>/2</font>	<font color='{0}'>{1}</font><font color='#66FF00'>/2</font>
yiguoqi	过期	Срок истек.
yiguoqi2	道具已过期	Срок действия предмета истек.
herothitem	25676,25677,25678,25679,25680,26122,26123,25713,25714,25715,25716,25717,25718,25719,26121,28217,28218,28219,28220,28221,28222,28223,28224	25676,25677,25678,25679,25680,26122,26123,25713,25714,25715,25716,25717,25718,25719,26121,28217,28218,28219,28220,28221,28222,28223,28224
herothitem01	28225,28226,28227,28228,28229,28230,28231,28232	28225,28226,28227,28228,28229,28230,28231,28232
jjc002	加速将消耗{0}神石或魔晶，是否加速？	Сброс Кд будет стоить {0} баленов или сапфиров. Вы уверены, что хотите это сделать?
jjc003	声望:{0}<br/>金币:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='#FFFF00'>{5}</font>	Престиж: {0}<br/> Золото: {1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='#FFFF00'>{5}</font>
