messageId	desc	FTdesc
yiqiuchengming2	#C(#66FF00)#U#A(#K(OPEN_ACTIVITY,51))获得布拉祖卡#n#n#n	#C(#66FF00)#U#A(#K(OPEN_ACTIVITY,51))獲得布拉祖卡#n#n#n
yiqiuchengming3	<font color='#FFFF00'>当前拥有<font color='#EE2C2C'>{0}</font>个布拉祖卡</font>	<font color='#FFFF00'>當前擁有<font color='#EE2C2C'>{0}</font>個布拉祖卡</font>
yiqiuchengming4	<font color='#FFFF00'>需要消耗<font color='#EE2C2C'>{0}</font>个布拉祖卡能进球</font>	<font color='#FFFF00'>需要消耗<font color='#EE2C2C'>{0}</font>個布拉祖卡能進球</font>
yiqiuchengming5	<font color='#FFFF99'>再进<font color='#76EE00'>{0}</font>个球可喝彩</font>	<font color='#FFFF99'>再進<font color='#76EE00'>{0}</font>個球可喝彩</font>
yiqiuchengming6	倒计时：{0}	倒計時：{0}
yiqiuchengming7	<font color='#FFFF99'>今日剩余喝彩<font color='#76EE00'>{0}</font>次</font>	<font color='#FFFF99'>今日剩餘喝彩<font color='#76EE00'>{0}</font>次</font>
yiqiuchengming8	该活动已结束，请等待下一次一球成名的到来吧！	該活動已結束，請等待下一次一球成名的到來吧！
zdfb1	您尚未开启下一个章节	您尚未開啟下一個章節
zdfb2	消耗{0}魔晶或神石购买1次组队副本收益次数，当前剩余可购买{1}次	消耗{0}魔晶或神石購買1次組隊副本收益次數，當前剩餘可購買{1}次
zdfb3	今日没有可以购买的次数了，提升贵族等级可以提升每日购买次数。	今日沒有可以購買的次數了，提升貴族等級可以提升每日購買次數。
zdfb4	1、组队副本需3人组队且队伍中同时有攻击英雄，辅助英雄及防御英雄存在时才能进入战斗。#H 2、队长和队员在房间中均可以继续更换自身的职业从而帮助玩家更为便捷的开始组队副本。#H 3、所有队员进入准备状态后，队长才可以点击开始。	1、組隊副本需3人組隊且隊伍中同時有攻擊英雄，輔助英雄及防禦英雄存在時才能進入戰鬥。#H 2、隊長和隊員在房間中均可以繼續更換自身的職業從而幫助玩家更為便捷的開始組隊副本。#H 3、所有隊員進入準備狀態後，隊長才可以點擊開始。
zdfb5	【{0}】邀请你加入TA创建的队伍	【{0}】邀請你加入TA創建的隊伍
zdfb6	剩余收益次数	剩餘收益次數
zdfb7	队伍号	隊伍號
zdfb8	队伍人数	隊伍人數
zdfb9	勾选后开启无奖励模式，#H不消耗次数，也不会获得任何奖励。#H用于帮助队友通关组队副本	勾選後開啟無獎勵模式，#H不消耗次數，也不會獲得任何獎勵。#H用於幫助隊友通關組隊副本
zdfb10	队长或队员点此可发送组队要求到世界频道	隊長或隊員點此可發送組隊要求到世界頻道
zdfb11	队长或队员点此可打开邀请好友面板	隊長或隊員點此可打開邀請好友面板
zdfb12	 确定要将该玩家请离队伍吗？	 確定要將該玩家請離隊伍嗎？
tjzs	推荐指数	推薦指數
zdlpf	等级不足，系统尚未开放	等級不足，系統尚未開放
djdlb001	剩余购买次数：{0}	剩餘購買次數：{0}
fund001	需充值<font color='#00EE00'>{0}</font>神石	需儲值<font color='#00EE00'>{0}</font>神石
fund002	该活动已结束，请尽快领取您的神石	該活動已結束，請儘快領取您的神石
fund003	已累计充值：{0}神石	已累計儲值：{0}神石
fund004	本金：{0}神石	本金：{0}神石
fund005	利息：{0}神石	利息：{0}神石
fund006	已存{0}天	已存{0}天
fund007	利息{0}神石	利息{0}神石
fund008	共可获得#C(#00EE00){0}#n神石	共可獲得#C(#00EE00){0}#n神石
fund009	不在活动时间内	不在活動時間內
fund010	是否花费{0}神石投资（活动期间只能进行1次投资，请慎重选择）	是否花費{0}神石投資（活動期間只能進行1次投資，請慎重選擇）
fund011	未达成条件	未達成條件
fund012	活动期间只能存取一次，是否确定提取<font color='#00EE00'>{0}</font>神石？	活動期間只能存取一次，是否確定提取<font color='#00EE00'>{0}</font>神石？
fund013	1、活动期间内只能进行一次存取操作。#H2、每档储蓄金额需要活动开启时间内累计达到充值数量才可开启。#H3、存储天数达到需满足要求时才进行对应利息计算，领取时按照以满足最大条件计算利息。#H4、不满足第一档利息时间时，领取时只能领取本金。#H5、活动结束后未进行领取奖励的玩家，将通过邮件形式发放所有神石奖励。#H6、存储后第一天不可领取。	1、活動期間內只能進行一次存取操作。#H2、每檔儲蓄金額需要活動開啟時間內累計達到儲值數量才可開啟。#H3、存儲天數達到需滿足要求時才進行對應利息計算，領取時按照以滿足最大條件計算利息。#H4、不滿足第一檔利息時間時，領取時只能領取本金。#H5、活動結束後未進行領取獎勵的玩家，將通過郵件形式發放所有神石獎勵。#H6、存儲後第一天不可領取。
lz1	#C(#00EE00)蓝钻特权#n#H蓝钻用户享受以下特权：#H1、  蓝钻每日礼包#H2、  蓝钻新手礼包#H3、  蓝钻成长礼包#H4、  商城独享八折优惠	#C(#00EE00)藍鑽特權#n#H藍鑽用戶享受以下特權：#H1、  藍鑽每日禮包#H2、  藍鑽新手禮包#H3、  藍鑽成長禮包#H4、  商城獨享八折優惠
lz2	更多蓝钻特权，请关注蓝钻官网>>	更多藍鑽特權，請關注藍鑽官網>>
lz3	您的3366成长等级是：#C(#EE7600)LV{0}#n	您的3366成長等級是：#C(#EE7600)LV{0}#n
lz4	#C(#00EE00)蓝钻特权#n#H当前蓝钻贵族为#C(#00EE00)LV{0}#n，享受以下特权：#H1、  蓝钻每日礼包#H2、  蓝钻新手礼包#H3、  蓝钻成长礼包#H4、  商城独享八折优惠	#C(#00EE00)藍鑽特權#n#H當前藍鑽貴族為#C(#00EE00)LV{0}#n，享受以下特權：#H1、  藍鑽每日禮包#H2、  藍鑽新手禮包#H3、  藍鑽成長禮包#H4、  商城獨享八折優惠
xingyubaodian1	确定要花费{0}神石购买行动力吗？ 	確定要花費{0}神石購買行動力嗎？
xingyubaodian2	神石不足	神石不足
xingyubaodian3	今日已没有剩余的行动力购买次数了。	今日已沒有剩餘的行動力購買次數了。
xingyubaodian4	剩余购买次数：{0}#H本次购买需花费：{1}神石	剩餘購買次數：{0}#H本次購買需花費：{1}神石
xingyubaodian5	{0}级开启	{0}級開啟
xingyubaodian6	你的等级不足{0}级，无法挑战此魔域。	你的等級不足{0}級，無法挑戰此魔域。
xingyubaodian7	行动力不足。	行動力不足。
xingyubaodian8	本魔域关卡已全部通关，请选择挑战其他魔域吧。	本魔域關卡已全部通關，請選擇挑戰其他魔域吧。
xingyubaodian9	你当前就处在最高的进度，不能使用一键挑战。	你當前就處在最高的進度，不能使用一鍵挑戰。
xingyubaodian10	一键挑战获得：{0}{1} 。	一鍵挑戰獲得：{0}{1} 。
xingyubaodian11	当前已是本魔域第1关，无需重置。	當前已是本魔域第1關，無需重置。
xingyubaodian12	重置后将清空当前挑战进度，若要再次挑战本魔域关卡，需消耗1点行动力，请慎重选择。	重置後將清空當前挑戰進度，若要再次挑戰本魔域關卡，需消耗1點行動力，請慎重選擇。
xingyubaodian13	当前行动力:{0}	當前行動力:{0}
xingyubaodian14	最高历史记录为第{0}关	最高歷史記錄為第{0}關
xingyubaodian15	第{0}关	第{0}關
xingyubaodian16	尚未挑战	尚未挑戰
dropss1	拿出<font color='#00EE00'>{0}</font>充值神石，接受神灵恩泽变出更多神石！	拿出<font color='#00EE00'>{0}</font>儲值神石，接受神靈恩澤變出更多神石！
dropss2	至少获得<font color='#00EE00'>{0}</font>奖励神石，更有机会暴击再得<font color='#00EE00'>{1}</font>奖励神石	至少獲得<font color='#00EE00'>{0}</font>獎勵神石，更有機會暴擊再得<font color='#00EE00'>{1}</font>獎勵神石
dropss3	您已完成了所有档次奖项	您已完成了所有檔次獎項
dropss4	1、每次投入指定数量的充值神石，会在对应范围内返还玩家奖励神石；#H2、充值神石不足无法参与；#H3、每个档次的奖项只能参与一次；#H4、玩法开启后持续至所有档次奖项完成，然后该玩法结束。	1、每次投入指定數量的儲值神石，會在對應範圍內返還玩家獎勵神石；#H2、儲值神石不足無法參與；#H3、每個檔次的獎項只能參與一次；#H4、玩法開啟後持續至所有檔次獎項完成，然後該玩法結束。
dropss5	充值神石不足	儲值神石不足
dropss6	充值神石：#C(#FFff37){0}#n#HQ点商城购买的神石，可用于神石转转乐	储值神石：#C(#FFff37){0}#n#HQ點商城購買的神石，可用于神石轉轉樂
dropss7	奖励神石：#C(#FFff37){0}#n#H其他途径获得神石，无法用于神石转转乐	獎勵神石：#C(#FFff37){0}#n#H其他途徑獲得神石，無法用於神石轉轉樂
propsType13	圣器	聖器
buf_1	生命加成	生命加成
buf_4	物攻加成	物攻加成
buf_6	法攻加成	法攻加成
sq001	{0}星	{0}星
sq002	极品	極品
sl1	#C(#00ff00)#U#A(#K(hqjy))[前往获取]#n#n	#C(#00ff00)#U#A(#K(hqjy))[前往獲取]#n#n
sl2	需要龙神到达{0}级	需要龍神到達{0}級
sl3	等级不足{0}，无法进化	等級不足{0}，無法進化
sl4	道具不足，无法进化	道具不足，無法進化
sl5	奖励技能点:	獎勵技能點:
sl6	前置条件未达成	前置條件未達成
sl7	#C(#00ff00)#U#A(#K(hqjy))[点击获取经验]#n#n	#C(#00ff00)#U#A(#K(hqjy))[點擊獲取經驗]#n#n
sl8	神龙等级：	神龍等級：
sl9	需要进化后才能继续升级	需要進化後才能繼續升級
sl10	再获得{0}点技能点数奖励PVP属性：	再獲得{0}點技能點數獎勵PVP屬性：
sl11	主动技能，只能在组队副本中生效。	主動技能，只能在組隊副本中生效。
sl12	被动技能，只能在组队副本战斗中生效。	被動技能，只能在組隊副本戰鬥中生效。
sl13	学习条件#H	學習條件#H
sl14	#C(#00ff00)需要神龙等级{0}	#C(#00ff00)需要神龍等級{0}
sl15	#C(#00ff00)需要{0}达到{1}级	#C(#00ff00)需要{0}達到{1}級
sl16	#C(#00ff00)需要技能点数{0}点	#C(#00ff00)需要技能點數{0}點
sl17	所选职业相同无法转职	所選職業相同無法轉職
sl18	这是您第{0}次转职，需要消耗{1}魔晶。	這是您第{0}次轉職，需要消耗{1}魔晶。
sl19	选择组队职业成功	選擇組隊職業成功
ld1	砸龙蛋获得：	砸龍蛋獲得：
ld2	您的金龙蛋数量不够,可在副本和英灵神殿玩法中获得	您的金龍蛋數量不夠,可在副本和英靈神殿玩法中獲得
ld3	是否使用{0}神石砸龙蛋	是否使用{0}神石砸龍蛋
ld4	是否消耗{0}金币砸龙蛋	是否消耗{0}金幣砸龍蛋
ld5	砸龙蛋成功，获得：{0}	砸龍蛋成功，獲得：{0}
ld6	个	個
ld7	您的银龙蛋数量不够,可在副本和英灵神殿玩法中获得	您的銀龍蛋數量不夠,可在副本和英靈神殿玩法中獲得
ld8	砸龙蛋活动尚未开始	砸龍蛋活動尚未開始
sq003	额外生成	額外生成
hallowsTips	圣器（L）	聖器（L）
shengqixf1	装备0-2个部件#H可激活圣器第一阶形象	裝備0-2個部件#H可啟動聖器第一階形象
shengqixf2	装备3-5个部件#H可激活圣器第二阶形象	裝備3-5個部件#H可啟動聖器第二階形象
shengqixf3	装备6个部件#H可激活圣器第三阶形象	裝備6個部件#H可啟動聖器第三階形象
hallows001	圣器附魔石：{0}个	聖器附魔石：{0}個
hallows002	附魔等级：{0}	附魔等級：{0}
hallows003	当前附魔加成{0}%	當前附魔加成{0}%
hallows004	已达顶级	已達頂級
hallows005	没有足够的圣器附魔石，无法附魔	沒有足夠的聖器附魔石，無法附魔
hallows006	请先选择要附魔的圣器	請先選擇要附魔的聖器
hallows007	{0}个	{0}個
hallows008	未放置圣器部件	未放置聖器部件
hallows009	请选择被继承的圣器部件！	請選擇被繼承的聖器部件！
hallows010	请选择继承的圣器部件！	請選擇繼承的聖器部件！
hallows011	请先选择被继承的圣器部件	請先選擇被繼承的聖器部件
hallows012	已放置圣器部件	已放置聖器部件
hallows013	没有足够的神石，无法洗练。	沒有足夠的神石，無法洗練。
hallows014	没有足够的洗练石，无法洗练。	沒有足夠的洗練石，無法洗練。
hallows015	新属性中有高级属性，确定要继续洗练吗？	新屬性中有高級屬性，確定要繼續洗練嗎？
hallows016	原属性中有高级属性，确定要保留新属性吗？	原屬性中有高級屬性，確定要保留新屬性嗎？
hallows017	等级不足	等級不足
hallows018	没有足够的神石，无法锁定	沒有足夠的神石，無法鎖定
hallows019	没有足够的洗练锁，无法锁定	沒有足夠的洗練鎖，無法鎖定
fb_030	当前副本挑战次数不足	當前副本挑戰次數不足
marry1	已达最高级	已達最高級
marry2	当前{0}：	當前{0}：
marry3	消耗#C(#fbfe00){0}*1#n进行#C(#fbfe00)1#n次锻造获得#C(#fbfe00){1}#n经验值#H有一定机会获得#C(#fbfe00)双倍#n经验	消耗#C(#fbfe00){0}*1#n進行#C(#fbfe00)1#n次鍛造獲得#C(#fbfe00){1}#n經驗值#H有一定機會獲得#C(#fbfe00)雙倍#n經驗
marry4	消耗#C(#fbfe00){0}*50#n进行#C(#fbfe00)50#n次锻造操作	消耗#C(#fbfe00){0}*50#n進行#C(#fbfe00)50#n次鍛造操作
marry5	{0}阶{1}星	{0}階{1}星
marry6	所有的属性都被锁定	所有的屬性都被鎖定
marry7	神石不足，无法精炼	神石不足，無法精煉
marry8	精炼石不足，无法精炼	精煉石不足，無法精煉
marry9	新属性中有极品属性，确定要继续精炼吗？	新屬性中有極品屬性，確定要繼續精煉嗎？
marry10	新属性中有高级属性，确定要继续精炼吗？	新屬性中有高級屬性，確定要繼續精煉嗎？
marry11	{0}{1}={2}神石	{0}{1}={2}神石
marry12	没有足够的神石，无法锁定	沒有足夠的神石，無法鎖定
marry13	没有足够的三生锁，无法锁定	沒有足夠的三生鎖，無法鎖定
marry14	（极品）	（極品）
marry15	（{0}星）	（{0}星）
marry16	请先提升婚戒等阶	請先提升婚戒等階
marry17	道具不足	道具不足
marry18	贵族4可使用	貴族4可使用
marry19	婚戒升阶成功	婚戒升階成功
marry20	主角{0}级可进阶	主角{0}級可進階
marry21	完成结婚后激活	完成結婚後啟動
marry22	已离婚，当前无法进行婚戒相关操作	已離婚，當前無法進行婚戒相關操作
marry23	等级{0}级可进阶	等級{0}級可進階
marry24	(婚戒{0}阶激活)	(婚戒{0}階啟動)
marry25	戒灵激活后额外生成{0}条属性	戒靈啟動後額外生成{0}條屬性
wed1	结婚玩法说明:#H1、男方可向等级36级以上的未婚女性好友发起求婚，女方可选择同意或拒绝#H2、女方同意求婚后，男方选择适当时间预约婚礼#H3、预约后双方无法继续进行求婚操作或接受其他玩家的求婚，若一方有意反悔，#H可前往圣辉城NPC神父处取消订婚#H4、婚礼开始后，新婚夫妻可邀请玩家前往参与#H5、婚礼时新婚夫妻可向参与的玩家发放礼盒，发放后，其他玩家点击宝箱可进行#H抢礼盒，每人每日最多可抢30次	結婚玩法說明:#H1、男方可向等級36級以上的未婚女性好友發起求婚，女方可選擇同意或拒絕#H2、女方同意求婚後，男方選擇適當時間預約婚禮#H3、預約後雙方無法繼續進行求婚操作或接受其他玩家的求婚，若一方有意反悔，#H可前往聖輝城NPC神父處取消訂婚#H4、婚禮開始後，新婚夫妻可邀請玩家前往參與#H5、婚禮時新婚夫妻可向參與的玩家發放禮盒，發放後，其他玩家點擊寶箱可進行#H搶禮盒，每人每日最多可搶30次
wed2	当前已是第一页	當前已是第一頁
wed3	当前已是最后页	當前已是最後頁
wed4	女孩子家要矜持，在家等着高富帅就是了	女孩子家要矜持，在家等著高富帥就是了
wed5	当前状态无法求婚，请先离婚或取消订婚	當前狀態無法求婚，請先離婚或取消訂婚
wed6	是否确定向美女<font color='#00EE00'>{0}</font>求婚。	是否確定向美女<font color='#00EE00'>{0}</font>求婚。
wed7	你已向美女<font color='#00EE00'><a href='event:'><u>{0}</u></a></font>发起求婚	你已向美女<font color='#00EE00'><a href='event:'><u>{0}</u></a></font>發起求婚
wed8	{0}年{1}月{2}日{3}:{4}	{0}年{1}月{2}日{3}:{4}
wed9	你收到帅哥<font color='#00EE00'><a href='event:'><u>{0}</u></a></font>的求婚	你收到帥哥<font color='#00EE00'><a href='event:'><u>{0}</u></a></font>的求婚
wed10	确定接受求婚？接受后将无法取消。	確定接受求婚？接受後將無法取消。
wed11	确定拒绝求婚？请认真对待，不要让自己抱憾终身哦	確定拒絕求婚？請認真對待，不要讓自己抱憾終身哦
wed12	有位帅哥#C(#00EE00){0}#n向你发起求婚。是否前往查看？	有位帥哥#C(#00EE00){0}#n向你發起求婚。是否前往查看？
wed13	<font color='#00EE00'>{0}</font>拒绝了你的求婚申请！	<font color='#00EE00'>{0}</font>拒絕了你的求婚申請！
wed14	<font color='#00EE00'>{0}</font>接受了你的求婚申请，你确定要与她预约婚礼吗？	<font color='#00EE00'>{0}</font>接受了你的求婚申請，你確定要與她預約婚禮嗎？
wed15	{0}:{1}-{2}:{3}	{0}:{1}-{2}:{3}
wed16	时间已过	時間已過
wed17	可预约	可預約
wed18	<font color='#FFFF00'>皇室专用</font>	<font color='#FFFF00'>皇室專用</font>
wed19	是否确定预约婚礼	是否確定預約婚禮
wed20	请选择婚期	請選擇婚期
wed21	该婚期仅皇室婚礼可选择	該婚期僅皇室婚禮可選擇
wed22	夫妻双方额外奖励：<font color='#00FF00'>{0}</font>	夫妻雙方額外獎勵：<font color='#00FF00'>{0}</font>
wed23	你还没有取消婚礼的资格	你還沒有取消婚禮的資格
wed24	你还没有离婚的资格	你還沒有離婚的資格
wed25	你已预约过时间，请按时参加婚礼！	你已預約過時間，請按時參加婚禮！
wed26	婚礼费用:{0}魔晶	婚禮費用:{0}魔晶
wed27	婚礼费用:{0}神石	婚禮費用:{0}神石
wed28	容纳人数:{0}人	容納人數:{0}人
wed29	婚礼道具:表白x{0},烟花x{1},礼盒x{2}	婚禮道具:表白x{0},煙花x{1},禮盒x{2}
wed30	{0}神石	{0}神石
wed31	请先加入公会	請先加入公會
wed32	是否花费{0}神石进行1次表白	是否花費{0}神石進行1次表白
wed33	是否花费{0}神石燃放1次烟花	是否花費{0}神石燃放1次煙花
wed34	是否确定发放结婚礼盒	是否確定發放結婚禮盒
wed35	内容为空，请大胆说出来	內容為空，請大膽說出來
wed36	含有非法字符	含有非法字元
wed37	冷却中，请稍后继续领取	冷卻中，請稍後繼續領取
wed38	是否使用#C(#FF33CC)新婚贺卡#n*1向新婚夫妻赠送贺礼	是否使用#C(#FF33CC)新婚賀卡#n*1向新婚夫妻贈送賀禮
wed39	是否花费{0}神石赠送新婚夫妇贺礼	是否花費{0}神石贈送新婚夫婦賀禮
wed40	是否花费{0}神石购买{1}个{2}	是否花費{0}神石購買{1}個{2}
wed41	是否确定取消婚约	是否確定取消婚約
wed42	是否确定花费{0}金币离婚，离婚后部分夫妻技能失效且今日无法进行求婚或被求婚	是否確定花費{0}金幣離婚，離婚後部分夫妻技能失效且今日無法進行求婚或被求婚
wed43	无	無
wed44	礼盒剩余数量:{0}	禮盒剩餘數量:{0}
wed45	美女<font color='#00EE00'>{0}</font>已接受了你的求婚	美女<font color='#00EE00'>{0}</font>已接受了你的求婚
wed46	<font color='#00FF00'><a href='event:'><u>请预约婚礼</u></a></font>	<font color='#00FF00'><a href='event:'><u>請預約婚禮</u></a></font>
wed47	你已经成功预约了{0}{1}	你已經成功預約了{0}{1}
wed48	<font color='#00FF00'><a href='event:'><u>请及时前往婚礼</u></a></font>	<font color='#00FF00'><a href='event:'><u>請及時前往婚禮</u></a></font>
wed49	普通婚礼	普通婚禮
wed50	贵族婚礼	貴族婚禮
wed51	皇室婚礼	皇室婚禮
wed52	你接受了<font color='#00EE00'>{0}</font>的求婚，对方正在预约婚礼中，请稍等。	你接受了<font color='#00EE00'>{0}</font>的求婚，對方正在預約婚禮中，請稍等。
wed53	你的未婚夫<font color='#00EE00'>{0}</font>已成功预约了{1}({2})。	你的未婚夫<font color='#00EE00'>{0}</font>已成功預約了{1}({2})。
wed54	你拒绝了<font color='#00EE00'>{0}</font>的求婚	你拒絕了<font color='#00EE00'>{0}</font>的求婚
wed55	你目前处于订婚状态无法再求婚，请先取消订婚！	你目前處於訂婚狀態無法再求婚，請先取消訂婚！
wed56	你目前处于预定婚礼状态无法再求婚，请先取消订婚！	你目前處於預訂婚禮狀態無法再求婚，請先取消訂婚！
wed57	你目前处于结婚状态无法再求婚，请先离婚！	你目前處於結婚狀態無法再求婚，請先離婚！
wed58	你目前处于婚礼阶段无法再求婚！	你目前處於婚禮階段無法再求婚！
wed59	你目前处于未婚状态无法预约婚礼！	你目前處於未婚狀態無法預約婚禮！
wed60	你目前处于结婚状态无法预约婚礼！	你目前處於結婚狀態無法預約婚禮！
wed61	你目前处于婚礼阶段无法预约婚礼！	你目前處於婚禮階段無法預約婚禮！
wed62	你目前处于未婚状态无法取消订婚！	你目前處於未婚狀態無法取消訂婚！
wed63	你目前处于结婚状态无法取消订婚！	你目前處於結婚狀態無法取消訂婚！
wed64	你目前处于婚礼阶段无法取消订婚！	你目前處於婚禮階段無法取消訂婚！
wed65	你目前处于未婚状态无法离婚！	你目前處於未婚狀態無法離婚！
wed66	你目前处于订婚状态无法离婚！	你目前處於訂婚狀態無法離婚！
wed67	你目前处于预定婚礼状态无法离婚！	你目前處於預訂婚禮狀態無法離婚！
wed68	你目前处于婚礼阶段无法离婚，请耐心等待婚礼结束后再离婚！	你目前處於婚禮階段無法離婚，請耐心等待婚禮結束後再離婚！
wed69	普通新婚大礼：#H1、完成婚礼后夫妻双方可获得普通新婚礼包，#H内含#C(#FF33CC)坐骑培养石#n*10#H2、激活夫妻技能天长地久(普通),#H全队成员生命+150，物攻+50，法攻+50	普通新婚大禮：#H1、完成婚禮後夫妻雙方可獲得普通新婚禮包，#H內含#C(#FF33CC)坐騎培養石#n*10#H2、啟動夫妻技能天長地久(普通),#H全隊成員生命+150，物攻+50，法攻+50
wed70	贵族新婚大礼：#H1、完成婚礼后夫妻双方可获得贵族新婚礼包，#H内含#C(#FF33CC)姻缘石#n*20，#C(#FF33CC)精炼石#n*5，#C(#FF33CC)坐骑培养石#n*10#H2、激活夫妻技能天长地久(贵族),#H全队成员生命+600，物攻+200，法攻+200	貴族新婚大禮：#H1、完成婚禮後夫妻雙方可獲得貴族新婚禮包，#H內含#C(#FF33CC)姻緣石#n*20，#C(#FF33CC)精煉石#n*5，#C(#FF33CC)坐騎培養石#n*10#H2、啟動夫妻技能天長地久(貴族),#H全隊成員生命+600，物攻+200，法攻+200
wed71	皇室新婚大礼：#H1、完成婚礼后夫妻双方可获得皇室新婚礼包，#H内含#C(#FF33CC)姻缘石#n*50，#C(#FF33CC)精炼石#n*10，#C(#FF33CC)坐骑培养石#n*10#H2、激活夫妻技能天长地久(皇室),#H全队成员生命+1500，物攻+500，法攻+500	皇室新婚大禮：#H1、完成婚禮後夫妻雙方可獲得皇室新婚禮包，#H內含#C(#FF33CC)姻緣石#n*50，#C(#FF33CC)精煉石#n*10，#C(#FF33CC)坐騎培養石#n*10#H2、啟動夫妻技能天長地久(皇室),#H全隊成員生命+1500，物攻+500，法攻+500
wed72	结婚礼盒已被抢光，请向新郎或新娘要！	結婚禮盒已被搶光，請向新郎或新娘要！
wed73	你的等级不足30，无法参加婚礼。	你的等級不足30，無法參加婚禮。
wed74	仅男方可预约婚礼	僅男方可預約婚禮
wed75	{0}和{1}的婚礼	{0}和{1}的婚禮
wed76	今日已达最大收益次数，无法继续获得奖励	今日已達最大收益次數，無法繼續獲得獎勵
wed77	组队状态无法前往，请先退出队伍	組隊狀態無法前往，請先退出隊伍
wed78	你收到{0}的新婚贺礼	你收到{0}的新婚賀禮
wed79	#C(#66FF00){0}的伴侣	#C(#66FF00){0}的伴侶
wed80	{0}的伴侣	{0}的伴侶
wed81	是否花费{0}神石进行回赠	是否花費{0}神石進行回贈
wed82	离婚当天无法求婚，请明日再来！	離婚當天無法求婚，請明日再來！
wed83	#H6、参与玩家可向新婚夫妻赠送贺礼进行祝福#H7、夫妻双方可进行宣誓进行深情表白#H8、完成婚礼后激活婚戒和戒灵系统，可进行锻造以及精炼操作#H9、玩家可前往圣辉城NPC神父处花费200000金币进行离婚，离婚后当天无法继续#H求婚或被求婚	#H6、參與玩家可向新婚夫妻贈送賀禮進行祝福#H7、夫妻雙方可進行宣誓進行深情表白#H8、完成婚禮後啟動婚戒和戒靈系統，可進行鍛造以及精煉操作#H9、玩家可前往聖輝城NPC神父處花費200000金幣進行離婚，離婚後當天無法繼續#H求婚或被求婚
bxxt1	是否确定消耗#C(#fefb00){0}*1#n进行更改性别	是否確定消耗#C(#fefb00){0}*1#n進行更改性別
bxxt2	有家室的人无法进行变性操作	有家室的人無法進行變性操作
zxbdb1	幻术妖姬：告诉你一件有趣的事情，我最近学会了一种新的妖术，这个妖术非常好玩，它可以改变人的性别，这位英雄你要见识一下我的新妖术吗？	幻術妖姬：告訴你一件有趣的事情，我最近學會了一種新的妖術，這個妖術非常好玩，它可以改變人的性別，這位英雄你要見識一下我的新妖術嗎？
zxbdb2	刚好我想变成女性，那就让我见识一下你的妖术吧！	剛好我想變成女性，那就讓我見識一下你的妖術吧！
zxbdb3	刚好我想变成男性，那就让我见识一下你的妖术吧！	剛好我想變成男性，那就讓我見識一下你的妖術吧！
zxbdb4	这种妖术太可怕了，我还是不跟你玩了！	這種妖術太可怕了，我還是不跟你玩了！
qyfb1	触发副本中所有的机关并击杀所有的小怪才可清除boss周围的障碍	觸發副本中所有的機關並擊殺所有的小怪才可清除boss周圍的障礙
qyfb2	行动CD冷却中	行動CD冷卻中
qyfb3	您的恋人邀请你加入TA的队伍。	您的戀人邀請你加入TA的隊伍。
qyfb4	加入队伍成功。	加入隊伍成功。
qyfb5	今日已没有剩余的购买次数了。	今日已沒有剩餘的購買次數了。
qyfb6	您当前的收益次数为{0}#H是否使用{1}神石购买1次收益次数？	您當前的收益次數為{0}#H是否使用{1}神石購買1次收益次數？
qyfb7	确定去勇闯情缘副本吗？	確定去勇闖情緣副本嗎？
qyfb8	行动CD为红色时不能进行任何行动，只能花费神石清除	行動CD為紅色時不能進行任何行動，只能花費神石清除
qyfb9	是否确定消耗#C(#fefb00){0}#n神石进行加速	是否確定消耗#C(#fefb00){0}#n神石進行加速
qyfb10	击杀副本中所有可见怪物后才可攻击boss。	擊殺副本中所有可見怪物後才可攻擊boss。
qyfb11	触发副本中所有机关并击杀所有小怪才可清除BOSS身边的障碍。	觸發副本中所有機關並擊殺所有小怪才可清除BOSS身邊的障礙。
qyfb12	当前正在起作用的Buff。	當前正在起作用的Buff。
qyfb13	当前Buff剩余有效时间。	當前Buff剩餘有效時間。
qyfb14	点击Buff图标可直接使用，每次只能有一次Buff生效，Buff效果会互相覆盖。	點擊Buff圖示可直接使用，每次只能有一次Buff生效，Buff效果會互相覆蓋。
qyfb15	可移动	可移動
qyfb16	1、只能情侣之间可以组队，不可和他人组队。#H2、最多2人组队，1人亦可进入战斗。1人战斗会用时较长，请慎重选择。#H3、击杀BOSS即可通关。通关总耗时越短，通关评价越高，通关奖励越多。#H4、需触发副本中所有机关并击杀所有的小怪才可清除BOSS身边的障碍物。#H5、当行动CD超过30秒时，不可走动，需等行动CD变为0，可继续走动。#H6、情缘组队中玩家行走、进行战斗、触发事件都会增加不同的CD。#H7、战斗若失败直接CD变为31秒不可移动哟。#H8、不要忘了地图可以拖动位置哟！！	1、只能情侶之間可以組隊，不可和他人組隊。#H2、最多2人組隊，1人亦可進入戰鬥。1人戰鬥會用時較長，請慎重選擇。#H3、擊殺BOSS即可通關。通關總耗時越短，通關評價越高，通關獎勵越多。#H4、需觸發副本中所有機關並擊殺所有的小怪才可清除BOSS身邊的障礙物。#H5、當行動CD超過30秒時，不可走動，需等行動CD變為0，可繼續走動。#H6、情緣組隊中玩家行走、進行戰鬥、觸發事件都會增加不同的CD。#H7、戰鬥若失敗直接CD變為31秒不可移動喲。#H8、不要忘了地圖可以拖動位置喲！！
qyfb17	贵族等级越高，可以购买更多的挑战次数！	貴族等級越高，可以購買更多的挑戰次數！
