messageId	desc	Turkishdesc
ghfb26	点击向队长发出申请队长请求，若队长60秒内没有选择同意或者拒绝则自动同意。	Tıkla ve takım kaptanı başvurusunu takım kaptanına gönder. Takım kaptanı kabul veya red seçmezse, başvuru onaylanacaktır.
ghfb27	该关卡占领度:{0}/{1}(占领度满额外解除障碍)	Tur fetih ilerlemesi: {0}/{1} (fetih ilerlemesi dolduğunda sonraki seviye açılır)
OtherRolePanelTip1	未获得坐骑加成属性	Binek artış özelliği alınmadı.
OtherRolePanelTip2	{0}  {1}阶 {2}星 #H物攻：+{3}#H法攻：+{4}#H生命：+{5}	{0}  seviye {1} {2} yıldız #H F.Sal.：+{3}#H S.Sal.：+{4}#H Can：+{5}
OtherRolePanelTip3	未获得宝石加成	Taş ETKİ alınmadı.
OtherRolePanelTip4	宝石封印等级：{0}	Taş mühür seviye: {0}
OtherRolePanelTip5	未获得占卜光环加成	Yıldız hale ETKİ alınmadı.
OtherRolePanelTip6	占卜光环等级:{0}	Yıldız hale seviye: {0}
OtherRolePanelTip7	未获得符文加成	Rün ETKİ alınmadı.
OtherRolePanelTip8	符文封印等级:{0}	Rün mühür seviye: {0}
OtherRolePanelTip9	未获得翅膀加成属性	Kanat ETKİ alınmadı.
OtherRolePanelTip10	等级：	Seviye:
OtherRolePanelTip11	未进行宠物附灵	Sizde yok
OtherRolePanelTip12	宠物附灵属性：#H{0}	Evcil disiplin özelliği: #H{0}
OtherRolePanelTip13	未激活婚戒	Alyans aktive edilebilir.
ryzz1	你攻击了{0}，你获胜了，获得了{1}点积分	Saldırdın {0} ve yendin. Alınan {1} skor.
ryzz2	你攻击了{0}，你战败了，获得{1}积分	Saldırdın {0} ve yenildin. Alınan {1} skor.
ryzz3	{0}攻击了你，你获胜了，获得了{1}点积分	{0} sana saldırdı ve sen yendin. Alınan {1} skor.
ryzz4	{0}攻击了你，你战败了，获得了{1}积分	{0} sana saldırdı ve sen yenildin. Alınan {1} skor.
ryzz5	{0}级开启荣耀之战	Şeref savaşı {0} seviyede açılır.
ryzz6	1、#C(#00FF00)世界等级＜80且服务器开服时间≤30天时，荣耀之战每日定时开启；世界等级≥80且服务器开服时间>30天时，每周二、周五的荣耀之战将替换为跨服圣域争霸#n#H2、击败的玩家战斗力越高可获得的积分也越高#H3、连续击杀玩家还会有特别加成#H4、获得的积分越高奖励也会越高	1, #C(#00FF00)Dünya Seviyesi＜80 olup sunucu açılışının üstünden≤30 gün geçmemişse, Şeref Savaşı her gün belirli saatte açılır; Dünya Seviyesi≥80 olup sunucu açılışının üstünden>30 gün geçmişse, her salı ve cuma günü Şeref Savaşının yerini Sunuculararası Hortlak Hakimi alır #n#H2, Öldüren oyuncunun savaş değeri ne kadar yüksekse kazanılan puan da o kadar artar #H3, Seri bir şekilde öldüren oyuncular özel katkı kazanır #H4, Kazanılan puan ne kadar yüksekse ödüller de o kadar artar
ryzz7	#H5、积分排名前10还会获得特别奖励#H6、战胜BOSS也会获得特别积分奖励#H7、击杀BOSS后，同阵营玩家攻击该BOSS，可以获得增伤及免伤的加成#H8、服务器开启圣域争霸活动时，荣耀之战不开启	#H5, Puan sıralamasında ilk 10'da yer alanlar özel hediye kazanırlar #H6, BOSS'a karşı zafer kazanılırsa özel puan hediyesi kazanılır #H7, BOSS öldürüldükten sonra, aynı kamptaki oyuncular BOSS'a saldırarak, zarar artışı ve zarar azaltma katkısı kazanır #H8, Sunucuda Hortlak Hakimi açılıyorsa, Şeref Savaşı açılmaz
ryzz8	{0}积分	{0} puan
ryzz9	无	N/A
ryzz10	荣耀之战积分：+{0}	Şeref savaşı skoru: +{0}
ryzz11	点击“顶”可提升该玩家对抗魔兽将领的实力，一个玩家在一次活动中只可以使用一次“顶”哦	Sözveren bir oyuncuya ilham vererek PVE LİDERle dövüşünde artış sağlarsınız. Her oyuncu her etkinlikte sadece bir kez "ilham"a tıklayabilir.
cjpm1	#C(#FFFFFF)活动开启时间内，达到指定等级的玩家均可获得奖励一份。活动结束时，#H主角#C(#00FF00)44级以上#n且等级排名第一的玩家将额外获得丰厚大奖一份！#n	#C(#FFFFFF)  etkinlik sırasında，belirtilen seviyeye ulaşan oyuncu bir ödül alır. Etkinlik bitiminde，karakteri#C(#00FF00) seviye 44 veya yüksek#n  olan 1. sıradaki oyuncu bir bonus alır!#n
cjpm2	#C(#66FF00)#U#A(#K(OPEN_ACTIVITY,1))更多奖励尽在疯狂冲级#n#n#n	#C(#66FF00)#U#A(#K(OPEN_ACTIVITY,1))Seviye alma etkinliğinde daha fazla ödül seni bekliyor.#n#n#n
buff2	您的等级低于世界等级，获得经验额外加成{0}	 Seviyeniz ilk 20 oyuncu ortalamasından düşük düşük olduğu için {0} TEC artışından faydalanabilirsiniz .
learnSkillTip1	单体技能，使用后可以增加怒气	Rastgele hedefe saldırır ve öfke arttırır.
learnSkillTip2	攻击两次敌方单体目标，使用需消耗怒气	Ön sıradaki rastgele iki hedefe veya bir hedefe iki kez saldırır ve  öfke arttırır.
learnSkillTip3	单体必杀技，需消耗大量怒气	Ölümcül beceri. Rastgele bir hedefe saldırır ve büyük miktar öfke tüketir.
learnSkillTip11	单体技能，使用后可以增加怒气	Rastgele bir hedefe saldırır ve öfke arttırır.
learnSkillTip12	攻击两次敌方单体目标，使用需消耗怒气	Ön sıradaki rastgele iki hedefe veya bir hedefe iki kez saldırır ve  öfke tüketir.
learnSkillTip13	单体必杀技，需消耗大量怒气	Ölümcül beceri. Rastgele bir hedefe saldırır ve büyük miktar öfke tüketir.
luckWheel001	【<font color='#66FF00'>{0}</font>】 在奖池中获得<font color='#66FF00'>{1}</font>神石奖励	【<font color='#66FF00'>{0}</font>】 alındı <font color='#66FF00'>{1}</font> kristal.
tarot003	吞噬成功	Yutuldu!
luckWheel002	成为贵族成员开启	VIP oyuncu için uygun.
jjc001	英雄竞技积分：+{0}	Arena puan: +{0}
jingbi001	金币：+{0}	Altın：+{0}
mojing001	魔晶：+{0}	Bağlı kristal：+{0}
jingyan001	经验：+{0}	TEC：+{0}
chengzhujifen001	城主轮值显示积分：+{0}	Birlik savaş puan：+{0}
arena002	英雄竞技信息	Arena detay
arena003	神石不足，请前往购买神石	Kristal yetersiz. Lütfen kristal satın al.
msrq2	等级不足！	Seviye yetersiz!
msrq3	基础奖励：{0}金币	Temel ödüller: {0} altın
msrq4	剩余抽奖次数:{0}	Kalan çekiliş:{0}
msrq5	恭喜你获得：金币+{0}	Tebrikler! Alınan： +{0} altın.
msrq6	抽奖次数已用完	Çekiliş hakkı bitti
msrq7	回城({0})	geri ({0})
shengji2	神石：{0}	kristal：{0}
jinbi2	金币：{0}	Altın：{0}
mojing2	魔晶：{0}	Bağlı kristal：{0}
wan2	{0}万	{0}0K
msrq8	全场共击杀{0}个魔兽	Öldürülen canavar {0} .
msrq9	未上榜	Liste dışı
msrq10	第{0}名	No {0}
tarot004	价格：{0}	Fiyat：{0}
tarot005	英雄没有出阵不能装备命魂	Dizilim dışındaki kahramanlara yıldız takılamaz.
tarot006	该命魂不可装备	Yıldız karaktere veya kahramanlara takılamaz.
tarot007	占卜强化石：{0}	Geliştirme kristali: {0}
tarot008	等级：{0}	Seviye：{0}
tarot009	生命：{0}	Can：{0}
tarot10	速度：{0}	Hız：{0}
tarot11	将获取{0}经验	{0} TEC alınacak.
tarot12	该命魂不可以锁定	Bu yıldız kilitlenemez.
tarot13	没有可合成的命魂	Uygun yıldız yok!
tarot14	命力+{0}	Yıldız puan +{0}
tarot15	等级不足	Gereken seviyeye ulaşılmadı.
tarot16	锁定命魂，不被出售和合成	Yıldızı satılmaktan veya birleştirilmekten korumak için kilitleyin.
tarot17	命力：{0}	Yıldız puan: {0}
tarot18	将获取{0}金币	{0} altın alınacak.
tarot19	将获取{0}命力	{0} yıldız puan alınacak.
dhsd001	梦幻森林	Hayal korusu
dhsd002	圣辉城	İhtişam şehri
dhsd003	龙骑神殿	Ejder tapınağı
dhsd004	精灵大陆	Cin ormanı
dhsd005	亡灵圣域	Hortlak diyarı
dhsd006	镜·梦幻森林	Resim·Hayal korusu
csm	等级不够，达不到传送条件！	Gereken seviyeye ulaşılmadı, ışınlanamaz!
djsy1	等级不足，无法使用	Gereken seviyeye ulaşılmadı.
fb001	<font color='{0}'>{1}</font><font color='#66FF00'>/2</font>	<font color='{0}'>{1}</font><font color='#66FF00'>/2</font>
yiguoqi	过期	Süresi doldu
yiguoqi2	道具已过期	Eşyanın süresi doldu.
herothitem	25676,25677,25678,25679,25680,26122,26123,25713,25714,25715,25716,25717,25718,25719,26121	25676,25677,25678,25679,25680,26122,26123,25713,25714,25715,25716,25717,25718,25719,26121
jjc002	加速将消耗{0}神石或魔晶，是否加速？	Devam etme ücreti {0} kristal veya bağlı kristal. Hızlanmak istiyor musunuz?
jjc003	声望:{0}<br/>金币:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='#FFFF00'>{5}</font>	itibar:{0}<br/> Altın:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='#FFFF00'>{5}</font>
jjc004	声望:{0}<br/>金币:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='{5}'>{6}:</font>{7}<br/><font color='#FFFF00'>{8}</font>	itibar:{0}<br/> Altın:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='{5}'>{6}:</font>{7}<br/><font color='#FFFF00'>{8}</font>
zuduitips	加入队伍	Ekibe katıl
xianshiLB	确认消耗1神石打开限时礼包吗？	Süreli kutuyu açmak için bir kristal harcansın mı?
guoshiLB	礼包已过时	Kutunun süresi doldu.
coolTime001	<font color='#66FF00'><a href='event:'><u>{0}</u></a></font>	<font color='#66FF00'><a href='event:'><u>{0}</u></a></font>
coolTime002	<font color='#ffffff'><a href='event:'><u>{0}</u></a></font>	<font color='#ffffff'><a href='event:'><u>{0}</u></a></font>
ghfbjyg	当前已经没有挑战精英怪的次数了，每天14:00重置次数。	Elit canavarla mücadele hakkı kalmadı. Günlük hak 14:00'da sıfırlanır.
hz1	查看黄钻特权	
hz2	您尚未达到{0}级，请继续努力升级	Gereken seviye {0}. Lütfen seviyenizi yükseltin.
hz3	请先领取上一级的黄钻成长礼包	
fb_022	等级不够，不能购买次数哟	Gereken seviyeye ulaşılmadı, hak satın alınmaz.
jjc005	是否使用{0}神石或魔晶，增加一次挑战机会?	1 mücadele hakkı için {0} kristal veya bağlı kristal harcansın mı ?
ylsd1	#C(#ffffff)前往#U#C(#00FF00)#A(#K(CHQS))地狱斧王	#C(#ffffff)  #U#C(#00FF00)#A(#K(CHQS)) Gökkuşağı şövalyeye git.
ylsd2	需先通关地狱斧王副本	Önce zindanda Gökkuşağı şövalyeyi geç.
ylsd3	{0}等级开启	{0} seviyede açılır.
ylsd4	请先通关前置副本	Lütfen önce mevcut zindanı tamamlayın.
ylsd5	贵族{0}用户每天可购买{1}次行动力。#H今日剩余购买次数：{2}次	VIP {0} oyuncu günlük {1} hak satın alabilir . #H Kalan satın alım hakkı：{2}
ylsd6	没有足够的行动力	Hak yetersiz!
ylsd7	是否使用{0}神石或魔晶，购买1点行动力。	Bir hak satın almak için {0} kristal veya bağlı kristal harcansın mı?
ylsd8	购买成功	Satın alındı!
ylsd9	挑战胜利消耗1点行动力。	Bir mücadele kazanılınca bir hak eksilir.
ylsd10	1、挑战副本，胜利需消耗1点行动力，失败则不消耗行动力。#H2、需通关前置副本开启下一个副本，通关前置章节开启下一章节。#H3、玩家每日可额外购买行动力，贵族等级越高购买的数量越多。#H4、每日0点重置行动力和额外购买次数。	1. Bir zindan mücadelesi kazanılırsa bir hak eksilir. Kazanılmazsa hak eksilmez.#H2. Bir sonraki zindanın açılması için önce mevcut zindan tamamlanmalı.  Sonraki bölümün açılması için mevcut bölüm tamamlanmalıdır.#H3. Günlük ekstra hak satın alaınabilir. Daha yüksek VIP seviyesi, daha fazla hakkı.#H4. Satın alınan ve bedava haklar ehr gün 24:00'da sıfırlanır. #H5. Baskın özelliğini VIP2 ve üzeri oyuncular kullanabilir.
ylsd11	{0}[少将]	{0}[Tuğeneral]
ylsd12	{0}[中将]	{0}[Tümgeneral]
ylsd13	{0}[上将]	{0}[Korgeneral]
ylsd14	{0}[大将]	{0}[General]
ylsd15	{0}[元帅]	{0}[Orgeneral]
ylsd16	级开启	*** seviyede açılır
petTips	宠物（W）	Evcil（W）
xiazhenpet	请先解除该英雄的宠物	Lütfen kahraman evcilini takibi bırak.
pet1	属性已达最大值	Özellik üst sınırı.
pet2	是否花费{0}神石进行培养？	Eğitim için {0} kristal harcansın mı?
pet3	神石不足	Kristal yetersiz!
pet4	宠物当前所有属性达到最大值时，可以升星	Mevcut özellik barı doluysa evcil yükseltilebilir.
pet5	升星成功	Yükseltildi!
pet6	培养成功，属性提升{0}	 Eğitildi. Özellik {0} arttı.
pet7	培养{0}次，成功{1}次，失败{2}次	{0} kez eğitildi. {1} başarılı, ve {2} başarısız.
pet8	1.同类型的宠物之灵最多携带1种。#H2.宠物之灵升级需要宠物精华。#H3.每种宠物之灵增加宠物基本属性的百分比	1. Aynı evcil ruhu tipi en fazla bir adet verir.#H2. Evcil ruhunu yükseltmek için evcil esansı gerekir.#H3.Her evcil ruhu temel özellikleri belli bir ornada yükseltir.
pet9	#C(#ffffff)1.每次培养消耗10神石，成功后会提升相应属性#H#C(#66FF00)2.培养有可能失败#n#H3.培养失败后会获得一定幸运值#H4.幸运值越高培养成功率越高#H5.当所有属性培养到最大值时宠物便可以升星。	#C(#ffffff)1. Her eğitimde 10 kristal tüketilir, başarılı eğitimden sonra ilgili özellikler artar #H#C(#66FF00)2. Eğitimde başarısız olma ihtimali de vardır #n#H3. Eğitim başarısız olduktan sonra belli bir oranda şans değeri kazanılır #H4. Şans değeri ne kadar yüksekse eğitimdeki başarı oranı da o kadara artar #H5. Tüm özellikler en yüksek seviyeye kadar eğitilince evcil yıldızı geliştirilebilir.
pet10	{0}数量：{1}	{0}：{1}
pet11	幸运值越高，成功率越高，当前成功率为{0}%	Daha fazla şans oranı, daha yüksek başarı oranı. Başarı oranı {0}%.
pet12	宠物当前已为最高星数，无法继续升星	Evcilin özellikleri üstsınırda. Yükseltilemez.
pet13	当前已为最高级	Seviye üst sınırı.
pet14	需要贵族1级或以上	VIP seviye 1 veya üstü gerekli.
pet15	是否花费48神石开启转转乐?	48 Kristal tüketilerek çarkıfelek açılsın mı?
pet16	宠物	Evcil
nuli1	今日抓捕次数已用尽	No fazla ele geçirmek hakkı bugün!
nuli2	你的奴隶已满，请先释放不需要的奴隶	Esirler üstsınıra ulaştı. Lütfen yeni esir yakalamadan önce eldekileri serbest bırakın.
nuli3	等级差距超过10级，不能抓捕	Seviye farkınız 10'dan yüksek, yakalanamaz.
nuli4	你将与#C(#FF6600){0}#n的主人#C(#FF6600){1}#n战斗，胜利后#C(#FF6600){2}#n将成为你的奴隶	Savaşacağınız kişi #C(#FF6600){1}#n, şu anda  #C(#FF6600){0}#n tutuyor. Kazanırsanız #C(#FF6600){2}#n size verilecek.
nuli5	你将与#C(#FF6600){0}#n战斗，胜利后#C(#FF6600){1}#n将成为你的奴隶	Savaşacağınız kişi #C(#FF6600){0}#n. Kazanırsanız #C(#FF6600){1}#n esiriniz olacak.
nuli6	你将与#C(#FF6600){0}#n 战斗，胜利后可随机获得一个他的奴隶	Savaşacağınız kişi #C(#FF6600){0}#n. Kazanırsanız rastgele bir esiriniz olacak.
nuli7	今日解救次数已用尽	Bugünkü kurtarma hakkı tükendi.
nuli8	等级差距超过10级，不能解救	Seviye farkı 10'dan fazla, kurtarılamaz.
nuli9	你将与#C(#FF6600){0}#n的主人#C(#FF6600){1}#n进行战斗，胜利后#C(#FF6600){2}#n将恢复自由身	Savaşacağınız kişi #C(#FF6600){1}#n, şu an #C(#FF6600){0}#n esir olarak tutuyor. Kazanırsanız #C(#FF6600){2}#n serbest kalacak.
nuli10	今日互动次数已用尽	Bugünkü etkileşim hakkı tükendi.
nuli11	正在保护时间内，请稍后继续	Koruma altında! Lütfen Sonra tekrar deneyin
nuli12	是否确定是否奴隶#C(#FF6600){0}#n，让他恢复自由身	 #C(#FF6600){0}#n serbest bırakılsın mı?
nuli13	获得该奴隶当前生产的训练经验	Esirin ürettiği TECi topla.
nuli14	花费神石立即获得该奴隶1小时训练经验	Bir saat sonra üretilecek TECi önceden toplamak için kristal harcanır.
nuli15	花费#C(#66FF00)20#n神石或魔晶压榨1小时训练经验#C(#66FF00){0}#n	 #C(#66FF00){0}#n bir saat sonra üretilecek TECi önceden toplamak için #C(#66FF00)20#n kristal veya bağlı kristal harca.
nuli16	花费#C(#66FF00){0}#n神石立即获得该奴隶一天的训练经验#C(#66FF00){1}#n	#C(#66FF00){1}#n esirin hemen üreteceği tüm TECi toplamak için  #C(#66FF00){0}#n kristal  harca..
nuli17	他已经筋疲力尽，无法继续训练	Çok yoruldu ve eğitime devam edemez.
nuli18	今日获取经验已达上限	Bugünkü TEC toplama sınırına ulaşıldı.
nuli19	今日反抗（求救）次数已用尽	Bugünkü direnme (yardım çağrısı) hakkı tükendi.
nuli20	你将与奴隶主#C(#FF6600){0}#n进行战斗，胜利后将恢复自由	Saavaşacağınız #C(#FF6600){0}#n sizi esir tutuyor. Kazanırsanız serbest kalacaksınız.
nuli21	请先加入一个公会	Lütfen önce bir birliğe katılın.
nuli22	等级差超过10级，无法求救	Seviye farkı 10'dan fazla, onun için yardım isteyemezsiniz.
nuli23	#C(#FF6600){0}#n将与你的奴隶主#C(#FF6600){1}#n进行战斗，#C(#FF6600){2}#n胜利后你将恢复自由	#C(#FF6600){0}#n sizi esir tutan #C(#FF6600){1}#n ile dövüşecek. Eğer #C(#FF6600){2}#n kazanırsa serbest kalacaksınız.
nuli24	今日购买次数已达上限	Bugünkü satın alım hakkı tükendi.
nuli25	#C(#ffffff)今日抓捕次数:#C(#66FF00){0}#n次#n#H#C(#ffffff)今日解救次数:#C(#66FF00){1}#n次#n	#C(#ffffff) Bugünkü esir etme hakkı: #C(#66FF00){0}#n#n#H#C(#ffffff)Bugünkü kurtarma hakkı: #C(#66FF00){1}#n#n
nuli26	#C(#ffffff)今日抓捕次数:#C(#66FF00){0}#n次#n#H#C(#ffffff)今日主仆互动次数:#C(#66FF00){1}#n次#n#H#C(#ffffff)今日解救次数:#C(#66FF00){2}#n次#n#H#C(#ffffff)今日获取经验上限：#C(#66FF00){3}#n/#C(#66FF00){4}#n#n	#C(#ffffff)Bugünkü esir etme hakkı: #C(#66FF00){0}#n#n#H#C(#ffffff)Bugünkü etkileşim hakkı: #C(#66FF00){1}#n#n#H#C(#ffffff)Bugünkü kurtarma hakkı: #C(#66FF00){2}#n#n#H#C(#ffffff) Bugünkü TEC toplama sınırı：#C(#66FF00){3}#n/#C(#66FF00){4}#n#n
nuli27	#C(#FF6600)今日主仆互动次数:#C(#66FF00){0}#n次#n#H#C(#FF6600)今日反抗(求救)次数:#C(#66FF00){1}#n次#n	#C(#FF6600)Bugünkü etkileşim hakkı: #C(#66FF00){0}#n#n#H#C(#FF6600)Bugünkü direnme (yardım çağrısı) hakkı: #C(#66FF00){1}#n#n
nuli28	是否消耗{0}神石或魔晶购买一次抓捕次数	Bir esir alma hakkı satın almak için {0} kristal veya bağlı kristal harcansın mı?
nuli29	是否消耗{0}神石或魔晶购买一次解救次数	Bir kurtarma hakkı satın almak için {0} kristal veya bağlı kristal harcansın mı?
nuli30	是否消耗{0}神石或魔晶购买一次反抗(求救)次数	Bir direnme (yardım çağrısı) hakkı satın almak için {0} kristal veya bağlı kristal harcansın mı?
nuli31	公会求救	Birlikten yardım iste
nuli32	我的领主	Hapishane müdürü
nuli33	我的奴隶	Esirlerim
nuli34	解救	Kurtarma
nuli35	抓捕	Esir etme
nuli36	压榨	TEC topla
nuli37	互动	Etkileşim
nuli38	花费神石立即获得该奴隶1天的训练经验	Esirlerin günde bir kez ürettiği eğitim TECini toplamak için kristal harcanır.
nuli39	奴隶	Esir
nuli40	自由	Serbest
nuli41	领主	Hapishane müdürü
nuli42	#C(#FF6600)你暂时没有手下败将,在#C(#66FF00)#U#A(#K(dlg,OPEN_ARENA))【英雄竞技】#n#n#n击败等级相差不超过10级的玩家，TA就会成为你的手下败将#n	#C(#FF6600)Henüz hiç oyuncu yenmediniz. Oyuncularla #C(#66FF00)#U#A(#K(dlg,OPEN_ARENA))【Arena】#n#n#n da dövüş ve yen. Aranızda 10 seviye fark olanlar yenilebilir.#n
nuli43	#C(#FF6600)你暂时没有夺奴之敌#n	#C(#FF6600)Şimdilik hiç düşmanınız yok.#n
nuli44	#C(#FF6600)没有可解救的目标#n	#C(#FF6600)Sizin kurtarmanızı bekleyen esir yok.#n
nuli45	#C(#FF6600)没有可求救的目标#n	#C(#FF6600)Sizden yardım isteyen kimse yok.#n
nuli46	今日还可购买抓捕次数{0}	Bugünkü satın alınabilir esir etme hakkı: {0}
nuli47	今日还可购买解救次数{0}	Bugünkü  satın alınabilir  kurtarma hakkı: {0}
nuli48	今日还可购买求救次数{0}	Bugünkü satın alınabilir  kurtarma isteği hakkı: {0}
exchange001	请输入正确的购买数量	Lütfen uygun bir sayı girin.
exchange002	所需道具数量不足	Eşya yetersiz!
petfarm1	活动剩余时间：{0}	Kalan süre: {0}
petfarm2	消耗神石立即收获	Şimdi hasat için kristal harca 
petfarm3	消耗26神石加速2小时	Devam etmek ve 2 saat geçmek için 26 kristal harca.
petfarm4	是否消耗{0}神石一键收获	Şimdi hasat için {0} kristal harcansın mı?
petfarm5	是否消耗26神石加速2小时	Devam etmek ve 2 saat geçmek için 26 kristal harcansın mı?
petfarm6	[{0}月{1}日]  你收获了中经验酒+{2},宠物圣果+{3}	[{0}/{1}]TEC şarap M+{2} ve evcil eğitim ıslık+{3} hasat ettiniz.
petfarm7	1.灵树需要种植后进入生长期#H2.生长期的灵树有成长时间，贵族4以下可以通过浇水加快灵树成长#H3.贵族4及以上玩家可使用一键收获快速完成#H4.灵石成熟后点击收获按钮进行收获#H5.收获后的灵树需要重新种植#H6.收获必得：中经验酒×5，随机数量宠物圣果#H6.活动到期后，面板会自动关闭不再显示，请及时领取	1. Antik ağaç yetiştirmeye ekimle başlanır.#H2. VIP seviyesi VIP 4'ten az olanlar büyümeyi hızlandırmak için sulama yaparlar.#H3. VIP 4 ve üstü şimdi hasat et butonu kullanabilir. #H4. Antik ağaç hasada hazır olduğunda hasata tıklayın.#H5.Antik ağaç tekrar tekrar dikilebilir.#H6. Alınacak hasat: TEC şarap M*5,  rastgele sayıda eğitim ıslığı.
petfarm8	点击种植	Tıkla ve ek.
petfarm9	剩{0}进入收获期	{0} hasat kaldı.
petfarm10	点击收获领取奖励	Ödülleri almak için hasata tıkla.
petfarm11	点击收获	Hasat için tıkla.
petfarm12	#C(#ffffff)[{0}月{1}日] 你获得了{2}	#C(#ffffff)[{0}/{1}] aldın {2}.
petfarm13	非活动时间	Etkinlik başlamadı.
changeName4	该角色名可使用	İsim alınabilir.
changeName3	请输入名字	Lütfen ismi girin.
changeName5	您输入的名字中包含敏感字符	İsim uygun olmayan karakter içeriyor.
changeName6	是否确定进行改名操作?	Ad değiştirmek istiyor musunuz?
changeName8	输入的名字与原名字相同，请重新输入	Girilen isimle orjinal isim aynı. Lütfen başka bir isim girin.
changeName9	请为您的角色重新命名	Lütfen karakterinizin adını değiştirin.
changeName10	该角色名已被使用，请重新命名	İsim başkasına ait. Lütfen başka bir isim kullanın.
changeName11	您的身份不是公会会长，无法使用	Birlik lideri olmayan kullanamaz.
changeName12	请输入新公会名称	Lütfen yeni birlik ismi girin.
changeName13	公会名中包含非法字符	Birlik isminde uygun olmayan karakter kullanılamaz!
changeName14	公会名中不要包含空格	Birlik isminde boşluk olamaz!
changeName15	该公会名可使用	Birlik ismi alınabilir.
changeName16	请为您的公会重新命名	Lütfen birliğinizin adını değiştirin.
changeName17	是否确定进行改名操作	Ad değiştirmek istiyor musunuz?
changeName18	改名成功	Ad değiştirildi!
changeName19	每个改名卡礼盒只可选择一次奖励#H确定选择#C(#FF6600){0}#n?	Her ad değiştirme kutusundan yalnız bir ödül seçin ! #H Onayla#C(#FF6600){0}#n?
sky001	背包空间不足，请先整理背包	Çantada yeterli yer yok! Lütfen önce çantayı boşaltın!
sky002	神石不足，无法开启。	Kristal yetersiz, açılamaz.
sky003	<font color='#fffadb'>{0}月{1}日 您在冲向云霄中获得：<font color='{2}'>{3}</font>+{4}、<font color='{5}'>{6}</font>+{7}、<font color='{8}'>{9}</font>+{10} </font>	<font color='#fffadb'>{0} {1}  Kart çekilerek alınan：<font color='{2}'>{3}</font>+{4}、<font color='{5}'>{6}</font>+{7}、<font color='{8}'>{9}</font>+{10} </font>
sky004	运行中请稍后	İlerliyor. Lütfen bekleyin...
sky005	<font color='#66FF00'><a href='event:'><u>获取途径</u></a></font>	<font color='#66FF00'><a href='event:'><u>alınır</u></a></font>
sky006	消耗数量:{0}	Tüket: {0}
tubiao1	点击收起界面图标	Tıkla ve ikonları gizle.
tubiao2	点击展开界面图标	İkonları görünür yapmak için tıkla.
circular001	{0}天{1}小时{2}分钟{3}秒	{0} gün {1} saat {2} dakika {3} saniye
circular002	距离活动结束还有:0天0小时0分钟0秒	Kalan süre: 0 gün 0 saat 0 dakika 0 saniye
circular003	距离活动结束还有:{0}	Kalan süre: {0}
sky007	活动已关闭，暂时无法开启。	Bu etkinlik sona erdi.
sky008	确定花费{0}神石开启领取奖励吗？	{0} Kristal tüketerek hediye alma açılsın mı?
yfcyq	已发出邀请，请稍后再试	Davet gönderildi. Lütfen Sonra tekrar deneyin
renshu	人数	Oyuncu sayısı
tongyi	同意	Kabul
yuyiTips	羽翼（Y）	Kanat（Y）
baoshiTips	宝石（S）	Taşlar（S）
shenqiTips	神器（D）	Kutsal silah（D）
fuwenTips	符文（F）	Rün（F）
GameSpeedError	游戏速度异常。请刷新页面。	Vari hatası. Lütfen sayfayı yenileyin.
goumai	购买	Satın al
duihuan	兑换	Takas
exchange003	主角达到{0}{1}#n级且通过{2}{3}#n副本	Baş kahraman {0}{1}#n seviyeye ulaşır ve zindan tamamlar{2}{3}#n.
mzbz001	已获得：{0}	Alınan: {0}
mzbz002	+{0}积分	+{0} skor
mzbz003	等级不足	Gereken seviyeye ulaşılmadı!
mzbz004	体力+{0}	Dayanıklılık+{0}
mzbz005	所需积分：{0}	Gereken puan：{0}
mzbz006	已领取	Alındı
mzbz007	魔晶+{0}#H	Bağlı kristal+{0}#H
mzbz008	金币+{0}#H	Altın+{0}#H
mzbz009	体力+{0}#H	Dayanıklılık+{0}#H
mzbz010	公会经验+{0}#H	Birlik TEC+{0}#H
mzbz011	公会贡献+{0}#H	Birlik katkı+{0}#H
fb_023	先通关前面副本	Önce mevuct zindanı tamamlayın.
fb_024	{0}级开启	{0} seviyede açılır 
fb_025	等级不足	Gereken seviyeye ulaşıldı!
fb_026	通关{0}后,开启{1}兑换商店	{1} takas dükkanı  {0} tamamlanarak açılır.
fb_027	先通关{0}副本	Önce {0} tamamla.
fb_028	玩家等级不足{0}	Oyuncu {0} seviyeye ulaşmadı.
exam001	当前：{0}	Mevcut: {0}
exam002	回答正确：{0}	Doğru cevap: {0}
exam003	奖励： {0}	Ödüller: {0}
exam004	下一题	Sonraki soru
exam005	倒计时：{0}	Gerisayım: {0}
exam006	等级不足	Yetersiz seviye.
exam007	同意A的站我身边	A diyorsan yanımda dur.
exam008	同意B的站我身边	B diyorsan yanımda dur.
fb_029	开启中，请稍后	Açılıyor, bekleyin
djbk001	售价：{0}	Fiyat: {0}
djbk002	剩余数量：0	Kalan miktar: 0
djbk003	剩余数量：1	Kalan miktar: 1
djbk004	当前可劫宝	Yağmaya hazır
djbk005	战斗冷却中：{0}秒	Kalan süre: {0} S
