messageId	desc	FrDesc
PropertyEnum15ZiTi	Fighting_SX_MS	Fighting_SX_MS
ProPertyAdd	Fighting_SX_Jia	Fighting_SX_Jia
fwbl1	花费{0}神石进行1次宝轮	consommer{0}pierres divines pour une roue au trésor
fwbl2	是否使用{0}神石开启宝轮1次？优先使用符文宝珠	si tu consommes {0}pierres divines pour ouvrir une fois la roue au trésor？Utiliser prioritairement des perles précieuses de rune．
fwbl3	花费2250神石进行50次宝轮	consommer 2250 pierres divines pour 50 roues au trésor 
fwbl4	是否是使用{0}神石和{1}个符文宝珠进行50次宝轮	si tu consommes {0}pierres divines et {1}perles précieuses de rune pour 50 roues au trésor 
fwbl5	是否是使用2250神石50次宝轮	si tu utilises 2250 pierres divines pour 50 roues au trésor 
fwbl6	是否是使用50个符文宝珠进行50次宝轮	situ utilises 50 perles précieuses de rune pour 50 roues au trésor 
fwbl7	#C(#00c0ff){0}#n#C(#fffadb)获得#C(#66FF00){1}#n种相同的符文，获得【#C(#66FF00){2}#n】倍奖励，#A(#K(xxx))#U#C(#00c0ff)奖励明细#n#n#n	#C(#00c0ff){0}#n#C(#fffadb) a tourné #C(#66FF00){1}#n types de runes，obtenu【#C(#66FF00){2}#n】fois de récompense，#A(#K(xxx))#U#C(#00c0ff)détails de récompense#n#n#n
fwbl8	#C(#00c0ff){0}#n#C(#fffadb)进行了50次宝轮，获得#C(#66FF00)1#n倍奖励#C(#66FF00){1}#n次，#C(#66FF00)6#n倍奖励#C(#66FF00){2}#n次，#C(#66FF00)30#n倍奖励#C(#66FF00){3}#n次，#n#A(#K(xxx))#U#C(#00c0ff)奖励明细#n#n#n	#C(#00c0ff){0}#n#C(#fffadb)fait 50 roues au trésor，obtient #C(#66FF00)1#n fois de récompense #C(#66FF00){1}#n fois ，#C(#66FF00)6#n fois de récompense #C(#66FF00){2}#nfois ，#C(#66FF00)30#n fois de récompense#C(#66FF00){3}#n fois ，#n#A(#K(xxx))#U#C(#00c0ff)détail de récompense #n#n#n
fwbl9	符文宝珠不足	la perle précieuse de rune ne suffit pas 
fwbl10	#C(#ffffff)#C(#00FF00){0}#n+{1}	#C(#ffffff)#C(#00FF00){0}#n+{1}
fwbl11	1、符文宝轮活动使用神石进行开启，每天第一次开启半价。每天24时重置。#H2、50次宝轮需要贵族4以上才可以使用。#H3、获得3个不同物品时，三个物品全部获得，每种1件。#H4、获得2个相同物品时，相同物品翻6倍，剩下物品获得1件。#H5、获得3个相同物品时，相同物品翻30倍。	1、utiliser la pierre divine pour tourner la roue de rune ，la première fois tous les jours est à moitié prix .#H2、noble 4 peut la tourner 50 fois .#H3、lorsqu'il y a 3 runes differentes, cela permet de toutes les acquerir 1 fois .#H4、lorsqu'il y a 2 runes identiques, cela permet de les gagner 6 fois et 1 fois la rune restante #H5、lorsqu'il y a 3 runes identiques, cela permet de gagner 30 fois la recompense
fwbl12	贵族等级4开启50次宝轮	50 roues au trésor ouvertes au niveau de noble 4
zhujue	主角	héros  
fangyu	防御	défense 
gongji	攻击	attaque 
fuzhu	辅助	auxiliaire 
jchd1	活动时间截止	le temps de l'expiration de l'activité 
jchd2	当前领先：	Top1：
jchd3	永久	éternellement 
jchd4	活动时间：	temps d'activité 
jchd5	剩余时间：	temps restant ：
jchd6	贵族{0}可领取	disponible pour le noble {0}
jchd7	{0}年{1}月{2}日	{0}/{1}/{2}
jchd8	剩余：	restant :
jchd9	限时{0}天	{0} jours
jchd10	已合服第{0}天	jour {0} après la fusion de serveur
jchd11	领取	recevoir 
jchd12	已过期	expiré 
zxhd1	当前增加了临时经验值<font color='#00FF00'>{0}</font>点，临时经验值在<font color='#FF0000'>{1}</font>后消失。	augmenter la valeur d'expérience temporaire de <font color='#00FF00'>{0}</font> points actuellement , cette valeur d'expérience va disparaître après<font color='#FF0000'>{1}</font>.
zxhd2	当前坐骑：{0}阶{1}星{2}	monture actuelle ：niveau {0}{1}étoiles {2}
zxhd3	{0}<font color='#00FF00'>(+{1})</font>/{2}({3}%)	{0}<font color='#00FF00'>(+{1})</font>/{2}({3}%)
zxhd4	当前拥有坐骑最低品质：{0}	la plus basse ：{0}qualité de la monture actuelle 
zxhd5	当前临时进化石<font color='#00FF00'>{0}</font>个，临时进化石在<font color='#FF0000'>{1}</font>后消失。	pierre d'évolution temporaire actuelle <font color='#00FF00'>{0}</font>，elles vont disparaître dans <font color='#FF0000'>{1}</font>.
zxhd6	当前临时属性将会在<font color='#FF0000'>{0}</font>后消失。	l'attribut temporaire actuelle va disparaître dans <font color='#FF0000'>{0}</font>.
zxhd7	{0}<font color='#00FF00'>(+{1})</font>/{2}	{0}<font color='#00FF00'>(+{1})</font>/{2}
zxhd8	{0}+{1}  	{0}+{1}  
zxhd9	{0}星宠物：	animal familier{0}étoiles ：
zxhd10	#C(#FF0000)当前拥有宠物临时值：#H#n	#C(#FF0000)avoir la valeur temporaire de familier actuellement ：#H#n
zxhd11	#C(#FF0000)活动规则：#n#H1、活动期间，根据玩家#C(#00FF00)当前拥有宠物星数#n返还超级圣果奖励。#H2、使用超级圣果增加当前拥有#C(#00FF00)对应星级所有宠物#n的临时属性值。#H3、活动期间，宠物属性条培养满时，临时属性值则会转化为永久属性值。#H4、临时属性值未成功转化时，则会在当天#C(#00FF00)0点清空#n。#H#H	#C(#FF0000)la règle de l'activité ：#n#H1、pendant  l'activité ，la récompense de super fruit sacré est remboursée selon le nombre d'étoile #n des familiers du joueur#C(#00FF00)#H2、on peut utiliser le super fruit sacré pour augmenter #C(#00FF00)la valeur temporaire de l'attribut des familiers de niveau d'étoile correspondant #n．#H3、pendant  l'activité ，quand l'avancement de l'attribut de familier est plein，la valeur temporaire de l'attribut devient la valeur de l'attribut éternelle．#H4、si la valeur de l'attribut temporaire ne devient pas la valeur de l'attribut éternelle，elle vidée dans le même jour à #C(#00FF00)0 heure #n．#H#H
zxhd12	#C(#FF0000)注意事项：#n#H1、临时属性值#C(#00FF00)不增加战力#n。#H2、临时属性值和永久属性值#C(#00FF00)总和#n不超过最大值。#H3、临时属性值只对#C(#00FF00)当前星级#n有效，不累积到下一星级。#H4、当前拥有#C(#00FF00)多个相同的星级#n的宠物时，若其中一只宠物的某一条临时属性已转化成永久属性值，则会清除其他宠物该条属性的临时值。	#C(#FF0000)des remarques：#n#H1、la valeur de l'attribut temporaire#C(#00FF00)n'augmente pas la force de combat #n． #H2、la somme totale #n de la valeur de l'attribut temporaire et la valeur de l'attribut éternelle #C(#00FF00)ne dépasse pas la valeur maximale．#H3、la valeur de l'attribut temporaire est valable seulement pour #C(#00FF00)de niveau de l'étoile actuel #n et ne peut pas être cumulée au prochain niveau de l'étoile．#H4、si l'on possède #C(#00FF00)plusieurs familiers de même niveau de l'étoile #n，si parmi les familiers un attribut temporaire d'un animal familier devient la valeur de l'attribut éternelle，les valeurs temporaires de cet attribut des autres familiers seront vidées ． 
zxhd13	#C(#FF0000)活动规则：#n#H1、活动期间，根据玩家当前#C(#00FF00)坐骑最低品质#n返还#C(#00FF00)坐骑进化石（临时）#n奖励。#H2、#C(#00FF00)坐骑进化石（临时）#n可与坐骑进化石一同使用，提升坐骑品质。#H3、优先消耗#C(#00FF00)坐骑进化石（临时）#n。	#C(#FF0000)la règle de l'activité ：#n#H1、pendant  l'activité ，la récompense de pierre de l'évolution de monture （temporaire）#C(#00FF00)est remboursée selon #C(#00FF00)la plus basse qualité  #n de la monture #n．#H2、#C(#00FF00)pierre de l'évolution de monture （temporaire）#n peut être utilisée avec la pierre de l'évolution de monture en même temps pour améliorer la qualité de la monture．#H3、consommer prioritairement #C(#00FF00)la pierre de l’évolution de la monture （temporaire ）#n
zxhd14	#C(#FF0000)活动规则：#n#H1、活动期间，根据玩家当前#C(#00FF00)最高级星灵等级#n返还临时祝福值奖励。#H2、临时祝福值未成功转化时，则会在#C(#00FF00)24小时后清空#n。	#C(#FF0000)la règle de l'activité ：#n#H1、pendant  l'activité ，la récompense de la bénédiction temporaire est remboursée selon #C(#00FF00)le plus haut niveau de l'elfe stellaire #n．#H2、si la valeur de bénédiction temporaire ne devient pas la valeur de bénédiction éternelle，cela va être vidées après #C(#00FF00)24 heures#n
zxhd15	#C(#FF0000)活动规则：#n#H1、活动期间，根据玩家当前#C(#00FF00)已激羽翼中等级最低的羽翼#n返还#C(#00FF00)羽翼经验石#n奖励。#H2、使用羽翼经验石增加当前#C(#00FF00)所有羽翼#n临时经验值。#H3、活动期间，羽翼培养满时，临时经验值则会转化为永久经验值。#H4、临时经验值未成功转化时，则会在当天#C(#00FF00)0点清空#n。#H#H	#C(#FF0000)la règle de l'activité ：#n#H1、pendant  l'activité ，la récompense de pierre de l'expérience des ailes#C(#00FF00)est remboursée selon l'aile activée du plus bas niveau #n du joueur #C(#00FF00)#n．#H2、utiliser la pierre de l'expérience des ailes pour augmenter la valeur de l'expérience temporaire de toutes les ailes #C(#00FF00)#n．#H3、pendant  l'activité ，quand la formation de l'aile est pleine，la valeur de l'expérience temporaire devient la valeur de l'expérience éternelle．#H4、si la valeur de l'expérience  temporaire ne devient pas la valeur de l’expérience  éternelle，cela va être vidées après #C(#00FF00)0 heure#n．#H#H
zxhd16	#C(#FF0000)注意事项：#n#H1、临时经验值只对#C(#00FF00)当前等级#n有效，不累积到下一级。#H2、若其中一个羽翼的临时经验已转化成永久经验值，则会清除其他羽翼的临时值。	#C(#FF0000)remarque ：#n#H1、la valeur de l'expérience temporaire est valable seulement pour #C(#00FF00)le niveau actuel #n et ne peut pas être cumulée au prochain niveau．#H2、si l'une des valeurs de l'expérience temporaires devient la valeur de l'expérience éternelle，des valeurs de l'expérience temporaires des autres ailes seront vidées．
zxhd17	#C(#FF0000)活动规则：#n#H1、活动期间，根据玩家当前#C(#00FF00)已激神龙中品质最低的神龙#n返还#C(#00FF00)神龙进化石#n奖励。#H2、神龙进化石分为：初级神龙进化石、中级神龙进化石、高级神龙进化石、顶级神龙进化石。#H3、使用神龙进化石增加当前#C(#00FF00)所有同一品质神龙的#n临时祝福值。#H4、当前品质的临时祝福值未成功转化时，则会在当天#C(#00FF00)0点清空#n。#H#H	#C(#FF0000)la règle de l'activité ：#n#H1、pendant  l'activité ，la récompense de pierre de l'évolution de dragon magique #C(#00FF00)est remboursée selon le dragon magique activé du plus bas niveau #n du joueur #C(#00FF00)#n． #H2、la pierre de l'évolution de dragon magique se  divise en：la pierre de l'évolution de dragon magique primaire 、la pierre de l'évolution de dragon magique de niveau moyen 、la pierre de l'évolution de dragon magique avancée、 la pierre de l'évolution de dragon magique du plus haut niveau ．#H3、utiliser la pierre de l'évolution de dragon magique pour augmenter actuellement #C(#00FF00)la valeur de bénédiction temporaire #n de tous les dragons de même qualité．#H4、si la valeur de bénédiction temporaire de la qualité actuelle  ne devient pas la valeur éternelle，cela va être vidées #C(#00FF00)à 0 heure le même jour #n．#H#H
zxhd18	#C(#FF0000)注意事项：#n#H1、临时祝福值只对#C(#00FF00)当前品质#n有效，不累积到下一品质。#H2、若其中一只#C(#00FF00)拥有临时祝福值的神龙#n成功进化，则会清除其他同一品质神龙的祝福值。	#C(#FF0000)remarque ：#n#H1、la valeur de bénédiction temporaire est valable seulement pour #C(#00FF00)le niveau actuel #n et ne peut pas être cumulée à la prochaine qualité．#H2、si l'un #C(#00FF00) des dragons magiques qui a la valeur de bénédiction temporaire #n réussit à l'évolution．des valeurs de bénédiction des autres dragons magiques de la même qualité seront vidées．
zxhd19	当前增加了临时祝福值<font color='#00FF00'>{0}</font>点，临时祝福值在<font color='#FF0000'>{1}</font>后消失。	actuellement augmenter la valeur de bénédiction temporaire de <font color='#00FF00'>{0}</font>points，la valeur de bénédiction temporaire disparaît après <font color='#FF0000'>{1}</font>
jchdchongzhikuangren	30000	30000
ghfb1	第{0}关	niveau {0}
ghfb2	全部通关	franchir tous les niveaux
ghfb3	您当前的行动力为{0}#H是否使用{1}神石或魔晶购买1次行动力？	votre force d'activité actuelle est{0}#H si tu consommes {1}pierres divines ou cristaux magiques pour acheter une force d'activité ？
ghfb4	购买次数不足	le nombre d'achat ne suffit pas 
ghfb5	今日已没有剩余的购买次数了。	aujourd'hui il n'y a plus de fois d'achat restantes
ghfb6	悬浮信息	information de suspension 
ghfb7	仅允许与同公会的成员组队。	 le groupe est seulement pour des membres de la même guilde
ghfb8	你的队伍已解散。	ton équipe est dissouse ．
ghfb9	发出邀请成功。	réussir à envoyer une invitation 
ghfb10	【{0}】邀请你加入TA的队伍#H所在场景：{1}	【{0}】t'invite à adhérer à son équipe#H la scène ：{1}
ghfb11	队伍已满，无法加入	l'équipe est pleine et tu ne peux pas y adhérer ．
ghfb12	队伍已开始战斗	l'équipe commence de combattre 
ghfb13	队伍不存在。	l'équipe n'existe pas 
ghfb14	加入队伍成功。	réussir à adhérer à l'équipe 
ghfb15	退出队伍成功	réussir à quitter l'équipe 
ghfb16	已发出申请队长	avoir envoyé la demande de capitaine 
ghfb17	已有替换队长的请求。	avoir la demande de remplacer le capitaine 
ghfb18	【{0}】申请成为队长	【{0}】demander de devenir capitaine 
ghfb19	转让成功。	réussir à revendre 
ghfb20	必须组队才能挑战副本BOSS。	il faut grouper pour défier l'instance de BOSS
ghfb21	该副本BOSS尚未解锁，请先占领前一个副本BOSS关卡。	le BOSS de cette instance n'est pas encore déverrouillé．Veuillez occuper d'abord le niveau de BOSS de la précédente instance．
ghfb22	只有队长才能开始挑战	seulement le capitaine peut commencer le défi 
ghfb23	加入公会后可进入该玩法	pouvoir entrer à ce jeu après avoir adhéré à la guilde
ghfb24	1、战斗胜利则消耗1次行动力并且增加对应的副本BOSS关卡占领进度1点。#H2、当行动力为0时，战斗胜利不增加副本关卡占领进度，也无法获得奖励。#H3、提升贵族等级可额外购买更多的行动力。	1、Il consomme une force d'action et le progrès de donjon augmente d'un point．#H2、Quand la force d'action est de 0, même si on réussit le combat, l'avancement d'occupation du niveau de l'instance n'augmente pas et aucune récompense sera recue．#H3、Avec l’amélioration de niveau de noble on peut acheter plus de forces d'activité．
ghfb25	1、 不消耗行动力#H勾选后，即使战斗胜利也不会扣除玩家的行动力，同时也无法获得奖励和增加BOSS的占领度。#H战斗失败也不扣除行动力。该设置仅对自己生效。#H2、 行动力为0时自动购买#H默认勾选此项，勾选后当行动力为0时自动提示玩家购买。#H若玩家没有剩余的购买次数则不再提示。	1、 ne pas consommer la force d'action #H après avoir choisi，même si l'on réussit au combat，le joueur ne perd pas la force d'action．de plus,on ne peut pas recevoir la récompense et l'avancement de l'occupation de BOSS n’augmente pas．#Hsi l'on échoue dans le combat，le joueur ne perd pas la force d'action．cette installation est valable seulement pour toi-même．#H2、 la force d'action est de zéro，acheter automatiquement．#H choisir cet item tacitement．après le choix，quand la force d'action devient zéro，proposer automatiquement  au joueur d'acheter．#H si le joueur n'a plus de fois de l'achat，il n'y a plus de recommandation．
ghfb26	点击向队长发出申请队长请求，若队长60秒内没有选择同意或者拒绝则自动同意。	cliquer pour envoyer la demande de capitaine au capitaine．Si le capitaine ne répond pas dans 60 secondes on considère tacitement qu'il est d'accord．
ghfb27	该关卡占领度:{0}/{1}(占领度满额外解除障碍)	Progrès:{0}/{1}(quand la barre d'occupation est pleine，l'obstacle sera balayé)
OtherRolePanelTip1	未获得坐骑加成属性	ne pas obtenir l'attribut de bonus de la monture 
OtherRolePanelTip2	{0}  {1}阶 {2}星 #H物攻：+{3}#H法攻：+{4}#H生命：+{5}	{0}  {1}niveau  {2}étoile  #H attaque physique：+{3}#H attaque magique ：+{4}#H vie ：+{5}
OtherRolePanelTip3	未获得宝石加成	ne pas obtenir le bonus de gemme 
OtherRolePanelTip4	宝石封印等级：{0}	le niveau de cachetage de gemme：{0}
OtherRolePanelTip5	未获得占卜光环加成	ne pas obtenir le bonus de nimbe de la divination 
OtherRolePanelTip6	占卜光环等级:{0}	 le niveau de nimbe de la divination :{0}
OtherRolePanelTip7	未获得符文加成	ne pas obtenir le bonus de rune 
OtherRolePanelTip8	符文封印等级:{0}	le niveau de cachetage de rune :{0}
OtherRolePanelTip9	未获得翅膀加成属性	ne pas obtenir l'attribut de bonus des ailes
OtherRolePanelTip10	等级：	niveau ：
OtherRolePanelTip11	未进行宠物附灵	n'a pas encore fait l'enchantement de son familier
OtherRolePanelTip12	宠物附灵属性：#H{0}	attribut de l'enchantement de familier ：#H{0}
OtherRolePanelTip13	未激活婚戒	ne pas encore activer la bague de mariage
OtherRolePanelTip14	未装备天赋卡	ne pas encore s'équiper de la carte de talent 
OtherRolePanelTip15	宝石等级总和：{0}	la somme totale des niveaux de gemme：{0}
ryzz1	你攻击了{0}，你获胜了，获得了{1}点积分	tu attaques {0}，tu vaincs，obtiens{1}points
ryzz2	你攻击了{0}，你战败了，获得{1}积分	tu attaques{0}，tu échoues，obtiens {1}points
ryzz3	{0}攻击了你，你获胜了，获得了{1}点积分	{0}t'attaque，tu vaincs，obtiens {1}points
ryzz4	{0}攻击了你，你战败了，获得了{1}积分	{0}t'attaque，tu échoues，obtiens{1}points
ryzz5	{0}级开启荣耀之战	le combat de gloire est ouvert au niveau {0}
ryzz6	1、#C(#00FF00)世界等级＜80且服务器开服时间≤30天时，荣耀之战每日定时开启；世界等级≥80且服务器开服时间>30天时，每周二、周五的荣耀之战将替换为跨服圣域争霸#n#H2、击败的玩家战斗力越高可获得的积分也越高#H3、连续击杀玩家还会有特别加成#H4、获得的积分越高奖励也会越高	1、#C(#00FF00)quand le niveau du monde＜80 et le temps de l'ouverture de serveur ≤30jours，le combat de gloire est ouvert à temps fixé；quand le niveau du monde≥80 et le temps de l'ouverture de serveur>30jours，le mardi et le vendredi，la dispute d'hégémonie sur inter-serveur remplace le combat de gloire．#n#H2、on peut obtenir plus de points si la force de combat de l'ennemi est plus haute．#H3、plus de combo, plus de bonus．#H4、aplus de points.plus de récompenses．
ryzz7	#H5、积分排名前10还会获得特别奖励#H6、战胜BOSS也会获得特别积分奖励#H7、击杀BOSS后，同阵营玩家攻击该BOSS，可以获得增伤及免伤的加成#H8、服务器开启圣域争霸活动时，荣耀之战不开启	#H5、les premiers dix dans le classement de point vont obtenir la récompense spéciale．#H6、on obtenir la récompense spéciale de point si l'on vainc BOS．#H7、après avoir tué BOSS，si des joueurs du même camp attaquent ce BOSS，ils peuvent obtenir le bonus de l'augmentation des dégâts et de résistance aux dégâts．#H8、si le serveur ouvre l'activité de la dispute d'hégémonie，le combat de gloire ne s'ouvre pas．
ryzz8	{0}积分	{0}points
ryzz9	无	sans 
ryzz10	荣耀之战积分：+{0}	point du combat de gloire ：+{0}
ryzz11	点击“顶”可提升该玩家对抗魔兽将领的实力，一个玩家在一次活动中只可以使用一次“顶”哦	cliquer “ding”pour augmenter la capacité du joueur de lutter contre le général des bêtes magiques．Un joueur ne peut qu'utiliser “ding”une fois dans une activité．
ryzz12	你正在战斗冷却时间中，请稍后再进行挑战	tu es dans le refroidissement de combat．Veuillez défier de nouveau pls tard．
cjpm1	#C(#FFFFFF)活动开启时间内，达到指定等级的玩家均可获得奖励一份。活动结束时，#H主角#C(#00FF00)44级以上#n且等级排名第一的玩家将额外获得丰厚大奖一份！#n	#C(#FFFFFF)pendant l'activité，le joueur atteignant le niveau requis peut recevoir une récompense．Hors de la fin de l'activité，#H héros #C(#00FF00)avec le niveau supérieur au niveau 44#n qui est le premier dans le classement de niveau peut recevoir de plus une grande récompense  ！#n
cjpm2	#C(#66FF00)#U#A(#K(OPEN_ACTIVITY,1))更多奖励尽在疯狂冲级#n#n#n	#C(#66FF00)#U#A(#K(OPEN_ACTIVITY,1))obtenir plus de récompenses dans le fou saut du niveau #n#n#n
buff2	您的等级低于世界等级，获得经验额外加成{0}	votre niveau est inférieur au niveau du monde，obtenez le bonus supplémentaire de l'expérience {0}
learnSkillTip1	单体技能，使用后可以增加怒气	la furie augmente après l'utilisation de cette compétence
learnSkillTip2	攻击两次敌方单体目标，使用需消耗怒气	attaquer deux fois une cible，l'utilisation consomme la furie 
learnSkillTip3	单体必杀技，需消耗大量怒气	coup fatal，consomme beaucoup de furie
learnSkillTip11	单体技能，使用后可以增加怒气	la furie augmente après l'utilisation de cette compétence
learnSkillTip12	攻击两次敌方单体目标，使用需消耗怒气	attaquer deux fois une cible，l'utilisation consomme la furie 
learnSkillTip13	单体必杀技，需消耗大量怒气	coup fatal，consomme beaucoup de furie
luckWheel001	【<font color='#66FF00'>{0}</font>】 在奖池中获得<font color='#66FF00'>{1}</font>神石奖励	【<font color='#66FF00'>{0}</font>】 obtenir la récompense de pierre divine dans la piscine de récompense <font color='#66FF00'>{1}</font>
tarot003	吞噬成功	réussir à avaler 
luckWheel002	成为贵族成员开启	ouverture quand on devient le noble 
jjc001	英雄竞技积分：+{0}	point de concours de héros：+{0}
jingbi001	金币：+{0}	pièce d'or ：{0}
mojing001	魔晶：+{0}	cristal magique ：{0}
jingyan001	经验：+{0}	expérience ：+{0}
chengzhujifen001	城主轮值显示积分：+{0}	le point du tour du maître de la cité est ：+{0}
arena002	英雄竞技信息	information de concours de héros 
arena003	神石不足，请前往购买神石	la pierre divine ne suffit pas．veuillez aller acheter la pierre divine．
msrq2	等级不足！	le niveau ne suffit pas ！
msrq3	基础奖励：{0}金币	la récompense basique ：{0}pièces d’or 
msrq4	剩余领奖次数:{0}	les fois restantes de recevoir la récompense:{0}
msrq5	恭喜你获得：金币+{0}	félicitations tu obtiens：pièces d'or +{0}
msrq6	领奖次数已用完	les fois de recevoir la récompense sont épuisées．
msrq7	回城({0})	revenir à la cité ({0})
shengji2	神石：{0}	pierre divine ：{0}
jinbi2	金币：{0}	pièce d'or ：{0}
mojing2	魔晶：{0}	cristal magique ：{0}
wan2	{0}万	{0}0000
msrq8	全场共击杀{0}个魔兽	vous avez tué {0}bêtes magiques
msrq9	未上榜	hors du classement 
msrq10	第{0}名	la {0}place 
tarot004	价格：{0}	prix ：{0}
tarot005	英雄没有出阵不能装备命魂	on ne peut pas équiper l'âme sur le héros qui n'entre pas au combat 
tarot006	该命魂不可装备	cette âme est indisponible pour l'équiper 
tarot007	占卜强化石：{0}	pierre d'augmentation de divination ：{0}
tarot008	等级：{0}	niveau ：{0}
tarot009	生命：{0}	vie ：{0}
tarot10	速度：{0}	vitesse ：{0}
tarot11	将获取{0}经验	acquérir {0}expérience 
tarot12	该命魂不可以锁定	on ne peut pas verrouiller cette âme 
tarot13	没有可合成的命魂	aucune âme disponible pour la synthèse 
tarot14	命力+{0}	force de vie +{0}
tarot15	等级不足	niveau insuffisant 
tarot16	锁定命魂，不被出售和合成	âme verrouillée，indisponible pour la vente et la synthèse 
tarot17	命力：{0}	force de vie ：{0}
tarot18	将获取{0}金币	acquérir {0}pièces d'or 
tarot19	将获取{0}命力	acquérir {0}force de vie 
dhsd001	梦幻森林	forêt magique 
dhsd002	圣辉城	cité sacrée de gloire 
dhsd003	龙骑神殿	temple des chevaliers de dragon 
dhsd004	精灵大陆	continent des elfes
dhsd005	亡灵圣域	zone de la mort 
dhsd006	镜·梦幻森林	miroir ·forêt magique 
csm	等级不够，达不到传送条件！	niveau insuffisant pour la transmission ！
djsy1	等级不足，无法使用	niveau insuffisant pour l'utilisation 
fb001	<font color='{0}'>{1}</font><font color='#66FF00'>/2</font>	<font color='{0}'>{1}</font><font color='#66FF00'>/2</font>
yiguoqi	过期	expiré 
yiguoqi2	道具已过期	objet expiré 
herothitem	25676,25677,25678,25679,25680,26122,26123,25713,25714,25715,25716,25717,25718,25719,26121,28217,28218,28219,28220,28221,28222,28223,28224	
herothitem01	28225,28226,28227,28228,28229,28230,28231,28232	28225,28226,28227,28228,28229,28230,28231,28232
jjc002	加速将消耗{0}神石或魔晶，是否加速？	accélération va consommer {0}pierres divines ou le cristal magique ,accélérez-vous ？
jjc003	声望:{0}<br/>金币:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='#FFFF00'>{5}</font>	pres.:{0}<br/>or:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='#FFFF00'>{5}</font>
jjc004	声望:{0}<br/>金币:{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='{5}'>{6}:</font>{7}<br/><font color='#FFFF00'>{8}</font>	pres.:{0}<br/>or：{1}<br/><font color='{2}'>{3}:</font>{4}<br/><font color='{5}'>{6}:</font>{7}<br/><font color='#FFFF00'>{8}</font>
zuduitips	加入队伍	faire partie d'une équipe
xianshiLB	确认消耗1神石打开限时礼包吗？	confirmez vous de consommer 1 pierre divine pour ouvrir le paquet-cadeau du temps imparti ?
guoshiLB	礼包已过时	paquet-cadeau  expiré 
coolTime001	<font color='#66FF00'><a href='event:'><u>{0}</u></a></font>	<font color='#66FF00'><a href='event:'><u>{0}</u></a></font>
coolTime002	<font color='#ffffff'><a href='event:'><u>{0}</u></a></font>	<font color='#ffffff'><a href='event:'><u>{0}</u></a></font>
ghfbjyg	当前已经没有挑战精英怪的次数了，每天14:00重置次数。	actuellement il n'y a pas de fois de défier le monstre de l'élite，chaque jour la fois est vidée à 14:00
hz1	查看黄钻特权	consulter le privilège de diamant jaune
hz2	您尚未达到{0}级，请继续努力升级	vous n'atteignez pas le niveau {0}，veuillez améliorer le niveau
hz3	请先领取上一级的黄钻成长礼包	veuillez recevoir le paquet-cadeau de grandissement de diamant jaune du précédent niveau
fb_022	等级不够，不能购买次数哟	le niveau ne suffit pas pour acheter la fois 
jjc005	是否使用{0}神石或魔晶，增加一次挑战机会?	si tu consommes {0}pierres divines ou cristaux magiques pour ajouter une chance de défi ?
ylsd1	#C(#ffffff)前往#U#C(#00FF00)#A(#K(CHQS))地狱斧王	#C(#ffffff)aller à #U#C(#00FF00)#A(#K(CHQS))roi à hache des enfers
ylsd2	需先通关地狱斧王副本	il faut franchir d'abord l'instance de roi à hache des enfers
ylsd3	{0}等级开启	ouvert au niveau {0}
ylsd4	请先通关前置副本	veuillez franchir d'abord l'instance précédente
ylsd5	贵族{0}用户每天可购买{1}次行动力。#H今日剩余购买次数：{2}次	le noble {0}peut acheter {1} force d'action tous les jours．#H la fois restante de l'achat：{2}fois 
ylsd6	没有足够的行动力	la force d'action ne suffit pas
ylsd7	是否使用{0}神石或魔晶，购买1点行动力。	si tu utilises {0} pierres divines ou cristaux magiques pour acheter un point de la force d'action 
ylsd8	购买成功	réussir à acheter 
ylsd9	挑战胜利消耗1点行动力。	réussir au défi et consommer un point de la force d'action 
ylsd10	1、挑战副本，胜利需消耗1点行动力，失败则不消耗行动力。#H2、需通关前置副本开启下一个副本，通关前置章节开启下一章节。#H3、玩家每日可额外购买行动力，贵族等级越高购买的数量越多。#H4、每日0点重置行动力和额外购买次数。	1.si combat réussi，il consomme un point de la force d'action．#H2、il faut franchir les instances par ordre.#H3、chaque jour joueur peut acheter supplémentairement la force d'action．plud haut le niveau de noble, plus d'achats．#H4、force d'action et le nombre d'achat sont réinitialisé à 24 heures．
ylsd11	{0}[少将]	{0}[Major-général ]
ylsd12	{0}[中将]	{0}[lieutenant général ]
ylsd13	{0}[上将]	{0}[Admiral]
ylsd14	{0}[大将]	{0}[général ]
ylsd15	{0}[元帅]	{0}[maréchal]
ylsd16	级开启	ouvert au niveau
ylsd17	等级不足80,无法开启	le niveau n'atteint pas le niveau 80,ne peut pas ouvrir 
petTips	宠物（W）	animal familier  （W）
xiazhenpet	请先解除该英雄的宠物	veuillez d'abord lever familier du héros 
pet1	属性已达最大值	l'attribut atteint la valeur maximale
pet2	是否花费10神石进行培养？	si tu consommes 10 pierres divines pour la formation ？
pet3	神石不足	des pierres divines ne suffisent pas 
pet4	宠物当前所有属性达到最大值时，可以升星	tous les attributs de familier  atteignent la valeur maximale．Pouvoir améliorer l'étoile 
pet5	升星成功	réussir à l'amélioration de l'étoile 
pet6	培养成功，属性提升{0}	réussir à la formation，l'attribut augmente de {0}
