messageId	desc
aiwanbuff	主角享受腾讯爱玩平台特权：#H生命+150  物攻+50  法攻+50
ganjiabuff	主角享受QQ管家平台特权：#H生命+150  物攻+50  法攻+50
ymtg1	超值价：
ymtg2	每日剩余购买数量：{0}
ymtg4	{0}人
ymtg5	1、活动期间每天购买全民大礼包的玩家可获得当日相对应的福利宝箱领取资格。#H2、本次活动为全服务器活动，每日跨服团购人数越多当日解锁的福利宝箱越多，奖励越丰富。#H3、团购奖励在每日00:00结算后通过玩法奖励统一发放给玩家，可通过玩法奖励领取团购奖励。#H4、全民大礼包和跨服团购人数会在每日00:00奖励结算后重置。
ymtg6	等级不足，无法参与活动
rmbBank001	存入当天
rmbBank002	立返存入额{0}%
rmbBank003	等级达到{0}
rmbBank004	返还存入额{0}%
rmbBank005	<font color='#66FF00'>{0}</font>
rmbBank006	<font color='#FF0000'>{0}</font>
rmbBank007	您当前投入#C(#fbfe00){0}#n充值神石，还可投入#C(#fbfe00){1}#n充值神石获取更多返利，是否确认现在领取？#H#C(#FF0000)提示：奖励只可领取一次#n
rmbBank008	<font color='#00EE00'>{0}</font>的<font color='#00EE00'>{1}</font>在<font color='#EE7600'>【我的银行】</font>中存入了充值神石：<font color='#fbfe00'>{2}</font>
rmbBank009	<font color='#00EE00'>{0}</font>在<font color='#EE7600'>【我的银行】</font>中存入了神石：<font color='#fbfe00'>{1}</font>
rmbBank010	<font color='#00EE00'>{0}</font>的<font color='#00EE00'>{1}</font>在<font color='#EE7600'>【我的银行】</font>中领取了奖励神石：<font color='#fbfe00'>{2}</font> 魔晶：<font color='#fbfe00'>{3}</font>
rmbBank011	<font color='#00EE00'>{0}</font>在<font color='#EE7600'>【我的银行】</font>中领取了奖励神石：<font color='#fbfe00'>{1}</font> 魔晶：<font color='#fbfe00'>{2}</font>
rmbBank012	充值神石：#C(#fbfe00){0}#n#HQ点商城购买的神石，可用于神石银行投资
rmbBank013	奖励神石：#C(#fbfe00){0}#n#H其他途径获得神石，无法用于神石银行投资
rmbBank014	<font color='#ffffff'>您当前投入<font color='#fbfe00'>{0}</font>充值神石</font>
rmbBank015	<font color='#FF0000'>您当前尚未存入任何充值神石</font>
rmbBank016	您已领取完所有返利！
rmbBank017	可用充值神石不足
rmbBank018	最大可投{0}充值神石，您还可投入{1}充值神石
rmbBank019	魔晶：#C(#3299cc){0}#n
djz	第{0}章
ywjbcs	已无劫宝次数
xzfb	请先选择副本
zdfbgmcs1	是否使用{0}魔晶（魔晶不足时，消耗神石），兑换一次挑战次数?
zdfbgmcs2	贵族等级越高,可以购买的挑战次数越多哟!
skyCardPanel001	装备
skyCardPanel002	卸下
skyCardPanel003	已有：
skyCardPanel004	材料不足
skyCardPanel005	使用等级:80
skyCardPanel006	天赋卡等级:
skyCardPanel007	可装备角色:
skyCardPanel008	全体角色
skyCardPanel009	主角
skyCardPanel0010	该系统80级开放
skyCardPanel0011	等级
skyCardPanel0012	数量：
woldtips1	世界地图3级开启
kfboss1	1) 若在BOSS挑战剩余时间内，等级≥32级的玩家可以单独挑战或者组队挑战，超时则无法再挑战。#H2) 挑战胜利则界面中的BOSS会变成玩家的造型并且在指定的场景中展示通关大神的荣耀雕像，#H地点分别为第一关：龙骑神殿、第二关：龙骑神殿、第三关：精灵大陆、第四关：精灵大陆、第五关：亡灵圣域。
kfboss2	任意玩家击败该BOSS即可激活奖励
kfboss3	贵族等级不足{0}，无法领奖！
kfboss4	贵族{0}可领
kfboss5	你还可以邀请好友组队一起挑战，确定自己单独挑战？
kfboss6	一个人挑战无需组队，请解散队伍再挑战！
kfboss7	击败了该BOSS，贵族{0}以上玩家可领取奖励。
kfboss8	已领取
kfboss9	只有队长才能执行该操作
kfboss10	【{0}】邀请你加入TA的队伍
kfboss11	第{0}关
kfboss12	您所在的队伍类型不是开服Boss，请重新组队！
kfboss13	您已有队伍！
kfboss14	#H3) 当所有BOSS挑战剩余时间为0时则玩法关闭，查看挑战记录或者领奖可以前往点击通关大神雕像打开。#H4) 若单独挑战胜利则获得挑战奖励中的全部奖励，若组队挑战则每个成员从中获得其中一件奖励。#H注意：无论队伍中有几个玩家，每个成员都仅会获得其中一件奖励。
kfboss15	通关大神
kfboss16	已过期
kfboss17	已达到挑战时限，该BOSS无法挑战。
kfboss18	您所在的队伍类型不是合服Boss，请重新组队！
qyfbbc1	#C(#FF5511){0}级评价奖励#H
qyfbbc2	#C(#FFFF00)总耗时小于{0}分钟可获得{1}评价
qyfbbc3	总耗时
qyfbbc4	剩余次数
qyfbbc5	您还没有结婚，无法进行该玩法
yzyxt001	等级不够开启英雄坛
yzyxt005	当前时间段不可进行挑战
yzyxt004	行动力不足，购买行动力可继续挑战
yzyxt002	玩法说明：#H1、点击挑战即可触发与魔神的战斗，魔神血量不回复；#H2、挑战魔神每次消耗1点行动力，行动力可消耗神石购买；#H#C(#FFff37)3、对魔神造成伤害、击杀魔神可以获得魔神积分，伤害越高、击杀魔神所用回合数越少获得的积分越多；#n#H4、玩家达到指定积分段即可领取积分段奖励，奖励请当日领取，次日清空；#H5、每日00：30开始挑战魔神，22：59分停止挑战魔神；#H6、23:00开始，将统计魔神跨服排行榜最终数据，并在次日00：00发放排行奖励；
yzyxt003	是否花费{0}神石购买行动力#H#C(#FF0000)提示：消耗神石和购买次数有关#n
yzyxt007	积分
yzyxt008	需要积分{0}
yzyxt009	神石不足
yzyxt0010	勇者英雄坛积分：+{0}
yzyxt0011	#H7、次日的初始魔神等级会根据当日挑战魔神的最高等级有所变化；#H8、跨服积分排行榜数据预计每个整点更新一次，玩家所见排行榜数据与最新数据略有所延迟；#H9、每日23：00停止挑战魔神之后，将根据当日最终的排行榜数据发放排行奖励；#H10、次日玩家可查看昨日排行榜数据；#H11、此次活动结束之后，勇者英雄坛的玩法数据不做保留，请玩家及时使用购买的行动力。
yzyxt0012	今日购买次数已达上限
yzyxt0013	当前购买消耗{0}神石
yxhzsd1	剩余：{0}天{1}小时{2}分钟
yxhzsd2	说明：#H1、兑换稀有道具需消耗英雄徽章#H2、英雄徽章可通过勇者英雄坛跨服排名奖励获得#H3、玩家可兑换的道具与个人等级有关
yxhzsd3	剩余购买数量:{0}
yxhzsd4	我的英雄徽章：{0}
yxhzsd5	英雄徽章不足
yxhzsd6	剩余购买数量为0，无法购买
yxhzsd7	#C(#66FF00)#U#A()获取英雄徽章#n#n
yxhzsd8	售价:{0}
yxhzsd9	功能未开启
xyc001	{0}神石
xyc002	{0}幸运积分
xyc003	剩余：{0}
xyc004	该商品没有剩余兑换次数
xyc005	({0}级开启）
xyc006	<font color='#66FF00'>{0}</font>在许愿池许愿获得了<font color='{1}'><a href='event:'><u>{2}</u></a>*{3}</font>
xyc007	许愿币可通过活动获得，在有许愿币时优先使用许愿币进行许愿
xyc008	当前积分:{0}
xyc009	剩余许愿币数量：{0}
xyc010	<font color='{0}'>{1}</font>{2}个</font>
xyc011	(许愿1次需要{0}神石或{1}许愿币，许愿可以获得以下奖励)
xyc012	今日剩余许愿次数：{0}次
xyc013	等级不足{0}级，不能进入下一许愿池
xyc014	该许愿池今日剩余许愿次数不足，不如去其他的许愿池试试吧！
xyc015	是否确认花费{0}许愿币进行{1}次许愿？
xyc016	许愿币或神石不足，本次许愿失败。
xyc017	是否确认花费{0}神石和{1}许愿币进行{2}次许愿？
xyc018	神石不足
xyc019	幸运积分不足
xyc020	幸运积分或神石不足
xycDesc1	传说中在此许愿，就能得到圣光祭祀的祝福，获取圣·光辉套装、璀璨宝石等神秘奖励！
xycDesc2	传说中在此许愿，就能得到绝美艳后的祝福，获取稀有命魂、璀璨宝石等神秘奖励！
xycDesc3	传说中在此许愿，就能得到血族剑姬的祝福，获取稀有命魂、璀璨宝石、珍贵符文等神秘奖励！
xycDesc4	传说中在此许愿，就能得到地狱斧王的祝福，获璀璨宝石、珍贵符文、天赋卡碎片、宠物幸运石等神秘奖励！
packSkyCard	#C(#ffffff)出售{0}个#C({1}){2}#n,将得到{3}星魂
xyc021	正在许愿中，本次许愿完成后才能退出许愿池
xyc022	正在许愿中，本次许愿完成后才能再次许愿
xyc023	许愿池
xyc024	许愿积分可通过许愿获得
zxtype1	攻击
zxtype2	辅助
zxtype3	肉盾
zxtype4	攻击辅助
zxtype5	出阵
zxtype6	助阵
zdfb13	待定
zdfb14	需选择组队副本才能开始副本
zhanbu30	本次占卜获得：#C({0}){1}；#C(#ffffff)消耗金币：{2}
jinbiFB2bei	消耗{0}神石（优先消耗魔晶），获得双倍奖励{1}金币？
jinbiFB1	磁铁
jinbiFB2	时间
jinbiFB3	等级不足30级，赶紧去升级吧！
jinbiFB4	如果在中途退出，将不能再继续本次副本，是否继续退出？
jinbiFB5	是否进入{0}副本
xyc025	<font color='#66FF00'>全服累积再许愿{0}次可开启<font color='#FFFF00'><a href='event:'><u>金币宝藏</u></a></font></font>
xyc026	今日已全服累积许愿{0}次，已开启金币宝藏{1}次
hjbx1	1、活动期间，每日充值达到一定额度可在精彩活动中领取相应数量的黄金宝箱钥匙。#H2、使用黄金宝箱钥匙可开启黄金宝箱，获得珍稀道具。#H3、黄金宝箱和需要消耗的黄金钥匙数量都会在每日00:00重置。#H4、开完每日的25个黄金宝箱必得至尊奖励中的超珍稀道具。#H5、没使用的黄金宝箱钥匙可用于下次活动开启时使用。
fmdj	附魔等级：{0}
zbfm1	需要消耗：{0}
zbfm2	装备附魔石：{0}
zbfm3	请放入需要附魔的装备
zbfm4	60级开放
zbfm5	装备附魔石数量不足，不能进行附魔
zbfm6	当前附魔加成：{0}%
zbfm7	下级附魔加成：{0}%
zbfm8	已满级
zbfm9	等级不足60级，不能进行装备附魔，快去升级吧！
zbfm10	点此选择装备进行附魔
zbfm11	{0}个装备附魔石
zbfm12	该装备不能进行附魔
novice1	金币
llsr1	是否确定花费#C(#fbfe00){0}神石#n手动刷新？
llsr2	今日剩余手动刷新次数不足
llsr3	当前为第#C(#fbfe00){0}#n次刷新，消耗#C(#fbfe00){1}#n神石
llsr4	快速刷新({0})
llsr5	#C(#ffffff)#C(#00ff00){0}#n购买了#C({1}){2}#n *{3}
llsr6	1.流浪商人每天中午12点刷新，玩家可在商店中低价购买珍贵道具。#H2.每件商品只能购买一次。#H3.玩家可消耗神石手动刷新待售品。#H4.玩家每天最多手动刷新5次。
llsr7	我的夺宝徽章:{0}
llsr8	夺宝徽章:来源于野外夺宝活动
shenshibuzu	神石不足是否充值?
jbfb001	许愿池许愿可获得金币宝藏次数
jbfb002	进入次数不足，可前往许愿池许愿获得！
jbfb003	是否进入金币宝藏。
hjbx2	本次开启需消耗{0}个
hjbx3	{0}个
hjbx4	本次开启消耗{0}把黄金宝箱钥匙，是否开启。
hjbx5	黄金宝箱钥匙不足
hjbx6	活动已结束，请等待下次开启
jinbi	金币
shenshi	神石
mojin	魔晶
jifen	幸运积分
robmedal	夺宝徽章
zbfm001	<font color='#ffffff'>是否消耗<font color='#FFFF00'>{0}</font>个<font color='#FFFF00'>{1}</font>开启？</font>
zbfm002	{0}不足
fxyj1	请先完成分享微博和空间，再继续第2步
fxyj2	请先收听龙骑士传微博，再继续第3步
LQLanguage1670	玩家等级不够40级
LQLanguage1671	全服剩余：{0}/{1}
vipzgfw001	手机号码不能为空
vipzgfw002	QQ账号不能为空
vipzgfw003	请输入正确的手机号码
vipzgfw004	请输入正确的QQ账号
vipzgfw005	点击VIP尊享服务
dhsd007	镜·圣辉城
vipzgfw006	24小时客服服务热线：{0}
vipzgfw007	客服热线：{0}
wfzjjy	等级已满，无法增加经验
zdmhzb01	自动高级占卜至命魂格满或神石不足
zdmhzb02	使用一键高级占卜将自动高级占卜至命魂格满或神石不足
weixin1	第{0}目标
weixin2	关注数：{0}
weixin3	关注数：未启动
enumCd34	您的手太快了，请3秒后再点击购买。
tianfukatips	天赋卡（R）
LQLanguage1695	售价:
LQLanguage1696	剩余购买次数:
LQLanguage1697	是否花费{0}神石购买礼包
LQLanguage1698	神石不足，无法购买
LQLanguage1699	充值神石不足，无法购买
LQLanguage1700	是否花费{0}充值神石购买礼包
zdfb19	{0}的队伍
backgift001	领取
backgift002	已领取
backgift003	已过期
backgift004	{0}月{1}日
ywdb1	是否确定离开活动场景?
ywdb2	离开场景将丢失全部宝箱，是否确认离开？
ywdb3	抢夺
ywdb4	助攻({0})
ywdb6	活动结束倒计时：{0}
ywdb7	正处于抢夺冷却时间，剩余{0}秒
ywdb8	我的排名：{0}
ywdb9	我的宝箱：{0}
ywdb10	报名
ywdb11	进入
ywdb12	活动开启倒计时：{0}
ywdb13	1.野外夺宝为跨服活动，每次活动时间为25分钟,战力≥100000的玩家才可参与活动，活动将根据玩家等级自动匹配合适的战区，同一战区的玩家也会分配到不同地图。#H3.击杀场景BOSS后根据伤害排名获得奖励宝箱和金币，必须守护宝箱至活动结束才能正式获得。#H4.BOSS死亡或时间结束时不在场景内的玩家无法获得宝箱奖励。#H5.击杀boss后，点击玩家角色直接进入战斗，战斗胜利将获得对方一半的宝箱。
ywdb14	#H6.击杀玩家可获得基础分10分及对方部分积分，抢夺失败的玩家同样会损失部分积分。#H7.活动结束前退出或下线，宝箱将全部丢失，由地图中的其他玩家拾取。#H8.连杀或终结一定连杀数的玩家可获得额外积分奖励，连杀数≥10的玩家死亡时将掉落“亡者的英魂”，成功拾取英魂的玩家下场战斗的属性将变为死亡玩家属性。#H9.活动结束后将显示结算列表，结算界面内将显示同一地图内玩家宝箱排名，宝箱≤1的玩家不上榜。
ywdb15	刷新冷却中，请稍后。
ywdb16	最多只能夺取10个宝箱，你获得的宝箱已达到上限。
ywdb17	开服天数不足10天，无法参与活动
ywdb18	活动将在14:05、19:05开启
ywdb19	刷新({0})
ywdb20	刷新
ywdb21	10连杀或终结10连杀,额外获得10积分#H20连杀或终结20连杀,额外获得20积分#H30连杀或终结30连杀,额外获得30积分#H50连杀或终结50连杀,额外获得50积分#H100连杀或终结100连杀,额外获得100积分#H200连杀或终结200连杀,额外获得200积分
kfts1	跨服中不能购买神石，请回本服购买。
kfts2	跨服中不能购买体力，请回本服购买。
kfts3	跨服中不能使用这个物品。
kfts4	跨服中不能打开世界地图。
kfts5	跨服中不能使用此功能。
zqbb001	#C(#00ff00)#U#A(goto)前往#n#n
zqbb002	#C(#00ff00)#U#A(view)点击查看#n#n
zqbb003	1.活动期间内玩家可以通过博饼活动赢得月饼奖励，使用后能够增加体力。#H2.月饼有不同口味，但是每日最多使用20个月饼。#H3.活动期间每日必做的宝箱额外奖励1次游戏次数。#H4.活动期间购买神石能够获得额外次数。#H5.每日免费次数会清零，额外奖励次数不会清除。
zqbb004	今日已累计购买神石:{0}
zqbb005	累计购买{0}神石
zqbb006	奖励次数+{0}
zqbb007	#C(#ffffff)恭喜#C(#00ff00){0}#n在博饼中投出#C(#ff8000){1}#n#n
zqbb008	#C(#ffffff)免费博饼次数+1#n
ttms001	1、活动期间内，秒杀会出现各种低价秒杀道具。#H2、秒杀来袭前，只能预览下一波次道具。#H3、每波秒杀都会刷新界面出现的道具。#H4、秒杀的时间为，活动期间每天12:00—22:00，每间隔一小时刷新一次，共刷新10次。#H5、每次购买有2秒冷却时间，全服剩余数量为0时不可购买。#H6、在22:00之后无法打开面板，过了0点可开启预览到当天第一波道具。
ttms002	充值神石，奖励神石都可购买。
ttms003	仅限充值神石购买。
ttms004	今日的秒杀已结束，请明日再来
xcbx1	1.玩家每日有免费开启次数，次数耗尽后需要使用神石开启。#H2.玩家每日开启获得的道具将显示在界面上，奖励直接放入背包。
xcbx2	#C(#ffffff)#C(#00ff00){0}#n打开#C(#ffcc00){1}#n，幸运的获得了#C({4}){2}+{3}#n#n
xcbx3	本次开启花费{0}神石，有机会获得至尊大奖!
xcbx4	是否消耗{0}神石开启宝箱
xcbx5	宝箱数量不足，无法开启
dbxl	80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,
sz_bw001	时装武器
sz_bw002	时装衣服
sz_bw003	时装帽子
sz_bw004	时装羽翼
sz_tj01	#C(#00ff00)时装之魄#H#n获取途径：商城购买
dbx2	121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,
dbx3	544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,702,703,704,705,706,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721
sz_pz000	普通
sz_pz001	精良
sz_pz002	史诗
sz_pz003	传说
sz_pz004	传奇
sz_chushou	<font color='#ffffff'>双击激活！多余可出售：{0}个</font><font color='{1}'>{2}</font>
sz_showshizhuang	成功切换成时装形象。
sz_showzhujue	成功切换成主角形象。
qhhl	全部忽略
zdpt1	1、需三人组队前往，战斗中英雄不出阵。#H2、每次击杀小怪可获得奖励。#H3、通关可根据评分获得对应的奖励。#H4、首次通关每五层可获得奖励。#H5、3回合内成功击杀boss，下一层的前两个怪可直接点击获得奖励，不消耗回合数。#H6、全服通过一定次数之后，可开启下一章的副本。
zdpt2	全部通关
zdpt3	第{0}层 {1}/{2}
zdpt4	未进入
zdpt5	通关{0}次数开启下一层，当前本服通关次数为{1}
zdpt6	下章节已开启。
zdpt7	确定要将该玩家请离队伍吗？
zdpt8	您的队伍当中人数不满足三人！
zdpt9	您当前的收益次数为{0}#H是否使用{1}神石或魔晶购买1次收益次数？
zdpt10	勾选后开启无奖励模式，#H不消耗次数，也不会获得任何奖励。#H用于帮助队友通关副本。
zdpt11	队长或队员点此可发送组队要求到世界频道
zdpt12	队长或队员点此可发送组队到好友
zdpt13	【组队爬塔-{0}】{1}邀请你加入TA的队伍#H
zdpt14	确定将队长转让给{0}么？
zdpt15	退出场景将会同时退出队伍，确定退出组队爬塔场景么？
zdpt16	今日没有可以兑换的次数了，提升贵族等级可以提升每日购买次数
zdpt17	是否使用{0}魔晶（魔晶不足时，消耗神石），兑换一次收益次数
zdpt18	当前可收起
zdpt19	当前可展开
zdpt20	当前没有队伍位置空缺，请耐心等待或自行创建队伍。
zdpt21	当前全服收益通关次数：{0}
zdpt22	当前场景无法进行[组队爬塔]玩法,请回到世界地图场景中!
zdpt23	您当前骑乘的坐骑不是飞行坐骑，无法进入该副本！
zdpt24	组队爬塔场景中无法打开坐骑面板
zdpt25	该塔未开启
zdpt26	45级开启第一章
hzhd01	您今日的黄钻至尊礼包剩余数量已经为0,活动期间内次日重置。
hzhd02	活动说明：#H1.在本页面点击开通/续费黄钻才能获得领奖次数。#H2.领奖次数获得是根据开通/续费黄钻的次数，非月份数。#H3.开通/续费1个月黄钻即可获得一次领奖次数，一个玩家活动期间内最多可获得12次领奖机会。#H4.给好友开通/续费黄钻也可获得领奖次数。#H5.活动结束后不可再前往领奖，请在活动期间内使用全部获得的领奖次数。
hzhd03	可领奖次数：{0}
hzhd04	开通或续费黄钻可获得领奖机会
hzhd05	您的已领奖次数已满12次，继续开通或续费黄钻不会继续增加领奖次数
hzhd06	开通或续费黄钻可获得开启黄钻至尊礼包机会
hzhd07	活动剩余时间：{0}
hzhd08	剩余礼包数：{0}
hzhd09	当前可开启次数：{0}
hzhd10	当前已领奖：{0}
lzhd01	开通或续费蓝钻可获得领奖机会
lzhd02	您的已领奖次数已满12次，继续开通或续费蓝钻不会继续增加领奖次数
lzhd03	您今日的蓝钻至尊礼包剩余数量已经为0,活动期间内次日重置。
lzhd04	开通或续费蓝钻可获得开启蓝钻至尊礼包机会
shxb1	1、玩家通过使用藏宝图出海寻找宝藏，每次出海均可获得奖励；#H2、藏宝图分为破旧羊皮卷和黄金藏宝图两种，使用黄金藏宝图寻宝可获得更珍贵的奖励；#H3、活动期间，黄金藏宝图可在商城购买，破旧羊皮卷通关副本和英灵神殿可获得。
shxb2	{0}不足
shxb3	获取
shxb4	数量：{0}
shxb5	通关副本或英灵神殿可获得道具
shxb6	当前不在活动时间内，无法使用，请等待下一次活动的到来吧！
shxb7	#C(#00ff00)寻宝消耗#n：#H破旧羊皮卷*1#H金币*80000
shxb8	#C(#00ff00)寻宝消耗#n：#H破旧羊皮卷*10#H金币*800000
shxb9	#C(#00ff00)寻宝消耗#n：#H破旧羊皮卷*50#H金币*4000000
shxb10	#C(#00ff00)寻宝消耗#n：#H黄金藏宝图*1
shxb11	#C(#00ff00)寻宝消耗#n：#H黄金藏宝图*10
shxb12	#C(#00ff00)寻宝消耗#n：#H黄金藏宝图*50
shxb13	确定消耗{0}金币和1个破旧羊皮卷
shxb14	确定消耗{0}金币和10个破旧羊皮卷
shxb15	确定消耗{0}金币和50个破旧羊皮卷
slxt001	龙灵:#C(#FFff37){0}#n#H可用于点亮龙魂，提升神龙战斗力
slxt002	集齐6个龙骸部件可唤醒神龙
slxt003	未满足唤醒条件，无法唤醒神龙
slxt004	品质:
slxt005	聚灵次数不足，提升贵族等级可增加每日聚灵次数
slxt006	是否花费#C(#FFff37){0}#n神石开启一次聚灵#H#C(#FF0000)提示：消耗神石与每日聚灵次数有关#n
slxt007	神石不足
slxt008	当前神龙未被唤醒
slxt009	神龙部位激活成功
slxt010	当前神龙无法使用该部件
slxt012	点亮失败，请按顺序点亮龙魂
slxt013	龙灵不足，可通过聚灵获得
slxt014	#C(#ffff00)点亮龙珠消耗{0}灵气\n可增加属性:\n{1}
slxt015	该部位已被激活，无需重复激活
slxt016	神龙属性在以下玩法中生效（仅对主角生效）：#H英雄竞技#H勇斗领主#H劫宝#H野外夺宝#H组队爬塔#H公会魔神#H魔兽入侵#H魔龙降临#H荣耀之战#H城主轮值#H跨服竞技
slxt017	#C(#FFFFFF)龙魂{0}(第{1}阶)#H#C(#FFFF00){2}#H#C(#0099FF)消耗{3}龙灵
slxt018	#C(#FFFF00){0}#H#C(#FFFFFF)神龙品质:#C({1}){2}
slxt019	{0}神石聚灵一次，获得{1}龙灵（有机会出现5倍暴击）
shenlong2tips	神龙（E）
slxt020	等级不足开启神龙系统
slxt021	玩法说明：#H1、使用基础龙骸部件可激活神龙部位#H2、激活神龙部位可获得部件属性，6个部位全部激活后可唤醒神龙#H3、神龙唤醒后获得获得神龙属性、并可点亮已唤醒神龙的龙魂#H4、点亮龙魂需先点亮前置龙魂，并消耗一定龙灵，成功点亮可获得龙魂属性加成#H5、通过聚灵玩法可获得龙灵，聚灵有机会可以暴击获得5倍龙灵#H6、玩家每日聚灵次数和贵族等级有关，提升贵族等级可提高聚灵次数，聚灵次数每日重置#H7、所有神龙属性累加之和在部分玩法中对主角生效
slxt022	龙魂已达到最高阶级
slxt023	已唤醒{0}条神龙#H
slxt024	无神龙属性加成
slxt025	尚未觉醒，无法进化
slxt026	进化所需材料不足
slxt027	神龙已升至最高品质
slxt028	战斗力:{0}
slxt029	神龙属性:#H
slxt030	未获得神龙属性加成
longling	龙灵{0}
xl01	今日普通占星次数:{0}/{1}
xl02	今日虔诚占星次数:{0}/{1}
xl03	普通占星需要消耗{0}金币，获得{1}星运值
xl04	虔诚占星需要消耗{0}神石，获得{1}星运值
xl05	解锁条件
xl06	本次虔诚占星消耗{0}神石，是否确定?
xl07	解锁星运：{0}/{1}
xl08	主角等级：{0}/{1}
xl09	解锁道具：{0}x{1}
xl10	星灵尚未解锁，无法使用此功能，请先解锁星灵
xl12	x{0}
xl13	今日免费次数：{0}/{1}
xl14	可获取星灵经验{0},免费次数时可额外获取不定数量的星灵之泪
xl15	星灵之羽：可用于星灵升级，商城可购买。
xl16	星灵经验已达到上限
xl17	本次进化消耗：星灵之泪x{0}
xl18	(拥有{0}个)
xl19	星灵水晶：可用于星灵升星，获取超强属性，商城可购买
xl20	(等级上限{0}级)
xl21	祝福值：{0}
xl22	当前已累积祝福值{0},再努力一下，您的星灵将更加强力
xl24	已解锁
xl25	本次传承消耗：星灵之泪x{0}
xl26	今日剩余免费祈祷次数：{0}/{1}
xl27	是否花费{0}神石购买{1}点爱心？
xl28	任意星灵达到#C(#00ff00){0}#n星时开启，解锁需要星灵魂印x#C(#00ff00){1}#n
xl29	<font color='#00ff00'>(已达成)</font>
xl30	<font color='#ff0000'>(未达成)</font>
xl31	{0}点
xl32	激活{0}天
xl33	<font color='#ff0000'>未激活</font>
xl34	<font color='#00ff00'>已激活</font>
xl37	星灵等级过低,无法传承
xl38	星灵未解锁，不可跟随
xl39	星灵未解锁，不可出战
xl41	{0}的星灵
xl42	该星灵已提升至最高星级
xl43	1.占星可获得星运值来解锁星灵。#H2.部分星灵的解锁道具将在活动中产出。#H3.星灵每10级可进化一次,进化会提升主动技能等级。#H4.升星可大幅提高星灵属性，被动技能提升1级。#H5.星灵之力可为主角提供高额BUFF增加玩家属性,相同BUFF的时间可叠加。#H6.传承后传承星灵等级、星级将为初始值，被传承星灵继承全部经验、最高星级和祝福值。#H7.任意星灵达到一定星级可解锁刻印，解锁刻印需要消耗道具。#H8.刻印解锁后可升级，刻印提升的属性对所有已解锁的星灵生效。
xl44	星灵之力持续时间过长，无法继续增加
xl45	请先选择被传承的星灵
xl46	点击查看#C(#00ff00)星灵之力#n
xl47	主动：星灵每进化一次，主动技能提升一级<br>     在星级<font color='#00ff00'>（5星，8星，11星，14星，17星，20星）</font>主动技能会有很大提升
xl48	被动：星灵每升星一级，被动技能提升一级
xl49	下一等级：
xl50	{0}#H解锁道具:星灵魂印#H解锁后可获得刻印属性
xl51	未激活星灵之力
xl52	未激活魂炼属性
xl53	星灵之力: #H
xl54	魂炼刻印: #H
xl55	刻印已达最高级
xl56	升级需要经验：
xl57	已满级
xl58	当前的祝福值是<font color='#00ff00'>{0}</font>，其中临时祝福值增加了<font color='#00ff00'>{1}</font>点祝福值，临时祝福值在<font color='#ff0000'>{2}</font>后消失
xl59	当前刻印状态：<font color='#ff0000'>未解锁</font>
xl60	当前刻印状态：<font color='#00ff00'>已解锁</font>
xl61	星灵临时祝福值
xl62	魂炼幸运石不足
xl63	已选魂炼幸运石已过期，升星失败
xl64	现有{0}个
sz_001	图鉴属性：#H
sz_002	#C(#FF0000)时装加成总属性（主角）：#H#n
sz_003	尚未获得图鉴属性
sz_004	尚未获得套装属性
sz_005	没有这个翅膀道具无法激活
sz_006	{0}级开启
sz_007	等级不足
sz_008	当前时装已升至顶级
sz_009	本次升星需消耗{0}个{1}，升星材料不足
sz_010	当前时装已升星至顶级
sz_011	请先激活该时装
sz_012	当前时装已进阶至顶级
sz_013	本次进阶需消耗{0}个{1}，进阶材料不足
sz_014	[已激活]
sz_015	[未激活]
sz_016	鉴定基础成功率为{0}%#H鉴定需消耗{1}*1
sz_017	激活失败，必须拥有{0}时装才能激活该图鉴
sz_018	本次鉴定成功率为{0}%。#H是否消耗{1}个#C(#ff0000){2}#n进行鉴定？#H(若本次失败则下次鉴定成功率提升)
sz_019	{0}不足
sz_020	已鉴定
sz_021	未鉴定
sz_022	激活羽翼培养需拥有{0}翅膀
sz_023	时装（U）
sz_024	请先鉴定该时装
sz_036	升星
sz_037	满星
sz_038	进阶
sz_039	满阶
sz_040	#C(#00ff00)时装精华#H#n获取途径：商城购买
sz_041	时装升星石不足
sz_042	已选升星石已过期，升星失败
uskfhdms1	已消耗体力:
uskfhdms2	我的每日必做积分:
uskfhdms3	当前等级:
uskfhdms4	炼金次数:
uskfhdms5	我的在线时间:
uskfhdms7	我的数量:
uskfhdms8	达标数量:
uskfhdms9	我的数量:
uskfhdms12	我的等级:
sz_025	{0}不足
yjs	已结束
findBack1	{0}时{1}分{2}秒
findBack2	在线一定时间找回100%收益
findBack3	神石找回{0}%
findBack4	贵族4开启，花费{0}神石找回{1}%收益
findBack12	贵族7及以上专属，花费{0}神石找回{1}%收益
findBack5	次数：{0}
