goodId	rangeId	levelRange	item	des	itemCnt	rateValue	originalUnbindRMB	needUnbindRMB	RMBType	needSockCnt	discountFlag	isLowestPrice
289	6	[100,119]	(26033,1)	二级宝石礼盒	1	1000	85	8	1	1	SDJNH_1z	1
290	7	[120,139]	(26033,1)	二级宝石礼盒	1	1000	85	8	1	1	SDJNH_1z	1
291	8	[140,179]	(26033,1)	二级宝石礼盒	1	1000	85	8	1	1	SDJNH_1z	1
292	3	[60,64]	(26119,1)	二级符文礼盒	1	1000	85	8	1	1	SDJNH_1z	1
293	4	[65,79]	(26119,1)	二级符文礼盒	1	1000	85	8	1	1	SDJNH_1z	1
294	5	[80,99]	(26119,1)	二级符文礼盒	1	1000	85	8	1	1	SDJNH_1z	1
295	6	[100,119]	(26119,1)	二级符文礼盒	1	1000	85	8	1	1	SDJNH_1z	1
296	7	[120,139]	(26119,1)	二级符文礼盒	1	1000	85	8	1	1	SDJNH_1z	1
297	8	[140,179]	(26119,1)	二级符文礼盒	1	1000	85	8	1	1	SDJNH_1z	1
298	2	[40,59]	(26042,5)	占卜令	1	1000	4475	1345	1	5	SDJNH_3z	1
299	3	[60,64]	(26042,5)	占卜令	1	1000	4475	1345	1	5	SDJNH_3z	1
300	2	[40,59]	(26042,1)	占卜令	1	1000	895	355	1	1	SDJNH_4z	1
301	3	[60,64]	(26042,1)	占卜令	1	1000	895	355	1	1	SDJNH_4z	1
302	1	[30,39]	(27572,1)	圣诞大礼包	1	1000	345	135	1	1	SDJNH_4z	1
303	2	[40,59]	(27572,1)	圣诞大礼包	1	1000	345	135	1	1	SDJNH_4z	1
304	3	[60,64]	(27572,1)	圣诞大礼包	1	1000	345	135	1	1	SDJNH_4z	1
305	4	[65,79]	(27572,1)	圣诞大礼包	1	1000	345	135	1	1	SDJNH_4z	1
306	5	[80,99]	(27572,1)	圣诞大礼包	1	1000	345	135	1	1	SDJNH_4z	1
307	6	[100,119]	(27572,1)	圣诞大礼包	1	1000	345	135	1	1	SDJNH_4z	1
308	7	[120,139]	(27572,1)	圣诞大礼包	1	1000	345	135	1	1	SDJNH_4z	1
309	8	[140,179]	(27572,1)	圣诞大礼包	1	1000	345	135	1	1	SDJNH_4z	1
310	4	[65,79]	(37012,1)	蓝色妖姬	1	1000	3995	1195	1	20	SDJNH_3z	1
311	5	[80,99]	(37012,1)	蓝色妖姬	1	1000	3995	1195	1	20	SDJNH_3z	1
312	6	[100,119]	(37012,1)	蓝色妖姬	1	1000	3995	1195	1	20	SDJNH_3z	1
313	7	[120,139]	(37012,1)	蓝色妖姬	1	1000	3995	1195	1	20	SDJNH_3z	1
314	8	[140,179]	(37012,1)	蓝色妖姬	1	1000	3995	1195	1	20	SDJNH_3z	1
315	4	[65,79]	(37016,1)	蓝色魅力	1	1000	3995	1195	1	20	SDJNH_3z	1
316	5	[80,99]	(37016,1)	蓝色魅力	1	1000	3995	1195	1	20	SDJNH_3z	1
317	6	[100,119]	(37016,1)	蓝色魅力	1	1000	3995	1195	1	20	SDJNH_3z	1
318	7	[120,139]	(37016,1)	蓝色魅力	1	1000	3995	1195	1	20	SDJNH_3z	1
319	8	[140,179]	(37016,1)	蓝色魅力	1	1000	3995	1195	1	20	SDJNH_3z	1
320	2	[40,59]	(37001,1)	天使·圣洁之心	1	1000	1395	555	1	10	SDJNH_4z	1
321	3	[60,64]	(37001,1)	天使·圣洁之心	1	1000	1395	555	1	10	SDJNH_4z	1
322	4	[65,79]	(37001,1)	天使·圣洁之心	1	1000	1395	555	1	10	SDJNH_4z	1
323	5	[80,99]	(37001,1)	天使·圣洁之心	1	1000	1395	555	1	10	SDJNH_4z	1
324	6	[100,119]	(37001,1)	天使·圣洁之心	1	1000	1395	555	1	10	SDJNH_4z	1
325	7	[120,139]	(37001,1)	天使·圣洁之心	1	1000	1395	555	1	10	SDJNH_4z	1
326	8	[140,179]	(37001,1)	天使·圣洁之心	1	1000	1395	555	1	10	SDJNH_4z	1
327	2	[40,59]	(37002,1)	天使·圣洁之风	1	1000	1395	555	1	10	SDJNH_4z	1
328	3	[60,64]	(37002,1)	天使·圣洁之风	1	1000	1395	555	1	10	SDJNH_4z	1
329	4	[65,79]	(37002,1)	天使·圣洁之风	1	1000	1395	555	1	10	SDJNH_4z	1
330	5	[80,99]	(37002,1)	天使·圣洁之风	1	1000	1395	555	1	10	SDJNH_4z	1
331	6	[100,119]	(37002,1)	天使·圣洁之风	1	1000	1395	555	1	10	SDJNH_4z	1
332	7	[120,139]	(37002,1)	天使·圣洁之风	1	1000	1395	555	1	10	SDJNH_4z	1
333	8	[140,179]	(37002,1)	天使·圣洁之风	1	1000	1395	555	1	10	SDJNH_4z	1
334	2	[40,59]	(37004,1)	天使·圣洁之光	1	1000	995	395	1	10	SDJNH_4z	1
335	3	[60,64]	(37004,1)	天使·圣洁之光	1	1000	995	395	1	10	SDJNH_4z	1
336	4	[65,79]	(37004,1)	天使·圣洁之光	1	1000	995	395	1	10	SDJNH_4z	1
337	5	[80,99]	(37004,1)	天使·圣洁之光	1	1000	995	395	1	10	SDJNH_4z	1
338	6	[100,119]	(37004,1)	天使·圣洁之光	1	1000	995	395	1	10	SDJNH_4z	1
339	7	[120,139]	(37004,1)	天使·圣洁之光	1	1000	995	395	1	10	SDJNH_4z	1
340	8	[140,179]	(37004,1)	天使·圣洁之光	1	1000	995	395	1	10	SDJNH_4z	1
341	1	[30,39]	(26226,1)	七级宝石礼盒	1	1000	2360	695	1	10	SDJNH_3z	1
342	2	[40,59]	(26226,1)	七级宝石礼盒	1	1000	2360	695	1	10	SDJNH_3z	1
343	3	[60,64]	(26226,1)	七级宝石礼盒	1	1000	2360	695	1	10	SDJNH_3z	1
344	4	[65,79]	(26226,1)	七级宝石礼盒	1	1000	2360	695	1	10	SDJNH_3z	1
345	5	[80,99]	(26226,1)	七级宝石礼盒	1	1000	2360	695	1	10	SDJNH_3z	1
346	6	[100,119]	(26226,1)	七级宝石礼盒	1	1000	2360	695	1	10	SDJNH_3z	1
347	7	[120,139]	(26226,1)	七级宝石礼盒	1	1000	2360	695	1	10	SDJNH_3z	1
348	8	[140,179]	(26226,1)	七级宝石礼盒	1	1000	2360	695	1	10	SDJNH_3z	1
349	3	[60,64]	(26230,1)	七级符文礼盒	1	1000	2360	945	1	10	SDJNH_4z	1
350	4	[65,79]	(26230,1)	七级符文礼盒	1	1000	2360	945	1	10	SDJNH_4z	1
351	5	[80,99]	(26230,1)	七级符文礼盒	1	1000	2360	945	1	10	SDJNH_4z	1
352	6	[100,119]	(26230,1)	七级符文礼盒	1	1000	2360	945	1	10	SDJNH_4z	1
353	7	[120,139]	(26230,1)	七级符文礼盒	1	1000	2360	945	1	10	SDJNH_4z	1
354	8	[140,179]	(26230,1)	七级符文礼盒	1	1000	2360	945	1	10	SDJNH_4z	1
355	1	[30,39]	(25794,1)	九级法攻宝石	1	1000	9440	3775	1	35	SDJNH_4z	1
356	2	[40,59]	(25794,1)	九级法攻宝石	1	1000	9440	3775	1	35	SDJNH_4z	1
365	3	[60,64]	(25797,1)	九级暴击宝石	1	1000	9440	3775	1	35	SDJNH_4z	1
366	4	[65,79]	(25797,1)	九级暴击宝石	1	1000	9440	3775	1	35	SDJNH_4z	1
367	5	[80,99]	(25797,1)	九级暴击宝石	1	1000	9440	3775	1	35	SDJNH_4z	1
368	6	[100,119]	(25797,1)	九级暴击宝石	1	1000	9440	3775	1	35	SDJNH_4z	1
369	7	[120,139]	(25797,1)	九级暴击宝石	1	1000	9440	3775	1	35	SDJNH_4z	1
370	8	[140,179]	(25797,1)	九级暴击宝石	1	1000	9440	3775	1	35	SDJNH_4z	1
371	3	[60,64]	(25948,1)	九级英勇符文	1	1000	9440	4720	1	35	SDJNH_5z	1
372	4	[65,79]	(25948,1)	九级英勇符文	1	1000	9440	4720	1	35	SDJNH_5z	1
373	5	[80,99]	(25948,1)	九级英勇符文	1	1000	9440	4720	1	35	SDJNH_5z	1
374	6	[100,119]	(25948,1)	九级英勇符文	1	1000	9440	4720	1	35	SDJNH_5z	1
375	7	[120,139]	(25948,1)	九级英勇符文	1	1000	9440	4720	1	35	SDJNH_5z	1
376	8	[140,179]	(25948,1)	九级英勇符文	1	1000	9440	4720	1	35	SDJNH_5z	1
