ID	NpcType	Grade	content	time	Skip	LeftRight	ServerScript	about	zhangMingZi
10219001	103		#S(16)#C(#ffffff)快去训练场吧，来了好多人。你要好好表现！			1			
10219002	0		#S(16)#C(#ffffff)对白			2			
10220001	95		#S(16)#C(#ffffff)欢迎来到训练场，去将你的技能训练的更加熟练吧。			1			
10220002	0		#S(16)#C(#ffffff)对白			2			
10221001	95		#S(16)#C(#ffffff)训练场绝对不能心慈手软。			1			
10221002	0		#S(16)#C(#ffffff)对白			2			
10222001	95		#S(16)#C(#ffffff)去训练场三处！挑战在等着你。			1			
10222002	0		#S(16)#C(#ffffff)对白			2			
10223001	96		#S(16)#C(#ffffff)尽管来吧！			1			
10223002	0		#S(16)#C(#ffffff)对白			2			
10224001	95		#S(16)#C(#ffffff)很好，战胜了第一个，这是最简单的！			1			
10224002	0		#S(16)#C(#ffffff)对白			2			
10225001	95		#S(16)#C(#ffffff)去训练场二处！有点挑战难度的在等着你。			1			
10225002	0		#S(16)#C(#ffffff)对白			2			
10226001	98		#S(16)#C(#ffffff)你已经过了三处，二处可不会这么容易！			1			
10226002	0		#S(16)#C(#ffffff)对白			2			
10227001	98		#S(16)#C(#ffffff)这里的怪物很丑，你要小心。			1			
10227002	0		#S(16)#C(#ffffff)对白			2			
10228001	98		#S(16)#C(#ffffff)去不断挑战吧，让自己越来越强！			1			
10228002	0		#S(16)#C(#ffffff)对白			2			
10229001	97		#S(16)#C(#ffffff)尽管来吧！			1			
10229002	0		#S(16)#C(#ffffff)对白			2			
10230001	98		#S(16)#C(#ffffff)做的很好，二处的怪物都被你打败了。			1			
10230002	0		#S(16)#C(#ffffff)对白			2			
10231001	98		#S(16)#C(#ffffff)不要得意，还有一处等着你。			1			
10231002	0		#S(16)#C(#ffffff)对白			2			
10232001	101		#S(16)#C(#ffffff)你来了，这是训练场的最后一关了。			1			
10232002	0		#S(16)#C(#ffffff)对白			2			
10233001	101		#S(16)#C(#ffffff)一切小心。			1			
10233002	0		#S(16)#C(#ffffff)对白			2			
10234001	101		#S(16)#C(#ffffff)神王可不是好挑战的。			1			
10234002	0		#S(16)#C(#ffffff)对白			2			
10235001	102		#S(16)#C(#ffffff)尽管来吧！			1			
10235002	0		#S(16)#C(#ffffff)对白			2			
10236001	101		#S(16)#C(#ffffff)你成功了，三处训练场你都已通过。			1			
10236002	0		#S(16)#C(#ffffff)对白			2			
10237001	101		#S(16)#C(#ffffff)怪物的支援来了。			1			
10237002	0		#S(16)#C(#ffffff)对白			2			
10238001	111		#S(16)#C(#ffffff)所有与我作对的，我都会消灭他。			1			
10238002	0		#S(16)#C(#ffffff)对白			2			
10239001	103		#S(16)#C(#ffffff)打败了所有的敌人，你该离开了。			1			
10239002	0		#S(16)#C(#ffffff)对白			2			
10240001	103		#S(16)#C(#ffffff)快离开这里，码头那里需要你。			1			
10240002	0		#S(16)#C(#ffffff)对白			2			
10241001	103		#S(16)#C(#ffffff)在训练场里，你成长很多。			1			
10241002	0		#S(16)#C(#ffffff)对白			2			
10242001	103		#S(16)#C(#ffffff)码头急救！！			1			
10242002	0		#S(16)#C(#ffffff)对白			2			
10243001	103		#S(16)#C(#ffffff)龙族士兵来捣乱了。			1			
10243002	0		#S(16)#C(#ffffff)对白			2			
10244001	108		#S(16)#C(#ffffff)这里将是我龙族的天下。			1			
10244002	0		#S(16)#C(#ffffff)对白			2			
10245001	104		#S(16)#C(#ffffff)邪恶的龙族不会放过对人类进攻的。			1			
10245002	0		#S(16)#C(#ffffff)对白			2			
10246001	104		#S(16)#C(#ffffff)邪恶的蝙蝠也来入侵了，消灭他们。			1			
10246002	0		#S(16)#C(#ffffff)对白			2			
10247001	109		#S(16)#C(#ffffff)嘎嘎，人类的地方真好啊！			1			
10247002	0		#S(16)#C(#ffffff)对白			2			
10248001	104		#S(16)#C(#ffffff)这帮恶心的蝙蝠！！！			1			
10248002	0		#S(16)#C(#ffffff)对白			2			
10249001	104		#S(16)#C(#ffffff)龙枪快被毁了，看有没有机会去保护它。			1			
10249002	0		#S(16)#C(#ffffff)对白			2			
10250001	110		#S(16)#C(#ffffff)我要毁了龙枪，以后再也不会出现这把神兵了。			1			
10250002	0		#S(16)#C(#ffffff)对白			2			
10251001	105		#S(16)#C(#ffffff)龙枪……被毁了			1			
10251002	0		#S(16)#C(#ffffff)对白			2			
10252001	105		#S(16)#C(#ffffff)也许毁灭是另外一种新生。残缺本就是一种美！			1			
10252002	0		#S(16)#C(#ffffff)对白			2			
10253001	105		#S(16)#C(#ffffff)这里安定了，你就要登上新的征程了。			1			
10253002	0		#S(16)#C(#ffffff)对白			2			
10254001	105		#S(16)#C(#ffffff)在圣辉城的日子，都是你一生的财富，记得回来！			1			
10254002	0		#S(16)#C(#ffffff)对白			2			
10255001	105		#S(16)#C(#ffffff)破冰之旅——龙骑神殿。			1			
10255002	0		#S(16)#C(#ffffff)对白			2			
10256001	120		#S(16)#C(#ffffff)龙骑神殿欢迎你，忘掉过去，你还有未来！			1			
10256002	0		#S(16)#C(#ffffff)对白			2			
10257001	132		#S(16)#C(#ffffff)这是新的开始，去开启崭新的画面吧。			1			
10257002	0		#S(16)#C(#ffffff)对白			2			
10258001	132		#S(16)#C(#ffffff)行路难，多歧路，前路艰难。			1			
10258002	0		#S(16)#C(#ffffff)对白			2			
10259001	121		#S(16)#C(#ffffff)来吧，我会让你知道我的厉害！			1			
10259002	0		#S(16)#C(#ffffff)对白			2			
10260001	132		#S(16)#C(#ffffff)一些小困难，相信你都能克服。			1			
10260002	0		#S(16)#C(#ffffff)对白			2			
10261001	132		#S(16)#C(#ffffff)你周围有好多危机，需要一点点解决它们。			1			
10261002	0		#S(16)#C(#ffffff)对白			2			
10262001	122		#S(16)#C(#ffffff)能打败我吗？			1			
10262002	0		#S(16)#C(#ffffff)对白			2			
10263001	132		#S(16)#C(#ffffff)打败一个人很简单，但是真正的战胜一个人就好难。			1			
10263002	0		#S(16)#C(#ffffff)对白			2			
10264001	132		#S(16)#C(#ffffff)有没有其他办法？			1			
10264002	0		#S(16)#C(#ffffff)对白			2			
10265001	133		#S(16)#C(#ffffff)陷入了谜团，就得想新的出路。			1			
10265002	0		#S(16)#C(#ffffff)对白			2			
10266001	133		#S(16)#C(#ffffff)另辟蹊径，找到对的方向，一直努力下去。			1			
10266002	0		#S(16)#C(#ffffff)对白			2			
10267001	133		#S(16)#C(#ffffff)你为何而战？			1			
10267002	0		#S(16)#C(#ffffff)对白			2			
10268001	123		#S(16)#C(#ffffff)我等你来打败我。			1			
10268002	0		#S(16)#C(#ffffff)对白			2			
10269001	133		#S(16)#C(#ffffff)为梦想？为人类？还是为了自己的权利而战，你要想清楚。			1			
10269002	0		#S(16)#C(#ffffff)对白			2			
10270001	133		#S(16)#C(#ffffff)都说穷寇莫追，但是一定要斩草除根！			1			
10270002	0		#S(16)#C(#ffffff)对白			2			
10271001	134		#S(16)#C(#ffffff)放了我，我跟你走。			1			
10271002	0		#S(16)#C(#ffffff)对白			2			
10272001	134		#S(16)#C(#ffffff)放过我吧，我会重新做人。会助你一臂之力！			1			
10272002	0		#S(16)#C(#ffffff)对白			2			
10273001	134		#S(16)#C(#ffffff)又出意外了？			1			
10273002	0		#S(16)#C(#ffffff)对白			2			
10274001	124		#S(16)#C(#ffffff)我们真正的打一场吧。			1			
10274002	0		#S(16)#C(#ffffff)对白			2			
10275001	134		#S(16)#C(#ffffff)所有的意外都是不是巧合。			1			
10275002	0		#S(16)#C(#ffffff)对白			2			
10276001	134		#S(16)#C(#ffffff)听到召唤声了吗？			1			
10276002	0		#S(16)#C(#ffffff)对白			2			
10277001	135		#S(16)#C(#ffffff)那是使命对你的呼唤。为人类而战。			1			
10277002	0		#S(16)#C(#ffffff)对白			2			
10278001	135		#S(16)#C(#ffffff)接受使命的召唤，相信命运，去战吧！			1			
10278002	0		#S(16)#C(#ffffff)对白			2			
10279001	135		#S(16)#C(#ffffff)变天了！			1			
10279002	0		#S(16)#C(#ffffff)对白			2			
10280001	125		#S(16)#C(#ffffff)去战败初阶骑士。			1			
10280002	0		#S(16)#C(#ffffff)对白			2			
10281001	135		#S(16)#C(#ffffff)一遇风云变化龙，这是多好的机会啊！			1			
10281002	0		#S(16)#C(#ffffff)对白			2			
10282001	135		#S(16)#C(#ffffff)圣盾神殿的任务。			1			
10282002	0		#S(16)#C(#ffffff)对白			2			
10283001	126		#S(16)#C(#ffffff)让我们好好的打一场！			1			
10283002	0		#S(16)#C(#ffffff)对白			2			
10284001	135		#S(16)#C(#ffffff)圣盾神殿的守护已经结束了，你又过了一关。			1			
10284002	0		#S(16)#C(#ffffff)对白			2			
10285001	135		#S(16)#C(#ffffff)龙骑士，你的龙呢？			1			
10285002	0		#S(16)#C(#ffffff)对白			2			
10286001	136		#S(16)#C(#ffffff)没有龙难道你就不是龙骑士吗？			1			
10286002	0		#S(16)#C(#ffffff)对白			2			
10287001	136		#S(16)#C(#ffffff)心中有正义，你就是龙骑士。			1			
10287002	0		#S(16)#C(#ffffff)对白			2			
10288001	136		#S(16)#C(#ffffff)来自天空神殿的客人。			1			
10288002	0		#S(16)#C(#ffffff)对白			2			
10289001	127		#S(16)#C(#ffffff)打败我，我就认可你龙骑士的身份！			1			
10289002	0		#S(16)#C(#ffffff)对白			2			
10290001	136		#S(16)#C(#ffffff)你总是给我带来惊喜。			1			
10290002	0		#S(16)#C(#ffffff)对白			2			
10291001	136		#S(16)#C(#ffffff)想听千年前龙神的故事吗？			1			
10291002	0		#S(16)#C(#ffffff)对白			2			
10292001	128		#S(16)#C(#ffffff)我们龙族衰弱了，但对付你还是足够的。			1			
10292002	0		#S(16)#C(#ffffff)对白			2			
10293001	137		#S(16)#C(#ffffff)龙族在未来的神魔大战中会起到至关重要的作用。			1			
10293002	0		#S(16)#C(#ffffff)对白			2			
10294001	137		#S(16)#C(#ffffff)十年转瞬即逝，你已经历练十年了。			1			
10294002	0		#S(16)#C(#ffffff)对白			2			
10295001	129		#S(16)#C(#ffffff)这也是对你十年历练的检验，能打败我吗？			1			
10295002	0		#S(16)#C(#ffffff)对白			2			
10296001	135		#S(16)#C(#ffffff)一晃都十年了，你是真正的龙骑士，在未来的神魔之战，就靠你们了。			1			
10296002	0		#S(16)#C(#ffffff)对白			2			
10297001	135		#S(16)#C(#ffffff)最难回首的是往事，因为不忍。			1			
10297002	0		#S(16)#C(#ffffff)对白			2			
10298001	135		#S(16)#C(#ffffff)在平淡的历练中，你已经打下了坚实的基础。			1			
10298002	0		#S(16)#C(#ffffff)对白			2			
10299001	136		#S(16)#C(#ffffff)你还对自己有信心吗？			1			
10299002	0		#S(16)#C(#ffffff)对白			2			
10300001	136		#S(16)#C(#ffffff)你已经取得了巨大的进步。			1			
10300002	0		#S(16)#C(#ffffff)对白			2			
10301001	130		#S(16)#C(#ffffff)把自己的实力都展现出来吧。			1			
10301002	0		#S(16)#C(#ffffff)对白			2			
10302001	136		#S(16)#C(#ffffff)进步虽大，但是挑战也同样巨大，接下去还有更艰巨的任务等着你。			1			
10302002	0		#S(16)#C(#ffffff)对白			2			
10303001	136		#S(16)#C(#ffffff)知道为何在这片天空下已经没有了强大的龙骑士吗？			1			
10303002	0		#S(16)#C(#ffffff)对白			2			
10304001	134		#S(16)#C(#ffffff)是上次众神之战后破坏了这个世界的平衡，力量受到了远古的束缚。			1			
10304002	0		#S(16)#C(#ffffff)对白			2			
10305001	134		#S(16)#C(#ffffff)知道怎样打破这个束缚吗？接下去你就会知道。			1			
10305002	0		#S(16)#C(#ffffff)对白			2			
10306001	134		#S(16)#C(#ffffff)返回神殿，有你意想不到的际遇。			1			
10306002	0		#S(16)#C(#ffffff)对白			2			
10307001	135		#S(16)#C(#ffffff)回来就好。			1			
10307002	0		#S(16)#C(#ffffff)对白			2			
10308001	135		#S(16)#C(#ffffff)回来的正是时候，最近据说有神迹。			1			
10308002	0		#S(16)#C(#ffffff)对白			2			
10309001	135		#S(16)#C(#ffffff)去看下到底是不是神迹，是的话带一些宝物回来。			1			
10309002	0		#S(16)#C(#ffffff)对白			2			
10310001	136		#S(16)#C(#ffffff)哪里会有神迹，都是谣言，历练才是王道。			1			
10310002	0		#S(16)#C(#ffffff)对白			2			
10311001	136		#S(16)#C(#ffffff)心中有神，世间就有神。			1			
10311002	0		#S(16)#C(#ffffff)对白			2			
10312001	136		#S(16)#C(#ffffff)封印神殿有人在闹事，你去看下吧？			1			
10312002	0		#S(16)#C(#ffffff)对白			2			
10313001	131		#S(16)#C(#ffffff)不要阻挡我，你还没有资格。			1			
10313002	0		#S(16)#C(#ffffff)对白			2			
10314001	134		#S(16)#C(#ffffff)你又解除了一次危机！			1			
10314002	0		#S(16)#C(#ffffff)对白			2			
10315001	134		#S(16)#C(#ffffff)现在我指你一条明路，能够快速的提升战力。			1			
10315002	0		#S(16)#C(#ffffff)对白			2			
10316001	133		#S(16)#C(#ffffff)在这里你已经提升了很多。			1			
10316002	0		#S(16)#C(#ffffff)对白			2			
10317001	133		#S(16)#C(#ffffff)之后你可以去精灵大陆历练，那里会学会更多的战斗技巧。			1			
10317002	0		#S(16)#C(#ffffff)对白			2			
10318001	133		#S(16)#C(#ffffff)精灵大陆最近不是很太平。			1			
10318002	0		#S(16)#C(#ffffff)对白			2			
10319001	134		#S(16)#C(#ffffff)通过这里的传送阵你就可以到精灵大陆了。			1			
10319002	0		#S(16)#C(#ffffff)对白			2			
10320001	134		#S(16)#C(#ffffff)在那里你可能会碰到更加厉害的怪物和挑战。			1			
10320002	0		#S(16)#C(#ffffff)对白			2			
10321001	134		#S(16)#C(#ffffff)该走了，龙骑神殿永远是你的家。			1			
10321002	0		#S(16)#C(#ffffff)对白			2			
10322001	156		#S(16)#C(#ffffff)你是新来的吧？之前没见过你。			1			
10322002	0		#S(16)#C(#ffffff)对白			2			
10323001	150		#S(16)#C(#ffffff)谢谢你解除了这次危机。			1			
10323002	0		#S(16)#C(#ffffff)对白			2			
10324001	150		#S(16)#C(#ffffff)还有更多的挑战等着你。			1			
10324002	0		#S(16)#C(#ffffff)对白			2			
10325001	157		#S(16)#C(#ffffff)是谁让你来的？			1			
10325002	0		#S(16)#C(#ffffff)对白			2			
10326001	150		#S(16)#C(#ffffff)军队越来越放肆了，毫不顾忌精灵们的感受。			1			
10326002	0		#S(16)#C(#ffffff)对白			2			
10327001	150		#S(16)#C(#ffffff)精灵们生活的森林每天都会被砍掉大部分。			1			
10327002	0		#S(16)#C(#ffffff)对白			2			
10328001	151		#S(16)#C(#ffffff)这是精灵们的悲哀。			1			
10328002	0		#S(16)#C(#ffffff)对白			2			
10329001	151		#S(16)#C(#ffffff)精灵们都躲到他们的圣地去了，外面很少看到精灵了。			1			
10329002	0		#S(16)#C(#ffffff)对白			2			
10330001	151		#S(16)#C(#ffffff)去精灵圣地看下残留的精灵兄弟们吧。			1			
10330002	0		#S(16)#C(#ffffff)对白			2			
10331001	151		#S(16)#C(#ffffff)精灵们需要你的支援，这里受到的破坏太大了。			1			
10331002	0		#S(16)#C(#ffffff)对白			2			
10332001	152		#S(16)#C(#ffffff)听说大路上又来了一批人，具体的我就不清楚了。			1			
10332002	0		#S(16)#C(#ffffff)对白			2			
10333001	152		#S(16)#C(#ffffff)是掠夺者，来夺取精灵们的资源了。			1			
10333002	0		#S(16)#C(#ffffff)对白			2			
10334001	158		#S(16)#C(#ffffff)我来抢，你敢阻挡我吗？			1			
10334002	0		#S(16)#C(#ffffff)对白			2			
10335001	152		#S(16)#C(#ffffff)该死的掠夺者！			1			
10335002	0		#S(16)#C(#ffffff)对白			2			
10336001	152		#S(16)#C(#ffffff)她来了，小祭祀来了。			1			
10336002	0		#S(16)#C(#ffffff)对白			2			
10337001	153		#S(16)#C(#ffffff)快救我，他们劫持了我。			1			
10337002	0		#S(16)#C(#ffffff)对白			2			
10338001	153		#S(16)#C(#ffffff)没想到还能再见到你。			1			
10338002	0		#S(16)#C(#ffffff)对白			2			
10339001	153		#S(16)#C(#ffffff)死神的分身越来越厉害了，又在精灵大陆出现了。			1			
10339002	0		#S(16)#C(#ffffff)对白			2			
10340001	159		#S(16)#C(#ffffff)嘎嘎，这次我可不会放过你。			1			
10340002	0		#S(16)#C(#ffffff)对白			2			
10341001	154		#S(16)#C(#ffffff)死神都被你消灭了，你做的很好。			1			
10341002	0		#S(16)#C(#ffffff)对白			2			
10342001	154		#S(16)#C(#ffffff)你经历了那么多磨难，是否有一丝领悟。			1			
10342002	0		#S(16)#C(#ffffff)对白			2			
10343001	154		#S(16)#C(#ffffff)苦痛即将过去，曙光即将到来。			1			
10343002	0		#S(16)#C(#ffffff)对白			2			
10344001	154		#S(16)#C(#ffffff)等太阳升起来的时候，大陆又要开始新的篇章。			1			
10344002	0		#S(16)#C(#ffffff)对白			2			
10345001	155		#S(16)#C(#ffffff)入侵者到来！			1			
10345002	0		#S(16)#C(#ffffff)对白			2			
10346001	160		#S(16)#C(#ffffff)我可不怕你。			1			
10346002	0		#S(16)#C(#ffffff)对白			2			
10347001	155		#S(16)#C(#ffffff)又要开始新的战斗了，快准备好哟。			1			
10347002	0		#S(16)#C(#ffffff)对白			2			
10348001	155		#S(16)#C(#ffffff)你会碰到一个熟人。			1			
10348002	0		#S(16)#C(#ffffff)对白			2			
10349001	161		#S(16)#C(#ffffff)没想到是我吧。			1			
10349002	0		#S(16)#C(#ffffff)对白			2			
10350001	155		#S(16)#C(#ffffff)战斗从来不留情，你很出色。			1			
10350002	0		#S(16)#C(#ffffff)对白			2			
10351001	155		#S(16)#C(#ffffff)精灵族的女王不见了。			1			
10351002	0		#S(16)#C(#ffffff)对白			2			
10352001	151		#S(16)#C(#ffffff)知道女王的下落吗？			1			
10352002	0		#S(16)#C(#ffffff)对白			2			
10353001	151		#S(16)#C(#ffffff)族人都在寻找精灵女王。			1			
10353002	0		#S(16)#C(#ffffff)对白			2			
10354001	151		#S(16)#C(#ffffff)也许大法师知道，你去咨询下。			1			
10354002	0		#S(16)#C(#ffffff)对白			2			
10355001	152		#S(16)#C(#ffffff)有乱党作乱，女王的下落我需要占卜下。			1			
10355002	0		#S(16)#C(#ffffff)对白			2			
10356001	152		#S(16)#C(#ffffff)占卜需要时间。			1			
10356002	0		#S(16)#C(#ffffff)对白			2			
10357001	152		#S(16)#C(#ffffff)去讨伐乱党！			1			
10357002	0		#S(16)#C(#ffffff)对白			2			
10358001	162		#S(16)#C(#ffffff)我是为了光明而战的！			1			
10358002	0		#S(16)#C(#ffffff)对白			2			
10359001	152		#S(16)#C(#ffffff)干的不错，我快占卜好了。			1			
10359002	0		#S(16)#C(#ffffff)对白			2			
10360001	152		#S(16)#C(#ffffff)有恶魔作怪，出发吧。			1			
10360002	0		#S(16)#C(#ffffff)对白			2			
10361001	163		#S(16)#C(#ffffff)桀桀！！			1			
10361002	0		#S(16)#C(#ffffff)对白			2			
10362001	152		#S(16)#C(#ffffff)女王我知道在哪里了，被结界阻挡住了。			1			
10362002	0		#S(16)#C(#ffffff)对白			2			
10363001	152		#S(16)#C(#ffffff)去破了结界吧。			1			
10363002	0		#S(16)#C(#ffffff)对白			2			
10364001	153		#S(16)#C(#ffffff)结界师阻挡不了你的，全力就可以破除掉。			1			
10364002	0		#S(16)#C(#ffffff)对白			2			
10365001	153		#S(16)#C(#ffffff)做的很好！！！			1			
10365002	0		#S(16)#C(#ffffff)对白			2			
10366001	153		#S(16)#C(#ffffff)乱党又派来先锋进行捣乱了。			1			
10366002	0		#S(16)#C(#ffffff)对白			2			
10367001	164		#S(16)#C(#ffffff)我不会放过你的。			1			
10367002	0		#S(16)#C(#ffffff)对白			2			
10368001	153		#S(16)#C(#ffffff)战力很高哟！			1			
10368002	0		#S(16)#C(#ffffff)对白			2			
10369001	153		#S(16)#C(#ffffff)找出内奸。			1			
10369002	0		#S(16)#C(#ffffff)对白			2			
10370001	154		#S(16)#C(#ffffff)内奸出卖了我们，但是找不到谁是内奸。			1			
10370002	0		#S(16)#C(#ffffff)对白			2			
10371001	154		#S(16)#C(#ffffff)找到他一定不能放过他。			1			
10371002	0		#S(16)#C(#ffffff)对白			2			
10372001	154		#S(16)#C(#ffffff)你知道内奸是谁了吧，不可饶恕。			1			
10372002	0		#S(16)#C(#ffffff)对白			2			
10373001	165		#S(16)#C(#ffffff)现在才发现我，晚了！			1			
10373002	0		#S(16)#C(#ffffff)对白			2			
10374001	154		#S(16)#C(#ffffff)对于出卖我们的人，不能饶恕。			1			
10374002	0		#S(16)#C(#ffffff)对白			2			
10375001	154		#S(16)#C(#ffffff)回忆之术，让人真实地认清过去，看清自己。			1			
10375002	0		#S(16)#C(#ffffff)对白			2			
10376001	153		#S(16)#C(#ffffff)想想你是如何一路走过来的。			1			
10376002	0		#S(16)#C(#ffffff)对白			2			
10377001	153		#S(16)#C(#ffffff)这样的问题总是叫人伤感。			1			
10377002	0		#S(16)#C(#ffffff)对白			2			
10378001	153		#S(16)#C(#ffffff)森林爆发了大的冲突，你去看看。			1			
10378002	0		#S(16)#C(#ffffff)对白			2			
10379001	166		#S(16)#C(#ffffff)这里都是我的。			1			
10379002	0		#S(16)#C(#ffffff)对白			2			
10380001	153		#S(16)#C(#ffffff)想平定叛乱不是一时半会能做到的。			1			
10380002	0		#S(16)#C(#ffffff)对白			2			
10381001	153		#S(16)#C(#ffffff)女王会给你们治疗的。去倾听森林的声音。			1			
10381002	0		#S(16)#C(#ffffff)对白			2			
10382001	155		#S(16)#C(#ffffff)森林之语，给你疲惫的心灵带去抚慰。			1			
10382002	0		#S(16)#C(#ffffff)对白			2			
10383001	155		#S(16)#C(#ffffff)走，去看看精灵族的宝物，精灵水晶！			1			
10383002	0		#S(16)#C(#ffffff)对白			2			
10384001	155		#S(16)#C(#ffffff)精灵水晶抚平你创伤。			1			
10384002	0		#S(16)#C(#ffffff)对白			2			
10385001	155		#S(16)#C(#ffffff)传说这是上古留下来的神器，威力无穷。			1			
10385002	0		#S(16)#C(#ffffff)对白			2			
10386001	152		#S(16)#C(#ffffff)黑暗族人想要对精灵水晶动手了。			1			
10386002	0		#S(16)#C(#ffffff)对白			2			
10387001	152		#S(16)#C(#ffffff)去消灭他们，不能让他们得逞。			1			
10387002	0		#S(16)#C(#ffffff)对白			2			
10388001	170		#S(16)#C(#ffffff)这个我要定了。			1			
10388002	0		#S(16)#C(#ffffff)对白			2			
10389001	152		#S(16)#C(#ffffff)对于黑暗的生物，我们绝对不能放过。			1			
10389002	0		#S(16)#C(#ffffff)对白			2			
10390001	152		#S(16)#C(#ffffff)你遇到的将是史上最强大的战士，你有信心吗？			1			
10390002	0		#S(16)#C(#ffffff)对白			2			
10391001	169		#S(16)#C(#ffffff)我不会手下留情的。			1			
10391002	0		#S(16)#C(#ffffff)对白			2			
10392001	151		#S(16)#C(#ffffff)众神之王都在你手下吃了大亏。			1			
10392002	0		#S(16)#C(#ffffff)对白			2			
10393001	151		#S(16)#C(#ffffff)听我讲一些陈年往事。			1			
10393002	0		#S(16)#C(#ffffff)对白			2			
10394001	151		#S(16)#C(#ffffff)这片大陆原本是充满了生机和活力的，只是后来就突然就变化了。			1			
10394002	0		#S(16)#C(#ffffff)对白			2			
10395001	151		#S(16)#C(#ffffff)是什么让这片大陆如此的破败。			1			
10395002	0		#S(16)#C(#ffffff)对白			2			
10396001	151		#S(16)#C(#ffffff)找到圣光祭司你就会明白了。			1			
10396002	0		#S(16)#C(#ffffff)对白			2			
10397001	153		#S(16)#C(#ffffff)是亡灵族对精灵大陆的入侵导致的。			1			
10397002	0		#S(16)#C(#ffffff)对白			2			
10398001	153		#S(16)#C(#ffffff)去那里阻止亡灵对精灵的入侵，相信你会做到的。			1			
10398002	0		#S(16)#C(#ffffff)对白			2			
10399001	153		#S(16)#C(#ffffff)临走前我需要叮嘱你一些。			1			
10399002	0		#S(16)#C(#ffffff)对白			2			
10400001	153		#S(16)#C(#ffffff)越美的事物越会迷惑人的眼睛，你需要小心。			1			
10400002	0		#S(16)#C(#ffffff)对白			2			
10401001	153		#S(16)#C(#ffffff)你该离开了！			1			
10401002	0		#S(16)#C(#ffffff)对白			2			
10402001	153		#S(16)#C(#ffffff)知道荒吗？去找大法师，你会明白的。			1			
10402002	0		#S(16)#C(#ffffff)对白			2			
10403001	152		#S(16)#C(#ffffff)荒就是岁月的力量，任何人都抵挡不了岁月的侵袭。			1			
10403002	0		#S(16)#C(#ffffff)对白			2			
10404001	152		#S(16)#C(#ffffff)老，是人类共同面对的敌人，所以要在衰老之前把亡灵消灭。			1			
10404002	0		#S(16)#C(#ffffff)对白			2			
10405001	152		#S(16)#C(#ffffff)我们还有共同的挑战，去吧。			1			
10405002	0		#S(16)#C(#ffffff)对白			2			
10406001	167		#S(16)#C(#ffffff)小爬虫，让我看看你的厉害。			1			
10406002	0		#S(16)#C(#ffffff)对白			2			
10407001	152		#S(16)#C(#ffffff)这只是一场练手，你还会有更强大的敌人。			1			
10407002	0		#S(16)#C(#ffffff)对白			2			
10408001	152		#S(16)#C(#ffffff)去通过这条路，在黑暗中你会遇到亡灵的踪迹。			1			
10408002	0		#S(16)#C(#ffffff)对白			2			
10409001	168		#S(16)#C(#ffffff)你来了，我等你很久了。			1			
10409002	0		#S(16)#C(#ffffff)对白			2			
10410001	155		#S(16)#C(#ffffff)黑暗之行才刚刚开始！			1			
10410002	0		#S(16)#C(#ffffff)对白			2			
10411001	155		#S(16)#C(#ffffff)精灵大陆又出现了亡灵的踪迹。			1			
10411002	0		#S(16)#C(#ffffff)对白			2			
10412001	155		#S(16)#C(#ffffff)看来亡灵们开始蠢蠢欲动了。			1			
10412002	0		#S(16)#C(#ffffff)对白			2			
10413001	155		#S(16)#C(#ffffff)只有去亡灵圣域才能解决这次危机！			1			
10413002	0		#S(16)#C(#ffffff)只有去亡灵圣域才能解决这次危机！			1			
10414001	1119		#S(16)#C(#ffffff)亡灵的世界充满了邪恶,你准备好了吗?						
10414002	0		#S(16)#C(#ffffff)对白						
10415001	1119		#S(16)#C(#ffffff)看来你对这里很熟悉.						
10415002	0		#S(16)#C(#ffffff)对白						
10416001	1119		#S(16)#C(#ffffff)物竞天择,适者生存,是这里的规则.						
10416002	0		#S(16)#C(#ffffff)对白						
10417001	1119		#S(16)#C(#ffffff)看来还是没断奶的小子吧!						
10417002	0		#S(16)#C(#ffffff)对白						
10418001	1100		#S(16)#C(#ffffff)哪来的野小子,竟然跑这里来了.						
10418002	0		#S(16)#C(#ffffff)对白						
10419001	1119		#S(16)#C(#ffffff)这里处处是杀机!						
10419002	0		#S(16)#C(#ffffff)对白						
10420001	1120		#S(16)#C(#ffffff)圣域的战争很久之前就开始了。						
10420002	0		#S(16)#C(#ffffff)对白						
10421001	1101		#S(16)#C(#ffffff)遍地白骨啊！						
10421002	0		#S(16)#C(#ffffff)对白						
10422001	1120		#S(16)#C(#ffffff)战争看来还要持续很多年！						
10422002	0		#S(16)#C(#ffffff)对白						
10423001	1120		#S(16)#C(#ffffff)为何而战，你知道吗？						
10423002	0		#S(16)#C(#ffffff)对白						
10424001	1121		#S(16)#C(#ffffff)所有的战争都是为了更好的生存。						
10424002	0		#S(16)#C(#ffffff)对白						
10425001	1121		#S(16)#C(#ffffff)为了更好的生存环境，才有了战争。						
10425002	0		#S(16)#C(#ffffff)对白						
10426001	1121		#S(16)#C(#ffffff)去消灭潜伏过来的敌人吧！						
10426002	0		#S(16)#C(#ffffff)对白						
10427001	1102		#S(16)#C(#ffffff)想杀我，没那么容易，要看你有没有那种分量。						
10427002	0		#S(16)#C(#ffffff)对白						
10428001	1121		#S(16)#C(#ffffff)这一场无间道干的漂亮！						
10428002	0		#S(16)#C(#ffffff)对白						
10429001	1121		#S(16)#C(#ffffff)这里之前不是亡灵圣域，有青草，也有野花。						
10429002	0		#S(16)#C(#ffffff)对白						
