stepIndex	nextStep	needLv	needReward	Exp	AwardNMoney	awardBindRMB	awardItems	taskType	taskParam	taskWhat	YuJiaZai	TaskName	TaskNo	Answer	AnswerType	talkType	Talk	npc	scene	desc	descNo	ChuFa	SpeialAc	trapIndex	loadingText	AnswerIcon	TaskGuide	Auto	Pos	FangKuiBiaoTi	FangKuiMiaoShu
4750	4760	80	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】龙骑遗梦#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】龙骑遗梦#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)龙骑遗梦#n	2	0	10475001	1123	19	#S(12)#C(#FFFFFF)     #C(#FFFF01)#U遗梦？遗愿？#n	     #C(#EE0000)80级可接取#C(#4876FF)龙骑遗梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1123)						1			
4760	4770	80	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】龙骑遗梦#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】龙骑遗梦#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)龙骑遗梦#n	3	0	10476001	1123	19	#S(12)#C(#FFFFFF)     #C(#FFFF02)#U遗梦？遗愿？#n	     #C(#EE0000)80级可接取#C(#4876FF)龙骑遗梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1123)						1			
4770	4780	80	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】疯狂战斗#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】疯狂战斗#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)疯狂战斗#n	1	0	10477001	1124	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U疯狂的战斗#n	     #C(#EE0000)80级可接取#C(#4876FF)疯狂战斗#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1124)						1			
4780	4790	80	0	4000	10000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】疯狂战斗#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】疯狂战斗#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)疯狂战斗#n	2	0	10478001	1112	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U疯狂的战斗#n	     #C(#EE0000)80级可接取#C(#4876FF)疯狂战斗#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1112)						1			
4790	4800	80	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】疯狂战斗#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】疯狂战斗#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)疯狂战斗#n	3	0	10479001	1124	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U疯狂的战斗#n	     #C(#EE0000)80级可接取#C(#4876FF)疯狂战斗#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1124)						1			
4800	4810	80	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】匆匆岁月#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】匆匆岁月#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)匆匆岁月#n	1	0	10480001	1124	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U光阴似箭#n	     #C(#EE0000)80级可接取#C(#4876FF)匆匆岁月#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1124)						1			
4810	4820	80	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】匆匆岁月#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】匆匆岁月#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)匆匆岁月#n	2	0	10481001	1119	19	#S(12)#C(#FFFFFF)     #C(#FFFF01)#U光阴似箭#n	     #C(#EE0000)80级可接取#C(#4876FF)匆匆岁月#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1119)						1			
4820	4830	80	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】匆匆岁月#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】匆匆岁月#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)匆匆岁月#n	3	0	10482001	1119	19	#S(12)#C(#FFFFFF)     #C(#FFFF02)#U光阴似箭#n	     #C(#EE0000)80级可接取#C(#4876FF)匆匆岁月#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1119)						1			
4830	4840	80	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】原始的梦#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】原始的梦#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)原始的梦#n	1	0	10483001	1119	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U最初的梦想#n	     #C(#EE0000)80级可接取#C(#4876FF)原始的梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1119)						1			
4840	4850	80	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】原始的梦#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】原始的梦#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)原始的梦#n	2	0	10484001	1120	19	#S(12)#C(#FFFFFF)     #C(#FFFF01)#U最初的梦想#n	     #C(#EE0000)80级可接取#C(#4876FF)原始的梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1120)						1			
4850	4860	80	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】原始的梦#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】原始的梦#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)原始的梦#n	3	0	10485001	1120	19	#S(12)#C(#FFFFFF)     #C(#FFFF02)#U最初的梦想#n	     #C(#EE0000)80级可接取#C(#4876FF)原始的梦#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1120)						1			
4860	4870	80	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】仗剑高歌#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】仗剑高歌#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)仗剑高歌#n	1	0	10486001	1120	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U独自仗剑灭魔#n	     #C(#EE0000)80级可接取#C(#4876FF)仗剑高歌#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1120)						1			
4870	4880	80	0	4000	10000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】仗剑高歌#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】仗剑高歌#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)仗剑高歌#n	2	0	10487001	1113	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U独自仗剑灭魔#n	     #C(#EE0000)80级可接取#C(#4876FF)仗剑高歌#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1113)						1			
4880	4890	80	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】仗剑高歌#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】仗剑高歌#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)仗剑高歌#n	3	0	10488001	1121	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U独自仗剑灭魔#n	     #C(#EE0000)80级可接取#C(#4876FF)仗剑高歌#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1121)						1			
4890	4900	80	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】困住！#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】困住！#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)困住！#n	1	0	10489001	1121	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U被亡灵困住#n	     #C(#EE0000)80级可接取#C(#4876FF)困住！#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1121)						1			
4900	4910	80	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】困住！#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】困住！#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)困住！#n	2	0	10490001	1121	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U被亡灵困住#n	     #C(#EE0000)80级可接取#C(#4876FF)困住！#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1121)						1			
4910	4920	80	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】困住！#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【80级】困住！#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)困住！#n	3	0	10491001	1121	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U被亡灵困住#n	     #C(#EE0000)80级可接取#C(#4876FF)困住！#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1121)						1			
4920	4930	80	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜中世界#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜中世界#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)镜中世界#n	1	0	10492001	1121	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U这是镜中世界#n	     #C(#EE0000)85级可接取#C(#4876FF)镜中世界#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1121)						1			
4930	4940	85	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜中世界#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜中世界#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)镜中世界#n	2	0	10493001	1122	19	#S(12)#C(#FFFFFF)     #C(#FFFF01)#U这是镜中世界#n	     #C(#EE0000)85级可接取#C(#4876FF)镜中世界#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1122)						1			
4940	4950	85	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜中世界#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜中世界#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)镜中世界#n	3	0	10494001	1122	19	#S(12)#C(#FFFFFF)     #C(#FFFF02)#U这是镜中世界#n	     #C(#EE0000)85级可接取#C(#4876FF)镜中世界#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1122)						1			
4950	4960	85	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】陷入轮回#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】陷入轮回#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)陷入轮回#n	1	0	10495001	1122	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U我已陷入轮回#n	     #C(#EE0000)85级可接取#C(#4876FF)陷入轮回#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1122)						1			
4960	4970	85	0	4000	10000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】陷入轮回#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】陷入轮回#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)陷入轮回#n	2	0	10496001	1114	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U我已陷入轮回#n	     #C(#EE0000)85级可接取#C(#4876FF)陷入轮回#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1114)						1			
4970	4980	85	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】陷入轮回#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】陷入轮回#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)陷入轮回#n	3	0	10497001	1122	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U我已陷入轮回#n	     #C(#EE0000)85级可接取#C(#4876FF)陷入轮回#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1122)						1			
4980	4990	85	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】轮回之力#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】轮回之力#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)轮回之力#n	1	0	10498001	1123	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U强大的轮回之力#n	     #C(#EE0000)85级可接取#C(#4876FF)轮回之力#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1123)						1			
4990	5000	85	0	4000	10000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】轮回之力#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】轮回之力#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)轮回之力#n	2	0	10499001	1115	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U强大的轮回之力#n	     #C(#EE0000)85级可接取#C(#4876FF)轮回之力#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1115)						1			
5000	5010	85	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】轮回之力#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】轮回之力#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)轮回之力#n	3	0	10500001	1123	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U强大的轮回之力#n	     #C(#EE0000)85级可接取#C(#4876FF)轮回之力#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1123)						1			
5010	5020	85	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜的篇章#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜的篇章#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)镜的篇章#n	1	0	10501001	1123	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U原来这是镜#n	     #C(#EE0000)85级可接取#C(#4876FF)镜的篇章#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1123)						1			
5020	5030	85	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜的篇章#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜的篇章#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)镜的篇章#n	2	0	10502001	1124	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U原来这是镜#n	     #C(#EE0000)85级可接取#C(#4876FF)镜的篇章#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1124)						1			
5030	5040	85	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜的篇章#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜的篇章#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)镜的篇章#n	3	0	10503001	1124	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U原来这是镜#n	     #C(#EE0000)85级可接取#C(#4876FF)镜的篇章#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1124)						1			
5040	5050	85	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜花水月#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜花水月#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)镜花水月#n	1	0	10504001	1124	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U如此镜花水月#n	     #C(#EE0000)85级可接取#C(#4876FF)镜花水月#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1124)						1			
5050	5060	85	0	4000	10000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜花水月#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜花水月#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)镜花水月#n	2	0	10505001	1116	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U如此镜花水月#n	     #C(#EE0000)85级可接取#C(#4876FF)镜花水月#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1116)						1			
5060	5070	85	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜花水月#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】镜花水月#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)镜花水月#n	3	0	10506001	1125	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U如此镜花水月#n	     #C(#EE0000)85级可接取#C(#4876FF)镜花水月#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1125)						1			
5070	5080	85	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】破镜之旅#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】破镜之旅#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)破镜之旅#n	1	0	10507001	1125	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U我要破灭这镜#n	     #C(#EE0000)85级可接取#C(#4876FF)破镜之旅#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1125)						1			
5080	5090	85	0	4000	10000	0		0		战斗		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】破镜之旅#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】破镜之旅#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)破镜之旅#n	2	0	10508001	1117	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U我要破灭这镜#n	     #C(#EE0000)85级可接取#C(#4876FF)破镜之旅#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1117)						1			
5090	5100	85	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】破镜之旅#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】破镜之旅#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)破镜之旅#n	3	0	10509001	1125	19	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U我要破灭这镜#n	     #C(#EE0000)85级可接取#C(#4876FF)破镜之旅#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,19,1125)						1			
5100	5110	85	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】亦真亦幻#C(#00EE00)（可接）#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】亦真亦幻#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)亦真亦幻#n	1	0	10510001	1150	20	#S(12)#C(#FFFFFF)     #C(#FFFF00)#U镜·梦幻森林#n	     #C(#EE0000)85级可接取#C(#4876FF)亦真亦幻#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,20,1150)						1			
5110	5120	85	0	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】亦真亦幻#n（未完成）	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】亦真亦幻#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)亦真亦幻#n	2	0	10511001	1150	20	#S(12)#C(#FFFFFF)     #C(#FFFF01)#U镜·梦幻森林#n	     #C(#EE0000)85级可接取#C(#4876FF)亦真亦幻#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,20,1150)						1			
5120	5130	85	1	4000	10000	0		0		无条件		#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】亦真亦幻#C(#00EE00)(已完成)#n	#C(#ffffff)#I(ChatIcon_Zhu,16,16,#C(#FFFF00)完成任务可获得丰富的经验奖励) #C(#EE7600)【85级】亦真亦幻#C(#EE0000)（未满足）#n	#U[主]#C(#EE9A00)亦真亦幻#n	3	0	10512001	1150	20	#S(12)#C(#FFFFFF)     #C(#FFFF02)#U镜·梦幻森林#n	     #C(#EE0000)85级可接取#C(#4876FF)亦真亦幻#H#n     #C(#EE0000)挑战恶魔深渊获得经验#n	#K(npc,20,1150)						1			
