qinmiLevel	paiXu	needQinmi	nextLevel	maxLevel	needQinmiGrade	maxhp	defense_m	attack_m	defense_p	attack_p	crit	critpress	parry	puncture	xianshi
282	(57,57,56,56,56)	20836	283	500	2	9990	3330	3240	3240	3240	0	0	0	0	defense_m
283	(57,57,57,56,56)	20836	284	500	2	9990	3330	3330	3240	3240	0	0	0	0	attack_m
284	(57,57,57,57,56)	20836	285	500	2	9990	3330	3330	3330	3240	0	0	0	0	defense_p
285	(57,57,57,57,57)	21564	286	500	2	9990	3330	3330	3330	3330	0	0	0	0	attack_p
286	(58,57,57,57,57)	21564	287	500	2	10260	3330	3330	3330	3330	0	0	0	0	maxhp
287	(58,58,57,57,57)	21564	288	500	2	10260	3420	3330	3330	3330	0	0	0	0	defense_m
288	(58,58,58,57,57)	21564	289	500	2	10260	3420	3420	3330	3330	0	0	0	0	attack_m
289	(58,58,58,58,57)	21564	290	500	2	10260	3420	3420	3420	3330	0	0	0	0	defense_p
290	(58,58,58,58,58)	22305	291	500	2	10260	3420	3420	3420	3420	0	0	0	0	attack_p
291	(59,58,58,58,58)	22305	292	500	2	10530	3420	3420	3420	3420	0	0	0	0	maxhp
292	(59,59,58,58,58)	22305	293	500	2	10530	3510	3420	3420	3420	0	0	0	0	defense_m
293	(59,59,59,58,58)	22305	294	500	2	10530	3510	3510	3420	3420	0	0	0	0	attack_m
294	(59,59,59,59,58)	22305	295	500	2	10530	3510	3510	3510	3420	0	0	0	0	defense_p
295	(59,59,59,59,59)	23058	296	500	2	10530	3510	3510	3510	3510	0	0	0	0	attack_p
296	(60,59,59,59,59)	23058	297	500	2	10800	3510	3510	3510	3510	0	0	0	0	maxhp
297	(60,60,59,59,59)	23058	298	500	2	10800	3600	3510	3510	3510	0	0	0	0	defense_m
298	(60,60,60,59,59)	23058	299	500	2	10800	3600	3600	3510	3510	0	0	0	0	attack_m
299	(60,60,60,60,59)	23058	300	500	2	10800	3600	3600	3600	3510	0	0	0	0	defense_p
300	(60,60,60,60,60)	28589	301	500	3	10800	3600	3600	3600	3600	0	0	0	0	attack_p
301	(61,60,60,60,60)	28589	302	500	3	11160	3600	3600	3600	3600	0	0	0	0	maxhp
302	(61,61,60,60,60)	28589	303	500	3	11160	3720	3600	3600	3600	0	0	0	0	defense_m
303	(61,61,61,60,60)	28589	304	500	3	11160	3720	3720	3600	3600	0	0	0	0	attack_m
304	(61,61,61,61,60)	28589	305	500	3	11160	3720	3720	3720	3600	0	0	0	0	defense_p
305	(61,61,61,61,61)	29523	306	500	3	11160	3720	3720	3720	3720	0	0	0	0	attack_p
306	(62,61,61,61,61)	29523	307	500	3	11520	3720	3720	3720	3720	0	0	0	0	maxhp
307	(62,62,61,61,61)	29523	308	500	3	11520	3840	3720	3720	3720	0	0	0	0	defense_m
308	(62,62,62,61,61)	29523	309	500	3	11520	3840	3840	3720	3720	0	0	0	0	attack_m
309	(62,62,62,62,61)	29523	310	500	3	11520	3840	3840	3840	3720	0	0	0	0	defense_p
310	(62,62,62,62,62)	30473	311	500	3	11520	3840	3840	3840	3840	0	0	0	0	attack_p
311	(63,62,62,62,62)	30473	312	500	3	11880	3840	3840	3840	3840	0	0	0	0	maxhp
312	(63,63,62,62,62)	30473	313	500	3	11880	3960	3840	3840	3840	0	0	0	0	defense_m
313	(63,63,63,62,62)	30473	314	500	3	11880	3960	3960	3840	3840	0	0	0	0	attack_m
314	(63,63,63,63,62)	30473	315	500	3	11880	3960	3960	3960	3840	0	0	0	0	defense_p
315	(63,63,63,63,63)	31436	316	500	3	11880	3960	3960	3960	3960	0	0	0	0	attack_p
316	(64,63,63,63,63)	31436	317	500	3	12240	3960	3960	3960	3960	0	0	0	0	maxhp
317	(64,64,63,63,63)	31436	318	500	3	12240	4080	3960	3960	3960	0	0	0	0	defense_m
318	(64,64,64,63,63)	31436	319	500	3	12240	4080	4080	3960	3960	0	0	0	0	attack_m
319	(64,64,64,64,63)	31436	320	500	3	12240	4080	4080	4080	3960	0	0	0	0	defense_p
320	(64,64,64,64,64)	32418	321	500	3	12240	4080	4080	4080	4080	0	0	0	0	attack_p
321	(65,64,64,64,64)	32418	322	500	3	12600	4080	4080	4080	4080	0	0	0	0	maxhp
322	(65,65,64,64,64)	32418	323	500	3	12600	4200	4080	4080	4080	0	0	0	0	defense_m
323	(65,65,65,64,64)	32418	324	500	3	12600	4200	4200	4080	4080	0	0	0	0	attack_m
324	(65,65,65,65,64)	32418	325	500	3	12600	4200	4200	4200	4080	0	0	0	0	defense_p
325	(65,65,65,65,65)	33411	326	500	3	12600	4200	4200	4200	4200	0	0	0	0	attack_p
326	(66,65,65,65,65)	33411	327	500	3	12960	4200	4200	4200	4200	0	0	0	0	maxhp
327	(66,66,65,65,65)	33411	328	500	3	12960	4320	4200	4200	4200	0	0	0	0	defense_m
328	(66,66,66,65,65)	33411	329	500	3	12960	4320	4320	4200	4200	0	0	0	0	attack_m
329	(66,66,66,66,65)	33411	330	500	3	12960	4320	4320	4320	4200	0	0	0	0	defense_p
330	(66,66,66,66,66)	34423	331	500	3	12960	4320	4320	4320	4320	0	0	0	0	attack_p
331	(67,66,66,66,66)	34423	332	500	3	13320	4320	4320	4320	4320	0	0	0	0	maxhp
332	(67,67,66,66,66)	34423	333	500	3	13320	4440	4320	4320	4320	0	0	0	0	defense_m
333	(67,67,67,66,66)	34423	334	500	3	13320	4440	4440	4320	4320	0	0	0	0	attack_m
334	(67,67,67,67,66)	34423	335	500	3	13320	4440	4440	4440	4320	0	0	0	0	defense_p
335	(67,67,67,67,67)	35448	336	500	3	13320	4440	4440	4440	4440	0	0	0	0	attack_p
336	(68,67,67,67,67)	35448	337	500	3	13680	4440	4440	4440	4440	0	0	0	0	maxhp
337	(68,68,67,67,67)	35448	338	500	3	13680	4560	4440	4440	4440	0	0	0	0	defense_m
338	(68,68,68,67,67)	35448	339	500	3	13680	4560	4560	4440	4440	0	0	0	0	attack_m
339	(68,68,68,68,67)	35448	340	500	3	13680	4560	4560	4560	4440	0	0	0	0	defense_p
340	(68,68,68,68,68)	36488	341	500	3	13680	4560	4560	4560	4560	0	0	0	0	attack_p
341	(69,68,68,68,68)	36488	342	500	3	14040	4560	4560	4560	4560	0	0	0	0	maxhp
342	(69,69,68,68,68)	36488	343	500	3	14040	4680	4560	4560	4560	0	0	0	0	defense_m
343	(69,69,69,68,68)	36488	344	500	3	14040	4680	4680	4560	4560	0	0	0	0	attack_m
344	(69,69,69,69,68)	36488	345	500	3	14040	4680	4680	4680	4560	0	0	0	0	defense_p
345	(69,69,69,69,69)	37544	346	500	3	14040	4680	4680	4680	4680	0	0	0	0	attack_p
346	(70,69,69,69,69)	37544	347	500	3	14400	4680	4680	4680	4680	0	0	0	0	maxhp
347	(70,70,69,69,69)	37544	348	500	3	14400	4800	4680	4680	4680	0	0	0	0	defense_m
348	(70,70,70,69,69)	37544	349	500	3	14400	4800	4800	4680	4680	0	0	0	0	attack_m
349	(70,70,70,70,69)	37544	350	500	3	14400	4800	4800	4800	4680	0	0	0	0	defense_p
350	(70,70,70,70,70)	38614	351	500	3	14400	4800	4800	4800	4800	0	0	0	0	attack_p
351	(71,70,70,70,70)	38614	352	500	3	14760	4800	4800	4800	4800	0	0	0	0	maxhp
352	(71,71,70,70,70)	38614	353	500	3	14760	4920	4800	4800	4800	0	0	0	0	defense_m
353	(71,71,71,70,70)	38614	354	500	3	14760	4920	4920	4800	4800	0	0	0	0	attack_m
354	(71,71,71,71,70)	38614	355	500	3	14760	4920	4920	4920	4800	0	0	0	0	defense_p
355	(71,71,71,71,71)	39700	356	500	3	14760	4920	4920	4920	4920	0	0	0	0	attack_p
356	(72,71,71,71,71)	39700	357	500	3	15120	4920	4920	4920	4920	0	0	0	0	maxhp
357	(72,72,71,71,71)	39700	358	500	3	15120	5040	4920	4920	4920	0	0	0	0	defense_m
358	(72,72,72,71,71)	39700	359	500	3	15120	5040	5040	4920	4920	0	0	0	0	attack_m
359	(72,72,72,72,71)	39700	360	500	3	15120	5040	5040	5040	4920	0	0	0	0	defense_p
360	(72,72,72,72,72)	40801	361	500	3	15120	5040	5040	5040	5040	0	0	0	0	attack_p
361	(73,72,72,72,72)	40801	362	500	3	15480	5040	5040	5040	5040	0	0	0	0	maxhp
362	(73,73,72,72,72)	40801	363	500	3	15480	5160	5040	5040	5040	0	0	0	0	defense_m
363	(73,73,73,72,72)	40801	364	500	3	15480	5160	5160	5040	5040	0	0	0	0	attack_m
364	(73,73,73,73,72)	40801	365	500	3	15480	5160	5160	5160	5040	0	0	0	0	defense_p
365	(73,73,73,73,73)	41919	366	500	3	15480	5160	5160	5160	5160	0	0	0	0	attack_p
366	(74,73,73,73,73)	41919	367	500	3	15840	5160	5160	5160	5160	0	0	0	0	maxhp
367	(74,74,73,73,73)	41919	368	500	3	15840	5280	5160	5160	5160	0	0	0	0	defense_m
368	(74,74,74,73,73)	41919	369	500	3	15840	5280	5280	5160	5160	0	0	0	0	attack_m
369	(74,74,74,74,73)	41919	370	500	3	15840	5280	5280	5280	5160	0	0	0	0	defense_p
370	(74,74,74,74,74)	43050	371	500	3	15840	5280	5280	5280	5280	0	0	0	0	attack_p
371	(75,74,74,74,74)	43050	372	500	3	16200	5280	5280	5280	5280	0	0	0	0	maxhp
372	(75,75,74,74,74)	43050	373	500	3	16200	5400	5280	5280	5280	0	0	0	0	defense_m
373	(75,75,75,74,74)	43050	374	500	3	16200	5400	5400	5280	5280	0	0	0	0	attack_m
374	(75,75,75,75,74)	43050	375	500	3	16200	5400	5400	5400	5280	0	0	0	0	defense_p
375	(75,75,75,75,75)	44198	376	500	3	16200	5400	5400	5400	5400	0	0	0	0	attack_p
376	(76,75,75,75,75)	44198	377	500	3	16560	5400	5400	5400	5400	0	0	0	0	maxhp
377	(76,76,75,75,75)	44198	378	500	3	16560	5520	5400	5400	5400	0	0	0	0	defense_m
378	(76,76,76,75,75)	44198	379	500	3	16560	5520	5520	5400	5400	0	0	0	0	attack_m
379	(76,76,76,76,75)	44198	380	500	3	16560	5520	5520	5520	5400	0	0	0	0	defense_p
380	(76,76,76,76,76)	45360	381	500	3	16560	5520	5520	5520	5520	0	0	0	0	attack_p
381	(77,76,76,76,76)	45360	382	500	3	16920	5520	5520	5520	5520	0	0	0	0	maxhp
382	(77,77,76,76,76)	45360	383	500	3	16920	5640	5520	5520	5520	0	0	0	0	defense_m
383	(77,77,77,76,76)	45360	384	500	3	16920	5640	5640	5520	5520	0	0	0	0	attack_m
384	(77,77,77,77,76)	45360	385	500	3	16920	5640	5640	5640	5520	0	0	0	0	defense_p
385	(77,77,77,77,77)	46536	386	500	3	16920	5640	5640	5640	5640	0	0	0	0	attack_p
386	(78,77,77,77,77)	46536	387	500	3	17280	5640	5640	5640	5640	0	0	0	0	maxhp
387	(78,78,77,77,77)	46536	388	500	3	17280	5760	5640	5640	5640	0	0	0	0	defense_m
388	(78,78,78,77,77)	46536	389	500	3	17280	5760	5760	5640	5640	0	0	0	0	attack_m
389	(78,78,78,78,77)	46536	390	500	3	17280	5760	5760	5760	5640	0	0	0	0	defense_p
390	(78,78,78,78,78)	47730	391	500	3	17280	5760	5760	5760	5760	0	0	0	0	attack_p
391	(79,78,78,78,78)	47730	392	500	3	17640	5760	5760	5760	5760	0	0	0	0	maxhp
392	(79,79,78,78,78)	47730	393	500	3	17640	5880	5760	5760	5760	0	0	0	0	defense_m
393	(79,79,79,78,78)	47730	394	500	3	17640	5880	5880	5760	5760	0	0	0	0	attack_m
394	(79,79,79,79,78)	47730	395	500	3	17640	5880	5880	5880	5760	0	0	0	0	defense_p
395	(79,79,79,79,79)	48936	396	500	3	17640	5880	5880	5880	5880	0	0	0	0	attack_p
396	(80,79,79,79,79)	48936	397	500	3	18000	5880	5880	5880	5880	0	0	0	0	maxhp
397	(80,80,79,79,79)	48936	398	500	3	18000	6000	5880	5880	5880	0	0	0	0	defense_m
398	(80,80,80,79,79)	48936	399	500	3	18000	6000	6000	5880	5880	0	0	0	0	attack_m
399	(80,80,80,80,79)	48936	400	500	3	18000	6000	6000	6000	5880	0	0	0	0	defense_p
400	(80,80,80,80,80)	58519	401	500	4	18000	6000	6000	6000	6000	0	0	0	0	attack_p
401	(81,80,80,80,80)	58519	402	500	4	18450	6000	6000	6000	6000	0	0	0	0	maxhp
402	(81,81,80,80,80)	58519	403	500	4	18450	6150	6000	6000	6000	0	0	0	0	defense_m
403	(81,81,81,80,80)	58519	404	500	4	18450	6150	6150	6000	6000	0	0	0	0	attack_m
404	(81,81,81,81,80)	58519	405	500	4	18450	6150	6150	6150	6000	0	0	0	0	defense_p
405	(81,81,81,81,81)	59964	406	500	4	18450	6150	6150	6150	6150	0	0	0	0	attack_p
406	(82,81,81,81,81)	59964	407	500	4	18900	6150	6150	6150	6150	0	0	0	0	maxhp
407	(82,82,81,81,81)	59964	408	500	4	18900	6300	6150	6150	6150	0	0	0	0	defense_m
408	(82,82,82,81,81)	59964	409	500	4	18900	6300	6300	6150	6150	0	0	0	0	attack_m
409	(82,82,82,82,81)	59964	410	500	4	18900	6300	6300	6300	6150	0	0	0	0	defense_p
410	(82,82,82,82,82)	61426	411	500	4	18900	6300	6300	6300	6300	0	0	0	0	attack_p
411	(83,82,82,82,82)	61426	412	500	4	19350	6300	6300	6300	6300	0	0	0	0	maxhp
412	(83,83,82,82,82)	61426	413	500	4	19350	6450	6300	6300	6300	0	0	0	0	defense_m
413	(83,83,83,82,82)	61426	414	500	4	19350	6450	6450	6300	6300	0	0	0	0	attack_m
414	(83,83,83,83,82)	61426	415	500	4	19350	6450	6450	6450	6300	0	0	0	0	defense_p
415	(83,83,83,83,83)	62906	416	500	4	19350	6450	6450	6450	6450	0	0	0	0	attack_p
416	(84,83,83,83,83)	62906	417	500	4	19800	6450	6450	6450	6450	0	0	0	0	maxhp
417	(84,84,83,83,83)	62906	418	500	4	19800	6600	6450	6450	6450	0	0	0	0	defense_m
418	(84,84,84,83,83)	62906	419	500	4	19800	6600	6600	6450	6450	0	0	0	0	attack_m
419	(84,84,84,84,83)	62906	420	500	4	19800	6600	6600	6600	6450	0	0	0	0	defense_p
420	(84,84,84,84,84)	64404	421	500	4	19800	6600	6600	6600	6600	0	0	0	0	attack_p
421	(85,84,84,84,84)	64404	422	500	4	20250	6600	6600	6600	6600	0	0	0	0	maxhp
422	(85,85,84,84,84)	64404	423	500	4	20250	6750	6600	6600	6600	0	0	0	0	defense_m
423	(85,85,85,84,84)	64404	424	500	4	20250	6750	6750	6600	6600	0	0	0	0	attack_m
424	(85,85,85,85,84)	64404	425	500	4	20250	6750	6750	6750	6600	0	0	0	0	defense_p
425	(85,85,85,85,85)	65919	426	500	4	20250	6750	6750	6750	6750	0	0	0	0	attack_p
426	(86,85,85,85,85)	65919	427	500	4	20700	6750	6750	6750	6750	0	0	0	0	maxhp
427	(86,86,85,85,85)	65919	428	500	4	20700	6900	6750	6750	6750	0	0	0	0	defense_m
428	(86,86,86,85,85)	65919	429	500	4	20700	6900	6900	6750	6750	0	0	0	0	attack_m
429	(86,86,86,86,85)	65919	430	500	4	20700	6900	6900	6900	6750	0	0	0	0	defense_p
430	(86,86,86,86,86)	67451	431	500	4	20700	6900	6900	6900	6900	0	0	0	0	attack_p
431	(87,86,86,86,86)	67451	432	500	4	21150	6900	6900	6900	6900	0	0	0	0	maxhp
432	(87,87,86,86,86)	67451	433	500	4	21150	7050	6900	6900	6900	0	0	0	0	defense_m
433	(87,87,87,86,86)	67451	434	500	4	21150	7050	7050	6900	6900	0	0	0	0	attack_m
434	(87,87,87,87,86)	67451	435	500	4	21150	7050	7050	7050	6900	0	0	0	0	defense_p
435	(87,87,87,87,87)	69004	436	500	4	21150	7050	7050	7050	7050	0	0	0	0	attack_p
436	(88,87,87,87,87)	69004	437	500	4	21600	7050	7050	7050	7050	0	0	0	0	maxhp
437	(88,88,87,87,87)	69004	438	500	4	21600	7200	7050	7050	7050	0	0	0	0	defense_m
438	(88,88,88,87,87)	69004	439	500	4	21600	7200	7200	7050	7050	0	0	0	0	attack_m
439	(88,88,88,88,87)	69004	440	500	4	21600	7200	7200	7200	7050	0	0	0	0	defense_p
440	(88,88,88,88,88)	70570	441	500	4	21600	7200	7200	7200	7200	0	0	0	0	attack_p
441	(89,88,88,88,88)	70570	442	500	4	22050	7200	7200	7200	7200	0	0	0	0	maxhp
442	(89,89,88,88,88)	70570	443	500	4	22050	7350	7200	7200	7200	0	0	0	0	defense_m
443	(89,89,89,88,88)	70570	444	500	4	22050	7350	7350	7200	7200	0	0	0	0	attack_m
444	(89,89,89,89,88)	70570	445	500	4	22050	7350	7350	7350	7200	0	0	0	0	defense_p
445	(89,89,89,89,89)	72158	446	500	4	22050	7350	7350	7350	7350	0	0	0	0	attack_p
446	(90,89,89,89,89)	72158	447	500	4	22500	7350	7350	7350	7350	0	0	0	0	maxhp
447	(90,90,89,89,89)	72158	448	500	4	22500	7500	7350	7350	7350	0	0	0	0	defense_m
448	(90,90,90,89,89)	72158	449	500	4	22500	7500	7500	7350	7350	0	0	0	0	attack_m
449	(90,90,90,90,89)	72158	450	500	4	22500	7500	7500	7500	7350	0	0	0	0	defense_p
450	(90,90,90,90,90)	73761	451	500	4	22500	7500	7500	7500	7500	0	0	0	0	attack_p
451	(91,90,90,90,90)	73761	452	500	4	22950	7500	7500	7500	7500	0	0	0	0	maxhp
452	(91,91,90,90,90)	73761	453	500	4	22950	7650	7500	7500	7500	0	0	0	0	defense_m
453	(91,91,91,90,90)	73761	454	500	4	22950	7650	7650	7500	7500	0	0	0	0	attack_m
454	(91,91,91,91,90)	73761	455	500	4	22950	7650	7650	7650	7500	0	0	0	0	defense_p
455	(91,91,91,91,91)	75383	456	500	4	22950	7650	7650	7650	7650	0	0	0	0	attack_p
456	(92,91,91,91,91)	75383	457	500	4	23400	7650	7650	7650	7650	0	0	0	0	maxhp
457	(92,92,91,91,91)	75383	458	500	4	23400	7800	7650	7650	7650	0	0	0	0	defense_m
458	(92,92,92,91,91)	75383	459	500	4	23400	7800	7800	7650	7650	0	0	0	0	attack_m
459	(92,92,92,92,91)	75383	460	500	4	23400	7800	7800	7800	7650	0	0	0	0	defense_p
460	(92,92,92,92,92)	77023	461	500	4	23400	7800	7800	7800	7800	0	0	0	0	attack_p
461	(93,92,92,92,92)	77023	462	500	4	23850	7800	7800	7800	7800	0	0	0	0	maxhp
462	(93,93,92,92,92)	77023	463	500	4	23850	7950	7800	7800	7800	0	0	0	0	defense_m
463	(93,93,93,92,92)	77023	464	500	4	23850	7950	7950	7800	7800	0	0	0	0	attack_m
464	(93,93,93,93,92)	77023	465	500	4	23850	7950	7950	7950	7800	0	0	0	0	defense_p
465	(93,93,93,93,93)	78680	466	500	4	23850	7950	7950	7950	7950	0	0	0	0	attack_p
466	(94,93,93,93,93)	78680	467	500	4	24300	7950	7950	7950	7950	0	0	0	0	maxhp
467	(94,94,93,93,93)	78680	468	500	4	24300	8100	7950	7950	7950	0	0	0	0	defense_m
468	(94,94,94,93,93)	78680	469	500	4	24300	8100	8100	7950	7950	0	0	0	0	attack_m
469	(94,94,94,94,93)	78680	470	500	4	24300	8100	8100	8100	7950	0	0	0	0	defense_p
470	(94,94,94,94,94)	80355	471	500	4	24300	8100	8100	8100	8100	0	0	0	0	attack_p
471	(95,94,94,94,94)	80355	472	500	4	24750	8100	8100	8100	8100	0	0	0	0	maxhp
472	(95,95,94,94,94)	80355	473	500	4	24750	8250	8100	8100	8100	0	0	0	0	defense_m
473	(95,95,95,94,94)	80355	474	500	4	24750	8250	8250	8100	8100	0	0	0	0	attack_m
474	(95,95,95,95,94)	80355	475	500	4	24750	8250	8250	8250	8100	0	0	0	0	defense_p
475	(95,95,95,95,95)	82048	476	500	4	24750	8250	8250	8250	8250	0	0	0	0	attack_p
476	(96,95,95,95,95)	82048	477	500	4	25200	8250	8250	8250	8250	0	0	0	0	maxhp
477	(96,96,95,95,95)	82048	478	500	4	25200	8400	8250	8250	8250	0	0	0	0	defense_m
478	(96,96,96,95,95)	82048	479	500	4	25200	8400	8400	8250	8250	0	0	0	0	attack_m
479	(96,96,96,96,95)	82048	480	500	4	25200	8400	8400	8400	8250	0	0	0	0	defense_p
480	(96,96,96,96,96)	83756	481	500	4	25200	8400	8400	8400	8400	0	0	0	0	attack_p
481	(97,96,96,96,96)	83756	482	500	4	25650	8400	8400	8400	8400	0	0	0	0	maxhp
482	(97,97,96,96,96)	83756	483	500	4	25650	8550	8400	8400	8400	0	0	0	0	defense_m
483	(97,97,97,96,96)	83756	484	500	4	25650	8550	8550	8400	8400	0	0	0	0	attack_m
484	(97,97,97,97,96)	83756	485	500	4	25650	8550	8550	8550	8400	0	0	0	0	defense_p
485	(97,97,97,97,97)	85485	486	500	4	25650	8550	8550	8550	8550	0	0	0	0	attack_p
486	(98,97,97,97,97)	85485	487	500	4	26100	8550	8550	8550	8550	0	0	0	0	maxhp
487	(98,98,97,97,97)	85485	488	500	4	26100	8700	8550	8550	8550	0	0	0	0	defense_m
488	(98,98,98,97,97)	85485	489	500	4	26100	8700	8700	8550	8550	0	0	0	0	attack_m
489	(98,98,98,98,97)	85485	490	500	4	26100	8700	8700	8700	8550	0	0	0	0	defense_p
490	(98,98,98,98,98)	87230	491	500	4	26100	8700	8700	8700	8700	0	0	0	0	attack_p
491	(99,98,98,98,98)	87230	492	500	4	26550	8700	8700	8700	8700	0	0	0	0	maxhp
492	(99,99,98,98,98)	87230	493	500	4	26550	8850	8700	8700	8700	0	0	0	0	defense_m
493	(99,99,99,98,98)	87230	494	500	4	26550	8850	8850	8700	8700	0	0	0	0	attack_m
494	(99,99,99,99,98)	87230	495	500	4	26550	8850	8850	8850	8700	0	0	0	0	defense_p
495	(99,99,99,99,99)	88994	496	500	4	26550	8850	8850	8850	8850	0	0	0	0	attack_p
496	(100,99,99,99,99)	88994	497	500	4	27000	8850	8850	8850	8850	0	0	0	0	maxhp
497	(100,100,99,99,99)	88994	498	500	4	27000	9000	8850	8850	8850	0	0	0	0	defense_m
498	(100,100,100,99,99)	88994	499	500	4	27000	9000	9000	8850	8850	0	0	0	0	attack_m
499	(100,100,100,100,99)	88994	500	500	4	27000	9000	9000	9000	8850	0	0	0	0	defense_p
500	(100,100,100,100,100)	9999999	-1	500	5	27000	9000	9000	9000	9000	0	0	0	0	attack_p
