rewardId	score	scoreMax	Level	LevelMax	rewardItems	rewardMoney	rewardExp	rewardItemShow	rewardItems_fcm	rewardMoney_fcm	rewardExp_fcm	rewardItemShow_fcm
100	2801	3000	140	159	[(27048,200),(27049,100),(27050,50)]	5760000	1268000	[(27048,200),(27049,100),(27050,50),(25828,5760000),(25712,1268000)]	[(27048,100),(27049,50),(27050,25)]	2880000	634000	[(27048,100),(27049,50),(27050,25),(25828,2880000),(25712,634000)]
101	3001	3500	140	159	[(27048,200),(27049,100),(27050,50)]	6000000	1288000	[(27048,200),(27049,100),(27050,50),(25828,6000000),(25712,1288000)]	[(27048,100),(27049,50),(27050,25)]	3000000	644000	[(27048,100),(27049,50),(27050,25),(25828,3000000),(25712,644000)]
102	3501	99999999	140	159	[(27048,200),(27049,100),(27050,50)]	6000000	1308000	[(27048,200),(27049,100),(27050,50),(25828,6000000),(25712,1308000)]	[(27048,100),(27049,50),(27050,25)]	3000000	654000	[(27048,100),(27049,50),(27050,25),(25828,3000000),(25712,654000)]
103	1	200	160	179	[(27904,40),(27905,20),(27906,10)]	3000000	1348000	[(27904,40),(27905,20),(27906,10),(25828,3000000),(25712,1348000)]	[(27904,20),(27905,10),(27906,5)]	1500000	674000	[(27904,20),(27905,10),(27906,5),(25828,1500000),(25712,674000)]
104	201	400	160	179	[(27904,48),(27905,24),(27906,12)]	3300000	1360000	[(27904,48),(27905,24),(27906,12),(25828,3300000),(25712,1360000)]	[(27904,24),(27905,12),(27906,6)]	1650000	680000	[(27904,24),(27905,12),(27906,6),(25828,1650000),(25712,680000)]
105	401	600	160	179	[(27904,60),(27905,30),(27906,15)]	3600000	1372000	[(27904,60),(27905,30),(27906,15),(25828,3600000),(25712,1372000)]	[(27904,30),(27905,15),(27906,8)]	1800000	686000	[(27904,30),(27905,15),(27906,8),(25828,1800000),(25712,686000)]
106	601	800	160	179	[(27904,72),(27905,36),(27906,18)]	3900000	1384000	[(27904,72),(27905,36),(27906,18),(25828,3900000),(25712,1384000)]	[(27904,36),(27905,18),(27906,9)]	1950000	692000	[(27904,36),(27905,18),(27906,9),(25828,1950000),(25712,692000)]
107	801	1000	160	179	[(27904,84),(27905,42),(27906,21)]	4200000	1396000	[(27904,84),(27905,42),(27906,21),(25828,4200000),(25712,1396000)]	[(27904,42),(27905,21),(27906,11)]	2100000	698000	[(27904,42),(27905,21),(27906,11),(25828,2100000),(25712,698000)]
108	1001	1200	160	179	[(27904,96),(27905,48),(27906,24)]	4500000	1408000	[(27904,96),(27905,48),(27906,24),(25828,4500000),(25712,1408000)]	[(27904,48),(27905,24),(27906,12)]	2250000	704000	[(27904,48),(27905,24),(27906,12),(25828,2250000),(25712,704000)]
109	1201	1400	160	179	[(27904,108),(27905,54),(27906,27)]	4800000	1420000	[(27904,108),(27905,54),(27906,27),(25828,4800000),(25712,1420000)]	[(27904,54),(27905,27),(27906,14)]	2400000	710000	[(27904,54),(27905,27),(27906,14),(25828,2400000),(25712,710000)]
110	1401	1600	160	179	[(27904,120),(27905,60),(27906,30)]	5100000	1432000	[(27904,120),(27905,60),(27906,30),(25828,5100000),(25712,1432000)]	[(27904,60),(27905,30),(27906,15)]	2550000	716000	[(27904,60),(27905,30),(27906,15),(25828,2550000),(25712,716000)]
111	1601	1800	160	179	[(27904,132),(27905,66),(27906,33)]	5400000	1444000	[(27904,132),(27905,66),(27906,33),(25828,5400000),(25712,1444000)]	[(27904,66),(27905,33),(27906,17)]	2700000	722000	[(27904,66),(27905,33),(27906,17),(25828,2700000),(25712,722000)]
112	1801	2000	160	179	[(27904,144),(27905,72),(27906,36)]	5700000	1456000	[(27904,144),(27905,72),(27906,36),(25828,5700000),(25712,1456000)]	[(27904,72),(27905,36),(27906,18)]	2850000	728000	[(27904,72),(27905,36),(27906,18),(25828,2850000),(25712,728000)]
113	2001	2200	160	179	[(27904,160),(27905,80),(27906,40)]	6000000	1468000	[(27904,160),(27905,80),(27906,40),(25828,6000000),(25712,1468000)]	[(27904,80),(27905,40),(27906,20)]	3000000	734000	[(27904,80),(27905,40),(27906,20),(25828,3000000),(25712,734000)]
114	2201	2400	160	179	[(27904,176),(27905,88),(27906,44)]	6300000	1480000	[(27904,176),(27905,88),(27906,44),(25828,6300000),(25712,1480000)]	[(27904,88),(27905,44),(27906,22)]	3150000	740000	[(27904,88),(27905,44),(27906,22),(25828,3150000),(25712,740000)]
115	2401	2600	160	179	[(27904,192),(27905,96),(27906,48)]	6600000	1492000	[(27904,192),(27905,96),(27906,48),(25828,6600000),(25712,1492000)]	[(27904,96),(27905,48),(27906,24)]	3300000	746000	[(27904,96),(27905,48),(27906,24),(25828,3300000),(25712,746000)]
116	2601	2800	160	179	[(27904,200),(27905,100),(27906,50)]	6900000	1504000	[(27904,200),(27905,100),(27906,50),(25828,6900000),(25712,1504000)]	[(27904,100),(27905,50),(27906,25)]	3450000	752000	[(27904,100),(27905,50),(27906,25),(25828,3450000),(25712,752000)]
117	2801	3000	160	179	[(27904,200),(27905,100),(27906,50)]	7200000	1516000	[(27904,200),(27905,100),(27906,50),(25828,7200000),(25712,1516000)]	[(27904,100),(27905,50),(27906,25)]	3600000	758000	[(27904,100),(27905,50),(27906,25),(25828,3600000),(25712,758000)]
118	3001	3500	160	179	[(27904,200),(27905,100),(27906,50)]	7500000	1528000	[(27904,200),(27905,100),(27906,50),(25828,7500000),(25712,1528000)]	[(27904,100),(27905,50),(27906,25)]	3750000	764000	[(27904,100),(27905,50),(27906,25),(25828,3750000),(25712,764000)]
119	3501	99999999	160	179	[(27904,200),(27905,100),(27906,50)]	7500000	1540000	[(27904,200),(27905,100),(27906,50),(25828,7500000),(25712,1540000)]	[(27904,100),(27905,50),(27906,25)]	3750000	770000	[(27904,100),(27905,50),(27906,25),(25828,3750000),(25712,770000)]
