worldLevel	wave	startDate	endDate	itemData	specialItemPreview
16	71	(2015,9,3,18,30,0)	(2015,9,3,19,00,0)	(2,3,9,7)	(1,2,3,5,6,7)
16	72	(2015,9,3,19,00,0)	(2015,9,3,19,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
16	73	(2015,9,3,19,30,0)	(2015,9,3,19,50,0)	(2,4,6,7)	(1,2,3,5,6,7)
16	74	(2015,9,3,19,50,0)	(2015,9,3,20,30,0)	(1,3,5,7)	(1,2,3,5,6,7)
16	75	(2015,9,3,20,30,0)	(2015,9,3,21,00,0)	(2,4,5,7)	(1,2,3,5,6,7)
16	76	(2015,9,3,21,00,0)	(2015,9,3,22,00,0)	(1,3,5,7)	(1,2,3,5,6,7)
16	77	(2015,9,3,22,00,0)	(2015,9,3,22,30,0)	(2,3,5,7)	(1,2,3,5,6,7)
16	78	(2015,9,3,22,30,0)	(2015,9,3,23,30,0)	(1,3,6,8)	(1,2,3,5,6,7)
16	79	(2015,9,4,10,30,0)	(2015,9,4,13,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
16	80	(2015,9,4,13,30,0)	(2015,9,4,16,30,0)	(2,4,9,7)	(1,2,3,5,6,7)
16	81	(2015,9,4,16,30,0)	(2015,9,4,18,30,0)	(2,3,9,7)	(1,2,3,5,6,7)
16	82	(2015,9,4,18,30,0)	(2015,9,4,19,00,0)	(1,4,6,8)	(1,2,3,5,6,7)
16	83	(2015,9,4,19,00,0)	(2015,9,4,19,30,0)	(1,3,6,8)	(1,2,3,5,6,7)
16	84	(2015,9,4,19,30,0)	(2015,9,4,19,50,0)	(2,3,9,8)	(1,2,3,5,6,7)
16	85	(2015,9,4,19,50,0)	(2015,9,4,20,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
16	86	(2015,9,4,20,30,0)	(2015,9,4,21,00,0)	(2,4,9,8)	(1,2,3,5,6,7)
16	87	(2015,9,4,21,00,0)	(2015,9,4,22,00,0)	(2,4,6,8)	(1,2,3,5,6,7)
16	88	(2015,9,4,22,00,0)	(2015,9,4,22,30,0)	(2,4,9,8)	(1,2,3,5,6,7)
16	89	(2015,9,4,22,30,0)	(2015,9,4,23,30,0)	(1,4,9,8)	(1,2,3,5,6,7)
17	1	(2015,8,29,10,30,0)	(2015,8,29,13,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
17	2	(2015,8,29,13,30,0)	(2015,8,29,16,30,0)	(1,4,6,8)	(1,2,3,5,6,7)
17	3	(2015,8,29,16,30,0)	(2015,8,29,18,30,0)	(2,4,9,7)	(1,2,3,5,6,7)
17	4	(2015,8,29,18,30,0)	(2015,8,29,19,00,0)	(1,3,6,7)	(1,2,3,5,6,7)
17	5	(2015,8,29,19,00,0)	(2015,8,29,19,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
17	6	(2015,8,29,19,30,0)	(2015,8,29,19,50,0)	(2,4,9,8)	(1,2,3,5,6,7)
17	7	(2015,8,29,19,50,0)	(2015,8,29,20,30,0)	(1,3,5,7)	(1,2,3,5,6,7)
17	8	(2015,8,29,20,30,0)	(2015,8,29,21,00,0)	(1,3,9,8)	(1,2,3,5,6,7)
17	9	(2015,8,29,21,00,0)	(2015,8,29,22,00,0)	(2,3,5,8)	(1,2,3,5,6,7)
17	10	(2015,8,29,22,00,0)	(2015,8,29,22,30,0)	(2,3,5,7)	(1,2,3,5,6,7)
17	11	(2015,8,29,22,30,0)	(2015,8,29,23,30,0)	(1,4,6,7)	(1,2,3,5,6,7)
17	12	(2015,8,30,10,30,0)	(2015,8,30,13,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
17	13	(2015,8,30,13,30,0)	(2015,8,30,16,30,0)	(1,3,9,8)	(1,2,3,5,6,7)
17	14	(2015,8,30,16,30,0)	(2015,8,30,18,30,0)	(2,4,9,8)	(1,2,3,5,6,7)
17	15	(2015,8,30,18,30,0)	(2015,8,30,19,00,0)	(2,3,9,8)	(1,2,3,5,6,7)
17	16	(2015,8,30,19,00,0)	(2015,8,30,19,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
17	17	(2015,8,30,19,30,0)	(2015,8,30,19,50,0)	(1,3,5,7)	(1,2,3,5,6,7)
17	18	(2015,8,30,19,50,0)	(2015,8,30,20,30,0)	(2,3,5,8)	(1,2,3,5,6,7)
17	19	(2015,8,30,20,30,0)	(2015,8,30,21,00,0)	(1,4,5,7)	(1,2,3,5,6,7)
17	20	(2015,8,30,21,00,0)	(2015,8,30,22,00,0)	(1,4,9,8)	(1,2,3,5,6,7)
17	21	(2015,8,30,22,00,0)	(2015,8,30,22,30,0)	(2,3,9,7)	(1,2,3,5,6,7)
17	22	(2015,8,30,22,30,0)	(2015,8,30,23,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
17	23	(2015,8,31,10,30,0)	(2015,8,31,13,30,0)	(1,4,9,7)	(1,2,3,5,6,7)
17	24	(2015,8,31,13,30,0)	(2015,8,31,16,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
17	25	(2015,8,31,16,30,0)	(2015,8,31,18,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
17	26	(2015,8,31,18,30,0)	(2015,8,31,19,00,0)	(1,4,9,7)	(1,2,3,5,6,7)
17	27	(2015,8,31,19,00,0)	(2015,8,31,19,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
17	28	(2015,8,31,19,30,0)	(2015,8,31,19,50,0)	(2,4,5,8)	(1,2,3,5,6,7)
17	29	(2015,8,31,19,50,0)	(2015,8,31,20,30,0)	(1,4,9,8)	(1,2,3,5,6,7)
17	30	(2015,8,31,20,30,0)	(2015,8,31,21,00,0)	(2,3,5,7)	(1,2,3,5,6,7)
17	31	(2015,8,31,21,00,0)	(2015,8,31,22,00,0)	(2,3,5,7)	(1,2,3,5,6,7)
17	32	(2015,8,31,22,00,0)	(2015,8,31,22,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
17	33	(2015,8,31,22,30,0)	(2015,8,31,23,30,0)	(2,4,6,7)	(1,2,3,5,6,7)
17	34	(2015,9,1,10,30,0)	(2015,9,1,11,30,0)	(1,3,9,7)	(1,2,3,5,6,7)
17	35	(2015,9,1,11,30,0)	(2015,9,1,12,30,0)	(1,3,5,7)	(1,2,3,5,6,7)
17	36	(2015,9,1,12,30,0)	(2015,9,1,13,30,0)	(2,4,5,8)	(1,2,3,5,6,7)
17	37	(2015,9,1,13,30,0)	(2015,9,1,14,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
17	38	(2015,9,1,14,30,0)	(2015,9,1,15,30,0)	(2,4,5,7)	(1,2,3,5,6,7)
17	39	(2015,9,1,15,30,0)	(2015,9,1,16,30,0)	(2,3,5,7)	(1,2,3,5,6,7)
17	40	(2015,9,1,16,30,0)	(2015,9,1,17,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
17	41	(2015,9,1,17,30,0)	(2015,9,1,18,00,0)	(2,4,5,7)	(1,2,3,5,6,7)
17	42	(2015,9,1,18,00,0)	(2015,9,1,18,30,0)	(1,4,5,7)	(1,2,3,5,6,7)
17	43	(2015,9,1,18,30,0)	(2015,9,1,19,00,0)	(1,3,6,7)	(1,2,3,5,6,7)
17	44	(2015,9,1,19,00,0)	(2015,9,1,19,30,0)	(1,4,5,7)	(1,2,3,5,6,7)
17	45	(2015,9,1,19,30,0)	(2015,9,1,19,50,0)	(1,4,5,8)	(1,2,3,5,6,7)
17	46	(2015,9,1,19,50,0)	(2015,9,1,20,30,0)	(2,4,5,8)	(1,2,3,5,6,7)
17	47	(2015,9,1,20,30,0)	(2015,9,1,21,00,0)	(1,3,5,7)	(1,2,3,5,6,7)
17	48	(2015,9,1,21,00,0)	(2015,9,1,22,00,0)	(1,3,9,8)	(1,2,3,5,6,7)
17	49	(2015,9,1,22,00,0)	(2015,9,1,22,30,0)	(2,4,5,7)	(1,2,3,5,6,7)
17	50	(2015,9,1,22,30,0)	(2015,9,1,23,30,0)	(1,4,9,7)	(1,2,3,5,6,7)
17	51	(2015,9,2,10,30,0)	(2015,9,2,11,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
17	52	(2015,9,2,11,30,0)	(2015,9,2,12,30,0)	(2,4,5,7)	(1,2,3,5,6,7)
17	53	(2015,9,2,12,30,0)	(2015,9,2,13,30,0)	(2,3,9,7)	(1,2,3,5,6,7)
17	54	(2015,9,2,13,30,0)	(2015,9,2,14,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
17	55	(2015,9,2,14,30,0)	(2015,9,2,15,30,0)	(2,4,5,7)	(1,2,3,5,6,7)
17	56	(2015,9,2,15,30,0)	(2015,9,2,16,30,0)	(2,4,6,7)	(1,2,3,5,6,7)
17	57	(2015,9,2,16,30,0)	(2015,9,2,17,30,0)	(2,4,6,8)	(1,2,3,5,6,7)
17	58	(2015,9,2,17,30,0)	(2015,9,2,18,00,0)	(2,4,9,8)	(1,2,3,5,6,7)
17	59	(2015,9,2,18,00,0)	(2015,9,2,18,30,0)	(2,3,9,7)	(1,2,3,5,6,7)
17	60	(2015,9,2,18,30,0)	(2015,9,2,19,00,0)	(2,4,5,8)	(1,2,3,5,6,7)
17	61	(2015,9,2,19,00,0)	(2015,9,2,19,30,0)	(2,3,6,7)	(1,2,3,5,6,7)
17	62	(2015,9,2,19,30,0)	(2015,9,2,19,50,0)	(2,4,5,8)	(1,2,3,5,6,7)
17	63	(2015,9,2,19,50,0)	(2015,9,2,20,30,0)	(1,4,9,8)	(1,2,3,5,6,7)
17	64	(2015,9,2,20,30,0)	(2015,9,2,21,00,0)	(1,4,5,8)	(1,2,3,5,6,7)
17	65	(2015,9,2,21,00,0)	(2015,9,2,22,00,0)	(1,3,5,8)	(1,2,3,5,6,7)
17	66	(2015,9,2,22,00,0)	(2015,9,2,22,30,0)	(2,3,5,7)	(1,2,3,5,6,7)
17	67	(2015,9,2,22,30,0)	(2015,9,2,23,30,0)	(2,4,5,8)	(1,2,3,5,6,7)
17	68	(2015,9,3,10,30,0)	(2015,9,3,13,30,0)	(1,4,6,7)	(1,2,3,5,6,7)
17	69	(2015,9,3,13,30,0)	(2015,9,3,16,30,0)	(2,3,6,7)	(1,2,3,5,6,7)
17	70	(2015,9,3,16,30,0)	(2015,9,3,18,30,0)	(2,3,9,8)	(1,2,3,5,6,7)
17	71	(2015,9,3,18,30,0)	(2015,9,3,19,00,0)	(2,3,9,7)	(1,2,3,5,6,7)
17	72	(2015,9,3,19,00,0)	(2015,9,3,19,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
17	73	(2015,9,3,19,30,0)	(2015,9,3,19,50,0)	(2,4,6,7)	(1,2,3,5,6,7)
17	74	(2015,9,3,19,50,0)	(2015,9,3,20,30,0)	(1,3,5,7)	(1,2,3,5,6,7)
17	75	(2015,9,3,20,30,0)	(2015,9,3,21,00,0)	(2,4,5,7)	(1,2,3,5,6,7)
17	76	(2015,9,3,21,00,0)	(2015,9,3,22,00,0)	(1,3,5,7)	(1,2,3,5,6,7)
17	77	(2015,9,3,22,00,0)	(2015,9,3,22,30,0)	(2,3,5,7)	(1,2,3,5,6,7)
17	78	(2015,9,3,22,30,0)	(2015,9,3,23,30,0)	(1,3,6,8)	(1,2,3,5,6,7)
17	79	(2015,9,4,10,30,0)	(2015,9,4,13,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
17	80	(2015,9,4,13,30,0)	(2015,9,4,16,30,0)	(2,4,9,7)	(1,2,3,5,6,7)
17	81	(2015,9,4,16,30,0)	(2015,9,4,18,30,0)	(2,3,9,7)	(1,2,3,5,6,7)
17	82	(2015,9,4,18,30,0)	(2015,9,4,19,00,0)	(1,4,6,8)	(1,2,3,5,6,7)
17	83	(2015,9,4,19,00,0)	(2015,9,4,19,30,0)	(1,3,6,8)	(1,2,3,5,6,7)
17	84	(2015,9,4,19,30,0)	(2015,9,4,19,50,0)	(2,3,9,8)	(1,2,3,5,6,7)
17	85	(2015,9,4,19,50,0)	(2015,9,4,20,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
17	86	(2015,9,4,20,30,0)	(2015,9,4,21,00,0)	(2,4,9,8)	(1,2,3,5,6,7)
17	87	(2015,9,4,21,00,0)	(2015,9,4,22,00,0)	(2,4,6,8)	(1,2,3,5,6,7)
17	88	(2015,9,4,22,00,0)	(2015,9,4,22,30,0)	(2,4,9,8)	(1,2,3,5,6,7)
17	89	(2015,9,4,22,30,0)	(2015,9,4,23,30,0)	(1,4,9,8)	(1,2,3,5,6,7)
18	1	(2015,8,29,10,30,0)	(2015,8,29,13,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
18	2	(2015,8,29,13,30,0)	(2015,8,29,16,30,0)	(1,4,6,8)	(1,2,3,5,6,7)
18	3	(2015,8,29,16,30,0)	(2015,8,29,18,30,0)	(2,4,9,7)	(1,2,3,5,6,7)
18	4	(2015,8,29,18,30,0)	(2015,8,29,19,00,0)	(1,3,6,7)	(1,2,3,5,6,7)
18	5	(2015,8,29,19,00,0)	(2015,8,29,19,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
18	6	(2015,8,29,19,30,0)	(2015,8,29,19,50,0)	(2,4,9,8)	(1,2,3,5,6,7)
18	7	(2015,8,29,19,50,0)	(2015,8,29,20,30,0)	(1,3,5,7)	(1,2,3,5,6,7)
18	8	(2015,8,29,20,30,0)	(2015,8,29,21,00,0)	(1,3,9,8)	(1,2,3,5,6,7)
18	9	(2015,8,29,21,00,0)	(2015,8,29,22,00,0)	(2,3,5,8)	(1,2,3,5,6,7)
18	10	(2015,8,29,22,00,0)	(2015,8,29,22,30,0)	(2,3,5,7)	(1,2,3,5,6,7)
18	11	(2015,8,29,22,30,0)	(2015,8,29,23,30,0)	(1,4,6,7)	(1,2,3,5,6,7)
18	12	(2015,8,30,10,30,0)	(2015,8,30,13,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
18	13	(2015,8,30,13,30,0)	(2015,8,30,16,30,0)	(1,3,9,8)	(1,2,3,5,6,7)
18	14	(2015,8,30,16,30,0)	(2015,8,30,18,30,0)	(2,4,9,8)	(1,2,3,5,6,7)
18	15	(2015,8,30,18,30,0)	(2015,8,30,19,00,0)	(2,3,9,8)	(1,2,3,5,6,7)
18	16	(2015,8,30,19,00,0)	(2015,8,30,19,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
18	17	(2015,8,30,19,30,0)	(2015,8,30,19,50,0)	(1,3,5,7)	(1,2,3,5,6,7)
18	18	(2015,8,30,19,50,0)	(2015,8,30,20,30,0)	(2,3,5,8)	(1,2,3,5,6,7)
18	19	(2015,8,30,20,30,0)	(2015,8,30,21,00,0)	(1,4,5,7)	(1,2,3,5,6,7)
18	20	(2015,8,30,21,00,0)	(2015,8,30,22,00,0)	(1,4,9,8)	(1,2,3,5,6,7)
18	21	(2015,8,30,22,00,0)	(2015,8,30,22,30,0)	(2,3,9,7)	(1,2,3,5,6,7)
18	22	(2015,8,30,22,30,0)	(2015,8,30,23,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
18	23	(2015,8,31,10,30,0)	(2015,8,31,13,30,0)	(1,4,9,7)	(1,2,3,5,6,7)
18	24	(2015,8,31,13,30,0)	(2015,8,31,16,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
18	25	(2015,8,31,16,30,0)	(2015,8,31,18,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
18	26	(2015,8,31,18,30,0)	(2015,8,31,19,00,0)	(1,4,9,7)	(1,2,3,5,6,7)
18	27	(2015,8,31,19,00,0)	(2015,8,31,19,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
18	28	(2015,8,31,19,30,0)	(2015,8,31,19,50,0)	(2,4,5,8)	(1,2,3,5,6,7)
18	29	(2015,8,31,19,50,0)	(2015,8,31,20,30,0)	(1,4,9,8)	(1,2,3,5,6,7)
18	30	(2015,8,31,20,30,0)	(2015,8,31,21,00,0)	(2,3,5,7)	(1,2,3,5,6,7)
18	31	(2015,8,31,21,00,0)	(2015,8,31,22,00,0)	(2,3,5,7)	(1,2,3,5,6,7)
18	32	(2015,8,31,22,00,0)	(2015,8,31,22,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
18	33	(2015,8,31,22,30,0)	(2015,8,31,23,30,0)	(2,4,6,7)	(1,2,3,5,6,7)
18	34	(2015,9,1,10,30,0)	(2015,9,1,11,30,0)	(1,3,9,7)	(1,2,3,5,6,7)
18	35	(2015,9,1,11,30,0)	(2015,9,1,12,30,0)	(1,3,5,7)	(1,2,3,5,6,7)
18	36	(2015,9,1,12,30,0)	(2015,9,1,13,30,0)	(2,4,5,8)	(1,2,3,5,6,7)
18	37	(2015,9,1,13,30,0)	(2015,9,1,14,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
18	38	(2015,9,1,14,30,0)	(2015,9,1,15,30,0)	(2,4,5,7)	(1,2,3,5,6,7)
18	39	(2015,9,1,15,30,0)	(2015,9,1,16,30,0)	(2,3,5,7)	(1,2,3,5,6,7)
18	40	(2015,9,1,16,30,0)	(2015,9,1,17,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
18	41	(2015,9,1,17,30,0)	(2015,9,1,18,00,0)	(2,4,5,7)	(1,2,3,5,6,7)
18	42	(2015,9,1,18,00,0)	(2015,9,1,18,30,0)	(1,4,5,7)	(1,2,3,5,6,7)
18	43	(2015,9,1,18,30,0)	(2015,9,1,19,00,0)	(1,3,6,7)	(1,2,3,5,6,7)
18	44	(2015,9,1,19,00,0)	(2015,9,1,19,30,0)	(1,4,5,7)	(1,2,3,5,6,7)
18	45	(2015,9,1,19,30,0)	(2015,9,1,19,50,0)	(1,4,5,8)	(1,2,3,5,6,7)
18	46	(2015,9,1,19,50,0)	(2015,9,1,20,30,0)	(2,4,5,8)	(1,2,3,5,6,7)
18	47	(2015,9,1,20,30,0)	(2015,9,1,21,00,0)	(1,3,5,7)	(1,2,3,5,6,7)
18	48	(2015,9,1,21,00,0)	(2015,9,1,22,00,0)	(1,3,9,8)	(1,2,3,5,6,7)
18	49	(2015,9,1,22,00,0)	(2015,9,1,22,30,0)	(2,4,5,7)	(1,2,3,5,6,7)
18	50	(2015,9,1,22,30,0)	(2015,9,1,23,30,0)	(1,4,9,7)	(1,2,3,5,6,7)
18	51	(2015,9,2,10,30,0)	(2015,9,2,11,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
18	52	(2015,9,2,11,30,0)	(2015,9,2,12,30,0)	(2,4,5,7)	(1,2,3,5,6,7)
18	53	(2015,9,2,12,30,0)	(2015,9,2,13,30,0)	(2,3,9,7)	(1,2,3,5,6,7)
18	54	(2015,9,2,13,30,0)	(2015,9,2,14,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
18	55	(2015,9,2,14,30,0)	(2015,9,2,15,30,0)	(2,4,5,7)	(1,2,3,5,6,7)
18	56	(2015,9,2,15,30,0)	(2015,9,2,16,30,0)	(2,4,6,7)	(1,2,3,5,6,7)
18	57	(2015,9,2,16,30,0)	(2015,9,2,17,30,0)	(2,4,6,8)	(1,2,3,5,6,7)
18	58	(2015,9,2,17,30,0)	(2015,9,2,18,00,0)	(2,4,9,8)	(1,2,3,5,6,7)
18	59	(2015,9,2,18,00,0)	(2015,9,2,18,30,0)	(2,3,9,7)	(1,2,3,5,6,7)
18	60	(2015,9,2,18,30,0)	(2015,9,2,19,00,0)	(2,4,5,8)	(1,2,3,5,6,7)
18	61	(2015,9,2,19,00,0)	(2015,9,2,19,30,0)	(2,3,6,7)	(1,2,3,5,6,7)
18	62	(2015,9,2,19,30,0)	(2015,9,2,19,50,0)	(2,4,5,8)	(1,2,3,5,6,7)
18	63	(2015,9,2,19,50,0)	(2015,9,2,20,30,0)	(1,4,9,8)	(1,2,3,5,6,7)
18	64	(2015,9,2,20,30,0)	(2015,9,2,21,00,0)	(1,4,5,8)	(1,2,3,5,6,7)
18	65	(2015,9,2,21,00,0)	(2015,9,2,22,00,0)	(1,3,5,8)	(1,2,3,5,6,7)
18	66	(2015,9,2,22,00,0)	(2015,9,2,22,30,0)	(2,3,5,7)	(1,2,3,5,6,7)
18	67	(2015,9,2,22,30,0)	(2015,9,2,23,30,0)	(2,4,5,8)	(1,2,3,5,6,7)
18	68	(2015,9,3,10,30,0)	(2015,9,3,13,30,0)	(1,4,6,7)	(1,2,3,5,6,7)
18	69	(2015,9,3,13,30,0)	(2015,9,3,16,30,0)	(2,3,6,7)	(1,2,3,5,6,7)
18	70	(2015,9,3,16,30,0)	(2015,9,3,18,30,0)	(2,3,9,8)	(1,2,3,5,6,7)
18	71	(2015,9,3,18,30,0)	(2015,9,3,19,00,0)	(2,3,9,7)	(1,2,3,5,6,7)
18	72	(2015,9,3,19,00,0)	(2015,9,3,19,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
18	73	(2015,9,3,19,30,0)	(2015,9,3,19,50,0)	(2,4,6,7)	(1,2,3,5,6,7)
18	74	(2015,9,3,19,50,0)	(2015,9,3,20,30,0)	(1,3,5,7)	(1,2,3,5,6,7)
18	75	(2015,9,3,20,30,0)	(2015,9,3,21,00,0)	(2,4,5,7)	(1,2,3,5,6,7)
18	76	(2015,9,3,21,00,0)	(2015,9,3,22,00,0)	(1,3,5,7)	(1,2,3,5,6,7)
18	77	(2015,9,3,22,00,0)	(2015,9,3,22,30,0)	(2,3,5,7)	(1,2,3,5,6,7)
18	78	(2015,9,3,22,30,0)	(2015,9,3,23,30,0)	(1,3,6,8)	(1,2,3,5,6,7)
18	79	(2015,9,4,10,30,0)	(2015,9,4,13,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
18	80	(2015,9,4,13,30,0)	(2015,9,4,16,30,0)	(2,4,9,7)	(1,2,3,5,6,7)
18	81	(2015,9,4,16,30,0)	(2015,9,4,18,30,0)	(2,3,9,7)	(1,2,3,5,6,7)
18	82	(2015,9,4,18,30,0)	(2015,9,4,19,00,0)	(1,4,6,8)	(1,2,3,5,6,7)
18	83	(2015,9,4,19,00,0)	(2015,9,4,19,30,0)	(1,3,6,8)	(1,2,3,5,6,7)
18	84	(2015,9,4,19,30,0)	(2015,9,4,19,50,0)	(2,3,9,8)	(1,2,3,5,6,7)
18	85	(2015,9,4,19,50,0)	(2015,9,4,20,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
18	86	(2015,9,4,20,30,0)	(2015,9,4,21,00,0)	(2,4,9,8)	(1,2,3,5,6,7)
18	87	(2015,9,4,21,00,0)	(2015,9,4,22,00,0)	(2,4,6,8)	(1,2,3,5,6,7)
18	88	(2015,9,4,22,00,0)	(2015,9,4,22,30,0)	(2,4,9,8)	(1,2,3,5,6,7)
18	89	(2015,9,4,22,30,0)	(2015,9,4,23,30,0)	(1,4,9,8)	(1,2,3,5,6,7)
19	1	(2015,8,29,10,30,0)	(2015,8,29,13,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
19	2	(2015,8,29,13,30,0)	(2015,8,29,16,30,0)	(1,4,6,8)	(1,2,3,5,6,7)
19	3	(2015,8,29,16,30,0)	(2015,8,29,18,30,0)	(2,4,9,7)	(1,2,3,5,6,7)
19	4	(2015,8,29,18,30,0)	(2015,8,29,19,00,0)	(1,3,6,7)	(1,2,3,5,6,7)
19	5	(2015,8,29,19,00,0)	(2015,8,29,19,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
19	6	(2015,8,29,19,30,0)	(2015,8,29,19,50,0)	(2,4,9,8)	(1,2,3,5,6,7)
19	7	(2015,8,29,19,50,0)	(2015,8,29,20,30,0)	(1,3,5,7)	(1,2,3,5,6,7)
19	8	(2015,8,29,20,30,0)	(2015,8,29,21,00,0)	(1,3,9,8)	(1,2,3,5,6,7)
19	9	(2015,8,29,21,00,0)	(2015,8,29,22,00,0)	(2,3,5,8)	(1,2,3,5,6,7)
19	10	(2015,8,29,22,00,0)	(2015,8,29,22,30,0)	(2,3,5,7)	(1,2,3,5,6,7)
19	11	(2015,8,29,22,30,0)	(2015,8,29,23,30,0)	(1,4,6,7)	(1,2,3,5,6,7)
19	12	(2015,8,30,10,30,0)	(2015,8,30,13,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
19	13	(2015,8,30,13,30,0)	(2015,8,30,16,30,0)	(1,3,9,8)	(1,2,3,5,6,7)
19	14	(2015,8,30,16,30,0)	(2015,8,30,18,30,0)	(2,4,9,8)	(1,2,3,5,6,7)
19	15	(2015,8,30,18,30,0)	(2015,8,30,19,00,0)	(2,3,9,8)	(1,2,3,5,6,7)
19	16	(2015,8,30,19,00,0)	(2015,8,30,19,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
19	17	(2015,8,30,19,30,0)	(2015,8,30,19,50,0)	(1,3,5,7)	(1,2,3,5,6,7)
19	18	(2015,8,30,19,50,0)	(2015,8,30,20,30,0)	(2,3,5,8)	(1,2,3,5,6,7)
19	19	(2015,8,30,20,30,0)	(2015,8,30,21,00,0)	(1,4,5,7)	(1,2,3,5,6,7)
19	20	(2015,8,30,21,00,0)	(2015,8,30,22,00,0)	(1,4,9,8)	(1,2,3,5,6,7)
19	21	(2015,8,30,22,00,0)	(2015,8,30,22,30,0)	(2,3,9,7)	(1,2,3,5,6,7)
19	22	(2015,8,30,22,30,0)	(2015,8,30,23,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
19	23	(2015,8,31,10,30,0)	(2015,8,31,13,30,0)	(1,4,9,7)	(1,2,3,5,6,7)
19	24	(2015,8,31,13,30,0)	(2015,8,31,16,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
19	25	(2015,8,31,16,30,0)	(2015,8,31,18,30,0)	(1,4,5,8)	(1,2,3,5,6,7)
19	26	(2015,8,31,18,30,0)	(2015,8,31,19,00,0)	(1,4,9,7)	(1,2,3,5,6,7)
19	27	(2015,8,31,19,00,0)	(2015,8,31,19,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
19	28	(2015,8,31,19,30,0)	(2015,8,31,19,50,0)	(2,4,5,8)	(1,2,3,5,6,7)
19	29	(2015,8,31,19,50,0)	(2015,8,31,20,30,0)	(1,4,9,8)	(1,2,3,5,6,7)
19	30	(2015,8,31,20,30,0)	(2015,8,31,21,00,0)	(2,3,5,7)	(1,2,3,5,6,7)
19	31	(2015,8,31,21,00,0)	(2015,8,31,22,00,0)	(2,3,5,7)	(1,2,3,5,6,7)
19	32	(2015,8,31,22,00,0)	(2015,8,31,22,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
19	33	(2015,8,31,22,30,0)	(2015,8,31,23,30,0)	(2,4,6,7)	(1,2,3,5,6,7)
19	34	(2015,9,1,10,30,0)	(2015,9,1,11,30,0)	(1,3,9,7)	(1,2,3,5,6,7)
19	35	(2015,9,1,11,30,0)	(2015,9,1,12,30,0)	(1,3,5,7)	(1,2,3,5,6,7)
19	36	(2015,9,1,12,30,0)	(2015,9,1,13,30,0)	(2,4,5,8)	(1,2,3,5,6,7)
19	37	(2015,9,1,13,30,0)	(2015,9,1,14,30,0)	(1,3,5,8)	(1,2,3,5,6,7)
19	38	(2015,9,1,14,30,0)	(2015,9,1,15,30,0)	(2,4,5,7)	(1,2,3,5,6,7)
19	39	(2015,9,1,15,30,0)	(2015,9,1,16,30,0)	(2,3,5,7)	(1,2,3,5,6,7)
19	40	(2015,9,1,16,30,0)	(2015,9,1,17,30,0)	(1,3,6,7)	(1,2,3,5,6,7)
19	41	(2015,9,1,17,30,0)	(2015,9,1,18,00,0)	(2,4,5,7)	(1,2,3,5,6,7)
19	42	(2015,9,1,18,00,0)	(2015,9,1,18,30,0)	(1,4,5,7)	(1,2,3,5,6,7)
19	43	(2015,9,1,18,30,0)	(2015,9,1,19,00,0)	(1,3,6,7)	(1,2,3,5,6,7)
