SceneId	MapId	SceneName	des	showStar	SceneType	isShowExitBtn	fireLimit	AreaSize	IsSaveData	CanSeeOther	IsCross	Effect	EffectPos	HasFog	Dest	AttackType	FlyScale	isStage	WorldIndex	isAutoFindMon	openTeamtower	showStarGirl	showPet
325	4038	跨服竞技场准备间	跨服准备		2	1	0	10	0	0	1					2					0	1	1
326	7014	梦幻龙域1层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
327	7014	梦幻龙域2层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
328	7014	梦幻龙域3层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
329	7014	梦幻龙域4层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
330	7014	梦幻龙域5层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
331	7014	梦幻龙域6层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
332	7014	梦幻龙域7层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
333	7014	梦幻龙域8层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
334	7014	梦幻龙域9层	混乱时空地图		2	1	0	10	0	1						2				1	0	1	1
335	7018	天空竞技场	跨服组队		2	1	1	5	0	1											0	1	1
336	7018	天空竞技场	跨服组队		2	1	1	5	0	1											0	1	1
337	7018	天空竞技场	跨服组队		2	1	1	5	0	1											0	1	1
338	7018	天空竞技场	跨服组队		2	1	1	5	0	1											0	1	1
339	1111	新婚派对	派对场景地图		2	1	0	10000	0	1											0	1	1
340	7003	勇闯龙窟	勇闯龙窟挂机地图1		2	1	0	10	0	1						1				1	0	1	1
341	7003	勇闯龙窟	勇闯龙窟挂机地图2		2	1	0	10	0	1						1				1	0	1	1
342	7003	勇闯龙窟	勇闯龙窟挂机地图3		2	1	0	10	0	1						1				1	0	1	1
343	7003	勇闯龙窟	勇闯龙窟挂机地图4		2	1	0	10	0	1						1				1	0	1	1
344	7003	勇闯龙窟	勇闯龙窟挂机地图5		2	1	0	10	0	1						1				1	0	1	1
345	7003	勇闯龙窟	勇闯龙窟挂机地图6		2	1	0	10	0	1						1				1	0	1	1
346	7003	勇闯龙窟	勇闯龙窟挂机地图7		2	1	0	10	0	1						1				1	0	1	1
347	7003	勇闯龙窟	勇闯龙窟挂机地图8		2	1	0	10	0	1						1				1	0	1	1
348	7003	勇闯龙窟	勇闯龙窟挂机地图9		2	1	0	10	0	1						1				1	0	1	1
349	7003	勇闯龙窟	勇闯龙窟挂机地图10		2	1	0	10	0	1						1				1	0	1	1
350	7003	勇闯龙窟	勇闯龙窟挂机地图11		2	1	0	10	0	1						1				1	0	1	1
351	7003	勇闯龙窟	勇闯龙窟挂机地图12		2	1	0	10	0	1						1				1	0	1	1
352	7003	勇闯龙窟	勇闯龙窟挂机地图13		2	1	0	10	0	1						1				1	0	1	1
353	7003	勇闯龙窟	勇闯龙窟挂机地图14		2	1	0	10	0	1						1				1	0	1	1
354	7003	勇闯龙窟	勇闯龙窟挂机地图15		2	1	0	10	0	1						1				1	0	1	1
355	7018	天空竞技场	跨服争霸		2	1	1	5	0	1											0	1	1
356	7002	勇者试炼场1	挂机地图1		2	1	0	10	0	1						1				1	0	1	1
357	7002	勇者试炼场1	挂机地图1		2	1	0	10	0	1						1				1	0	1	1
358	7002	勇者试炼场1	挂机地图1		2	1	0	10	0	1						1				1	0	1	1
359	7002	勇者试炼场1	挂机地图1		2	1	0	10	0	1						1				1	0	1	1
360	7002	勇者试炼场1	挂机地图1		2	1	0	10	0	1						1				1	0	1	1
361	7002	勇者试炼场1	挂机地图1		2	1	0	10	0	1						1				1	0	1	1
362	7002	勇者试炼场1	挂机地图1		2	1	0	10	0	1						1				1	0	1	1
363	7002	勇者试炼场1	挂机地图1		2	1	0	10	0	1						1				1	0	1	1
364	7003	勇者试炼场2	挂机地图2		2	1	0	10	0	1						1				1	0	1	1
365	7003	勇者试炼场2	挂机地图2		2	1	0	10	0	1						1				1	0	1	1
366	7003	勇者试炼场2	挂机地图2		2	1	0	10	0	1						1				1	0	1	1
367	7003	勇者试炼场2	挂机地图2		2	1	0	10	0	1						1				1	0	1	1
368	7003	勇者试炼场2	挂机地图2		2	1	0	10	0	1						1				1	0	1	1
369	3	勇者试炼场3	挂机地图3		2	1	0	10	0	1						1				1	0	1	1
370	3	勇者试炼场3	挂机地图3		2	1	0	10	0	1						1				1	0	1	1
371	3	勇者试炼场3	挂机地图3		2	1	0	10	0	1						1				1	0	1	1
372	7019	普通公会驻地	公会本服驻地		0	1	1	10	0	1						2				0	0	1	1
373	70	跨服公会驻地	公会跨服驻地		0	1	1	10	0	1						2				0	0	1	1
374	70	神圣公会驻地	公会高级跨服驻地		0	1	1	10	0	1						2				0	0	1	1
375	4038	跨服个人竞技场	跨服个人竞技场		2	1	0	10	0	0						2				0	0	1	1
376	4038	圣域争霸准备间	跨服准备		2	1	0	10	0	0	1					2					0	1	1
401	1002	圣域之塔1层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
402	1002	圣域之塔2层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
403	1002	圣域之塔3层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
404	1002	圣域之塔4层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
405	1002	圣域之塔5层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
406	1002	圣域之塔6层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
407	1002	圣域之塔7层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
408	1002	圣域之塔8层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
409	1002	圣域之塔9层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
410	1002	圣域之塔10层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
411	1002	圣域之塔11层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
412	1002	圣域之塔12层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
413	1002	圣域之塔13层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
414	1002	圣域之塔14层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
415	1002	圣域之塔15层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
416	1002	圣域之塔16层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
417	1002	圣域之塔17层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
418	1002	圣域之塔18层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
419	1002	圣域之塔19层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
420	1002	圣域之塔20层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
421	1002	圣域之塔21层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
422	1002	圣域之塔22层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
423	1002	圣域之塔23层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
424	1002	圣域之塔24层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
425	1002	圣域之塔25层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
426	1002	圣域之塔26层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
427	1002	圣域之塔27层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
428	1002	圣域之塔28层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
429	1002	圣域之塔29层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
430	1002	圣域之塔30层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
431	1002	冥皇之塔1层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
432	1002	冥皇之塔2层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
433	1002	冥皇之塔3层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
434	1002	冥皇之塔4层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
435	1002	冥皇之塔5层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
436	1002	冥皇之塔6层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
437	1002	冥皇之塔7层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
438	1002	冥皇之塔8层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
439	1002	冥皇之塔9层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
440	1002	冥皇之塔10层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
441	1002	冥皇之塔11层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
442	1002	冥皇之塔12层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
443	1002	冥皇之塔13层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
444	1002	冥皇之塔14层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
445	1002	冥皇之塔15层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
446	1002	冥皇之塔16层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
447	1002	冥皇之塔17层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
448	1002	冥皇之塔18层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
449	1002	冥皇之塔19层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
450	1002	冥皇之塔20层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
451	1002	冥皇之塔21层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
452	1002	冥皇之塔22层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
453	1002	冥皇之塔23层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
454	1002	冥皇之塔24层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
455	1002	冥皇之塔25层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
456	1002	冥皇之塔26层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
457	1002	冥皇之塔27层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
458	1002	冥皇之塔28层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
459	1002	冥皇之塔29层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
460	1002	冥皇之塔30层	组队爬塔地图	1	5	1	0	10	0	0						1		1		1	0	1	1
500	7024	跨服派对	跨服派对地图		2	1	1	10	0	1	1										0	0	0
501	7024	跨服派对	跨服派对地图		2	1	1	10	0	1	1										0	0	0
502	7024	跨服派对	跨服派对地图		2	1	1	10	0	1	1										0	0	0
503	7024	跨服派对	跨服派对地图		2	1	1	10	0	1	1										0	0	0
504	7024	跨服派对	跨服派对地图		2	1	1	10	0	1	1										0	0	0
520	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
521	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
522	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
523	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
524	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
525	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
526	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
527	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
528	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
529	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
530	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
531	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
532	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
533	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
534	4038	圣域争霸	圣域争霸		2	1	0	10	0	0	1										0	1	1
544	7022	超级战区-1	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
545	7022	超级战区-2	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
546	7022	超级战区-3	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
547	7022	超级战区-4	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
548	7022	超级战区-5	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
549	7022	超级战区-6	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
550	7022	超级战区-7	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
551	7022	超级战区-8	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
552	7022	超级战区-9	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
553	7022	超级战区-10	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
554	7022	超级战区-11	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
555	7022	超级战区-12	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
556	7022	超级战区-13	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
557	7022	超级战区-14	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
558	7022	超级战区-15	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
559	7022	超级战区-16	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
560	7022	超级战区-17	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
561	7022	超级战区-18	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
562	7022	超级战区-19	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
563	7022	超级战区-20	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
564	7016	诸神战场	诸神之战地图		2	1	0	10	0	1						2				0	0	0	0
565	4038	跨服组队竞技场景	跨服组队竞技		2	1	0	10	0	0	1					2				0	0	0	0
600	9005	神界	跨服地图场景		2	1	0	6	0	1	1					2				0	0	0	0
601	9003	虚空幻境1层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
602	9003	虚空幻境2层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
603	9003	虚空幻境3层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
604	9003	虚空幻境4层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
605	9003	虚空幻境5层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
606	9003	虚空幻境6层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
607	9003	虚空幻境7层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
608	9003	虚空幻境8层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
609	9003	虚空幻境9层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
610	9003	虚空幻境10层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
611	9003	虚空幻境11层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
612	9003	虚空幻境12层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
613	9003	虚空幻境13层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
614	9003	虚空幻境14层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
615	9003	虚空幻境15层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
616	9003	虚空幻境16层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
617	9003	虚空幻境17层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
618	9003	虚空幻境18层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
619	9003	虚空幻境19层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
620	9003	虚空幻境20层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
621	9003	虚空幻境21层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
622	9003	虚空幻境22层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
623	9003	虚空幻境23层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
624	9003	虚空幻境24层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
625	9003	虚空幻境25层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
626	9003	虚空幻境26层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
627	9003	虚空幻境27层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
628	9003	虚空幻境28层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
629	9003	虚空幻境29层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
630	9003	虚空幻境30层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
631	9003	虚空幻境31层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
632	9003	虚空幻境32层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
633	9003	虚空幻境33层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
634	9003	虚空幻境34层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
635	9003	虚空幻境35层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
636	9003	虚空幻境36层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
637	9003	虚空幻境37层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
638	9003	虚空幻境38层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
639	9003	虚空幻境39层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
640	9003	虚空幻境40层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
641	9003	虚空幻境41层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
642	9003	虚空幻境42层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
643	9003	虚空幻境43层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
644	9003	虚空幻境44层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
645	9003	虚空幻境45层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
646	9003	虚空幻境46层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
647	9003	虚空幻境47层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
648	9003	虚空幻境48层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
649	9003	虚空幻境49层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
650	9003	虚空幻境50层	虚空幻境地图	1	5	1	0	10	0	0	1					1		1		1	0	1	1
700	9006	迷失之境	迷失之境		5	1	0	10	0	0	1									0	0	0	0
701	4038	跨服争霸赛场景	争霸赛		2	1	0	10	0	0	1					2				0	0	0	0
702	7022	圣级战区-1	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
703	7022	圣级战区-2	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
704	7022	圣级战区-3	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
705	7022	圣级战区-4	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
706	7022	圣级战区-5	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
707	7022	圣级战区-6	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
708	7022	圣级战区-7	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
709	7022	圣级战区-8	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
710	7022	圣级战区-9	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
711	7022	圣级战区-10	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
712	7022	圣级战区-11	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
713	7022	圣级战区-12	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
714	7022	圣级战区-13	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
715	7022	圣级战区-14	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
716	7022	圣级战区-15	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
717	7022	圣级战区-16	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
718	7022	圣级战区-17	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
719	7022	圣级战区-18	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
720	7022	圣级战区-19	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
721	7022	圣级战区-20	野外夺宝地图		2	1	0	6	0	1	1					2				1	0	0	0
722	7025	神树秘境	日常活动玩法地图		2	1	0	10	0	1	0					2				1	0	1	1
723	10006	魔龙降临			2	1	0	10	0	1	0					2				1	0	1	1
724	9007	高级战区-1	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
725	9007	高级战区-2	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
726	9007	高级战区-3	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
727	9007	高级战区-4	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
728	9007	高级战区-5	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
729	9007	高级战区-6	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
730	9007	高级战区-7	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
731	9007	高级战区-8	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
732	9007	高级战区-9	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
733	9007	高级战区-10	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
734	9007	高级战区-1	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
735	9007	高级战区-2	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
736	9007	高级战区-3	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
737	9007	高级战区-4	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
738	9007	高级战区-5	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
739	9007	高级战区-6	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
740	9007	高级战区-7	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
741	9007	高级战区-8	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
742	9007	高级战区-9	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
743	9007	高级战区-10	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
744	9007	高级战区-1	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
745	9007	高级战区-2	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
746	9007	高级战区-3	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
747	9007	高级战区-4	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
748	9007	高级战区-5	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
749	9007	高级战区-6	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
750	9007	高级战区-7	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
751	9007	高级战区-8	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
752	9007	高级战区-9	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
753	9007	高级战区-10	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
754	9007	高级战区-1	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
755	9007	高级战区-2	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
756	9007	高级战区-3	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
757	9007	高级战区-4	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
758	9007	高级战区-5	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
759	9007	高级战区-6	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
760	9007	高级战区-7	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
761	9007	高级战区-8	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
762	9007	高级战区-9	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
763	9007	高级战区-10	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
764	9007	高级战区-1	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
765	9007	高级战区-2	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
766	9007	高级战区-3	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
767	9007	高级战区-4	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
768	9007	高级战区-5	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
769	9007	高级战区-6	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
770	9007	高级战区-7	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
771	9007	高级战区-8	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
772	9007	高级战区-9	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
773	9007	高级战区-10	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
774	9007	高级战区-1	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
775	9007	高级战区-2	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
776	9007	高级战区-3	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
777	9007	高级战区-4	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
778	9007	高级战区-5	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
779	9007	高级战区-6	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
780	9007	高级战区-7	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
781	9007	高级战区-8	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
782	9007	高级战区-9	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
783	9007	高级战区-10	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
784	9007	高级战区-1	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
785	9007	高级战区-2	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
786	9007	高级战区-3	跨服PVP爬塔地图		2	1	0	10	0	1	1					2				0	0	0	0
