brandType	brandColor	brandColor_Des	brandLevel	brandName	brandPic	canEquip	canShenJi	shenJiNeedItem	shenJiNeedBrandCnt	shenJiNeedBrand	canFenjie	fenJieNeedRMB	fenJieAddItem	fenJieAddBrand	tanlentLimit	attack_pt	attack_mt	maxhp_t	crit_t	critpress_t	parry_t	puncture_t	antibroken_t	notbroken_t	maxProCnt	transmitAddItem	transmitAddBrand
8	2	蓝色	7	Lv7 破挡印记	yinjipodanglan	1	1	(29235,2800)	0		1	0	(29235,5250)		500	0	0	0	0	0	0	1440	0	0	3	(29235,5230)	
8	2	蓝色	8	Lv8 破挡印记	yinjipodanglan	1	1	(29235,6000)	0		1	0	(29235,8050)		500	0	0	0	0	0	0	1680	0	0	3	(29235,8030)	
8	2	蓝色	9	Lv9 破挡印记	yinjipodanglan	1	1	(29235,10800)	0		1	0	(29235,14050)		500	0	0	0	0	0	0	2040	0	0	3	(29235,14030)	
8	2	蓝色	10	Lv10 破挡印记	yinjipodanglan	1	0		0		1	0	(29235,24850)		500	0	0	0	0	0	0	2400	0	0	3	(29235,24830)	
1	3	紫色	1	Lv1 生命印记	yinjishengmingzi	1	1	(29235,60)	0		1	0	(29235,40)		500	0	0	200	0	0	0	0	0	0	4		
1	3	紫色	2	Lv2 生命印记	yinjishengmingzi	1	1	(29235,400)	0		1	0	(29235,100)		500	0	0	400	0	0	0	0	0	0	4	(29235,60)	
1	3	紫色	3	Lv3 生命印记	yinjishengmingzi	1	1	(29235,1200)	0		1	0	(29235,500)		500	0	0	800	0	0	0	0	0	0	4	(29235,460)	
1	3	紫色	4	Lv4 生命印记	yinjishengmingzi	1	1	(29235,1920)	0		1	0	(29235,1700)		500	0	0	1200	0	0	0	0	0	0	4	(29235,1660)	
1	3	紫色	5	Lv5 生命印记	yinjishengmingzi	1	1	(29235,2880)	0		1	0	(29235,3620)		500	0	0	1600	0	0	0	0	0	0	4	(29235,3580)	
1	3	紫色	6	Lv6 生命印记	yinjishengmingzi	1	1	(29235,4000)	0		1	0	(29235,6500)		500	0	0	2000	0	0	0	0	0	0	4	(29235,6460)	
1	3	紫色	7	Lv7 生命印记	yinjishengmingzi	1	1	(29235,5600)	0		1	0	(29235,10500)		500	0	0	2400	0	0	0	0	0	0	4	(29235,10460)	
1	3	紫色	8	Lv8 生命印记	yinjishengmingzi	1	1	(29235,12000)	0		1	0	(29235,16100)		500	0	0	2800	0	0	0	0	0	0	4	(29235,16060)	
1	3	紫色	9	Lv9 生命印记	yinjishengmingzi	1	1	(29235,21600)	0		1	0	(29235,28100)		500	0	0	3400	0	0	0	0	0	0	4	(29235,28060)	
1	3	紫色	10	Lv10 生命印记	yinjishengmingzi	1	0		0		1	0	(29235,49700)		500	0	0	4000	0	0	0	0	0	0	4	(29235,49660)	
2	3	紫色	1	Lv1 攻击印记	yinjigongjizi	1	1	(29235,60)	0		1	0	(29235,40)		500	200	200	0	0	0	0	0	0	0	4		
2	3	紫色	2	Lv2 攻击印记	yinjigongjizi	1	1	(29235,400)	0		1	0	(29235,100)		500	400	400	0	0	0	0	0	0	0	4	(29235,60)	
2	3	紫色	3	Lv3 攻击印记	yinjigongjizi	1	1	(29235,1200)	0		1	0	(29235,500)		500	800	800	0	0	0	0	0	0	0	4	(29235,460)	
2	3	紫色	4	Lv4 攻击印记	yinjigongjizi	1	1	(29235,1920)	0		1	0	(29235,1700)		500	1200	1200	0	0	0	0	0	0	0	4	(29235,1660)	
2	3	紫色	5	Lv5 攻击印记	yinjigongjizi	1	1	(29235,2880)	0		1	0	(29235,3620)		500	1600	1600	0	0	0	0	0	0	0	4	(29235,3580)	
2	3	紫色	6	Lv6 攻击印记	yinjigongjizi	1	1	(29235,4000)	0		1	0	(29235,6500)		500	2000	2000	0	0	0	0	0	0	0	4	(29235,6460)	
2	3	紫色	7	Lv7 攻击印记	yinjigongjizi	1	1	(29235,5600)	0		1	0	(29235,10500)		500	2400	2400	0	0	0	0	0	0	0	4	(29235,10460)	
2	3	紫色	8	Lv8 攻击印记	yinjigongjizi	1	1	(29235,12000)	0		1	0	(29235,16100)		500	2800	2800	0	0	0	0	0	0	0	4	(29235,16060)	
2	3	紫色	9	Lv9 攻击印记	yinjigongjizi	1	1	(29235,21600)	0		1	0	(29235,28100)		500	3400	3400	0	0	0	0	0	0	0	4	(29235,28060)	
2	3	紫色	10	Lv10 攻击印记	yinjigongjizi	1	0		0		1	0	(29235,49700)		500	4000	4000	0	0	0	0	0	0	0	4	(29235,49660)	
3	3	紫色	1	Lv1 暴击印记	yinjibaojizi	1	1	(29235,60)	0		1	0	(29235,40)		500	0	0	0	200	0	0	0	0	0	4		
3	3	紫色	2	Lv2 暴击印记	yinjibaojizi	1	1	(29235,400)	0		1	0	(29235,100)		500	0	0	0	400	0	0	0	0	0	4	(29235,60)	
3	3	紫色	3	Lv3 暴击印记	yinjibaojizi	1	1	(29235,1200)	0		1	0	(29235,500)		500	0	0	0	800	0	0	0	0	0	4	(29235,460)	
3	3	紫色	4	Lv4 暴击印记	yinjibaojizi	1	1	(29235,1920)	0		1	0	(29235,1700)		500	0	0	0	1200	0	0	0	0	0	4	(29235,1660)	
3	3	紫色	5	Lv5 暴击印记	yinjibaojizi	1	1	(29235,2880)	0		1	0	(29235,3620)		500	0	0	0	1600	0	0	0	0	0	4	(29235,3580)	
3	3	紫色	6	Lv6 暴击印记	yinjibaojizi	1	1	(29235,4000)	0		1	0	(29235,6500)		500	0	0	0	2000	0	0	0	0	0	4	(29235,6460)	
3	3	紫色	7	Lv7 暴击印记	yinjibaojizi	1	1	(29235,5600)	0		1	0	(29235,10500)		500	0	0	0	2400	0	0	0	0	0	4	(29235,10460)	
3	3	紫色	8	Lv8 暴击印记	yinjibaojizi	1	1	(29235,12000)	0		1	0	(29235,16100)		500	0	0	0	2800	0	0	0	0	0	4	(29235,16060)	
3	3	紫色	9	Lv9 暴击印记	yinjibaojizi	1	1	(29235,21600)	0		1	0	(29235,28100)		500	0	0	0	3400	0	0	0	0	0	4	(29235,28060)	
3	3	紫色	10	Lv10 暴击印记	yinjibaojizi	1	0		0		1	0	(29235,49700)		500	0	0	0	4000	0	0	0	0	0	4	(29235,49660)	
4	3	紫色	1	Lv1 免暴印记	yinjimianbaozi	1	1	(29235,60)	0		1	0	(29235,40)		500	0	0	0	0	200	0	0	0	0	4		
4	3	紫色	2	Lv2 免暴印记	yinjimianbaozi	1	1	(29235,400)	0		1	0	(29235,100)		500	0	0	0	0	400	0	0	0	0	4	(29235,60)	
4	3	紫色	3	Lv3 免暴印记	yinjimianbaozi	1	1	(29235,1200)	0		1	0	(29235,500)		500	0	0	0	0	800	0	0	0	0	4	(29235,460)	
4	3	紫色	4	Lv4 免暴印记	yinjimianbaozi	1	1	(29235,1920)	0		1	0	(29235,1700)		500	0	0	0	0	1200	0	0	0	0	4	(29235,1660)	
4	3	紫色	5	Lv5 免暴印记	yinjimianbaozi	1	1	(29235,2880)	0		1	0	(29235,3620)		500	0	0	0	0	1600	0	0	0	0	4	(29235,3580)	
4	3	紫色	6	Lv6 免暴印记	yinjimianbaozi	1	1	(29235,4000)	0		1	0	(29235,6500)		500	0	0	0	0	2000	0	0	0	0	4	(29235,6460)	
4	3	紫色	7	Lv7 免暴印记	yinjimianbaozi	1	1	(29235,5600)	0		1	0	(29235,10500)		500	0	0	0	0	2400	0	0	0	0	4	(29235,10460)	
4	3	紫色	8	Lv8 免暴印记	yinjimianbaozi	1	1	(29235,12000)	0		1	0	(29235,16100)		500	0	0	0	0	2800	0	0	0	0	4	(29235,16060)	
4	3	紫色	9	Lv9 免暴印记	yinjimianbaozi	1	1	(29235,21600)	0		1	0	(29235,28100)		500	0	0	0	0	3400	0	0	0	0	4	(29235,28060)	
4	3	紫色	10	Lv10 免暴印记	yinjimianbaozi	1	0		0		1	0	(29235,49700)		500	0	0	0	0	4000	0	0	0	0	4	(29235,49660)	
5	3	紫色	1	Lv1 破防印记	yinjipofangzi	1	1	(29235,60)	0		1	0	(29235,40)		500	0	0	0	0	0	0	0	200	0	4		
5	3	紫色	2	Lv2 破防印记	yinjipofangzi	1	1	(29235,400)	0		1	0	(29235,100)		500	0	0	0	0	0	0	0	400	0	4	(29235,60)	
5	3	紫色	3	Lv3 破防印记	yinjipofangzi	1	1	(29235,1200)	0		1	0	(29235,500)		500	0	0	0	0	0	0	0	800	0	4	(29235,460)	
5	3	紫色	4	Lv4 破防印记	yinjipofangzi	1	1	(29235,1920)	0		1	0	(29235,1700)		500	0	0	0	0	0	0	0	1200	0	4	(29235,1660)	
5	3	紫色	5	Lv5 破防印记	yinjipofangzi	1	1	(29235,2880)	0		1	0	(29235,3620)		500	0	0	0	0	0	0	0	1600	0	4	(29235,3580)	
5	3	紫色	6	Lv6 破防印记	yinjipofangzi	1	1	(29235,4000)	0		1	0	(29235,6500)		500	0	0	0	0	0	0	0	2000	0	4	(29235,6460)	
5	3	紫色	7	Lv7 破防印记	yinjipofangzi	1	1	(29235,5600)	0		1	0	(29235,10500)		500	0	0	0	0	0	0	0	2400	0	4	(29235,10460)	
5	3	紫色	8	Lv8 破防印记	yinjipofangzi	1	1	(29235,12000)	0		1	0	(29235,16100)		500	0	0	0	0	0	0	0	2800	0	4	(29235,16060)	
5	3	紫色	9	Lv9 破防印记	yinjipofangzi	1	1	(29235,21600)	0		1	0	(29235,28100)		500	0	0	0	0	0	0	0	3400	0	4	(29235,28060)	
5	3	紫色	10	Lv10 破防印记	yinjipofangzi	1	0		0		1	0	(29235,49700)		500	0	0	0	0	0	0	0	4000	0	4	(29235,49660)	
6	3	紫色	1	Lv1 免破印记	yinjimianpozi	1	1	(29235,60)	0		1	0	(29235,40)		500	0	0	0	0	0	0	0	0	200	4		
6	3	紫色	2	Lv2 免破印记	yinjimianpozi	1	1	(29235,400)	0		1	0	(29235,100)		500	0	0	0	0	0	0	0	0	400	4	(29235,60)	
6	3	紫色	3	Lv3 免破印记	yinjimianpozi	1	1	(29235,1200)	0		1	0	(29235,500)		500	0	0	0	0	0	0	0	0	800	4	(29235,460)	
6	3	紫色	4	Lv4 免破印记	yinjimianpozi	1	1	(29235,1920)	0		1	0	(29235,1700)		500	0	0	0	0	0	0	0	0	1200	4	(29235,1660)	
6	3	紫色	5	Lv5 免破印记	yinjimianpozi	1	1	(29235,2880)	0		1	0	(29235,3620)		500	0	0	0	0	0	0	0	0	1600	4	(29235,3580)	
6	3	紫色	6	Lv6 免破印记	yinjimianpozi	1	1	(29235,4000)	0		1	0	(29235,6500)		500	0	0	0	0	0	0	0	0	2000	4	(29235,6460)	
6	3	紫色	7	Lv7 免破印记	yinjimianpozi	1	1	(29235,5600)	0		1	0	(29235,10500)		500	0	0	0	0	0	0	0	0	2400	4	(29235,10460)	
6	3	紫色	8	Lv8 免破印记	yinjimianpozi	1	1	(29235,12000)	0		1	0	(29235,16100)		500	0	0	0	0	0	0	0	0	2800	4	(29235,16060)	
6	3	紫色	9	Lv9 免破印记	yinjimianpozi	1	1	(29235,21600)	0		1	0	(29235,28100)		500	0	0	0	0	0	0	0	0	3400	4	(29235,28060)	
6	3	紫色	10	Lv10 免破印记	yinjimianpozi	1	0		0		1	0	(29235,49700)		500	0	0	0	0	0	0	0	0	4000	4	(29235,49660)	
7	3	紫色	1	Lv1 格挡印记	yinjigedangzi	1	1	(29235,60)	0		1	0	(29235,40)		500	0	0	0	0	0	200	0	0	0	4		
7	3	紫色	2	Lv2 格挡印记	yinjigedangzi	1	1	(29235,400)	0		1	0	(29235,100)		500	0	0	0	0	0	400	0	0	0	4	(29235,60)	
7	3	紫色	3	Lv3 格挡印记	yinjigedangzi	1	1	(29235,1200)	0		1	0	(29235,500)		500	0	0	0	0	0	800	0	0	0	4	(29235,460)	
7	3	紫色	4	Lv4 格挡印记	yinjigedangzi	1	1	(29235,1920)	0		1	0	(29235,1700)		500	0	0	0	0	0	1200	0	0	0	4	(29235,1660)	
7	3	紫色	5	Lv5 格挡印记	yinjigedangzi	1	1	(29235,2880)	0		1	0	(29235,3620)		500	0	0	0	0	0	1600	0	0	0	4	(29235,3580)	
7	3	紫色	6	Lv6 格挡印记	yinjigedangzi	1	1	(29235,4000)	0		1	0	(29235,6500)		500	0	0	0	0	0	2000	0	0	0	4	(29235,6460)	
7	3	紫色	7	Lv7 格挡印记	yinjigedangzi	1	1	(29235,5600)	0		1	0	(29235,10500)		500	0	0	0	0	0	2400	0	0	0	4	(29235,10460)	
7	3	紫色	8	Lv8 格挡印记	yinjigedangzi	1	1	(29235,12000)	0		1	0	(29235,16100)		500	0	0	0	0	0	2800	0	0	0	4	(29235,16060)	
7	3	紫色	9	Lv9 格挡印记	yinjigedangzi	1	1	(29235,21600)	0		1	0	(29235,28100)		500	0	0	0	0	0	3400	0	0	0	4	(29235,28060)	
7	3	紫色	10	Lv10 格挡印记	yinjigedangzi	1	0		0		1	0	(29235,49700)		500	0	0	0	0	0	4000	0	0	0	4	(29235,49660)	
8	3	紫色	1	Lv1 破挡印记	yinjipodangzi	1	1	(29235,60)	0		1	0	(29235,40)		500	0	0	0	0	0	0	200	0	0	4		
8	3	紫色	2	Lv2 破挡印记	yinjipodangzi	1	1	(29235,400)	0		1	0	(29235,100)		500	0	0	0	0	0	0	400	0	0	4	(29235,60)	
8	3	紫色	3	Lv3 破挡印记	yinjipodangzi	1	1	(29235,1200)	0		1	0	(29235,500)		500	0	0	0	0	0	0	800	0	0	4	(29235,460)	
8	3	紫色	4	Lv4 破挡印记	yinjipodangzi	1	1	(29235,1920)	0		1	0	(29235,1700)		500	0	0	0	0	0	0	1200	0	0	4	(29235,1660)	
8	3	紫色	5	Lv5 破挡印记	yinjipodangzi	1	1	(29235,2880)	0		1	0	(29235,3620)		500	0	0	0	0	0	0	1600	0	0	4	(29235,3580)	
8	3	紫色	6	Lv6 破挡印记	yinjipodangzi	1	1	(29235,4000)	0		1	0	(29235,6500)		500	0	0	0	0	0	0	2000	0	0	4	(29235,6460)	
8	3	紫色	7	Lv7 破挡印记	yinjipodangzi	1	1	(29235,5600)	0		1	0	(29235,10500)		500	0	0	0	0	0	0	2400	0	0	4	(29235,10460)	
8	3	紫色	8	Lv8 破挡印记	yinjipodangzi	1	1	(29235,12000)	0		1	0	(29235,16100)		500	0	0	0	0	0	0	2800	0	0	4	(29235,16060)	
8	3	紫色	9	Lv9 破挡印记	yinjipodangzi	1	1	(29235,21600)	0		1	0	(29235,28100)		500	0	0	0	0	0	0	3400	0	0	4	(29235,28060)	
8	3	紫色	10	Lv10 破挡印记	yinjipodangzi	1	0		0		1	0	(29235,49700)		500	0	0	0	0	0	0	4000	0	0	4	(29235,49660)	
1	4	橙色	1	Lv1 生命印记	yinjishengmingcheng	1	1	(29235,150)	0		1	0	(29235,100)		500	0	0	330	0	0	0	0	0	0	6		
1	4	橙色	2	Lv2 生命印记	yinjishengmingcheng	1	1	(29235,1000)	0		1	0	(29235,250)		500	0	0	660	0	0	0	0	0	0	6	(29235,150)	
1	4	橙色	3	Lv3 生命印记	yinjishengmingcheng	1	1	(29235,3000)	0		1	0	(29235,1250)		500	0	0	1320	0	0	0	0	0	0	6	(29235,1150)	
1	4	橙色	4	Lv4 生命印记	yinjishengmingcheng	1	1	(29235,4800)	0		1	0	(29235,4250)		500	0	0	1980	0	0	0	0	0	0	6	(29235,4150)	
1	4	橙色	5	Lv5 生命印记	yinjishengmingcheng	1	1	(29235,7200)	0		1	0	(29235,9050)		500	0	0	2640	0	0	0	0	0	0	6	(29235,8950)	
1	4	橙色	6	Lv6 生命印记	yinjishengmingcheng	1	1	(29235,10000)	0		1	0	(29235,16250)		500	0	0	3300	0	0	0	0	0	0	6	(29235,16150)	
1	4	橙色	7	Lv7 生命印记	yinjishengmingcheng	1	1	(29235,14000)	0		1	0	(29235,26250)		500	0	0	3960	0	0	0	0	0	0	6	(29235,26150)	
1	4	橙色	8	Lv8 生命印记	yinjishengmingcheng	1	1	(29235,30000)	0		1	0	(29235,40250)		500	0	0	4620	0	0	0	0	0	0	6	(29235,40150)	
1	4	橙色	9	Lv9 生命印记	yinjishengmingcheng	1	1	(29235,54000)	0		1	0	(29235,70250)		500	0	0	5610	0	0	0	0	0	0	6	(29235,70150)	
1	4	橙色	10	Lv10 生命印记	yinjishengmingcheng	1	0		0		1	0	(29235,124250)		500	0	0	6600	0	0	0	0	0	0	6	(29235,124150)	
2	4	橙色	1	Lv1 攻击印记	yinjigongjicheng	1	1	(29235,150)	0		1	0	(29235,100)		500	330	330	0	0	0	0	0	0	0	6		
2	4	橙色	2	Lv2 攻击印记	yinjigongjicheng	1	1	(29235,1000)	0		1	0	(29235,250)		500	660	660	0	0	0	0	0	0	0	6	(29235,150)	
2	4	橙色	3	Lv3 攻击印记	yinjigongjicheng	1	1	(29235,3000)	0		1	0	(29235,1250)		500	1320	1320	0	0	0	0	0	0	0	6	(29235,1150)	
2	4	橙色	4	Lv4 攻击印记	yinjigongjicheng	1	1	(29235,4800)	0		1	0	(29235,4250)		500	1980	1980	0	0	0	0	0	0	0	6	(29235,4150)	
2	4	橙色	5	Lv5 攻击印记	yinjigongjicheng	1	1	(29235,7200)	0		1	0	(29235,9050)		500	2640	2640	0	0	0	0	0	0	0	6	(29235,8950)	
2	4	橙色	6	Lv6 攻击印记	yinjigongjicheng	1	1	(29235,10000)	0		1	0	(29235,16250)		500	3300	3300	0	0	0	0	0	0	0	6	(29235,16150)	
2	4	橙色	7	Lv7 攻击印记	yinjigongjicheng	1	1	(29235,14000)	0		1	0	(29235,26250)		500	3960	3960	0	0	0	0	0	0	0	6	(29235,26150)	
2	4	橙色	8	Lv8 攻击印记	yinjigongjicheng	1	1	(29235,30000)	0		1	0	(29235,40250)		500	4620	4620	0	0	0	0	0	0	0	6	(29235,40150)	
2	4	橙色	9	Lv9 攻击印记	yinjigongjicheng	1	1	(29235,54000)	0		1	0	(29235,70250)		500	5610	5610	0	0	0	0	0	0	0	6	(29235,70150)	
2	4	橙色	10	Lv10 攻击印记	yinjigongjicheng	1	0		0		1	0	(29235,124250)		500	6600	6600	0	0	0	0	0	0	0	6	(29235,124150)	
3	4	橙色	1	Lv1 暴击印记	yinjibaojicheng	1	1	(29235,150)	0		1	0	(29235,100)		500	0	0	0	330	0	0	0	0	0	6		
3	4	橙色	2	Lv2 暴击印记	yinjibaojicheng	1	1	(29235,1000)	0		1	0	(29235,250)		500	0	0	0	660	0	0	0	0	0	6	(29235,150)	
3	4	橙色	3	Lv3 暴击印记	yinjibaojicheng	1	1	(29235,3000)	0		1	0	(29235,1250)		500	0	0	0	1320	0	0	0	0	0	6	(29235,1150)	
3	4	橙色	4	Lv4 暴击印记	yinjibaojicheng	1	1	(29235,4800)	0		1	0	(29235,4250)		500	0	0	0	1980	0	0	0	0	0	6	(29235,4150)	
3	4	橙色	5	Lv5 暴击印记	yinjibaojicheng	1	1	(29235,7200)	0		1	0	(29235,9050)		500	0	0	0	2640	0	0	0	0	0	6	(29235,8950)	
3	4	橙色	6	Lv6 暴击印记	yinjibaojicheng	1	1	(29235,10000)	0		1	0	(29235,16250)		500	0	0	0	3300	0	0	0	0	0	6	(29235,16150)	
3	4	橙色	7	Lv7 暴击印记	yinjibaojicheng	1	1	(29235,14000)	0		1	0	(29235,26250)		500	0	0	0	3960	0	0	0	0	0	6	(29235,26150)	
3	4	橙色	8	Lv8 暴击印记	yinjibaojicheng	1	1	(29235,30000)	0		1	0	(29235,40250)		500	0	0	0	4620	0	0	0	0	0	6	(29235,40150)	
3	4	橙色	9	Lv9 暴击印记	yinjibaojicheng	1	1	(29235,54000)	0		1	0	(29235,70250)		500	0	0	0	5610	0	0	0	0	0	6	(29235,70150)	
3	4	橙色	10	Lv10 暴击印记	yinjibaojicheng	1	0		0		1	0	(29235,124250)		500	0	0	0	6600	0	0	0	0	0	6	(29235,124150)	
4	4	橙色	1	Lv1 免暴印记	yinjimianbaocheng	1	1	(29235,150)	0		1	0	(29235,100)		500	0	0	0	0	330	0	0	0	0	6		
4	4	橙色	2	Lv2 免暴印记	yinjimianbaocheng	1	1	(29235,1000)	0		1	0	(29235,250)		500	0	0	0	0	660	0	0	0	0	6	(29235,150)	
4	4	橙色	3	Lv3 免暴印记	yinjimianbaocheng	1	1	(29235,3000)	0		1	0	(29235,1250)		500	0	0	0	0	1320	0	0	0	0	6	(29235,1150)	
4	4	橙色	4	Lv4 免暴印记	yinjimianbaocheng	1	1	(29235,4800)	0		1	0	(29235,4250)		500	0	0	0	0	1980	0	0	0	0	6	(29235,4150)	
4	4	橙色	5	Lv5 免暴印记	yinjimianbaocheng	1	1	(29235,7200)	0		1	0	(29235,9050)		500	0	0	0	0	2640	0	0	0	0	6	(29235,8950)	
4	4	橙色	6	Lv6 免暴印记	yinjimianbaocheng	1	1	(29235,10000)	0		1	0	(29235,16250)		500	0	0	0	0	3300	0	0	0	0	6	(29235,16150)	
4	4	橙色	7	Lv7 免暴印记	yinjimianbaocheng	1	1	(29235,14000)	0		1	0	(29235,26250)		500	0	0	0	0	3960	0	0	0	0	6	(29235,26150)	
4	4	橙色	8	Lv8 免暴印记	yinjimianbaocheng	1	1	(29235,30000)	0		1	0	(29235,40250)		500	0	0	0	0	4620	0	0	0	0	6	(29235,40150)	
4	4	橙色	9	Lv9 免暴印记	yinjimianbaocheng	1	1	(29235,54000)	0		1	0	(29235,70250)		500	0	0	0	0	5610	0	0	0	0	6	(29235,70150)	
4	4	橙色	10	Lv10 免暴印记	yinjimianbaocheng	1	0		0		1	0	(29235,124250)		500	0	0	0	0	6600	0	0	0	0	6	(29235,124150)	
5	4	橙色	1	Lv1 破防印记	yinjipofangcheng	1	1	(29235,150)	0		1	0	(29235,100)		500	0	0	0	0	0	0	0	330	0	6		
5	4	橙色	2	Lv2 破防印记	yinjipofangcheng	1	1	(29235,1000)	0		1	0	(29235,250)		500	0	0	0	0	0	0	0	660	0	6	(29235,150)	
5	4	橙色	3	Lv3 破防印记	yinjipofangcheng	1	1	(29235,3000)	0		1	0	(29235,1250)		500	0	0	0	0	0	0	0	1320	0	6	(29235,1150)	
5	4	橙色	4	Lv4 破防印记	yinjipofangcheng	1	1	(29235,4800)	0		1	0	(29235,4250)		500	0	0	0	0	0	0	0	1980	0	6	(29235,4150)	
5	4	橙色	5	Lv5 破防印记	yinjipofangcheng	1	1	(29235,7200)	0		1	0	(29235,9050)		500	0	0	0	0	0	0	0	2640	0	6	(29235,8950)	
5	4	橙色	6	Lv6 破防印记	yinjipofangcheng	1	1	(29235,10000)	0		1	0	(29235,16250)		500	0	0	0	0	0	0	0	3300	0	6	(29235,16150)	
5	4	橙色	7	Lv7 破防印记	yinjipofangcheng	1	1	(29235,14000)	0		1	0	(29235,26250)		500	0	0	0	0	0	0	0	3960	0	6	(29235,26150)	
5	4	橙色	8	Lv8 破防印记	yinjipofangcheng	1	1	(29235,30000)	0		1	0	(29235,40250)		500	0	0	0	0	0	0	0	4620	0	6	(29235,40150)	
5	4	橙色	9	Lv9 破防印记	yinjipofangcheng	1	1	(29235,54000)	0		1	0	(29235,70250)		500	0	0	0	0	0	0	0	5610	0	6	(29235,70150)	
5	4	橙色	10	Lv10 破防印记	yinjipofangcheng	1	0		0		1	0	(29235,124250)		500	0	0	0	0	0	0	0	6600	0	6	(29235,124150)	
6	4	橙色	1	Lv1 免破印记	yinjimianpocheng	1	1	(29235,150)	0		1	0	(29235,100)		500	0	0	0	0	0	0	0	0	330	6		
6	4	橙色	2	Lv2 免破印记	yinjimianpocheng	1	1	(29235,1000)	0		1	0	(29235,250)		500	0	0	0	0	0	0	0	0	660	6	(29235,150)	
6	4	橙色	3	Lv3 免破印记	yinjimianpocheng	1	1	(29235,3000)	0		1	0	(29235,1250)		500	0	0	0	0	0	0	0	0	1320	6	(29235,1150)	
6	4	橙色	4	Lv4 免破印记	yinjimianpocheng	1	1	(29235,4800)	0		1	0	(29235,4250)		500	0	0	0	0	0	0	0	0	1980	6	(29235,4150)	
6	4	橙色	5	Lv5 免破印记	yinjimianpocheng	1	1	(29235,7200)	0		1	0	(29235,9050)		500	0	0	0	0	0	0	0	0	2640	6	(29235,8950)	
6	4	橙色	6	Lv6 免破印记	yinjimianpocheng	1	1	(29235,10000)	0		1	0	(29235,16250)		500	0	0	0	0	0	0	0	0	3300	6	(29235,16150)	
6	4	橙色	7	Lv7 免破印记	yinjimianpocheng	1	1	(29235,14000)	0		1	0	(29235,26250)		500	0	0	0	0	0	0	0	0	3960	6	(29235,26150)	
6	4	橙色	8	Lv8 免破印记	yinjimianpocheng	1	1	(29235,30000)	0		1	0	(29235,40250)		500	0	0	0	0	0	0	0	0	4620	6	(29235,40150)	
6	4	橙色	9	Lv9 免破印记	yinjimianpocheng	1	1	(29235,54000)	0		1	0	(29235,70250)		500	0	0	0	0	0	0	0	0	5610	6	(29235,70150)	
6	4	橙色	10	Lv10 免破印记	yinjimianpocheng	1	0		0		1	0	(29235,124250)		500	0	0	0	0	0	0	0	0	6600	6	(29235,124150)	
7	4	橙色	1	Lv1 格挡印记	yinjigedangcheng	1	1	(29235,150)	0		1	0	(29235,100)		500	0	0	0	0	0	330	0	0	0	6		
7	4	橙色	2	Lv2 格挡印记	yinjigedangcheng	1	1	(29235,1000)	0		1	0	(29235,250)		500	0	0	0	0	0	660	0	0	0	6	(29235,150)	
7	4	橙色	3	Lv3 格挡印记	yinjigedangcheng	1	1	(29235,3000)	0		1	0	(29235,1250)		500	0	0	0	0	0	1320	0	0	0	6	(29235,1150)	
7	4	橙色	4	Lv4 格挡印记	yinjigedangcheng	1	1	(29235,4800)	0		1	0	(29235,4250)		500	0	0	0	0	0	1980	0	0	0	6	(29235,4150)	
7	4	橙色	5	Lv5 格挡印记	yinjigedangcheng	1	1	(29235,7200)	0		1	0	(29235,9050)		500	0	0	0	0	0	2640	0	0	0	6	(29235,8950)	
7	4	橙色	6	Lv6 格挡印记	yinjigedangcheng	1	1	(29235,10000)	0		1	0	(29235,16250)		500	0	0	0	0	0	3300	0	0	0	6	(29235,16150)	
7	4	橙色	7	Lv7 格挡印记	yinjigedangcheng	1	1	(29235,14000)	0		1	0	(29235,26250)		500	0	0	0	0	0	3960	0	0	0	6	(29235,26150)	
7	4	橙色	8	Lv8 格挡印记	yinjigedangcheng	1	1	(29235,30000)	0		1	0	(29235,40250)		500	0	0	0	0	0	4620	0	0	0	6	(29235,40150)	
7	4	橙色	9	Lv9 格挡印记	yinjigedangcheng	1	1	(29235,54000)	0		1	0	(29235,70250)		500	0	0	0	0	0	5610	0	0	0	6	(29235,70150)	
7	4	橙色	10	Lv10 格挡印记	yinjigedangcheng	1	0		0		1	0	(29235,124250)		500	0	0	0	0	0	6600	0	0	0	6	(29235,124150)	
8	4	橙色	1	Lv1 破挡印记	yinjipodangcheng	1	1	(29235,150)	0		1	0	(29235,100)		500	0	0	0	0	0	0	330	0	0	6		
8	4	橙色	2	Lv2 破挡印记	yinjipodangcheng	1	1	(29235,1000)	0		1	0	(29235,250)		500	0	0	0	0	0	0	660	0	0	6	(29235,150)	
8	4	橙色	3	Lv3 破挡印记	yinjipodangcheng	1	1	(29235,3000)	0		1	0	(29235,1250)		500	0	0	0	0	0	0	1320	0	0	6	(29235,1150)	
8	4	橙色	4	Lv4 破挡印记	yinjipodangcheng	1	1	(29235,4800)	0		1	0	(29235,4250)		500	0	0	0	0	0	0	1980	0	0	6	(29235,4150)	
8	4	橙色	5	Lv5 破挡印记	yinjipodangcheng	1	1	(29235,7200)	0		1	0	(29235,9050)		500	0	0	0	0	0	0	2640	0	0	6	(29235,8950)	
8	4	橙色	6	Lv6 破挡印记	yinjipodangcheng	1	1	(29235,10000)	0		1	0	(29235,16250)		500	0	0	0	0	0	0	3300	0	0	6	(29235,16150)	
