zjID	FBID	index	fbName	FbImg	sceneID	needLevel	posX	posY	Monster1	x1	y1	face1	reward1	camp1	fight1	Monster2	x2	y2	face2	reward2	camp2	fight2	Monster3	x3	y3	face3	reward3	camp3	fight3	mc1	mc2	mc3	rewardId	jlyl	ljyl
6	90	8	刀锋士兵	FB_Yuan2	34	107	201	219	4002	800	314	0	367	901	22	4002	1143	327	0	368	902	22	4112	1368	639	0	369	903	22	(4002,800,314,0,367,901,22)	(4002,1143,327,0,368,902,22)	(4112,1368,639,0,369,903,22)	370	[25828,25680,25707]	[25685,9～36]
6	91	9	索菲亚	FB_Yuan2	33	108	198	289	4003	481	685	0	371	911	21	4003	1035	796	0	372	912	21	4113	1367	600	0	373	913	21	(4003,481,685,0,371,911,21)	(4003,1035,796,0,372,912,21)	(4113,1367,600,0,373,913,21)	374	[25828,25680,25708]	[25685,9～36]
6	92	10	圣光祭司	5004	34	109	201	219	4004	800	314	0	375	921	22	4004	1143	327	0	376	922	22	4114	1368	639	0	377	923	22	(4004,800,314,0,375,921,22)	(4004,1143,327,0,376,922,22)	(4114,1368,639,0,377,923,22)	378	[25828,25680,25709]	[25685,9～36]
6	93	11	离魂护卫	FB_Yuan2	33	110	198	289	4005	481	685	0	379	931	21	4005	1035	796	0	380	932	21	4115	1367	600	0	381	933	21	(4005,481,685,0,379,931,21)	(4005,1035,796,0,380,932,21)	(4115,1367,600,0,381,933,21)	382	[25828,25680,25710]	[25685,18～72]
6	94	12	梦魇天后	FB_Yuan2	34	111	201	219	4006	800	314	0	383	941	22	4006	1143	327	0	384	942	22	4116	1368	639	0	385	943	22	(4006,800,314,0,383,941,22)	(4006,1143,327,0,384,942,22)	(4116,1368,639,0,385,943,22)	386	[25828,25680,25711]	[25685,18～72]
6	95	13	太阳神	4028	33	112	198	289	4007	481	685	0	387	951	21	4007	1035	796	0	388	952	21	4117	1367	600	0	389	953	21	(4007,481,685,0,387,951,21)	(4007,1035,796,0,388,952,21)	(4117,1367,600,0,389,953,21)	390	[25828,25680,25706]	[25685,18～72]
6	96	14	审判之箭	FB_Yuan2	34	113	201	219	4008	800	314	0	391	961	22	4008	1143	327	0	392	962	22	4118	1368	639	0	393	963	22	(4008,800,314,0,391,961,22)	(4008,1143,327,0,392,962,22)	(4118,1368,639,0,393,963,22)	394	[25828,25680,25706]	[25685,18～72]
6	97	15	红衣祭司	FB_Yuan2	33	114	198	289	4009	481	685	0	395	971	21	4009	1035	796	0	396	972	21	4119	1367	600	0	397	973	21	(4009,481,685,0,395,971,21)	(4009,1035,796,0,396,972,21)	(4119,1367,600,0,397,973,21)	398	[25828,25680,25707]	[25685,18～72]
6	98	16	阿精	FB_Yuan2	34	115	201	219	4010	800	314	0	399	981	22	4010	1143	327	0	400	982	22	4120	1368	639	0	401	983	22	(4010,800,314,0,399,981,22)	(4010,1143,327,0,400,982,22)	(4120,1368,639,0,401,983,22)	402	[25828,25680,25708]	[25685,18～72]
6	99	17	阿细	FB_Yuan2	33	116	198	289	4011	481	685	0	403	991	21	4011	1035	796	0	404	992	21	4121	1367	600	0	405	993	21	(4011,481,685,0,403,991,21)	(4011,1035,796,0,404,992,21)	(4121,1367,600,0,405,993,21)	406	[25828,25680,25709]	[25685,18～72]
6	100	18	城管守卫	20006	34	117	201	219	4012	800	314	0	407	1001	22	4012	1143	327	0	408	1002	22	4122	1368	639	0	409	1003	22	(4012,800,314,0,407,1001,22)	(4012,1143,327,0,408,1002,22)	(4122,1368,639,0,409,1003,22)	410	[25828,25680,25710]	[25685,18～72]
6	101	19	钢铁守卫	FB_Yuan2	33	118	198	289	4013	481	685	0	411	1011	21	4013	1035	796	0	412	1012	21	4123	1367	600	0	413	1013	21	(4013,481,685,0,411,1011,21)	(4013,1035,796,0,412,1012,21)	(4123,1367,600,0,413,1013,21)	414	[25828,25680,25711]	[25685,18～72]
6	102	20	寒冰女巫	5010	34	119	201	219	4014	800	314	0	415	1021	22	4014	1143	327	0	416	1022	22	4124	1368	639	0	417	1023	22	(4014,800,314,0,415,1021,22)	(4014,1143,327,0,416,1022,22)	(4124,1368,639,0,417,1023,22)	418	[25828,25680,25706]	[25685,18～72]
7	103	1	小龙人	FB_Yuan2	72	120	512	782	4015	789	697	0	419	1031	23	4015	1127	526	0	420	1032	23	4125	1464	274	0	421	1033	23	(4015,789,697,0,419,1031,23)	(4015,1127,526,0,420,1032,23)	(4125,1464,274,0,421,1033,23)	422	[25828,26500,26514]	[25686,9～36]
7	104	2	龙兵	FB_Yuan2	73	121	238	1343	4016	733	1111	0	423	1041	24	4016	1509	791	0	424	1042	24	4126	1589	452	0	425	1043	24	(4016,733,1111,0,423,1041,24)	(4016,1509,791,0,424,1042,24)	(4126,1589,452,0,425,1043,24)	426	[25828,26500,26515]	[25686,9～36]
7	105	3	寒冰女巫	5010	72	122	512	782	4017	789	697	0	427	1051	23	4017	1127	526	0	428	1052	23	4127	1464	274	0	429	1053	23	(4017,789,697,0,427,1051,23)	(4017,1127,526,0,428,1052,23)	(4127,1464,274,0,429,1053,23)	430	[25828,26500,26516]	[25686,9～36]
7	106	4	龙总管	FB_Yuan2	73	123	238	1343	4018	733	1111	0	431	1061	24	4018	1509	791	0	432	1062	24	4128	1589	452	0	433	1063	24	(4018,733,1111,0,431,1061,24)	(4018,1509,791,0,432,1062,24)	(4128,1589,452,0,433,1063,24)	434	[25828,26500,26517]	[25686,9～36]
7	107	5	龙弓手	FB_Yuan2	72	124	512	782	4019	789	697	0	435	1071	23	4019	1127	526	0	436	1072	23	4129	1464	274	0	437	1073	23	(4019,789,697,0,435,1071,23)	(4019,1127,526,0,436,1072,23)	(4129,1464,274,0,437,1073,23)	438	[25828,26500,26518]	[25686,9～36]
7	108	6	审判天使	40051	73	125	238	1343	4020	733	1111	0	439	1081	24	4020	1509	791	0	440	1082	24	4130	1589	452	0	441	1083	24	(4020,733,1111,0,439,1081,24)	(4020,1509,791,0,440,1082,24)	(4130,1589,452,0,441,1083,24)	442	[25828,26500,26513]	[25686,9～36]
7	109	7	红衣祭司	FB_Yuan2	72	126	512	782	4021	789	697	0	443	1091	23	4021	1127	526	0	444	1092	23	4131	1464	274	0	445	1093	23	(4021,789,697,0,443,1091,23)	(4021,1127,526,0,444,1092,23)	(4131,1464,274,0,445,1093,23)	446	[25828,26500,26513]	[25686,9～36]
7	110	8	天空射手	FB_Yuan2	73	127	238	1343	4022	733	1111	0	447	1101	24	4022	1509	791	0	448	1102	24	4132	1589	452	0	449	1103	24	(4022,733,1111,0,447,1101,24)	(4022,1509,791,0,448,1102,24)	(4132,1589,452,0,449,1103,24)	450	[25828,26500,26514]	[25686,9～36]
7	111	9	圣辉护卫	FB_Yuan2	72	128	512	782	4001	789	697	0	451	1111	23	4001	1127	526	0	452	1112	23	4133	1464	274	0	453	1113	23	(4001,789,697,0,451,1111,23)	(4001,1127,526,0,452,1112,23)	(4133,1464,274,0,453,1113,23)	454	[25828,26500,26515]	[25686,9～36]
7	112	10	哈雷	FB_Yuan2	73	129	238	1343	4002	733	1111	0	455	1121	24	4002	1509	791	0	456	1122	24	4134	1589	452	0	457	1123	24	(4002,733,1111,0,455,1121,24)	(4002,1509,791,0,456,1122,24)	(4134,1589,452,0,457,1123,24)	458	[25828,26500,26516]	[25686,9～36]
7	113	11	绝美艳后	5006	72	130	512	782	4003	789	697	0	459	1131	23	4003	1127	526	0	460	1132	23	4135	1464	274	0	461	1133	23	(4003,789,697,0,459,1131,23)	(4003,1127,526,0,460,1132,23)	(4135,1464,274,0,461,1133,23)	462	[25828,26500,26517]	[25686,18～72]
7	114	12	执法士兵	FB_Yuan2	73	131	238	1343	4004	733	1111	0	463	1141	24	4004	1509	791	0	464	1142	24	4136	1589	452	0	465	1143	24	(4004,733,1111,0,463,1141,24)	(4004,1509,791,0,464,1142,24)	(4136,1589,452,0,465,1143,24)	466	[25828,26500,26518]	[25686,18～72]
7	115	13	城中士兵	FB_Yuan2	72	132	512	782	4005	789	697	0	467	1151	23	4005	1127	526	0	468	1152	23	4137	1464	274	0	469	1153	23	(4005,789,697,0,467,1151,23)	(4005,1127,526,0,468,1152,23)	(4137,1464,274,0,469,1153,23)	470	[25828,26500,26513]	[25686,18～72]
7	116	14	刀锋战士	FB_Yuan2	73	133	238	1343	4006	733	1111	0	471	1161	24	4006	1509	791	0	472	1162	24	4138	1589	452	0	473	1163	24	(4006,733,1111,0,471,1161,24)	(4006,1509,791,0,472,1162,24)	(4138,1589,452,0,473,1163,24)	474	[25828,26500,26513]	[25686,18～72]
7	117	15	屠龙剑圣	5014	72	134	512	782	4007	789	697	0	475	1171	23	4007	1127	526	0	476	1172	23	4139	1464	274	0	477	1173	23	(4007,789,697,0,475,1171,23)	(4007,1127,526,0,476,1172,23)	(4139,1464,274,0,477,1173,23)	478	[25828,26500,26514]	[25686,18～72]
7	118	16	放哨者	FB_Yuan2	73	135	238	1343	4008	733	1111	0	479	1181	24	4008	1509	791	0	480	1182	24	4140	1589	452	0	481	1183	24	(4008,733,1111,0,479,1181,24)	(4008,1509,791,0,480,1182,24)	(4140,1589,452,0,481,1183,24)	482	[25828,26500,26515]	[25686,18～72]
7	119	17	夺命手	FB_Yuan2	72	136	512	782	4009	789	697	0	483	1191	23	4009	1127	526	0	484	1192	23	4141	1464	274	0	485	1193	23	(4009,789,697,0,483,1191,23)	(4009,1127,526,0,484,1192,23)	(4141,1464,274,0,485,1193,23)	486	[25828,26500,26516]	[25686,18～72]
7	120	18	守卫者	FB_Yuan2	73	137	238	1343	4010	733	1111	0	487	1201	24	4010	1509	791	0	488	1202	24	4142	1589	452	0	489	1203	24	(4010,733,1111,0,487,1201,24)	(4010,1509,791,0,488,1202,24)	(4142,1589,452,0,489,1203,24)	490	[25828,26500,26517]	[25686,18～72]
7	121	19	雷神	FB_Yuan2	72	138	512	782	4011	789	697	0	491	1211	23	4011	1127	526	0	492	1212	23	4143	1464	274	0	493	1213	23	(4011,789,697,0,491,1211,23)	(4011,1127,526,0,492,1212,23)	(4143,1464,274,0,493,1213,23)	494	[25828,26500,26518]	[25686,18～72]
7	122	20	天堂圣使	5015	73	139	238	1343	4012	733	1111	0	495	1221	24	4012	1509	791	0	496	1222	24	4144	1589	452	0	497	1223	24	(4012,733,1111,0,495,1221,24)	(4012,1509,791,0,496,1222,24)	(4144,1589,452,0,497,1223,24)	498	[25828,26500,26513]	[25686,18～72]
8	123	1	死亡守卫	FB_Yuan2	74	140	243	949	4013	507	840	0	499	1231	25	4013	964	547	0	500	1232	25	4145	1482	332	0	501	1233	25	(4013,507,840,0,499,1231,25)	(4013,964,547,0,500,1232,25)	(4145,1482,332,0,501,1233,25)	502	[25828,27067,27058]	[26607,9～36]
8	124	2	死亡勇士	FB_Yuan2	75	141	385	1522	4014	725	1350	0	503	1241	26	4014	1509	791	0	504	1242	26	4146	2000	565	0	505	1243	26	(4014,725,1350,0,503,1241,26)	(4014,1509,791,0,504,1242,26)	(4146,2000,565,0,505,1243,26)	506	[25828,27067,27059]	[26607,9～36]
8	125	3	骷髅王	5018	74	142	243	949	4015	507	840	0	507	1251	25	4015	964	547	0	508	1252	25	4147	1482	332	0	509	1253	25	(4015,507,840,0,507,1251,25)	(4015,964,547,0,508,1252,25)	(4147,1482,332,0,509,1253,25)	510	[25828,27067,27060]	[26607,9～36]
8	126	4	圣城守卫	FB_Yuan2	75	143	385	1522	4016	725	1350	0	511	1261	26	4016	1509	791	0	512	1262	26	4148	2000	565	0	513	1263	26	(4016,725,1350,0,511,1261,26)	(4016,1509,791,0,512,1262,26)	(4148,2000,565,0,513,1263,26)	514	[25828,27067,27061]	[26607,9～36]
8	127	5	圣城勇士	FB_Yuan2	74	144	243	949	4017	507	840	0	515	1271	25	4017	964	547	0	516	1272	25	4149	1482	332	0	517	1273	25	(4017,507,840,0,515,1271,25)	(4017,964,547,0,516,1272,25)	(4149,1482,332,0,517,1273,25)	518	[25828,27067,27062]	[26607,9～36]
8	128	6	神王之子	5016	75	145	385	1522	4018	725	1350	0	519	1281	26	4018	1509	791	0	520	1282	26	4150	2000	565	0	521	1283	26	(4018,725,1350,0,519,1281,26)	(4018,1509,791,0,520,1282,26)	(4150,2000,565,0,521,1283,26)	522	[25828,27067,27057]	[26607,9～36]
8	129	7	红衣祭司	5005	74	146	243	949	4019	507	840	0	523	1291	25	4019	964	547	0	524	1292	25	4151	1482	332	0	525	1293	25	(4019,507,840,0,523,1291,25)	(4019,964,547,0,524,1292,25)	(4151,1482,332,0,525,1293,25)	526	[25828,27067,27057]	[26607,9～36]
8	130	8	绝美艳后	FB_Yuan2	75	147	385	1522	4020	725	1350	0	527	1301	26	4020	1509	791	0	528	1302	26	4152	2000	565	0	529	1303	26	(4020,725,1350,0,527,1301,26)	(4020,1509,791,0,528,1302,26)	(4152,2000,565,0,529,1303,26)	530	[25828,27067,27058]	[26607,9～36]
8	131	9	圣辉护卫	FB_Yuan2	74	148	243	949	4021	507	840	0	531	1311	25	4021	964	547	0	532	1312	25	4153	1482	332	0	533	1313	25	(4021,507,840,0,531,1311,25)	(4021,964,547,0,532,1312,25)	(4153,1482,332,0,533,1313,25)	534	[25828,27067,27059]	[26607,9～36]
8	132	10	雷神	4016	75	149	385	1522	4022	725	1350	0	535	1321	26	4022	1509	791	0	536	1322	26	4154	2000	565	0	537	1323	26	(4022,725,1350,0,535,1321,26)	(4022,1509,791,0,536,1322,26)	(4154,2000,565,0,537,1323,26)	538	[25828,27067,27060]	[26607,9～36]
8	133	11	月之祭司	5017	74	150	243	949	4001	507	840	0	539	1331	25	4001	964	547	0	540	1332	25	4155	1482	332	0	541	1333	25	(4001,507,840,0,539,1331,25)	(4001,964,547,0,540,1332,25)	(4155,1482,332,0,541,1333,25)	542	[25828,27067,27061]	[26607,18～72]
8	134	12	龙统领	FB_Yuan2	75	151	385	1522	4002	725	1350	0	543	1341	26	4002	1509	791	0	544	1342	26	4156	2000	565	0	545	1343	26	(4002,725,1350,0,543,1341,26)	(4002,1509,791,0,544,1342,26)	(4156,2000,565,0,545,1343,26)	546	[25828,27067,27062]	[26607,18～72]
8	135	13	龙射手	FB_Yuan2	74	152	243	949	4003	507	840	0	547	1351	25	4003	964	547	0	548	1352	25	4157	1482	332	0	549	1353	25	(4003,507,840,0,547,1351,25)	(4003,964,547,0,548,1352,25)	(4157,1482,332,0,549,1353,25)	550	[25828,27067,27057]	[26607,18～72]
8	136	14	刀锋勇士	FB_Yuan2	75	153	385	1522	4004	725	1350	0	551	1361	26	4004	1509	791	0	552	1362	26	4158	2000	565	0	553	1363	26	(4004,725,1350,0,551,1361,26)	(4004,1509,791,0,552,1362,26)	(4158,2000,565,0,553,1363,26)	554	[25828,27067,27057]	[26607,18～72]
8	137	15	太阳神	4028	74	154	243	949	4005	507	840	0	555	1371	25	4005	964	547	0	556	1372	25	4159	1482	332	0	557	1373	25	(4005,507,840,0,555,1371,25)	(4005,964,547,0,556,1372,25)	(4159,1482,332,0,557,1373,25)	558	[25828,27067,27058]	[26607,18～72]
8	138	16	精英死亡守卫	FB_Yuan2	75	155	385	1522	4006	725	1350	0	559	1381	26	4006	1509	791	0	560	1382	26	4160	2000	565	0	561	1383	26	(4006,725,1350,0,559,1381,26)	(4006,1509,791,0,560,1382,26)	(4160,2000,565,0,561,1383,26)	562	[25828,27067,27059]	[26607,18～72]
8	139	17	精英死亡勇士	FB_Yuan2	74	156	243	949	4007	507	840	0	563	1391	25	4007	964	547	0	564	1392	25	4161	1482	332	0	565	1393	25	(4007,507,840,0,563,1391,25)	(4007,964,547,0,564,1392,25)	(4161,1482,332,0,565,1393,25)	566	[25828,27067,27060]	[26607,18～72]
8	140	18	精英圣城守卫	FB_Yuan2	75	157	385	1522	4008	725	1350	0	567	1401	26	4008	1509	791	0	568	1402	26	4162	2000	565	0	569	1403	26	(4008,725,1350,0,567,1401,26)	(4008,1509,791,0,568,1402,26)	(4162,2000,565,0,569,1403,26)	570	[25828,27067,27061]	[26607,18～72]
8	141	19	精英圣城勇士	FB_Yuan2	74	158	243	949	4009	507	840	0	571	1411	25	4009	964	547	0	572	1412	25	4163	1482	332	0	573	1413	25	(4009,507,840,0,571,1411,25)	(4009,964,547,0,572,1412,25)	(4163,1482,332,0,573,1413,25)	574	[25828,27067,27062]	[26607,18～72]
8	142	20	精英骷髅王	5018	75	159	385	1522	4010	725	1350	0	575	1421	26	4010	1509	791	0	576	1422	26	4164	2000	565	0	577	1423	26	(4010,725,1350,0,575,1421,26)	(4010,1509,791,0,576,1422,26)	(4164,2000,565,0,577,1423,26)	578	[25828,27067,27057]	[26607,18～72]
9	143	1	精灵士兵	FB_Yuan2	74	160	243	949	4011	507	840	0	579	1431	25	4011	964	547	0	580	1432	25	4165	1482	332	0	581	1433	25	(4011,507,840,0,579,1431,25)	(4011,964,547,0,580,1432,25)	(4165,1482,332,0,581,1433,25)	582	[25828,27926,27908]	[27066,9～36]
9	144	2	精灵守卫	FB_Yuan2	75	161	385	1522	4012	725	1350	0	583	1441	26	4012	1509	791	0	584	1442	26	4166	2000	565	0	585	1443	26	(4012,725,1350,0,583,1441,26)	(4012,1509,791,0,584,1442,26)	(4166,2000,565,0,585,1443,26)	586	[25828,27926,27909]	[27066,9～36]
9	145	3	精灵勇士	FB_Yuan2	74	162	243	949	4013	507	840	0	587	1451	25	4013	964	547	0	588	1452	25	4167	1482	332	0	589	1453	25	(4013,507,840,0,587,1451,25)	(4013,964,547,0,588,1452,25)	(4167,1482,332,0,589,1453,25)	590	[25828,27926,27910]	[27066,9～36]
9	146	4	精灵铁卫	FB_Yuan2	75	163	385	1522	4014	725	1350	0	591	1461	26	4014	1509	791	0	592	1462	26	4168	2000	565	0	593	1463	26	(4014,725,1350,0,591,1461,26)	(4014,1509,791,0,592,1462,26)	(4168,2000,565,0,593,1463,26)	594	[25828,27926,27911]	[27066,9～36]
9	147	5	红袍法师	5005	74	164	243	949	4015	507	840	0	595	1471	25	4015	964	547	0	596	1472	25	4169	1482	332	0	597	1473	25	(4015,507,840,0,595,1471,25)	(4015,964,547,0,596,1472,25)	(4169,1482,332,0,597,1473,25)	598	[25828,27926,27912]	[27066,9～36]
9	148	6	精灵统领	FB_Yuan2	75	165	385	1522	4016	725	1350	0	599	1481	26	4016	1509	791	0	600	1482	26	4170	2000	565	0	601	1483	26	(4016,725,1350,0,599,1481,26)	(4016,1509,791,0,600,1482,26)	(4170,2000,565,0,601,1483,26)	602	[25828,27926,27907]	[27066,9～36]
9	149	7	精灵射手	FB_Yuan2	74	166	243	949	4017	507	840	0	603	1491	25	4017	964	547	0	604	1492	25	4171	1482	332	0	605	1493	25	(4017,507,840,0,603,1491,25)	(4017,964,547,0,604,1492,25)	(4171,1482,332,0,605,1493,25)	606	[25828,27926,27907]	[27066,9～36]
9	150	8	堕落天使	5022	75	167	385	1522	4018	725	1350	0	607	1501	26	4018	1509	791	0	608	1502	26	4172	2000	565	0	609	1503	26	(4018,725,1350,0,607,1501,26)	(4018,1509,791,0,608,1502,26)	(4172,2000,565,0,609,1503,26)	610	[25828,27926,27908]	[27066,9～36]
9	151	9	龙护卫	FB_Yuan2	74	168	243	949	4019	507	840	0	611	1511	25	4019	964	547	0	612	1512	25	4173	1482	332	0	613	1513	25	(4019,507,840,0,611,1511,25)	(4019,964,547,0,612,1512,25)	(4173,1482,332,0,613,1513,25)	614	[25828,27926,27909]	[27066,9～36]
9	152	10	龙弓手	FB_Yuan2	75	169	385	1522	4020	725	1350	0	615	1521	26	4020	1509	791	0	616	1522	26	4174	2000	565	0	617	1523	26	(4020,725,1350,0,615,1521,26)	(4020,1509,791,0,616,1522,26)	(4174,2000,565,0,617,1523,26)	618	[25828,27926,27910]	[27066,9～36]
9	153	11	战神熊猫	5020	74	170	243	949	4021	507	840	0	619	1531	25	4021	964	547	0	620	1532	25	4175	1482	332	0	621	1533	25	(4021,507,840,0,619,1531,25)	(4021,964,547,0,620,1532,25)	(4175,1482,332,0,621,1533,25)	622	[25828,27926,27911]	[27066,18～72]
9	154	12	前锋勇士	FB_Yuan2	75	171	385	1522	4022	725	1350	0	623	1541	26	4022	1509	791	0	624	1542	26	4176	2000	565	0	625	1543	26	(4022,725,1350,0,623,1541,26)	(4022,1509,791,0,624,1542,26)	(4176,2000,565,0,625,1543,26)	626	[25828,27926,27912]	[27066,18～72]
9	155	13	前锋护卫	FB_Yuan2	74	172	243	949	4001	507	840	0	627	1551	25	4001	964	547	0	628	1552	25	4177	1482	332	0	629	1553	25	(4001,507,840,0,627,1551,25)	(4001,964,547,0,628,1552,25)	(4177,1482,332,0,629,1553,25)	630	[25828,27926,27907]	[27066,18～72]
9	156	14	审判天使	40051	75	173	385	1522	4002	725	1350	0	631	1561	26	4002	1509	791	0	632	1562	26	4178	2000	565	0	633	1563	26	(4002,725,1350,0,631,1561,26)	(4002,1509,791,0,632,1562,26)	(4178,2000,565,0,633,1563,26)	634	[25828,27926,27907]	[27066,18～72]
9	157	15	刀锋战士	FB_Yuan2	74	174	243	949	4003	507	840	0	635	1571	25	4003	964	547	0	636	1572	25	4179	1482	332	0	637	1573	25	(4003,507,840,0,635,1571,25)	(4003,964,547,0,636,1572,25)	(4179,1482,332,0,637,1573,25)	638	[25828,27926,27908]	[27066,18～72]
9	158	16	刀锋队长	FB_Yuan2	75	175	385	1522	4004	725	1350	0	639	1581	26	4004	1509	791	0	640	1582	26	4180	2000	565	0	641	1583	26	(4004,725,1350,0,639,1581,26)	(4004,1509,791,0,640,1582,26)	(4180,2000,565,0,641,1583,26)	642	[25828,27926,27909]	[27066,18～72]
9	159	17	天堂圣使	5015	74	176	243	949	4005	507	840	0	643	1591	25	4005	964	547	0	644	1592	25	4181	1482	332	0	645	1593	25	(4005,507,840,0,643,1591,25)	(4005,964,547,0,644,1592,25)	(4181,1482,332,0,645,1593,25)	646	[25828,27926,27910]	[27066,18～72]
9	160	18	钢铁勇士	FB_Yuan2	75	177	385	1522	4006	725	1350	0	647	1601	26	4006	1509	791	0	648	1602	26	4182	2000	565	0	649	1603	26	(4006,725,1350,0,647,1601,26)	(4006,1509,791,0,648,1602,26)	(4182,2000,565,0,649,1603,26)	650	[25828,27926,27911]	[27066,18～72]
9	161	19	钢铁守卫	FB_Yuan2	74	178	243	949	4007	507	840	0	651	1611	25	4007	964	547	0	652	1612	25	4183	1482	332	0	653	1613	25	(4007,507,840,0,651,1611,25)	(4007,964,547,0,652,1612,25)	(4183,1482,332,0,653,1613,25)	654	[25828,27926,27912]	[27066,18～72]
9	162	20	死亡骑士	5021	75	179	385	1522	4008	725	1350	0	655	1621	26	4008	1509	791	0	656	1622	26	4184	2000	565	0	657	1623	26	(4008,725,1350,0,655,1621,26)	(4008,1509,791,0,656,1622,26)	(4184,2000,565,0,657,1623,26)	658	[25828,27926,27907]	[27066,18～72]
