reward_Id	big_type	toll_gate_level	little_type	ifboss	money		rate1	itemcoding1	cnt1	rate2	itemcoding2	cnt2	rate3	itemcoding3	cnt3	rate4	itemcoding4	cnt4	rate5	itemcoding5	cnt5	rate6	itemcoding6	cnt6
250	1	60	翻牌	0	0		7200	25683	6	2000	25683	12	600	25683	24	100	25698	1	100	25678	2	300	25683	18
251	1	61	第一场战斗	0	0		9950	25683	6	50	25699	1	0	0	0	0	0	0	0	0	0	0	0	0
252	1	61	第二场战斗	0	0		9950	25683	6	50	25699	1	0	0	0	0	0	0	0	0	0	0	0	0
253	1	61	boss战斗	1	136875		9950	25683	6	50	25699	1	0	0	0	0	0	0	0	0	0	0	0	0
254	1	61	翻牌	0	0		7200	25683	6	2000	25683	12	600	25683	24	100	25699	1	100	25678	2	300	25683	18
255	1	62	第一场战斗	0	0		9950	25683	6	50	25694	1	0	0	0	0	0	0	0	0	0	0	0	0
256	1	62	第二场战斗	0	0		9950	25683	6	50	25694	1	0	0	0	0	0	0	0	0	0	0	0	0
257	1	62	boss战斗	1	137500		9950	25683	6	50	25694	1	0	0	0	0	0	0	0	0	0	0	0	0
258	1	62	翻牌	0	0		7200	25683	6	2000	25683	12	600	25683	24	100	25694	1	100	25678	2	300	25683	18
259	1	63	第一场战斗	0	0		9975	25684	3	25	25701	1	0	0	0	0	0	0	0	0	0	0	0	0
260	1	63	第二场战斗	0	0		9975	25684	3	25	25701	1	0	0	0	0	0	0	0	0	0	0	0	0
261	1	63	boss战斗	1	137812		9975	25684	3	25	25701	1	0	0	0	0	0	0	0	0	0	0	0	0
262	1	63	翻牌	0	0		7300	25684	3	2000	25684	6	600	25684	12	50	25701	1	50	25679	1	300	25684	9
263	1	64	第一场战斗	0	0		9975	25684	3	25	25702	1	0	0	0	0	0	0	0	0	0	0	0	0
264	1	64	第二场战斗	0	0		9975	25684	3	25	25702	1	0	0	0	0	0	0	0	0	0	0	0	0
265	1	64	boss战斗	1	143718		9975	25684	3	25	25702	1	0	0	0	0	0	0	0	0	0	0	0	0
266	1	64	翻牌	0	0		7300	25684	3	2000	25684	6	600	25684	12	50	25702	1	50	25679	1	300	25684	9
267	1	65	第一场战斗	0	0		9975	25684	3	25	25703	1	0	0	0	0	0	0	0	0	0	0	0	0
268	1	65	第二场战斗	0	0		9975	25684	3	25	25703	1	0	0	0	0	0	0	0	0	0	0	0	0
269	1	65	boss战斗	1	149625		9975	25684	3	25	25703	1	0	0	0	0	0	0	0	0	0	0	0	0
270	1	65	翻牌	0	0		7300	25684	3	2000	25684	6	600	25684	12	50	25703	1	50	25679	1	300	25684	9
271	1	66	第一场战斗	0	0		9975	25684	3	25	25704	1	0	0	0	0	0	0	0	0	0	0	0	0
272	1	66	第二场战斗	0	0		9975	25684	3	25	25704	1	0	0	0	0	0	0	0	0	0	0	0	0
273	1	66	boss战斗	1	155531		9975	25684	3	25	25704	1	0	0	0	0	0	0	0	0	0	0	0	0
274	1	66	翻牌	0	0		7300	25684	3	2000	25684	6	600	25684	12	50	25704	1	50	25679	1	300	25684	9
275	1	67	第一场战斗	0	0		9975	25684	3	25	25705	1	0	0	0	0	0	0	0	0	0	0	0	0
276	1	67	第二场战斗	0	0		9975	25684	3	25	25705	1	0	0	0	0	0	0	0	0	0	0	0	0
277	1	67	boss战斗	1	161437		9975	25684	3	25	25705	1	0	0	0	0	0	0	0	0	0	0	0	0
278	1	67	翻牌	0	0		7300	25684	3	2000	25684	6	600	25684	12	50	25705	1	50	25679	1	300	25684	9
279	1	68	第一场战斗	0	0		9975	25684	3	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
280	1	68	第二场战斗	0	0		9975	25684	3	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
281	1	68	boss战斗	1	167343		9975	25684	3	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
282	1	68	翻牌	0	0		7300	25684	3	2000	25684	6	600	25684	12	50	25700	1	50	25679	1	300	25684	9
283	1	69	第一场战斗	0	0		9975	25684	3	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
284	1	69	第二场战斗	0	0		9975	25684	3	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
285	1	69	boss战斗	1	173250		9975	25684	3	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
286	1	69	翻牌	0	0		7300	25684	3	2000	25684	6	600	25684	12	50	25700	1	50	25679	1	300	25684	9
287	1	70	第一场战斗	0	0		9975	25684	3	25	25701	1	0	0	0	0	0	0	0	0	0	0	0	0
288	1	70	第二场战斗	0	0		9975	25684	3	25	25701	1	0	0	0	0	0	0	0	0	0	0	0	0
289	1	70	boss战斗	1	179156		9975	25684	3	25	25701	1	0	0	0	0	0	0	0	0	0	0	0	0
290	1	70	翻牌	0	0		7300	25684	3	2000	25684	6	600	25684	12	50	25701	1	50	25679	1	300	25684	9
291	1	71	第一场战斗	0	0		9975	25684	3	25	25702	1	0	0	0	0	0	0	0	0	0	0	0	0
292	1	71	第二场战斗	0	0		9975	25684	3	25	25702	1	0	0	0	0	0	0	0	0	0	0	0	0
293	1	71	boss战斗	1	185062		9975	25684	3	25	25702	1	0	0	0	0	0	0	0	0	0	0	0	0
294	1	71	翻牌	0	0		7300	25684	3	2000	25684	6	600	25684	12	50	25702	1	50	25679	1	300	25684	9
295	1	72	第一场战斗	0	0		9975	25684	3	25	25703	1	0	0	0	0	0	0	0	0	0	0	0	0
296	1	72	第二场战斗	0	0		9975	25684	3	25	25703	1	0	0	0	0	0	0	0	0	0	0	0	0
297	1	72	boss战斗	1	190968		9975	25684	3	25	25703	1	0	0	0	0	0	0	0	0	0	0	0	0
298	1	72	翻牌	0	0		7300	25684	3	2000	25684	6	600	25684	12	50	25703	1	50	25679	1	300	25684	9
299	1	73	第一场战斗	0	0		9975	25684	6	25	25704	1	0	0	0	0	0	0	0	0	0	0	0	0
300	1	73	第二场战斗	0	0		9975	25684	6	25	25704	1	0	0	0	0	0	0	0	0	0	0	0	0
301	1	73	boss战斗	1	202781		9975	25684	6	25	25704	1	0	0	0	0	0	0	0	0	0	0	0	0
302	1	73	翻牌	0	0		7300	25684	6	2000	25684	12	600	25684	24	50	25704	1	50	25679	2	300	25684	18
303	1	74	第一场战斗	0	0		9975	25684	6	25	25705	1	0	0	0	0	0	0	0	0	0	0	0	0
304	1	74	第二场战斗	0	0		9975	25684	6	25	25705	1	0	0	0	0	0	0	0	0	0	0	0	0
305	1	74	boss战斗	1	208687		9975	25684	6	25	25705	1	0	0	0	0	0	0	0	0	0	0	0	0
306	1	74	翻牌	0	0		7300	25684	6	2000	25684	12	600	25684	24	50	25705	1	50	25679	2	300	25684	18
307	1	75	第一场战斗	0	0		9975	25684	6	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
308	1	75	第二场战斗	0	0		9975	25684	6	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
309	1	75	boss战斗	1	214593		9975	25684	6	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
310	1	75	翻牌	0	0		7300	25684	6	2000	25684	12	600	25684	24	50	25700	1	50	25679	2	300	25684	18
311	1	76	第一场战斗	0	0		9975	25684	6	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
312	1	76	第二场战斗	0	0		9975	25684	6	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
313	1	76	boss战斗	1	220500		9975	25684	6	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
314	1	76	翻牌	0	0		7300	25684	6	2000	25684	12	600	25684	24	50	25700	1	50	25679	2	300	25684	18
315	1	77	第一场战斗	0	0		9975	25684	6	25	25701	1	0	0	0	0	0	0	0	0	0	0	0	0
316	1	77	第二场战斗	0	0		9975	25684	6	25	25701	1	0	0	0	0	0	0	0	0	0	0	0	0
317	1	77	boss战斗	1	226406		9975	25684	6	25	25701	1	0	0	0	0	0	0	0	0	0	0	0	0
318	1	77	翻牌	0	0		7300	25684	6	2000	25684	12	600	25684	24	50	25701	1	50	25679	2	300	25684	18
319	1	78	第一场战斗	0	0		9975	25684	6	25	25702	1	0	0	0	0	0	0	0	0	0	0	0	0
320	1	78	第二场战斗	0	0		9975	25684	6	25	25702	1	0	0	0	0	0	0	0	0	0	0	0	0
321	1	78	boss战斗	1	232312		9975	25684	6	25	25702	1	0	0	0	0	0	0	0	0	0	0	0	0
322	1	78	翻牌	0	0		7300	25684	6	2000	25684	12	600	25684	24	50	25702	1	50	25679	2	300	25684	18
323	1	79	第一场战斗	0	0		9975	25684	6	25	25703	1	0	0	0	0	0	0	0	0	0	0	0	0
324	1	79	第二场战斗	0	0		9975	25684	6	25	25703	1	0	0	0	0	0	0	0	0	0	0	0	0
325	1	79	boss战斗	1	238218		9975	25684	6	25	25703	1	0	0	0	0	0	0	0	0	0	0	0	0
326	1	79	翻牌	0	0		7300	25684	6	2000	25684	12	600	25684	24	50	25703	1	50	25679	2	300	25684	18
327	1	80	第一场战斗	0	0		9975	25684	6	25	25704	1	0	0	0	0	0	0	0	0	0	0	0	0
328	1	80	第二场战斗	0	0		9975	25684	6	25	25704	1	0	0	0	0	0	0	0	0	0	0	0	0
329	1	80	boss战斗	1	244125		9975	25684	6	25	25704	1	0	0	0	0	0	0	0	0	0	0	0	0
330	1	80	翻牌	0	0		2000	25684	6	2000	25684	12	600	25684	24	50	25704	1	50	25679	2	300	25684	18
331	1	81	第一场战斗	0	0		9975	25684	6	25	25705	1	0	0	0	0	0	0	0	0	0	0	0	0
332	1	81	第二场战斗	0	0		9975	25684	6	25	25705	1	0	0	0	0	0	0	0	0	0	0	0	0
333	1	81	boss战斗	1	250031		9975	25684	6	25	25705	1	0	0	0	0	0	0	0	0	0	0	0	0
334	1	81	翻牌	0	0		7300	25684	6	2000	25684	12	600	25684	24	50	25705	1	50	25679	2	300	25684	18
335	1	82	第一场战斗	0	0		9975	25684	6	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
336	1	82	第二场战斗	0	0		9975	25684	6	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
337	1	82	boss战斗	1	255937		9975	25684	6	25	25700	1	0	0	0	0	0	0	0	0	0	0	0	0
338	1	82	翻牌	0	0		7300	25684	6	2000	25684	12	600	25684	24	50	25700	1	50	25679	2	300	25684	18
339	1	83	第一场战斗	0	0		10000	25685	3	0	25707	1	0	0	0	0	0	0	0	0	0	0	0	0
340	1	83	第二场战斗	0	0		10000	25685	3	0	25707	1	0	0	0	0	0	0	0	0	0	0	0	0
341	1	83	boss战斗	1	262250		10000	25685	3	0	25707	1	0	0	0	0	0	0	0	0	0	0	0	0
342	1	83	翻牌	0	0		7300	25685	3	2000	25685	6	600	25685	12	50	25707	1	50	25680	1	300	25685	9
343	1	84	第一场战斗	0	0		10000	25685	3	0	25708	1	0	0	0	0	0	0	0	0	0	0	0	0
344	1	84	第二场战斗	0	0		10000	25685	3	0	25708	1	0	0	0	0	0	0	0	0	0	0	0	0
345	1	84	boss战斗	1	268562		10000	25685	3	0	25708	1	0	0	0	0	0	0	0	0	0	0	0	0
346	1	84	翻牌	0	0		7300	25685	3	2000	25685	6	600	25685	12	50	25708	1	50	25680	1	300	25685	9
347	1	85	第一场战斗	0	0		10000	25685	3	0	25709	1	0	0	0	0	0	0	0	0	0	0	0	0
348	1	85	第二场战斗	0	0		10000	25685	3	0	25709	1	0	0	0	0	0	0	0	0	0	0	0	0
349	1	85	boss战斗	1	274875		10000	25685	3	0	25709	1	0	0	0	0	0	0	0	0	0	0	0	0
350	1	85	翻牌	0	0		7300	25685	3	2000	25685	6	600	25685	12	50	25709	1	50	25680	1	300	25685	9
351	1	86	第一场战斗	0	0		10000	25685	3	0	25710	1	0	0	0	0	0	0	0	0	0	0	0	0
352	1	86	第二场战斗	0	0		10000	25685	3	0	25710	1	0	0	0	0	0	0	0	0	0	0	0	0
353	1	86	boss战斗	1	281187		10000	25685	3	0	25710	1	0	0	0	0	0	0	0	0	0	0	0	0
354	1	86	翻牌	0	0		7300	25685	3	2000	25685	6	600	25685	12	50	25710	1	50	25680	1	300	25685	9
355	1	87	第一场战斗	0	0		10000	25685	3	0	25711	1	0	0	0	0	0	0	0	0	0	0	0	0
356	1	87	第二场战斗	0	0		10000	25685	3	0	25711	1	0	0	0	0	0	0	0	0	0	0	0	0
357	1	87	boss战斗	1	287500		10000	25685	3	0	25711	1	0	0	0	0	0	0	0	0	0	0	0	0
358	1	87	翻牌	0	0		7300	25685	3	2000	25685	6	600	25685	12	50	25711	1	50	25680	1	300	25685	9
359	1	88	第一场战斗	0	0		10000	25685	3	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
360	1	88	第二场战斗	0	0		10000	25685	3	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
361	1	88	boss战斗	1	293812		10000	25685	3	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
362	1	88	翻牌	0	0		7300	25685	3	2000	25685	6	600	25685	12	50	25706	1	50	25680	1	300	25685	9
363	1	89	第一场战斗	0	0		10000	25685	3	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
364	1	89	第二场战斗	0	0		10000	25685	3	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
365	1	89	boss战斗	1	300125		10000	25685	3	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
366	1	89	翻牌	0	0		7300	25685	3	2000	25685	6	600	25685	12	50	25706	1	50	25680	1	300	25685	9
367	1	90	第一场战斗	0	0		10000	25685	3	0	25707	1	0	0	0	0	0	0	0	0	0	0	0	0
368	1	90	第二场战斗	0	0		10000	25685	3	0	25707	1	0	0	0	0	0	0	0	0	0	0	0	0
369	1	90	boss战斗	1	306437		10000	25685	3	0	25707	1	0	0	0	0	0	0	0	0	0	0	0	0
370	1	90	翻牌	0	0		7300	25685	3	2000	25685	6	600	25685	12	50	25707	1	50	25680	1	300	25685	9
371	1	91	第一场战斗	0	0		10000	25685	3	0	25708	1	0	0	0	0	0	0	0	0	0	0	0	0
372	1	91	第二场战斗	0	0		10000	25685	3	0	25708	1	0	0	0	0	0	0	0	0	0	0	0	0
373	1	91	boss战斗	1	312750		10000	25685	3	0	25708	1	0	0	0	0	0	0	0	0	0	0	0	0
374	1	91	翻牌	0	0		7300	25685	3	2000	25685	6	600	25685	12	50	25708	1	50	25680	1	300	25685	9
375	1	92	第一场战斗	0	0		10000	25685	3	0	25709	1	0	0	0	0	0	0	0	0	0	0	0	0
376	1	92	第二场战斗	0	0		10000	25685	3	0	25709	1	0	0	0	0	0	0	0	0	0	0	0	0
377	1	92	boss战斗	1	319062		10000	25685	3	0	25709	1	0	0	0	0	0	0	0	0	0	0	0	0
378	1	92	翻牌	0	0		7300	25685	3	2000	25685	6	600	25685	12	50	25709	1	50	25680	1	300	25685	9
379	1	93	第一场战斗	0	0		10000	25685	6	0	25710	1	0	0	0	0	0	0	0	0	0	0	0	0
380	1	93	第二场战斗	0	0		10000	25685	6	0	25710	1	0	0	0	0	0	0	0	0	0	0	0	0
381	1	93	boss战斗	1	325375		10000	25685	6	0	25710	1	0	0	0	0	0	0	0	0	0	0	0	0
382	1	93	翻牌	0	0		7300	25685	6	2000	25685	12	600	25685	24	50	25710	1	50	25680	2	300	25685	18
383	1	94	第一场战斗	0	0		10000	25685	6	0	25711	1	0	0	0	0	0	0	0	0	0	0	0	0
384	1	94	第二场战斗	0	0		10000	25685	6	0	25711	1	0	0	0	0	0	0	0	0	0	0	0	0
385	1	94	boss战斗	1	331687		10000	25685	6	0	25711	1	0	0	0	0	0	0	0	0	0	0	0	0
386	1	94	翻牌	0	0		7300	25685	6	2000	25685	12	600	25685	24	50	25711	1	50	25680	2	300	25685	18
387	1	95	第一场战斗	0	0		10000	25685	6	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
388	1	95	第二场战斗	0	0		10000	25685	6	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
389	1	95	boss战斗	1	338000		10000	25685	6	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
390	1	95	翻牌	0	0		7300	25685	6	2000	25685	12	600	25685	24	50	25706	1	50	25680	2	300	25685	18
391	1	96	第一场战斗	0	0		10000	25685	6	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
392	1	96	第二场战斗	0	0		10000	25685	6	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
393	1	96	boss战斗	1	344312		10000	25685	6	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
394	1	96	翻牌	0	0		7300	25685	6	2000	25685	12	600	25685	24	50	25706	1	50	25680	2	300	25685	18
395	1	97	第一场战斗	0	0		10000	25685	6	0	25707	1	0	0	0	0	0	0	0	0	0	0	0	0
396	1	97	第二场战斗	0	0		10000	25685	6	0	25707	1	0	0	0	0	0	0	0	0	0	0	0	0
397	1	97	boss战斗	1	350625		10000	25685	6	0	25707	1	0	0	0	0	0	0	0	0	0	0	0	0
398	1	97	翻牌	0	0		7300	25685	6	2000	25685	12	600	25685	24	50	25707	1	50	25680	2	300	25685	18
399	1	98	第一场战斗	0	0		10000	25685	6	0	25708	1	0	0	0	0	0	0	0	0	0	0	0	0
400	1	98	第二场战斗	0	0		10000	25685	6	0	25708	1	0	0	0	0	0	0	0	0	0	0	0	0
401	1	98	boss战斗	1	356937		10000	25685	6	0	25708	1	0	0	0	0	0	0	0	0	0	0	0	0
402	1	98	翻牌	0	0		7300	25685	6	2000	25685	12	600	25685	24	50	25708	1	50	25680	2	300	25685	18
403	1	99	第一场战斗	0	0		10000	25685	6	0	25709	1	0	0	0	0	0	0	0	0	0	0	0	0
404	1	99	第二场战斗	0	0		10000	25685	6	0	25709	1	0	0	0	0	0	0	0	0	0	0	0	0
405	1	99	boss战斗	1	363250		10000	25685	6	0	25709	1	0	0	0	0	0	0	0	0	0	0	0	0
406	1	99	翻牌	0	0		7300	25685	6	2000	25685	12	600	25685	24	50	25709	1	50	25680	2	300	25685	18
407	1	100	第一场战斗	0	0		10000	25685	6	0	25710	1	0	0	0	0	0	0	0	0	0	0	0	0
408	1	100	第二场战斗	0	0		10000	25685	6	0	25710	1	0	0	0	0	0	0	0	0	0	0	0	0
409	1	100	boss战斗	1	369562		10000	25685	6	0	25710	1	0	0	0	0	0	0	0	0	0	0	0	0
410	1	100	翻牌	0	0		7300	25685	6	2000	25685	12	600	25685	24	50	25710	1	50	25680	2	300	25685	18
411	1	101	第一场战斗	0	0		10000	25685	6	0	25711	1	0	0	0	0	0	0	0	0	0	0	0	0
412	1	101	第二场战斗	0	0		10000	25685	6	0	25711	1	0	0	0	0	0	0	0	0	0	0	0	0
413	1	101	boss战斗	1	375875		10000	25685	6	0	25711	1	0	0	0	0	0	0	0	0	0	0	0	0
414	1	101	翻牌	0	0		7300	25685	6	2000	25685	12	600	25685	24	50	25711	1	50	25680	2	300	25685	18
415	1	102	第一场战斗	0	0		10000	25685	6	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
416	1	102	第二场战斗	0	0		10000	25685	6	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
417	1	102	boss战斗	1	382187	6312	10000	25685	6	0	25706	1	0	0	0	0	0	0	0	0	0	0	0	0
418	1	102	翻牌	0	0		7300	25685	6	2000	25685	12	600	25685	24	50	25706	1	50	25680	2	300	25685	18
419	1	103	第一场战斗	0	0		10000	25686	3	0	26514	1	0	0	0	0	0	0	0	0	0	0	0	0
420	1	103	第二场战斗	0	0		10000	25686	3	0	26514	1	0	0	0	0	0	0	0	0	0	0	0	0
421	1	103	boss战斗	1	386500	4313	10000	25686	3	0	26514	1	0	0	0	0	0	0	0	0	0	0	0	0
422	1	103	翻牌	0	0		7300	25686	3	2000	25686	6	600	25686	12	50	26514	1	50	26500	1	300	25686	9
423	1	104	第一场战斗	0	0		10000	25686	3	0	26515	1	0	0	0	0	0	0	0	0	0	0	0	0
424	1	104	第二场战斗	0	0		10000	25686	3	0	26515	1	0	0	0	0	0	0	0	0	0	0	0	0
425	1	104	boss战斗	1	390812	4312	10000	25686	3	0	26515	1	0	0	0	0	0	0	0	0	0	0	0	0
426	1	104	翻牌	0	0		7300	25686	3	2000	25686	6	600	25686	12	50	26515	1	50	26500	1	300	25686	9
427	1	105	第一场战斗	0	0		10000	25686	3	0	26516	1	0	0	0	0	0	0	0	0	0	0	0	0
428	1	105	第二场战斗	0	0	0	10000	25686	3	0	26516	1	0	0	0	0	0	0	0	0	0	0	0	0
429	1	105	boss战斗	1	395125		10000	25686	3	0	26516	1	0	0	0	0	0	0	0	0	0	0	0	0
430	1	105	翻牌	0	0		7300	25686	3	2000	25686	6	600	25686	12	50	26516	1	50	26500	1	300	25686	9
431	1	106	第一场战斗	0	0		10000	25686	3	0	26517	1	0	0	0	0	0	0	0	0	0	0	0	0
432	1	106	第二场战斗	0	0		10000	25686	3	0	26517	1	0	0	0	0	0	0	0	0	0	0	0	0
433	1	106	boss战斗	1	399437	4312	10000	25686	3	0	26517	1	0	0	0	0	0	0	0	0	0	0	0	0
434	1	106	翻牌	0	0		7300	25686	3	2000	25686	6	600	25686	12	50	26517	1	50	26500	1	300	25686	9
435	1	107	第一场战斗	0	0		10000	25686	3	0	26518	1	0	0	0	0	0	0	0	0	0	0	0	0
436	1	107	第二场战斗	0	0		10000	25686	3	0	26518	1	0	0	0	0	0	0	0	0	0	0	0	0
437	1	107	boss战斗	1	403750	4313	10000	25686	3	0	26518	1	0	0	0	0	0	0	0	0	0	0	0	0
438	1	107	翻牌	0	0		7300	25686	3	2000	25686	6	600	25686	12	50	26518	1	50	26500	1	300	25686	9
439	1	108	第一场战斗	0	0		10000	25686	3	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
440	1	108	第二场战斗	0	0		10000	25686	3	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
441	1	108	boss战斗	1	408062		10000	25686	3	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
442	1	108	翻牌	0	0		7300	25686	3	2000	25686	6	600	25686	12	50	26513	1	50	26500	1	300	25686	9
443	1	109	第一场战斗	0	0		10000	25686	3	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
444	1	109	第二场战斗	0	0		10000	25686	3	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
445	1	109	boss战斗	1	412375	4313	10000	25686	3	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
446	1	109	翻牌	0	0		7300	25686	3	2000	25686	6	600	25686	12	50	26513	1	50	26500	1	300	25686	9
447	1	110	第一场战斗	0	0		10000	25686	3	0	26514	1	0	0	0	0	0	0	0	0	0	0	0	0
448	1	110	第二场战斗	0	0		10000	25686	3	0	26514	1	0	0	0	0	0	0	0	0	0	0	0	0
449	1	110	boss战斗	1	416687	4312	10000	25686	3	0	26514	1	0	0	0	0	0	0	0	0	0	0	0	0
450	1	110	翻牌	0	0		7300	25686	3	2000	25686	6	600	25686	12	50	26514	1	50	26500	1	300	25686	9
451	1	111	第一场战斗	0	0		10000	25686	3	0	26515	1	0	0	0	0	0	0	0	0	0	0	0	0
452	1	111	第二场战斗	0	0		10000	25686	3	0	26515	1	0	0	0	0	0	0	0	0	0	0	0	0
453	1	111	boss战斗	1	421000		10000	25686	3	0	26515	1	0	0	0	0	0	0	0	0	0	0	0	0
454	1	111	翻牌	0	0		7300	25686	3	2000	25686	6	600	25686	12	50	26515	1	50	26500	1	300	25686	9
455	1	112	第一场战斗	0	0		10000	25686	3	0	26516	1	0	0	0	0	0	0	0	0	0	0	0	0
456	1	112	第二场战斗	0	0		10000	25686	3	0	26516	1	0	0	0	0	0	0	0	0	0	0	0	0
457	1	112	boss战斗	1	425312		10000	25686	3	0	26516	1	0	0	0	0	0	0	0	0	0	0	0	0
458	1	112	翻牌	0	0		7300	25686	3	2000	25686	6	600	25686	12	50	26516	1	50	26500	1	300	25686	9
459	1	113	第一场战斗	0	0		10000	25686	6	0	26517	1	0	0	0	0	0	0	0	0	0	0	0	0
460	1	113	第二场战斗	0	0		10000	25686	6	0	26517	1	0	0	0	0	0	0	0	0	0	0	0	0
461	1	113	boss战斗	1	429625		10000	25686	6	0	26517	1	0	0	0	0	0	0	0	0	0	0	0	0
462	1	113	翻牌	0	0		7300	25686	6	2000	25686	12	600	25686	24	50	26517	1	50	26500	2	300	25686	18
463	1	114	第一场战斗	0	0		10000	25686	6	0	26518	1	0	0	0	0	0	0	0	0	0	0	0	0
464	1	114	第二场战斗	0	0		10000	25686	6	0	26518	1	0	0	0	0	0	0	0	0	0	0	0	0
465	1	114	boss战斗	1	433937		10000	25686	6	0	26518	1	0	0	0	0	0	0	0	0	0	0	0	0
466	1	114	翻牌	0	0		7300	25686	6	2000	25686	12	600	25686	24	50	26518	1	50	26500	2	300	25686	18
467	1	115	第一场战斗	0	0		10000	25686	6	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
468	1	115	第二场战斗	0	0		10000	25686	6	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
469	1	115	boss战斗	1	438250		10000	25686	6	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
470	1	115	翻牌	0	0		7300	25686	6	2000	25686	12	600	25686	24	50	26513	1	50	26500	2	300	25686	18
471	1	116	第一场战斗	0	0		10000	25686	6	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
472	1	116	第二场战斗	0	0		10000	25686	6	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
473	1	116	boss战斗	1	442562		10000	25686	6	0	26513	1	0	0	0	0	0	0	0	0	0	0	0	0
474	1	116	翻牌	0	0		7300	25686	6	2000	25686	12	600	25686	24	50	26513	1	50	26500	2	300	25686	18
475	1	117	第一场战斗	0	0		10000	25686	6	0	26514	1	0	0	0	0	0	0	0	0	0	0	0	0
476	1	117	第二场战斗	0	0		10000	25686	6	0	26514	1	0	0	0	0	0	0	0	0	0	0	0	0
477	1	117	boss战斗	1	446875		10000	25686	6	0	26514	1	0	0	0	0	0	0	0	0	0	0	0	0
478	1	117	翻牌	0	0		7300	25686	6	2000	25686	12	600	25686	24	50	26514	1	50	26500	2	300	25686	18
479	1	118	第一场战斗	0	0		10000	25686	6	0	26515	1	0	0	0	0	0	0	0	0	0	0	0	0
480	1	118	第二场战斗	0	0		10000	25686	6	0	26515	1	0	0	0	0	0	0	0	0	0	0	0	0
481	1	118	boss战斗	1	451187		10000	25686	6	0	26515	1	0	0	0	0	0	0	0	0	0	0	0	0
482	1	118	翻牌	0	0		7300	25686	6	2000	25686	12	600	25686	24	50	26515	1	50	26500	2	300	25686	18
483	1	119	第一场战斗	0	0		10000	25686	6	0	26516	1	0	0	0	0	0	0	0	0	0	0	0	0
484	1	119	第二场战斗	0	0		10000	25686	6	0	26516	1	0	0	0	0	0	0	0	0	0	0	0	0
485	1	119	boss战斗	1	455500		10000	25686	6	0	26516	1	0	0	0	0	0	0	0	0	0	0	0	0
486	1	119	翻牌	0	0		7300	25686	6	2000	25686	12	600	25686	24	50	26516	1	50	26500	2	300	25686	18
487	1	120	第一场战斗	0	0		10000	25686	6	0	26517	1	0	0	0	0	0	0	0	0	0	0	0	0
488	1	120	第二场战斗	0	0		10000	25686	6	0	26517	1	0	0	0	0	0	0	0	0	0	0	0	0
489	1	120	boss战斗	1	459812		10000	25686	6	0	26517	1	0	0	0	0	0	0	0	0	0	0	0	0
490	1	120	翻牌	0	0		7300	25686	6	2000	25686	12	600	25686	24	50	26517	1	50	26500	2	300	25686	18
491	1	121	第一场战斗	0	0		10000	25686	6	0	26518	1	0	0	0	0	0	0	0	0	0	0	0	0
492	1	121	第二场战斗	0	0		10000	25686	6	0	26518	1	0	0	0	0	0	0	0	0	0	0	0	0
493	1	121	boss战斗	1	464125		10000	25686	6	0	26518	1	0	0	0	0	0	0	0	0	0	0	0	0
