rewardId	desc	needVIP	level	needZDL	needFill	bugCard	fillNum	cardNum	oneFlyNum	VIPNum	mountNumber	orangeHeroNum	needGemNum	needGemNumDay	TarotNum	TarotNumDay	mountLevel	singleFill	equipNum	TotalGem	totalTaro	MallWing	TotalFill	UnionTreNum	TotalRMB	PetNum	MarryCnt	RingLevel	HefuDay	WingTimes	TogWingTimes	PetTimes	TogPetTimes	needFeedTimes	unionGod	unionFill	petEvoTimes	totalPetTimes	upstartimes	totalUpstar	upordertimes	totalUpOrder	StarGirlLevel	totalStarGirlLevel	StarGirlStar	totalStarGirlStar	dragonLevel	totaldragonLevel	dragonEvo	totaldragonEvo	titleLevel	totaltitleLevel	maxNum	rewardItem	rewardItemShow	rewardTiLi	rewardTarot	rewardHero	bindRMB	money	UnbindRMB_S	Reputation	TaortHP	request	requestNum
75	坐骑5阶1人<br>贵族2可领	2	0	0	0	0	0	0	0	0	(50,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26033,4),(26034,1)]	[(26033,4),(26034,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标人数:	2
76	坐骑5阶2人<br>贵族2可领	2	0	0	0	0	0	0	0	0	(50,2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26044,4),(26034,1)]	[(26044,4),(26034,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标人数:	2
77	坐骑6阶1人<br>贵族2可领	2	0	0	0	0	0	0	0	0	(60,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26044,4),(26034,1)]	[(26044,4),(26034,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标人数:	2
78	坐骑6阶2人<br>贵族2可领	2	0	0	0	0	0	0	0	0	(60,2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26044,4),(26034,1)]	[(26044,4),(26034,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标人数:	2
79	坐骑7阶1人<br>贵族2可领	2	0	0	0	0	0	0	0	0	(70,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26026,4),(26034,1)]	[(26026,4),(26034,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标人数:	1
80	宝石4级1000颗<br>贵族1可领	1	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25600,10),(26035,1)]	[(25600,10),(26035,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标数量：	8000
81	宝石4级2000颗<br>贵族1可领	1	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25600,10),(26035,1)]	[(25600,10),(26035,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标数量：	8000
82	宝石4级3000颗<br>贵族2可领	2	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25600,20),(26035,1)]	[(25600,20),(26035,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标数量：	8000
83	宝石4级4000颗<br>贵族2可领	2	0	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25600,40),(26035,1)]	[(25600,40),(26035,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标数量：	8000
84	宝石4级6000颗<br>贵族2可领	2	0	0	0	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25600,80),(26035,1)]	[(25600,80),(26035,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标数量：	8000
85	宝石4级8000颗<br>贵族2可领	2	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25600,120),(26035,1)]	[(25600,120),(26035,1),(25828,100000)]	0	0	0	0	100000	0	0	0	达标数量：	8000
86	购买≥1000神石	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26047,25)]	0	0	0	0	0	25	0	0		
87	购买≥2000神石	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26047,50)]	0	0	0	0	0	50	0	0		
88	购买≥10000神石	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26047,300),(26037,500)]	0	0	0	0	0	300	500	0		
89	购买≥20000神石	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26047,600),(26037,1000)]	0	0	0	0	0	600	1000	0		
90	购买≥60000神石	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26047,2100),(26037,3000)]	0	0	0	0	0	2100	3000	0		
91	购买≥200000神石	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26047,8000),(26037,10000)]	0	0	0	0	0	8000	10000	0		
92	购买≥400000神石	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26047,16000),(26037,20000)]	0	0	0	0	0	16000	20000	0		
93	坐骑达到0阶9星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25601,1)]	[(25601,1)]	0	0	0	0	0	0	0	0		
94	坐骑达到1阶1星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25602,1)]	[(25602,1)]	0	0	0	0	0	0	0	0		
95	坐骑达到1阶3星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25603,1)]	[(25603,1)]	0	0	0	0	0	0	0	0		
96	坐骑达到1阶5星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25604,1)]	[(25604,1)]	0	0	0	0	0	0	0	0		
97	坐骑达到1阶7星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25605,1)]	[(25605,1)]	0	0	0	0	0	0	0	0		
98	坐骑达到1阶9星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25606,1)]	[(25606,1)]	0	0	0	0	0	0	0	0		
99	坐骑达到2阶1星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25607,1)]	[(25607,1)]	0	0	0	0	0	0	0	0		
100	坐骑达到2阶3星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25608,1)]	[(25608,1)]	0	0	0	0	0	0	0	0		
101	坐骑达到2阶5星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25609,1)]	[(25609,1)]	0	0	0	0	0	0	0	0		
102	坐骑达到2阶7星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25610,1)]	[(25610,1)]	0	0	0	0	0	0	0	0		
103	坐骑达到2阶9星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25611,1)]	[(25611,1)]	0	0	0	0	0	0	0	0		
104	坐骑达到3阶1星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25612,1)]	[(25612,1)]	0	0	0	0	0	0	0	0		
105	坐骑达到3阶3星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25613,1)]	[(25613,1)]	0	0	0	0	0	0	0	0		
106	坐骑达到3阶5星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25614,1)]	[(25614,1)]	0	0	0	0	0	0	0	0		
107	坐骑达到3阶7星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25615,1)]	[(25615,1)]	0	0	0	0	0	0	0	0		
108	坐骑达到3阶9星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25616,1)]	[(25616,1)]	0	0	0	0	0	0	0	0		
109	坐骑达到4阶1星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25617,1)]	[(25617,1)]	0	0	0	0	0	0	0	0		
110	坐骑达到4阶3星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25618,1)]	[(25618,1)]	0	0	0	0	0	0	0	0		
111	坐骑达到4阶5星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25619,1)]	[(25619,1)]	0	0	0	0	0	0	0	0		
112	坐骑达到4阶7星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25620,1)]	[(25620,1)]	0	0	0	0	0	0	0	0		
113	坐骑达到4阶9星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25621,1)]	[(25621,1)]	0	0	0	0	0	0	0	0		
114	坐骑达到5阶1星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25622,1)]	[(25622,1)]	0	0	0	0	0	0	0	0		
115	坐骑达到5阶3星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25623,1)]	[(25623,1)]	0	0	0	0	0	0	0	0		
116	坐骑达到5阶5星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25624,1)]	[(25624,1)]	0	0	0	0	0	0	0	0		
117	坐骑达到5阶7星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25625,1)]	[(25625,1)]	0	0	0	0	0	0	0	0		
118	坐骑达到5阶9星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25626,1)]	[(25626,1)]	0	0	0	0	0	0	0	0		
119	坐骑达到6阶1星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25627,1)]	[(25627,1)]	0	0	0	0	0	0	0	0		
120	坐骑达到6阶3星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25628,1)]	[(25628,1)]	0	0	0	0	0	0	0	0		
121	坐骑达到6阶5星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25629,1)]	[(25629,1)]	0	0	0	0	0	0	0	0		
122	坐骑达到6阶7星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25630,1)]	[(25630,1)]	0	0	0	0	0	0	0	0		
123	坐骑达到6阶9星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25631,1)]	[(25631,1)]	0	0	0	0	0	0	0	0		
124	坐骑达到7阶1星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25632,1)]	[(25632,1)]	0	0	0	0	0	0	0	0		
125	坐骑达到7阶3星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25633,1)]	[(25633,1)]	0	0	0	0	0	0	0	0		
126	坐骑达到7阶5星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25634,1)]	[(25634,1)]	0	0	0	0	0	0	0	0		
127	坐骑达到7阶7星	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25635,1)]	[(25635,1)]	0	0	0	0	0	0	0	0		
128	1套光辉套装	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(1,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25828,100000)]	0	0	0	0	100000	0	0	0		
129	2套光辉套装	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(1,2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25828,200000)]	0	0	0	0	200000	0	0	0		
130	3套光辉套装	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(1,3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25828,300000)]	0	0	0	0	300000	0	0	0		
131	1套魔魂套装	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(2,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25661,25),(25666,5)]	[(25661,25),(25666,5),(25828,300000)]	0	0	0	0	300000	0	0	0		
132	2套魔魂套装	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(2,2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25661,50),(25666,10)]	[(25661,50),(25666,10),(25828,400000)]	0	0	0	0	400000	0	0	0		
133	3套魔魂套装	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(2,3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25661,75),(25666,15)]	[(25661,75),(25666,15),(25828,500000)]	0	0	0	0	500000	0	0	0		
134	1套圣·魔魂套装	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(3,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25661,50),(25666,10)]	[(25661,50),(25666,10),(25828,300000)]	0	0	0	0	300000	0	0	0		
135	2套圣·魔魂套装	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(3,2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25661,100),(25666,20)]	[(25661,100),(25666,20),(25828,400000)]	0	0	0	0	400000	0	0	0		
136	3套圣·魔魂套装	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(3,3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(25661,150),(25666,30)]	[(25661,150),(25666,30),(25828,500000)]	0	0	0	0	500000	0	0	0		
137	拥有8对<br>（1级）羽翼	0	999	0	0	0	0	0	(1,8)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26118,1)]	0	0	0	0	0	0	0	0		
138	拥有4对<br>（1级）羽翼	0	999	0	0	0	0	0	(1,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,5)]	[(26043,5)]	0	0	0	0	0	0	0	0		
139	拥有4对<br>（2级）羽翼	0	999	0	0	0	0	0	(2,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,10)]	[(26043,10)]	0	0	0	0	0	0	0	0		
140	拥有4对<br>（3级）羽翼	0	999	0	0	0	0	0	(3,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,10)]	[(26043,10)]	0	0	0	0	0	0	0	0		
141	拥有4对<br>（4级）羽翼	0	999	0	0	0	0	0	(4,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,16)]	[(26043,16)]	0	0	0	0	0	0	0	0		
142	拥有4对<br>（5级）羽翼	0	999	0	0	0	0	0	(5,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,20)]	[(26043,20)]	0	0	0	0	0	0	0	0		
143	拥有4对<br>（6级）羽翼	0	999	0	0	0	0	0	(6,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,21)]	[(26043,21)]	0	0	0	0	0	0	0	0		
144	拥有4对<br>（7级）羽翼	0	999	0	0	0	0	0	(7,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,24)]	[(26043,24)]	0	0	0	0	0	0	0	0		
145	拥有4对<br>（8级）羽翼	0	999	0	0	0	0	0	(8,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,30)]	[(26043,30)]	0	0	0	0	0	0	0	0		
146	拥有4对<br>（9级）羽翼	0	999	0	0	0	0	0	(9,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,33)]	[(26043,33)]	0	0	0	0	0	0	0	0		
147	拥有4对<br>（10级）羽翼	0	999	0	0	0	0	0	(10,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,35)]	[(26043,35)]	0	0	0	0	0	0	0	0		
148	拥有4对<br>（11级）羽翼	0	999	0	0	0	0	0	(11,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,36)]	[(26043,36)]	0	0	0	0	0	0	0	0		
149	拥有4对<br>（12级）羽翼	0	999	0	0	0	0	0	(12,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,38)]	[(26043,38)]	0	0	0	0	0	0	0	0		
150	拥有4对<br>（13级）羽翼	0	999	0	0	0	0	0	(13,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,40)]	[(26043,40)]	0	0	0	0	0	0	0	0		
151	拥有4对<br>（14级）羽翼	0	999	0	0	0	0	0	(14,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,45)]	[(26043,45)]	0	0	0	0	0	0	0	0		
152	拥有4对<br>（15级）羽翼	0	999	0	0	0	0	0	(15,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,50)]	[(26043,50)]	0	0	0	0	0	0	0	0		
153	拥有4对<br>（16级）羽翼	0	999	0	0	0	0	0	(16,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,55)]	[(26043,55)]	0	0	0	0	0	0	0	0		
154	拥有4对<br>（17级）羽翼	0	999	0	0	0	0	0	(17,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,120)]	[(26043,120)]	0	0	0	0	0	0	0	0		
155	拥有4对<br>（18级）羽翼	0	999	0	0	0	0	0	(18,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,140)]	[(26043,140)]	0	0	0	0	0	0	0	0		
156	拥有4对<br>（19级）羽翼	0	999	0	0	0	0	0	(19,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,160)]	[(26043,160)]	0	0	0	0	0	0	0	0		
157	拥有4对<br>（20级）羽翼	0	999	0	0	0	0	0	(20,4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,180)]	[(26043,180)]	0	0	0	0	0	0	0	0		
158	拥有8对<br>（1级）羽翼	0	999	0	0	0	0	0	(1,8)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[(26043,5)]	[(26043,5)]	0	0	0	0	0	0	0	0		
