sceneID	npcID	des	show	npcType	npcPosX	npcPosY	direct	transportSceneId	tpPosX	tpPosY	showCondition	circularCondition	phycalCondition	unionCondition
20	1207	龙人队长	0	481	903	3170	7				step>=5400&&step<5420	0	0	0
20	1208	剑狂	0	482	2162	3366	7				step>=5430&&step<5450	0	0	0
20	1209	镜·圣辉城	1	19	3124	2804	3	21	2643	2562		0	0	0
21	1220	圣光祭司	0	490	1600	3132	7					0	0	0
21	1221	红袍女巫	0	491	2036	2043	7					0	0	0
21	1222	绝美艳后	0	492	760	1599	7					0	0	0
21	1223	女魔法师	0	493	3217	2360	7					0	0	0
21	1224	众神之王	0	494	3495	1472	7					0	0	0
21	1225	圣光祭司	0	483	674	2384	7				step>=5550&&step<5570	0	0	0
21	1226	重甲兵	0	484	1883	2226	7				step>=5580&&step<5600	0	0	0
21	1227	凶猛死神	0	485	2805	2046	7				step>=5640&&step<5660	0	0	0
21	1228	镜·梦幻森林	1	18	4779	632	7	20	1832	841		0	0	0
21	1240	地狱斧王	0	500	2910	1976	7					0	0	0
21	1241	寒冰女巫	0	501	2527	1811	7					0	0	0
21	1242	烈焰女神	0	502	3512	1351	7					0	0	0
21	1243	正义天使	0	503	4812	1176	7				step>=5730&&step<5750	0	0	0
21	1244	雷神	0	504	5490	1316	7				step>=5760&&step<5780	0	0	0
21	1245	烈火战神	0	505	5118	1681	7				step>=5790&&step<5810	0	0	0
21	1246	死神	0	506	4682	1874	7				step>=5880&&step<5900	0	0	0
21	1247	剑狂	0	507	2096	2024	7				step>=5910&&step<5930	0	0	0
21	1248	重甲兵	0	508	4191	948	7				step>=5970&&step<5990	0	0	0
21	1249	龙人队长	0	509	5913	2481	7				step>=6060&&step<6080	0	0	0
21	1250	龙人法师	0	510	5730	3377	7				step>=6090&&step<6110	0	0	0
21	1251	龙人士兵	0	511	5481	3527	7				step>=6150&&step<6170	0	0	0
21	1252	弓箭手	0	512	5286	3726	7				step>=6180&&step<6200	0	0	0
63	1500	天堂圣使	0	10000	565	1476	2				step>=0&&step<10	0	0	0
63	1501	太阳神	0	10002	967	1144	2				step>=10&&step<20	0	0	0
63	1502	圣光祭司	0	10001	1618	770	2				step>=20&&step<40	0	0	0
63	1503	红龙刺客	0	10004	2091	667	2				step>=40&&step<60	0	0	0
63	1504	传至梦幻森林	1	14	2396	566	7	15	1568	761	step>=60&&step<190	0	0	0
22	2000	红袍女巫	0	521	970	1049	0					0	0	0
22	2001	绝美艳后	0	522	1200	1303	0					0	0	0
22	2002	女魔法师	0	523	1657	1176	0					0	0	0
22	2003	众神之王	0	524	1421	855	0					0	0	0
22	2004	女魔法师	0	525	2281	1808	0					0	0	0
22	2005	圣光祭司	0	526	2420	1835	0					0	0	0
22	2006	正义天使	0	527	2790	829	0				step>=6280&&step<6290	0	0	0
22	2007	雷神	0	528	3542	1167	0				step>=6310&&step<6320	0	0	0
22	2008	烈火战神	0	529	3784	1050	0				step>=6370&&step<6380	0	0	0
22	2009	死神	0	530	3313	554	0				step>=6430&&step<6440	0	0	0
22	2010	剑狂	0	531	3110	737	0				step>=6460&&step<6470	0	0	0
22	2011	重甲兵	0	532	4000	927	0				step>=6520&&step<6530	0	0	0
22	2012	龙人队长	0	533	498	1643	0				step>=6580&&step<6590	0	0	0
22	2013	龙人法师	0	534	1918	1580	0				step>=6610&&step<6620	0	0	0
22	2014	龙人士兵	0	535	3633	1174	0				step>=6670&&step<6680	0	0	0
22	2015	弓箭手	0	536	3818	703	0				step>=6730&&step<6740	0	0	0
22	2016	剑狂	0	537	4166	718	0				step>=6760&&step<6770	0	0	0
22	2017	重甲兵	0	538	3597	415	0				step>=6820&&step<6830	0	0	0
22	2018	镜·精灵大陆	1	34	2664	285	7	23	1586	2322		0	0	0
22	2019	镜·圣辉城	1	35	2548	1725	3	21	2643	2562		0	0	0
21	2020	镜·龙骑神殿	1	36	2820	1754	2	22	332	1753		0	0	0
23	2050	红袍女巫	0	547	2131	2173	0					0	0	0
23	2051	绝美艳后	0	548	2738	2007	0					0	0	0
23	2052	女魔法师	0	549	1263	1913	0					0	0	0
23	2053	众神之王	0	550	768	2074	0					0	0	0
23	2054	女魔法师	0	551	562	2473	0					0	0	0
23	2055	圣光祭司	0	552	775	1320	0					0	0	0
23	2056	正义天使	0	553	1373	1010	0				step>=6880&&step<6890	0	0	0
23	2057	雷神	0	554	1996	856	0				step>=6910&&step<6920	0	0	0
23	2058	烈火战神	0	555	2476	759	0				step>=6970&&step<6980	0	0	0
23	2059	死神	0	556	2215	389	0				step>=7030&&step<7040	0	0	0
23	2060	剑狂	0	557	1840	303	0				step>=7060&&step<7070	0	0	0
23	2061	重甲兵	0	558	1366	295	0				step>=7120&&step<7130	0	0	0
23	2062	龙人队长	0	559	1305	457	0				step>=7180&&step<7190	0	0	0
23	2063	龙人法师	0	560	1732	466	0				step>=7210&&step<7220	0	0	0
23	2064	龙人士兵	0	561	2088	513	0				step>=7270&&step<7280	0	0	0
23	2065	弓箭手	0	562	2543	912	0				step>=7330&&step<7340	0	0	0
23	2066	剑狂	0	563	2172	926	0				step>=7360&&step<7370	0	0	0
23	2067	重甲兵	0	564	1636	1061	0				step>=7420&&step<7430	0	0	0
23	2068	镜·龙骑神殿	1	36	3627	1122	7	22	332	1753		0	0	0
23	2069	镜·亡灵圣域	1	37	1031	237	7	24	617	429		0	0	0
24	2080	红袍女巫	0	573	1214	727	0					0	0	0
24	2081	绝美艳后	0	574	579	1374	0					0	0	0
24	2082	深渊蛮王	0	575	1007	1850	0					0	0	0
24	2083	寒冰女巫	0	576	2624	1890	0					0	0	0
24	2084	女魔法师	0	577	3359	575	0					0	0	0
24	2085	屠龙剑圣	0	578	3064	2196	0					0	0	0
24	2086	正义天使	0	579	2056	569	0				step>=7510&&step<7520	0	0	0
24	2087	雷神	0	580	1516	1170	0				step>=7540&&step<7550	0	0	0
24	2088	烈火战神	0	581	1592	2184	0				step>=7600&&step<7610	0	0	0
24	2089	死神	0	582	1945	1830	0				step>=7660&&step<7670	0	0	0
24	2090	剑狂	0	583	2737	1282	0				step>=7690&&step<7700	0	0	0
24	2091	重甲兵	0	584	2876	796	0				step>=7750&&step<7760	0	0	0
24	2092	灵魂剑士	0	585	2464	1388	0				step>=7810&&step<7820	0	0	0
24	2093	龙裔使者	0	586	2256	1743	0				step>=7840&&step<7850	0	0	0
24	2094	皇家守卫	0	587	3319	1981	0				step>=7900&&step<7910	0	0	0
24	2095	弓箭手	0	588	1155	2181	0				step>=7960&&step<7970	0	0	0
24	2096	剑狂	0	589	1773	1913	0				step>=7990&&step<8000	0	0	0
24	2097	卡牌女王	0	590	1507	1969	0				step>=8050&&step<8060	0	0	0
24	2098	镜·精灵大陆	1	34	436	325	7	23	1586	2322		0	0	0
356	10000	灵魂剑士	0	16044	603	2307	0					0	0	0
356	10001	灵魂剑士	0	16044	1033	2122	0					0	0	0
356	10002	灵魂剑士	0	16044	1401	2493	0					0	0	0
356	10003	灵魂剑士	0	16044	1424	2024	0					0	0	0
356	10004	灵魂剑士	0	16044	1771	2348	0					0	0	0
356	10005	灵魂剑士	0	16044	2330	2190	0					0	0	0
356	10006	灵魂剑士	0	16044	2705	2705	0					0	0	0
356	10007	灵魂剑士	0	16044	3260	1757	0					0	0	0
356	10008	灵魂剑士	0	16044	3354	1268	0					0	0	0
356	10009	灵魂剑士	0	16044	2484	891	0					0	0	0
356	10010	灵魂剑士	0	16044	1631	353	0					0	0	0
356	10011	灵魂剑士	0	16044	1425	1052	0					0	0	0
356	10012	灵魂剑士	0	16044	607	1292	0					0	0	0
356	10013	灵魂剑士	0	16044	561	744	0					0	0	0
356	10014	灵魂剑士	0	16044	787	1474	0					0	0	0
356	10015	灵魂剑士	0	16044	432	1239	0					0	0	0
356	10016	灵魂剑士	0	16044	1982	921	0					0	0	0
356	10017	灵魂剑士	0	16044	2191	462	0					0	0	0
356	10018	灵魂剑士	0	16044	3665	1219	0					0	0	0
356	10019	灵魂剑士	0	16044	3247	1721	0					0	0	0
356	10020	灵魂剑士	0	16044	2476	2343	0					0	0	0
356	10021	灵魂剑士	0	16044	2043	2553	0					0	0	0
356	10022	灵魂剑士	0	16044	1411	2614	0					0	0	0
356	10023	灵魂剑士	0	16044	2016	2051	0					0	0	0
356	10024	灵魂剑士	0	16044	1903	2288	0					0	0	0
357	10025	灵魂剑士	0	16044	603	2307	0					0	0	0
357	10026	灵魂剑士	0	16044	1033	2122	0					0	0	0
357	10027	灵魂剑士	0	16044	1401	2493	0					0	0	0
357	10028	灵魂剑士	0	16044	1424	2024	0					0	0	0
357	10029	灵魂剑士	0	16044	1771	2348	0					0	0	0
357	10030	灵魂剑士	0	16044	2330	2190	0					0	0	0
357	10031	灵魂剑士	0	16044	2705	2705	0					0	0	0
357	10032	灵魂剑士	0	16044	3260	1757	0					0	0	0
357	10033	灵魂剑士	0	16044	3354	1268	0					0	0	0
357	10034	灵魂剑士	0	16044	2484	891	0					0	0	0
357	10035	灵魂剑士	0	16044	1631	353	0					0	0	0
357	10036	灵魂剑士	0	16044	1425	1052	0					0	0	0
357	10037	灵魂剑士	0	16044	607	1292	0					0	0	0
357	10038	灵魂剑士	0	16044	561	744	0					0	0	0
357	10039	灵魂剑士	0	16044	787	1474	0					0	0	0
357	10040	灵魂剑士	0	16044	432	1239	0					0	0	0
357	10041	灵魂剑士	0	16044	1982	921	0					0	0	0
357	10042	灵魂剑士	0	16044	2191	462	0					0	0	0
357	10043	灵魂剑士	0	16044	3665	1219	0					0	0	0
357	10044	灵魂剑士	0	16044	3247	1721	0					0	0	0
357	10045	灵魂剑士	0	16044	2476	2343	0					0	0	0
357	10046	灵魂剑士	0	16044	2043	2553	0					0	0	0
357	10047	灵魂剑士	0	16044	1411	2614	0					0	0	0
357	10048	灵魂剑士	0	16044	2016	2051	0					0	0	0
357	10049	灵魂剑士	0	16044	1903	2288	0					0	0	0
364	10050	龙裔使者	0	16072	590	368	0					0	0	0
364	10051	龙裔使者	0	16072	1765	639	0					0	0	0
364	10052	龙裔使者	0	16072	1252	960	0					0	0	0
364	10053	龙裔使者	0	16072	2480	706	0					0	0	0
364	10054	龙裔使者	0	16072	3325	679	0					0	0	0
364	10055	龙裔使者	0	16072	2626	1224	0					0	0	0
364	10056	龙裔使者	0	16072	2422	1765	0					0	0	0
364	10057	龙裔使者	0	16072	3144	2052	0					0	0	0
364	10058	龙裔使者	0	16072	3714	2211	0					0	0	0
364	10059	龙裔使者	0	16072	1937	1971	0					0	0	0
364	10060	龙裔使者	0	16072	1317	2015	0					0	0	0
364	10061	龙裔使者	0	16072	808	1684	0					0	0	0
364	10062	龙裔使者	0	16072	652	1247	0					0	0	0
364	10063	龙裔使者	0	16072	1200	1043	0					0	0	0
364	10064	龙裔使者	0	16072	2987	1919	0					0	0	0
369	10065	皇家守卫	0	16073	2425	650	0					0	0	0
369	10066	皇家守卫	0	16073	511	973	0					0	0	0
369	10067	皇家守卫	0	16073	1122	739	0					0	0	0
369	10068	皇家守卫	0	16073	1512	742	0					0	0	0
369	10069	皇家守卫	0	16073	1957	771	0					0	0	0
369	10070	皇家守卫	0	16073	2488	556	0					0	0	0
369	10071	皇家守卫	0	16073	2972	464	0					0	0	0
369	10072	皇家守卫	0	16073	3287	774	0					0	0	0
369	10073	皇家守卫	0	16073	3439	1111	0					0	0	0
369	10074	皇家守卫	0	16073	3838	1128	0					0	0	0
369	10075	皇家守卫	0	16073	3873	959	0					0	0	0
369	10076	皇家守卫	0	16073	3757	375	0					0	0	0
369	10077	皇家守卫	0	16073	3329	392	0					0	0	0
369	10078	皇家守卫	0	16073	2770	331	0					0	0	0
369	10079	皇家守卫	0	16073	3408	690	0					0	0	0
369	10080	皇家守卫	0	16073	3258	749	0					0	0	0
16	11000	杀手	0	16056	2759	3315	0					0	0	1
16	11001	刺客	0	16057	4069	1908	0					0	0	2
16	11002	女刺客 	0	16058	3969	883	0					0	0	3
16	11003	护卫	0	16059	1390	2986	0					0	0	2
16	11004	强盗	0	16060	4034	1257	0					0	0	3
17	11005	劫匪	0	16061	386	1676	0					0	0	4
17	11006	刺客头领	0	16062	999	1059	0					0	0	5
17	11007	守卫	0	16063	3771	981	0					0	0	6
17	11008	强盗头子	0	16064	961	920	0					0	0	5
17	11009	凶残劫匪	0	16065	2643	1499	0					0	0	6
18	11010	暗射手	0	16066	488	812	0					0	0	7
18	11011	妖姬	0	16067	796	2475	0					0	0	8
18	11012	喽啰	0	16068	900	2214	0					0	0	9
18	11013	打手	0	16069	1567	1907	0					0	0	8
18	11014	光射手	0	16070	1225	1963	0					0	0	9
19	11015	艳后	0	16071	2581	1713	0					0	0	10
19	11016	杀手	0	16056	2330	2069	0					0	0	11
19	11017	刺客	0	16057	800	1168	0					0	0	12
19	11018	女刺客 	0	16058	1836	1911	0					0	0	11
19	11019	护卫	0	16059	1692	2149	0					0	0	12
20	11020	强盗	0	16060	3500	1435	0					0	0	13
20	11021	劫匪	0	16061	729	2914	0					0	0	14
20	11022	刺客头领	0	16062	2759	1464	0					0	0	15
20	11023	守卫	0	16063	2599	2894	0					0	0	14
20	11024	强盗头子	0	16064	1487	2037	0					0	0	15
21	11025	凶残劫匪	0	16065	2759	3315	0					0	0	16
21	11026	暗射手	0	16066	4069	1908	0					0	0	17
21	11027	妖姬	0	16067	3969	883	0					0	0	18
21	11028	喽啰	0	16068	1390	2986	0					0	0	17
21	11029	打手	0	16069	4034	1257	0					0	0	18
22	11030	光射手	0	16070	3510	1104	0					0	0	19
22	11031	艳后	0	16071	2563	1298	0					0	0	20
22	11032	杀手	0	16056	3394	859	0					0	0	21
22	11033	刺客	0	16057	2955	1047	0					0	0	20
22	11034	女刺客 	0	16058	1750	913	0					0	0	21
23	11040	凶残劫匪	0	16065	2682	2182	0					0	0	22
23	11036	刺客	0	16057	3139	1897	0					0	0	23
23	11037	女刺客 	0	16058	3323	1375	0					0	0	23
23	11038	强盗头子	0	16064	2179	631	0					0	0	24
23	11039	强盗	0	16060	1648	1004	0					0	0	24
16	12000	节日使者	1	1091	3967	1630	0					0	0	0
21	12001	节日使者	1	1091	3967	1630	0					0	0	0
16	11035	欢乐猜灯谜	0	17026	5179	1471	0					0	0	0
7025	12002	神树	1	22005	427	327	0					0	0	0
