girlId	starLevel	girlName	maxStarlevel	maxBlessValue	successNeedMinBlessValue	failAddBlessValue	starLevelUpOdds	starLevelUpNeedItem	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce	passiveSkill	skill_rate	pskillIcon	starNotice	skillName	skillDes
2	10	处女座星灵	20	2134	1493	1	156	(26934,1)	64000	0	0	25600	0	25600	0	3000	0	0	0	0	3000	0	0	[(3000,10),(3001,0),(3004,0),(3011,0)]	13000	jnxl02	10星可激活被动技能：#H#C(#00FF00)初始星灵增加25怒气#n	处女守护	#C(#ffffff)1.为主角提高#C(#ffd700)15000+星灵10%生命上限#n的生命值#H2.护盾额外增加等于星灵攻击10%的伤害吸收值#C(#0066cc)(5星激活该技能)#n#H3.护盾吸收效果提高50%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时，20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角血量低于30%，免伤50%2回合#C(#0066cc)(16星激活该技能)#n#H8.进入战斗时提升全队5%增伤及5%减伤#C(#0066cc)(18星激活该技能)#n#n
2	11	处女座星灵	20	3137	2039	1	91	(26934,1)	74000	0	0	29600	0	29600	0	3500	0	0	0	0	3500	0	0	[(3000,11),(3001,0),(3004,0),(3011,0)]	14500	jnxl02		处女守护	#C(#ffffff)1.为主角提高#C(#ffd700)16500+星灵10%生命上限#n的生命值#H2.护盾额外增加等于星灵攻击10%的伤害吸收值#C(#0066cc)(5星激活该技能)#n#H3.护盾吸收效果提高50%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时，20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角血量低于30%，免伤50%2回合#C(#0066cc)(16星激活该技能)#n#H8.进入战斗时提升全队5%增伤及5%减伤#C(#0066cc)(18星激活该技能)#n#n
2	12	处女座星灵	20	4287	2786	1	66	(26934,1)	84000	0	0	33600	0	33600	0	4000	0	0	0	0	4000	0	0	[(3000,12),(3001,0),(3011,0),(3004,0),(3005,0)]	14500	jnxl02	12星可激活被动技能：#H#C(#00FF00)护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#n	处女守护	#C(#ffffff)1.为主角提高#C(#ffd700)18000+星灵10%生命上限#n的生命值#H2.护盾额外增加等于星灵攻击10%的伤害吸收值#C(#0066cc)(5星激活该技能)#n#H3.护盾吸收效果提高50%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时，20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角血量低于30%，免伤50%2回合#C(#0066cc)(16星激活该技能)#n#H8.进入战斗时提升全队5%增伤及5%减伤#C(#0066cc)(18星激活该技能)#n#n
2	13	处女座星灵	20	5787	3761	1	49	(26934,1)	94000	0	0	37600	0	37600	0	4500	0	0	0	0	4500	0	0	[(3000,13),(3001,0),(3011,0),(3004,0),(3005,0)]	14500	jnxl02		处女守护	#C(#ffffff)1.为主角提高#C(#ffd700)19500+星灵10%生命上限#n的生命值#H2.护盾额外增加等于星灵攻击10%的伤害吸收值#C(#0066cc)(5星激活该技能)#n#H3.护盾吸收效果提高50%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时，20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角血量低于30%，免伤50%2回合#C(#0066cc)(16星激活该技能)#n#H8.进入战斗时提升全队5%增伤及5%减伤#C(#0066cc)(18星激活该技能)#n#n
2	14	处女座星灵	20	7537	4899	1	37	(26934,1)	104000	0	0	41600	0	41600	0	5000	0	0	0	0	5000	0	0	[(3000,14),(3001,0),(3011,0),(3004,0),(3005,0),(3013,0)]	16000	jnxl02	14星可激活被动技能：#H#C(#00FF00)星灵释放技能时，20%概率增加25点怒气#n	处女守护	#C(#ffffff)1.为主角提高#C(#ffd700)21000+星灵10%生命上限#n的生命值#H2.护盾额外增加等于星灵攻击10%的伤害吸收值#C(#0066cc)(5星激活该技能)#n#H3.护盾吸收效果提高50%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时，20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角血量低于30%，免伤50%2回合#C(#0066cc)(16星激活该技能)#n#H8.进入战斗时提升全队5%增伤及5%减伤#C(#0066cc)(18星激活该技能)#n#n
2	15	处女座星灵	20	9787	6361	1	29	(26934,1)	114000	0	0	45600	0	45600	0	5500	0	0	0	0	5500	0	0	[(3000,15),(3001,0),(3011,0),(3004,0),(3005,0),(3013,0)]	16000	jnxl02		处女守护	#C(#ffffff)1.为主角提高#C(#ffd700)22500+星灵10%生命上限#n的生命值#H2.护盾额外增加等于星灵攻击10%的伤害吸收值#C(#0066cc)(5星激活该技能)#n#H3.护盾吸收效果提高50%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时，20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角血量低于30%，免伤50%2回合#C(#0066cc)(16星激活该技能)#n#H8.进入战斗时提升全队5%增伤及5%减伤#C(#0066cc)(18星激活该技能)#n#n
2	16	处女座星灵	20	12537	8149	1	22	(26934,1)	124000	0	0	49600	0	49600	0	6000	0	0	0	0	6000	0	0	[(3000,16),(3001,0),(3011,0),(3004,0),(3005,0),(3013,0),(3006,0)]	16000	jnxl02	16星可激活被动技能：#H#C(#00FF00)主角血量低于50%时，免伤50%2回合#n	处女守护	#C(#ffffff)1.为主角提高#C(#ffd700)24000+星灵10%生命上限#n的生命值#H2.护盾额外增加等于星灵攻击10%的伤害吸收值#C(#0066cc)(5星激活该技能)#n#H3.护盾吸收效果提高50%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时，20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角血量低于30%，免伤50%2回合#C(#0066cc)(16星激活该技能)#n#H8.进入战斗时提升全队5%增伤及5%减伤#C(#0066cc)(18星激活该技能)#n#n
2	17	处女座星灵	20	15537	10099	1	18	(26934,1)	134000	0	0	53600	0	53600	0	6500	0	0	0	0	6500	0	0	[(3000,17),(3001,0),(3011,0),(3004,0),(3013,0),(3005,0),(3006,0)]	18000	jnxl02		处女守护	#C(#ffffff)1.为主角提高#C(#ffd700)25500+星灵10%生命上限#n的生命值#H2.护盾额外增加等于星灵攻击10%的伤害吸收值#C(#0066cc)(5星激活该技能)#n#H3.护盾吸收效果提高50%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时，20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角血量低于30%，免伤50%2回合#C(#0066cc)(16星激活该技能)#n#H8.进入战斗时提升全队5%增伤及5%减伤#C(#0066cc)(18星激活该技能)#n#n
2	18	处女座星灵	20	19287	12536	1	14	(26934,1)	150000	0	0	60000	0	60000	0	7000	0	0	0	0	7000	0	0	[(3000,18),(3001,0),(3011,0),(3004,0),(3013,0),(3006,0),(3005,0),(3016,0)]	18000	jnxl02	18星可激活被动技能：#H#C(#00FF00)进入战斗时提高己方全队5%增伤及5%减伤#n	处女守护	#C(#ffffff)1.为主角提高#C(#ffd700)27000+星灵10%生命上限#n的生命值#H2.护盾额外增加等于星灵攻击10%的伤害吸收值#C(#0066cc)(5星激活该技能)#n#H3.护盾吸收效果提高50%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时，20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角血量低于30%，免伤50%2回合#C(#0066cc)(16星激活该技能)#n#H8.进入战斗时提升全队5%增伤及5%减伤#C(#0066cc)(18星激活该技能)#n#n
2	19	处女座星灵	20	23662	15380	1	12	(26934,1)	170000	0	0	68000	0	68000	0	7500	0	0	0	0	7500	0	0	[(3000,19),(3001,0),(3011,0),(3004,0),(3013,0),(3006,0),(3005,0),(3016,0)]	18000	jnxl02		处女守护	#C(#ffffff)1.为主角提高#C(#ffd700)28500+星灵10%生命上限#n的生命值#H2.护盾额外增加等于星灵攻击10%的伤害吸收值#C(#0066cc)(5星激活该技能)#n#H3.护盾吸收效果提高50%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时，20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角血量低于30%，免伤50%2回合#C(#0066cc)(16星激活该技能)#n#H8.进入战斗时提升全队5%增伤及5%减伤#C(#0066cc)(18星激活该技能)#n#n
2	20	处女座星灵	20	999999	999999	1	18	(26934,1)	190000	0	0	76000	0	76000	0	8000	0	0	0	0	8000	0	0	[(3000,20),(3001,0),(3011,0),(3004,0),(3013,0),(3006,0),(3005,0),(3016,0)]	20000	jnxl02		处女守护	#C(#ffffff)1.为主角提高#C(#ffd700)30000+星灵10%生命上限#n的生命值#H2.护盾额外增加等于星灵攻击10%的伤害吸收值#C(#0066cc)(5星激活该技能)#n#H3.护盾吸收效果提高50%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.护盾反弹10%伤害，最大反伤值不超过星灵生命值的50%#C(#0066cc)(12星激活该技能)#n#H6.星灵释放技能时，20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.主角血量低于30%，免伤50%2回合#C(#0066cc)(16星激活该技能)#n#H8.进入战斗时提升全队5%增伤及5%减伤#C(#0066cc)(18星激活该技能)#n#n
3	1	巨蟹座星灵	20	16	4	1	14285	(26934,1)	7500	0	0	2500	0	2500	0	350	0	0	0	0	500	0	0	[(3022,1)]	10000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)2000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	2	巨蟹座星灵	20	40	8	1	5555	(26934,1)	14700	0	0	4900	0	4900	0	550	0	0	0	0	800	0	0	[(3022,2)]	10000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)3500+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	3	巨蟹座星灵	20	97	20	1	2564	(26934,1)	21900	0	0	7300	0	7300	0	850	0	0	0	0	1000	0	0	[(3022,3)]	10000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)5000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	4	巨蟹座星灵	20	198	40	1	1666	(26934,1)	29100	0	0	9700	0	9700	0	1050	0	0	0	0	1200	0	0	[(3022,4)]	10000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)6500+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	5	巨蟹座星灵	20	335	67	1	746	(26934,1)	36300	0	0	12100	0	12100	0	1250	0	0	0	0	1500	0	0	[(3022,5),(3023,0)]	12000	jnxl08	5星可激活被动技能：#H#C(#00FF00)星灵攻击时降低目标等值于#C(#ffd700)星灵攻击力12%#n的防御#n	巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)8000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	6	巨蟹座星灵	20	535	347	1	531	(26934,1)	43500	0	0	14500	0	14500	0	1550	0	0	0	0	1800	0	0	[(3022,6),(3023,0)]	12000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)9500+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	7	巨蟹座星灵	20	735	514	1	452	(26934,1)	50700	0	0	16900	0	16900	0	1850	0	0	0	0	2100	0	0	[(3022,7),(3023,0)]	12000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)11000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	8	巨蟹座星灵	20	1101	748	1	283	(26934,1)	57900	0	0	19300	0	19300	0	2150	0	0	0	0	2400	0	0	[(3022,8),(3023,0),(3024,0)]	14000	jnxl08	8星可激活被动技能：#H#C(#00FF00)星灵暴击伤害提高12%#n	巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)12500+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	9	巨蟹座星灵	20	1412	988	1	235	(26934,1)	67500	0	0	22500	0	22500	0	2450	0	0	0	0	3000	0	0	[(3022,9),(3023,0),(3024,0)]	14000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)15000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	10	巨蟹座星灵	20	2134	1493	1	156	(26934,1)	77100	0	0	25700	0	25700	0	3050	0	0	0	0	3500	0	0	[(3022,10),(3023,0),(3024,0),(3011,0)]	14000	jnxl08	10星可激活被动技能：#H#C(#00FF00)初始星灵增加25点怒气#n	巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)16500+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	11	巨蟹座星灵	20	3137	2039	1	91	(26934,1)	89100	0	0	29700	0	29700	0	3550	0	0	0	0	4000	0	0	[(3022,11),(3023,0),(3024,0),(3011,0)]	16000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)18000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	12	巨蟹座星灵	20	4287	2786	1	66	(26934,1)	101100	0	0	33700	0	33700	0	4050	0	0	0	0	4500	0	0	[(3022,12),(3023,0),(3011,0),(3024,0),(3009,0)]	16000	jnxl08	12星可激活被动技能：#H#C(#00FF00)星灵增伤提高10%#n	巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)19500+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	13	巨蟹座星灵	20	5787	3761	1	49	(26934,1)	113100	0	0	37700	0	37700	0	4550	0	0	0	0	5000	0	0	[(3022,13),(3023,0),(3011,0),(3024,0),(3009,0)]	16000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)21000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	14	巨蟹座星灵	20	7537	4899	1	37	(26934,1)	125100	0	0	41700	0	41700	0	5050	0	0	0	0	5500	0	0	[(3022,14),(3023,0),(3011,0),(3024,0),(3009,0),(3013,0)]	18000	jnxl08	14星可激活被动技能：#H#C(#00FF00)攻击20%概率增加25点怒气#n	巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)22500+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	15	巨蟹座星灵	20	9787	6361	1	29	(26934,1)	137100	0	0	45700	0	45700	0	5550	0	0	0	0	6000	0	0	[(3022,15),(3023,0),(3011,0),(3024,0),(3009,0),(3013,0)]	18000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)24000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	16	巨蟹座星灵	20	12537	8149	1	22	(26934,1)	149100	0	0	49700	0	49700	0	6050	0	0	0	0	6500	0	0	[(3022,16),(3023,0),(3011,0),(3024,0),(3009,0),(3013,0),(3012,0)]	18000	jnxl08	16星可激活被动技能：#H#C(#00FF00)星灵有30%概率眩晕攻击目标1回合#n	巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)25500+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	17	巨蟹座星灵	20	15537	10099	1	18	(26934,1)	161100	0	0	53700	0	53700	0	6550	0	0	0	0	7000	0	0	[(3022,17),(3023,0),(3011,0),(3024,0),(3013,0),(3009,0),(3012,0)]	20000	jnxl08		巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)27000+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
3	18	巨蟹座星灵	20	19287	12536	1	14	(26934,1)	180300	0	0	60100	0	60100	0	7050	0	0	0	0	7500	0	0	[(3022,18),(3023,0),(3011,0),(3024,0),(3013,0),(3012,0),(3009,0),(3025,0)]	20000	jnxl08	18星可激活被动技能：#H#C(#00FF00)进入战斗时提升己方全队6%增伤和6%减伤#n	巨蟹守护	#C(#ffffff)1.为主角提高#C(#ffd700)28500+星灵12%生命上限#n的生命#H2.攻击时降低目标#C(#ffd700)星灵攻击力12%#n的防御#C(#0066cc)(5星激活该技能)#n#H3.星灵暴击伤害提高12%#C(#0066cc)(8星激活该技能)#n#H4.初始星灵增加25怒气#C(#0066cc)(10星激活该技能)#n#H5.星灵增伤提高10%#C(#0066cc)(12星激活该技能)#n#H6.星灵攻击20%概率增加25点怒气#C(#0066cc)(14星激活该技能)#n#H7.星灵攻击30%概率眩晕目标1回合#C(#0066cc)(16星激活该技能)#n#H8.战斗中提升全队6%增伤及6%减伤#C(#0066cc)(18星激活该技能)#n#n
